0	Index      	Bounty	 *	Score 	Summary	Detail	
1	44411 41213	3	 * 	290.38	DCR|3VULN|3DMG|3DUR|2SELL	179DMG|2MBVNT|3LIT|479VULN|58SELL|679DUR|79BPWR|aRCR
334	31135 11213	9	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|238aVULN|4LWND|5LIT|6DUR|7TLV|9RCR
335	31165 11211	10	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|238aVULN|4FEWX|5LIT|6DUR|7TLV|9RCR
336	31165 11213	9	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|238aVULN|4FEWX|5LIT|6DUR|7TLV|9RCR
337	31225 11211	10	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|248aVULN|3FEWX|5LIT|6DUR|7TLV|9RCR
338	31225 11213	9	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|248aVULN|3FEWX|5LIT|6DUR|7TLV|9RCR
339	31525 11211	10	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|258aVULN|3LIT|4FEWX|6DUR|7TLV|9RCR
340	31525 11213	9	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|258aVULN|3LIT|4FEWX|6DUR|7TLV|9RCR
341	31115 41231	10	   	262.00	DCR|4VULN|1DUR|1TLV|1CDMG	1CDMG|238aVULN|4BEXP|5LIT|6RCR|7TLV|9DUR
342	31115 41233	9	   	262.00	DCR|4VULN|1DUR|1TLV|1CDMG	1CDMG|238aVULN|4BEXP|5LIT|6RCR|7TLV|9DUR
343	31165 41231	10	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|238aVULN|4FEWX|5LIT|6RCR|7TLV|9DUR
344	31165 41233	9	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|238aVULN|4FEWX|5LIT|6RCR|7TLV|9DUR
345	31225 41231	10	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|248aVULN|3FEWX|5LIT|6RCR|7TLV|9DUR
346	31225 41233	9	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|248aVULN|3FEWX|5LIT|6RCR|7TLV|9DUR
347	31525 41231	10	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|258aVULN|3LIT|4FEWX|6RCR|7TLV|9DUR
348	31525 41233	9	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1CDMG|258aVULN|3LIT|4FEWX|6RCR|7TLV|9DUR
349	22113 32435	3	 * 	261.84	ACR|5VULN|3DMG|1CDMG	1278aVULN|278BPWR|3RCR|478DMG|578ERES|6RCVC|9CDMG
350	31123 11662	10	   	261.82	DCR|4VULN|1DMG|1CDMG|1ASPD|1AART	1CDMG|2349VULN|5ERES|6DMG|7ASPD|8AART|aRCR
351	22422 54211	5	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|3RMIN|4LIT|57DUR|67DMG|8TBNT|9BEXP|aRCR
352	22422 54221	5	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|3RMIN|4LIT|57DUR|67DMG|8TBNT|9LHND|aRCR
353	22422 54231	5	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|3RMIN|4LIT|57DUR|67DMG|8TBNT|9LWND|aRCR
354	22611 54211	4	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|37DUR|4ZMB|5LIT|67DMG|8TBNT|9BEXP|aRCR
355	22611 54221	4	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|37DUR|4ZMB|5LIT|67DMG|8TBNT|9LHND|aRCR
356	22611 54231	4	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|37DUR|4ZMB|5LIT|67DMG|8TBNT|9LWND|aRCR
357	22621 54211	3	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|37DUR|4MLV|5LIT|67DMG|8TBNT|9BEXP|aRCR
358	22621 54221	3	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|37DUR|4MLV|5LIT|67DMG|8TBNT|9LHND|aRCR
359	22621 54231	3	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|37DUR|4MLV|5LIT|67DMG|8TBNT|9LWND|aRCR
360	22641 34211	3	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|37DUR|4CGEN|5LIT|67DMG|8TBNT|9BEXP|aRCR
361	22641 34221	3	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|37DUR|4CGEN|5LIT|67DMG|8TBNT|9LHND|aRCR
362	22641 34231	3	   	261.79	DCR|3VULN|2DMG|2DUR	127VULN|27BPWR|37DUR|4CGEN|5LIT|67DMG|8TBNT|9LWND|aRCR
363	21322 54342	5	   	261.76	DCR|2VULN|3DUR|2DMG|1CDMG|1NUKE	17VULN|2NUKE|3DMSP|4LIT|578DUR|67DMG|7BPWR|9RCR|aCDMG
364	12251 26133	2	   	261.70	DCR|3VULN|2DUR|2ASPD|1TLV	1aCGEN|29DUR|34aVULN|5LIT|6TLV|7RCR|8aASPD|aBPWR
365	22641 26133	3	   	261.70	DCR|3VULN|2DUR|2ASPD|1TLV	12aVULN|2aBPWR|39DUR|4aCGEN|5LIT|6TLV|7RCR|8aASPD
366	14331 54273	4	   	261.61	DCR|3VULN|3DMG|1CDMG|1AART	17CGEN|2MBVNT|357VULN|479DMG|6RCR|7BPWR|8AART|aCDMG
367	22341 26132	4	   	261.60	DCR|3VULN|2DUR|2ASPD|1TLV	129VULN|29BPWR|3ERES|49DUR|5LIT|6TLV|7RCR|89ASPD|aDMSP
368	22341 26136	4	   	261.60	DCR|3VULN|2DUR|2ASPD|1TLV	129VULN|29BPWR|3ERES|49DUR|5LIT|6TLV|7RCR|89ASPD|aRPLT
369	24341 26132	4	   	261.60	DCR|3VULN|2DUR|2ASPD|1TLV	129VULN|3ERES|49DUR|5LIT|6TLV|7RCR|89ASPD|9BPWR|aDMSP
370	22332 54335	10	   	261.54	DCR|4VULN|2DMG|1DUR	1259VULN|29BPWR|3ERES|4BELT|6RCR|79CGEN|89DMG|aDUR
371	22341 26131	4	   	261.50	DCR|3VULN|2DUR|2ASPD|1TLV	129VULN|29BPWR|3aERES|49DUR|5LIT|6TLV|7RCR|89ASPD
372	22341 26134	4	   	261.50	DCR|3VULN|2DUR|2ASPD|1TLV	129VULN|29BPWR|3ERES|49DUR|5LIT|6TLV|7RCR|89ASPD|aBBNT
373	22341 26135	4	   	261.50	DCR|3VULN|2DUR|2ASPD|1TLV	129VULN|29BPWR|3ERES|49DUR|5LIT|6TLV|7RCR|89ASPD|aTBNT
374	24341 26131	4	   	261.50	DCR|3VULN|2DUR|2ASPD|1TLV	129VULN|3aERES|49DUR|5LIT|6TLV|7RCR|89ASPD|9BPWR
375	26131 63224	4	   	261.44	DCR|4VULN|2DMG|1TLV	156aVULN|2ERES|3FEWX|46DMG|6BPWR|7TLV|8LWND|9RCR
376	22113 62341	2	   	261.44	DCR|4VULN|2DMG|1DUR	1267VULN|267BPWR|3LWND|47DMG|567ERES|8DUR|9RCR|aMLV
377	22113 62342	2	   	261.44	DCR|4VULN|2DMG|1DUR	1267VULN|267BPWR|3LWND|47DMG|567ERES|8DUR|9RCR|aRCVC
378	22113 62343	2	   	261.44	DCR|4VULN|2DMG|1DUR	1267VULN|267BPWR|3LWND|47DMG|567ERES|8DUR|9RCR|aFEWX
379	22113 62345	2	   	261.44	DCR|4VULN|2DMG|1DUR	1267VULN|267BPWR|3LWND|47DMG|567ERES|8DUR|9RCR|aBELT
380	31141 42242	8	   	261.39	DCR|5VULN|1CDMG|1ASPD|1AART	1CDMG|23789VULN|4CGEN|5ASPD|6AART|aRCR
381	24623 48322	2	   	261.00	DCR|4VULN|3CDMG|1TLV|1ASPD	1247VULN|347CDMG|47BPWR|5MBVNT|67CGEN|8RCR|9TLV|aASPD
382	31123 48322	3	   	261.00	DCR|4VULN|3CDMG|1TLV|1ASPD	147CDMG|2347VULN|47BPWR|5MBVNT|67CGEN|8RCR|9TLV|aASPD
383	46111 13512	9	   	260.99	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD|1AART	1aDMG|2CDMG|3aDUR|4ASPD|5RPLT|6ZMB|7aVULN|8RCR|9AART|aBPWR
384	31124 54313	3	   	260.90	DCR|4VULN|3CDMG|1DUR|1ASPD	147CDMG|2349VULN|4BPWR|5DUR|6ASPD|8ZMB|aRCR
385	26131 62214	4	   	260.80	DCR|4VULN|3DMG|1SELL	1567VULN|2ERES|37FEWX|467DMG|67BPWR|8SELL|9ZMB|aRCR
386	22623 23573	2	   	260.80	DCR|4VULN|3CDMG|1TLV|1ASPD	1246VULN|24BPWR|348CDMG|5MBVNT|7ASPD|9TLV|aRCR
387	31123 23573	3	   	260.80	DCR|4VULN|3CDMG|1TLV|1ASPD	148CDMG|2346VULN|4BPWR|5MBVNT|7ASPD|9TLV|aRCR
388	31122 11354	6	   	260.79	DCR|5VULN|1DMG|1CDMG	1CDMG|2348aVULN|5ZMB|6DMG|7FEWX|9RCR
389	31122 13354	7	   	260.79	DCR|5VULN|1DMG|1CDMG	1CDMG|2348aVULN|5ZMB|6DMG|7LWND|9RCR
390	22613 11436	2	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	125VULN|2BPWR|3CDMG|4AART|6RCR|7DUR|8DMG|9LWND|aTLV
391	31113 11436	3	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1CDMG|235VULN|4AART|6RCR|7DUR|8DMG|9LWND|aTLV
392	22112 52315	3	 * 	260.74	ACR|5VULN|2DUR|1DMG|2LIT	1268aVULN|2aBPWR|3RCR|4DMG|5aDUR|7aLIT|9DMSP
393	24112 52315	3	   	260.74	ACR|5VULN|2DUR|1DMG|2LIT	1268aVULN|3RCR|4DMG|5aDUR|7aLIT|9DMSP|aBPWR
394	22332 24146	8	   	260.69	DCR|5VULN|1DMG|1CDMG	12567VULN|2BPWR|3ERES|4BELT|8CDMG|9RCR|aDMG
395	31122 14354	7	   	260.69	DCR|5VULN|1DMG|1CDMG	1CDMG|2348aVULN|5ZMB|6DMG|7LEGI|9RCR
396	22153 34141	7	 * 	260.68	ACR|4VULN|3DUR|2ASPD|2TLV	127aVULN|2aBPWR|3RCR|4aASPD|569DUR|8aTLV
397	31154 11136	2	   	260.68	DCR|3VULN|3DUR|1CDMG|1NUKE|1AART	1CDMG|245VULN|345DUR|45BPWR|6MLV|7NUKE|8LIT|9AART|aRCR
398	32154 11136	1	   	260.68	DCR|3VULN|3DUR|1CDMG|1NUKE|1AART	1CDMG|245VULN|345DUR|45BPWR|6MLV|7NUKE|8LIT|9AART|aRCR
399	22613 11426	2	   	260.67	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	125VULN|2BPWR|3CDMG|4AART|6RCR|7DUR|8DMG|9DUST|aTLV
400	31113 11426	3	   	260.67	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1AART	1CDMG|235VULN|4AART|6RCR|7DUR|8DMG|9DUST|aTLV
401	31135 42215	5	   	260.58	DCR|3VULN|2DMG|2CDMG|1AART	19CDMG|239VULN|4LWND|5LIT|6RCR|79DMG|8MBVNT|9BPWR|aAART
402	31135 42215	6	   	260.58	DCR|3VULN|2DMG|2CDMG|1AART	19CDMG|239VULN|4LWND|5LIT|6RCR|79DMG|8MBVNT|9BPWR|aAART
403	31154 21136	2	   	260.58	DCR|3VULN|3DUR|1CDMG|1NUKE|1AART	1CDMG|245VULN|345DUR|45BPWR|6ERES|7NUKE|8LIT|9AART|aRCR
404	32154 21136	1	   	260.58	DCR|3VULN|3DUR|1CDMG|1NUKE|1AART	1CDMG|245VULN|345DUR|45BPWR|6ERES|7NUKE|8LIT|9AART|aRCR
405	31515 31351	10	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1CDMG|267aVULN|3LIT|4RCVC|5DMG|8ASPD|9RCR
406	31562 31351	10	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1CDMG|267aVULN|3LIT|4ASPD|5RCVC|8DMG|9RCR
407	33232 31351	10	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1CDMG|2LIT|3DMG|467aVULN|5RCVC|8ASPD|9RCR
408	31122 11246	10	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1CDMG|2349VULN|5ZMB|6DMG|7ASPD|8RCR|aLIT
409	42142 13533	2	   	260.47	DCR|2VULN|3DUR|2DMG|1ASPD|1AART	13DMG|235DUR|3BPWR|49VULN|6RCR|7RMIN|8AART|aASPD
410	31122 15152	7	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1CDMG|234VULN|5ZMB|6DMG|78DUR|9RCR|aASPD
411	31152 53433	2	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1CDMG|248VULN|34DUR|4BPWR|5LHND|6ASPD|7DUST|9RCR|aDMG
412	32152 53433	1	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1CDMG|248VULN|34DUR|4BPWR|5LHND|6ASPD|7DUST|9RCR|aDMG
413	23264 87443	6	   	260.43	DCR|4VULN|2DUR|1CDMG	178aVULN|2LIT|37CGEN|4MBVNT|57DUR|6RCR|7BPWR|9CDMG
