0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31541 32315	4	 * 	265.58	DCR|4VULN|3TLV|1DMG|1DUR	1RCVC|235TLV|35BPWR|4568VULN|7DUR|9RCR|aDMG
329	31111 55431	10	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	1RCVC|2TLV|3BEXP|45DUR|6AART|78aVULN|9RCR
330	12112 22465	4	   	240.58	DCR|2VULN|3DMG|2CDMG|1NUKE|1AART	1NUKE|2aVULN|38aDMG|4LHND|5AART|6LIT|7aCDMG|9RCR|aBPWR
331	11153 15234	3	   	240.52	DCR|2VULN|3DUR|2DMG|1NUKE|1AART	1NUKE|245DUR|39DMG|6RCR|7aVULN|8AART
332	61112 31322	6	   	240.51	DCR|3VULN|1DMG|1DUR|1CDMG	1ASPD|2ZMB|3DMG|4DUR|578VULN|6RCR|9CDMG|aLIT
333	63112 31322	6	   	240.51	DCR|3VULN|1DMG|1DUR|1CDMG	1ASPD|2MLV|3DMG|4DUR|578VULN|6RCR|9CDMG|aLIT
334	13112 31322	6	   	240.41	DCR|3VULN|1DMG|1DUR|1CDMG|1NUKE	1NUKE|2ASPD|3DMG|4DUR|578VULN|6RCR|9CDMG|aLIT
335	31212 22236	9	   	240.32	DCR|1VULN|2DMG|2TLV|2DUR|1AART	1RCVC|29TLV|3LHND|49DUR|5VULN|6ASPD|7AART|89DMG|9BPWR|aRCR
336	12243 33245	9	   	240.29	DCR|3VULN|2DUR|1TLV|1NUKE|1AART|1SELL	1NUKE|245VULN|3SELL|4BPWR|69DUR|7AART|8RCR|aTLV
337	12243 33262	10	   	240.29	DCR|3VULN|2DUR|1TLV|1NUKE|1AART|1SELL	1NUKE|245VULN|3SELL|4BPWR|6aDUR|7AART|8RCR|9TLV
338	63121 12413	1	 * 	240.20	DCR|3VULN|2TLV|3ASPD	147ASPD|2LIT|367VULN|57TLV|7BPWR|8BEXP|9BBNT|aRCR
339	63136 11362	1	   	240.06	DCR|2VULN|2DUR|1DMG|1CDMG|1AART	1ASPD|2LIT|38VULN|4CDMG|5AART|6aDUR|7DMG|9RCR
340	63136 13125	1	   	240.06	DCR|2VULN|2DUR|1DMG|1CDMG|1AART	1ASPD|2LIT|37VULN|4CDMG|5AART|69DUR|8RCR|aDMG
341	22626 22142	2	   	240.06	DCR|3VULN|1TLV|1CDMG|1AART	1BEXP|2LIT|3CDMG|469VULN|5AART|7ASPD|8RCR|aTLV
342	31432 56323	7	   	240.06	DCR|3VULN|1TLV|1CDMG|1AART	1RCVC|2TLV|359VULN|4AART|6LIT|7CDMG|8RCR|aASPD
343	63133 33142	1	   	240.06	DCR|3VULN|1TLV|1CDMG|1AART	1ASPD|2LIT|379VULN|4CDMG|5LHND|6AART|8RCR|aTLV
344	63136 33142	1	   	240.06	DCR|3VULN|1TLV|1CDMG|1AART	1ASPD|2LIT|379VULN|4CDMG|5AART|6LHND|8RCR|aTLV
345	61112 33324	7	   	240.05	DCR|3VULN|1DMG|2ASPD|1DUR|1CDMG	17ASPD|2ZMB|3DMG|4DUR|58aVULN|6RCR|9CDMG
346	61112 33351	7	   	240.05	DCR|3VULN|1DMG|2ASPD|1DUR|1CDMG	17ASPD|2ZMB|3DMG|4DUR|589VULN|6RCR|aCDMG
347	63112 33324	7	   	240.05	DCR|3VULN|1DMG|2ASPD|1DUR|1CDMG	17ASPD|2MLV|3DMG|4DUR|58aVULN|6RCR|9CDMG
348	63112 33351	7	   	240.05	DCR|3VULN|1DMG|2ASPD|1DUR|1CDMG	17ASPD|2MLV|3DMG|4DUR|589VULN|6RCR|aCDMG
349	31412 13642	10	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1RCVC|2TLV|35VULN|4aDUR|6RCR|7RMIN|8CDMG|9DMG
350	31412 15325	6	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1RCVC|2TLV|35VULN|4aDUR|6RCR|7DMG|8MLV|9CDMG
351	31411 15324	6	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1RCVC|2TLV|3aVULN|45DUR|6RCR|7DMG|8MLV|9CDMG
352	31411 15351	6	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1RCVC|2TLV|39VULN|45DUR|6RCR|7DMG|8MLV|aCDMG
353	63136 23142	1	   	239.96	DCR|3VULN|1TLV|1CDMG|1AART	1ASPD|2LIT|379VULN|4CDMG|5AART|6DUST|8RCR|aTLV
354	13112 33324	7	   	239.95	DCR|3VULN|1DMG|2ASPD|1DUR|1CDMG|1NUKE	1NUKE|27ASPD|3DMG|4DUR|58aVULN|6RCR|9CDMG
355	13112 33351	7	   	239.95	DCR|3VULN|1DMG|2ASPD|1DUR|1CDMG|1NUKE	1NUKE|27ASPD|3DMG|4DUR|589VULN|6RCR|aCDMG
356	31416 61122	10	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1RCVC|2TLV|37VULN|4aDUR|5DMG|6RCR|8ERES|9CDMG
357	31411 15125	6	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1RCVC|2TLV|3aVULN|45DUR|6RCR|7DMG|8ERES|9CDMG
358	11312 12323	7	   	239.79	DCR|3VULN|2DUR|1DMG|2LIT|1NUKE	1NUKE|27DUR|3FEWX|4RPLT|57aVULN|67LIT|7BPWR|8RCR|9DMG
359	22622 21563	2	 * 	239.71	DCR|4VULN|2CDMG|1DUR	179BEXP|2LIT|39CDMG|4589VULN|6RCR|9BPWR|aDUR
360	31412 14325	7	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1RCVC|2TLV|358VULN|4DUR|6RCR|7BEXP|9CDMG|aAART
361	61112 31334	6	   	239.61	DCR|4VULN|1DMG|1DUR	1ASPD|2ZMB|3DMG|4DUR|578aVULN|6RCR|9BEXP
362	61112 31352	6	   	239.61	DCR|4VULN|1DMG|1DUR	1ASPD|2ZMB|3DMG|4DUR|5789VULN|6RCR|aMLV
363	61112 31354	6	   	239.61	DCR|4VULN|1DMG|1DUR	1ASPD|2ZMB|3DMG|4DUR|5789VULN|6RCR|aRPLT
364	61112 31355	6	   	239.61	DCR|4VULN|1DMG|1DUR	1ASPD|2ZMB|3DMG|4DUR|5789VULN|6RCR|aBEXP
365	63112 31334	6	   	239.61	DCR|4VULN|1DMG|1DUR	1ASPD|2MLV|3DMG|4DUR|578aVULN|6RCR|9BEXP
366	63112 31352	6	   	239.61	DCR|4VULN|1DMG|1DUR	1ASPD|2aMLV|3DMG|4DUR|5789VULN|6RCR
367	63112 31354	6	   	239.61	DCR|4VULN|1DMG|1DUR	1ASPD|2MLV|3DMG|4DUR|5789VULN|6RCR|aRPLT
368	63112 31355	6	   	239.61	DCR|4VULN|1DMG|1DUR	1ASPD|2MLV|3DMG|4DUR|5789VULN|6RCR|aBEXP
369	31412 16325	7	   	239.60	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1RCVC|2TLV|358VULN|4DUR|6RCR|7DUST|9CDMG|aAART
370	31411 12543	6	   	239.57	DCR|2VULN|3DUR|1TLV|1DMG	1RCVC|2TLV|3aVULN|457DUR|6RCR|8CGEN|9DMG
371	21631 31314	1	   	239.53	DCR|5VULN|1TLV	1BEXP|2678aVULN|3DUST|4TLV|56LWND|6BPWR|9RCR
372	21632 31314	1	   	239.53	DCR|5VULN|1TLV	1BEXP|2678aVULN|3DUST|4TLV|56FEWX|6BPWR|9RCR
373	13112 31334	6	   	239.51	DCR|4VULN|1DMG|1DUR|1NUKE	1NUKE|2ASPD|3DMG|4DUR|578aVULN|6RCR|9BEXP
374	13112 31352	6	   	239.51	DCR|4VULN|1DMG|1DUR|1NUKE	1NUKE|2ASPD|3DMG|4DUR|5789VULN|6RCR|aMLV
375	13112 31354	6	   	239.51	DCR|4VULN|1DMG|1DUR|1NUKE	1NUKE|2ASPD|3DMG|4DUR|5789VULN|6RCR|aRPLT
376	13112 31355	6	   	239.51	DCR|4VULN|1DMG|1DUR|1NUKE	1NUKE|2ASPD|3DMG|4DUR|5789VULN|6RCR|aBEXP
377	43112 21335	10	   	239.51	DCR|4VULN|1DMG|1DUR	1ERES|2MLV|3DMG|4DUR|579aVULN|6ASPD|8RCR
378	61111 31385	4	   	239.51	DCR|4VULN|1DMG|1DUR	1ASPD|2ZMB|3DMG|4DUR|5MBVNT|678aVULN|9RCR
379	61112 31353	6	   	239.51	DCR|4VULN|1DMG|1DUR	1ASPD|2ZMB|3DMG|4DUR|5789VULN|6RCR|aBBNT
380	61112 33385	5	   	239.51	DCR|4VULN|1DMG|1DUR	1ASPD|2ZMB|3DMG|4DUR|568aVULN|7MBVNT|9RCR
381	63111 31385	4	   	239.51	DCR|4VULN|1DMG|1DUR	1ASPD|2MLV|3DMG|4DUR|5MBVNT|678aVULN|9RCR
382	63112 31353	6	   	239.51	DCR|4VULN|1DMG|1DUR	1ASPD|2MLV|3DMG|4DUR|5789VULN|6RCR|aMBVNT
383	63212 21335	10	   	239.51	DCR|4VULN|1DMG|1DUR	1ASPD|2MLV|3ERES|4DUR|579aVULN|6DMG|8RCR
384	31411 12151	6	   	239.47	DCR|2VULN|3DUR|1TLV|1DMG	1RCVC|2TLV|38VULN|457DUR|6RCR|9BBNT|aDMG
385	31411 15622	6	   	239.47	DCR|2VULN|3DUR|1TLV|1DMG	1RCVC|2TLV|39VULN|45aDUR|6RCR|7DMG|8TBNT
386	21342 11623	1	   	239.43	DCR|5VULN|1TLV	1BEXP|2459aVULN|3BBNT|6CGEN|7TLV|8RCR
387	21631 51314	1	   	239.43	DCR|5VULN|1TLV	1BEXP|2678aVULN|3DUST|4TLV|5LWND|9RCR
388	33134 11314	1	   	239.43	DCR|5VULN|1TLV	12RCVC|3578aVULN|4TLV|6BBNT|9RCR
389	13112 31353	6	   	239.41	DCR|4VULN|1DMG|1DUR|1NUKE	1NUKE|2ASPD|3DMG|4DUR|5789VULN|6RCR|aBBNT
390	21221 46531	1	   	239.38	DCR|3VULN|2DUR|1TLV	13BEXP|237VULN|3BPWR|48DUR|5LIT|6LHND|9TLV|aRCR
391	61112 31364	6	   	239.36	DCR|4VULN|1DMG|1DUR|1SELL	1ASPD|2ZMB|3DMG|4DUR|578aVULN|6RCR|9SELL
392	63112 31364	6	   	239.36	DCR|4VULN|1DMG|1DUR|1SELL	1ASPD|2MLV|3DMG|4DUR|578aVULN|6RCR|9SELL
393	31412 11635	9	   	239.28	DCR|3VULN|2DUR|1TLV	1RCVC|2TLV|35aVULN|48DUR|6RCR|7RPLT|9LIT
394	61333 31313	1	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2TLV|3RMIN|4BEXP|5aDUR|678VULN|9RCR
395	62412 11153	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2RCVC|35aVULN|49DUR|6RCR|7RPLT|8TLV
396	63431 32214	5	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|36aVULN|4TLV|57DUR|8LHND|9RCR
397	63433 32214	4	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|36aVULN|4TLV|57DUR|8LHND|9RCR
398	63433 32313	5	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|368VULN|4TLV|5BEXP|7aDUR|9RCR
399	63434 32313	4	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|368VULN|4TLV|5BEXP|7aDUR|9RCR
400	63436 32313	4	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|368VULN|4TLV|5LWND|7aDUR|9RCR
401	63636 31313	6	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|3LHND|478VULN|5aDUR|6TLV|9RCR
402	63636 33313	7	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|3LHND|478VULN|5aDUR|6TLV|9RCR
403	31412 23346	6	   	239.28	DCR|3VULN|2DUR|1TLV	1RCVC|2TLV|357VULN|48DUR|6RPLT|9ASPD|aRCR
404	31412 24216	8	   	239.28	DCR|3VULN|2DUR|1TLV	1RCVC|2TLV|359VULN|47DUR|6RPLT|8ASPD|aRCR
405	63431 31313	6	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|378VULN|4TLV|5aDUR|6LWND|9RCR
406	63431 33313	7	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|378VULN|4TLV|5aDUR|6LWND|9RCR
407	63431 61313	5	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|378VULN|4TLV|5aDUR|6LHND|9RCR
408	63431 61313	6	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|378VULN|4TLV|5aDUR|6LHND|9RCR
409	63431 63313	7	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|378VULN|4TLV|5aDUR|6LHND|9RCR
410	63433 61313	4	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|378VULN|4TLV|5aDUR|6LHND|9RCR
411	12244 63211	7	   	239.26	DCR|4VULN|1DMG|1DUR|1NUKE|1SELL	1NUKE|2479VULN|3SELL|4BPWR|5DMG|6RCR|8DUR|aASPD
412	31215 61352	9	   	239.25	DCR|3VULN|2TLV|2DUR	1RCVC|28TLV|3LHND|48DUR|5BELT|68aVULN|7RCR|8BPWR|9BEXP
413	32131 21436	9	   	239.21	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1RCVC|29LHND|39DMG|4AART|5TLV|6DUR|7RMIN|89VULN|9BPWR|aRCR
414	12243 21234	10	   	239.19	DCR|5VULN|1TLV|1NUKE|1SELL	1NUKE|2457aVULN|3SELL|4BPWR|6TLV|8RMIN|9RCR
415	31412 12514	6	   	239.18	DCR|3VULN|2DUR|1TLV	1RCVC|2TLV|35aVULN|47DUR|6RCR|8LIT|9ERES
416	63416 31313	6	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|378VULN|4LEGI|5aDUR|6TLV|9RCR
417	63416 33313	7	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|2MLV|378VULN|4LEGI|5aDUR|6TLV|9RCR
418	31215 61362	8	   	239.15	DCR|3VULN|2TLV|2DUR	1RCVC|28TLV|3LHND|48DUR|5BELT|68aVULN|7RCR|8BPWR|9LEGI
419	31412 13534	10	   	239.15	DCR|3VULN|2TLV|2DUR	1RCVC|2aTLV|35aVULN|4aDUR|6RCR|7RMIN|8BELT|9LEGI|aBPWR
420	36116 61323	8	   	239.11	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1RCVC|29BEXP|39DMG|4DUR|5TLV|6RCR|79VULN|8MBVNT|9BPWR|aAART
421	61131 33453	6	   	239.11	DCR|2VULN|2DMG|1TLV|2ASPD|1AART	1aASPD|2ZMB|3aDMG|4AART|5TLV|67VULN|8aFEWX|9RCR|aBPWR
422	61131 33453	7	   	239.11	DCR|2VULN|2DMG|1TLV|2ASPD|1AART	1aASPD|2ZMB|3aDMG|4AART|5TLV|67VULN|8aFEWX|9RCR|aBPWR
423	61131 33653	7	   	239.11	DCR|2VULN|2DMG|1TLV|2ASPD|1AART	1aASPD|2ZMB|3aDMG|4AART|5TLV|67VULN|8aBEXP|9RCR|aBPWR
424	61131 33653	6	   	239.11	DCR|2VULN|2DMG|1TLV|2ASPD|1AART	1aASPD|2ZMB|3aDMG|4AART|5TLV|67VULN|8aBEXP|9RCR|aBPWR
425	12243 21134	10	   	239.09	DCR|5VULN|1TLV|1NUKE|1SELL	1NUKE|2457aVULN|3SELL|4BPWR|6TLV|8ERES|9RCR
426	12421 32662	2	   	239.08	DCR|3VULN|2DUR|1TLV|1NUKE	1NUKE|236VULN|3BPWR|47DUR|5MBVNT|8LIT|9RCR|aTLV
427	31116 12355	6	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|25TLV|3BEXP|47DUR|6RCR|89aVULN
428	31116 12355	7	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|25TLV|3BEXP|47DUR|6RCR|89aVULN
429	31116 12355	8	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|25TLV|3BEXP|47DUR|6RCR|89aVULN
430	31316 12355	6	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|25TLV|3FEWX|47DUR|6RCR|89aVULN
431	31316 12355	8	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|25TLV|3FEWX|47DUR|6RCR|89aVULN
432	31316 12355	7	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|25TLV|3FEWX|47DUR|6RCR|89aVULN
433	31412 13223	8	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|29TLV|358VULN|4aDUR|6RCR|7RMIN
434	31412 15223	8	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|29TLV|358VULN|4aDUR|6RCR|7CGEN
435	31522 12255	6	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|23TLV|3BPWR|47DUR|59aVULN|6RCR|8FEWX
436	31522 13215	10	   	239.05	DCR|3VULN|3TLV|2DUR	1RCVC|23aTLV|3aBPWR|4aDUR|58aVULN|6RCR|7RMIN|9DLOT
437	31542 51133	6	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|23TLV|3BPWR|456VULN|7DMSP|8aDUR|9RCR
438	31543 13215	10	   	239.05	DCR|3VULN|3TLV|2DUR	1RCVC|23aTLV|3aBPWR|48aVULN|5aDUR|6RCR|7RMIN|9DLOT
439	31556 33312	5	   	239.05	DCR|3VULN|3TLV|2DUR	1RCVC|234TLV|37BPWR|57DUR|678VULN|9RCR|aCGEN
440	31556 33313	5	   	239.05	DCR|3VULN|3TLV|2DUR	1RCVC|234TLV|37BPWR|57DUR|678VULN|9RCR|aRPLT
441	31411 11154	7	   	239.05	DCR|3VULN|2TLV|2DUR	1RCVC|29TLV|38aVULN|45DUR|6RCR|7RPLT
442	31553 43312	4	   	239.05	DCR|3VULN|3TLV|2DUR	1RCVC|234TLV|37BPWR|578VULN|67DUR|9RCR|aCGEN
443	31553 43313	4	   	239.05	DCR|3VULN|3TLV|2DUR	1RCVC|234TLV|37BPWR|578VULN|67DUR|9RCR|aRPLT
444	21226 51622	1	 * 	239.05	DCR|4VULN|3DUR	13BEXP|2379VULN|3BPWR|46aDUR|5BBNT|8RCR
445	31523 51523	9	   	238.98	DCR|2VULN|3TLV|2DUR|2LIT|1AART	1RCVC|237TLV|3aBPWR|4aDUR|5AART|6aLIT|8aVULN|9RCR
446	21343 51622	1	   	238.95	DCR|4VULN|3DUR	1BEXP|2479VULN|3BBNT|56aDUR|8RCR
447	12246 62323	6	   	238.94	DCR|3VULN|2DUR|1TLV|1NUKE|1SELL	1NUKE|246VULN|3SELL|46BPWR|56DUR|7TLV|8LEGI|9RCR|aASPD
448	31542 53222	8	   	238.93	DCR|4VULN|2TLV|1AART	1RCVC|23TLV|3BPWR|4567VULN|8AART|9ZMB|aRCR
449	61132 63353	4	   	238.91	DCR|2VULN|2DMG|1TLV|2ASPD|1AART	1aASPD|2ZMB|3aDMG|4AART|58DUST|6TLV|7aVULN|9RCR|aBPWR
450	21212 43221	1	   	238.88	ACR|3VULN|3DMG|1TLV|2AART	138BEXP|238VULN|38BPWR|489DMG|5RCR|67AART|aTLV
451	12132 31465	2	   	238.58	DCR|3VULN|1DMG|2CDMG|2LIT|1NUKE|1AART	1NUKE|24aVULN|3aLIT|5DMG|6AART|7LWND|8aCDMG|9RCR|aBPWR
452	22622 22462	2	   	238.52	DCR|3VULN|1DMG|2CDMG|1DUR	1BEXP|2LIT|3aCDMG|459VULN|6RCR|7DUR|8DMG
453	22622 22255	2	   	238.48	DCR|3VULN|2DUR|3LIT|1CDMG	1aBEXP|289LIT|3CDMG|45aVULN|6RCR|7aDUR|aBPWR
454	31353 51148	1	   	238.35	DCR|2VULN|2DUR|1DMG|2ASPD|1CDMG	1RCVC|2MBVNT|3aASPD|4DMG|5aDUR|6CDMG|7RCR|8LIT|9aVULN|aBPWR
455	31312 21626	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1RCVC|2TLV|3FEWX|4DUR|57aVULN|6ASPD|8CDMG|9RCR
456	31412 13611	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1RCVC|2TLV|359VULN|4DUR|6RCR|7RMIN|8CDMG|aASPD
457	31412 14322	7	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1RCVC|2TLV|358VULN|4DUR|6RCR|7BEXP|9CDMG|aLIT
458	62412 15221	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1ASPD|2RCVC|358VULN|4DUR|6RCR|7CGEN|9TLV|aCDMG
459	31432 56321	7	   	238.31	DCR|3VULN|1TLV|2LIT|1CDMG|1AART	1RCVC|2TLV|359VULN|4AART|6aLIT|7CDMG|8RCR
460	31412 16322	7	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1RCVC|2TLV|358VULN|4DUR|6RCR|7DUST|9CDMG|aLIT
461	21211 51343	1	   	238.17	DCR|3VULN|1TLV|1DMG|1AART	13BEXP|238VULN|3BPWR|4DMG|5MBVNT|6AART|7RCR|9TLV|aLIT
462	11312 12126	9	   	238.16	DCR|3VULN|3DUR|3LIT|1NUKE	1NUKE|278DUR|3aFEWX|4RPLT|57aVULN|67aLIT|7aBPWR|9RCR
463	11522 12126	9	   	238.16	DCR|3VULN|3DUR|3LIT|1NUKE	1NUKE|278DUR|3RPLT|4aLWND|57aVULN|67aLIT|7aBPWR|9RCR
464	21213 32213	1	 * 	238.16	DCR|3VULN|3DUR|1DMG	13BEXP|236VULN|3BPWR|4DMG|57aDUR|8FEWX|9RCR
465	21213 32413	1	   	238.16	DCR|3VULN|3DUR|1DMG	13BEXP|236VULN|3BPWR|4DMG|57aDUR|8LHND|9RCR
466	32131 31241	10	   	238.14	DCR|3VULN|2TLV|1DMG|1AART	1RCVC|29LHND|3DMG|4AART|59TLV|69aVULN|7RMIN|8RCR|9BPWR
467	32131 31243	9	   	238.14	DCR|3VULN|2TLV|1DMG|1AART	1RCVC|29LHND|3DMG|4AART|59TLV|69aVULN|7RMIN|8RCR|9BPWR
468	31522 14324	7	   	238.12	DCR|3VULN|2TLV|1DUR|1CDMG	1RCVC|23TLV|3BPWR|4DUR|58aVULN|6RCR|7BEXP|9CDMG
469	31541 32161	4	   	238.12	DCR|3VULN|3TLV|1DUR|1CDMG	1RCVC|235TLV|35BPWR|456VULN|7DUR|8CDMG|9RCR|aCGEN
470	31541 32162	4	   	238.12	DCR|3VULN|3TLV|1DUR|1CDMG	1RCVC|235TLV|35BPWR|456VULN|7DUR|8CDMG|9RCR|aDMSP
471	12132 34366	2	   	238.07	DCR|3VULN|1TLV|1DMG|1NUKE|1AART	1NUKE|248VULN|3LIT|5DMG|6AART|7RMIN|9RCR|aTLV
472	11312 12251	7	   	238.06	DCR|3VULN|3DUR|3LIT|1NUKE	1NUKE|27aDUR|3FEWX|4RPLT|57aVULN|67aLIT|7aBPWR|8BBNT|9RCR
473	11522 12251	7	   	238.06	DCR|3VULN|3DUR|3LIT|1NUKE	1NUKE|27aDUR|3RPLT|4LWND|57aVULN|67aLIT|7aBPWR|8BBNT|9RCR
474	21633 32311	1	   	238.02	DCR|3VULN|2TLV|1DUR|1CDMG	1BEXP|268VULN|3DUST|45TLV|7DUR|9RCR|aCDMG
475	31513 32164	4	   	238.02	DCR|3VULN|3TLV|1DUR|1CDMG	1RCVC|234TLV|34BPWR|56aVULN|7DUR|8CDMG|9RCR
476	31513 32311	4	   	238.02	DCR|3VULN|3TLV|1DUR|1CDMG	1RCVC|234TLV|34BPWR|568VULN|7DUR|9RCR|aCDMG
477	31513 41311	4	   	238.02	DCR|3VULN|3TLV|1DUR|1CDMG	1RCVC|234TLV|34BPWR|578VULN|6DUR|9RCR|aCDMG
478	31516 31311	5	   	238.02	DCR|3VULN|3TLV|1DUR|1CDMG	1RCVC|234TLV|34BPWR|5DUR|678VULN|9RCR|aCDMG
479	31522 16324	7	   	238.02	DCR|3VULN|2TLV|1DUR|1CDMG	1RCVC|23TLV|3BPWR|4DUR|58aVULN|6RCR|7DUST|9CDMG
480	31541 32163	4	   	238.02	DCR|3VULN|3TLV|1DUR|1CDMG	1RCVC|235TLV|35BPWR|456VULN|7DUR|8CDMG|9RCR|aBBNT
481	31553 32311	4	   	238.02	DCR|3VULN|3TLV|1DUR|1CDMG	1RCVC|234TLV|3BPWR|568VULN|7DUR|9RCR|aCDMG
482	31553 41311	4	   	238.02	DCR|3VULN|3TLV|1DUR|1CDMG	1RCVC|234TLV|3BPWR|578VULN|6DUR|9RCR|aCDMG
483	31556 31311	5	   	238.02	DCR|3VULN|3TLV|1DUR|1CDMG	1RCVC|234TLV|3BPWR|5DUR|678VULN|9RCR|aCDMG
484	61116 21523	8	   	238.01	DCR|2VULN|2TLV|1DMG|1DUR|1AART	1ASPD|29ZMB|3DMG|4DUR|59TLV|6LWND|79VULN|8RCR|9BPWR|aAART
485	12241 33316	10	   	238.00	DCR|3VULN|1TLV|1DUR|1CDMG|1NUKE|1SELL	1NUKE|246VULN|3SELL|4BPWR|5LIT|7RCR|8TLV|9DUR|aCDMG
486	12121 52355	3	   	237.97	DCR|3VULN|1TLV|1DMG|1NUKE|1AART	1NUKE|278VULN|3DMG|4AART|5BBNT|6LIT|9RCR|aTLV
487	12132 36361	2	   	237.97	DCR|3VULN|1TLV|1DMG|1NUKE|1AART	1NUKE|248VULN|3LIT|5DMG|6AART|7ERES|9RCR|aTLV
488	33134 24262	1	 * 	237.94	DCR|3VULN|2TLV|2CDMG|1AART	12RCVC|358VULN|48TLV|68CDMG|7BBNT|8BPWR|9RCR|aAART
489	63331 13142	1	   	237.93	DCR|2VULN|1TLV|2CDMG|1DUR|1AART	1ASPD|2LIT|3DUR|45CDMG|69VULN|7AART|8RCR|aTLV
490	66131 13142	1	   	237.93	DCR|2VULN|1TLV|2CDMG|1DUR|1AART	1ASPD|2DUR|3LIT|45CDMG|69VULN|7AART|8RCR|aTLV
491	21215 21414	1	   	237.89	DCR|3VULN|2DMG|1TLV	13BEXP|23aVULN|3BPWR|45DMG|6TLV|7RMIN|8LHND|9RCR
492	21215 22216	1	   	237.89	DCR|3VULN|2DMG|1TLV	13BEXP|239VULN|3BPWR|45DMG|6TLV|7RPLT|8DMSP|aRCR
493	21215 24214	1	   	237.89	DCR|3VULN|2DMG|1TLV	13BEXP|23aVULN|3BPWR|45DMG|6TLV|7FEWX|8RMIN|9RCR
494	21216 11415	1	   	237.89	DCR|3VULN|2DMG|1TLV	13BEXP|236VULN|3BPWR|4aDMG|5TLV|7RMIN|8LHND|9RCR
495	21216 14215	1	   	237.89	DCR|3VULN|2DMG|1TLV	13BEXP|236VULN|3BPWR|4aDMG|5TLV|7FEWX|8RMIN|9RCR
496	21216 25214	1	   	237.89	DCR|3VULN|2DMG|1TLV	13BEXP|23aVULN|3BPWR|47DMG|5TLV|6MLV|8LHND|9RCR
497	63136 13143	1	   	237.88	DCR|3VULN|2AART|1DUR|1CDMG	1ASPD|2LIT|379VULN|4CDMG|5aAART|6DUR|8RCR
498	31115 13441	9	   	237.87	DCR|2VULN|2TLV|2DUR|1CDMG|1AART	15RCVC|29TLV|3BEXP|49DUR|6RCR|7AART|89VULN|9BPWR|aCDMG
499	31315 13441	9	   	237.87	DCR|2VULN|2TLV|2DUR|1CDMG|1AART	15RCVC|29TLV|3FEWX|49DUR|6RCR|7AART|89VULN|9BPWR|aCDMG
500	12122 23163	3	   	237.86	DCR|3VULN|2DMG|1NUKE|1AART	1NUKE|257VULN|35DMG|4AART|5BPWR|6FEWX|8ASPD|9LIT|aRCR
