0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33323 28372	1	 * 	269.76	DCR|4VULN|1TLV|1DMG|2LIT|1CDMG	1CDMG|2MBVNT|356aVULN|46LIT|6BPWR|7RCR|8TLV|9DMG
335	16133 22211	5	   	240.83	DCR|3VULN|2DUR|1TLV|1AART	13aLHND|2AART|4TLV|57aVULN|6RCR|8RCVC|9aDUR|aBPWR
336	16133 22211	4	   	240.83	DCR|3VULN|2DUR|1TLV|1AART	13aLHND|2AART|4TLV|57aVULN|6RCR|8RCVC|9aDUR|aBPWR
337	16333 22211	4	   	240.83	DCR|3VULN|2DUR|1TLV|1AART	1aLHND|2AART|38RCVC|4TLV|57aVULN|6RCR|9aDUR|aBPWR
338	16333 22211	5	   	240.83	DCR|3VULN|2DUR|1TLV|1AART	1aLHND|2AART|38RCVC|4TLV|57aVULN|6RCR|9aDUR|aBPWR
339	23214 12226	10	 * 	240.82	DCR|2VULN|3DUR|2DMG|1AART	14aFEWX|2aDMG|356DUR|7RCR|8aVULN|9AART|aBPWR
340	23251 12226	10	   	240.82	DCR|2VULN|3DUR|2DMG|1AART	15aFEWX|2aDMG|346DUR|7RCR|8aVULN|9AART|aBPWR
341	23254 32226	10	   	240.82	DCR|2VULN|3DUR|2DMG|1AART	16aFEWX|2aDMG|345DUR|7RCR|8aVULN|9AART|aBPWR
342	23211 43226	10	   	240.82	DCR|2VULN|3DUR|2DMG|1AART	145FEWX|2aDMG|37aDUR|6RCR|8aVULN|9AART|aBPWR
343	33683 61113	1	   	240.79	DCR|3VULN|3DMG|1CDMG	1CDMG|2MBVNT|3DLOT|467DMG|56aVULN|6BPWR|8RCR|9BEXP
344	13511 32316	6	   	240.70	DCR|4VULN|2DMG|1SELL	1LHND|24DMG|3LIT|567aVULN|8SELL|9RCR
345	26643 22213	4	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	1FEWX|2AART|357VULN|4TLV|6RCR|8RCVC|9aDUR
346	51111 13232	8	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	13RMIN|249VULN|56DUR|7AART|8RCR|aTLV
347	33323 86181	1	   	240.41	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|2MBVNT|356VULN|4LIT|7DMG|8ASPD|9DUR|aRCR
348	32216 61112	2	   	240.17	DCR|3VULN|1TLV|2CDMG|1DMG	1aCDMG|2TLV|34aVULN|5BBNT|6RCR|7DMG|8ERES|9aCGEN|aBPWR
349	32216 61125	2	   	240.17	DCR|3VULN|1TLV|2CDMG|1DMG	1aCDMG|2TLV|34aVULN|5BBNT|6RCR|7DMG|8ERES|9aBEXP|aBPWR
350	23213 53533	8	   	240.16	DCR|2VULN|2DMG|1DUR|2LIT|1CDMG	14FEWX|2aDMG|3DUR|5ASPD|6aLIT|7CDMG|8RCR|9aVULN|aBPWR
351	23363 53533	8	   	240.16	DCR|2VULN|2DMG|1DUR|2LIT|1CDMG	1FEWX|2aDMG|3ASPD|4DUR|5DMSP|6aLIT|7CDMG|8RCR|9aVULN|aBPWR
352	51532 31411	3	   	240.06	DCR|3VULN|2DMG|2CDMG	1RMIN|279VULN|3LIT|4DMSP|57CDMG|67DMG|7BPWR|8LWND|aRCR
353	51542 31121	4	   	240.06	DCR|3VULN|2DMG|2CDMG	1RMIN|247VULN|3LIT|57CDMG|67DMG|7BPWR|8CGEN|9ZMB|aRCR
354	32222 63321	5	   	240.03	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|2TLV|4FEWX|5DMG|6RCR|7aVULN|8ASPD|9DUR
355	23223 12455	7	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1FEWX|2DMG|37DUR|48VULN|5CDMG|6RMIN|9RCR|aTLV
356	23223 12655	8	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1FEWX|2DMG|37DUR|48VULN|5CDMG|6RMIN|9RCR|aTLV
357	33348 22143	1	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2MBVNT|35VULN|45DUR|5BPWR|6RPLT|7BELT|8DMG|9TLV|aRCR
358	33323 64462	1	   	239.99	DCR|3VULN|2DMG|2LIT|1CDMG	1CDMG|2MBVNT|358VULN|4aLIT|67DMG|9RCR
359	33323 28342	1	   	239.97	DCR|3VULN|1TLV|3LIT|2CDMG	19CDMG|2MBVNT|356VULN|46aLIT|6BPWR|7RCR|8TLV
360	51542 31111	4	   	239.96	DCR|3VULN|2DMG|2CDMG	1RMIN|247VULN|3LIT|57CDMG|67DMG|7BPWR|8CGEN|9RCR|aLEGI
361	51542 31113	4	   	239.96	DCR|3VULN|2DMG|2CDMG	1RMIN|247VULN|3LIT|57CDMG|67DMG|7BPWR|8CGEN|9RCR|aERES
362	33348 45341	1	   	239.95	DCR|3VULN|3DUR|1CDMG	1CDMG|2MBVNT|356VULN|45aDUR|5BPWR|7ASPD|8DMSP|9RCR
363	33348 73212	1	   	239.95	DCR|3VULN|3DUR|1CDMG	1CDMG|2MBVNT|357VULN|458DUR|5BPWR|6RCVC|9LIT|aRCR
364	33348 73441	1	   	239.95	DCR|3VULN|3DUR|1CDMG	1CDMG|2MBVNT|357VULN|45aDUR|5BPWR|6RCVC|8ASPD|9RCR
365	32263 21516	6	   	239.93	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	13CDMG|2TLV|4LIT|56VULN|7TBNT|8RCR|9DUR|aDMG
366	33347 83426	1	   	239.90	DCR|2VULN|2TLV|1DMG|2CDMG|1DUR	18CDMG|2MBVNT|38VULN|4DUR|5RPLT|6DMG|78TLV|8BPWR|9RCVC|aRCR
367	32241 13461	2	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2TLV|3aVULN|4BBNT|58DUR|6RCR|7LHND|9DMG
368	33348 23348	1	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2MBVNT|35VULN|45DUR|5BPWR|6RPLT|7RCR|8DUST|9DMG|aTLV
369	33348 23848	1	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2MBVNT|35VULN|45DUR|5BPWR|6RPLT|7RCR|8LEGI|9DMG|aTLV
370	33323 72113	1	   	239.86	DCR|3VULN|2DMG|2CDMG|1NUKE	1aCDMG|2MBVNT|35aVULN|4LIT|6NUKE|7LHND|8aDMG|9RCR|aBPWR
371	33323 73113	1	   	239.86	DCR|3VULN|2DMG|2CDMG|1NUKE	1aCDMG|2MBVNT|35aVULN|4LIT|6NUKE|7LWND|8aDMG|9RCR|aBPWR
372	32222 43255	5	   	239.80	DCR|2VULN|2TLV|1DMG|2CDMG|1DUR	13CDMG|2aTLV|4FEWX|5DMG|67VULN|8DUR|9RCR
373	32222 63435	5	   	239.80	DCR|2VULN|2TLV|1DMG|2CDMG|1DUR	13CDMG|2aTLV|4FEWX|5DMG|6RCR|78VULN|9DUR
374	32241 12461	2	   	239.79	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2TLV|3aVULN|4BBNT|58DUR|6RCR|7DUST|9DMG
375	32314 61116	2	   	239.79	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2TLV|3LEGI|49VULN|57DUR|6RCR|8DUST|aDMG
376	32314 61361	2	   	239.79	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2TLV|3LEGI|4aVULN|57DUR|6RCR|8ERES|9DMG
377	33651 52342	1	   	239.79	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2MBVNT|3DLOT|49VULN|58DUR|6TLV|7DMG|aRCR
