0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22223 21652	7	 * 	252.80	DCR|4VULN|2DMG|2CDMG	1RPLT|2aDMG|35CGEN|456aVULN|5aBPWR|7MBVNT|8RCR|9aCDMG
323	22164 13242	1	   	225.85	DCR|3VULN|1TLV|1DUR|1AART	1RPLT|2DUR|347VULN|5TLV|6BBNT|8ERES|9RCR|aAART
324	23164 13242	2	   	225.85	DCR|3VULN|1TLV|1DUR|1AART	1RPLT|2DUR|347VULN|5TLV|6BBNT|8ERES|9RCR|aAART
325	22162 12641	1	 * 	225.82	DCR|4VULN|2DUR	1aRPLT|25DUR|3479VULN|6ZMB|8RCR
326	22162 12643	1	   	225.82	DCR|4VULN|2DUR	1RPLT|25DUR|3479VULN|6ZMB|8RCR|aMLV
327	22162 12653	1	   	225.82	DCR|4VULN|2DUR	1RPLT|25DUR|347aVULN|6ZMB|8RCR|9LWND
328	23162 12641	2	   	225.82	DCR|4VULN|2DUR	1aRPLT|25DUR|3479VULN|6ZMB|8RCR
329	23162 12643	2	   	225.82	DCR|4VULN|2DUR	1RPLT|25DUR|3479VULN|6ZMB|8RCR|aMLV
330	23162 12653	2	   	225.82	DCR|4VULN|2DUR	1RPLT|25DUR|347aVULN|6ZMB|8RCR|9LWND
331	22162 12642	1	   	225.72	DCR|4VULN|2DUR	1RPLT|25DUR|3479VULN|6ZMB|8RCR|aDUST
332	23162 12642	2	   	225.72	DCR|4VULN|2DUR	1RPLT|25DUR|3479VULN|6ZMB|8RCR|aDUST
333	22553 13263	9	   	225.67	DCR|2VULN|1TLV|1DMG|1CDMG|1LIT|1ASPD	1RPLT|2DMG|35VULN|45ERES|5BPWR|6CDMG|7TLV|8ASPD|9RCR|aLIT
334	22553 13263	7	   	225.67	DCR|2VULN|1TLV|1DMG|1CDMG|1LIT|1ASPD	1RPLT|2DMG|35VULN|45ERES|5BPWR|6CDMG|7TLV|8RCR|9ASPD|aLIT
335	22223 13224	7	   	225.65	DCR|2VULN|2TLV|1DMG|1CDMG|1LIT	1RPLT|2DMG|35CGEN|45VULN|5BPWR|6CDMG|79TLV|8RCR|aLIT
336	22223 11361	8	   	225.51	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|35CGEN|45VULN|5BPWR|6CDMG|7BELT|8RCR|9DUR|aTLV
337	22223 11361	9	   	225.51	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|35CGEN|45VULN|5BPWR|6CDMG|7BELT|8RCR|9DUR|aTLV
338	22553 13224	7	   	225.45	DCR|2VULN|2TLV|1DMG|1CDMG|1LIT	1RPLT|2DMG|35VULN|45ERES|5BPWR|6CDMG|79TLV|8RCR|aLIT
339	22515 23213	7	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|38VULN|4FEWX|5LHND|6RCR|7TLV|9DUR|aCDMG
340	22515 23321	10	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|39VULN|4FEWX|5LHND|6RCR|7TLV|8CDMG|aDUR
341	22515 24213	6	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|38VULN|4FEWX|5LHND|6RCR|7TLV|9DUR|aCDMG
342	22523 23162	10	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|39VULN|48BEXP|5TLV|6DUR|7CDMG|aRCR
343	22525 23213	7	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|38VULN|4BEXP|5LHND|6RCR|7TLV|9DUR|aCDMG
344	22525 23321	10	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|39VULN|4BEXP|5LHND|6RCR|7TLV|8CDMG|aDUR
345	22525 24213	6	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|38VULN|4BEXP|5LHND|6RCR|7TLV|9DUR|aCDMG
346	22533 13222	10	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|39VULN|4LHND|5TLV|6BEXP|7CDMG|8DUR|aRCR
347	22533 23222	10	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|39VULN|4LHND|5TLV|6LWND|7CDMG|8DUR|aRCR
348	22536 23213	7	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|38VULN|4LHND|5BEXP|6RCR|7TLV|9DUR|aCDMG
349	22536 23321	10	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|39VULN|4LHND|5BEXP|6RCR|7TLV|8CDMG|aDUR
350	22536 24213	6	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|38VULN|4LHND|5BEXP|6RCR|7TLV|9DUR|aCDMG
351	32131 33424	10	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2DUR|3LHND|48VULN|5DMG|6TLV|7FEWX|9RCR|aCDMG
352	32131 33425	9	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2DUR|3LHND|48VULN|5DMG|6TLV|7FEWX|9RCR|aCDMG
353	35335 15222	10	   	225.41	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2RPLT|3LHND|4CDMG|5DMG|6TLV|79VULN|8DUR|aRCR
354	22523 26322	10	   	225.31	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|39VULN|4BEXP|5TLV|6DUR|7LEGI|8CDMG|aRCR
355	22565 23213	7	   	225.31	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|38VULN|4DUST|5LHND|6RCR|7TLV|9DUR|aCDMG
356	26247 43844	2	   	225.31	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2RCVC|3MBVNT|4TLV|5DMG|6DUR|78VULN|9RCR|aCDMG
357	32331 33424	10	   	225.31	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2DUR|3DUST|48VULN|5DMG|6TLV|7FEWX|9RCR|aCDMG
358	22533 28318	5	   	225.31	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|37VULN|4LHND|5TLV|6MBVNT|8CDMG|9RCR|aDUR
359	22553 11361	8	   	225.31	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|35VULN|45ERES|5BPWR|6CDMG|7BELT|8RCR|9DUR|aTLV
360	22324 23632	4	   	225.26	DCR|2VULN|2DMG|2LIT|1CDMG|1AART	19RPLT|27DMG|3FEWX|47LIT|5AART|67VULN|7BPWR|8CDMG|aRCR
361	22364 23632	3	   	225.26	DCR|2VULN|2DMG|2LIT|1CDMG|1AART	19RPLT|27DMG|3FEWX|47LIT|5AART|67VULN|7BPWR|8CDMG|aRCR
362	23116 15261	10	   	225.03	DCR|3VULN|2DUR|1DMG	1RPLT|28DUR|35CGEN|48FEWX|68aVULN|7RCR|8BPWR|9DMG
363	23116 15262	9	   	225.03	DCR|3VULN|2DUR|1DMG	1RPLT|28DUR|35CGEN|48FEWX|68aVULN|7RCR|8BPWR|9DMG
364	23126 15261	10	   	225.03	DCR|3VULN|2DUR|1DMG	1RPLT|28DUR|35CGEN|48BEXP|68aVULN|7RCR|8BPWR|9DMG
365	23126 15262	9	   	225.03	DCR|3VULN|2DUR|1DMG	1RPLT|28DUR|35CGEN|48BEXP|68aVULN|7RCR|8BPWR|9DMG
366	12312 46411	8	   	225.03	DCR|3VULN|2TLV|1LIT|1ASPD	1aCGEN|2LWND|35aVULN|4LIT|6ASPD|7RCR|8RPLT|9aTLV|aBPWR
367	32611 11254	6	   	224.99	DCR|1VULN|2DUR|1TLV|1DMG|2LIT|1CDMG	1BEXP|27DUR|3TLV|46LIT|5DMG|8CDMG|9RCR|aVULN
368	22163 12622	1	 * 	224.93	DCR|3VULN|2DUR|2CDMG	1RPLT|2aDUR|34aVULN|5LWND|6CGEN|7aCDMG|8RCR|9RMIN|aBPWR
369	22163 32622	1	   	224.93	DCR|3VULN|2DUR|2CDMG	1RPLT|2aDUR|34aVULN|5LWND|6MLV|7aCDMG|8RCR|9RMIN|aBPWR
370	23163 12622	2	   	224.93	DCR|3VULN|2DUR|2CDMG	1RPLT|2aDUR|34aVULN|5LWND|6CGEN|7aCDMG|8RCR|9RMIN|aBPWR
371	23163 32622	2	   	224.93	DCR|3VULN|2DUR|2CDMG	1RPLT|2aDUR|34aVULN|5LWND|6MLV|7aCDMG|8RCR|9RMIN|aBPWR
372	23312 15261	10	   	224.83	DCR|3VULN|2DUR|1DMG	1RPLT|28DUR|35ERES|48FEWX|68aVULN|7RCR|8BPWR|9DMG
373	23312 15262	9	   	224.83	DCR|3VULN|2DUR|1DMG	1RPLT|28DUR|35ERES|48FEWX|68aVULN|7RCR|8BPWR|9DMG
374	23322 15261	10	   	224.83	DCR|3VULN|2DUR|1DMG	1RPLT|28DUR|35ERES|48BEXP|68aVULN|7RCR|8BPWR|9DMG
375	23322 15262	9	   	224.83	DCR|3VULN|2DUR|1DMG	1RPLT|28DUR|35ERES|48BEXP|68aVULN|7RCR|8BPWR|9DMG
376	23214 15332	10	   	224.83	DCR|3VULN|2DUR|1DMG	1RPLT|24DUR|3BEXP|5RMIN|689VULN|7RCR|aDMG
377	23214 15361	10	   	224.83	DCR|3VULN|2DUR|1DMG	1RPLT|24DUR|3BEXP|5RMIN|68aVULN|7RCR|9DMG
378	23214 15362	9	   	224.83	DCR|3VULN|2DUR|1DMG	1RPLT|24DUR|3BEXP|5RMIN|68aVULN|7RCR|9DMG
379	23414 15332	10	   	224.83	DCR|3VULN|2DUR|1DMG	1RPLT|24DUR|3FEWX|5RMIN|689VULN|7RCR|aDMG
380	22223 22645	7	   	224.81	DCR|4VULN|1DMG|1AART	1RPLT|2DMG|35CGEN|4569VULN|5BPWR|7MLV|8RCR|aAART
381	21325 21154	1	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2FEWX|3TBNT|4CDMG|5689VULN|7RCR|aDUR
382	22325 21125	1	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568aVULN|7RCR|9LWND
383	22325 21151	1	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|5689VULN|7RCR|aFEWX
384	22325 21154	1	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|5689VULN|7RCR|aRCVC
385	22325 21155	1	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|5689VULN|7RCR|aCGEN
386	22325 21156	1	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|5689VULN|7RCR|aLWND
387	23325 21125	2	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568aVULN|7RCR|9LWND
388	23325 21151	2	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|5689VULN|7RCR|aFEWX
389	23325 21154	2	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|5689VULN|7RCR|aRCVC
390	23325 21155	2	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|5689VULN|7RCR|aCGEN
391	23325 21156	2	   	224.79	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|5689VULN|7RCR|aLWND
392	15234 21343	4	   	224.73	DCR|3VULN|2DUR|1DMG|1NUKE	1CGEN|23DUR|468VULN|5NUKE|7ZMB|9RCR|aDMG
393	22162 24423	1	   	224.73	DCR|3VULN|2DUR|1DMG	1RPLT|25DUR|348VULN|6RCVC|7BBNT|9DMG|aRCR
394	23162 24423	2	   	224.73	DCR|3VULN|2DUR|1DMG	1RPLT|25DUR|348VULN|6RCVC|7BBNT|9DMG|aRCR
395	22223 21645	6	   	224.71	DCR|4VULN|1DMG|1AART	1RPLT|2DMG|35CGEN|4569VULN|5BPWR|7ERES|8RCR|aAART
396	12312 16353	8	   	224.70	DCR|3VULN|1TLV|1DUR|1LIT	1CGEN|2LWND|358VULN|4LIT|6BELT|7TLV|9RCR|aDUR
397	32612 62243	10	   	224.70	DCR|3VULN|1TLV|1DUR|1LIT	1BEXP|2DUR|3TLV|4LIT|59aVULN|6ZMB|7RCR|8FEWX
398	43322 22165	9	   	224.70	DCR|3VULN|1TLV|1DUR|1ASPD	1RCVC|2ZMB|3ASPD|49aVULN|5FEWX|6TLV|7RCR|8DUR
399	43322 64131	10	   	224.70	DCR|3VULN|1TLV|1DUR|1ASPD	1RCVC|2ZMB|3ASPD|468VULN|5FEWX|7RCR|9DUR|aTLV
400	43323 64131	10	   	224.70	DCR|3VULN|1TLV|1DUR|1ASPD	1RCVC|2ZMB|3ASPD|468VULN|5LHND|7RCR|9DUR|aTLV
401	22325 21135	1	   	224.69	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568aVULN|7RCR|9DUST
402	22325 21153	1	   	224.69	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|5689VULN|7RCR|aERES
403	23325 21135	2	   	224.69	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568aVULN|7RCR|9DUST
404	23325 21153	2	   	224.69	DCR|4VULN|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|5689VULN|7RCR|aERES
405	32622 25332	7	   	224.67	DCR|3VULN|2TLV|1DUR	1aBEXP|2DUR|3aTLV|4ZMB|5LWND|6RMIN|78aVULN|9RCR|aBPWR
406	22164 13612	1	   	224.60	DCR|3VULN|1TLV|1DUR|1LIT	1RPLT|2DUR|347VULN|5TLV|6BBNT|8LIT|9RCR|aBEXP
407	22164 13613	1	   	224.60	DCR|3VULN|1TLV|1DUR|1LIT	1RPLT|2DUR|347VULN|5TLV|6BBNT|8LIT|9RCR|aRCVC
408	23164 13612	2	   	224.60	DCR|3VULN|1TLV|1DUR|1LIT	1RPLT|2DUR|347VULN|5TLV|6BBNT|8LIT|9RCR|aBEXP
409	23164 13613	2	   	224.60	DCR|3VULN|1TLV|1DUR|1LIT	1RPLT|2DUR|347VULN|5TLV|6BBNT|8LIT|9RCR|aRCVC
410	42123 21343	2	   	224.60	DCR|3VULN|1TLV|1DUR|1ASPD	1RCVC|2ERES|3ASPD|468VULN|5DUR|7ZMB|9RCR|aTLV
411	42323 21343	4	   	224.60	DCR|3VULN|1TLV|1DUR|1ASPD	1RCVC|2ERES|3ASPD|468VULN|5DUR|7ZMB|9RCR|aTLV
412	42323 21343	3	   	224.60	DCR|3VULN|1TLV|1DUR|1ASPD	1RCVC|2ERES|3ASPD|468VULN|5DUR|7ZMB|9RCR|aTLV
413	23242 13644	6	   	224.59	DCR|3VULN|2DUR|2CDMG|1SELL	1RPLT|2aDUR|3BEXP|4aCDMG|5SELL|67aVULN|8RCR|9MBVNT|aBPWR
414	13134 25233	1	   	224.57	DCR|3VULN|2TLV|2ASPD	128CGEN|3aASPD|48TLV|5BELT|6RCR|789VULN|8BPWR
415	15134 25233	1	   	224.57	DCR|3VULN|2TLV|2ASPD	18CGEN|2RCVC|3aASPD|48TLV|5BELT|6RCR|789VULN|8BPWR
416	16311 53363	1	   	224.50	DCR|3VULN|1TLV|1DUR|1ASPD	1CGEN|2BBNT|3DUR|4TLV|5ERES|67aVULN|8RCR|9ASPD
417	32431 15131	10	   	224.45	DCR|3VULN|1TLV|1DUR|1ASPD|1SELL	1BEXP|2DUR|3SELL|4ASPD|5LWND|69aVULN|7RCR|8TLV
418	32431 15132	9	   	224.45	DCR|3VULN|1TLV|1DUR|1ASPD|1SELL	1BEXP|2DUR|3SELL|4ASPD|5LWND|69aVULN|7RCR|8TLV
419	15613 11123	2	   	224.35	DCR|3VULN|1TLV|1DUR|1LIT|1SELL	1CGEN|2DUR|3LIT|4TBNT|578VULN|6RCR|9SELL|aTLV
420	15613 52123	2	   	224.35	DCR|3VULN|1TLV|1DUR|1LIT|1SELL	1CGEN|2DUR|3LIT|4TBNT|568VULN|7RCR|9SELL|aTLV
421	33322 36632	1	   	224.25	DCR|2VULN|2DUR|1TLV|1AART|1LIT	1BEXP|2aVULN|3TLV|4AART|5CGEN|69DUR|7RCR|8LIT
422	33324 36632	1	   	224.25	DCR|2VULN|2DUR|1TLV|1AART|1LIT	1BEXP|2aVULN|3TLV|4AART|59DUR|6CGEN|7RCR|8LIT
423	33324 13633	1	   	224.15	DCR|2VULN|2DUR|1TLV|1AART|1LIT	1BEXP|2aVULN|3TLV|4AART|59DUR|6ERES|7RCR|8LIT
424	12311 13124	6	   	224.02	DCR|2VULN|1TLV|1DMG|2LIT|1CDMG	1CGEN|2LWND|39VULN|46LIT|5DMG|7TLV|8CDMG|aRCR
425	22223 21653	7	   	223.90	DCR|3VULN|1DMG|1DUR|1CDMG	1RPLT|2DMG|35CGEN|456VULN|5BPWR|7MBVNT|8RCR|9CDMG|aDUR
426	22223 13266	10	 * 	223.88	DCR|2VULN|1TLV|1DMG|2CDMG|1ASPD	1RPLT|2DMG|35CGEN|45VULN|5BPWR|6aCDMG|7TLV|8ASPD|9RCR
427	22325 21126	1	   	223.80	DCR|3VULN|1DMG|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568VULN|7RCR|9LWND|aDMG
428	23325 21126	2	   	223.80	DCR|3VULN|1DMG|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568VULN|7RCR|9LWND|aDMG
429	22325 21136	1	   	223.70	DCR|3VULN|1DMG|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568VULN|7RCR|9DUST|aDMG
430	23325 21136	2	   	223.70	DCR|3VULN|1DMG|1DUR|1CDMG	1RPLT|2DUR|3TBNT|4CDMG|568VULN|7RCR|9DUST|aDMG
431	31214 23615	7	   	223.65	DCR|3VULN|1DMG|1DUR|1CDMG|1SELL	1BEXP|2RMIN|3SELL|46aVULN|5DMG|7CDMG|8RCR|9DUR
432	15234 51121	10	   	223.36	DCR|3DUR|1VULN|1TLV|1DMG|1CDMG	1CGEN|235DUR|4VULN|6CDMG|7RCR|8TLV|9ZMB|aDMG
433	15234 51132	8	   	223.36	DCR|3DUR|1VULN|1TLV|1DMG|1CDMG	1CGEN|235DUR|4VULN|6CDMG|7RCR|8TLV|9LHND|aDMG
434	15234 51132	9	   	223.36	DCR|3DUR|1VULN|1TLV|1DMG|1CDMG	1CGEN|235DUR|4VULN|6CDMG|7RCR|8TLV|9LWND|aDMG
435	15234 52122	9	   	223.36	DCR|3DUR|1VULN|1TLV|1DMG|1CDMG	1CGEN|235DUR|4VULN|6CDMG|7LHND|8TLV|9RCR|aDMG
436	12354 21341	4	   	223.36	DCR|4VULN|1DMG|1LIT	1CGEN|2LWND|3568VULN|4DMG|7ZMB|9RCR|aLIT
437	22223 21638	7	   	223.36	DCR|4VULN|1DMG|1ASPD	1RPLT|2DMG|35CGEN|4569VULN|5BPWR|7MBVNT|8RCR|aASPD
438	12312 12355	8	   	223.36	DCR|4VULN|1DMG|1LIT	1CGEN|2LWND|358aVULN|4LIT|6BELT|7DMG|9RCR
439	22325 22164	1	   	223.35	DCR|2VULN|2DUR|1DMG|1CDMG|1AART	1RPLT|29DUR|3TBNT|4CDMG|56VULN|7AART|8DMG|aRCR
440	23325 22164	2	   	223.35	DCR|2VULN|2DUR|1DMG|1CDMG|1AART	1RPLT|29DUR|3TBNT|4CDMG|56VULN|7AART|8DMG|aRCR
441	33322 26212	1	   	223.35	DCR|3VULN|1TLV|1CDMG|1AART	1BEXP|28aVULN|3TLV|4AART|5CGEN|6DUST|7RCR|9CDMG
442	33355 36212	1	   	223.35	DCR|3VULN|1TLV|1CDMG|1AART	1BEXP|28aVULN|3TLV|4DUST|5AART|6CGEN|7RCR|9CDMG
443	12312 32146	5	   	223.26	DCR|4VULN|1DMG|1LIT	1CGEN|2LWND|3589VULN|4LIT|6TBNT|7RCR|aDMG
444	12313 32146	4	   	223.26	DCR|4VULN|1DMG|1LIT	1CGEN|2LWND|3589VULN|4LIT|6TBNT|7RCR|aDMG
445	12315 11146	4	   	223.26	DCR|4VULN|1DMG|1LIT	1CGEN|2LWND|3789VULN|4LIT|5BBNT|6RCR|aDMG
446	14613 11126	2	   	223.26	DCR|4VULN|1DMG|1LIT	1CGEN|2FEWX|3LIT|4TBNT|5789VULN|6RCR|aDMG
447	33164 62113	1	   	223.26	DCR|4VULN|1DMG|1LIT	1BEXP|248aVULN|3BBNT|5DMG|6LIT|7RCR|9BELT
448	33164 62122	1	   	223.26	DCR|4VULN|1DMG|1LIT	1BEXP|2489VULN|3BBNT|5DMG|6LIT|7RCR|aRCVC
449	33164 62123	1	   	223.26	DCR|4VULN|1DMG|1LIT	1BEXP|2489VULN|3BBNT|5DMG|6LIT|7RCR|aMLV
450	33124 62121	1	   	223.26	DCR|4VULN|1DMG|1LIT	1BEXP|289aVULN|3BBNT|4DMSP|5DMG|6LIT|7RCR
451	33355 13212	1	   	223.25	DCR|3VULN|1TLV|1CDMG|1AART	1BEXP|28aVULN|3TLV|4DUST|5AART|6ERES|7RCR|9CDMG
452	32113 43344	3	   	223.23	DCR|2VULN|3DUR|1DMG|1AART	1aBEXP|26aDUR|3LHND|4DMG|5RPLT|7aVULN|8RCR|9AART|aBPWR
453	16312 53412	1	   	223.21	DCR|2VULN|1TLV|1DUR|1CDMG|1AART|1ASPD	1CGEN|2BBNT|3DUR|4TLV|5ASPD|67VULN|8AART|9RCR|aCDMG
454	31214 22154	6	   	223.11	DCR|4VULN|1DMG|1LIT|1SELL	1BEXP|2RMIN|3SELL|468aVULN|5DMG|7LIT|9RCR
455	22323 65216	5	 * 	223.11	DCR|2VULN|2DMG|3LIT|1DUR	1RPLT|27DMG|3FEWX|479LIT|57VULN|6BBNT|7BPWR|8DUR|aRCR
456	12125 56212	2	   	223.09	DCR|2VULN|2TLV|1DUR|1CDMG|1AART	1CGEN|2LWND|3DUR|4AART|58TLV|6aVULN|7RCR|9CDMG
457	13125 56212	2	   	223.09	DCR|2VULN|2TLV|1DUR|1CDMG|1AART	1CGEN|2LHND|3DUR|4AART|58TLV|6aVULN|7RCR|9CDMG
458	13225 56212	3	   	223.09	DCR|2VULN|2TLV|1DUR|1CDMG|1AART	1CGEN|2LHND|3DUR|4AART|58TLV|6aVULN|7RCR|9CDMG
459	33322 36212	1	   	223.09	DCR|2VULN|2TLV|1DUR|1CDMG|1AART	1BEXP|2aVULN|38TLV|4AART|5CGEN|6DUR|7RCR|9CDMG
460	33324 36212	1	   	223.09	DCR|2VULN|2TLV|1DUR|1CDMG|1AART	1BEXP|2aVULN|38TLV|4AART|5DUR|6CGEN|7RCR|9CDMG
461	33324 13212	1	   	222.99	DCR|2VULN|2TLV|1DUR|1CDMG|1AART	1BEXP|2aVULN|38TLV|4AART|5DUR|6ERES|7RCR|9CDMG
462	25323 31136	10	   	222.89	DCR|2VULN|2DUR|1TLV|1LIT|1ASPD	1RPLT|2ASPD|3FEWX|4LIT|56VULN|78DUR|9RCR|aTLV
463	32155 51223	7	   	222.89	DCR|2VULN|2DUR|1TLV|1LIT|1ASPD	1BEXP|28DUR|3LHND|4LIT|57VULN|6RCR|9ASPD|aTLV
