0	Index      	 *	Score 	Summary	Detail	
1	41232 54313	 * 	213.26	ACR|3VULN|2AART|2CDMG|1ASPD|1ZMB	1RCR|256VULN|3ZMB|49CDMG|7ASPD|8aAART
315	23242 25783	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	16CGEN|2DMG|3MBVNT|4ASPD|5BEXP|79VULN|8RCR|aAART
316	23242 62728	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4ASPD|5BEXP|67VULN|8RCR|9LHND|aAART
317	23242 62743	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	19CGEN|2DMG|3MBVNT|4ASPD|5BEXP|67VULN|8RCR|aAART
318	23242 62753	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4ASPD|5BEXP|67VULN|8RCR|9DMSP|aAART
319	23242 63783	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4ASPD|57BEXP|69VULN|8RCR|aAART
320	23282 62712	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4LHND|5ASPD|67VULN|8RCR|9BELT|aAART
321	23282 62723	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|49LHND|5ASPD|67VULN|8RCR|aAART
322	53211 51423	   	183.59	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aCANSTR
323	53211 51426	   	183.59	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1MSE	1ERES|2DMG|3MBVNT|4DUR|5CDMG|67AART|8RCR|9VULN|aMSE
324	41362 21384	   	183.57	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|259VULN|35LHND|4MBVNT|5BPWR|6CDMG|7ZMB|8aDMG
325	23244 42728	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4ASPD|5DUST|67VULN|8RCR|9LHND|aAART
326	23244 42743	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	19CGEN|2DMG|3MBVNT|4ASPD|5DUST|67VULN|8RCR|aAART
327	23244 42753	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4ASPD|5DUST|67VULN|8RCR|9DMSP|aAART
328	23252 42728	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4DUST|5ASPD|67VULN|8RCR|9LHND|aAART
329	23252 42743	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	19CGEN|2DMG|3MBVNT|4DUST|5ASPD|67VULN|8RCR|aAART
330	23252 42753	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4DUST|5ASPD|67VULN|8RCR|9DMSP|aAART
331	23244 48783	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4ASPD|5DUST|69VULN|7DMSP|8RCR|aAART
332	41211 21364	   	183.47	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|279VULN|3ZMB|4MBVNT|5LWND|6CDMG|8aDMG
333	41214 21384	   	183.47	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|279VULN|3ZMB|4MBVNT|5LHND|6CDMG|8aDMG
334	41232 24212	   	183.42	ACR|3VULN|2ASPD|1CDMG|2ZMB	1RCR|259VULN|36ZMB|4CDMG|7aASPD|8CGEN
335	23244 15783	   	183.40	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4ASPD|56DUST|79VULN|8RCR|aAART
336	23244 44783	   	183.40	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|4ASPD|57DUST|69VULN|8RCR|aAART
337	23252 44783	   	183.40	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3MBVNT|47DUST|5ASPD|69VULN|8RCR|aAART
338	23214 17763	   	183.38	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18CGEN|29DMG|3MBVNT|4DUR|5VULN|6RCR|7ZMB|aAART
339	23214 17863	   	183.38	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|29DMG|3MBVNT|4DUR|5VULN|6RCR|7ZMB|8RCVC|aAART
340	41232 24612	   	183.32	ACR|3VULN|2ASPD|1CDMG|2ZMB	1RCR|259VULN|36ZMB|4CDMG|7aASPD|8ERES
341	23214 17287	 * 	183.28	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1CGEN|2aDMG|3MBVNT|4DUR|5VULN|6RCR|7ZMB|89CDMG
342	61232 23323	 * 	183.27	DCR|3VULN|3ZMB|2CDMG|1SELL	159VULN|29LWND|368ZMB|49CDMG|7SELL|9BPWR|aRCR
343	64232 23323	 * 	183.27	DCR|3VULN|3ZMB|2CDMG|1SELL	159VULN|29BEXP|368ZMB|49CDMG|7SELL|9BPWR|aRCR
344	65232 23323	 * 	183.27	DCR|3VULN|3ZMB|2CDMG|1SELL	159VULN|29LHND|368ZMB|49CDMG|7SELL|9BPWR|aRCR
