0	Index      	 *	Score 	Summary	Detail	
1	13621 45221	 * 	205.95	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1MLV|2AAC|3CDMG|478VULN|5ZMB|6AART|9RCR|aASPD
312	31433 21416	   	181.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8DMG|9AART|aBEXP
313	61433 11413	   	181.37	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1CGEN|2VULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8DMG|9AART|aTSLARM
314	61433 21413	   	181.37	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1CGEN|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8DMG|9AART|aTSLARM
315	11116 43224	   	181.31	DCR|3DMG|2VULN|1DUR	1MLV|26VULN|3FEWX|47aDMG|5ERES|8RCR|9DUR
316	11136 22266	   	181.27	DCR|3VULN|1AART|1ASPD	1MLV|267VULN|3FEWX|45ERES|8RCR|9ASPD|aAART
317	11314 22266	   	181.27	DCR|3VULN|1AART|1ASPD|1AAC	1MLV|267VULN|3AAC|4ERES|5RMIN|8RCR|9ASPD|aAART
318	11516 22211	   	181.27	DCR|3VULN|1AART|1DMG	1MLV|267VULN|3TLV|4ERES|5DMG|8RCR|9DMSP|aAART
319	11516 22236	   	181.27	DCR|3VULN|1AART|1DMG	1MLV|267VULN|3TLV|4ERES|5DMG|8RCR|9CGEN|aAART
320	13314 22266	   	181.27	DCR|3VULN|1AART|1ASPD|1AAC	1MLV|2AAC|367VULN|4ERES|5RMIN|8RCR|9ASPD|aAART
321	31116 22246	   	181.27	DCR|3VULN|1AART|1DMG	15ERES|267VULN|3FEWX|4DMG|8RCR|9AME|aAART
322	31133 32266	   	181.27	DCR|3VULN|1AART|1ASPD	15ERES|247VULN|3FEWX|6MLV|8RCR|9ASPD|aAART
323	31133 34256	   	181.27	DCR|3VULN|1AART|1ASPD	15ERES|249VULN|3FEWX|6MLV|7ASPD|8RCR|aAART
324	31211 24256	   	181.27	DCR|3VULN|1AART|1ASPD	14ERES|269VULN|3AME|5FEWX|7ASPD|8RCR|aAART
325	11433 21413	   	181.27	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6TLV|7RCR|8DMG|9AART|aTSLARM
326	11433 21414	   	181.27	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6TLV|7RCR|8DMG|9AART|aERES
327	11433 21415	   	181.27	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6TLV|7RCR|8DMG|9AART|aMSE
328	31433 11413	   	181.27	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8DMG|9AART|aTSLARM
329	31433 21413	   	181.27	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8DMG|9AART|aTSLARM
330	41313 51153	   	181.23	DCR|3ASPD|1MDPS|1VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|367ASPD|4DMG|5MDPS|8ZMB|9VULN|aRCR
331	21111 36362	   	181.19	DCR|2VULN|1AART|1ASPD|2DUR	1RPLT|28DUR|3ASPD|45CGEN|6RCR|79VULN|aAART
332	21114 36362	   	181.19	DCR|2VULN|1AART|1ASPD|2DUR	1RPLT|28DUR|3ASPD|4CGEN|5AELBLL|6RCR|79VULN|aAART
333	31315 12266	   	181.17	DCR|3VULN|1AART|1ASPD|1AAC	14ERES|257VULN|3AAC|6LWND|8RCR|9ASPD|aAART
334	31322 22266	 * 	181.17	DCR|3VULN|2AAC|1AART|1ASPD	1ERES|267VULN|35AAC|4LWND|8RCR|9ASPD|aAART
335	31323 22266	   	181.17	DCR|3VULN|1AART|1ASPD|1AAC	15ERES|267VULN|3AAC|4LWND|8RCR|9ASPD|aAART
336	31511 22266	   	181.17	DCR|3VULN|1AART|1ASPD	14ERES|267VULN|3TLV|5FEWX|8RCR|9ASPD|aAART
337	33315 12266	   	181.17	DCR|3VULN|1AART|1ASPD|1AAC	14ERES|2AAC|357VULN|6LWND|8RCR|9ASPD|aAART
338	33322 22266	   	181.17	DCR|3VULN|2AAC|1AART|1ASPD	1ERES|25AAC|367VULN|4LWND|8RCR|9ASPD|aAART
339	33323 22266	   	181.17	DCR|3VULN|1AART|1ASPD|1AAC	15ERES|2AAC|367VULN|4LWND|8RCR|9ASPD|aAART
340	31513 22266	   	181.07	DCR|3VULN|1AART|1ASPD	14ERES|267VULN|3TLV|5DUST|8RCR|9AART|aASPD
341	11116 33256	   	181.03	DCR|2VULN|2DMG|1AART	1MLV|29VULN|3FEWX|47DMG|56ERES|8RCR|aAART
342	43111 44211	   	180.99	DCR|2DMG|1VULN|1AART|1CDMG	1FEWX|2BELT|3CDMG|4aDMG|5VULN|6RCR|7AART|8TLV|9LHND
343	43121 44331	   	180.89	DCR|2DMG|1VULN|1AART|1CDMG	1FEWX|2BELT|3CDMG|4DUST|5aDMG|6RCR|7AART|8VULN|9ERES
344	41314 42221	   	180.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6aVULN|7RCR|8AELBLL|9CGEN
345	41326 41321	   	180.56	DCR|3ASPD|2VULN|1MDPS|2DUR|1AAC	1aFEWX|24DUR|34aASPD|4aBPWR|5LEGI|6aVULN|7MDPS|8RCR|9AAC
346	41142 21114	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4LHND|5CDMG|6aVULN|7RCR|8CGEN|9AART
347	41312 42313	   	180.46	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5AAC|69VULN|7RCR|8ZMB|aMLV
348	41312 42314	   	180.46	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5AAC|69VULN|7RCR|8ZMB|aLHND
349	41312 42331	   	180.46	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5AAC|6aVULN|7RCR|8ZMB|9CGEN
350	41314 42113	   	180.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|69VULN|7RCR|8TLV|aMLV
351	41314 42131	   	180.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6aVULN|7RCR|8TLV|9CGEN
352	41312 42315	   	180.36	DCR|2VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5AAC|69VULN|7RCR|8ZMB|aMBVNT
353	22112 36516	   	180.34	DCR|4VULN|1ASPD	1RPLT|279aVULN|3ASPD|48CGEN|5RCVC|6RCR
354	13623 41224	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1MLV|2AAC|3CDMG|46VULN|5DUR|7DMG|8MBVNT|9ASPD|aRCR
355	13623 44244	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1MLV|2AAC|3CDMG|46VULN|5DUR|7ASPD|8MBVNT|9DMG|aRCR
356	63623 41224	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CGEN|2AAC|3CDMG|46VULN|5DUR|7DMG|8MBVNT|9ASPD|aRCR
357	21342 35332	   	180.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1RPLT|2DUR|34VULN|5BEXP|6MBVNT|7ASPD|8AART|9RCR|aZMB
358	22332 36134	   	180.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|235VULN|4BELT|5BPWR|6CANARM|7DMG|8CDMG|9ZMB|aRCR
359	22631 21633	 * 	180.17	DCR|2VULN|1ASPD|1NUKE|1CDMG	1RPLT|29VULN|3AME|4SNIFST|5ASPD|6RCR|7CDMG|8BELT|aNUKE
360	11261 25253	   	180.16	DCR|4VULN|1CDMG|1ZMB	1MLV|2469VULN|34AME|4BPWR|5FEWX|7ZMB|8RCR|aCDMG
361	21334 11412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|36VULN|4MLV|5BEXP|7RCR|8DMG|9AART|aMDPS
362	21341 41412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|34VULN|5CGEN|6LHND|7RCR|8DMG|9AART|aMDPS
363	21342 11412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|34VULN|5BEXP|6MLV|7RCR|8DMG|9AART|aMDPS
364	21342 21412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|34VULN|5BEXP|6AME|7RCR|8DMG|9AART|aMDPS
365	21345 11412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|34VULN|5LWND|6MLV|7RCR|8DMG|9AART|aMDPS
366	21345 21412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|34VULN|5LWND|6AME|7RCR|8DMG|9AART|aMDPS
367	21352 11412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|36VULN|4LHND|5MLV|7RCR|8DMG|9AART|aMDPS
368	21354 11412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|36VULN|4LHND|5AME|7RCR|8DMG|9AART|aMDPS
369	21442 11412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|3LHND|46VULN|5MLV|7RCR|8DMG|9AART|aMDPS
370	22312 41412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|23VULN|4RMIN|5DUR|6LHND|7RCR|8DMG|9AART|aMDPS
371	22321 61412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|23VULN|4BEXP|5CGEN|6DUR|7RCR|8DMG|9AART|aMDPS
372	22361 61412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|23VULN|4CGEN|5BEXP|6DUR|7RCR|8DMG|9AART|aMDPS
373	22362 41412	   	180.15	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|23VULN|4CGEN|5DUR|6LHND|7RCR|8DMG|9AART|aMDPS
374	11261 25221	   	180.15	DCR|3VULN|1AART|1ZMB|1DUR	1MLV|246VULN|34AME|4BPWR|5FEWX|7ZMB|8RCR|9DUR|aAART
375	61261 25221	   	180.15	DCR|3VULN|1AART|1ZMB|1DUR	1CGEN|246VULN|34AME|4BPWR|5FEWX|7ZMB|8RCR|9DUR|aAART
376	42142 21411	   	180.15	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2BEXP|3ZMB|4LHND|5CDMG|6VULN|7RCR|8DMG|9AART|aDUR
377	11616 26111	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1MLV|24VULN|3DLOT|5CGEN|6RCR|7DMSP|8DMG|9CDMG|aASPD
378	22231 21633	   	180.07	DCR|2VULN|1ASPD|1NUKE|1CDMG	1RPLT|29VULN|3TLV|4SNIFST|5ASPD|6RCR|7CDMG|8BELT|aNUKE
379	23231 21633	   	180.07	DCR|2VULN|1ASPD|1NUKE|1CDMG	1RPLT|2ERES|39VULN|4SNIFST|5ASPD|6RCR|7CDMG|8BELT|aNUKE
380	24161 11162	   	180.07	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RPLT|2AART|3CGEN|4DUR|5aVULN|6CDMG|7ZMB|8RCR|9RCVC
381	31261 25253	   	180.06	DCR|4VULN|1CDMG|1ZMB	1ERES|2469VULN|34AME|4BPWR|5FEWX|7ZMB|8RCR|aCDMG
382	21353 11412	   	180.05	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|36VULN|4LHND|5TLV|7RCR|8DMG|9AART|aMDPS
383	21443 11412	   	180.05	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|3LHND|46VULN|5TLV|7RCR|8DMG|9AART|aMDPS
384	22324 61412	   	180.05	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|23VULN|4BEXP|5TLV|6DUR|7RCR|8DMG|9AART|aMDPS
385	31616 31116	   	180.05	DCR|3VULN|1DMG|1CDMG|1DUR	1ERES|248VULN|3DLOT|5AELBLL|6DMG|7CDMG|9RCR|aDUR
386	31261 25221	   	180.05	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|246VULN|34AME|4BPWR|5FEWX|7ZMB|8RCR|9DUR|aAART
387	11614 26111	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1MLV|24VULN|3DLOT|5ERES|6RCR|7DMSP|8DMG|9CDMG|aASPD
388	61133 25253	   	179.96	DCR|4VULN|1CDMG|1ZMB	1CGEN|2469VULN|3FEWX|5ERES|7ZMB|8RCR|aCDMG
389	21344 31412	   	179.95	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1RPLT|2DUR|34VULN|5TLV|6DUST|7RCR|8DMG|9AART|aMDPS
390	31614 31116	   	179.95	DCR|3VULN|1DMG|1CDMG|1DUR	15ERES|248VULN|3DLOT|6DMG|7CDMG|9RCR|aDUR
391	11561 25221	   	179.95	DCR|3VULN|1AART|1ZMB|1DUR	1MLV|246VULN|34TLV|4BPWR|5FEWX|7ZMB|8RCR|9DUR|aAART
392	61133 25221	   	179.95	DCR|3VULN|1AART|1ZMB|1DUR	1CGEN|246VULN|3FEWX|5ERES|7ZMB|8RCR|9DUR|aAART
393	24422 12116	   	179.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|2AART|3LHND|4aVULN|5ASPD|6CDMG|7MLV|8RCR|9FEWX
394	21361 34332	   	179.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1RPLT|2DUR|3VULN|4DMG|5AME|6DUST|7ASPD|8AART|9RCR|aZMB
395	31561 25221	   	179.85	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|246VULN|34TLV|4BPWR|5FEWX|7ZMB|8RCR|9DUR|aAART
396	22331 61215	   	179.85	DCR|4VULN|1DMG|1DUR	1RPLT|2368VULN|4BELT|5DMG|7DMSP|9RCR|aDUR
397	24422 15121	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|2AART|3LHND|4aVULN|5ASPD|6CDMG|7CGEN|8RCR|9ERES
398	43431 33833	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	1FEWX|2BELT|3AART|4aVULN|5LHND|6MBVNT|7ASPD|8RCR|9CDMG
399	41314 42311	   	179.65	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|58ZMB|6VULN|7RCR|9CDMG|aBEXP
400	41314 42312	   	179.65	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|58ZMB|6VULN|7RCR|9CDMG|aLWND
401	41314 42322	   	179.65	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|58ZMB|6VULN|7RCR|9CGEN|aCDMG
402	31134 47331	   	179.59	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1ERES|24VULN|3FEWX|5MDPS|6MBVNT|7ASPD|8RCR|9AART|aCDMG
403	11266 22332	   	179.57	DCR|3VULN|1AART|1DMG	1MLV|24aVULN|34AME|4BPWR|5LIT|6AART|7LWND|8DMG|9RCR
404	61266 22332	   	179.57	DCR|3VULN|1AART|1DMG	1CGEN|24aVULN|34AME|4BPWR|5LIT|6AART|7LWND|8DMG|9RCR
405	41314 42313	   	179.55	DCR|1VULN|1ASPD|1DMG|1CDMG|2ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|58ZMB|6VULN|7RCR|9CDMG|aDUST
406	11432 16531	 * 	179.49	DCR|1SPLARM|2VULN|1MDPS|1AART|1ASPD|1DUR	1MLV|27VULN|3MDPS|4ASPD|5DUR|6AART|8SPLARM|9RCR|aCGEN
407	11432 16532	   	179.49	DCR|1SPLARM|2VULN|1MDPS|1AART|1ASPD|1DUR	1MLV|27VULN|3MDPS|4ASPD|5DUR|6AART|8SPLARM|9RCR|aLHND
408	11432 16533	   	179.49	DCR|1SPLARM|2VULN|1MDPS|1AART|1ASPD|1DUR	1MLV|27VULN|3MDPS|4ASPD|5DUR|6AART|8SPLARM|9RCR|aFEWX
409	22323 14332	   	179.47	DCR|3VULN|1AART|1DMG	1RPLT|23aVULN|4BEXP|5BELT|6DMG|7AART|8LIT|9RCR
410	22333 14332	   	179.47	DCR|3VULN|1AART|1DMG	1RPLT|23aVULN|4BELT|5BEXP|6DMG|7AART|8LIT|9RCR
411	31266 22332	   	179.47	DCR|3VULN|1AART|1DMG	1ERES|24aVULN|34AME|4BPWR|5LIT|6AART|7LWND|8DMG|9RCR
412	24422 12142	   	179.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1RPLT|2AART|3LHND|4VULN|5ASPD|6CDMG|7MLV|8RCR|9TLV|aDMG
413	11316 24326	   	179.40	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1MLV|26VULN|3AAC|48ERES|5DMG|7ASPD|9AART|aRCR
414	13316 24326	   	179.40	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1MLV|2AAC|36VULN|48ERES|5DMG|7ASPD|9AART|aRCR
415	11566 22332	   	179.37	DCR|3VULN|1AART|1DMG	1MLV|24aVULN|34TLV|4BPWR|5LIT|6AART|7LWND|8DMG|9RCR
416	22433 53331	 * 	179.37	DCR|3VULN|1MDPS|1AART|1DMG	1RPLT|28aVULN|3LHND|4MLV|5MDPS|6AART|7DMG|9RCR
417	62242 62232	   	179.37	DCR|3VULN|1AART|1DMG	1CGEN|2DUST|3AME|4LIT|5AART|6DMG|78aVULN|9RCR
418	41312 56233	 * 	179.31	DCR|2AART|2DMG|1ASPD|1AAC|1DUR	1FEWX|2DUR|3ASPD|4aDMG|5AAC|67AART|8TLV|9RCR
419	31566 22332	   	179.27	DCR|3VULN|1AART|1DMG	1ERES|24aVULN|34TLV|4BPWR|5LIT|6AART|7LWND|8DMG|9RCR
420	32242 62232	   	179.27	DCR|3VULN|1AART|1DMG	1ERES|2DUST|3AME|4LIT|5AART|6DMG|78aVULN|9RCR
421	33562 36331	   	179.27	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ERES|2AAC|3DMG|4MDPS|5ASPD|6VULN|7FEWX|8RCR|9AART|aCDMG
422	61111 12244	   	179.23	DCR|2VULN|2DMG|1AART	1CGEN|2aVULN|3FEWX|46DMG|5LHND|7AART|8RPLT|9RCR
423	21314 11411	   	179.19	DCR|2VULN|1AART|1DMG|2DUR	1RPLT|2aDUR|36VULN|4RMIN|5BEXP|7RCR|8DMG|9AART
424	22311 61411	   	179.19	DCR|2VULN|1AART|1DMG|2DUR	1RPLT|23VULN|4RMIN|5BEXP|6aDUR|7RCR|8DMG|9AART
425	32542 62232	   	179.17	DCR|3VULN|1AART|1DMG	1ERES|2DUST|3TLV|4LIT|5AART|6DMG|78aVULN|9RCR
426	13126 45222	   	179.13	DCR|3VULN|1AART|1ASPD|1AAC|1SELL	1MLV|2AAC|3SELL|478VULN|5ASPD|6AART|9RCR|aBELT
427	13126 45223	   	179.03	DCR|3VULN|1AART|1ASPD|1AAC|1SELL|1MSE	1MLV|2AAC|3SELL|478VULN|5ASPD|6AART|9RCR|aMSE
428	33126 45222	   	179.03	DCR|3VULN|1AART|1ASPD|1AAC|1SELL	1ERES|2AAC|3SELL|478VULN|5ASPD|6AART|9RCR|aBELT
429	33126 45223	   	178.93	DCR|3VULN|1AART|1ASPD|1AAC|1SELL|1MSE	1ERES|2AAC|3SELL|478VULN|5ASPD|6AART|9RCR|aMSE
430	41314 53233	   	178.91	DCR|2DMG|1AART|1ASPD|2DUR|1ZMB	1FEWX|27DUR|3ASPD|4aDMG|5ZMB|6AART|8TLV|9RCR
431	22326 51532	   	178.88	DCR|3VULN|1DMG|1CDMG|1SPLREG	1RPLT|23aVULN|4BEXP|5DMG|6SPLREG|7LHND|8CDMG|9RCR
432	31116 22261	   	178.86	DCR|3VULN|1ASPD|1DMG	15ERES|267VULN|3FEWX|4DMG|8RCR|9ASPD|aRCVC
433	11113 15331	   	178.81	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD	1MLV|2VULN|3FEWX|4aDMG|5MDPS|6AART|7ASPD|8RPLT|9RCR
434	22123 21631	   	178.81	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD	1RPLT|2VULN|3ASPD|4BEXP|5MDPS|6AART|7MLV|8aDMG|9RCR
435	25333 53231	   	178.81	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD	1RPLT|2LWND|3VULN|4MLV|5MDPS|6AART|7aDMG|8ASPD|9RCR
436	25363 21231	   	178.81	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD	1RPLT|2LWND|3VULN|4aDMG|5MDPS|6AART|7MLV|8ASPD|9RCR
437	61113 15331	   	178.81	DCR|2DMG|1MDPS|1AART|1VULN|1ASPD	1CGEN|2VULN|3FEWX|4aDMG|5MDPS|6AART|7ASPD|8RPLT|9RCR
438	22326 52532	   	178.78	DCR|3VULN|1DMG|1CDMG|1SPLREG	1RPLT|23aVULN|4BEXP|5DMG|6SPLREG|7DUST|8CDMG|9RCR
439	31612 34411	   	178.78	DCR|2VULN|1ASPD|1DMG|1CDMG	1ERES|24VULN|3DLOT|5RCVC|6DMG|7AME|8RCR|9CDMG|aASPD
440	21112 36114	   	178.75	DCR|2VULN|1AART|1ASPD|1DUR	1RPLT|2DUR|3ASPD|4CGEN|5RCVC|6RCR|7aVULN|8LHND|9AART
441	21112 36262	   	178.75	DCR|2VULN|1AART|1ASPD|1DUR	1RPLT|2DUR|3ASPD|48CGEN|5RCVC|6RCR|79VULN|aAART
442	21112 36514	   	178.75	DCR|2VULN|1AART|1ASPD|1DUR	1RPLT|2DUR|3ASPD|4CGEN|5RCVC|6RCR|7aVULN|8LWND|9AART
443	21112 36614	   	178.75	DCR|2VULN|1AART|1ASPD|1DUR	1RPLT|2DUR|3ASPD|4CGEN|5RCVC|6RCR|7aVULN|8BEXP|9AART
444	25112 36314	   	178.75	DCR|2VULN|1AART|1ASPD|1DUR	1RPLT|2LWND|3ASPD|4CGEN|5RCVC|6RCR|7aVULN|8DUR|9AART
445	22123 24631	   	178.71	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD	1RPLT|2VULN|3ASPD|4BEXP|5MDPS|6AART|7ERES|8aDMG|9RCR
446	22223 25631	   	178.71	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD	1RPLT|2VULN|3TLV|4BEXP|5MDPS|6AART|7ASPD|8aDMG|9RCR
447	25363 24231	   	178.71	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD	1RPLT|2LWND|3VULN|4aDMG|5MDPS|6AART|7ERES|8ASPD|9RCR
448	31612 36411	   	178.68	DCR|2VULN|1ASPD|1DMG|1CDMG	1ERES|24VULN|3DLOT|5RCVC|6DMG|7TLV|8RCR|9CDMG|aASPD
449	22326 51531	   	178.64	DCR|2VULN|2DMG|1CDMG|1SPLREG	1RPLT|23VULN|4BEXP|5aDMG|6SPLREG|7LHND|8CDMG|9RCR
450	22326 52531	   	178.54	DCR|2VULN|2DMG|1CDMG|1SPLREG	1RPLT|23VULN|4BEXP|5aDMG|6SPLREG|7DUST|8CDMG|9RCR
451	24161 11116	   	178.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RPLT|2AART|3CGEN|4DUR|5aVULN|6CDMG|7ZMB|8RCR|9FEWX
452	24161 11121	   	178.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RPLT|2AART|3CGEN|4DUR|5aVULN|6CDMG|7ZMB|8RCR|9ERES
453	24561 11122	   	178.26	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RPLT|2AART|39ERES|4DUR|5aVULN|6CDMG|7ZMB|8RCR
454	22632 26136	   	178.25	DCR|3VULN|1ASPD|1CDMG|1DUR	1RPLT|259VULN|3AME|4SNIFST|6CDMG|7DUR|8ASPD|aRCR
455	22632 26336	   	178.25	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|259VULN|3AME|4SNIFST|6CDMG|7DUR|8DMG|aRCR
456	41112 42511	   	178.23	DCR|3VULN|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4DMG|5AAC|69aVULN|7RCR|8RMIN
457	22232 26136	   	178.15	DCR|3VULN|1ASPD|1CDMG|1DUR	1RPLT|259VULN|3TLV|4SNIFST|6CDMG|7DUR|8ASPD|aRCR
458	22232 26336	   	178.15	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|259VULN|3TLV|4SNIFST|6CDMG|7DUR|8DMG|aRCR
459	24422 11161	   	178.15	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1RPLT|2AART|3LHND|4VULN|5ASPD|6CDMG|7ZMB|8RCR|9DUR|aBEXP
460	24422 11163	   	178.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1RPLT|2AART|3LHND|4VULN|5ASPD|6CDMG|7ZMB|8RCR|9DUR|aLWND
461	41112 42111	   	178.13	DCR|3VULN|1DMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4DMG|5AAC|69aVULN|7RCR|8TLV
462	41152 42111	   	178.13	DCR|3VULN|1ASPD|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5AAC|69aVULN|7RCR|8TLV
463	41234 21341	   	178.06	DCR|2VULN|1MDPS|2ASPD|2DUR|1ZMB	1aFEWX|23DUR|4aVULN|5ZMB|6LHND|7MDPS|8RCR|9aASPD|aBPWR
464	24161 11142	   	178.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1RPLT|2AART|3CGEN|4DUR|5VULN|6CDMG|7ZMB|8RCR|9TLV|aASPD
465	24422 11162	   	178.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1RPLT|2AART|3LHND|4VULN|5ASPD|6CDMG|7ZMB|8RCR|9DUR|aERES
466	31265 52213	   	178.03	DCR|4VULN|1CDMG|1DUR	1ERES|2457VULN|34AME|4BPWR|6DUR|8RCR|9DMSP|aCDMG
467	41322 41353	   	177.96	DCR|2VULN|1MDPS|2ASPD|2DUR|1ZMB	1FEWX|24DUR|34ASPD|4BPWR|5LWND|69VULN|7MDPS|8RCR|aZMB
468	22631 21131	   	177.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|289VULN|3AME|4SNIFST|5ASPD|6RCR|7CDMG|aLHND
469	22631 21135	   	177.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|289VULN|3AME|4SNIFST|5ASPD|6RCR|7CDMG|aLWND
470	23231 22222	   	177.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|28ERES|389VULN|4SNIFST|5ASPD|6RCR|78LWND|8BPWR|aCDMG
