0	Index      	 *	Score 	Summary	Detail	
1	13122 14513	 * 	193.27	DCR|4VULN|2DMG|1AART	13aCGEN|2368VULN|3aBPWR|4aTLV|5AART|7RCR|9aDMG
326	16161 32231	   	164.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2ZMB|3RCVC|47VULN|5RCR|6AART|8DUR|9DMG|aLSRREG
327	16161 32234	   	164.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2ZMB|3RCVC|47VULN|5RCR|6AART|8DUR|9DMG|aDUST
328	22462 22243	   	164.49	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3LIT|4aDMG|5ZMB|6RCR|79VULN|8LHND
329	32462 22143	   	164.49	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1FEWX|2ASPD|3LIT|4aDMG|5ZMB|6RCR|79VULN|8DUR
330	11214 36233	   	164.48	DCR|3DMG|1VULN|2CDMG|1ASPD	1CGEN|2BASHEA|379DMG|4VULN|5aCDMG|6RCR|8ASPD
331	13331 36233	   	164.48	DCR|3DMG|1VULN|2CDMG|1ASPD	1CGEN|2VULN|3aCDMG|479DMG|5SNIHEL|6RCR|8ASPD
332	21131 21232	   	164.48	DCR|3DMG|1VULN|2CDMG|1DUR	1DUR|279DMG|3CANHEL|4VULN|58CDMG|6RCR|aLHND
333	21131 21234	   	164.48	DCR|3DMG|1VULN|2CDMG|1DUR	1DUR|279DMG|3CANHEL|4VULN|58CDMG|6RCR|aBEXP
334	21131 21323	   	164.48	DCR|3DMG|1VULN|2CDMG|1DUR	1DUR|279DMG|3CANHEL|4VULN|5aCDMG|6RCR|8BEXP
335	21131 21443	   	164.48	DCR|3DMG|1VULN|2CDMG|1DUR	1DUR|278DMG|3CANHEL|4VULN|5aCDMG|6RCR|9LHND
336	21131 22433	   	164.48	DCR|3DMG|1VULN|2CDMG|1DUR	1DUR|289DMG|3CANHEL|4VULN|5aCDMG|6RCR|7DMSP
337	23413 12345	 * 	164.43	ACR|4VULN|1DMG|2DUR	17DUR|26LWND|3RCR|47LSRREG|5789VULN|7BPWR|aDMG
338	22462 22324	   	164.39	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3LIT|4aDMG|5ZMB|6RCR|79VULN|8LSRREG
339	21131 21231	   	164.38	DCR|3DMG|1VULN|2CDMG|1DUR	1DUR|279DMG|3CANHEL|4VULN|58CDMG|6RCR|aERES
340	21131 21426	   	164.38	DCR|3DMG|1VULN|2CDMG|1DUR	1DUR|278DMG|3CANHEL|4VULN|5aCDMG|6RCR|9NUKE
341	21131 21523	   	164.38	DCR|3DMG|1VULN|2CDMG|1DUR	1DUR|279DMG|3CANHEL|4VULN|5aCDMG|6RCR|8DUST
342	36232 22561	   	164.34	DCR|2VULN|1DMG|2CDMG|2ASPD|1ZMB	1FEWX|29VULN|3LWND|4CGEN|59CDMG|6ZMB|7RCR|89ASPD|9BPWR|aDMG
343	36222 42431	   	164.31	DCR|2VULN|2DMG|2CDMG|1ASPD	18FEWX|28VULN|3LWND|4ASPD|58CDMG|6RMIN|7RCR|8BPWR|9aDMG
344	21435 41323	   	164.30	DCR|2VULN|2DMG|2ZMB|2DUR	18DUR|28DMG|3LIT|45ERES|68ZMB|7RCR|8BPWR|9aVULN
345	36322 42431	   	164.21	DCR|2VULN|2DMG|2CDMG|1ASPD	18FEWX|28VULN|3DUST|4ASPD|58CDMG|6RMIN|7RCR|8BPWR|9aDMG
346	11212 33425	 * 	164.19	DCR|3DMG|1VULN|2CDMG|1FLTHEA	1aCGEN|2BASHEA|36aDMG|4VULN|5FLTHEA|7aCDMG|8BELT|9RCR|aBPWR
347	16662 23212	 * 	164.16	DCR|2DMG|3ZMB|1VULN|1CDMG	18CGEN|238ZMB|4VULN|5CANHEL|6RCR|78DMG|8BPWR|9LWND|aCDMG
348	16662 23222	   	164.16	DCR|2DMG|3ZMB|1VULN|1CDMG	18CGEN|238ZMB|4VULN|5CANHEL|6RCR|78DMG|8BPWR|9FEWX|aCDMG
349	13112 62253	   	164.12	DCR|4VULN|1AART|1ZMB	13CGEN|2379VULN|3BPWR|4ERES|5AART|6LWND|8RCR|aZMB
350	13336 23563	   	164.11	DCR|2VULN|2DMG|2CDMG|1ASPD	1CGEN|2aVULN|39CDMG|46DMG|5LIT|7RCR|8ASPD
351	16662 23232	   	164.06	DCR|2DMG|3ZMB|1VULN|1CDMG	18CGEN|238ZMB|4VULN|5CANHEL|6RCR|78DMG|8BPWR|9LEGI|aCDMG
352	16161 32533	   	164.03	ACR|3VULN|1AART|2ZMB|1DUR	1CGEN|2aZMB|3RCVC|478VULN|5RCR|6AART|9DUR
353	13336 22163	   	164.01	DCR|3VULN|2DMG|1CDMG	1CGEN|29aVULN|3CDMG|46DMG|5LIT|7TLV|8RCR
354	13326 21562	   	163.94	ACR|2VULN|2DMG|2ZMB|1CDMG	1aCGEN|29VULN|3CDMG|4LHND|5RCR|69ZMB|7FEWX|89DMG|9BPWR
355	13326 21563	   	163.94	ACR|2VULN|2DMG|2ZMB|1CDMG	1CGEN|29VULN|3CDMG|4LHND|5RCR|69ZMB|7FEWX|89DMG|9BPWR|aMLV
356	11216 16111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2BASHEA|3DMG|4aVULN|5AART|6FEWX|7ASPD|8RCR|9CDMG
357	11216 46111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2BASHEA|3DMG|4aVULN|5AART|6LHND|7ASPD|8RCR|9CDMG
358	11216 56111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2BASHEA|3DMG|4aVULN|5AART|6BEXP|7ASPD|8RCR|9CDMG
359	31146 36111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3CANHEL|4CGEN|5AART|6aVULN|7ASPD|8RCR|9CDMG
360	16661 32331	   	163.90	ACR|2VULN|3ZMB|1AART|2DUR	1aCGEN|23aZMB|47VULN|5RCR|6AART|8ERES|9aDUR|aBPWR
361	22462 22262	   	163.78	DCR|1AART|1DMG|1VULN|2ZMB|2ASPD|1DUR	1DUR|2aASPD|3LIT|4DMG|5aZMB|6RCR|7VULN|8aLHND|9AART|aBPWR
362	21234 32134	 * 	163.78	DCR|3DMG|1VULN|3DUR|2ASPD	145DUR|25aDMG|3RCVC|5aBPWR|6VULN|7aASPD|8aCGEN|9RCR
363	13336 23313	   	163.77	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2aVULN|3CDMG|46DMG|5LIT|7RCR|8RCVC|9ZMB
364	32462 22263	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2ASPD|3LIT|4DMG|5ZMB|6RCR|7aVULN|8LWND|9AART
365	13112 14143	 * 	163.77	DCR|3VULN|2AART|1ZMB	13CGEN|236VULN|3BPWR|4ERES|59AART|7RCR|8LEGI|aZMB
366	13122 14143	   	163.77	DCR|3VULN|2AART|1ZMB	13CGEN|236VULN|3BPWR|4TLV|59AART|7RCR|8LEGI|aZMB
367	36113 61113	   	163.66	DCR|3VULN|1DMG|1CDMG|2DUR	178FEWX|24aVULN|34DUR|4BPWR|5CDMG|6RCR|9DMG
368	36113 62261	   	163.66	DCR|3VULN|1DMG|1CDMG|2DUR	1FEWX|248VULN|34DUR|4BPWR|5CDMG|6RCR|7RMIN|9LWND|aDMG
369	36411 34411	   	163.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14FEWX|24VULN|3RCR|4BPWR|5LHND|6ZMB|7MBVNT|8DMG|9DUR|aAART
370	21234 32234	   	163.58	DCR|3DMG|1VULN|3DUR|2ASPD	145DUR|25aDMG|3RCVC|5aBPWR|6VULN|7aASPD|8aERES|9RCR
371	22131 23516	 * 	163.55	DCR|1AART|1VULN|3ASPD|2CDMG|3DUR	179DUR|278ASPD|3CANHEL|4VULN|57CDMG|6RCR|7BPWR|aAART
372	21365 23233	 * 	163.47	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	13DUR|2DMG|4AART|5VULN|6CDMG|7NUKE|8RMIN|9RCR|aFLTHEA
373	21326 35121	 * 	163.47	4VULN|3DMG|1AART|3DUR	137DUR|289DMG|489aVULN|589TLV|6AART|89BPWR
374	21326 35123	   	163.47	4VULN|3DMG|1AART|3DUR	137DUR|289DMG|489aVULN|589TLV|6AART|89aBPWR
375	21131 21322	   	163.46	DCR|3DMG|1VULN|1CDMG|2DUR	1aDUR|279DMG|3CANHEL|4VULN|5CDMG|6RCR|8BEXP
376	21131 21412	   	163.46	DCR|3DMG|1VULN|1CDMG|2DUR	19DUR|278DMG|3CANHEL|4VULN|5CDMG|6RCR|aLHND
377	21131 21414	   	163.46	DCR|3DMG|1VULN|1CDMG|2DUR	19DUR|278DMG|3CANHEL|4VULN|5CDMG|6RCR|aBEXP
378	21131 21444	   	163.46	DCR|3DMG|1VULN|1CDMG|2DUR	1aDUR|278DMG|3CANHEL|4VULN|5CDMG|6RCR|9LHND
379	21131 26243	   	163.46	DCR|3VULN|1DMG|1CDMG|2DUR	18DUR|2DMG|3CANHEL|49aVULN|5CDMG|6RCR|7RMIN
380	21136 61323	   	163.46	DCR|3VULN|1DMG|1CDMG|2DUR	15DUR|2DMG|3CANHEL|48aVULN|6RCR|7MLV|9CDMG
381	22131 23143	   	163.46	DCR|3VULN|2CDMG|2ASPD|2DUR	17DUR|27ASPD|3CANHEL|49aVULN|57CDMG|6RCR|7BPWR|8CGEN
382	13122 11531	   	163.45	DCR|5VULN|1AART	138CGEN|23689VULN|38BPWR|48TLV|5AART|7RCVC|aRCR
383	13122 44313	   	163.41	DCR|2VULN|2DMG|1AART	13aCGEN|23VULN|3aBPWR|46aTLV|5AART|7RCR|8DMSP|9aDMG
384	21131 21411	   	163.36	DCR|3DMG|1VULN|1CDMG|2DUR	19DUR|278DMG|3CANHEL|4VULN|5CDMG|6RCR|aERES
385	21131 21522	   	163.36	DCR|3DMG|1VULN|1CDMG|2DUR	1aDUR|279DMG|3CANHEL|4VULN|5CDMG|6RCR|8DUST
386	21136 62323	   	163.36	DCR|3VULN|1DMG|1CDMG|2DUR	15DUR|2DMG|3CANHEL|48aVULN|6RCR|7TLV|9CDMG
387	22131 23643	   	163.36	DCR|3VULN|2CDMG|2ASPD|2DUR	17DUR|27ASPD|3CANHEL|49aVULN|57CDMG|6RCR|7BPWR|8ERES
388	13112 11561	   	163.35	DCR|5VULN|1AART	13CGEN|23689VULN|3BPWR|4ERES|5AART|7RCVC|aRCR
389	21234 33636	   	163.33	DCR|3DMG|1VULN|3DUR|1ZMB	145DUR|259DMG|3RCVC|5BPWR|6VULN|7LSRHEA|8RCR|aZMB
390	23442 23263	   	163.28	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR	1aDUR|29LWND|3RCR|4ERES|5CDMG|69ZMB|7DMG|89VULN|9BPWR
