0	Index      	 *	Score 	Summary	Detail	
1	12515 23252	 * 	201.22	DCR|3DMG|2VULN|1AART|1CDMG|1ZMB	1AART|24ERES|36VULN|567DMG|6BPWR|8ZMB|9RCR|aCDMG
335	15321 27471	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|27LHND|3MBVNT|457VULN|6RCR|7BPWR|8DUR|9BASICY|aDMG
336	15321 27732	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|27LHND|3MBVNT|457VULN|6RCR|7BPWR|8ERES|9DUR|aDMG
337	24142 51818	   	173.11	DCR|3DMG|1AART|1VULN|2DUR	1MBVNT|248DMG|34DUR|4BPWR|5RPLT|6RCR|7VULN|9FEWX|aAART
338	24142 51828	   	173.11	DCR|3DMG|1AART|1VULN|2DUR	1MBVNT|248DMG|34DUR|4BPWR|5RPLT|6RCR|7VULN|9LWND|aAART
339	12524 11114	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|3aVULN|4RCR|5DUR|6RMIN|78DMG|9LIT
340	11421 21131	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUST|3LWND|4RCR|56VULN|78DMG|9DUR|aFEWX
341	11421 21133	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUST|3LWND|4RCR|56VULN|78DMG|9DUR|aMLV
342	11421 21134	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUST|3LWND|4RCR|56VULN|78DMG|9DUR|aBEXP
343	16421 21132	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1AART|2FEWX|3LWND|4RCR|56VULN|78DMG|9DUR|aNUKE
344	16421 21135	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1AART|2FEWX|3LWND|4RCR|56VULN|78DMG|9DUR|aERES
345	11421 11136	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUST|3LWND|4RCR|5aVULN|6DMSP|78DMG|9DUR
346	24348 21344	 * 	173.06	DCR|3DMG|2VULN|2ASPD|1CDMG	1MBVNT|249DMG|34LHND|49BPWR|59ASPD|6LIT|7CDMG|89VULN|aRCR
347	15324 83326	   	173.03	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LHND|3MBVNT|467VULN|5RCVC|8CDMG|9DMG|aRCR
348	15321 21332	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|458VULN|6RCR|7DMG|9DUR|aNUKE
349	15321 21336	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|458VULN|6RCR|7DMG|9DUR|aERES
350	15321 21371	   	173.02	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2LHND|3MBVNT|458VULN|6RCR|7DMG|9BASICY|aASPD
351	15321 22442	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|457VULN|6RCR|8DUR|9ERES|aDMG
352	15321 22471	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|457VULN|6RCR|8DUR|9BASICY|aDMG
353	15321 22732	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3MBVNT|457VULN|6RCR|8ERES|9DUR|aDMG
354	22582 22327	   	172.99	ACR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|2RCVC|3RCR|4AART|57aVULN|6DUST|8CDMG|9ZMB
355	42613 32423	   	172.99	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|25LHND|3RCVC|458DMG|5BPWR|6RPLT|7RCR|9ZMB|aAART
356	12533 21434	   	172.98	DCR|2AART|2VULN|1DMG|1ZMB	19AART|2ERES|3aVULN|4LWND|5ZMB|6RCR|7DMG|8LIT
357	15321 21527	   	172.98	DCR|2AART|2VULN|1DMG|1ZMB	19AART|2LHND|3MBVNT|45VULN|6RCR|7DMG|8LIT|aZMB
358	11421 21132	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUST|3LWND|4RCR|56VULN|78DMG|9DUR|aNUKE
359	11421 21135	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUST|3LWND|4RCR|56VULN|78DMG|9DUR|aERES
360	22541 14813	   	172.89	ACR|3VULN|2DMG|2DUR	1MBVNT|2aRCVC|3RCR|489VULN|59DUR|6BELT|79DMG|9BPWR
361	15421 21336	   	172.84	ACR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3LWND|4RCR|568VULN|7DMG|9RCVC|aDUR
362	22551 31531	   	172.84	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2RCVC|3RCR|4DUR|5AART|6aVULN|7DMG|8LIT|9CDMG
363	22551 31532	   	172.84	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2RCVC|3RCR|4DUR|5AART|6VULN|7aDMG|8LIT|9CDMG
364	27811 32374	   	172.75	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29LWND|39DMG|4CGEN|58DUR|69VULN|7RCR|9BPWR|aAART
365	24112 62174	   	172.75	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29DMG|39DUR|4CGEN|58VULN|69LWND|7RCR|9BPWR|aAART
366	24811 32374	   	172.75	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29DMG|39LWND|4CGEN|58DUR|69VULN|7RCR|9BPWR|aAART
367	22551 32274	   	172.72	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1MBVNT|2RCVC|3RCR|4DUR|5AART|679VULN|8ZMB|aASPD
368	24122 62174	   	172.65	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29DMG|39DUR|4TLV|58VULN|69LWND|7RCR|9BPWR|aAART
369	24711 32774	   	172.65	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29DMG|3LEGI|48CGEN|59DUR|69VULN|7RCR|9BPWR|aAART
370	22547 21331	 * 	172.59	ACR|4VULN|1AART|1CDMG	1MBVNT|2RCVC|3RCR|4589VULN|6LIT|7CDMG|aAART
371	12163 24115	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2ERES|3BEXP|4DMG|5ZMB|6CDMG|7DUR|89VULN|aRCR
372	24721 32274	   	172.45	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29DMG|3LEGI|48TLV|59DUR|69VULN|7RCR|9BPWR|aAART
373	24371 36442	   	172.36	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aDMG|3LHND|4aVULN|5CDMG|6CGEN|7aLIT|8RCR|9AART|aBPWR
374	24871 36442	   	172.36	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aDMG|3LWND|4aVULN|5CDMG|6CGEN|7aLIT|8RCR|9AART|aBPWR
375	11161 21633	 * 	172.34	DCR|2AART|2VULN|1DMG|2CDMG	17AART|2DUST|3LIT|48VULN|56CDMG|9DMG|aRCR
376	24453 52172	   	172.32	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2DMG|3RCVC|4RPLT|59aVULN|6RCR|7ASPD|8AART
377	61221 33255	   	172.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|3ZMB|4NUKE|59VULN|6DUR|7DMG|8AART|aRCR
378	27241 22637	   	172.30	DCR|4VULN|1AART|1DUR|1ASPD	1MBVNT|2LWND|357aVULN|4AART|6RCR|8ASPD|9DUR
379	12552 44471	   	172.28	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2ERES|367VULN|4RPLT|5MBVNT|8RCR|9ZMB|aDMG
380	24771 36442	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aDMG|3LEGI|4aVULN|5CDMG|6CGEN|7aLIT|8RCR|9AART|aBPWR
381	22521 54471	   	172.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2RCVC|3RCR|4CDMG|5DUR|6AART|7LWND|89VULN|aDMG
382	44112 25131	   	172.17	DCR|2VULN|2DMG|1AART|2ZMB	17VULN|2BEXP|3RCVC|47DMG|5MBVNT|67ZMB|7BPWR|8BELT|9AART|aRCR
383	15341 53146	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2LHND|3MBVNT|4CDMG|5DMSP|67DMG|89VULN|aRCR
384	15343 53146	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	1AART|25LHND|3MBVNT|4CDMG|67DMG|89VULN|aRCR
385	15345 23146	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	1AART|26LHND|3MBVNT|4CDMG|57DMG|89VULN|aRCR
386	61262 23431	   	172.12	DCR|2VULN|2DMG|2ZMB|1CDMG	1RCVC|2CDMG|3aZMB|4ERES|5LHND|6RCR|7aDMG|8TLV|9aVULN|aBPWR
387	11421 22536	   	172.11	ACR|4VULN|1AART|1DUR|1ASPD	1AART|2DUST|3LWND|4RCR|567aVULN|8ASPD|9DUR
388	12515 21325	   	172.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|24ERES|36VULN|56DMG|6BPWR|7LWND|8CDMG|9NUKE|aRCR
389	11323 47663	   	172.06	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	1AART|27DUST|3MBVNT|4VULN|57ZMB|67DMG|7BPWR|8ASPD|9RCR|aDUR
390	24711 32173	   	172.04	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|29DMG|3LEGI|4CGEN|59DUR|689VULN|7RCR|9BPWR|aASPD
391	11347 53146	   	171.96	DCR|2VULN|2DMG|1AART|1CDMG	1AART|25DUST|3MBVNT|4CDMG|67DMG|89VULN|aRCR
392	24721 32173	   	171.94	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|29DMG|3LEGI|4TLV|59DUR|689VULN|7RCR|9BPWR|aASPD
393	42422 32361	   	171.87	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	19VULN|2LHND|3CDMG|4RCR|5DUR|6ERES|7ASPD|8AART|aDMG
394	11323 47323	   	171.83	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|27DUST|3MBVNT|4VULN|57ZMB|67DMG|7BPWR|8CDMG|9RCR|aLIT
395	11323 47324	   	171.83	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|27DUST|3MBVNT|4VULN|57ZMB|67DMG|7BPWR|8CDMG|9RCR|aDMSP
396	11323 47325	   	171.83	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|27DUST|3MBVNT|4VULN|57ZMB|67DMG|7BPWR|8CDMG|9RCR|aBEXP
397	11323 47326	   	171.83	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|27DUST|3MBVNT|4VULN|57ZMB|67DMG|7BPWR|8CDMG|9RCR|aLWND
398	16323 41167	   	171.82	DCR|2VULN|2DMG|1AART|1ZMB	1AART|2FEWX|3MBVNT|4aVULN|5ZMB|68DMG|7NUKE|9RCR
399	22537 37111	   	171.72	ACR|3VULN|2DMG|2DUR	1MBVNT|2RCVC|3RCR|48BELT|59DUR|69DMG|79aVULN|9BPWR
400	22537 84111	   	171.72	ACR|3VULN|2DMG|2DUR	1MBVNT|2RCVC|3RCR|48BELT|59DUR|69aVULN|79DMG|9BPWR
401	22541 14111	   	171.72	ACR|3VULN|2DMG|2DUR	1MBVNT|2RCVC|3RCR|49aVULN|59DUR|68BELT|79DMG|9BPWR
402	22541 14117	   	171.72	ACR|3DMG|2VULN|2DUR	1MBVNT|2RCVC|3RCR|49VULN|59DUR|68BELT|79aDMG|9BPWR
403	22557 14111	   	171.72	ACR|3VULN|2DMG|2DUR	1MBVNT|2RCVC|3RCR|49DUR|59aVULN|68BELT|79DMG|9BPWR
404	15324 21427	   	171.72	DCR|2AART|2VULN|1DMG|1DUR	19AART|2LHND|3MBVNT|4aVULN|5RCVC|6RCR|7DMG|8DUR
405	11323 41167	   	171.72	DCR|2VULN|2DMG|1AART|1ZMB	1AART|2DUST|3MBVNT|4aVULN|5ZMB|68DMG|7NUKE|9RCR
406	15111 23411	   	171.71	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	1AART|2LHND|3LIT|4FLTHEA|57DMG|6aDUR|8RCR|9VULN
407	15321 22845	   	171.67	DCR|4VULN|2AART	1aAART|2LHND|3MBVNT|4578VULN|6RCR|9MLV
408	22541 14816	   	171.62	ACR|3VULN|2DMG|2DUR	1MBVNT|2RCVC|3RCR|489VULN|59DUR|6BELT|79DMG|9BPWR|aDUST
409	22541 14818	   	171.62	ACR|3VULN|2DMG|2DUR	1MBVNT|2RCVC|3RCR|489VULN|59DUR|6BELT|79DMG|9BPWR|aTLV
410	15321 27434	   	171.54	DCR|3VULN|2AART|1ASPD|1DUR	19AART|27LHND|3MBVNT|457VULN|6RCR|7BPWR|8DUR|aASPD
411	22541 14815	   	171.48	ACR|3VULN|2DMG|2DUR|1SELL	1MBVNT|2RCVC|3RCR|489VULN|59DUR|6BELT|79DMG|9BPWR|aSELL
412	15321 22434	   	171.44	DCR|3VULN|2AART|1ASPD|1DUR	19AART|2LHND|3MBVNT|457VULN|6RCR|8DUR|aASPD
413	16421 26132	   	171.44	ACR|3VULN|1AART|1DMG|1DUR	1AART|27FEWX|37LWND|4RCR|567VULN|7BPWR|8RMIN|9DUR|aDMG
414	16421 26332	   	171.44	ACR|3VULN|1AART|1DMG|1DUR	1AART|27FEWX|37LWND|4RCR|567VULN|7BPWR|8CGEN|9DUR|aDMG
415	61313 32561	   	171.43	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1RCVC|27CDMG|37FEWX|4ASPD|5SNIHEL|67DMG|7BPWR|8RCR|9VULN|aAART
416	22551 31134	   	171.42	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1MBVNT|2RCVC|3RCR|49DUR|5AART|6VULN|78DMG|aASPD
417	27241 27332	   	171.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|27LWND|357VULN|4AART|6RCR|7BPWR|8CGEN|9DUR|aDMG
418	27241 27422	   	171.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|27LWND|357VULN|4AART|6RCR|7BPWR|8DUR|9CGEN|aDMG
419	15324 27232	   	171.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|27LHND|3MBVNT|47VULN|5RCVC|6RCR|7BPWR|8ZMB|9DUR|aDMG
420	24852 31441	   	171.37	DCR|3VULN|2DMG|1AART	1MBVNT|29DMG|3LWND|4BELT|579VULN|6AART|89CGEN|9BPWR|aRCR
421	15321 27831	   	171.32	DCR|4VULN|1AART|1ZMB	1AART|27LHND|3MBVNT|4578VULN|6RCR|7BPWR|9BELT|aZMB
422	27241 22332	   	171.32	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2LWND|357VULN|4AART|6RCR|8CGEN|9DUR|aDMG
423	27241 22422	   	171.32	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2LWND|357VULN|4AART|6RCR|8DUR|9CGEN|aDMG
424	27241 23387	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2LWND|358VULN|4AART|6RCR|7RPLT|9ASPD|aDMG
425	27241 27442	   	171.32	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|27LWND|357VULN|4AART|6RCR|7BPWR|8DUR|9ERES|aDMG
426	27241 27471	   	171.32	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|27LWND|357VULN|4AART|6RCR|7BPWR|8DUR|9BASICY|aDMG
427	27241 27832	   	171.32	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|27LWND|357VULN|4AART|6RCR|7BPWR|8TLV|9DUR|aDMG
428	24142 51834	 * 	171.31	DCR|3DMG|2VULN|3DUR	1MBVNT|248DMG|349DUR|4BPWR|5RPLT|6RCR|7aVULN
429	24142 51836	   	171.31	DCR|3DMG|2VULN|3DUR	1MBVNT|248DMG|349DUR|4aBPWR|5RPLT|6RCR|7aVULN
430	15324 22232	   	171.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2LHND|3MBVNT|47VULN|5RCVC|6RCR|8ZMB|9DUR|aDMG
431	24331 34566	   	171.27	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|29DMG|39LHND|4BEXP|5CDMG|6AART|79VULN|8RCVC|9BPWR|aRCR
432	24752 31441	   	171.27	DCR|3VULN|2DMG|1AART	1MBVNT|29DMG|3LEGI|4BELT|579VULN|6AART|89CGEN|9BPWR|aRCR
433	11421 26132	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	1AART|27DUST|37LWND|4RCR|567VULN|7BPWR|8RMIN|9DUR|aDMG
434	11421 26332	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	1AART|27DUST|37LWND|4RCR|567VULN|7BPWR|8CGEN|9DUR|aDMG
435	16421 22132	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	1AART|2FEWX|3LWND|4RCR|567VULN|8RMIN|9DUR|aDMG
436	16421 22332	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	1AART|2FEWX|3LWND|4RCR|567VULN|8CGEN|9DUR|aDMG
437	22588 31141	   	171.24	ACR|2AART|2DMG|1VULN|1DUR	1MBVNT|2RCVC|3RCR|49AART|5BEXP|6VULN|78DMG|aDUR
438	22582 31427	   	171.24	ACR|2AART|2VULN|1DMG|1DUR	1MBVNT|2RCVC|3RCR|49AART|5aVULN|6LHND|7DMG|8DUR
439	15321 22287	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|2LHND|3MBVNT|457aVULN|6RCR|8ZMB|9FEWX
440	15321 22831	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|2LHND|3MBVNT|4578VULN|6RCR|9BELT|aZMB
441	15321 22883	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|2LHND|3MBVNT|4578VULN|6RCR|9LIT|aZMB
442	15321 27272	   	171.22	DCR|4VULN|1AART|1ZMB	1AART|27LHND|3MBVNT|457aVULN|6RCR|7BPWR|8ZMB|9BASICY
