0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12326 66232	9	 * 	277.13	DCR|3VULN|2DMG|2DUR|1TLV	1TLV|24aVULN|3LWND|5LIT|6RCR|7aDMG|8ZMB|9aDUR|aBPWR
332	11265 32522	3	   	247.36	DCR|3VULN|2TLV|2DUR	12TLV|3CGEN|46DUR|59aVULN|7RCR|8LIT
333	12324 24315	9	   	247.36	DCR|3VULN|2TLV|2DUR	17TLV|248VULN|3LWND|59DUR|6ASPD|aRCR
334	12324 24343	10	   	247.36	DCR|3VULN|2TLV|2DUR	17TLV|248VULN|3LWND|5aDUR|6ASPD|9RCR
335	12533 34315	8	   	247.36	DCR|3VULN|2TLV|2DUR	17TLV|289VULN|3ASPD|46DUR|5FEWX|aRCR
336	15415 32122	5	   	247.36	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ERES|459VULN|5BPWR|7RCR|8BELT|aLIT
337	15512 32121	4	   	247.36	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|459VULN|5BPWR|7RCR|8BELT|aERES
338	15512 32161	4	   	247.36	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|45aVULN|5BPWR|7RCR|8BELT|9TBNT
339	15512 32631	4	   	247.36	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|45aVULN|5BPWR|7RCR|8TBNT|9ZMB
340	15512 33115	4	   	247.36	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|459VULN|5BPWR|7DMSP|8DUST|aRCR
341	15512 34221	4	   	247.36	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|458VULN|5BPWR|7ERES|9RCR|aRCVC
342	15512 34222	4	   	247.36	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|458VULN|5BPWR|7ERES|9RCR|aRMIN
343	15321 15315	8	   	247.36	DCR|3VULN|2TLV|2DUR	13TLV|23DUR|3BPWR|489VULN|5ERES|6CGEN|7ASPD|aRCR
344	12152 12322	2	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1TLV|257VULN|35DMG|4LEGI|5BPWR|6MLV|8ERES|9RCR|aAART
345	14163 13251	10	   	247.31	DCR|3VULN|2TLV|2DUR|1SELL	17TLV|2SELL|34aVULN|57ZMB|67DUR|7BPWR|8RCR|9LIT
346	15512 34223	4	   	247.26	DCR|3VULN|2TLV|2DUR	15TLV|26DUR|3ASPD|458VULN|5BPWR|7ERES|9RCR|aTBNT
347	23411 11253	8	   	247.19	DCR|2VULN|2DMG|2TLV|1DUR|1AART	1RPLT|2AART|3DMSP|49VULN|59TLV|6RCR|79DMG|8LEGI|9BPWR|aDUR
348	23411 11353	7	   	247.19	DCR|2VULN|2DMG|2TLV|1DUR|1AART	1RPLT|2AART|3DMSP|49VULN|59TLV|6RCR|79DMG|8LEGI|9BPWR|aDUR
349	23411 16353	6	   	247.19	DCR|2VULN|2DMG|2TLV|1DUR|1AART	1RPLT|2AART|3DMSP|49VULN|59TLV|6RCR|79DMG|8LEGI|9BPWR|aDUR
350	23426 12631	10	   	247.19	DCR|2VULN|2DMG|2TLV|2ASPD|1AART	1RPLT|2AART|3DMSP|4aASPD|57VULN|6RCR|8aDMG|9aTLV|aBPWR
