0	Index      	 *	Score 	Summary	Detail	
1	62213 17521	 * 	192.36	ACR|2DMG|3VULN|1ASPD|1AART|1AAC	169VULN|2MBVNT|39ERES|4AART|5RCR|7AAC|89DMG|9BPWR|aASPD
322	23111 61111	 * 	162.97	ACR|2BEXP|1DMG|2CDMG|1AART	1CGEN|23BEXP|4AART|5RCR|6ERES|7aCDMG|8DMG|9DUR
323	23111 61121	   	162.97	ACR|2BEXP|1DMG|2CDMG|1AART	1CGEN|23BEXP|4AART|5RCR|6ERES|7aCDMG|8DMG|9FEWX
324	23111 61133	   	162.97	ACR|2BEXP|2CDMG|1DMG|1AART	1CGEN|23BEXP|4AART|5RCR|6ERES|7aCDMG|8DMG|9RPLT
325	23111 62441	   	162.97	ACR|2BEXP|1DMG|2CDMG|1AART	1CGEN|23BEXP|4AART|5RCR|6ERES|7LHND|8DMG|9aCDMG
326	62213 82421	   	162.97	ACR|2BEXP|2VULN|1ASPD|1AART	19VULN|2MBVNT|39ERES|4AART|5RCR|6DMSP|7RCVC|89BEXP|9BPWR|aASPD
327	62213 36711	   	162.87	ACR|2BEXP|2VULN|1ASPD|1AART	18VULN|2MBVNT|368ERES|4AART|5RCR|78BEXP|8BPWR|9ASPD|aDUR
328	62213 36713	   	162.87	ACR|2BEXP|2VULN|1ASPD|1AART	18VULN|2MBVNT|368ERES|4AART|5RCR|78BEXP|8BPWR|9ASPD|aBELT
329	62213 36714	   	162.87	ACR|2BEXP|2VULN|1ASPD|1AART	18VULN|2MBVNT|368ERES|4AART|5RCR|78BEXP|8BPWR|9ASPD|aLHND
330	23111 53162	   	162.87	ACR|2BEXP|2VULN|1ASPD|1AART	1CGEN|23BEXP|4AART|5RCR|6FLTFST|7LEGI|8ASPD|9aVULN
331	62213 11848	   	162.87	ACR|2BEXP|2VULN|1ASPD|1AART	16VULN|2MBVNT|3ERES|4AART|5RCR|7RPLT|8aBEXP|9ASPD
332	62213 12446	   	162.87	ACR|2BEXP|2VULN|1ASPD|1AART	16VULN|2MBVNT|3ERES|4AART|5RCR|7RCVC|8aBEXP|9ASPD
333	62213 12461	   	162.87	ACR|2BEXP|2VULN|1ASPD|1AART	16VULN|2MBVNT|3ERES|4AART|5RCR|7RCVC|89BEXP|aASPD
334	62213 16118	 * 	162.87	ACR|2BEXP|2VULN|1DMG|1AART	16VULN|2MBVNT|3ERES|4AART|5RCR|7aBEXP|8DMG|9RPLT
335	62213 16126	   	162.87	ACR|2BEXP|2VULN|1DMG|1AART	16VULN|2MBVNT|3ERES|4AART|5RCR|7aBEXP|8DMG|9DMSP
336	62213 16248	   	162.87	ACR|2BEXP|2VULN|1ASPD|1AART	16VULN|2MBVNT|3ERES|4AART|5RCR|7aBEXP|8RPLT|9ASPD
337	26211 16136	   	162.86	ACR|1BASARM|2VULN|1AART	127CGEN|38VULN|4AART|5RCR|6RCVC|9TLV|aBASARM
338	26211 36136	   	162.86	ACR|1BASARM|2VULN|1AART	1267CGEN|38VULN|4AART|5RCR|9TLV|aBASARM
339	62213 16346	   	162.77	ACR|2BEXP|2VULN|1ASPD|1AART	16VULN|2MBVNT|38ERES|4AART|5RCR|7aBEXP|9ASPD
340	62213 16361	   	162.77	ACR|2BEXP|2VULN|1ASPD|1AART	16VULN|2MBVNT|38ERES|4AART|5RCR|79BEXP|aASPD
341	12251 36325	 * 	162.76	ACR|1BASARM|1DMG|1CDMG	1RPLT|2AME|3DMG|4AEMAG|5RCR|6DUST|7CDMG|8LHND|9CGEN|aBASARM
342	12351 36325	 * 	162.76	ACR|1BASARM|1ASPD|1CDMG	1RPLT|2AME|3ASPD|4AEMAG|5RCR|6DUST|7CDMG|8LHND|9CGEN|aBASARM
343	62213 23217	   	162.76	ACR|1BASARM|2VULN|1AART	19VULN|2MBVNT|3ERES|4AART|5RCR|6LIT|7CGEN|8DMSP|aBASARM
344	62213 23617	   	162.76	ACR|1BASARM|2VULN|1AART	19VULN|2MBVNT|3ERES|4AART|5RCR|6LIT|78CGEN|aBASARM
345	62213 32111	   	162.76	ACR|1BASARM|2VULN|1AART	19VULN|2MBVNT|369ERES|4AART|5RCR|7RCVC|89ZMB|9BPWR|aBASARM
346	62713 23217	   	162.76	ACR|1BASARM|2VULN|1AART	19VULN|2MBVNT|37CGEN|4AART|5RCR|6LIT|8AME|aBASARM
347	62213 17534	   	162.75	ACR|2VULN|1ASPD|1DMG|1AART|1AAC	16VULN|2MBVNT|3ERES|4AART|5RCR|7AAC|8DMG|9LIT|aASPD
348	62213 17544	   	162.75	ACR|2VULN|1ASPD|1DMG|1AART|1AAC	16VULN|2MBVNT|3ERES|4AART|5RCR|7AAC|8DMG|9ASPD|aDMSP
349	62713 34171	   	162.75	ACR|2VULN|1ASPD|1DMG|1AART|1AAC	1aVULN|2MBVNT|3CGEN|4AART|5RCR|6ERES|7ASPD|8DMG|9AAC
350	12251 36215	   	162.66	ACR|1BASARM|1DMG|1CDMG	1RPLT|2AME|3DMG|4AEMAG|5RCR|6DUST|7CDMG|8ERES|9LHND|aBASARM
351	12351 36215	   	162.66	ACR|1BASARM|1ASPD|1CDMG	1RPLT|2AME|3ASPD|4AEMAG|5RCR|6DUST|7CDMG|8ERES|9LHND|aBASARM
352	62213 17541	   	162.65	ACR|2VULN|1ASPD|1DMG|1AART|1AAC	16VULN|2MBVNT|3ERES|4AART|5RCR|7AAC|8DMG|9ASPD|aLEGI
353	62213 17542	   	162.65	ACR|2VULN|1ASPD|1DMG|1AART|1AAC	16VULN|2MBVNT|3ERES|4AART|5RCR|7AAC|8DMG|9ASPD|aMSLFST
354	62213 17543	   	162.65	ACR|2VULN|1ASPD|1DMG|1AART|1AAC	16VULN|2MBVNT|3ERES|4AART|5RCR|7AAC|8DMG|9ASPD|aDUST
355	12263 36334	   	162.59	ACR|3DMG|2BEXP	1RPLT|29AME|39aDMG|4MLV|5RCR|6AEFBLL|7RMIN|89BEXP|9BPWR
356	23111 25335	   	162.57	ACR|3BEXP|1DMG|1AART|1AAC	18CGEN|237BEXP|4AART|5RCR|6DUST|9DMG|aAAC
357	23111 25355	   	162.57	ACR|3BEXP|1ASPD|1AART|1AAC	18CGEN|237BEXP|4AART|5RCR|6DUST|9ASPD|aAAC
358	23111 25435	   	162.57	ACR|3BEXP|1DMG|1AART|1AAC	1CGEN|237BEXP|4AART|5RCR|6DUST|8RCVC|9DMG|aAAC
359	23111 41177	   	162.57	ACR|3BEXP|1DMG|1AART|1AAC	1CGEN|23aBEXP|4AART|5RCR|6DUR|7MBVNT|8DMG|9AAC
360	62213 24217	   	162.56	ACR|1BASARM|2VULN|1AART	19VULN|2MBVNT|37ERES|4AART|5RCR|6LIT|8AME|aBASARM
361	62213 28217	   	162.56	ACR|1BASARM|2VULN|1AART	19VULN|2MBVNT|3ERES|4AART|5RCR|6LIT|7AEFBLL|8AME|aBASARM
362	12251 16334	   	162.49	ACR|3DMG|2BEXP	1RPLT|29AME|39aDMG|4AEMAG|5RCR|6ERES|7RMIN|89BEXP|9BPWR
363	23111 21177	   	162.47	ACR|3BEXP|1DMG|1AART|1AAC	1CGEN|23aBEXP|4AART|5RCR|6DUST|7MBVNT|8DMG|9AAC
364	23111 25255	   	162.47	ACR|3BEXP|1DMG|1AART|1AAC	1CGEN|237BEXP|4AART|5RCR|69DUST|8DMG|aAAC
365	23111 64215	   	162.47	ACR|3BEXP|2VULN|1AART|1AAC	1CGEN|237BEXP|4AART|5RCR|6ERES|89VULN|aAAC
366	12263 53242	   	162.39	ACR|2BEXP|2AART|1DMG|1VULN	1RPLT|2AME|3DMG|4MLV|5RCR|69BEXP|78AART|aVULN
367	12363 53242	   	162.39	ACR|2BEXP|2AART|1ASPD|1VULN	1RPLT|2AME|3ASPD|4MLV|5RCR|69BEXP|78AART|aVULN
368	23111 14453	   	162.39	ACR|2BEXP|2AART|1ASPD|1VULN	1CGEN|23BEXP|4aAART|5RCR|6RCVC|7VULN|8ERES|9ASPD
369	23111 34453	   	162.39	ACR|2BEXP|2AART|1ASPD|1VULN	16CGEN|23BEXP|4aAART|5RCR|7VULN|8ERES|9ASPD
