0	Index      	 *	Score 	Summary	Detail	
1	33512 54342	 * 	220.68	ACR|3BEXP|2DMG|1VULN|1ASPD|1CDMG	19DUST|2MBVNT|3RCR|489BEXP|5VULN|6CDMG|79DMG|9BPWR|aASPD
313	33512 38422	   	194.67	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|79ASPD|8DMG|aBELT
314	33512 38424	   	194.67	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|79ASPD|8DMG|aLIT
315	33512 38426	   	194.67	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|79ASPD|8DMG|aCGEN
316	33512 38428	   	194.67	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|79ASPD|8DMG|aRPLT
317	33512 38472	   	194.67	ACR|2DMG|2BEXP|1VULN|1ASPD	1DUST|2MBVNT|3RCR|46BEXP|5VULN|7ASPD|89DMG|aBELT
318	33512 38474	   	194.67	ACR|2DMG|2BEXP|1VULN|1ASPD	1DUST|2MBVNT|3RCR|46BEXP|5VULN|7ASPD|89DMG|aLIT
319	53512 38423	   	194.67	ACR|2ASPD|2BEXP|1VULN|1DMG	1FEWX|2MBVNT|3RCR|46BEXP|5VULN|79ASPD|8DMG|aAEFBLL
320	13121 64351	   	194.65	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	1RCVC|2BEXP|3MLV|4RCR|5VULN|6ERES|7AART|8DMG|9CDMG|aASPD
321	52253 22136	   	194.62	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP	1FEWX|2LIT|3RCR|4VENFST|5ASPD|69VULN|7AART|8DMG|aBEXP
322	41121 42111	   	194.62	ACR|3BEXP|2ASPD|1VULN|1CDMG	127BEXP|3MLV|4RCR|5VULN|69ASPD|8CDMG|aDUST
323	41121 42113	   	194.62	ACR|3BEXP|2ASPD|1VULN|1CDMG	127BEXP|3MLV|4RCR|5VULN|69ASPD|8CDMG|aERES
324	41121 42116	   	194.62	ACR|3BEXP|2ASPD|1VULN|1CDMG	127BEXP|3MLV|4RCR|5VULN|69ASPD|8CDMG|aTLV
325	41121 42221	   	194.62	ACR|3BEXP|2ASPD|1VULN|1CDMG	127BEXP|3MLV|4RCR|5VULN|68ASPD|9CDMG|aDUST
326	41121 42223	   	194.62	ACR|3BEXP|2ASPD|1VULN|1CDMG	127BEXP|3MLV|4RCR|5VULN|68ASPD|9CDMG|aERES
327	41121 42226	   	194.62	ACR|3BEXP|2ASPD|1VULN|1CDMG	127BEXP|3MLV|4RCR|5VULN|68ASPD|9CDMG|aTLV
328	13121 24241	   	194.62	ACR|1BASARM|1VULN|1AART|1BEXP|1AAC	1RCVC|2BEXP|3MLV|4RCR|5VULN|6ZMB|7AART|8AAC|9AME|aBASARM
329	13121 64261	   	194.62	ACR|1BASARM|1VULN|1AART|1BEXP|1AAC	1RCVC|2BEXP|3MLV|4RCR|5VULN|6ERES|7AART|8ZMB|9AAC|aBASARM
330	33512 22476	   	194.61	ACR|2VULN|2BEXP|1ASPD|1AART|1AAC	1DUST|2MBVNT|3RCR|4aBEXP|59VULN|6ASPD|7AAC|8AART
331	33511 64425	   	194.57	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|48BEXP|5DMG|6TLV|7VULN|9aASPD
332	33512 38343	   	194.57	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|78ASPD|9DMG|aAEFBLL
333	33512 38347	   	194.57	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|78ASPD|9DMG|aTLV
334	33512 38423	   	194.57	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|79ASPD|8DMG|aAEFBLL
335	33512 38427	   	194.57	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|79ASPD|8DMG|aTLV
336	33512 38435	   	194.57	ACR|2ASPD|2BEXP|1VULN|1DMG	1DUST|2MBVNT|3RCR|46BEXP|5VULN|7aASPD|8DMG|9AME
337	33512 38473	   	194.57	ACR|2DMG|2BEXP|1VULN|1ASPD	1DUST|2MBVNT|3RCR|46BEXP|5VULN|7ASPD|89DMG|aAEFBLL
338	33511 54341	   	194.49	ACR|2ASPD|2DMG|2BEXP	19DUST|2MBVNT|3RCR|4aBEXP|59DMG|6CGEN|7ERES|89ASPD|9BPWR
339	33511 55341	   	194.49	ACR|2ASPD|2DMG|2BEXP	19DUST|2MBVNT|3RCR|4aBEXP|59DMG|6CGEN|7TLV|89ASPD|9BPWR
340	33511 61341	   	194.49	ACR|2ASPD|2DMG|2BEXP	19DUST|2MBVNT|3RCR|4aBEXP|59DMG|6TLV|7CGEN|89ASPD|9BPWR
341	41121 42114	   	194.48	ACR|3BEXP|2ASPD|1VULN|1CDMG|1SELL	127BEXP|3MLV|4RCR|5VULN|69ASPD|8CDMG|aSELL
342	41121 42224	   	194.48	ACR|3BEXP|2ASPD|1VULN|1CDMG|1SELL	127BEXP|3MLV|4RCR|5VULN|68ASPD|9CDMG|aSELL
343	33522 15241	   	194.46	ACR|2VULN|2ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|45VULN|6DMG|79ASPD|8CGEN|aCDMG
344	33522 15331	   	194.46	ACR|2VULN|2ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|45VULN|6DMG|79ASPD|8RMIN|aCDMG
345	33522 15341	   	194.46	ACR|2VULN|2DMG|1ASPD|1CDMG	1DUST|2MBVNT|3RCR|45VULN|69DMG|7ASPD|8RMIN|aCDMG
346	33525 52321	   	194.46	ACR|2VULN|2ASPD|2CDMG|1BEXP	1DUST|2MBVNT|3RCR|46VULN|56CDMG|6BPWR|7RPLT|89ASPD|aBEXP
347	53512 22328	   	194.46	ACR|2VULN|2ASPD|1CDMG|1BEXP|1AAC	1FEWX|2MBVNT|3RCR|4BEXP|58VULN|69ASPD|7AAC|aCDMG
348	33525 52432	 * 	194.44	ACR|2VULN|2BEXP|3CDMG|1AART	19DUST|2MBVNT|3RCR|46VULN|569CDMG|69BPWR|7RPLT|89BEXP|aAART
349	53522 11344	 * 	194.43	ACR|4VULN|2ASPD|1DMG	19FEWX|2MBVNT|3RCR|459aVULN|6DMG|7LHND|89ASPD|9BPWR
350	33512 55222	   	194.36	ACR|2VULN|2ASPD|2CDMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|57VULN|69CDMG|8aASPD
351	33522 15631	   	194.36	ACR|2VULN|2ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|45VULN|6DMG|79ASPD|8ERES|aCDMG
352	33522 15641	   	194.36	ACR|2VULN|2DMG|1ASPD|1CDMG	1DUST|2MBVNT|3RCR|45VULN|69DMG|7ASPD|8ERES|aCDMG
353	33512 22328	   	194.36	ACR|2VULN|2ASPD|1BEXP|1CDMG|1AAC	1DUST|2MBVNT|3RCR|4BEXP|58VULN|69ASPD|7AAC|aCDMG
354	43221 13323	 * 	194.34	ACR|2VULN|3AART|2BEXP	17BEXP|26MLV|37AEMAG|4RCR|57VULN|7BPWR|89aAART
355	43222 53323	   	194.34	ACR|2VULN|3AART|2BEXP	17BEXP|25MLV|37AEMAG|4RCR|67VULN|7BPWR|89aAART
356	41121 43421	   	194.24	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG|1AAC	12BEXP|3MLV|4RCR|5VULN|6ASPD|7AAC|8DMG|9RMIN|aCDMG
357	33522 11344	   	194.23	ACR|4VULN|2ASPD|1DMG	19DUST|2MBVNT|3RCR|459aVULN|6DMG|7LHND|89ASPD|9BPWR
358	41121 22264	   	194.18	ACR|3BEXP|2VULN|1ASPD|1DMG	127BEXP|3MLV|4RCR|5aVULN|6ZMB|8ASPD|9DMG
359	41121 43431	   	194.14	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG|1AAC	12BEXP|3MLV|4RCR|5VULN|6ASPD|7AAC|8DMG|9TLV|aCDMG
360	46221 53323	   	194.14	ACR|2VULN|3AART|2BEXP	17BEXP|23ERES|4RCR|57AEFBLL|67VULN|7BPWR|89aAART
361	53522 16343	 * 	193.98	ACR|3VULN|1DMG|2CDMG|1AART	1aFEWX|2MBVNT|3RCR|45aVULN|6DMG|7AART|8AEFBLL|9aCDMG|aBPWR
362	33512 76312	   	193.97	ACR|2ASPD|1VULN|1AART|1BEXP|1CDMG	17DUST|2MBVNT|3RCR|4BEXP|5VULN|6AART|8CDMG|9aASPD
363	13121 42362	   	193.87	ACR|2ASPD|2BEXP|1VULN|1DMG	1RCVC|27BEXP|3MLV|4RCR|5VULN|68ASPD|9DMG|aDUR
364	13121 42363	   	193.87	ACR|2ASPD|2BEXP|1VULN|1DMG	1RCVC|27BEXP|3MLV|4RCR|5VULN|68ASPD|9DMG|aLHND
365	13121 42364	   	193.87	ACR|2ASPD|2BEXP|1VULN|1DMG	1RCVC|27BEXP|3MLV|4RCR|5VULN|68ASPD|9DMG|aCGEN
366	13121 42366	   	193.87	ACR|2ASPD|2BEXP|1VULN|1DMG	1RCVC|27BEXP|3aMLV|4RCR|5VULN|68ASPD|9DMG
367	53512 22842	   	193.84	ACR|2VULN|2ASPD|2BEXP|1AAC	19FEWX|2MBVNT|3RCR|48BEXP|59VULN|69ASPD|7AAC|9BPWR|aBELT
368	53512 22844	   	193.84	ACR|2VULN|2ASPD|2BEXP|1AAC	19FEWX|2MBVNT|3RCR|48BEXP|59VULN|69ASPD|7AAC|9BPWR|aLIT
369	25121 14361	   	193.81	ACR|1BASARM|1DMG|1AART|1BEXP|1AAC	1CGEN|2BEXP|35AEFBLL|4RCR|6MLV|7AART|8DMG|9AAC|aBASARM
370	33522 16363	   	193.78	ACR|3VULN|1DMG|2CDMG|1AART	1aDUST|2MBVNT|3RCR|45aVULN|6DMG|7AART|8AEFBLL|9aCDMG|aBPWR
371	13121 42361	   	193.77	ACR|2ASPD|2BEXP|1VULN|1DMG	1RCVC|27BEXP|3MLV|4RCR|5VULN|68ASPD|9DMG|aDUST
372	13121 42365	   	193.77	ACR|2ASPD|2BEXP|1VULN|1DMG	1RCVC|27BEXP|3MLV|4RCR|5VULN|68ASPD|9DMG|aERES
373	13121 44263	 * 	193.77	ACR|2ASPD|1VULN|1AART|2AAC|1BEXP	1RCVC|2BEXP|3MLV|4RCR|5VULN|6aASPD|7AART|89AAC
374	53512 22843	   	193.74	ACR|2VULN|2ASPD|2BEXP|1AAC	19FEWX|2MBVNT|3RCR|48BEXP|59VULN|69ASPD|7AAC|9BPWR|aAEFBLL
375	52214 12221	   	193.66	ACR|1BASARM|2DMG|1VULN	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6MLV|7aDMG|8SNITOX|9VULN
376	52214 12321	   	193.66	ACR|1BASARM|2DMG|1VULN	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6MLV|7aDMG|8VENFST|9VULN
377	52214 13521	   	193.66	ACR|1BASARM|2DMG|1VULN	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6MLV|7LSRREG|8aDMG|9VULN
378	52214 61221	   	193.66	ACR|1BASARM|2DMG|1VULN	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6aDMG|7MLV|8SNITOX|9VULN
379	52214 61321	   	193.66	ACR|1BASARM|2DMG|1VULN	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6aDMG|7MLV|8VENFST|9VULN
380	53541 31453	 * 	193.66	ACR|1BASARM|2ASPD|1VULN	1FEWX|2MBVNT|3RCR|4BELT|5LIT|6VULN|7MLV|8aASPD|9BASARM
381	33512 38542	   	193.64	ACR|2VULN|2ASPD|2BEXP|1AAC	19DUST|2MBVNT|3RCR|46BEXP|59VULN|79ASPD|8AAC|9BPWR|aBELT
382	33512 38544	   	193.64	ACR|2VULN|2ASPD|2BEXP|1AAC	19DUST|2MBVNT|3RCR|46BEXP|59VULN|79ASPD|8AAC|9BPWR|aLIT
383	53512 22321	   	193.64	ACR|2VULN|2ASPD|2BEXP|1AAC	1FEWX|2MBVNT|3RCR|4aBEXP|58VULN|69ASPD|7AAC
384	13121 23541	   	193.62	ACR|1BASARM|1VULN|1AART|1BEXP|1AAC	1RCVC|2BEXP|3MLV|4RCR|5VULN|6ZMB|7AAC|8AART|9AME|aBASARM
385	33543 64153	   	193.56	ACR|1BASARM|2ASPD|1VULN	1DUST|2MBVNT|3RCR|4BELT|5LWND|6aASPD|7BASARM|8CGEN|9VULN
386	33543 64364	   	193.56	ACR|1BASARM|2ASPD|1VULN	1DUST|2MBVNT|3RCR|4BELT|5LWND|6aASPD|7BASARM|8DUR|9VULN
387	33547 21347	   	193.56	ACR|1BASARM|2DMG|1VULN	1DUST|2MBVNT|3RCR|4BELT|57DMG|6ZMB|8VULN|9RMIN|aBASARM
388	53541 32253	   	193.56	ACR|1BASARM|2ASPD|1VULN	1FEWX|2MBVNT|3RCR|4BELT|5LIT|6VULN|7aASPD|8TLV|9BASARM
389	33512 22321	   	193.54	ACR|2VULN|2ASPD|2BEXP|1AAC	1DUST|2MBVNT|3RCR|4aBEXP|58VULN|69ASPD|7AAC
390	33512 38543	   	193.54	ACR|2VULN|2ASPD|2BEXP|1AAC	19DUST|2MBVNT|3RCR|46BEXP|59VULN|79ASPD|8AAC|9BPWR|aAEFBLL
391	53522 11436	 * 	193.54	ACR|3VULN|2DMG|2BEXP	19FEWX|2MBVNT|3RCR|459VULN|6aDMG|7LHND|89BEXP|9BPWR
392	33521 48438	   	193.52	ACR|1BASARM|1VULN|1DMG|1AART	1DUST|2MBVNT|3RCR|4VULN|5DMG|6FEWX|7AME|8AART|9RPLT|aBASARM
393	33543 64453	   	193.46	ACR|1BASARM|2ASPD|1VULN	1DUST|2MBVNT|3RCR|4BELT|5LWND|6aASPD|7BASARM|8AME|9VULN
394	53426 84433	   	193.37	ACR|1BASARM|1DMG|1VULN|1BEXP|1CDMG	1FEWX|2MBVNT|3LIT|4DMG|5RCR|6BASARM|7BEXP|8DUR|9VULN|aCDMG
395	33522 11436	   	193.34	ACR|3VULN|2DMG|2BEXP	19DUST|2MBVNT|3RCR|459VULN|6aDMG|7LHND|89BEXP|9BPWR
396	53512 22821	   	193.28	ACR|3BEXP|2ASPD|1VULN|1AAC	1FEWX|2MBVNT|3RCR|48aBEXP|5VULN|69ASPD|7AAC
397	33512 38521	   	193.18	ACR|3BEXP|2ASPD|1VULN|1AAC	1DUST|2MBVNT|3RCR|46aBEXP|5VULN|79ASPD|8AAC
398	32224 13226	   	193.18	ACR|2ASPD|2BEXP|1VULN|1DMG|1AAC	1DUST|2aLIT|3AEMAG|4DMG|5RCR|6aASPD|7VULN|8aBEXP|9AAC|aBPWR
399	33521 42155	   	193.07	ACR|2ASPD|2DMG|1VULN|1AAC	1aDUST|2MBVNT|3RCR|4VULN|5aDMG|6FEWX|7AAC|8TLV|9aASPD|aBPWR
400	13125 41261	   	193.07	ACR|2ASPD|2BEXP|1VULN|1BASICY	1RCVC|27BEXP|3MLV|4RCR|57LWND|67ASPD|7BPWR|8VULN|9BASICY|aLIT
401	13125 41262	   	193.07	ACR|2ASPD|2BEXP|1VULN|1BASICY	1RCVC|27BEXP|3MLV|4RCR|57LWND|67ASPD|7BPWR|8VULN|9BASICY|aDUR
402	53522 21381	   	193.04	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1FEWX|2MBVNT|3RCR|45VULN|6BASICY|7ZMB|8BEXP|9ASPD|aDMG
403	53522 21834	   	193.04	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1FEWX|2MBVNT|3RCR|45VULN|6BASICY|7ZMB|8DMG|9ASPD|aBEXP
404	52214 12523	   	193.02	ACR|1BASARM|1DMG|2CDMG|1BEXP	1FEWX|2LIT|3RCR|4RPLT|5BASARM|6MLV|7DMG|8aCDMG|9BEXP
405	13351 22434	 * 	192.96	ACR|1BASARM|3BEXP|1DMG	1RCVC|236BEXP|46SNIHEL|5RCR|6BPWR|7FEWX|8MBVNT|9BASARM|aDMG
406	13351 24434	   	192.96	ACR|1BASARM|3BEXP|1DMG	1RCVC|236BEXP|46SNIHEL|5RCR|6BPWR|7DUR|8MBVNT|9BASARM|aDMG
407	13351 25434	   	192.96	ACR|1BASARM|3BEXP|1DMG	1RCVC|236BEXP|46SNIHEL|5RCR|6BPWR|7LHND|8MBVNT|9BASARM|aDMG
408	13121 13424	   	192.95	ACR|2VULN|2ASPD|2BEXP|1AAC	1RCVC|27BEXP|367MLV|4RCR|57VULN|7BPWR|8AAC|9aASPD
409	13121 13465	   	192.95	ACR|2VULN|2DMG|2BEXP|1AAC	1RCVC|27BEXP|367MLV|4RCR|57VULN|7BPWR|8AAC|9aDMG
410	13122 53424	   	192.95	ACR|2VULN|2ASPD|2BEXP|1AAC	1RCVC|27BEXP|357MLV|4RCR|67VULN|7BPWR|8AAC|9aASPD
411	33521 52434	   	192.94	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUST|2MBVNT|3RCR|47VULN|5DMG|6CGEN|8BASICY|9ASPD|aBEXP
412	33522 14434	   	192.94	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6DMG|7CGEN|8BASICY|9ASPD|aBEXP
413	33522 21181	   	192.94	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6BASICY|7ZMB|8BEXP|9ASPD|aDMG
414	33522 21834	   	192.94	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6BASICY|7ZMB|8DMG|9ASPD|aBEXP
415	33522 22834	   	192.94	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6BASICY|7CGEN|8DMG|9ASPD|aBEXP
416	33522 23784	   	192.94	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6BASICY|7DUR|8DMG|9ASPD|aBEXP
417	33522 24784	   	192.94	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6BASICY|7FEWX|8DMG|9ASPD|aBEXP
418	33522 26181	   	192.94	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6BASICY|7RMIN|8BEXP|9ASPD|aDMG
419	33511 11378	   	192.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5DMG|6RMIN|7CGEN|8ASPD|9DUR|aBASARM
420	33511 13458	   	192.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5DMG|6RMIN|7LWND|8MLV|9ASPD|aBASARM
421	33513 21444	   	192.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5LHND|6ASPD|79LWND|8DMG|aBASARM
422	33513 21484	   	192.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5LHND|6ASPD|7LWND|8DMG|9DMSP|aBASARM
423	33543 64128	   	192.92	ACR|1BASARM|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4BELT|5LWND|6ASPD|7BASARM|8CGEN|9CDMG|aDMG
424	33543 64228	   	192.92	ACR|1BASARM|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4BELT|5LWND|6ASPD|7BASARM|8CDMG|9CGEN|aDMG
425	33564 21444	   	192.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4LHND|5BEXP|6ASPD|79LWND|8DMG|aBASARM
426	33564 21484	   	192.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4LHND|5BEXP|6ASPD|7LWND|8DMG|9DMSP|aBASARM
427	53511 24238	   	192.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1FEWX|2MBVNT|3RCR|4BEXP|5DMG|6RPLT|7ASPD|8LWND|9AEFBLL|aBASARM
428	33534 11458	   	192.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4CGEN|5ZMB|6DMG|7LHND|8BEXP|9ASPD|aBASARM
429	53511 13154	   	192.92	ACR|1BASARM|1ASPD|1DMG|1BEXP	1FEWX|2MBVNT|3RCR|4BEXP|5DMG|6RMIN|7LWND|8TLV|9ASPD|aBASARM
430	13121 42332	   	192.87	ACR|2ASPD|2BEXP|1VULN|1BASICY	1RCVC|27BEXP|3MLV|4RCR|5VULN|68ASPD|9BASICY|aLWND
431	13121 42333	   	192.87	ACR|2ASPD|2BEXP|1VULN|1BASICY	1RCVC|27BEXP|3MLV|4RCR|5VULN|68ASPD|9BASICY|aLHND
432	13121 42334	   	192.87	ACR|2ASPD|2BEXP|1VULN|1BASICY	1RCVC|27BEXP|3MLV|4RCR|5VULN|68ASPD|9BASICY|aRPLT
433	13351 21434	   	192.86	ACR|1BASARM|3BEXP|1DMG	1RCVC|236BEXP|46SNIHEL|5RCR|6BPWR|7DUST|8MBVNT|9BASARM|aDMG
434	53511 23132	   	192.86	ACR|3ASPD|2BEXP|1DMG	1aFEWX|2MBVNT|3RCR|4aBEXP|5DMG|6RPLT|7LIT|89aASPD|aBPWR
435	33522 25371	   	192.84	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6BASICY|7ERES|8BEXP|9ASPD|aDMG
436	33522 25834	   	192.84	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6BASICY|7ERES|8DMG|9ASPD|aBEXP
437	41121 24251	   	192.82	ACR|2BEXP|1VULN|1ASPD|1AART|1CDMG|1AAC	12BEXP|3MLV|4RCR|5VULN|6ZMB|7AART|8AAC|9CDMG|aASPD
438	33511 24238	   	192.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5DMG|6RPLT|7ASPD|8LWND|9AEFBLL|aBASARM
439	33511 13154	   	192.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5DMG|6RMIN|7LWND|8TLV|9ASPD|aBASARM
440	33513 23647	   	192.82	ACR|1BASARM|1ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5LHND|6ASPD|7MDPS|8MLV|9BASARM|aDMG
441	33543 64428	   	192.82	ACR|1BASARM|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4BELT|5LWND|6ASPD|7BASARM|8AME|9CDMG|aDMG
442	41125 41111	   	192.81	ACR|3ASPD|3BEXP|1CDMG	127BEXP|3MLV|4RCR|57LWND|679ASPD|7BPWR|8CDMG|aRPLT
443	41125 41112	   	192.81	ACR|3ASPD|3BEXP|1CDMG	127BEXP|3MLV|4RCR|57LWND|679ASPD|7BPWR|8CDMG|aFEWX
444	41125 41113	   	192.81	ACR|3ASPD|3BEXP|1CDMG	127BEXP|3MLV|4RCR|57LWND|679ASPD|7BPWR|8CDMG|aZMB
445	13121 42335	   	192.77	ACR|2ASPD|2BEXP|1VULN|1BASICY	1RCVC|27BEXP|3MLV|4RCR|5VULN|68ASPD|9BASICY|aDUST
446	13121 42336	   	192.77	ACR|2ASPD|2BEXP|1VULN|1BASICY	1RCVC|27BEXP|3MLV|4RCR|5VULN|68ASPD|9BASICY|aERES
447	13121 43563	   	192.77	ACR|2ASPD|1VULN|1AART|2AAC|1BEXP	1RCVC|2BEXP|3MLV|4RCR|5VULN|6aASPD|79AAC|8AART
448	53521 12341	   	192.76	ACR|2VULN|2ASPD|1DMG|1BEXP	19FEWX|2MBVNT|3RCR|49VULN|5DMG|6RMIN|7ZMB|89ASPD|9BPWR|aBEXP
449	53524 18441	   	192.76	ACR|2VULN|2DMG|1ASPD|1BEXP	19FEWX|2MBVNT|3RCR|49VULN|5ZMB|6RMIN|7ASPD|89DMG|9BPWR|aBEXP
450	33534 14455	   	192.66	ACR|2ASPD|2VULN|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4aCGEN|5ZMB|6DMG|7aVULN|8BEXP|9aASPD|aBPWR
451	33511 23142	   	192.66	ACR|3ASPD|2BEXP|1DMG	1aDUST|2MBVNT|3RCR|4aBEXP|5DMG|6RPLT|7LIT|89aASPD|aBPWR
452	33521 12341	   	192.56	ACR|2VULN|2ASPD|1DMG|1BEXP	19DUST|2MBVNT|3RCR|49VULN|5DMG|6RMIN|7ZMB|89ASPD|9BPWR|aBEXP
453	33521 45341	   	192.56	ACR|2VULN|2ASPD|1DMG|1BEXP	19DUST|2MBVNT|3RCR|49VULN|5DMG|67FEWX|89ASPD|9BPWR|aBEXP
454	33524 18441	   	192.56	ACR|2VULN|2DMG|1ASPD|1BEXP	19DUST|2MBVNT|3RCR|49VULN|5ZMB|6RMIN|7ASPD|89DMG|9BPWR|aBEXP
455	53511 14325	   	192.56	ACR|2VULN|2ASPD|1DMG|1BEXP	1FEWX|2MBVNT|3RCR|4BEXP|5DMG|6RMIN|78VULN|9aASPD
456	53522 11321	   	192.56	ACR|2VULN|2ASPD|1DMG|1BEXP	1FEWX|2MBVNT|3RCR|45VULN|6DMG|7LHND|89ASPD|aBEXP
457	53522 11371	   	192.56	ACR|2VULN|2DMG|1ASPD|1BEXP	1FEWX|2MBVNT|3RCR|45VULN|69DMG|7LHND|8ASPD|aBEXP
458	53522 15421	   	192.56	ACR|2VULN|2ASPD|1DMG|1BEXP	1FEWX|2MBVNT|3RCR|45VULN|6DMG|79ASPD|8LHND|aBEXP
459	33512 68342	   	192.46	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|56VULN|78ASPD|9DMG|aBELT
460	33512 68344	   	192.46	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|56VULN|78ASPD|9DMG|aLIT
461	33512 68422	   	192.46	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|56VULN|79ASPD|8DMG|aBELT
462	33512 68424	   	192.46	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|56VULN|79ASPD|8DMG|aLIT
463	33511 14325	   	192.46	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5DMG|6RMIN|78VULN|9aASPD
464	33511 52325	   	192.46	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|4BEXP|5DMG|6CGEN|78VULN|9aASPD
465	33522 11321	   	192.46	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6DMG|7LHND|89ASPD|aBEXP
466	33522 11371	   	192.46	ACR|2VULN|2DMG|1ASPD|1BEXP	1DUST|2MBVNT|3RCR|45VULN|69DMG|7LHND|8ASPD|aBEXP
467	33522 14478	   	192.46	ACR|2VULN|2DMG|1BASICY|1CDMG	1DUST|2MBVNT|3RCR|45VULN|69DMG|7CGEN|8BASICY|aCDMG
468	33522 15421	   	192.46	ACR|2VULN|2ASPD|1DMG|1BEXP	1DUST|2MBVNT|3RCR|45VULN|6DMG|79ASPD|8LHND|aBEXP
469	33522 15471	   	192.46	ACR|2VULN|2DMG|1ASPD|1BEXP	1DUST|2MBVNT|3RCR|45VULN|69DMG|7ASPD|8LHND|aBEXP
