0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35242 51222	9	 * 	283.21	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV|1ASPD	1CGEN|28aVULN|3TLV|4DMG|58DUR|6ASPD|78CDMG|8BPWR|9RCR
346	41222 25363	10	   	254.66	DCR|4VULN|1DMG|1DUR|1ASPD	1ERES|2DUST|3467VULN|5DUR|8RCR|9DMG|aASPD
347	42225 33212	7	   	254.66	DCR|4VULN|2CDMG|1DUR|1ASPD	18ERES|2DUR|348aVULN|58CDMG|6RCR|7LEGI|8BPWR|9ASPD
348	33263 26353	7	   	254.65	DCR|3VULN|3DMG|1TLV	19CGEN|279DMG|38LWND|4TLV|569VULN|9BPWR|aRCR
349	16633 22312	6	   	254.61	DCR|4VULN|1DMG|1DUR|1ASPD|1SELL	1BEXP|235aVULN|4DUR|6RCR|7DMG|8SELL|9ASPD
350	33433 26433	7	   	254.55	DCR|3VULN|3DMG|1DUR	13CGEN|237DMG|3BPWR|459VULN|6RMIN|8DUR|aRCR
351	33435 11113	9	   	254.55	DCR|3VULN|3DMG|1TLV	13CGEN|235DMG|3BPWR|489VULN|6BEXP|7TLV|aRCR
352	33343 26433	7	   	254.45	DCR|3VULN|3DMG|1DUR	1CGEN|247DMG|359VULN|6RMIN|8DUR|aRCR
353	33345 11113	9	   	254.45	DCR|3VULN|3DMG|1TLV	1CGEN|245DMG|389VULN|6BEXP|7TLV|aRCR
354	33435 21113	9	   	254.45	DCR|3VULN|3DMG|1TLV	13CGEN|235DMG|3BPWR|489VULN|6DUST|7TLV|aRCR
355	33345 21113	9	   	254.35	DCR|3VULN|3DMG|1TLV	1CGEN|245DMG|389VULN|6DUST|7TLV|aRCR
356	43345 11113	9	   	254.35	DCR|3VULN|3DMG|1TLV	1ERES|245DMG|389VULN|6BEXP|7TLV|aRCR
357	43435 11113	9	   	254.35	DCR|3VULN|3DMG|1TLV	13ERES|235DMG|3BPWR|489VULN|6BEXP|7TLV|aRCR
358	43345 21113	9	   	254.25	DCR|3VULN|3DMG|1TLV	1ERES|245DMG|389VULN|6DUST|7TLV|aRCR
359	43435 21113	9	   	254.25	DCR|3VULN|3DMG|1TLV	13ERES|235DMG|3BPWR|489VULN|6DUST|7TLV|aRCR
360	43311 82481	6	   	254.25	DCR|3VULN|3DMG|1DUR	149ERES|279DMG|389VULN|5MBVNT|6RCR|9BPWR|aDUR
361	15432 21112	3	   	254.24	DCR|3VULN|2DUR|1TLV|1CDMG	149BEXP|2RPLT|349VULN|49BPWR|5TLV|6LIT|79DUR|8RCR|aCDMG
362	16135 22421	2	   	254.20	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1ASPD	1BEXP|28VULN|3TLV|4DUR|58DMG|6LWND|78LIT|8BPWR|9RCR|aASPD
363	32225 33461	8	   	254.17	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CGEN|2DUR|347VULN|5CDMG|6RCR|8ASPD|9DMG|aLIT
364	16135 12421	2	   	254.10	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1ASPD	1BEXP|28VULN|3TLV|4DUR|58DMG|6DUST|78LIT|8BPWR|9RCR|aASPD
365	16633 21511	8	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	1BEXP|235VULN|48DUR|6RCR|7CDMG|9TLV|aLIT
366	16533 21211	7	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	1BEXP|258VULN|34DUR|6RCR|7CDMG|9TLV|aLIT
367	16533 21311	8	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	1BEXP|258VULN|34DUR|6RCR|7CDMG|9TLV|aLIT
368	16115 22422	2	   	253.85	DCR|3VULN|2DMG|1TLV|2LIT	1BEXP|28aVULN|3TLV|4LHND|58DMG|6LWND|78LIT|8BPWR|9RCR
369	21122 11233	6	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1BELT|24LIT|347VULN|4BPWR|5BEXP|69DMG|8DUR|aRCR
370	21122 13662	6	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1BELT|24LIT|348VULN|4BPWR|5BEXP|67DMG|9RCR|aDUR
371	16115 12422	2	   	253.75	DCR|3VULN|2DMG|1TLV|2LIT	1BEXP|28aVULN|3TLV|4LHND|58DMG|6DUST|78LIT|8BPWR|9RCR
372	33431 81382	10	   	253.72	DCR|3VULN|2DMG|2CDMG|1ASPD	139CGEN|23DMG|39BPWR|489VULN|5MBVNT|6RCR|79CDMG|aASPD
373	33431 37382	10	   	253.72	DCR|3VULN|2DMG|2CDMG|1ASPD	139CGEN|23DMG|39BPWR|489VULN|5MBVNT|69CDMG|7RCR|aASPD
374	16623 21333	10	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2358VULN|4LHND|6RCR|7CDMG|9DUR|aTLV
375	16623 21352	10	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2358VULN|4LHND|6RCR|7CDMG|9TLV|aDUR
376	16633 21212	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9TLV|aLHND
377	16633 21213	7	   	253.69	DCR|4VULN|1DUR|1TLV|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9TLV|aRMIN
378	16633 21214	7	   	253.69	DCR|4VULN|1DUR|1TLV|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9TLV|aZMB
379	16633 21222	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9BELT|aTLV
380	16633 21312	8	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9TLV|aLHND
381	16633 21313	8	   	253.69	DCR|4VULN|1DUR|1TLV|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9TLV|aRMIN
382	16633 21314	8	   	253.69	DCR|4VULN|1DUR|1TLV|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9TLV|aZMB
383	16633 21322	8	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9BELT|aTLV
384	35125 33316	10	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1CGEN|2478VULN|3BEXP|5CDMG|6RCR|9DUR|aTLV
385	35332 25326	10	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1CGEN|2467VULN|3LWND|5DUR|8RCR|9CDMG|aTLV
386	33341 37382	10	   	253.62	DCR|3VULN|2DMG|2CDMG|1ASPD	19CGEN|24DMG|389VULN|5MBVNT|69CDMG|7RCR|9BPWR|aASPD
387	33341 81382	10	   	253.62	DCR|3VULN|2DMG|2CDMG|1ASPD	19CGEN|24DMG|389VULN|5MBVNT|6RCR|79CDMG|9BPWR|aASPD
388	16633 21215	7	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9TLV|aERES
389	16633 21315	8	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|2358VULN|4DUR|6RCR|7CDMG|9TLV|aERES
390	16633 21432	7	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|235aVULN|4DUR|6RCR|7CDMG|8TLV|9ERES
391	21126 11631	8	   	253.56	DCR|4VULN|2TLV|2LIT|1ASPD	1BELT|24LIT|3467VULN|46BPWR|56TLV|8ASPD|9RCR|aDMSP
392	21126 11632	8	   	253.56	DCR|4VULN|2TLV|2LIT|1ASPD	1BELT|24LIT|3467VULN|46BPWR|56TLV|8ASPD|9RCR|aBEXP
393	21126 12113	9	   	253.56	DCR|4VULN|2TLV|2LIT|1ASPD	1BELT|24LIT|3469VULN|46BPWR|56TLV|7RCR|8RMIN|aASPD
394	21126 12126	9	   	253.56	DCR|4VULN|2TLV|2LIT|1ASPD	1BELT|24LIT|346aVULN|46BPWR|56TLV|7RCR|8RMIN|9ASPD
395	21126 12213	9	   	253.56	DCR|4VULN|2TLV|2LIT|1ASPD	1BELT|24LIT|3469VULN|46BPWR|56TLV|7RCR|8CGEN|aASPD
396	21126 12226	9	   	253.56	DCR|4VULN|2TLV|2LIT|1ASPD	1BELT|24LIT|346aVULN|46BPWR|56TLV|7RCR|8CGEN|9ASPD
397	21122 12523	8	   	253.56	DCR|4VULN|1DMG|2LIT|1ASPD	1BELT|24LIT|349aVULN|4BPWR|5BEXP|6DMG|7ASPD|8RCR
398	16633 22633	9	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1BEXP|2358VULN|4DUR|6RCR|7RMIN|9DMG|aAART
399	16633 33234	8	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1BEXP|2358VULN|4DUR|6AART|7DMG|9ZMB|aRCR
400	32226 65112	4	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1CGEN|2DUR|3479VULN|5AART|6DMG|8RCR|aZMB
401	32226 65113	4	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1CGEN|2DUR|3479VULN|5AART|6DMG|8RCR|aFEWX
402	32241 45112	5	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1CGEN|2DUR|3679VULN|4AART|5DMG|8RCR|aZMB
403	32241 45113	5	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1CGEN|2DUR|3679VULN|4AART|5DMG|8RCR|aFEWX
404	51226 63112	5	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|3479VULN|5AART|6DMG|8RCR|aZMB
405	51226 63112	4	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|3479VULN|5AART|6DMG|8RCR|aZMB
406	51226 63113	4	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|3479VULN|5AART|6DMG|8RCR|aBELT
407	51226 63113	5	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|3479VULN|5AART|6DMG|8RCR|aBELT
408	51241 43112	5	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|3679VULN|4AART|5DMG|8RCR|aZMB
409	51241 43113	5	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|3679VULN|4AART|5DMG|8RCR|aBELT
410	42225 33336	10	   	253.49	DCR|4VULN|1TLV|1DUR|1CDMG	1ERES|2DUR|3489VULN|5CDMG|6RCR|7LEGI|aTLV
411	22262 45312	8	   	253.48	DCR|3VULN|2DMG|2DUR|1NUKE	1BELT|2NUKE|38DUR|458VULN|68DMG|7RCR|8BPWR|9CGEN|aLWND
412	22262 45313	8	   	253.48	DCR|3VULN|2DMG|2DUR|1NUKE	1BELT|2NUKE|38DUR|458VULN|68DMG|7RCR|8BPWR|9CGEN|aFEWX
413	22262 45321	9	   	253.48	DCR|3VULN|2DMG|2DUR|1NUKE	1BELT|2NUKE|38DUR|458VULN|68DMG|7RCR|8BPWR|9BEXP|aLHND
414	22262 45321	8	   	253.48	DCR|3VULN|2DMG|2DUR|1NUKE	1BELT|2NUKE|38DUR|458VULN|68DMG|7RCR|8BPWR|9aLHND
415	22262 45322	10	   	253.48	DCR|3VULN|2DMG|2DUR|1NUKE	1BELT|2NUKE|38DUR|458VULN|68DMG|7RCR|8BPWR|9BEXP|aMLV
416	22262 45331	9	   	253.48	DCR|3VULN|2DMG|2DUR|1NUKE	1BELT|2NUKE|38DUR|458VULN|68DMG|7RCR|8BPWR|9DMSP|aCGEN
417	33433 22661	10	   	253.48	DCR|3VULN|2DMG|2DUR	13CGEN|23DMG|3BPWR|458VULN|6RMIN|7aDUR|9RCR
418	21121 11433	7	   	253.46	DCR|4VULN|1DMG|2LIT|1ASPD	1BELT|24LIT|3467VULN|46BPWR|56ERES|8DMG|9RCR|aASPD
419	21126 11263	8	   	253.46	DCR|4VULN|2TLV|2LIT|1ASPD	1BELT|24LIT|3467VULN|46BPWR|56TLV|8ERES|9RCR|aASPD
420	21126 11363	7	   	253.46	DCR|4VULN|2TLV|2LIT|1ASPD	1BELT|24LIT|3467VULN|46BPWR|56TLV|8ERES|9RCR|aASPD
421	21126 11635	8	   	253.46	DCR|4VULN|3TLV|2LIT|1ASPD	1BELT|24LIT|3467VULN|46BPWR|56aTLV|8ASPD|9RCR
422	21126 12363	6	   	253.46	DCR|4VULN|2TLV|2LIT|1ASPD	1BELT|24LIT|3467VULN|46BPWR|56TLV|8ERES|9RCR|aASPD
423	32633 32362	7	   	253.44	DCR|4VULN|1TLV|1DUR|1CDMG|1SELL	1CGEN|2DUR|3SELL|458aVULN|6RCR|7CDMG|9TLV
424	32633 33362	6	   	253.44	DCR|4VULN|1TLV|1DUR|1CDMG|1SELL	1CGEN|2DUR|3SELL|458aVULN|6RCR|7CDMG|9TLV
425	21222 24622	8	   	253.43	DCR|4VULN|3ASPD|2LIT	1BELT|2aLIT|35aASPD|458aVULN|5aBPWR|6RMIN|7RPLT|9RCR
426	16613 42112	7	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1BEXP|2359VULN|4ERES|6DMG|7AART|8RCR|aTLV
427	32226 65111	4	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1CGEN|2DUR|3479VULN|5AART|6DMG|8RCR|aERES
428	32241 45111	5	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1CGEN|2DUR|3679VULN|4AART|5DMG|8RCR|aERES
429	42225 36232	9	   	253.41	DCR|4VULN|2CDMG|1DUR|1AART	17ERES|2DUR|347aVULN|57CDMG|6RCR|7BPWR|8CGEN|9AART
430	43333 25112	5	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1ERES|2DMG|3579VULN|4LWND|6AART|8RCR|aTLV
431	45123 42112	7	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1ERES|2459VULN|3BEXP|6DMG|7AART|8RCR|aTLV
432	51226 63111	5	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|3479VULN|5AART|6DMG|8RCR|aERES
433	51226 63111	4	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|3479VULN|5AART|6DMG|8RCR|aERES
434	51241 43111	5	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|2DUR|3679VULN|4AART|5DMG|8RCR|aERES
435	21222 51662	6	   	253.41	DCR|4VULN|2ASPD|1DUR	1BELT|2LIT|35ASPD|4578VULN|5BPWR|6BEXP|9RCR|aDUR
436	21222 61662	5	   	253.41	DCR|4VULN|2ASPD|1DUR	1BELT|2LIT|35ASPD|4578VULN|5BPWR|6BEXP|9RCR|aDUR
437	43343 61321	7	   	253.40	DCR|4VULN|2DMG	1ERES|24DMG|3569VULN|7LIT|8RCR|aBEXP
438	43343 61322	7	   	253.40	DCR|4VULN|2DMG	1ERES|24DMG|3569VULN|7LIT|8RCR|aRPLT
439	43433 61321	7	   	253.40	DCR|4VULN|2DMG	13ERES|23DMG|3BPWR|4569VULN|7LIT|8RCR|aBEXP
440	43433 61322	7	   	253.40	DCR|4VULN|2DMG	13ERES|23DMG|3BPWR|4569VULN|7LIT|8RCR|aRPLT
441	22262 45311	9	   	253.38	DCR|3VULN|2DMG|2DUR|1NUKE	1BELT|2NUKE|38DUR|458VULN|68DMG|7RCR|8BPWR|9DUST|aLHND
442	22262 45312	10	   	253.38	DCR|3VULN|2DMG|2DUR|1NUKE	1BELT|2NUKE|38DUR|458VULN|68DMG|7RCR|8BPWR|9DUST|aMLV
443	22262 45333	10	   	253.38	DCR|3VULN|2DMG|2DUR|1NUKE	1BELT|2NUKE|38DUR|458VULN|68DMG|7RCR|8BPWR|9DMSP|aDUST
444	22262 45333	8	   	253.38	DCR|3VULN|2DMG|2DUR|1NUKE	1BELT|2NUKE|38DUR|458VULN|68DMG|7RCR|8BPWR|9BBNT|aBEXP
445	33343 22661	10	   	253.38	DCR|3VULN|2DMG|2DUR	1CGEN|24DMG|358VULN|6RMIN|7aDUR|9RCR
446	33431 83218	8	   	253.38	DCR|3VULN|2DMG|2DUR	13CGEN|23DMG|3BPWR|49aVULN|5MBVNT|6RCR|78DUR
447	16333 22326	6	   	253.34	DCR|3VULN|2DMG|2DUR|1SELL	139BEXP|25aVULN|4aDUR|6RCR|7aDMG|8SELL|aBPWR
448	32633 36253	10	   	253.34	DCR|3VULN|2DMG|2DUR|1SELL	178CGEN|27DUR|3SELL|457VULN|6RCR|7BPWR|9aDMG
449	21222 11316	6	   	253.33	DCR|4VULN|3ASPD|2LIT	1BELT|28LIT|356ASPD|4569VULN|56BPWR|7LWND|aRCR
450	21222 13316	7	   	253.33	DCR|4VULN|3ASPD|2LIT	1BELT|28LIT|356ASPD|4569VULN|56BPWR|7LWND|aRCR
451	21222 21661	6	   	253.33	DCR|4VULN|3ASPD|2LIT|1NUKE	1BELT|2aLIT|35aASPD|458aVULN|5aBPWR|6RMIN|7NUKE|9RCR
452	23421 21661	5	   	253.33	DCR|4VULN|3ASPD|2LIT	1BELT|23aASPD|3aBPWR|4BEXP|578aVULN|6aLIT|9RCR
453	41223 42112	7	   	253.31	DCR|4VULN|1DMG|1TLV|1AART	1ERES|2DUST|3459VULN|6DMG|7AART|8RCR|aTLV
454	21222 51662	5	   	253.31	DCR|4VULN|2ASPD|1DUR	1BELT|2LIT|35ASPD|4578VULN|5BPWR|6DUST|9RCR|aDUR
455	43313 61323	7	   	253.30	DCR|4VULN|2DMG	14ERES|2aDMG|3569VULN|7LIT|8RCR
456	33341 83218	8	   	253.28	DCR|3VULN|2DMG|2DUR	1CGEN|24DMG|39aVULN|5MBVNT|6RCR|78DUR
457	33265 33522	9	   	253.27	DCR|2VULN|2DMG|2ASPD|2CDMG|1TLV	1CGEN|29DMG|3LWND|4TLV|59CDMG|6RCR|7aVULN|89ASPD|9BPWR
458	21112 13661	6	   	253.26	DCR|3VULN|3DMG|2LIT	1BELT|2aLIT|348VULN|5aBEXP|67aDMG|9RCR|aBPWR
