0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23615 11125	7	 * 	292.08	DCR|4VULN|3DMG|2DUR	18FEWX|2458VULN|345DMG|458BPWR|68MLV|7RCR|9aDUR
337	23615 12522	6	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7LHND|8LIT|9DUR|aRCR
338	23615 21122	7	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8LWND|9CGEN|aRCR
339	23615 21222	8	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8LHND|9CGEN|aRCR
340	23615 21232	9	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8LHND|9MLV|aRCR
341	23615 21242	10	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8LHND|9LWND|aRCR
342	23615 21613	7	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8RCR|9BEXP|aRPLT
343	23615 21622	7	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8RCR|9CGEN|aRMIN
344	23615 35222	5	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6BEXP|7RMIN|8LIT|9DUR|aRCR
345	23615 41212	10	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6LWND|7LIT|8LHND|9DUR|aRCR
346	23615 41322	8	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6LWND|7LIT|8CGEN|9DUR|aRCR
347	23615 51222	5	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6RMIN|7LHND|8LIT|9DUR|aRCR
348	23615 51322	8	   	262.96	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6LHND|7LIT|8CGEN|9DUR|aRCR
349	23611 33261	10	   	262.96	DCR|3VULN|3DMG|1CDMG|1ASPD	1FEWX|24aVULN|348DMG|4BPWR|5ASPD|6LHND|7RCR|9CDMG
350	23615 11334	7	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|8DUR|9TBNT|aLIT
351	23615 11521	7	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7RCR|8LIT|9DUR|aERES
352	23615 11522	6	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6MLV|7LEGI|8LIT|9DUR|aRCR
353	23615 21312	8	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8CGEN|9DUST|aRCR
354	23615 21322	7	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8DUST|9CGEN|aRCR
355	23615 21352	9	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8CGEN|9LEGI|aRCR
356	23615 21611	7	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8RCR|9BEXP|aERES
357	23615 21621	7	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LIT|8RCR|9CGEN|aERES
358	23615 23222	8	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7DUST|8LIT|9CGEN|aRCR
359	23615 23232	9	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7DUST|8LIT|9MLV|aRCR
360	23615 23242	10	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7DUST|8LIT|9LWND|aRCR
361	23615 23352	8	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7DUST|8RMIN|9LIT|aRCR
362	23615 24222	8	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LEGI|8LIT|9CGEN|aRCR
363	23615 24232	9	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LEGI|8LIT|9MLV|aRCR
364	23615 25212	6	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7RMIN|8LIT|9DUST|aRCR
365	23615 25212	5	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7RMIN|8LIT|9DUST|aRCR
366	23615 43212	10	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6LWND|7DUST|8LIT|9DUR|aRCR
367	23615 53212	10	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6LHND|7DUST|8LIT|9DUR|aRCR
368	23615 53222	5	   	262.86	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6RMIN|7LEGI|8LIT|9DUR|aRCR
369	36321 63132	4	   	262.79	DCR|2VULN|2DMG|2DUR|3LIT|1TLV	139LIT|29VULN|46DMG|5TLV|79DUR|8RCR|9BPWR|aBEXP
370	36321 63133	4	   	262.79	DCR|2VULN|2DMG|2DUR|3LIT|1TLV	139LIT|29VULN|46DMG|5TLV|79DUR|8RCR|9BPWR|aFEWX
371	36321 63135	4	   	262.79	DCR|2VULN|2DMG|2DUR|3LIT|1TLV	139LIT|29VULN|46DMG|5TLV|79DUR|8RCR|9BPWR|aCGEN
372	23612 11522	3	   	262.76	DCR|3VULN|3DMG|1DUR	1FEWX|24aVULN|347DMG|4BPWR|5ERES|6RCR|8LIT|9DUR
373	23612 11522	4	   	262.76	DCR|3VULN|3DMG|1DUR	1FEWX|24aVULN|347DMG|4BPWR|5ERES|6RCR|8LIT|9DUR
374	23615 22352	5	   	262.76	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LEGI|8BBNT|9LIT|aRCR
375	23615 22352	6	   	262.76	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7LEGI|8BBNT|9LIT|aRCR
376	23615 23352	7	   	262.76	DCR|3VULN|3DMG|1DUR	1FEWX|245VULN|345DMG|45BPWR|6DUR|7DUST|8BBNT|9LIT|aRCR
377	23614 11234	3	   	262.76	DCR|3VULN|3DMG|1TLV	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9TBNT|aLIT
378	23614 11234	4	   	262.76	DCR|3VULN|3DMG|1TLV	1FEWX|248VULN|347DMG|4BPWR|5TLV|6RCR|9TBNT|aLIT
379	36321 63131	4	   	262.69	DCR|2VULN|2DMG|2DUR|3LIT|1TLV	139LIT|29VULN|46DMG|5TLV|79DUR|8RCR|9BPWR|aBBNT
380	35122 31543	1	   	262.67	DCR|3VULN|3DUR|3LIT|1CDMG	168LIT|248VULN|358DUR|7RCR|8BPWR|9CDMG|aFEWX
381	36122 31543	2	   	262.67	DCR|3VULN|3DUR|3LIT|1CDMG	168LIT|248VULN|358DUR|7RCR|8BPWR|9CDMG|aFEWX
382	23612 53251	10	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|24aVULN|34DMG|4BPWR|5DUR|6CDMG|7BEXP|8AART|9RCR
383	23612 55213	10	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1aFEWX|249VULN|34DMG|4BPWR|5DUR|6CDMG|7RCR|8AART
384	23611 42632	4	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|247VULN|34DMG|4BPWR|5AART|6CDMG|8MLV|9RCR|aDUR
385	23611 42632	3	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|247VULN|34DMG|4BPWR|5AART|6CDMG|8MLV|9RCR|aDUR
386	23612 55212	10	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|249VULN|34DMG|4BPWR|5DUR|6CDMG|7RCR|8AART|aDUST
387	23612 55213	9	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|249VULN|34DMG|4BPWR|5DUR|6CDMG|7RCR|8AART|aDUST
388	23612 55233	8	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|249VULN|34DMG|4BPWR|5DUR|6CDMG|7RCR|8AART|aDUST
389	23613 63131	3	   	262.11	DCR|3VULN|2DMG|1TLV|1CDMG|1AART	1FEWX|248VULN|34DMG|4BPWR|5CDMG|6ERES|7TLV|9AART|aRCR
390	23613 63131	4	   	262.11	DCR|3VULN|2DMG|1TLV|1CDMG|1AART	1FEWX|248VULN|34DMG|4BPWR|5CDMG|6ERES|7TLV|9AART|aRCR
391	23613 65211	9	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|249VULN|34DMG|4BPWR|5MBVNT|6CDMG|7RCR|8AART|aDUR
392	23613 65213	9	   	262.11	DCR|3VULN|2DMG|1TLV|1CDMG|1AART	1FEWX|249VULN|34DMG|4BPWR|5MBVNT|6CDMG|7RCR|8AART|aTLV
393	23613 65231	8	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|249VULN|34DMG|4BPWR|5MBVNT|6CDMG|7RCR|8AART|aDUR
394	23613 65231	10	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1FEWX|24aVULN|34DMG|4BPWR|5MBVNT|6CDMG|7RCR|8AART|9DUR
395	23613 65233	8	   	262.11	DCR|3VULN|2DMG|1TLV|1CDMG|1AART	1FEWX|249VULN|34DMG|4BPWR|5MBVNT|6CDMG|7RCR|8AART|aTLV
396	23614 33431	3	   	262.11	DCR|3VULN|2DMG|1TLV|1CDMG|1AART	1FEWX|247VULN|34DMG|4BPWR|5TLV|6ERES|8CDMG|9AART|aRCR
397	23614 33431	4	   	262.11	DCR|3VULN|2DMG|1TLV|1CDMG|1AART	1FEWX|247VULN|34DMG|4BPWR|5TLV|6ERES|8CDMG|9AART|aRCR
