0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53516 23231	8	 * 	269.92	ACR|4VULN|3DMG|3DUR|1AART	1RCR|268aVULN|34aDUR|57aDMG|9AART|aBPWR
329	52133 34613	2	   	243.43	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG|1SELL	1RCR|27DMG|3DUR|479VULN|5SELL|67TLV|7BPWR|8CDMG|aCGEN
330	52132 54121	2	   	243.42	ACR|3VULN|3DUR|2DMG|2CDMG	1RCR|2aDMG|39aDUR|457VULN|6ERES|8aCDMG|aBPWR
331	53323 61621	6	   	243.42	ACR|3VULN|3DUR|2DMG|2CDMG	1RCR|27aVULN|3aDMG|48CDMG|5ERES|69aDUR|aBPWR
332	53326 23421	6	   	243.42	ACR|3VULN|3DUR|2DMG|2CDMG	1RCR|26aVULN|3aDMG|45CDMG|7ERES|89aDUR|aBPWR
333	53322 34161	4	   	243.40	ACR|3VULN|2DMG|2TLV|2CDMG|1AART	1RCR|27aVULN|37DMG|49CDMG|5FEWX|67TLV|7BPWR|8AART
334	52133 34611	2	   	243.33	ACR|3VULN|2DMG|2TLV|1DUR|1CDMG|1SELL	1RCR|27DMG|3DUR|479VULN|5SELL|67TLV|7BPWR|8CDMG|aTBNT
335	53321 51361	5	   	243.08	ACR|3VULN|3DMG|2TLV|1CDMG	1RCR|27aVULN|38aDMG|4CDMG|5LWND|6aTLV|9RCVC|aBPWR
336	16161 32122	7	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	16FEWX|27DMG|3TLV|4MBVNT|56VULN|6BPWR|8CDMG|9DUR|aRCR
337	16161 32372	9	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	16FEWX|27DMG|3TLV|4MBVNT|56VULN|6BPWR|8DUR|9CDMG|aRCR
338	52231 33615	8	   	243.00	ACR|4VULN|2DMG|1TLV|1DUR	1RCR|28DMG|3RMIN|4DUR|5689VULN|78CGEN|8BPWR|aTLV
339	52133 34163	2	   	242.98	ACR|2VULN|2DMG|2TLV|2DUR|1CDMG|1AART|1SELL	1RCR|27DMG|3aDUR|47VULN|5SELL|67TLV|7BPWR|8AART|9CDMG
340	53321 51341	5	   	242.98	ACR|3VULN|3DMG|3TLV|1CDMG	1RCR|27aVULN|38aDMG|4CDMG|5LWND|69aTLV|aBPWR
341	52131 32442	10	   	242.98	ACR|3VULN|3DMG|2TLV|1CDMG	1RCR|267DMG|38TLV|4BEXP|569VULN|6BPWR|aCDMG
342	23121 56713	7	   	242.92	DCR|4VULN|2TLV|1CDMG	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7CDMG|8RCR|9LHND
343	23121 56743	7	   	242.92	DCR|4VULN|2TLV|1CDMG	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7CDMG|8RCR|9FEWX
344	23121 58113	7	   	242.92	DCR|4VULN|2TLV|1CDMG	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8CDMG|9LHND
345	23121 58143	7	   	242.92	DCR|4VULN|2TLV|1CDMG	1MLV|256aVULN|36TLV|4MBVNT|6BPWR|7RCR|8CDMG|9FEWX
346	23121 58482	9	   	242.92	DCR|4VULN|2TLV|1CDMG	1MLV|2569VULN|36TLV|4MBVNT|6BPWR|7RCR|8BEXP|aCDMG
347	23121 56733	10	   	242.92	DCR|4VULN|2TLV|1CDMG	1MLV|2568VULN|36TLV|4MBVNT|6BPWR|7CDMG|9CGEN|aRCR
348	16161 42122	7	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|27DMG|3TLV|4MBVNT|56VULN|8CDMG|9DUR|aRCR
349	16161 42372	9	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|27DMG|3TLV|4MBVNT|56VULN|8DUR|9CDMG|aRCR
350	23126 32474	10	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1MLV|26VULN|3TLV|4MBVNT|5DUR|78DMG|9RCR|aCDMG
351	32233 41611	1	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1BELT|26VULN|3BBNT|4TBNT|56DMG|6BPWR|7DUR|8CDMG|9RCR|aTLV
352	32333 41611	1	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1BELT|26VULN|3TBNT|4BBNT|56DMG|6BPWR|7DUR|8CDMG|9RCR|aTLV
353	36233 41611	2	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1BELT|26VULN|3BBNT|4TBNT|56DMG|6BPWR|7DUR|8CDMG|9RCR|aTLV
354	36333 41611	2	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1BELT|26VULN|3TBNT|4BBNT|56DMG|6BPWR|7DUR|8CDMG|9RCR|aTLV
355	16142 15122	4	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1FEWX|24DMG|3TLV|57VULN|6MBVNT|8CDMG|9DUR|aRCR
356	52131 35115	10	   	242.90	ACR|4VULN|2DMG|1TLV|1DUR	1RCR|26DMG|3TLV|4BEXP|568aVULN|6BPWR|7DUR|9FEWX
357	23241 41214	8	   	242.90	ACR|4VULN|2DMG|1TLV|1DUR	1MLV|2569VULN|3RCR|46DMG|6BPWR|7LWND|8TLV|aDUR
358	23241 42135	6	   	242.90	ACR|4VULN|2DMG|1TLV|1DUR	1MLV|2567VULN|3RCR|46DMG|6BPWR|8DUR|9CGEN|aTLV
359	23241 44131	10	   	242.90	ACR|4VULN|2DMG|1TLV|1DUR	1MLV|2567VULN|3RCR|46DMG|6BPWR|8DUR|9DMSP|aTLV
360	25522 11262	4	   	242.85	DCR|4VULN|1DUR|1CDMG|1AART	1MLV|2AART|3589VULN|4LIT|6CDMG|7RCR|aDUR
361	52131 35124	10	   	242.80	ACR|4VULN|2DMG|1TLV|1DUR	1RCR|26DMG|3TLV|4BEXP|568aVULN|6BPWR|7DUR|9ERES
362	52161 44712	8	   	242.80	ACR|4VULN|2DMG|1TLV|2ASPD	1RCR|28DMG|3TLV|4MBVNT|5689VULN|78ASPD|8BPWR|aMLV
363	52161 44713	8	   	242.80	ACR|4VULN|2DMG|1TLV|2ASPD	1RCR|28DMG|3TLV|4MBVNT|5689VULN|78ASPD|8BPWR|aCGEN
364	52161 44714	8	   	242.80	ACR|4VULN|2DMG|1TLV|2ASPD	1RCR|28DMG|3TLV|4MBVNT|5689VULN|78ASPD|8BPWR|aBELT
365	52231 31615	8	   	242.80	ACR|4VULN|2DMG|1TLV|1DUR	1RCR|28DMG|3RMIN|4DUR|5689VULN|78ERES|8BPWR|aTLV
366	23241 44111	10	   	242.80	ACR|4VULN|2DMG|1TLV|1DUR	1MLV|2567VULN|3RCR|46DMG|6BPWR|8DUR|9ERES|aTLV
367	52261 44712	8	   	242.80	ACR|4VULN|2DMG|1TLV|2ASPD	1RCR|28DMG|3RMIN|4MBVNT|5689VULN|78ASPD|8BPWR|aTLV
368	52161 44711	8	   	242.70	ACR|4VULN|2DMG|1TLV|2ASPD	1RCR|28DMG|3TLV|4MBVNT|5689VULN|78ASPD|8BPWR|aTBNT
369	52312 35153	2	 * 	242.65	ACR|5VULN|3DMG	1RCR|245DMG|3LIT|6789aVULN
370	23521 24362	6	 * 	242.62	DCR|3VULN|2DMG|2DUR	17MLV|259VULN|37DUR|47DMG|6RPLT|7BPWR|8FEWX|aRCR
371	23521 44121	8	   	242.52	DCR|3VULN|2DMG|2DUR	16MLV|257VULN|38DUR|46DMG|6BPWR|9RCVC|aRCR
372	16331 33424	10	   	242.40	DCR|2VULN|3DMG|1TLV|1CDMG	1FEWX|267DMG|3BEXP|4ERES|56VULN|6BPWR|8TLV|9CDMG|aRCR
373	13234 53215	4	   	242.40	DCR|3VULN|3DMG|2LIT	17aFEWX|2BELT|35LIT|45aVULN|5aBPWR|6RCR|89aDMG
374	33234 53215	4	   	242.40	DCR|3VULN|3DMG|2LIT	1BELT|27aFEWX|35LIT|45aVULN|5aBPWR|6RCR|89aDMG
375	52131 32345	10	   	242.30	ACR|4VULN|3DMG|1TLV	1RCR|267DMG|3TLV|4BEXP|569aVULN|6BPWR|8RCVC
376	23126 45523	9	   	242.30	DCR|3VULN|1TLV|2ASPD|1DUR|1AART	19MLV|279VULN|3TLV|4MBVNT|5DUR|6RCR|89ASPD|9BPWR|aAART
377	34113 21525	2	   	242.18	DCR|3VULN|2DMG|2DUR|1SELL	1BELT|2SELL|38DUR|4DUST|58aVULN|6RCR|78DMG|8BPWR|9BBNT
378	32452 22326	1	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1BELT|234VULN|5CDMG|6RCR|7ZMB|8LIT|9DMG|aTLV
379	52161 41445	10	   	242.10	ACR|4VULN|3DMG|1TLV	1RCR|28aDMG|3TLV|4MBVNT|569aVULN|7aERES|aBPWR
380	52161 42145	10	   	242.10	ACR|4VULN|3DMG|1TLV	1RCR|27aDMG|3TLV|4MBVNT|569aVULN|8aERES|aBPWR
381	55121 33445	10	   	242.10	ACR|4VULN|3DMG|1TLV	1RCR|2aERES|3TLV|4MBVNT|569aVULN|78aDMG|aBPWR
382	23121 54155	6	   	241.93	DCR|3VULN|2TLV|1DMG|1CDMG	19MLV|256VULN|36TLV|4MBVNT|6BPWR|7DMG|8CDMG|aRCR
383	23121 56445	8	   	241.93	DCR|3VULN|2TLV|1DMG|1CDMG	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7CDMG|8DMSP|9DMG|aRCR
384	23121 56473	10	   	241.93	DCR|3VULN|2TLV|1DMG|1CDMG	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7CDMG|8DMSP|9DMG|aRCR
385	23121 58444	10	   	241.93	DCR|3VULN|2TLV|1DMG|1CDMG	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8BEXP|9DMG|aCDMG
386	23121 58544	10	   	241.93	DCR|3VULN|2TLV|1DMG|1CDMG	1MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|8LWND|9DMG|aCDMG
387	23121 58823	10	   	241.93	DCR|3VULN|2TLV|1DMG|1CDMG	18MLV|256VULN|36TLV|4MBVNT|6BPWR|7RCR|9DMG|aCDMG
388	16162 11424	6	   	241.90	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	18FEWX|2DMG|38TLV|4MBVNT|5DUR|6CDMG|78VULN|8BPWR|9RCR|aASPD
389	53321 54131	5	   	241.87	ACR|2VULN|2DMG|2TLV|2DUR|1CDMG	1RCR|27VULN|37DMG|4CDMG|5LWND|67TLV|7BPWR|89DUR|aLIT
390	23121 48223	10	   	241.83	DCR|3VULN|2TLV|1DMG|1CDMG	1MLV|256VULN|38TLV|4MBVNT|7RCR|9DMG|aCDMG
391	16221 24353	9	   	241.81	ACR|3VULN|2DMG|1TLV|2CDMG|1DUR	1FEWX|25DMG|3RCR|45CDMG|5BPWR|69aVULN|7TLV|8DUR
392	16221 24363	8	   	241.81	ACR|3VULN|2DMG|1TLV|2CDMG|1DUR	1FEWX|25DMG|3RCR|45CDMG|5BPWR|69aVULN|7TLV|8DUR
393	51321 24353	9	   	241.81	ACR|3VULN|2DMG|1TLV|2CDMG|1DUR	1RCR|2FEWX|35DMG|45CDMG|5BPWR|69aVULN|7TLV|8DUR
394	51321 24363	8	   	241.81	ACR|3VULN|2DMG|1TLV|2CDMG|1DUR	1RCR|2FEWX|35DMG|45CDMG|5BPWR|69aVULN|7TLV|8DUR
395	52131 35161	10	   	241.81	ACR|3VULN|2DMG|1TLV|2CDMG|1DUR	1RCR|26DMG|3TLV|4BEXP|568VULN|6BPWR|7DUR|9aCDMG
396	52262 11474	6	   	241.81	ACR|3VULN|2DMG|1TLV|2CDMG|1DUR	1RCR|28DMG|3RMIN|4MBVNT|5DUR|68CDMG|789VULN|8BPWR|aTLV
397	52162 11431	6	   	241.77	ACR|2VULN|2DMG|2TLV|2DUR|1CDMG	1RCR|28DMG|38TLV|4MBVNT|59DUR|6CDMG|78VULN|8BPWR|aLIT
398	53325 22211	3	   	241.60	ACR|4VULN|2DMG|1TLV|2LIT	1RCR|268aVULN|38DMG|4TLV|56LIT|68BPWR|78CGEN|9TBNT
399	23321 45623	7	   	241.59	DCR|3VULN|2DMG|1DUR|1CDMG	16MLV|25aVULN|3BEXP|46DMG|6BPWR|7CDMG|8RCR|9DUR
400	32452 21231	1	   	241.49	DCR|3VULN|2DMG|1DUR|1CDMG	1BELT|234VULN|5CDMG|6RCR|7DUR|8ZMB|9aDMG
401	32452 21631	1	   	241.49	DCR|3VULN|2DMG|1DUR|1CDMG	1BELT|234VULN|5CDMG|6RCR|7DUR|8MLV|9aDMG
402	36452 21231	2	   	241.49	DCR|3VULN|2DMG|1DUR|1CDMG	1BELT|234VULN|5CDMG|6RCR|7DUR|8ZMB|9aDMG
403	12416 24123	10	   	241.49	DCR|3VULN|2DMG|1DUR|1CDMG	1FEWX|2RPLT|39DMG|4DUR|5CDMG|678VULN|aRCR
404	32452 21531	1	   	241.39	DCR|3VULN|2DMG|1DUR|1CDMG|1NUKE	1BELT|234VULN|5CDMG|6RCR|7DUR|8aDMG|9NUKE
405	63161 33325	9	   	241.25	DCR|4VULN|1TLV|1DMG	1CGEN|257aVULN|3TLV|4LHND|6DMSP|8RCR|9DMG
406	52261 34724	10	   	241.20	ACR|3VULN|3DMG|2ASPD|1DUR|1CDMG	1RCR|268DMG|3RMIN|4MBVNT|568VULN|68BPWR|78ASPD|9CDMG|aDUR
407	22121 45145	10	   	241.15	DCR|4VULN|1TLV|1DMG	1MLV|2BEXP|3TLV|4MBVNT|578aVULN|6RCR|9DMG
408	23121 48445	10	   	241.15	DCR|4VULN|1TLV|1DMG	1MLV|256aVULN|3TLV|4MBVNT|7RCR|8BEXP|9DMG
409	23121 48545	10	   	241.15	DCR|4VULN|1TLV|1DMG	1MLV|256aVULN|3TLV|4MBVNT|7RCR|8LWND|9DMG
410	23122 45145	10	   	241.15	DCR|4VULN|1TLV|1DMG	1MLV|278aVULN|3TLV|4MBVNT|5LHND|6RCR|9DMG
411	23127 45145	10	   	241.15	DCR|4VULN|1TLV|1DMG	1MLV|278aVULN|3TLV|4MBVNT|5LWND|6RCR|9DMG
412	24121 45145	10	   	241.15	DCR|4VULN|1TLV|1DMG	1MLV|2LWND|3TLV|4MBVNT|578aVULN|6RCR|9DMG
413	62121 45145	10	   	241.15	DCR|4VULN|1TLV|1DMG	1CGEN|2BEXP|3TLV|4MBVNT|578aVULN|6RCR|9DMG
414	63122 45145	10	   	241.15	DCR|4VULN|1TLV|1DMG	1CGEN|278aVULN|3TLV|4MBVNT|5LHND|6RCR|9DMG
415	16161 22226	9	   	241.15	DCR|4VULN|1TLV|1DMG	1FEWX|2DMG|3TLV|4MBVNT|5789VULN|6BELT|aRCR
416	53325 21331	3	   	241.07	ACR|3VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	1RCR|269VULN|3DMG|4TLV|56LIT|6BPWR|7DUR|8CDMG|aASPD
417	26121 45145	10	   	241.05	DCR|4VULN|1TLV|1DMG	1MLV|2DUST|3TLV|4MBVNT|578aVULN|6RCR|9DMG
418	23126 12451	5	   	241.01	DCR|3VULN|1TLV|1DUR|2LIT|1AART	18MLV|28aVULN|3TLV|4MBVNT|5DUR|6AART|78LIT|8BPWR|9RCR
419	23126 82451	6	   	241.01	DCR|3VULN|1TLV|1DUR|2LIT|1AART	18MLV|28aVULN|3TLV|4MBVNT|5DUR|6AART|78LIT|8BPWR|9RCR
420	23121 42665	6	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1MLV|2567VULN|3TLV|4MBVNT|8DMG|9SELL|aRCR
421	23121 45745	8	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1MLV|2567VULN|3TLV|4MBVNT|8SELL|9DMG|aRCR
422	23121 45773	10	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1MLV|2567VULN|3TLV|4MBVNT|8SELL|9DMG|aRCR
423	23121 44745	8	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1MLV|2568VULN|3TLV|4MBVNT|7SELL|9DMG|aRCR
424	23121 44773	10	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1MLV|2568VULN|3TLV|4MBVNT|7SELL|9DMG|aRCR
425	23121 44775	9	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1MLV|2568VULN|3TLV|4MBVNT|7SELL|9DMG|aRCR
426	23121 44845	7	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1MLV|2568VULN|3TLV|4MBVNT|7SELL|9DMG|aRCR
427	63121 44745	8	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1CGEN|2568VULN|3TLV|4MBVNT|7SELL|9DMG|aRCR
428	63121 44845	7	   	240.91	DCR|4VULN|1TLV|1DMG|1SELL	1CGEN|2568VULN|3TLV|4MBVNT|7SELL|9DMG|aRCR
429	16132 61124	2	   	240.86	DCR|4VULN|1DMG|1DUR|1AART	1FEWX|2DMG|3DUR|458aVULN|6AART|7LEGI|9RCR
430	52312 31325	2	   	240.84	ACR|3VULN|3DMG|2DUR|2LIT	1RCR|245DMG|39LIT|69aVULN|7RCVC|89DUR|9BPWR
431	52312 35322	2	   	240.84	ACR|3VULN|3DMG|2DUR|2LIT	1RCR|245DMG|39LIT|679VULN|89DUR|9BPWR|aFEWX
432	52312 35326	2	   	240.84	ACR|3VULN|3DMG|2DUR|2LIT	1RCR|245DMG|39LIT|679VULN|89DUR|9BPWR|aRMIN
433	52312 35323	2	   	240.74	ACR|3VULN|3DMG|2DUR|2LIT	1RCR|245DMG|39LIT|679VULN|89DUR|9BPWR|aDUST
434	52312 35324	2	   	240.74	ACR|3VULN|3DMG|2DUR|2LIT	1RCR|245DMG|39LIT|679VULN|89DUR|9BPWR|aBBNT
435	53322 62125	8	   	240.71	ACR|3VULN|2TLV|1DMG|2CDMG|1DUR	1RCR|29aVULN|3DMG|49CDMG|5RPLT|6DUR|7LIT|89TLV|9BPWR
436	23241 42531	6	   	240.65	ACR|4VULN|3DMG|1DUR	1MLV|2567VULN|3RCR|468DMG|6BPWR|9DUR|aLIT
437	23241 44121	9	   	240.65	ACR|4VULN|3DMG|1DUR	1MLV|2567VULN|3RCR|469DMG|6BPWR|8DUR|aLIT
438	23241 44123	10	   	240.65	ACR|4VULN|3DMG|1DUR	1MLV|2567VULN|3RCR|469DMG|6BPWR|8DUR|aASPD
439	52131 33532	6	 * 	240.62	ACR|2VULN|3DMG|3DUR|1TLV	1RCR|26aDMG|3TLV|4BEXP|56VULN|6BPWR|789DUR
440	52131 35332	8	   	240.62	ACR|2VULN|3DMG|3DUR|1TLV	1RCR|26aDMG|3TLV|4BEXP|56VULN|6BPWR|789DUR
441	52131 35532	7	   	240.62	ACR|2VULN|3DMG|3DUR|1TLV	1RCR|26aDMG|3TLV|4BEXP|56VULN|6BPWR|789DUR
442	23126 45381	9	   	240.53	DCR|3VULN|2DUR|1TLV|1AART	1MLV|279VULN|3TLV|4MBVNT|58DUR|6RCR|aAART
443	52161 36132	8	   	240.47	ACR|3VULN|2TLV|2DUR|1DMG|1CDMG	1RCR|2DMG|36TLV|4MBVNT|568VULN|6BPWR|79DUR|aCDMG
444	23241 24612	6	   	240.40	ACR|4VULN|2DMG|1TLV|1CDMG	17MLV|2579VULN|3RCR|47DMG|6RPLT|7BPWR|8CDMG|aTLV
445	52131 34113	6	   	240.30	ACR|4VULN|2DMG|1TLV|1CDMG	1RCR|26DMG|3TLV|4BEXP|567aVULN|6BPWR|8CDMG|9LHND
446	53311 24612	6	   	240.30	ACR|4VULN|2DMG|1TLV|1CDMG	1RCR|2579VULN|37DMG|4RMIN|6RPLT|7BPWR|8CDMG|aTLV
447	53325 34473	5	   	240.30	ACR|4VULN|2DMG|1TLV|1CDMG	1RCR|289aVULN|38DMG|4CDMG|5MBVNT|6TLV|78LWND|8BPWR
448	53212 32543	3	 * 	240.28	ACR|3VULN|3DUR|1TLV|1DMG	1RCR|268VULN|3LIT|479DUR|5TLV|aDMG
449	36232 52336	4	   	240.09	DCR|3VULN|2DMG|2LIT|1CDMG	1BELT|24aVULN|3aLIT|59DUST|6RCR|7CDMG|8aDMG|aBPWR
450	23241 42162	6	   	240.00	ACR|4VULN|2DMG|1DUR|1CDMG|1AART	1MLV|2567VULN|3RCR|46DMG|6BPWR|8DUR|9CDMG|aAART
451	63126 43234	6	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	18CGEN|28VULN|3TLV|4MBVNT|5DUST|6RCR|78DUR|8BPWR|9DMG|aCDMG
452	53351 23612	8	   	239.99	ACR|4VULN|2DUR|1TLV|1DMG	1RCR|2689VULN|3DMG|48DUR|58LHND|7RCVC|8BPWR|aTLV
453	53353 23612	8	   	239.99	ACR|4VULN|2DUR|1TLV|1DMG	1RCR|2689VULN|3DMG|48DUR|58FEWX|7RCVC|8BPWR|aTLV
