0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63511 23231	7	 * 	284.23	DCR|3VULN|2DUR|2TLV|1DMG|2CDMG	17TLV|27CDMG|3DMG|49DUR|567VULN|7BPWR|8LIT|aRCR
356	42631 31622	2	   	261.36	DCR|4VULN|3DUR|1AART	1467VULN|27LWND|37aDUR|5AART|7BPWR|8BBNT|9RCR
357	26143 63221	1	   	261.34	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|46DMG|6BPWR|7ERES|8RCVC|9RCR|aBBNT
358	26143 63222	1	   	261.34	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|46DMG|6BPWR|7aERES|8RCVC|9RCR
359	63511 35322	8	   	261.34	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR	18TLV|28CDMG|3DMG|4DUR|58aVULN|6RCR|7RMIN|8BPWR|9MLV
360	63511 35323	9	   	261.34	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR	18TLV|28CDMG|3DMG|4DUR|58aVULN|6RCR|7RMIN|8BPWR|9RPLT
361	21524 34181	9	   	261.26	DCR|4VULN|3DUR|1AART	168DUR|2AART|3RMIN|4MBVNT|567aVULN|6BPWR|9RCR
362	21524 34188	9	   	261.26	DCR|4VULN|3DUR|1AART	168DUR|2AART|3RMIN|4MBVNT|567aVULN|6aBPWR|9RCR
363	24131 51221	2	   	261.26	DCR|4VULN|3DUR|1AART	167DUR|27DUST|347aVULN|5AART|7BPWR|8RCR|9MLV
364	43315 31152	5	   	261.26	DCR|4VULN|3DUR|1AART	1459VULN|29ERES|379DUR|6RCR|8AART|9BPWR|aFEWX
365	26421 31334	1	   	261.26	DCR|4VULN|3DUR|1AART	157DUR|248aVULN|3CGEN|6RCR|9AART
366	41421 31334	1	   	261.26	DCR|4VULN|3DUR|1AART	148aVULN|257DUR|3CGEN|6RCR|9AART
367	46231 31334	1	   	261.26	DCR|4VULN|3DUR|1AART	128aVULN|3CGEN|457DUR|6RCR|9AART
368	24131 31621	2	   	261.16	DCR|4VULN|3DUR|1AART	17aDUR|27DUST|3467VULN|5AART|7BPWR|8BBNT|9RCR
369	26131 31334	1	   	261.16	DCR|4VULN|3DUR|1AART	157DUR|238aVULN|4ERES|6RCR|9AART
370	41131 31334	1	   	261.16	DCR|4VULN|3DUR|1AART	138aVULN|257DUR|4ERES|6RCR|9AART
371	43311 31334	4	   	261.16	DCR|4VULN|3DUR|1AART	148aVULN|2ERES|357DUR|6RCR|9AART
372	43321 31334	3	   	261.16	DCR|4VULN|3DUR|1AART	148aVULN|2ERES|357DUR|6RCR|9AART
373	43161 31334	2	   	261.16	DCR|4VULN|3DUR|1AART	138aVULN|23ERES|3BPWR|457DUR|6RCR|9AART
374	21614 14112	6	   	260.85	ACR|3VULN|2DMG|2DUR|1TLV|1CDMG|1AART	17DUR|2AART|3TLV|4RCR|578VULN|67DMG|7BPWR|9LWND|aCDMG
375	21614 14122	6	   	260.85	ACR|3VULN|2DMG|2DUR|1TLV|1CDMG|1AART	17DUR|2AART|3TLV|4RCR|578VULN|67DMG|7BPWR|9FEWX|aCDMG
376	21114 14142	6	   	260.85	ACR|3VULN|2DMG|2DUR|1TLV|1CDMG|1AART	17DUR|2AART|3CGEN|4RCR|578VULN|67DMG|7BPWR|9TLV|aCDMG
377	41631 14323	2	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	158VULN|2AART|3CDMG|4TLV|6DMG|7RPLT|9RCR|aDUR
378	43313 13221	7	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	147VULN|27ERES|3DUR|5CDMG|67DMG|7BPWR|8LIT|9RCVC|aRCR
379	41631 12325	2	   	260.67	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	15aVULN|2AART|3CDMG|4TLV|6DMG|7DUR|8LEGI|9RCR
380	42223 26253	10	   	260.58	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	156VULN|2LWND|3DUR|45CDMG|5BPWR|7DMG|8LIT|9ASPD|aRCR
381	21614 14113	6	 * 	260.43	ACR|3VULN|3DUR|2DMG|1TLV|1AART	17aDUR|2AART|3TLV|4RCR|578VULN|67DMG|7BPWR|9LWND
382	43315 22611	5	   	260.23	DCR|4VULN|2DUR|1CDMG	145aVULN|2ERES|36DUR|7CDMG|8LIT|9RCR
383	22136 24222	5	   	260.23	DCR|3VULN|3DUR|1DMG|1ASPD	179DUR|27LWND|3FEWX|4DMG|578VULN|6RCR|7BPWR|aASPD
384	22136 24222	4	   	260.23	DCR|3VULN|3DUR|1DMG|1ASPD	179DUR|27LWND|3FEWX|4DMG|578VULN|6RCR|7BPWR|aASPD
385	22532 53243	7	   	260.23	DCR|3VULN|3DUR|1DMG|1ASPD	178DUR|2LWND|37BEXP|4DMG|5ASPD|67aVULN|7BPWR|9RCR
386	22536 24222	5	   	260.23	DCR|3VULN|3DUR|1DMG|1ASPD	179DUR|27LWND|3BEXP|4DMG|578VULN|6RCR|7BPWR|aASPD
387	22636 24222	4	   	260.13	DCR|3VULN|3DUR|1DMG|1ASPD	179DUR|27LWND|3DUST|4DMG|578VULN|6RCR|7BPWR|aASPD
388	22636 24222	5	   	260.13	DCR|3VULN|3DUR|1DMG|1ASPD	179DUR|27LWND|3DUST|4DMG|578VULN|6RCR|7BPWR|aASPD
389	26143 33225	1	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|2357VULN|4DMG|6RMIN|8RCVC|9RCR|aTLV
390	41143 33225	1	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1357VULN|2DUR|4DMG|6RMIN|8RCVC|9RCR|aTLV
391	22632 53243	7	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	178DUR|2LWND|37DUST|4DMG|5ASPD|67aVULN|7BPWR|9RCR
392	42223 21416	6	   	260.00	DCR|4VULN|2CDMG|1TLV|1DUR	1568VULN|2LWND|3DUR|45CDMG|5BPWR|7MBVNT|9RCR|aTLV
393	42223 61416	5	   	260.00	DCR|4VULN|2CDMG|1TLV|1DUR	1568VULN|2LWND|3DUR|45CDMG|5BPWR|7MBVNT|9RCR|aTLV
394	21524 33731	9	   	259.93	DCR|3VULN|3DUR|2ASPD|1AART	168DUR|2AART|3RMIN|4MBVNT|56aVULN|6aBPWR|7aASPD|9RCR
395	21524 38841	9	   	259.93	DCR|3VULN|3DUR|2ASPD|1AART	169DUR|2AART|3RMIN|4MBVNT|56aVULN|6aBPWR|7RCR|8aASPD
396	64161 31313	2	   	259.93	DCR|3VULN|3DUR|2TLV|1ASPD	13TLV|23aVULN|3BPWR|457DUR|6RCR|8DUST|9ASPD
397	66161 31313	1	   	259.93	DCR|3VULN|3DUR|2TLV|1ASPD	13TLV|23aVULN|3BPWR|457DUR|6RCR|8DUST|9ASPD
398	43315 31213	5	   	259.93	DCR|3VULN|3DUR|1DMG|1ASPD	145VULN|2ERES|37aDUR|6RCR|8DMG|9ASPD
399	43626 33331	9	   	259.76	DCR|2VULN|3DUR|2DMG|2CDMG	17VULN|2ERES|3RCVC|47CDMG|57DMG|6RCR|7BPWR|89aDUR
400	43626 33332	10	   	259.76	DCR|2VULN|3DUR|2DMG|2CDMG	17VULN|2ERES|3RCVC|47CDMG|57DMG|6RCR|7BPWR|89aDUR
401	13617 13127	4	 * 	259.69	DCR|4VULN|2DUR|2ASPD	19ASPD|2MBVNT|36LWND|4579VULN|89DUR|9BPWR|aRCR
402	43226 33331	9	   	259.66	DCR|2VULN|3DUR|2DMG|2CDMG	17VULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|89aDUR
403	43226 33332	10	   	259.66	DCR|2VULN|3DUR|2DMG|2CDMG	17VULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|89aDUR
404	63511 31132	7	   	259.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2CDMG|3DMG|4DUR|589VULN|6RCR|7LIT|aRCVC
405	63511 31134	7	   	259.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2CDMG|3DMG|4DUR|589VULN|6RCR|7LIT|aLHND
406	63511 31136	7	   	259.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2CDMG|3DMG|4DUR|589VULN|6RCR|7LIT|aCGEN
407	63531 31126	7	   	259.42	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2CDMG|3DMG|4FEWX|58aVULN|6RCR|7LIT|9DUR
408	63511 31131	7	   	259.32	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2CDMG|3DMG|4DUR|589VULN|6RCR|7LIT|aBBNT
409	63511 31336	9	   	259.32	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|2CDMG|3DMG|4DUR|59aVULN|6RCR|7LIT|8DUST
410	21524 32172	7	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	16DUR|2AART|3RMIN|4MBVNT|568VULN|6BPWR|7DMG|9RCR|aCDMG
411	21524 32872	8	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	16DUR|2AART|3RMIN|4MBVNT|568VULN|6BPWR|7DMG|9RCR|aCDMG
412	42111 32322	8	   	259.04	DCR|4VULN|2DMG|1CDMG	1489VULN|25LWND|39FEWX|6RCR|79DMG|9BPWR|aCDMG
413	42115 32322	8	   	259.04	DCR|4VULN|2DMG|1CDMG	1489VULN|2LWND|39FEWX|5DMSP|6RCR|79DMG|9BPWR|aCDMG
414	42364 32322	8	   	259.04	DCR|4VULN|2DMG|1CDMG	1489VULN|2LWND|3DMSP|59FEWX|6RCR|79DMG|9BPWR|aCDMG
415	45513 32322	8	   	259.04	DCR|4VULN|2DMG|1CDMG	1489VULN|25FEWX|39BEXP|6RCR|79DMG|9BPWR|aCDMG
416	41114 32352	7	 * 	258.97	ACR|4VULN|2DMG|2TLV|1DUR|1AART	1589VULN|2AART|3CGEN|4RCR|69TLV|79DMG|9BPWR|aDUR
417	66341 23311	7	   	258.96	DCR|3VULN|2DMG|2TLV|1DUR	17TLV|2RCVC|37DMG|4RPLT|567VULN|7BPWR|8DUR|9RCR|aCGEN
418	66341 23311	8	   	258.96	DCR|3VULN|2DMG|2TLV|1DUR	17TLV|2RCVC|37DMG|4RPLT|567VULN|7BPWR|8DUR|9RCR|aCGEN
419	26121 51213	1	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	167DUR|237VULN|47LHND|5AART|7BPWR|8RCR|9FEWX|aDMG
420	26121 51233	1	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	167DUR|237VULN|47LHND|5AART|7BPWR|8RCR|9LWND|aDMG
421	41121 51213	1	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	137VULN|267DUR|47LHND|5AART|7BPWR|8RCR|9FEWX|aDMG
422	41121 51233	1	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	137VULN|267DUR|47LHND|5AART|7BPWR|8RCR|9LWND|aDMG
423	51151 31213	1	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	17LHND|247DUR|367VULN|5AART|7BPWR|8RCR|9FEWX|aDMG
424	51151 31233	1	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	17LHND|247DUR|367VULN|5AART|7BPWR|8RCR|9LWND|aDMG
425	21323 31164	3	   	258.88	DCR|3VULN|3DUR|2TLV|1AART	149DUR|2AART|34LWND|49BPWR|5RMIN|689VULN|79TLV|aRCR
426	21533 31164	5	   	258.88	DCR|3VULN|3DUR|2TLV|1AART	159DUR|2AART|3RMIN|45LHND|59BPWR|689VULN|79TLV|aRCR
427	22136 24234	4	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	17aDUR|27LWND|3FEWX|4DMG|578VULN|6RCR|7BPWR|9AART
428	22136 24234	5	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	17aDUR|27LWND|3FEWX|4DMG|578VULN|6RCR|7BPWR|9AART
429	25131 51263	2	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	167DUR|27FEWX|347VULN|5AART|7BPWR|8RCR|9LHND|aDMG
430	43626 33322	9	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|2ERES|3RCVC|47CDMG|57DMG|6RCR|7BPWR|8DUR|9LHND
431	43626 33323	10	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|2ERES|3RCVC|47CDMG|57DMG|6RCR|7BPWR|8DUR|9LHND
432	46333 13234	1	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	128VULN|3BBNT|4RCVC|58CDMG|68DMG|7RMIN|8BPWR|9RCR|aDUR
433	66341 23313	7	   	258.86	DCR|3VULN|2DMG|2TLV|1DUR	17TLV|2RCVC|37DMG|4RPLT|567VULN|7BPWR|8DUR|9RCR|aERES
434	66341 23313	8	   	258.86	DCR|3VULN|2DMG|2TLV|1DUR	17TLV|2RCVC|37DMG|4RPLT|567VULN|7BPWR|8DUR|9RCR|aERES
435	45613 32322	8	   	258.84	DCR|4VULN|2DMG|1CDMG	1489VULN|25FEWX|39DUST|6RCR|79DMG|9BPWR|aCDMG
436	26121 51253	1	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	167DUR|237VULN|47LHND|5AART|7BPWR|8RCR|9DUST|aDMG
437	26621 33213	1	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	137DUR|236VULN|3BPWR|4LHND|5AART|8RCR|9FEWX|aDMG
438	26621 33233	1	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	137DUR|236VULN|3BPWR|4LHND|5AART|8RCR|9LWND|aDMG
439	41121 51253	1	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	137VULN|267DUR|47LHND|5AART|7BPWR|8RCR|9DUST|aDMG
440	41621 33213	1	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	136VULN|237DUR|3BPWR|4LHND|5AART|8RCR|9FEWX|aDMG
441	41621 33233	1	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	136VULN|237DUR|3BPWR|4LHND|5AART|8RCR|9LWND|aDMG
442	51151 31253	1	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	17LHND|247DUR|367VULN|5AART|7BPWR|8RCR|9DUST|aDMG
443	43226 33314	8	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8DUR|9ZMB
444	43226 33314	7	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8DUR|9ZMB
445	43226 33322	9	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8DUR|9LHND
446	43226 33323	10	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8DUR|9LHND
447	43226 33352	8	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8DUR|9FEWX
448	43226 33352	7	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8DUR|9FEWX
449	43226 33532	9	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8BEXP|9DUR
450	43226 33533	10	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8BEXP|9DUR
451	43626 33132	9	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|2ERES|3RCVC|47CDMG|57DMG|6RCR|7BPWR|8DUST|9DUR
452	43626 33133	10	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|2ERES|3RCVC|47CDMG|57DMG|6RCR|7BPWR|8DUST|9DUR
453	23321 26155	5	   	258.76	DCR|3VULN|3DUR|1TLV|1CDMG	135DUR|2ERES|4CDMG|6TLV|78aVULN|9RCR
454	23321 26155	6	   	258.76	DCR|3VULN|3DUR|1TLV|1CDMG	135DUR|2ERES|4CDMG|6TLV|78aVULN|9RCR
455	21524 32731	10	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	168DUR|2AART|3RMIN|4MBVNT|56aVULN|6BPWR|7DMG|9RCR
456	21524 32738	9	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	168DUR|2AART|3RMIN|4MBVNT|56aVULN|6BPWR|7DMG|9RCR
457	26621 33253	1	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	137DUR|236VULN|3BPWR|4LHND|5AART|8RCR|9DUST|aDMG
458	41621 33253	1	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	136VULN|237DUR|3BPWR|4LHND|5AART|8RCR|9DUST|aDMG
459	26621 36332	1	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	13aDUR|236VULN|3BPWR|4LHND|5AART|7RCR|8LEGI|9DMG
460	41621 36332	1	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	136VULN|23aDUR|3BPWR|4LHND|5AART|7RCR|8LEGI|9DMG
461	43226 33132	9	   	258.66	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8DUST|9DUR
462	43226 33133	10	   	258.66	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8DUST|9DUR
463	43226 33362	9	   	258.66	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8DUR|9DUST
464	43226 33363	10	   	258.66	DCR|3VULN|2DMG|2CDMG|1DUR	17aVULN|23ERES|47CDMG|57DMG|6RCR|7BPWR|8DUR|9DUST
465	22133 64153	10	   	258.64	DCR|4VULN|2DUR|1DMG	19DUR|29LWND|35FEWX|4DMG|689aVULN|7RCR|9BPWR
466	22136 24243	4	   	258.64	DCR|4VULN|2DUR|1DMG	17DUR|27LWND|3FEWX|4DMG|578aVULN|6RCR|7BPWR|9ZMB
467	22136 24243	5	   	258.64	DCR|4VULN|2DUR|1DMG	17DUR|27LWND|3FEWX|4DMG|578aVULN|6RCR|7BPWR|9ZMB
468	26322 26263	1	   	258.64	DCR|4VULN|2DUR|1DMG	1aDUR|258aVULN|3BBNT|45MLV|5aBPWR|6RCR|7DMG|9aFEWX
469	42115 32253	10	   	258.64	DCR|4VULN|2DUR|1DMG	149aVULN|29LWND|3FEWX|5DMSP|6RCR|7DMG|89DUR|9BPWR
470	42133 24263	5	   	258.64	DCR|4VULN|2DUR|1DMG	178aVULN|27LWND|3FEWX|4CGEN|57DUR|6RCR|7BPWR|9DMG
471	42313 21126	6	   	258.64	DCR|4VULN|2DUR|2CDMG	1569VULN|25LWND|3DMSP|4RPLT|59BPWR|79CDMG|89DUR|aRCR
472	42313 23126	6	   	258.64	DCR|4VULN|2DUR|2CDMG	1569VULN|25LWND|3DMSP|4RPLT|59BPWR|79DUR|89CDMG|aRCR
473	42313 24126	7	   	258.64	DCR|4VULN|2DUR|2CDMG	1569VULN|25LWND|3DMSP|4RPLT|59BPWR|79CDMG|89DUR|aRCR
474	42313 61126	5	   	258.64	DCR|4VULN|2DUR|2CDMG	1569VULN|25LWND|3DMSP|4RPLT|59BPWR|79CDMG|89DUR|aRCR
475	42313 63126	5	   	258.64	DCR|4VULN|2DUR|2CDMG	1569VULN|25LWND|3DMSP|4RPLT|59BPWR|79DUR|89CDMG|aRCR
476	22116 24263	3	   	258.54	DCR|4VULN|2DUR|1DMG	17DUR|27LWND|3FEWX|4ERES|578aVULN|6RCR|7BPWR|9DMG
477	22126 24263	5	   	258.54	DCR|4VULN|2DUR|1DMG	17DUR|27LWND|3FEWX|4ERES|578aVULN|6RCR|7BPWR|9DMG
478	22126 24263	4	   	258.54	DCR|4VULN|2DUR|1DMG	17DUR|27LWND|3FEWX|4ERES|578aVULN|6RCR|7BPWR|9DMG
479	26143 32226	1	   	258.54	DCR|4VULN|2DUR|1DMG	19DUR|2359VULN|4DMG|6RMIN|7DUST|89ZMB|9BPWR|aRCR
480	26643 11312	1	   	258.54	DCR|4VULN|2DUR|1DMG	13DUR|235aVULN|3BPWR|4DMG|6MLV|7RPLT|8RCVC|9RCR
481	26643 31312	1	   	258.54	DCR|4VULN|2DUR|1DMG	13DUR|235aVULN|3BPWR|4DMG|6RMIN|7RPLT|8RCVC|9RCR
482	41143 32226	1	   	258.54	DCR|4VULN|2DUR|1DMG	1359VULN|29DUR|4DMG|6RMIN|7DUST|89ZMB|9BPWR|aRCR
483	41643 11312	1	   	258.54	DCR|4VULN|2DUR|1DMG	135aVULN|23DUR|3BPWR|4DMG|6MLV|7RPLT|8RCVC|9RCR
484	41643 31312	1	   	258.54	DCR|4VULN|2DUR|1DMG	135aVULN|23DUR|3BPWR|4DMG|6RMIN|7RPLT|8RCVC|9RCR
485	22133 61126	2	   	258.54	DCR|4VULN|2DUR|2CDMG	19DUR|2LWND|3469VULN|5RPLT|7DMSP|89CDMG|9BPWR|aRCR
486	24133 61126	1	   	258.54	DCR|4VULN|2DUR|2CDMG	19DUR|2LWND|3469VULN|5RPLT|7DMSP|89CDMG|9BPWR|aRCR
487	25133 62126	2	   	258.54	DCR|4VULN|2DUR|2CDMG	19DUR|27FEWX|3469VULN|5RPLT|89CDMG|9BPWR|aRCR
488	26643 13223	1	   	258.54	DCR|4VULN|2DUR|1DMG	13DUR|2357VULN|3BPWR|4DMG|6MLV|8RCVC|9RCR|aBELT
489	26643 33223	1	   	258.54	DCR|4VULN|2DUR|1DMG	13DUR|2357VULN|3BPWR|4DMG|6RMIN|8aRCVC|9RCR
490	41643 13223	1	   	258.54	DCR|4VULN|2DUR|1DMG	1357VULN|23DUR|3BPWR|4DMG|6MLV|8RCVC|9RCR|aBELT
491	41643 33223	1	   	258.54	DCR|4VULN|2DUR|1DMG	1357VULN|23DUR|3BPWR|4DMG|6RMIN|8aRCVC|9RCR
492	42211 11126	6	   	258.54	DCR|4VULN|2DUR|2CDMG	1469VULN|25LWND|39DUR|7RPLT|89CDMG|9BPWR|aRCR
493	42213 61126	4	   	258.54	DCR|4VULN|2DUR|2CDMG	1469VULN|2LWND|39DUR|5RPLT|7DMSP|89CDMG|9BPWR|aRCR
494	42215 11126	6	   	258.54	DCR|4VULN|2DUR|2CDMG	1469VULN|2LWND|39DUR|5DMSP|7RPLT|89CDMG|9BPWR|aRCR
495	42233 61126	3	   	258.54	DCR|4VULN|2DUR|2CDMG	1469VULN|2LWND|39DUR|5RPLT|7DMSP|89CDMG|9BPWR|aRCR
496	42315 21126	6	   	258.54	DCR|4VULN|2DUR|2CDMG	1569VULN|2LWND|3DMSP|4RPLT|79CDMG|89DUR|9BPWR|aRCR
497	42315 23126	6	   	258.54	DCR|4VULN|2DUR|2CDMG	1569VULN|2LWND|3DMSP|4RPLT|79DUR|89CDMG|9BPWR|aRCR
498	41522 16342	10	 * 	258.48	DCR|4VULN|2ASPD|2CDMG|1AART	189aVULN|2AART|3RMIN|4MBVNT|5aCDMG|6aASPD|7RCR|aBPWR
499	22613 24263	3	   	258.44	DCR|4VULN|2DUR|1DMG	17DUR|27LWND|3DUST|4ERES|578aVULN|6RCR|7BPWR|9DMG
500	22623 24263	4	   	258.44	DCR|4VULN|2DUR|1DMG	17DUR|27LWND|3DUST|4ERES|578aVULN|6RCR|7BPWR|9DMG
501	26143 33226	1	   	258.44	DCR|4VULN|2DUR|1DMG	1aDUR|2357VULN|4DMG|6RMIN|8RCVC|9RCR
502	41143 33226	1	   	258.44	DCR|4VULN|2DUR|1DMG	1357VULN|2aDUR|4DMG|6RMIN|8RCVC|9RCR
503	64161 13323	2	   	258.44	DCR|4VULN|2DUR|2TLV	13TLV|2378VULN|3BPWR|45DUR|6MLV|9RCR|aBELT
504	66161 13323	1	   	258.44	DCR|4VULN|2DUR|2TLV	13TLV|2378VULN|3BPWR|45DUR|6MLV|9RCR|aBELT
505	26242 26223	1	   	258.44	DCR|4VULN|2DUR|1DMG	1aDUR|258aVULN|35MLV|4BBNT|5aBPWR|6RCR|7DMG|9aDUST
506	26312 26223	1	   	258.44	DCR|4VULN|2DUR|1DMG	1aDUR|258aVULN|3BBNT|45CGEN|5aBPWR|6RCR|7DMG|9aDUST
507	26322 26223	1	   	258.44	DCR|4VULN|2DUR|1DMG	1aDUR|258aVULN|3BBNT|45MLV|5aBPWR|6RCR|7DMG|9aDUST
508	26643 13221	1	   	258.44	DCR|4VULN|2DUR|1DMG	13DUR|2357VULN|3BPWR|4DMG|6MLV|8RCVC|9RCR|aBBNT
509	26643 13222	1	   	258.44	DCR|4VULN|2DUR|1DMG	13DUR|2357VULN|3BPWR|4DMG|6MLV|8RCVC|9RCR|aERES
510	26643 33221	1	   	258.44	DCR|4VULN|2DUR|1DMG	13DUR|2357VULN|3BPWR|4DMG|6RMIN|8RCVC|9RCR|aBBNT
511	26643 33222	1	   	258.44	DCR|4VULN|2DUR|1DMG	13DUR|2357VULN|3BPWR|4DMG|6RMIN|8RCVC|9RCR|aERES
512	41643 13221	1	   	258.44	DCR|4VULN|2DUR|1DMG	1357VULN|23DUR|3BPWR|4DMG|6MLV|8RCVC|9RCR|aBBNT
513	41643 13222	1	   	258.44	DCR|4VULN|2DUR|1DMG	1357VULN|23DUR|3BPWR|4DMG|6MLV|8RCVC|9RCR|aERES
514	41643 33221	1	   	258.44	DCR|4VULN|2DUR|1DMG	1357VULN|23DUR|3BPWR|4DMG|6RMIN|8RCVC|9RCR|aBBNT
515	41643 33222	1	   	258.44	DCR|4VULN|2DUR|1DMG	1357VULN|23DUR|3BPWR|4DMG|6RMIN|8RCVC|9RCR|aERES
516	23423 24263	4	   	258.34	DCR|4VULN|2DUR|1DMG	17DUR|27ERES|3DUST|4LWND|578aVULN|6RCR|7BPWR|9DMG
517	23533 24263	4	   	258.34	DCR|4VULN|2DUR|1DMG	17DUR|27ERES|3LWND|4DUST|578aVULN|6RCR|7BPWR|9DMG
518	43311 33145	4	   	258.34	DCR|4VULN|2DUR|2CDMG	149aVULN|29ERES|35DUR|6RCR|7CGEN|89CDMG|9BPWR
519	43315 33141	5	   	258.34	DCR|4VULN|2DUR|2CDMG	1459VULN|29ERES|3aDUR|6RCR|7CGEN|89CDMG|9BPWR
520	43321 33145	3	   	258.34	DCR|4VULN|2DUR|2CDMG	149aVULN|29ERES|35DUR|6RCR|7CGEN|89CDMG|9BPWR
521	46312 26223	1	   	258.34	DCR|4VULN|2DUR|1DMG	128aVULN|3BBNT|4aDUR|5MLV|6RCR|7DMG|9aDUST|aBPWR
522	64161 13321	2	   	258.34	DCR|4VULN|2DUR|2TLV	13TLV|2378VULN|3BPWR|45DUR|6MLV|9RCR|aBBNT
523	64161 13322	2	   	258.34	DCR|4VULN|2DUR|2TLV	13TLV|2378VULN|3BPWR|45DUR|6MLV|9RCR|aERES
524	66161 13321	1	   	258.34	DCR|4VULN|2DUR|2TLV	13TLV|2378VULN|3BPWR|45DUR|6MLV|9RCR|aBBNT
525	66161 13322	1	   	258.34	DCR|4VULN|2DUR|2TLV	13TLV|2378VULN|3BPWR|45DUR|6MLV|9RCR|aERES
526	25332 24263	1	   	258.34	DCR|4VULN|2DUR|1DMG	17DUR|2BEXP|3LEGI|478aVULN|57ERES|6RCR|7BPWR|9DMG
527	25332 24263	2	   	258.34	DCR|4VULN|2DUR|1DMG	17DUR|2FEWX|3LEGI|478aVULN|57ERES|6RCR|7BPWR|9DMG
528	26332 24263	2	   	258.34	DCR|4VULN|2DUR|1DMG	17DUR|2BEXP|3LEGI|478aVULN|57ERES|6RCR|7BPWR|9DMG
