0	Index      	Bounty	 *	Score 	Summary	Detail	
1	46161 32212	1	 * 	273.62	DCR|5VULN|2TLV|1DUR|1AART	1347aVULN|23TLV|3BPWR|5LWND|6AART|8RCR|9DUR
364	25326 26221	9	   	246.69	DCR|3VULN|2DUR|1DMG|1CDMG	1aDUST|2CDMG|3MBVNT|45aVULN|6LIT|7DMG|8aDUR|9RCR|aBPWR
365	41146 12232	4	   	246.67	DCR|4VULN|1DMG|1CDMG|1AART	1347VULN|2LWND|5AART|6DMG|8RCR|9CDMG|aLIT
366	22126 23214	3	   	246.60	DCR|4VULN|2TLV|2AART	16DUST|2346VULN|59AART|6BPWR|7aTLV|8RCR
367	22126 33214	3	   	246.60	DCR|4VULN|2TLV|2AART	1DUST|2346VULN|59AART|7aTLV|8RCR
368	22146 23214	4	   	246.60	DCR|4VULN|2TLV|2AART	16DUST|2346VULN|59AART|6BPWR|7aTLV|8RCR
369	22146 33214	4	   	246.60	DCR|4VULN|2TLV|2AART	1DUST|2346VULN|59AART|7aTLV|8RCR
370	22162 53161	10	   	246.55	DCR|3VULN|1TLV|1DUR|1CDMG	1DUST|23aVULN|4CDMG|5DUR|6TLV|7LIT|8ASPD|9RCR
371	46131 23422	1	   	246.53	DCR|3VULN|2TLV|1DUR|1CDMG	139VULN|23TLV|3BPWR|4FEWX|5BEXP|6CDMG|7LIT|8DUR|aRCR
372	46131 23512	1	   	246.53	DCR|3VULN|2TLV|1DUR|1CDMG	138VULN|23TLV|3BPWR|4FEWX|5BEXP|6CDMG|7LIT|9DUR|aRCR
373	41112 62235	1	   	246.48	DCR|3VULN|1TLV|1DMG|1AART	125VULN|3LIT|4BELT|6RCR|7ASPD|8DMG|9AART|aTLV
374	46162 13112	1	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	134VULN|23TLV|3BPWR|5LIT|6CDMG|7DUST|8LHND|9DUR|aRCR
375	46162 13312	1	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	134VULN|23TLV|3BPWR|5LIT|6CDMG|7DUST|8FEWX|9DUR|aRCR
376	43122 36213	4	 * 	246.20	DCR|2VULN|2DMG|2DUR|2CDMG	1aVULN|2ZMB|3aCDMG|49DMG|5ASPD|6RCR|7aDUR|8DMSP|aBPWR
377	43122 36313	4	   	246.20	DCR|2VULN|2DMG|2DUR|2CDMG	1aVULN|2ZMB|3aCDMG|49DMG|5ASPD|6RCR|7aDUR|8RCVC|aBPWR
378	43125 36213	5	   	246.20	DCR|2VULN|2DMG|2DUR|2CDMG	1aVULN|2ZMB|3aCDMG|49DMG|5ASPD|6RCR|7aDUR|8DMSP|aBPWR
379	43125 36313	5	   	246.20	DCR|2VULN|2DMG|2DUR|2CDMG	1aVULN|2ZMB|3aCDMG|49DMG|5ASPD|6RCR|7aDUR|8RCVC|aBPWR
380	22141 15236	7	   	246.19	DCR|4VULN|2DMG|1CDMG	1DUST|2349VULN|57DMG|6LWND|8RCR|aCDMG
381	42122 25232	9	   	246.10	DCR|2VULN|2DMG|2DUR|2CDMG	19VULN|2ERES|39CDMG|4RMIN|58DUR|6LIT|79DMG|9BPWR|aRCR
382	12311 36254	4	   	246.09	DCR|3VULN|1TLV|2ASPD|1DUR|1CDMG	13ASPD|2DLOT|4DUR|5TLV|69aVULN|7RCR|8CDMG
383	41141 43311	5	   	246.08	DCR|4VULN|2DUR|1DMG	1349VULN|29LWND|5DMG|6CGEN|7RCR|89DUR|9BPWR|aBEXP
384	41141 43313	5	   	246.08	DCR|4VULN|2DUR|1DMG	1349VULN|29LWND|5DMG|6aCGEN|7RCR|89DUR|9BPWR
385	41141 53311	6	   	246.08	DCR|4VULN|2DUR|1DMG	1349VULN|29LWND|5DMG|6CGEN|7RCR|89DUR|9BPWR|aBEXP
386	41141 53313	6	   	246.08	DCR|4VULN|2DUR|1DMG	1349VULN|29LWND|5DMG|6aCGEN|7RCR|89DUR|9BPWR
387	43153 62313	9	   	246.08	DCR|4VULN|2DUR|2CDMG	159aVULN|2aZMB|36CDMG|45FEWX|5aBPWR|7RCR|8aDUR
388	41141 43312	5	   	245.98	DCR|4VULN|2DUR|1DMG	1349VULN|29LWND|5DMG|6CGEN|7RCR|89DUR|9BPWR|aERES
389	41141 53312	6	   	245.98	DCR|4VULN|2DUR|1DMG	1349VULN|29LWND|5DMG|6CGEN|7RCR|89DUR|9BPWR|aERES
390	42111 51324	5	   	245.91	DCR|3VULN|1TLV|2CDMG|1DUR|1AART	16aVULN|2ERES|38CDMG|4AART|5TLV|7RCR|9DUR
391	42361 53311	3	   	245.88	DCR|4VULN|2DUR|1DMG	1349VULN|29ERES|5LWND|6DMG|7RCR|89DUR|9BPWR|aBEXP
392	42361 53313	3	   	245.88	DCR|4VULN|2DUR|1DMG	1349VULN|29ERES|5LWND|6DMG|7RCR|89DUR|9BPWR|aCGEN
393	52135 11512	10	   	245.88	DCR|4VULN|2DUR|1DMG	1BEXP|2389VULN|4LWND|56DUR|7DMG|aRCR
394	52153 11512	10	   	245.88	DCR|4VULN|2DUR|1DMG	1BEXP|2389VULN|4LHND|56DUR|7DMG|aRCR
395	52135 11533	9	   	245.88	DCR|4VULN|2DUR|1DMG	1BEXP|238aVULN|4LWND|56DUR|7DMG|9RCR
396	52153 11533	9	   	245.88	DCR|4VULN|2DUR|1DMG	1BEXP|238aVULN|4LHND|56DUR|7DMG|9RCR
397	22144 52231	3	 * 	245.87	DCR|3VULN|2DMG|2TLV	1DUST|235VULN|45TLV|5BPWR|67DMG|8BEXP|9RCR|aFEWX
398	22144 52233	3	   	245.87	DCR|3VULN|2DMG|2TLV	1DUST|235VULN|45TLV|5BPWR|67DMG|8BEXP|9RCR|aCGEN
399	22144 52331	3	   	245.87	DCR|3VULN|2DMG|2TLV	1DUST|235VULN|45TLV|5BPWR|67DMG|8LHND|9RCR|aFEWX
400	22144 52333	3	   	245.87	DCR|3VULN|2DMG|2TLV	1DUST|235VULN|45TLV|5BPWR|67DMG|8LHND|9RCR|aCGEN
401	22244 52231	4	   	245.87	DCR|3VULN|2DMG|2TLV	1DUST|245VULN|35TLV|5BPWR|67DMG|8BEXP|9RCR|aFEWX
402	22244 52233	4	   	245.87	DCR|3VULN|2DMG|2TLV	1DUST|245VULN|35TLV|5BPWR|67DMG|8BEXP|9RCR|aCGEN
403	22244 52331	4	   	245.87	DCR|3VULN|2DMG|2TLV	1DUST|245VULN|35TLV|5BPWR|67DMG|8LHND|9RCR|aFEWX
404	22244 52333	4	   	245.87	DCR|3VULN|2DMG|2TLV	1DUST|245VULN|35TLV|5BPWR|67DMG|8LHND|9RCR|aCGEN
405	41123 22462	3	   	245.85	DCR|4VULN|1TLV|1DUR	1349VULN|245LWND|4BPWR|6LIT|7DUR|8TLV|aRCR
406	51223 12662	4	   	245.85	DCR|4VULN|1TLV|1DUR	126BEXP|26BPWR|3LIT|4TLV|5679VULN|8DUR|aRCR
407	22141 42336	10	   	245.78	DCR|4VULN|2DUR|1DMG	1DUST|2348VULN|5DMG|6FEWX|7aDUR|9RCR
408	22143 51336	10	   	245.78	DCR|4VULN|2DUR|1DMG	1DUST|2348VULN|5FEWX|6aDUR|7DMG|9RCR
409	22153 31536	10	   	245.78	DCR|4VULN|2DUR|1DMG	1DUST|2368VULN|4LHND|5aDUR|7DMG|9RCR
410	42161 53311	2	   	245.78	DCR|4VULN|2DUR|1DMG	1349VULN|239ERES|39BPWR|5LWND|6DMG|7RCR|89DUR|aBBNT
411	42161 53312	2	   	245.78	DCR|4VULN|2DUR|1DMG	1349VULN|239ERES|39BPWR|5LWND|6DMG|7RCR|89DUR|aMBVNT
412	42361 53312	3	   	245.78	DCR|4VULN|2DUR|1DMG	1349VULN|29aERES|5LWND|6DMG|7RCR|89DUR|9BPWR
413	43161 53311	1	   	245.78	DCR|4VULN|2DUR|1DMG	1349VULN|239ERES|39BPWR|5LWND|6DMG|7RCR|89DUR|aBBNT
414	43161 53312	1	   	245.78	DCR|4VULN|2DUR|1DMG	1349VULN|239ERES|39BPWR|5LWND|6DMG|7RCR|89DUR|aMBVNT
415	22135 11512	10	   	245.78	DCR|4VULN|2DUR|1DMG	1DUST|2389VULN|4LWND|56DUR|7DMG|aRCR
416	22153 11512	10	   	245.78	DCR|4VULN|2DUR|1DMG	1DUST|2389VULN|4LHND|56DUR|7DMG|aRCR
417	22135 11533	9	   	245.78	DCR|4VULN|2DUR|1DMG	1DUST|238aVULN|4LWND|56DUR|7DMG|9RCR
418	22153 11533	9	   	245.78	DCR|4VULN|2DUR|1DMG	1DUST|238aVULN|4LHND|56DUR|7DMG|9RCR
419	22144 52232	3	   	245.77	DCR|3VULN|2DMG|2TLV	1DUST|235VULN|45TLV|5BPWR|67DMG|8BEXP|9RCR|aERES
420	22144 52332	3	   	245.77	DCR|3VULN|2DMG|2TLV	1DUST|235VULN|45TLV|5BPWR|67DMG|8LHND|9RCR|aERES
421	22244 52232	4	   	245.77	DCR|3VULN|2DMG|2TLV	1DUST|245VULN|35TLV|5BPWR|67DMG|8BEXP|9RCR|aERES
422	22244 52332	4	   	245.77	DCR|3VULN|2DMG|2TLV	1DUST|245VULN|35TLV|5BPWR|67DMG|8LHND|9RCR|aERES
423	22246 31335	8	   	245.75	DCR|4VULN|1TLV|1DUR	18DUST|2468VULN|3TLV|5ASPD|78BEXP|8BPWR|9RCR|aDUR
424	22115 61232	9	   	245.73	DCR|3VULN|2DUR|1TLV|2LIT	1DUST|238VULN|47LIT|5TLV|69DUR|aRCR
425	22245 61232	9	   	245.73	DCR|3VULN|2DUR|1TLV|2LIT	1DUST|248VULN|3TLV|57LIT|69DUR|aRCR
426	41122 33136	9	   	245.68	ACR|3VULN|3DMG|2TLV|1DUR	139VULN|2LWND|4RPLT|5RCR|69TLV|789DMG|9BPWR|aDUR
427	41141 34133	10	   	244.95	DCR|4VULN|1DMG|1DUR|1CDMG	1347VULN|2LWND|5DMG|6DUR|8LHND|9RCR|aCDMG
428	62162 11521	10	   	244.95	DCR|4VULN|1DMG|1DUR|1CDMG	1FEWX|2369VULN|4CDMG|5DUR|7RPLT|8DMG|aRCR
429	52162 11351	10	   	244.95	DCR|4VULN|1DMG|1DUR|1CDMG	1BEXP|2368VULN|4CDMG|5DUR|7RPLT|9DMG|aRCR
430	43122 13616	10	   	244.85	DCR|4VULN|1DMG|1DUR|1CDMG	169aVULN|2ZMB|3CDMG|4DMG|5DUR|7ERES|8RCR
431	43124 36213	4	   	244.80	DCR|2VULN|3DUR|2DMG|1CDMG	1aVULN|2aZMB|3CDMG|49DMG|5RMIN|6RCR|78aDUR|aBPWR
432	52125 25223	9	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|235VULN|4RPLT|6LIT|7DMG|8DUR|9RCR|aTLV
433	52241 32215	6	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|246VULN|3TLV|5RMIN|7DMG|8RCR|9ASPD|aDUR
434	62125 25223	9	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1FEWX|235VULN|4RPLT|6LIT|7DMG|8DUR|9RCR|aTLV
435	62241 32215	6	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1FEWX|246VULN|3TLV|5RMIN|7DMG|8RCR|9ASPD|aDUR
436	42332 83713	10	   	244.75	DCR|4VULN|1DMG|1DUR|1CDMG	1369VULN|2ERES|4CDMG|5MBVNT|7DUR|8RCR|aDMG
437	22114 33624	10	   	244.72	DCR|3VULN|1TLV|1DMG|2LIT|1AART	17DUST|237VULN|47LIT|5AART|6DMSP|7BPWR|8RCR|9DMG|aTLV
438	22114 33632	10	   	244.72	DCR|3VULN|1TLV|1DMG|2LIT|1AART	17DUST|237VULN|47LIT|5AART|6DMSP|7BPWR|8RCR|9TLV|aDMG
439	22162 14263	10	   	244.70	DCR|3VULN|2DUR|1DMG|2CDMG	1DUST|236VULN|48CDMG|57DUR|9RCR|aDMG
440	22125 25223	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|235VULN|4RPLT|6LIT|7DMG|8DUR|9RCR|aTLV
441	22241 32215	6	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|246VULN|3TLV|5RMIN|7DMG|8RCR|9ASPD|aDUR
442	22241 42215	5	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|246VULN|3TLV|5RMIN|7DMG|8RCR|9ASPD|aDUR
443	22244 32215	6	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|246VULN|3TLV|5CGEN|7DMG|8RCR|9ASPD|aDUR
444	22246 32235	6	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|246VULN|3TLV|5ASPD|7DMG|8RMIN|9RCR|aDUR
445	62141 33215	7	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1FEWX|234VULN|5DMG|6ERES|7TLV|8RCR|9ASPD|aDUR
446	41161 62213	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	136VULN|25LWND|4CDMG|7TLV|8RCR|9aDUR
447	52126 23231	3	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	16BEXP|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aZMB
448	52126 23234	3	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	16BEXP|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aLWND
449	52126 23235	3	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	16BEXP|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aMLV
450	52146 23231	4	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	16BEXP|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aZMB
451	41256 23233	1	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	126aVULN|36ZMB|4RMIN|5AART|6BPWR|7TLV|8RCR|9CDMG
452	43226 23233	2	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	146aVULN|26ZMB|3RMIN|5AART|6BPWR|7TLV|8RCR|9CDMG
453	43326 23233	3	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	146aVULN|26ZMB|3RMIN|5AART|6BPWR|7TLV|8RCR|9CDMG
454	43346 23233	4	   	244.60	DCR|4VULN|1TLV|1CDMG|1AART	146aVULN|26ZMB|3RMIN|5AART|6BPWR|7TLV|8RCR|9CDMG
455	22141 33215	7	   	244.56	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|234VULN|5DMG|6ERES|7TLV|8RCR|9ASPD|aDUR
456	22143 42215	3	   	244.56	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|236VULN|4TLV|5ERES|7DMG|8RCR|9ASPD|aDUR
457	22243 42215	4	   	244.56	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|246VULN|3TLV|5ERES|7DMG|8RCR|9ASPD|aDUR
458	42331 36413	8	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	138VULN|2ERES|4CDMG|5MLV|6TLV|7RCR|9aDUR
459	42331 36513	7	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	138VULN|2ERES|4CDMG|5MLV|6TLV|7RCR|9aDUR
460	52126 23233	3	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	16BEXP|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aBBNT
461	52126 23531	3	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	16BEXP|2346VULN|5AART|6BPWR|7TLV|8MBVNT|9CDMG|aRCR
462	52126 33231	3	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	1BEXP|2346VULN|5AART|7TLV|8RCR|9CDMG|aZMB
463	52126 33234	3	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	1BEXP|2346VULN|5AART|7TLV|8RCR|9CDMG|aLWND
464	52126 33235	3	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	1BEXP|2346VULN|5AART|7TLV|8RCR|9CDMG|aMLV
465	52146 23233	4	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	16BEXP|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aBBNT
466	52146 33231	4	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	1BEXP|2346VULN|5AART|7TLV|8RCR|9CDMG|aZMB
467	41256 33233	1	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	126aVULN|3ZMB|4RMIN|5AART|7TLV|8RCR|9CDMG
468	43226 33233	2	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	146aVULN|2ZMB|3RMIN|5AART|7TLV|8RCR|9CDMG
469	43326 33233	3	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	146aVULN|2ZMB|3RMIN|5AART|7TLV|8RCR|9CDMG
470	43346 33233	4	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	146aVULN|2ZMB|3RMIN|5AART|7TLV|8RCR|9CDMG
471	52234 13531	3	   	244.49	DCR|2VULN|2DUR|1TLV|2ASPD|1CDMG	1BEXP|2aVULN|3TLV|4BBNT|5CDMG|6RCR|7aASPD|8LIT|9aDUR|aBPWR
472	46163 22331	1	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	134VULN|23TLV|3BPWR|5ERES|6DMG|7TBNT|8RPLT|9DUR|aRCR
473	52232 51512	10	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1BEXP|289VULN|35TLV|4ERES|6DUR|7DMG|aRCR
474	51223 12151	4	   	244.42	DCR|4VULN|2TLV|2LIT	126BEXP|269BPWR|39LIT|49TLV|5679VULN|8RCR|aCGEN
475	51223 12153	4	   	244.42	DCR|4VULN|2TLV|2LIT	126BEXP|269BPWR|39LIT|49TLV|5679VULN|8RCR|aFEWX
476	25326 21741	4	   	244.42	DCR|3VULN|2DUR|1TLV|1CDMG	18DUST|2CDMG|3MBVNT|468VULN|58DUR|7TBNT|8BPWR|9TLV|aRCR
477	22126 23231	3	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	16DUST|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aZMB
478	22126 23234	3	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	16DUST|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aLWND
479	22126 23235	3	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	16DUST|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aMLV
480	22126 33231	3	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2346VULN|5AART|7TLV|8RCR|9CDMG|aZMB
481	22126 33234	3	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2346VULN|5AART|7TLV|8RCR|9CDMG|aLWND
482	22126 33235	3	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2346VULN|5AART|7TLV|8RCR|9CDMG|aMLV
483	22146 23231	4	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	16DUST|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aZMB
484	22146 23234	4	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	16DUST|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aLWND
485	22146 23235	4	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	16DUST|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aMLV
486	22146 33231	4	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2346VULN|5AART|7TLV|8RCR|9CDMG|aZMB
487	22146 33234	4	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2346VULN|5AART|7TLV|8RCR|9CDMG|aLWND
488	22146 33235	4	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2346VULN|5AART|7TLV|8RCR|9CDMG|aMLV
489	46126 23231	3	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1346VULN|26DUST|5AART|6BPWR|7TLV|8RCR|9CDMG|aZMB
490	46126 33231	3	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1346VULN|2DUST|5AART|7TLV|8RCR|9CDMG|aZMB
491	52126 33233	3	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1BEXP|2346VULN|5AART|7TLV|8RCR|9CDMG|aBBNT
492	52126 33531	3	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1BEXP|2346VULN|5AART|7TLV|8MBVNT|9CDMG|aRCR
493	52146 33233	4	   	244.40	DCR|4VULN|1TLV|1CDMG|1AART	1BEXP|2346VULN|5AART|7TLV|8RCR|9CDMG|aBBNT
494	22234 13531	3	   	244.39	DCR|2VULN|2DUR|1TLV|2ASPD|1CDMG	1DUST|2aVULN|3TLV|4BBNT|5CDMG|6RCR|7aASPD|8LIT|9aDUR|aBPWR
495	42224 47454	1	   	244.36	DCR|5VULN|2DUR	1478aVULN|24aLHND|3MBVNT|4aBPWR|5RPLT|6RCR|9aDUR
496	51223 12152	4	   	244.32	DCR|4VULN|2TLV|2LIT	126BEXP|269BPWR|39LIT|49TLV|5679VULN|8RCR|aDLOT
497	51223 12155	4	   	244.32	DCR|4VULN|2TLV|2LIT	126BEXP|269BPWR|39LIT|49TLV|5679VULN|8RCR|aTBNT
498	51223 12156	4	   	244.32	DCR|4VULN|2TLV|2LIT	126BEXP|269BPWR|39LIT|49TLV|5679VULN|8RCR|aBBNT
499	22126 23233	3	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	16DUST|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aBBNT
500	22126 23531	3	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	16DUST|2346VULN|5AART|6BPWR|7TLV|8MBVNT|9CDMG|aRCR
501	22126 33233	3	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2346VULN|5AART|7TLV|8RCR|9CDMG|aBBNT
502	22126 33531	3	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2346VULN|5AART|7TLV|8MBVNT|9CDMG|aRCR
503	22146 23233	4	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	16DUST|2346VULN|5AART|6BPWR|7TLV|8RCR|9CDMG|aBBNT
504	22146 23531	4	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	16DUST|2346VULN|5AART|6BPWR|7TLV|8MBVNT|9CDMG|aRCR
505	22146 33233	4	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2346VULN|5AART|7TLV|8RCR|9CDMG|aBBNT
506	22146 33531	4	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2346VULN|5AART|7TLV|8MBVNT|9CDMG|aRCR
507	46126 23233	3	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	1346VULN|26DUST|5AART|6BPWR|7TLV|8RCR|9CDMG|aBBNT
508	46126 33233	3	   	244.30	DCR|4VULN|1TLV|1CDMG|1AART	1346VULN|2DUST|5AART|7TLV|8RCR|9CDMG|aBBNT
509	43112 37263	5	   	244.30	DCR|3VULN|3DUR|3CDMG	19aVULN|2ZMB|39aCDMG|48DMSP|5MBVNT|6RCR|79aDUR|9aBPWR
510	43112 37363	5	   	244.30	DCR|3VULN|3DUR|3CDMG	19aVULN|2ZMB|39aCDMG|4DMSP|5MBVNT|6RCR|79aDUR|8RCVC|9aBPWR
511	43112 38163	5	   	244.30	DCR|3VULN|3DUR|3CDMG	19aVULN|2ZMB|39aCDMG|47DMSP|5MBVNT|6RCR|89aDUR|9aBPWR
512	22112 63622	6	   	244.27	DCR|3VULN|3DUR|1AART	17DUST|237VULN|4LIT|5ASPD|678DUR|7BPWR|9RCR|aAART
513	52125 22242	4	   	244.20	DCR|3VULN|3DUR|1TLV	1BEXP|236VULN|4RPLT|578DUR|9RCR|aTLV
514	62125 22242	4	   	244.20	DCR|3VULN|3DUR|1TLV	1FEWX|236VULN|4RPLT|578DUR|9RCR|aTLV
515	22125 22242	4	   	244.10	DCR|3VULN|3DUR|1TLV	1DUST|236VULN|4RPLT|578DUR|9RCR|aTLV
516	22125 52242	5	   	244.10	DCR|3VULN|3DUR|1TLV	1DUST|235VULN|4RPLT|678DUR|9RCR|aTLV
517	22126 52242	4	   	244.10	DCR|3VULN|3DUR|1TLV	1DUST|235VULN|4RPLT|678DUR|9RCR|aTLV
518	21224 77454	1	   	244.06	DCR|5VULN|2DUR	14aDUST|2478aVULN|3MBVNT|4aBPWR|5RPLT|6RCR|9aDUR
519	22123 77454	4	   	244.06	DCR|5VULN|2DUR	1aDUST|2378aVULN|4RPLT|5MBVNT|6RCR|9aDUR|aBPWR
520	22224 77454	2	   	244.06	DCR|5VULN|2DUR	14aDUST|2478aVULN|3MBVNT|4aBPWR|5RPLT|6RCR|9aDUR
