0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13123 16543	7	 * 	279.54	DCR|5VULN|1DMG|1TLV|1DUR	13457VULN|25ERES|5BPWR|6RCR|8DUR|9TLV|aDMG
353	14223 31143	5	   	253.58	DCR|3VULN|2DMG|2DUR	17aVULN|247LWND|3aDUST|5ZMB|67DMG|7aBPWR|8aDUR|9RCR
354	11121 62342	6	   	253.56	DCR|4VULN|2TLV|2LIT|1ASPD	1347VULN|2ZMB|57TLV|67LIT|7BPWR|8BEXP|9RCR|aASPD
355	11126 36361	6	   	253.50	DCR|4VULN|2DMG	1348VULN|26ZMB|5LIT|7RCR|9aDMG
356	12244 61441	2	   	253.48	DCR|3VULN|2DMG|2DUR	18aVULN|2RPLT|36DMG|4MBVNT|58DUR|78LHND|8BPWR|9RCR
357	12244 68441	2	   	253.48	DCR|3VULN|2DMG|2DUR	18aVULN|2RPLT|36DMG|4MBVNT|58DUR|78LWND|8BPWR|9RCR
358	53144 16441	2	   	253.48	DCR|3VULN|2DMG|2DUR	1RPLT|28DMG|36LHND|4MBVNT|58DUR|78aVULN|8BPWR|9RCR
359	11121 62242	6	   	253.46	DCR|4VULN|2TLV|2LIT|1ASPD	1347VULN|2ZMB|57TLV|67LIT|7BPWR|8DUST|9RCR|aASPD
360	13121 43331	5	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	134aVULN|2ERES|5TLV|6DMG|7BEXP|8RCR|9AART
361	13122 25334	6	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1347VULN|2ERES|5DUR|6BEXP|8RCR|9AART|aDMG
362	13123 14245	10	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1345VULN|25ERES|5BPWR|6RCR|7BEXP|8TLV|9AART|aDMG
363	13123 14245	9	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1345VULN|25ERES|5BPWR|6RCR|7BEXP|8TLV|9AART|aDMG
364	13123 16166	6	   	253.40	DCR|4VULN|2DMG	1345VULN|25ERES|5BPWR|6RCR|78DMG|9BELT|aLIT
365	13123 32166	6	   	253.40	DCR|4VULN|2DMG	1345VULN|25ERES|5BPWR|68DMG|7RCR|9BELT|aLIT
366	13123 15461	7	   	253.40	DCR|4VULN|2DMG	1345VULN|25ERES|5BPWR|6RCR|7RCVC|8LIT|9aDMG
367	12244 82324	2	   	253.38	DCR|3VULN|2DMG|2DUR	189VULN|2RPLT|39DMG|4MBVNT|59DUR|6RCR|7TBNT|9BPWR|aBEXP
368	12244 82326	2	   	253.38	DCR|3VULN|2DMG|2DUR	189VULN|2RPLT|39DMG|4MBVNT|59DUR|6RCR|7TBNT|9BPWR|aLWND
369	14113 32321	1	   	253.38	DCR|3VULN|2DMG|2DUR	169VULN|23DMG|4aDUR|57BEXP|8RCR
370	14113 35331	1	   	253.38	DCR|3VULN|2DMG|2DUR	167VULN|23DMG|4aDUR|5BEXP|8RCR|9DMSP
371	14113 35353	1	   	253.38	DCR|3VULN|2DMG|2DUR	167VULN|23DMG|49DUR|5aBEXP|8RCR
372	12364 82324	5	   	253.38	DCR|3VULN|2DMG|2DUR	189VULN|2RPLT|39DUR|49DMG|5MBVNT|6RCR|7TBNT|9BPWR|aBEXP
373	15342 12511	6	   	253.36	DCR|3VULN|3DMG|2LIT	14aVULN|234BEXP|4aBPWR|59aDMG|6aLIT|7RMIN|8RCR
374	16853 34343	1	   	253.32	DCR|3VULN|2DMG|2ASPD|1AART	179VULN|2MBVNT|38DUST|4AART|57ASPD|67DMG|7BPWR|aRCR
375	13122 65334	5	   	253.31	DCR|4VULN|1DMG|1DUR|1AART	1347VULN|2ERES|5DUR|6DUST|8RCR|9AART|aDMG
376	13123 11221	6	   	253.31	DCR|4VULN|1DMG|1DUR|1AART	1345VULN|25ERES|5BPWR|6RCR|7BBNT|8DMG|9AART|aDUR
377	13121 42322	10	   	253.31	DCR|4VULN|2ASPD|1TLV	1349VULN|29ERES|5TLV|6RPLT|7LIT|89ASPD|9BPWR|aRCR
378	13121 65322	10	   	253.31	DCR|4VULN|2ASPD|1TLV	1349VULN|29ERES|5TLV|6LIT|7RPLT|89ASPD|9BPWR|aRCR
379	13126 25361	5	   	253.30	DCR|4VULN|2DMG	1348VULN|26ERES|5LIT|7RCR|9aDMG
380	12244 82323	2	   	253.28	DCR|3VULN|2DMG|2DUR	189VULN|2RPLT|39DMG|4MBVNT|59DUR|6RCR|7TBNT|9BPWR|aBBNT
381	12244 82327	2	   	253.28	DCR|3VULN|2DMG|2DUR	189VULN|2RPLT|39DMG|4MBVNT|59DUR|6RCR|7TBNT|9BPWR|aDLOT
382	12244 82328	2	   	253.28	DCR|3VULN|2DMG|2DUR	189VULN|2RPLT|39DMG|4MBVNT|59DUR|6RCR|7TBNT|9BPWR|aLEGI
383	14112 65321	1	   	253.28	DCR|3VULN|2DMG|2DUR	179VULN|23DMG|4aDUR|5RCVC|6DUST|8RCR
384	12244 84841	2	   	253.28	DCR|3VULN|2DMG|2DUR	18aVULN|2RPLT|39DMG|4MBVNT|58DUR|6RCR|78DUST|8BPWR
385	12364 82323	5	   	253.28	DCR|3VULN|2DMG|2DUR	189VULN|2RPLT|39DUR|49DMG|5MBVNT|6RCR|7TBNT|9BPWR|aBBNT
386	12355 23114	2	   	253.23	DCR|4VULN|2DUR|2LIT	146aVULN|2RPLT|34LIT|4BPWR|57DUR|8RCR|9DUST
387	14331 23634	1	   	253.18	DCR|3VULN|2DMG|2DUR	148VULN|28DMG|3DUST|57ERES|68DUR|8BPWR|9TBNT|aRCR
388	12116 65332	8	   	252.91	DCR|3VULN|3DMG|2LIT|1NUKE|1SELL	18aVULN|2RPLT|3SELL|48LIT|568DMG|7NUKE|8BPWR|9RCR
389	13122 25331	6	   	252.89	DCR|5VULN|1DUR|1AART	1347aVULN|2ERES|5DUR|6BEXP|8RCR|9AART
390	13123 14115	10	   	252.89	DCR|5VULN|1TLV|1AART	13458VULN|25ERES|5BPWR|6RCR|7BEXP|9TLV|aAART
391	13123 14243	10	   	252.89	DCR|5VULN|1TLV|1AART	1345aVULN|25ERES|5BPWR|6RCR|7BEXP|8TLV|9AART
392	13123 15252	9	   	252.89	DCR|5VULN|1TLV|1AART	13459VULN|25ERES|5BPWR|6RCR|7RCVC|8TLV|aAART
393	13123 16215	10	   	252.89	DCR|5VULN|1TLV|1AART	13457VULN|25ERES|5BPWR|6RCR|8LHND|9TLV|aAART
394	13123 16315	10	   	252.89	DCR|5VULN|1TLV|1AART	13457VULN|25ERES|5BPWR|6RCR|8FEWX|9TLV|aAART
395	13123 16515	10	   	252.89	DCR|5VULN|1TLV|1AART	13457VULN|25ERES|5BPWR|6RCR|8BEXP|9TLV|aAART
396	13534 35331	3	   	252.89	DCR|5VULN|1DUR|1AART	1467aVULN|2ERES|3DUR|5BEXP|8RCR|9AART
397	13122 65331	5	   	252.79	DCR|5VULN|1DUR|1AART	1347aVULN|2ERES|5DUR|6DUST|8RCR|9AART
398	13116 21541	5	   	252.73	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	138VULN|2ERES|4CDMG|5AART|6RCR|7DUR|9DMG|aLIT
399	14131 43613	1	 * 	252.68	DCR|2VULN|2DMG|2DUR|3CDMG	17VULN|23DMG|4BELT|57DUR|67aCDMG|7BPWR|8RCR|9DMSP
400	11111 63113	10	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	136VULN|2ZMB|4CDMG|56LWND|6BPWR|7RCR|8DUR|9aDMG
401	11611 63113	10	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	146VULN|2ZMB|3CDMG|56LWND|6BPWR|7RCR|8DUR|9aDMG
402	61613 63113	10	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	16LHND|2ZMB|3CDMG|456VULN|6BPWR|7RCR|8DUR|9aDMG
403	14113 35341	1	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	167VULN|23DMG|4DUR|5BEXP|8RCR|9ZMB|aCDMG
404	13111 63113	10	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	136VULN|2ERES|4CDMG|56LWND|6BPWR|7RCR|8DUR|9aDMG
405	13611 63113	10	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	146VULN|2ERES|3CDMG|56LWND|6BPWR|7RCR|8DUR|9aDMG
406	14633 23111	9	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	15aVULN|23LWND|49DMG|6CDMG|7RCR|8DUR
407	52122 46331	6	   	252.42	DCR|3VULN|2CDMG|1TLV|1DUR|2LIT	1RPLT|2aCDMG|36aVULN|4DMSP|5TLV|7RCR|8DUR|9aLIT|aBPWR
408	52123 66331	6	   	252.42	DCR|3VULN|2CDMG|1TLV|1DUR|2LIT	1RPLT|2aCDMG|35aVULN|4DMSP|6TLV|7RCR|8DUR|9aLIT|aBPWR
409	12136 31634	3	   	252.40	DCR|3VULN|2DMG|1TLV|1CDMG|1SELL	147VULN|2RPLT|3SELL|57LWND|67DMG|7BPWR|8RCR|9CDMG|aTLV
410	11112 64121	8	   	252.37	DCR|3VULN|3DUR|1CDMG|1AART	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7FEWX|9RCR|aAART
411	11112 64221	7	   	252.37	DCR|3VULN|3DUR|1CDMG|1AART	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7FEWX|9RCR|aAART
412	11112 64221	6	   	252.37	DCR|3VULN|3DUR|1CDMG|1AART	136VULN|2ZMB|4CDMG|568DUR|6BPWR|7FEWX|9RCR|aAART
413	11612 64121	8	   	252.37	DCR|3VULN|3DUR|1CDMG|1AART	146VULN|2ZMB|3CDMG|568DUR|6BPWR|7FEWX|9RCR|aAART
414	11612 64221	6	   	252.37	DCR|3VULN|3DUR|1CDMG|1AART	146VULN|2ZMB|3CDMG|568DUR|6BPWR|7FEWX|9RCR|aAART
415	11612 64221	7	   	252.37	DCR|3VULN|3DUR|1CDMG|1AART	146VULN|2ZMB|3CDMG|568DUR|6BPWR|7FEWX|9RCR|aAART
416	15342 24223	10	   	252.36	DCR|4VULN|1DMG|1CDMG|1ASPD	148aVULN|234BEXP|4BPWR|5DMG|6ASPD|7RCR|9CDMG
417	11643 63113	10	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	156VULN|2ZMB|3CDMG|46DUST|6BPWR|7RCR|8DUR|9aDMG
418	11121 41213	5	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	134VULN|2ZMB|5TLV|68DMG|7BBNT|9RCR|aCDMG
419	16251 34634	1	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	189VULN|2MBVNT|38ERES|4TLV|5BELT|6CDMG|78DMG|8BPWR|aRCR
420	11112 61521	8	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	136VULN|2ZMB|4CDMG|567DUR|6BPWR|8DUST|9RCR|aAART
421	11112 61621	7	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	136VULN|2ZMB|4CDMG|567DUR|6BPWR|8DUST|9RCR|aAART
422	11612 61521	8	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	146VULN|2ZMB|3CDMG|567DUR|6BPWR|8DUST|9RCR|aAART
423	11612 61621	7	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	146VULN|2ZMB|3CDMG|567DUR|6BPWR|8DUST|9RCR|aAART
424	11625 33121	6	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	179aVULN|2ZMB|3CDMG|4ASPD|5LWND|6RCR|8DMG
425	11622 34621	7	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	179aVULN|2ZMB|3CDMG|4ASPD|5DMG|6LWND|8RCR
426	13121 41213	5	   	252.25	DCR|3VULN|2DMG|1TLV|1CDMG	134VULN|2ERES|5TLV|68DMG|7BBNT|9RCR|aCDMG
427	13113 81262	10	   	252.20	DCR|4VULN|1DUR|2LIT|1CDMG	1369VULN|29ERES|4CDMG|5MBVNT|7DUR|89LIT|9BPWR|aRCR
428	13613 81262	10	   	252.20	DCR|4VULN|1DUR|2LIT|1CDMG	1469VULN|29ERES|3CDMG|5MBVNT|7DUR|89LIT|9BPWR|aRCR
429	13116 21346	5	   	252.19	DCR|3VULN|1DMG|2AART|1DUR|1CDMG	13aVULN|2ERES|4CDMG|58AART|6RCR|7DUR|9DMG
430	13333 53344	8	   	252.17	DCR|3VULN|2DMG|2CDMG|1AART	18aVULN|2aERES|3MLV|49DMG|5AART|6RCR|7aCDMG|aBPWR
431	11126 56133	6	   	252.16	DCR|4VULN|1DMG|1TLV	1346VULN|2ZMB|5LIT|7RCR|8FEWX|9DMG|aTLV
432	12321 43451	6	   	252.16	DCR|4VULN|1DMG|1DUR	1679VULN|2RPLT|3DUR|4CGEN|5DMG|8RCR|aLIT
433	12346 25123	4	   	252.16	DCR|4VULN|1DMG|1DUR	1467VULN|2RPLT|3DUR|5LIT|8RCR|9DMG|aCGEN
434	11113 42121	6	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	139aVULN|2ZMB|4CDMG|5MBVNT|6ASPD|7RCR|8DMG
435	11113 87741	9	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	136aVULN|2ZMB|4CDMG|5MBVNT|7ASPD|8RCR|9DMG
436	11613 42121	6	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	149aVULN|2ZMB|3CDMG|5MBVNT|6ASPD|7RCR|8DMG
437	11131 43122	3	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aLWND
438	11131 43123	3	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aDMSP
439	11131 43124	3	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aBEXP
440	11131 43126	3	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aLHND
441	11112 13122	6	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aLWND
442	11112 13123	6	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aDMSP
443	11112 13124	6	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aBEXP
444	11112 13126	6	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aLHND
445	11612 13122	6	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aLWND
446	11612 13123	6	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aDMSP
447	11612 13124	6	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aBEXP
448	11612 13126	6	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aLHND
449	11113 65132	10	   	252.12	DCR|4VULN|2DUR|1CDMG	137aVULN|2aZMB|4CDMG|5MBVNT|6BEXP|8aDUR|9RCR|aBPWR
450	11113 84132	10	   	252.12	DCR|4VULN|2DUR|1CDMG	136aVULN|2aZMB|4CDMG|5MBVNT|7BEXP|8aDUR|9RCR|aBPWR
451	11113 85132	10	   	252.12	DCR|4VULN|2DUR|1CDMG	136aVULN|2aZMB|4CDMG|5MBVNT|7FEWX|8aDUR|9RCR|aBPWR
452	11613 84132	10	   	252.12	DCR|4VULN|2DUR|1CDMG	146aVULN|2aZMB|3CDMG|5MBVNT|7BEXP|8aDUR|9RCR|aBPWR
453	11613 85132	10	   	252.12	DCR|4VULN|2DUR|1CDMG	146aVULN|2aZMB|3CDMG|5MBVNT|7FEWX|8aDUR|9RCR|aBPWR
454	11111 63161	9	   	252.12	DCR|4VULN|2DUR|1CDMG	136aVULN|2ZMB|4CDMG|56LWND|6BPWR|7RCR|89DUR
455	11611 63161	9	   	252.12	DCR|4VULN|2DUR|1CDMG	146aVULN|2ZMB|3CDMG|56LWND|6BPWR|7RCR|89DUR
456	11613 65132	10	   	252.12	DCR|4VULN|2DUR|1CDMG	147aVULN|2aZMB|3CDMG|5MBVNT|6BEXP|8aDUR|9RCR|aBPWR
457	11121 24643	5	   	252.06	DCR|4VULN|2TLV|1DUR	1348VULN|2ZMB|5aTLV|6DUR|7LIT|9RCR
458	11121 62643	7	   	252.06	DCR|4VULN|2TLV|1DUR	1348VULN|2ZMB|5aTLV|6LIT|7DUR|9RCR
459	11126 52143	8	   	252.06	DCR|4VULN|1DMG|1TLV	1346VULN|2ZMB|5LIT|7DUST|8DMG|9RCR|aTLV
460	12346 25121	4	   	252.06	DCR|4VULN|1DMG|1DUR	1467VULN|2RPLT|3DUR|5LIT|8RCR|9DMG|aBBNT
461	13123 12661	10	   	252.06	DCR|4VULN|1DMG|1DUR	1345VULN|25ERES|5BPWR|6RCR|7BELT|8DUR|9DMG|aLIT
462	13123 12665	9	   	252.06	DCR|4VULN|1DMG|1DUR	1345VULN|25ERES|5BPWR|6RCR|7BELT|8DUR|9DMG|aLIT
463	13126 62143	8	   	252.06	DCR|4VULN|1DMG|1TLV	1346VULN|2ERES|5LIT|7BEXP|8DMG|9RCR|aTLV
464	13126 63143	8	   	252.06	DCR|4VULN|1DMG|1TLV	1346VULN|2ERES|5LIT|7FEWX|8DMG|9RCR|aTLV
465	13123 11253	6	   	252.06	DCR|4VULN|1DMG|1CDMG|1ASPD	1345VULN|25ERES|5BPWR|6RCR|7BBNT|8DMG|9ASPD|aCDMG
466	13623 32125	7	   	252.06	DCR|2VULN|2DUR|2ASPD|1DMG|1CDMG	15VULN|2ERES|3CDMG|45ASPD|5BPWR|6aDUR|7LIT|8RCR|9DMG
467	11131 43121	3	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aTBNT
468	11131 43125	3	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8TLV|9RCR|aBBNT
469	11131 43421	3	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8ERES|9RCR|aTLV
470	11131 43632	3	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8RCR|9DUST|aTLV
471	11131 43661	3	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|4BELT|57DUR|67CDMG|7BPWR|8RCR|9ERES|aTLV
472	11112 16642	9	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	139VULN|2ZMB|49CDMG|59DUR|6BELT|7RCR|8MBVNT|9BPWR|aTLV
473	11112 16648	10	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	139VULN|2ZMB|49CDMG|59DUR|6BELT|7RCR|8MBVNT|9BPWR|aTLV
474	11612 16642	9	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	149VULN|2ZMB|39CDMG|59DUR|6BELT|7RCR|8MBVNT|9BPWR|aTLV
475	12346 32353	10	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	146VULN|2RPLT|37DUR|5ZMB|8TLV|9RCR|aDMG
476	15333 35352	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	157VULN|23BEXP|4DMG|69DUR|8RCR|aTLV
477	11112 13121	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aTBNT
478	11112 13125	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aBBNT
479	11112 13421	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8ERES|9RCR|aTLV
480	11112 13632	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8RCR|9DUST|aTLV
481	11112 13661	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	137VULN|2ZMB|47CDMG|57DUR|6BELT|7BPWR|8RCR|9ERES|aTLV
482	11612 13121	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aTBNT
483	11612 13125	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8TLV|9RCR|aBBNT
484	11612 13421	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8ERES|9RCR|aTLV
485	11612 13632	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8RCR|9DUST|aTLV
486	11612 13661	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	147VULN|2ZMB|37CDMG|57DUR|6BELT|7BPWR|8RCR|9ERES|aTLV
487	15333 31322	7	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	159VULN|23BEXP|4DMG|67DUR|8RCR|aTLV
488	11112 62631	7	   	252.02	DCR|4VULN|2DUR|1CDMG	136aVULN|2ZMB|4CDMG|56DUR|6BPWR|7BELT|8RCR|9DUST
489	11113 88132	10	   	252.02	DCR|4VULN|2DUR|1CDMG	136aVULN|2aZMB|4CDMG|5MBVNT|7DUST|8aDUR|9RCR|aBPWR
490	11612 62631	7	   	252.02	DCR|4VULN|2DUR|1CDMG	146aVULN|2ZMB|3CDMG|56DUR|6BPWR|7BELT|8RCR|9DUST
491	11613 88132	10	   	252.02	DCR|4VULN|2DUR|1CDMG	146aVULN|2aZMB|3CDMG|5MBVNT|7DUST|8aDUR|9RCR|aBPWR
492	13112 62315	10	   	252.02	DCR|4VULN|2DUR|1CDMG	1368VULN|2ERES|4CDMG|56DUR|6BPWR|7BELT|9CGEN|aRCR
493	13612 62315	10	   	252.02	DCR|4VULN|2DUR|1CDMG	1468VULN|2ERES|3CDMG|56DUR|6BPWR|7BELT|9CGEN|aRCR
494	13623 26231	10	   	252.02	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG|1SELL	157VULN|2ERES|3CDMG|45ASPD|5BPWR|6SELL|8TLV|9RCR|aDUR
495	13623 26233	9	   	252.02	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG|1SELL	157VULN|2ERES|3CDMG|45ASPD|5BPWR|6SELL|8TLV|9RCR|aDUR
496	15241 32433	7	 * 	252.00	DCR|4VULN|3DUR	189aVULN|289BEXP|3aDUST|4aFEWX|5RPLT|6RCR|789DUR|89aBPWR
497	13121 42355	5	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	134VULN|2ERES|5TLV|6DMG|7LWND|8RCR|9aDUR
498	13121 43355	5	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	134VULN|2ERES|5TLV|6DMG|7BEXP|8RCR|9aDUR
499	11113 42862	6	   	251.95	DCR|3VULN|3ASPD|2CDMG|1TLV	138VULN|2ZMB|48CDMG|5MBVNT|689ASPD|7RCR|8BPWR|aTLV
500	11113 42865	6	   	251.95	DCR|3VULN|3ASPD|2CDMG|1DUR	138VULN|2ZMB|48CDMG|5MBVNT|689ASPD|7RCR|8BPWR|aDUR
501	11613 42862	6	   	251.95	DCR|3VULN|3ASPD|2CDMG|1TLV	148VULN|2ZMB|38CDMG|5MBVNT|689ASPD|7RCR|8BPWR|aTLV
502	13113 22327	8	   	251.92	DCR|4VULN|2DUR|1CDMG	1389VULN|28ERES|4CDMG|5MBVNT|6BEXP|78DUR|8BPWR|aRCR
503	13113 22333	10	   	251.92	DCR|4VULN|2DUR|1CDMG	138aVULN|28ERES|4CDMG|5MBVNT|6BEXP|78DUR|8BPWR|9RCR
504	13123 12635	9	   	251.92	DCR|4VULN|2DUR|1CDMG	1345VULN|25ERES|5BPWR|6RCR|7BELT|8aDUR|9CDMG
505	13123 12635	8	   	251.92	DCR|4VULN|2DUR|1CDMG	1345VULN|25ERES|5BPWR|6RCR|7BELT|8aDUR|9CDMG
506	13123 12635	7	   	251.92	DCR|4VULN|2DUR|1CDMG	1345VULN|25ERES|5BPWR|6RCR|7BELT|8aDUR|9CDMG
507	13613 22327	8	   	251.92	DCR|4VULN|2DUR|1CDMG	1489VULN|28ERES|3CDMG|5MBVNT|6BEXP|78DUR|8BPWR|aRCR
508	13613 22333	10	   	251.92	DCR|4VULN|2DUR|1CDMG	148aVULN|28ERES|3CDMG|5MBVNT|6BEXP|78DUR|8BPWR|9RCR
509	13122 45124	8	   	251.92	DCR|4VULN|2DUR|1CDMG	1349VULN|2ERES|57DUR|6CGEN|8CDMG|aRCR
510	12361 35243	6	   	251.89	DCR|2VULN|3DMG|2DUR|1AART	1aVULN|27RPLT|3aDUR|456DMG|8AART|9RCR|aBPWR
511	12361 41325	8	   	251.89	DCR|2VULN|3DMG|2DUR|1AART	19VULN|2RPLT|36DUR|456DMG|6BPWR|7BELT|8AART|aRCR
512	11112 62356	10	   	251.88	DCR|4VULN|2DUR|1CDMG|1SELL	1368VULN|2ZMB|4CDMG|56DUR|6BPWR|7BELT|9SELL|aRCR
513	11113 35324	3	   	251.63	DCR|5VULN|1DUR	13679VULN|2ZMB|4DUR|5BEXP|8RCR|aLIT
514	11121 61346	6	   	251.63	DCR|5VULN|1TLV	1347aVULN|2ZMB|5TLV|6LIT|8BEXP|9RCR
515	11124 35324	6	   	251.63	DCR|5VULN|1DUR	13479VULN|2ZMB|5BEXP|6DUR|8RCR|aLIT
516	11126 56122	6	   	251.63	DCR|5VULN|1DUR	13469VULN|2ZMB|5LIT|7RCR|8FEWX|aDUR
517	11153 35324	6	   	251.63	DCR|5VULN|1DUR	13579VULN|2ZMB|4BEXP|6DUR|8RCR|aLIT
518	11533 35324	3	   	251.63	DCR|5VULN|1DUR	14679VULN|2ZMB|3DUR|5BEXP|8RCR|aLIT
519	11113 35351	3	   	251.60	DCR|4VULN|3DUR	1367VULN|2ZMB|49aDUR|5BEXP|8RCR
520	11124 31321	7	   	251.60	DCR|4VULN|3DUR	1349VULN|2ZMB|5BEXP|67aDUR|8RCR
521	11124 31356	7	   	251.60	DCR|4VULN|3DUR	134aVULN|2ZMB|5BEXP|679DUR|8RCR
522	11124 35351	6	   	251.60	DCR|4VULN|3DUR	1347VULN|2ZMB|5BEXP|69aDUR|8RCR
523	11153 31321	7	   	251.60	DCR|4VULN|3DUR	1359VULN|2ZMB|4BEXP|67aDUR|8RCR
524	11153 31356	7	   	251.60	DCR|4VULN|3DUR	135aVULN|2ZMB|4BEXP|679DUR|8RCR
525	11153 35351	6	   	251.60	DCR|4VULN|3DUR	1357VULN|2ZMB|4BEXP|69aDUR|8RCR
526	11533 35351	3	   	251.60	DCR|4VULN|3DUR	1467VULN|2ZMB|39aDUR|5BEXP|8RCR
