0	Index      	 *	Score 	Summary	Detail	
1	43552 12111	 * 	183.87	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aERES|2CGEN|3aVULN|4AART|5CDMG|6ZMB|7DMSP|8aDMG|9RCR|aBPWR
333	63321 21515	   	161.99	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2AART|3CGEN|4RCR|5VULN|6DUR|7FEWX|8DMG|9ASPD|aCDMG
334	63321 22515	   	161.99	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2AART|3CGEN|4RCR|5VULN|6DUR|7BEXP|8DMG|9ASPD|aCDMG
335	31413 26113	   	161.98	ACR|2VULN|1AART|1DMG|2DUR	1LIT|2RCR|3ERES|4CGEN|5aDUR|6DMG|7AART|89VULN
336	31523 25315	   	161.98	ACR|2DMG|1AART|1VULN|2DUR	1LIT|2RCR|3LWND|48DUR|5LEGI|6aDMG|7AART|9VULN
337	31463 26113	   	161.88	ACR|2VULN|1AART|1DMG|2DUR	1LIT|2RCR|3ERES|4TLV|5aDUR|6DMG|7AART|89VULN
338	31334 16636	   	161.87	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|6AART|7ZMB|8aDMG|9CDMG
339	43552 13213	 * 	161.77	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|2CGEN|38aVULN|4AART|5CDMG|6ZMB|7MLV|9RCR
340	31345 14323	   	161.73	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LIT|2RCR|3RPLT|47DUR|5CDMG|6ZMB|89VULN|aDMG
341	25241 22241	 * 	161.62	DCR|3VULN|3DMG	158LWND|27FEWX|368DMG|458VULN|58BPWR|9CGEN|aRCR
342	63422 42233	 * 	161.55	ACR|1AART|1VULN|1DMG|2ZMB|2DUR	1RCVC|2AART|36ZMB|4RCR|56DUR|6BPWR|7BEXP|8ERES|9DMG|aVULN
343	23135 21561	 * 	161.50	ACR|2DMG|1AART|1VULN|2ASPD	19LWND|2AART|3RPLT|4AIRHEL|5RCR|69ASPD|7RCVC|89DMG|9BPWR|aVULN
344	23632 13324	   	161.48	DCR|2VULN|1AART|1DMG|1CDMG	18LWND|2AART|38CGEN|4CDMG|59LIT|68VULN|7RCR|8BPWR|aDMG
345	63422 43233	   	161.45	ACR|1AART|1VULN|1DMG|2ZMB|2DUR	1RCVC|2AART|36ZMB|4RCR|56DUR|6BPWR|7DUST|8ERES|9DMG|aVULN
346	31254 22773	   	161.44	ACR|3DMG|1VULN|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6VULN|7DUR|89aDMG
347	31126 21353	   	161.38	ACR|2DMG|1AART|1VULN|2DUR	15LIT|2RCR|3DUST|4aDUR|67DMG|8AART|9VULN
348	31227 21363	   	161.38	ACR|2DMG|1AART|1VULN|2DUR	15LIT|2RCR|3MBVNT|4aDUR|67DMG|8AART|9VULN
349	63324 11125	   	161.38	ACR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3CGEN|4RCR|6ZMB|7ASPD|8aVULN|9BEXP
350	11534 13334	   	161.37	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2BEXP|35AART|4CDMG|6DUR|7RCR|8ERES|9VULN|aDMG
351	31284 31362	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|7aVULN|8LHND|9DMG
352	31284 31417	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|79VULN|8LWND|aDMG
353	31284 31463	   	161.35	ACR|2DMG|1AART|1VULN|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|7VULN|8LWND|9aDMG
354	31284 34117	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|7LWND|89VULN|aDMG
355	31284 34163	   	161.35	ACR|2DMG|1AART|1VULN|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|7LWND|8VULN|9aDMG
356	31626 52112	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3DLOT|4MLV|5DMG|6AART|78VULN|9BEXP|aZMB
357	31626 52122	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3DLOT|4MLV|5DMG|6AART|78VULN|9FEWX|aZMB
358	63423 61321	 * 	161.29	ACR|2AART|1DMG|2ZMB|1CDMG|1ASPD	1RCVC|25AART|38ZMB|4RCR|6DMG|7ASPD|9BEXP|aCDMG
359	63423 61331	   	161.29	ACR|2AART|1DMG|2ZMB|1CDMG|1ASPD	1RCVC|25AART|38ZMB|4RCR|6DMG|7ASPD|9LHND|aCDMG
360	63324 11142	 * 	161.29	ACR|2AART|1VULN|2ZMB|1CDMG|1ASPD	1RCVC|25AART|3CGEN|4RCR|69ZMB|7ASPD|8VULN|aCDMG
361	23411 22214	   	161.28	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3LHND|45BEXP|6CDMG|7RCR|89VULN|aDMG
362	23413 22214	   	161.28	DCR|2VULN|1AART|1DMG|1CDMG	15LWND|2AART|3LHND|4BEXP|6CDMG|7RCR|89VULN|aDMG
363	23622 22214	   	161.28	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3CGEN|4MLV|5LHND|6CDMG|7RCR|89VULN|aDMG
364	23632 13524	   	161.28	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3CGEN|4CDMG|59LIT|68VULN|7RCR|aDMG
365	23635 32114	   	161.28	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3CGEN|4CDMG|59VULN|6RMIN|7RCR|8LHND|aDMG
366	63324 21143	   	161.28	ACR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3CGEN|4RCR|6TLV|7ASPD|8aVULN|9ZMB
367	63422 22215	   	161.28	ACR|2AART|2VULN|1ZMB|1DUR	1RCVC|26AART|3ZMB|4RCR|5DUR|7BEXP|8ERES|9aVULN
368	63422 25111	   	161.28	ACR|2AART|2VULN|1ZMB|1DUR	1RCVC|26AART|3ZMB|4RCR|5DUR|7CGEN|89VULN|aTLV
369	63422 25112	   	161.28	ACR|2AART|2VULN|1ZMB|1DUR	1RCVC|26AART|3ZMB|4RCR|5DUR|7CGEN|89VULN|aERES
370	35123 32313	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2CGEN|3DMG|4DUST|5AART|69VULN|7ZMB|8RCR|aDUR
371	53531 71314	 * 	161.23	ACR|4VULN|1CDMG|1ZMB|1ASPD	1ASPD|2CGEN|368aVULN|4RCR|5MBVNT|7ZMB|9CDMG
372	31254 31161	   	161.22	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4aRCVC|5ZMB|6AART|789VULN
373	21413 36413	   	161.20	ACR|3VULN|1AART|2CDMG	1LWND|2CGEN|37CDMG|4RCR|58aVULN|6AART|9FEWX
374	63423 61311	   	161.19	ACR|2AART|1DMG|2ZMB|1CDMG|1ASPD	1RCVC|25AART|38ZMB|4RCR|6DMG|7ASPD|9DUST|aCDMG
375	63233 62412	   	161.18	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|25AART|3ASPD|4DUST|6DMG|7VULN|8CDMG|9RCR|aLIT
376	63233 62413	   	161.18	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|25AART|3ASPD|4DUST|6DMG|7VULN|8CDMG|9RCR|aCGEN
377	23211 22614	   	161.18	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3DUST|45BEXP|6CDMG|7RCR|89VULN|aDMG
378	23213 22614	   	161.18	DCR|2VULN|1AART|1DMG|1CDMG	15LWND|2AART|3DUST|4BEXP|6CDMG|7RCR|89VULN|aDMG
379	23423 22214	   	161.18	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3LHND|4DUST|5DMSP|6CDMG|7RCR|89VULN|aDMG
380	63422 23215	   	161.18	ACR|2AART|2VULN|1ZMB|1DUR	1RCVC|26AART|3ZMB|4RCR|5DUR|7DUST|8ERES|9aVULN
381	63423 13531	   	161.17	ACR|2AART|3ZMB|1VULN|1DUR	1RCVC|25AART|36aZMB|4RCR|7DUR|8BEXP|9VULN
382	63423 15211	   	161.17	ACR|2AART|3ZMB|1VULN|1ASPD	1RCVC|25AART|367ZMB|4RCR|8CGEN|9VULN|aASPD
383	23246 61133	   	161.11	DCR|2AART|2VULN|1DMG|1DUR	1LWND|26AART|3DUST|4FEWX|5aVULN|7DMG|8DUR|9RCR
384	21413 35643	   	161.10	ACR|3VULN|1AART|2CDMG	1LWND|2CGEN|38CDMG|4RCR|59aVULN|6AART|7MBVNT
385	55413 11311	   	161.09	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1ASPD|2LWND|37CDMG|4RCR|58VULN|6LHND|9ZMB|aAART
386	31342 35423	 * 	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	1LIT|2RCR|3RPLT|4DUR|5CGEN|689VULN|7CDMG|aDMG
387	63233 62411	   	161.08	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|25AART|3ASPD|4DUST|6DMG|7VULN|8CDMG|9RCR|aAIRHEA
388	63423 11325	   	161.07	ACR|2AART|3ZMB|1DMG|1DUR	1RCVC|25AART|368ZMB|4RCR|7DUST|9DUR|aDMG
389	63423 13342	   	161.07	ACR|2AART|3ZMB|1VULN|1DUR	1RCVC|25AART|368ZMB|4RCR|7DUR|9VULN|aERES
390	63423 13343	   	161.07	ACR|2AART|3ZMB|1VULN|1DUR	1RCVC|25AART|368ZMB|4RCR|7DUR|9VULN|aDUST
391	31215 13147	 * 	161.06	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA	1LIT|2RCR|3MBVNT|4CGEN|5RCVC|6CDMG|7FLTHEA|8DMG|9AART|aVULN
392	31215 21132	   	160.99	ACR|3VULN|2DMG	1aLIT|2RCR|3MBVNT|4CGEN|5RCVC|69aVULN|7aDMG|8RPLT|aBPWR
393	31215 21438	   	160.99	ACR|3DMG|2VULN	1aLIT|2RCR|3MBVNT|4CGEN|5RCVC|6aVULN|79aDMG|8DMSP|aBPWR
394	31274 25317	   	160.87	ACR|2AART|2VULN|1ZMB|1DUR	1LIT|2RCR|3MBVNT|48AART|5ZMB|6FEWX|7DUR|9aVULN
395	31284 21334	   	160.85	ACR|2DMG|1AART|1VULN|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6VULN|79DMG|8RCVC|aAART
396	63213 76331	   	160.83	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4MBVNT|6DMG|7ERES|8RCR|9VULN|aZMB
397	63633 22136	   	160.81	DCR|3VULN|2AART|1ASPD	1RCVC|25AART|3aFEWX|4ASPD|6aTLV|78aVULN|9RCR|aBPWR
398	63423 63131	   	160.76	ACR|2AART|1VULN|1DMG|2ZMB	1RCVC|25AART|3aZMB|4RCR|6DMG|7LWND|8VULN|9RMIN
399	63423 63231	   	160.76	ACR|2AART|1VULN|1DMG|2ZMB	1RCVC|25AART|3aZMB|4RCR|6DMG|7LWND|8MLV|9VULN
400	31281 27162	   	160.75	ACR|2VULN|1AART|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5LHND|6ZMB|7AART|8aVULN|9DMG
401	31136 26115	   	160.75	ACR|2VULN|1AART|1DMG|1ZMB	15LIT|2RCR|3DUST|4LWND|6DMG|7AART|89VULN|aZMB
402	31234 27116	   	160.75	ACR|2VULN|1AART|1DMG|1ZMB	15LIT|2RCR|3MBVNT|4LWND|6DMG|7AART|89VULN|aZMB
403	31234 27166	   	160.75	ACR|2DMG|1AART|1VULN|1ZMB	15LIT|2RCR|3MBVNT|4LWND|69DMG|7AART|8VULN|aZMB
404	31238 27117	   	160.75	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4LWND|5ZMB|6DMSP|7AART|89VULN|aDMG
405	31238 27163	   	160.75	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4LWND|5ZMB|6DMSP|7AART|8VULN|9aDMG
406	31282 27116	   	160.75	ACR|2VULN|1AART|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5LWND|6DMG|7AART|89VULN|aZMB
407	31284 27362	   	160.75	ACR|2VULN|1AART|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6aVULN|7AART|8LHND|9DMG
408	31284 27417	   	160.75	ACR|2VULN|1AART|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|69VULN|7AART|8LWND|aDMG
409	31284 27463	   	160.75	ACR|2DMG|1AART|1VULN|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6VULN|7AART|8LWND|9aDMG
410	63224 22133	   	160.71	DCR|3VULN|2AART|1ASPD	1RCVC|25AART|3ASPD|4LWND|6TLV|78aVULN|9RCR
411	63254 22133	   	160.71	DCR|3VULN|2AART|1ASPD	1RCVC|25AART|3ASPD|47aVULN|6TLV|8FEWX|9RCR
412	63633 22133	   	160.71	DCR|3VULN|2AART|1ASPD	1RCVC|25AART|3FEWX|4ASPD|6TLV|78aVULN|9RCR
413	21535 32511	   	160.69	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1LWND|2CGEN|3DUR|4RCR|5aAART|6DMG|7CDMG|8FEWX|9VULN
414	11532 13524	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2BEXP|3AART|4CDMG|59LIT|68VULN|7RCR|aDMG
415	23246 21134	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2AART|3DUST|4FEWX|56VULN|7DMG|8DUR|9RCR|aZMB
416	63421 61133	   	160.62	ACR|2VULN|1AART|2ZMB|1DUR|1ASPD	1RCVC|2AART|36ZMB|4RCR|5ERES|7ASPD|89VULN|aDUR
417	31254 27161	   	160.62	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4aRCVC|5ZMB|689VULN|7AART
418	63212 34386	   	160.61	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2AART|3ASPD|4MBVNT|5DUR|6DMG|7aVULN|8DMSP|9RCR
419	63233 22133	   	160.61	DCR|3VULN|2AART|1ASPD	1RCVC|25AART|3ASPD|4DUST|6TLV|78aVULN|9RCR
420	31325 23663	   	160.56	ACR|3DMG|1VULN|2CDMG	1LIT|2RCR|3RPLT|46LHND|56CDMG|6BPWR|7VULN|89aDMG
421	15241 24133	   	160.51	DCR|2VULN|2DMG|1AART	15CGEN|2LWND|3FEWX|45VULN|5BPWR|69DMG|7RCR|8LHND|aAART
422	21241 24133	   	160.51	DCR|2VULN|2DMG|1AART	15LWND|2CGEN|3FEWX|45VULN|5BPWR|69DMG|7RCR|8LHND|aAART
423	26241 24133	   	160.51	DCR|2VULN|2DMG|1AART	15LWND|2MLV|3FEWX|45VULN|5BPWR|69DMG|7RCR|8LHND|aAART
424	31257 31164	   	160.49	ACR|3VULN|2AART	1LIT|2RCR|3MBVNT|4RCVC|5RMIN|6aAART|789VULN
425	53531 71332	   	160.48	ACR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2CGEN|368VULN|4RCR|5MBVNT|7ZMB|9DMG|aDUR
426	63311 11132	   	160.44	DCR|2VULN|1AART|3CDMG|2RCVC	15RCVC|2AART|38aCGEN|46aCDMG|7RCR|9aVULN|aBPWR
427	25241 34133	   	160.41	DCR|2VULN|2DMG|1AART	15LWND|2FEWX|39DMG|45VULN|5BPWR|6ERES|7RCR|8LHND|aAART
428	63421 24132	   	160.39	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2AART|37ZMB|4RCR|5ERES|68VULN|9RMIN|aCDMG
429	63421 24332	   	160.39	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2AART|37ZMB|4RCR|5ERES|69VULN|8RMIN|aCDMG
430	31144 31352	   	160.39	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2RCR|3DUST|4RCVC|5ASPD|6AART|7aVULN|8LHND|9DMG
431	31255 31362	   	160.39	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|6AART|7aVULN|8LHND|9DMG
432	31255 31463	   	160.39	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|6AART|7VULN|8LWND|9aDMG
433	31255 34163	   	160.39	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|6AART|7LWND|8VULN|9aDMG
434	31214 11572	   	160.27	ACR|2VULN|2DMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4CGEN|5DUR|6ZMB|78VULN|9aDMG
435	31228 41572	   	160.27	ACR|2VULN|2DMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4DUR|5ZMB|6CGEN|78VULN|9aDMG
436	31284 22723	   	160.27	ACR|2VULN|2DMG|1ZMB|1DUR	14LIT|2RCR|3MBVNT|5ZMB|69VULN|7DUR|8aDMG
437	63266 12133	   	160.26	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2AART|3ASPD|4ERES|5MLV|6ZMB|78aVULN|9RCR
438	21535 32513	   	160.25	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2CGEN|3DUR|4RCR|5AART|6DMG|7CDMG|8FEWX|9VULN|aZMB
439	53532 21113	 * 	160.25	ACR|3VULN|2CDMG|2ASPD|1ZMB	1aASPD|25CGEN|35aVULN|4RCR|5aBPWR|68DUST|7ZMB|9aCDMG
440	63311 11215	   	160.24	DCR|2VULN|1AART|3CDMG|2RCVC	15RCVC|2AART|3CGEN|468CDMG|7RCR|9aVULN
441	31238 17118	   	160.19	ACR|3VULN|1AART|2ZMB	1LIT|2RCR|3MBVNT|4LWND|56ZMB|7AART|89aVULN
442	35155 23122	   	160.19	ACR|2VULN|2DMG|1AART|1SELL	1aLIT|29CGEN|3aDMG|4SELL|5RCR|6aVULN|7AART|8DMSP|aBPWR
443	31216 21338	   	160.19	ACR|3DMG|2VULN	15aLIT|2RCR|3MBVNT|45CGEN|5aBPWR|6aVULN|79aDMG|8RCVC
444	21535 36313	   	160.15	ACR|1AART|1DMG|1VULN|2ASPD|1ZMB|1DUR	1LWND|2CGEN|3DUR|4RCR|5AART|6DMG|79ASPD|8ZMB|aVULN
445	15535 31311	   	160.12	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1CGEN|2LWND|3DUR|4RCR|5AART|67DMG|8DMSP|9VULN|aASPD
446	21535 31311	   	160.12	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1LWND|2CGEN|3DUR|4RCR|5AART|67DMG|8DMSP|9VULN|aASPD
447	21535 31411	   	160.12	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	18LWND|2CGEN|3DUR|4RCR|5AART|67DMG|9VULN|aASPD
448	31254 31664	 * 	160.11	ACR|3AART|2VULN|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|68aAART|79VULN
449	23141 61115	   	160.09	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	19LWND|28AART|3RPLT|4ASPD|5RCR|6CDMG|7DMG|aVULN
450	31217 21338	   	160.09	ACR|3DMG|2VULN	15aLIT|2RCR|3MBVNT|4CGEN|6aVULN|79aDMG|8RCVC|aBPWR
451	31433 43153	 * 	160.07	ACR|2VULN|3ZMB|1AART	17aLIT|2RCR|3ERES|4AART|57aZMB|67TLV|7aBPWR|8BEXP|9aVULN
452	31543 23413	 * 	160.05	ACR|3DMG|1VULN|3DUR	178LIT|2RCR|3LWND|4RCVC|578DUR|678DMG|78BPWR|9BEXP|aVULN
453	31543 23431	   	160.05	ACR|3DMG|1VULN|3DUR	178LIT|2RCR|3LWND|4RCVC|578DUR|678DMG|78BPWR|9MLV|aVULN
454	31254 31162	   	160.04	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|789VULN|aLHND
455	31254 31163	   	160.04	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|789VULN|aCGEN
456	31254 31165	   	160.04	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|789VULN|aBELT
457	31254 31168	   	160.04	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|789VULN|aRPLT
458	31254 31418	   	160.04	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|79aVULN|8LWND
459	31254 31513	   	160.04	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|79aVULN|8BELT
460	31254 34118	   	160.04	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|7LWND|89aVULN
461	23141 61133	   	159.99	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1LWND|28AART|3RPLT|4ASPD|5RCR|6CDMG|7DMG|9ERES|aVULN
462	23141 61142	   	159.99	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1LWND|28AART|3RPLT|4ASPD|5RCR|6CDMG|7DMG|9VULN|aERES
463	23141 61143	   	159.99	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1LWND|28AART|3RPLT|4ASPD|5RCR|6CDMG|7DMG|9VULN|aDUST
464	63214 38218	 * 	159.97	DCR|2VULN|1AART|2ZMB|2ASPD	1RCVC|2AART|3aASPD|4MBVNT|5BELT|6ERES|7RCR|8aZMB|9aVULN|aBPWR
465	63214 38418	   	159.97	DCR|2VULN|1AART|2ZMB|2ASPD	1RCVC|2AART|3aASPD|4MBVNT|5BELT|6ERES|7RCR|8aVULN|9aZMB|aBPWR
466	31543 23423	   	159.95	ACR|3DMG|1VULN|3DUR	178LIT|2RCR|3LWND|4RCVC|578DUR|678DMG|78BPWR|9DUST|aVULN
467	31254 31147	   	159.94	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|78aVULN|9TLV
468	33245 11351	   	159.92	DCR|2VULN|2DMG|1AART	12LIT|38DMG|47VULN|5AART|6FEWX|9RCR|aRCVC
469	31543 26112	   	159.89	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3LWND|4RCVC|5DUR|6DMG|7AART|89VULN|aBEXP
470	31543 26133	   	159.89	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2RCR|3LWND|4RCVC|5DUR|6aDMG|7AART|8VULN|9RMIN
471	31166 62113	 * 	159.84	ACR|1AART|1VULN|1DMG|1FLTHEA|2DUR	1LIT|2RCR|3DUST|4AART|5BEXP|6VULN|78DUR|9DMG|aFLTHEA
472	31142 26315	   	159.79	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2RCR|3DUST|4RCVC|5LWND|6aDMG|7AART|8DUR|9VULN
473	31252 27316	   	159.79	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2RCR|3MBVNT|4RCVC|5LWND|6aDMG|7AART|8DUR|9VULN
474	31277 71312	   	159.79	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4AART|5BEXP|69VULN|7DMG|8DUR|aRCVC
475	31142 26113	   	159.79	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3DUST|4RCVC|5LWND|6DMG|7AART|89VULN|aDUR
476	31142 26153	   	159.79	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2RCR|3DUST|4RCVC|5LWND|69DMG|7AART|8VULN|aDUR
477	31252 27113	   	159.79	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4RCVC|5LWND|6DMG|7AART|89VULN|aDUR
478	31252 27163	   	159.79	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2RCR|3MBVNT|4RCVC|5LWND|69DMG|7AART|8VULN|aDUR
479	31542 25113	   	159.79	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3LWND|4RCVC|5LEGI|6DMG|7AART|89VULN|aDUR
480	63322 25113	 * 	159.77	ACR|3VULN|1AART|2DUR	1RCVC|2AART|3CGEN|4RCR|56DUR|7ERES|89aVULN
481	31433 34462	   	159.77	ACR|2VULN|3ZMB|1AART	1LIT|2RCR|3ERES|4AART|579ZMB|6MBVNT|8aVULN
482	23652 32311	   	159.67	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1LWND|2aAART|3CGEN|4FEWX|5DUR|6DMG|7CDMG|8RCR|9VULN
483	23141 61353	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2AART|3RPLT|4ASPD|5RCR|6CDMG|7DMG|8ZMB|9VULN|aLIT
484	53532 21325	   	159.58	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|25CGEN|35aVULN|4RCR|5BPWR|6DUST|7ZMB|8AART|9RCVC
485	26136 34313	 * 	159.58	DCR|3DMG|1AART|1VULN	1LWND|2MLV|3LIT|4AART|59aDMG|6VULN|7DUST|8RCR
486	23322 32311	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|2aAART|3BEXP|4ERES|5DUR|6DMG|7CDMG|8RCR|9VULN
487	23662 32311	   	159.57	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1LWND|2aAART|3CGEN|4DUST|5DUR|6DMG|7CDMG|8RCR|9VULN
488	23141 61251	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2AART|3RPLT|4ASPD|5RCR|6CDMG|7DMG|8DUST|9VULN|aZMB
489	23141 61351	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2AART|3RPLT|4ASPD|5RCR|6CDMG|7DMG|8ZMB|9VULN|aTLV
490	23141 61352	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2AART|3RPLT|4ASPD|5RCR|6CDMG|7DMG|8ZMB|9VULN|aERES
491	31211 11583	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4CGEN|5LWND|6ZMB|78VULN|9AART|aDMG
492	63323 11153	   	159.54	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD|2RCVC	15RCVC|2AART|3CGEN|4RCR|6ZMB|7ASPD|89VULN|aDUR
493	15413 13233	   	159.49	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1CGEN|2LWND|3CDMG|4RCR|5VULN|6LHND|79AART|8DUR|aDMG
494	21413 13233	   	159.49	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1LWND|2CGEN|3CDMG|4RCR|5VULN|6LHND|79AART|8DUR|aDMG
495	26415 13233	   	159.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|2MLV|3CDMG|4RCR|5VULN|6LHND|79AART|8DUR|aDMG
496	31333 17317	   	159.49	ACR|3VULN|1AART|1CDMG	1LIT|2RCR|3RPLT|4MBVNT|5LEGI|6AART|79aVULN|8CDMG
497	63431 24313	 * 	159.48	DCR|3VULN|1AART|2ZMB	1RCVC|2AART|37ZMB|4DUST|5ERES|69aVULN|8RCR
498	25213 25511	   	159.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|3DMG|4CGEN|5AART|69VULN|7RCR|8CDMG|aLHND
