0	Index      	 *	Score 	Summary	Detail	
1	13623 31214	 * 	203.99	ACR|4VULN|2DMG|1AART|1ZMB	159aVULN|2LHND|3ZMB|4RCR|6AART|78DMG
337	12133 42211	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCVC|3RCR|4ZMB|5AART|67DMG|8MBVNT|aLEGI
338	12133 42214	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCVC|3RCR|4ZMB|5AART|67DMG|8MBVNT|aERES
339	12133 42216	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCVC|3RCR|4ZMB|5AART|67DMG|8MBVNT|aDUST
340	12133 42217	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCVC|3RCR|4ZMB|5AART|67DMG|8MBVNT|aTLV
341	12133 43211	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCVC|3RCR|4ZMB|5AART|68DMG|7DUST|aLEGI
342	12133 43216	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCVC|3RCR|4ZMB|5AART|68DMG|7DUST|aBASHEA
343	16222 45111	   	176.99	ACR|3VULN|2DMG|1AART	138VULN|23TLV|38BPWR|4RCR|58DUST|68DMG|7RMIN|9AART|aCGEN
344	16222 45112	   	176.99	ACR|3VULN|2DMG|1AART	138VULN|23TLV|38BPWR|4RCR|58DUST|68DMG|7RMIN|9AART|aMLV
345	52113 46313	   	176.92	ACR|4VULN|2DMG|1DUR	17MLV|2DUR|3RCR|4579VULN|67DMG|7BPWR|8RCVC|aRMIN
346	16222 45113	   	176.89	ACR|3VULN|2DMG|1AART	138VULN|23TLV|38BPWR|4RCR|58DUST|68DMG|7RMIN|9AART|aMBVNT
347	11221 34221	   	176.88	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2FEWX|3RMIN|4RCR|58DUST|6AART|78DMG|8BPWR|9MLV|aCDMG
348	11221 34236	   	176.88	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2FEWX|3RMIN|4RCR|58DUST|6AART|78DMG|8BPWR|9LIT|aCDMG
349	11221 34242	   	176.88	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2FEWX|3RMIN|4RCR|58DUST|6AART|78DMG|8BPWR|9BEXP|aCDMG
350	16322 34521	   	176.88	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|28TLV|3FEWX|4RCR|5BEXP|6AART|78DMG|8BPWR|9MLV|aCDMG
351	55112 41111	   	176.85	ACR|3VULN|1AART|1DMG|2ZMB	18MLV|248VULN|3RCR|5DUST|6DMG|78ZMB|8BPWR|9AART|aCGEN
352	55112 41112	   	176.85	ACR|3VULN|1AART|1DMG|2ZMB	18aMLV|248VULN|3RCR|5DUST|6DMG|78ZMB|8BPWR|9AART
353	16111 61162	   	176.82	ACR|4VULN|2DMG|1DUR	1478VULN|2TLV|3RCR|58CGEN|68DMG|8BPWR|9DUR|aMLV
354	16111 61163	   	176.82	ACR|4VULN|2DMG|1DUR	1478VULN|2TLV|3RCR|58aCGEN|68DMG|8BPWR|9DUR
355	16114 41111	   	176.75	ACR|3VULN|1AART|1DMG|2ZMB	148VULN|28TLV|3RCR|5FEWX|6DMG|78ZMB|8BPWR|9AART|aCGEN
356	16114 41112	   	176.75	ACR|3VULN|1AART|1DMG|2ZMB	148VULN|28TLV|3RCR|5FEWX|6DMG|78ZMB|8BPWR|9AART|aMLV
357	16143 41111	   	176.75	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|28TLV|3RCR|4FEWX|6DMG|78ZMB|8BPWR|9AART|aCGEN
358	16143 41112	   	176.75	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|28TLV|3RCR|4FEWX|6DMG|78ZMB|8BPWR|9AART|aMLV
359	16116 31111	   	176.75	ACR|3VULN|1AART|2CDMG|2ZMB	148VULN|2TLV|3RCR|5RPLT|68CDMG|78ZMB|8BPWR|9AART|aCGEN
360	16116 31112	   	176.75	ACR|3VULN|1AART|2CDMG|2ZMB	148VULN|2TLV|3RCR|5RPLT|68CDMG|78ZMB|8BPWR|9AART|aMLV
361	16116 31114	   	176.75	ACR|3VULN|1AART|2CDMG|2ZMB	148VULN|2TLV|3RCR|5RPLT|68CDMG|78ZMB|8BPWR|9AART|aLHND
362	16116 31116	   	176.75	ACR|3VULN|1AART|2CDMG|2ZMB	148VULN|2TLV|3RCR|5RPLT|68CDMG|78ZMB|8BPWR|9AART|aBEXP
363	13323 46321	   	176.69	ACR|3VULN|2DMG|1AART	157VULN|28LHND|37CGEN|4RCR|67DMG|7BPWR|9BELT|aAART
364	13323 46411	   	176.69	ACR|3VULN|2DMG|1AART	157VULN|2LHND|37CGEN|4RCR|67DMG|7BPWR|89LWND|aAART
365	13323 46521	   	176.69	ACR|3VULN|2DMG|1AART	157VULN|2LHND|378CGEN|4RCR|67DMG|7BPWR|9BELT|aAART
366	13325 46221	   	176.69	ACR|3VULN|2DMG|1AART	178VULN|2LHND|37CGEN|4RCR|5RCVC|67DMG|7BPWR|9BELT|aAART
367	16112 41111	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	148VULN|28TLV|3RCR|5DUST|6DMG|78ZMB|8BPWR|9AART|aCGEN
368	16112 41112	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	148VULN|28TLV|3RCR|5DUST|6DMG|78ZMB|8BPWR|9AART|aMLV
369	16112 41114	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	148VULN|28TLV|3RCR|5DUST|6DMG|78ZMB|8BPWR|9AART|aLHND
370	16112 41116	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	148VULN|28TLV|3RCR|5DUST|6DMG|78ZMB|8BPWR|9AART|aBEXP
371	16114 41113	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	148VULN|28TLV|3RCR|5FEWX|6DMG|78ZMB|8BPWR|9AART|aMBVNT
372	16143 41113	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	158VULN|28TLV|3RCR|4FEWX|6DMG|78ZMB|8BPWR|9AART|aMBVNT
373	16116 31115	   	176.65	ACR|3VULN|1AART|2CDMG|2ZMB	148VULN|2TLV|3RCR|5RPLT|68CDMG|78ZMB|8BPWR|9AART|aAIRHEL
374	32135 31211	   	176.64	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2RCVC|3RCR|4ZMB|59VULN|6AART|78DMG|aDMSP
375	32135 31215	   	176.64	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2RCVC|3RCR|4ZMB|59VULN|6AART|78DMG|aRMIN
376	32135 31264	   	176.64	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|29RCVC|3RCR|4ZMB|5aVULN|6AART|78DMG
377	33135 31211	   	176.64	ACR|2VULN|2DMG|1AART|1ZMB	12LHND|3RCR|4ZMB|59VULN|6AART|78DMG|aDMSP
378	33135 31215	   	176.64	ACR|2VULN|2DMG|1AART|1ZMB	12LHND|3RCR|4ZMB|59VULN|6AART|78DMG|aRMIN
379	33135 31264	   	176.64	ACR|2VULN|2DMG|1AART|1ZMB	12LHND|3RCR|4ZMB|5aVULN|6AART|78DMG|9RCVC
380	16113 32156	   	176.63	ACR|3VULN|1AART|1DMG|2DUR	14aVULN|2TLV|3RCR|5AART|6aFEWX|7BEXP|8DMG|9aDUR|aBPWR
381	16113 51316	   	176.63	ACR|3VULN|1AART|1DMG|2DUR	14aVULN|2TLV|3RCR|5AART|6aDUR|7DMG|8LWND|9aBEXP|aBPWR
382	16113 52116	   	176.63	ACR|3VULN|1AART|1DMG|2DUR	14aVULN|2TLV|3RCR|5AART|6aDUR|7BEXP|8DMG|9aFEWX|aBPWR
383	12113 16562	   	176.63	ACR|3VULN|1AART|2CDMG|2DUR	19aVULN|2RCVC|3RCR|4RMIN|5AART|6MLV|79CDMG|89DUR|9BPWR
384	13623 36131	   	176.61	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	15VULN|2LHND|3ZMB|4RCR|6AART|7RPLT|8aCDMG|9DMG
385	16112 41113	   	176.55	ACR|3VULN|1AART|1DMG|2ZMB	148VULN|28TLV|3RCR|5DUST|6DMG|78ZMB|8BPWR|9AART|aMBVNT
386	16112 41115	   	176.55	ACR|3VULN|1AART|1DMG|2ZMB	148VULN|28TLV|3RCR|5DUST|6DMG|78ZMB|8BPWR|9AART|aAIRHEL
387	32135 31212	   	176.54	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2RCVC|3RCR|4ZMB|59VULN|6AART|78DMG|aDUST
388	32135 31216	   	176.54	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2RCVC|3RCR|4ZMB|59VULN|6AART|78DMG|aBASHEA
389	33135 31212	   	176.54	ACR|2VULN|2DMG|1AART|1ZMB	12LHND|3RCR|4ZMB|59VULN|6AART|78DMG|aDUST
390	33135 31216	   	176.54	ACR|2VULN|2DMG|1AART|1ZMB	12LHND|3RCR|4ZMB|59VULN|6AART|78DMG|aBASHEA
391	12113 45312	   	176.53	ACR|3VULN|1AART|1DMG|2DUR	179VULN|2RCVC|3RCR|4RMIN|5AART|6DMG|8aDUR
392	11225 41111	   	176.49	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2FEWX|3RMIN|4RCR|5RCVC|68DMG|78ZMB|8BPWR|9AART|aCGEN
393	11225 41112	   	176.49	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2FEWX|3RMIN|4RCR|5RCVC|68DMG|78ZMB|8BPWR|9AART|aMLV
394	11225 41114	   	176.49	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2FEWX|3RMIN|4RCR|5RCVC|68DMG|78ZMB|8BPWR|9AART|aLHND
395	11225 41115	   	176.49	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2FEWX|3RMIN|4RCR|5RCVC|68DMG|78ZMB|8BPWR|9AART|aMGNSTR
396	11225 41116	   	176.49	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2FEWX|3RMIN|4RCR|5RCVC|68DMG|78ZMB|8BPWR|9AART|aBEXP
397	13323 46131	   	176.49	ACR|3VULN|2DMG|1AART	157VULN|2LHND|37CGEN|4RCR|67DMG|7BPWR|8ERES|9TLV|aAART
398	52126 13233	 * 	176.43	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	1MLV|2DUR|3RCR|4AART|5CGEN|689DMG|7ZMB|aCDMG
399	16115 11313	   	176.43	ACR|4VULN|1AART|1CDMG|1DUR	1457VULN|2TLV|3RCR|6FEWX|8DUR|9AART|aCDMG
400	11225 41113	   	176.39	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2FEWX|3RMIN|4RCR|5RCVC|68DMG|78ZMB|8BPWR|9AART|aMBVNT
401	22343 33612	   	176.33	ACR|3VULN|1AART|1DMG|2DUR	17aFEWX|2RPLT|3RCR|47aVULN|57LIT|6AART|7aBPWR|8DMG|9aDUR
402	52125 13233	   	176.33	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	1MLV|2DUR|3RCR|4AART|5TLV|689DMG|7ZMB|aCDMG
403	12133 15414	   	176.28	ACR|4VULN|1AART|1ZMB|1DUR	179aVULN|2RCVC|3RCR|4ZMB|5AART|6MLV|8DUR
404	12133 25314	   	176.28	ACR|4VULN|1AART|1ZMB|1DUR	179aVULN|2RCVC|3RCR|4ZMB|5AART|6CGEN|8DUR
405	12133 53314	   	176.28	ACR|4VULN|1AART|1ZMB|1DUR	179aVULN|2RCVC|3RCR|4ZMB|5AART|6DUR|8CGEN
406	11226 14213	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|29FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|aLWND
407	11226 14215	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|29FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|aLHND
408	11226 14216	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|29FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|aMLV
409	11226 14223	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9MLV|aLWND
410	11226 14225	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9MLV|aLHND
411	11226 14226	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2aFEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9MLV
412	11226 14231	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9LIT|aDMSP
413	11226 14232	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9LIT|aRPLT
414	11226 14234	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9LIT|aCGEN
415	11226 14236	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9LIT|aRCVC
416	11226 14241	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9BEXP|aBELT
417	11226 14263	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|39RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|aLWND
418	52162 12111	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18MLV|27DUR|3RCR|4RMIN|58VULN|68DMG|8BPWR|9AART|aCGEN
419	52162 12112	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18aMLV|27DUR|3RCR|4RMIN|58VULN|68DMG|8BPWR|9AART
420	52162 12114	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18MLV|27DUR|3RCR|4RMIN|58VULN|68DMG|8BPWR|9AART|aLHND
421	52162 12116	   	176.27	ACR|2VULN|2DMG|1AART|2DUR	18MLV|27DUR|3RCR|4RMIN|58VULN|68DMG|8BPWR|9AART|aBEXP
422	55113 21416	 * 	176.17	ACR|3VULN|2AART|1CDMG|1DUR	1MLV|249VULN|3RCR|5aAART|6CDMG|7MBVNT|8DUR
423	11226 14211	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	18VULN|29FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|aERES
424	11226 14212	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	18VULN|29FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|aTLV
425	11226 14235	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9LIT|aDUST
426	11226 14242	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9BEXP|aDUST
427	11226 14251	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9CANHEL|aBEXP
428	11226 14252	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2aFEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9CANHEL
429	11226 14261	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|39RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|aERES
430	11226 14262	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|39RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|aTLV
431	52162 12115	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	18MLV|27DUR|3RCR|4RMIN|58VULN|68DMG|8BPWR|9AART|aAIRHEL
432	13623 31111	   	176.15	ACR|3VULN|1AART|1DMG|2ZMB	159VULN|2LHND|38ZMB|4RCR|6AART|7DMG|aDMSP
433	13623 31115	   	176.15	ACR|3VULN|1AART|1DMG|2ZMB	159VULN|2LHND|38ZMB|4RCR|6AART|7DMG|aRMIN
434	13623 31164	   	176.15	ACR|3VULN|1AART|1DMG|2ZMB	15aVULN|2LHND|38ZMB|4RCR|6AART|7DMG|9RCVC
435	13625 31114	   	176.15	ACR|3VULN|1AART|1DMG|2ZMB	19aVULN|2LHND|38ZMB|4RCR|5RCVC|6AART|7DMG
436	11226 14253	   	176.07	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2FEWX|3RMIN|4RCR|5AART|68DUR|78DMG|8BPWR|9CANHEL|aTLV
437	13623 31112	   	176.05	ACR|3VULN|1AART|1DMG|2ZMB	159VULN|2LHND|38ZMB|4RCR|6AART|7DMG|aDUST
438	13623 31116	   	176.05	ACR|3VULN|1AART|1DMG|2ZMB	159VULN|2LHND|38ZMB|4RCR|6AART|7DMG|aBASHEA
439	11623 42321	   	176.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2FEWX|3ZMB|4RCR|6DMG|7DUR|8AART|9MLV|aCDMG
440	11623 42343	   	176.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2FEWX|3ZMB|4RCR|6DMG|7DUR|8AART|9BEXP|aCDMG
441	11623 42361	   	176.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2FEWX|3ZMB|4RCR|6DMG|7DUR|8AART|9RMIN|aCDMG
442	23125 13234	   	175.90	ACR|3DMG|1AART|1VULN|1ZMB	1FEWX|2CGEN|3RCR|4AART|5MLV|689DMG|7ZMB|aVULN
443	12133 46211	   	175.90	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1VULN|2RCVC|3RCR|4ZMB|5AART|6DMG|78CDMG|9ASPD|aDUR
444	52116 31124	   	175.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2DUR|3RCR|48aVULN|5AART|6ZMB|7LIT|9CDMG
445	16223 45211	   	175.80	ACR|4VULN|1AART|1DMG	1379VULN|23TLV|3BPWR|4RCR|5AART|6DMG|8MBVNT|aDMSP
446	55132 61311	   	175.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1MLV|257VULN|3RCR|4ASPD|6DMG|8DUR|9AART|aCGEN
447	55132 61312	   	175.78	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1aMLV|257VULN|3RCR|4ASPD|6DMG|8DUR|9AART
448	12133 41312	   	175.73	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19VULN|2RCVC|3RCR|47ZMB|5AART|6DMG|8aDUR
449	12133 51112	   	175.73	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19VULN|2RCVC|3RCR|48ZMB|5AART|6aDUR|7DMG
450	12133 53583	   	175.73	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	179VULN|2RCVC|3RCR|4ZMB|5AART|6DUR|8MBVNT|aCDMG
451	16223 45212	   	175.70	ACR|4VULN|1AART|1DMG	1379VULN|23TLV|3BPWR|4RCR|5AART|6DMG|8MBVNT|aDUST
452	12131 55314	   	175.68	ACR|4VULN|1AART|1ZMB|1DUR	179aVULN|2RCVC|3RCR|4ZMB|5CGEN|6AART|8DUR
453	16132 61311	   	175.68	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	157VULN|2TLV|3RCR|4ASPD|6DMG|8DUR|9AART|aCGEN
454	16132 61312	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	157VULN|2TLV|3RCR|4ASPD|6DMG|8DUR|9AART|aMLV
455	16132 61314	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	157VULN|2TLV|3RCR|4ASPD|6DMG|8DUR|9AART|aLHND
456	16132 61316	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	157VULN|2TLV|3RCR|4ASPD|6DMG|8DUR|9AART|aBEXP
457	55223 13363	 * 	175.65	ACR|3VULN|1AART|1DMG|1FLTHEA	136MLV|238VULN|3BPWR|4RCR|5AART|7DMSP|9FLTHEA|aDMG
458	55223 23621	   	175.65	ACR|3VULN|1AART|1DMG|1CDMG	13MLV|238VULN|3BPWR|4RCR|5AART|6CDMG|7LIT|9DMG|aRMIN
459	55223 23622	   	175.65	ACR|3VULN|1AART|1DMG|1CDMG	13MLV|238VULN|3BPWR|4RCR|5AART|6CDMG|7aLIT|9DMG
460	12131 36212	   	175.63	ACR|4VULN|1DMG|2DUR|1ZMB	1789VULN|2RCVC|3RCR|4ZMB|57CGEN|67DUR|7BPWR|aDMG
461	16223 25314	   	175.60	ACR|5VULN|1AART|1DUR	1379aVULN|23TLV|3BPWR|4RCR|5AART|6CGEN|8DUR
462	16223 53314	   	175.60	ACR|5VULN|1AART|1DUR	1379aVULN|23TLV|3BPWR|4RCR|5AART|6DUR|8CGEN
463	16132 51314	   	175.58	ACR|4VULN|1AART|1ZMB|1ASPD	159aVULN|2TLV|3RCR|4ASPD|6AART|7ZMB|8CGEN
464	16132 61313	   	175.58	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	157VULN|2TLV|3RCR|4ASPD|6DMG|8DUR|9AART|aMBVNT
465	16132 61315	   	175.58	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	157VULN|2TLV|3RCR|4ASPD|6DMG|8DUR|9AART|aAIRHEL
466	51113 46122	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	18MLV|2LWND|3RCR|45aVULN|6DMG|7CDMG|9AART
467	55223 22341	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	13MLV|238VULN|3BPWR|4RCR|5AART|6CDMG|7ERES|9DMSP|aDMG
468	55113 25212	   	175.55	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1MLV|24VULN|3RCR|5AART|68CDMG|7ASPD|9DMG|aCGEN
469	16135 11334	 * 	175.55	ACR|3VULN|2DMG|3ASPD	17aVULN|2TLV|3RCR|46aASPD|5ERES|8MGNLIT|9aDMG|aBPWR
470	16223 45132	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	137VULN|23TLV|3BPWR|4RCR|5AART|6DMG|8MLV|9DMSP|aCDMG
471	16223 26341	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	138VULN|23TLV|3BPWR|4RCR|5AART|6CGEN|7CDMG|9DMSP|aDMG
472	16113 46212	   	175.45	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	14VULN|2TLV|3RCR|5AART|6DMG|78CDMG|9ASPD|aCGEN
473	55113 25213	   	175.45	ACR|2VULN|1AART|2CDMG|1DMG|1ASPD	1MLV|24VULN|3RCR|5AART|68CDMG|7ASPD|9DMG|aERES
474	13323 31214	   	175.40	ACR|4VULN|1AART|1DMG	159aVULN|2LHND|38CGEN|4RCR|6AART|7DMG
475	13323 31314	   	175.40	ACR|4VULN|1AART|1DMG	159aVULN|28LHND|3CGEN|4RCR|6AART|7DMG
476	16113 46213	   	175.35	ACR|2VULN|1AART|2CDMG|1DMG|1ASPD	14VULN|2TLV|3RCR|5AART|6DMG|78CDMG|9ASPD|aERES
477	12113 41314	   	175.30	ACR|3VULN|1AART|1DMG|1ZMB	19aVULN|2RCVC|3RCR|4RMIN|5AART|6DMG|7ZMB|8CGEN
478	12113 41614	   	175.30	ACR|3VULN|1AART|1DMG|1ZMB	19aVULN|2RCVC|3RCR|4RMIN|5AART|6DMG|7ZMB|8MLV
479	12133 31314	   	175.30	ACR|3VULN|1AART|1DMG|1ZMB	19aVULN|2RCVC|3RCR|4ZMB|5AART|68FEWX|7DMG
480	55113 41311	   	175.30	ACR|3VULN|1AART|1DMG|1ZMB	1MLV|249VULN|3RCR|5AART|6DMG|7ZMB|8CGEN|aDMSP
481	16122 61243	   	175.30	ACR|4VULN|1AART|1DMG	1578VULN|2TLV|3RCR|4RMIN|6DMG|9BELT|aAART
482	13623 45111	   	175.28	ACR|3VULN|2DMG|2ZMB|1DUR	158VULN|2LHND|38ZMB|4RCR|68DMG|7RMIN|8BPWR|9DUR|aLWND
483	13623 45113	   	175.28	ACR|3VULN|2DMG|2ZMB|1DUR	158VULN|2LHND|38ZMB|4RCR|68DMG|7RMIN|8BPWR|9DUR|aBEXP
484	11223 41125	   	175.28	ACR|3VULN|2DMG|2ZMB|1DUR	158VULN|29FEWX|3RMIN|4RCR|68DMG|78ZMB|8BPWR|aDUR
485	11223 41126	   	175.28	ACR|3VULN|2DMG|2ZMB|1ASPD	158VULN|29FEWX|3RMIN|4RCR|68DMG|78ZMB|8BPWR|aASPD
486	11223 41135	   	175.28	ACR|3VULN|2DMG|2ZMB|1DUR	158VULN|2FEWX|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9DMSP|aDUR
487	11223 41136	   	175.28	ACR|3VULN|2DMG|2ZMB|1ASPD	158VULN|2FEWX|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9DMSP|aASPD
488	11223 41145	   	175.28	ACR|3VULN|2DMG|2ZMB|1DUR	158VULN|2FEWX|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9LHND|aDUR
489	11223 41146	   	175.28	ACR|3VULN|2DMG|2ZMB|1ASPD	158VULN|2FEWX|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9LHND|aASPD
490	13223 41111	   	175.28	ACR|3VULN|2DMG|2ZMB|1DUR	158VULN|2LHND|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9DUR|aLWND
491	13223 41113	   	175.28	ACR|3VULN|2DMG|2ZMB|1DUR	158VULN|2LHND|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9DUR|aBEXP
492	13223 41114	   	175.28	ACR|3VULN|2DMG|2ZMB|1DUR	158VULN|2LHND|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9DUR|aFEWX
493	13223 41115	   	175.28	ACR|3VULN|2DMG|2ZMB|1DUR	158VULN|2aLHND|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9DUR
494	13223 41156	   	175.28	ACR|3VULN|2DMG|2ZMB|1ASPD	158VULN|2LHND|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9BEXP|aASPD
495	13223 41165	   	175.28	ACR|3VULN|2DMG|2ZMB|1DUR	158VULN|2LHND|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9FEWX|aDUR
496	13223 41166	   	175.28	ACR|3VULN|2DMG|2ZMB|1ASPD	158VULN|2LHND|3RMIN|4RCR|68DMG|78ZMB|8BPWR|9FEWX|aASPD
497	12133 45124	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	17aVULN|2RCVC|3RCR|4ZMB|5AART|6DMG|8MLV|9ERES
498	16113 41311	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	149VULN|2TLV|3RCR|5AART|6DMG|7ZMB|8CGEN|aDMSP
499	16113 41315	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	149VULN|2TLV|3RCR|5AART|6DMG|7ZMB|8CGEN|aRMIN
500	16113 41316	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	149VULN|2TLV|3RCR|5AART|6DMG|7ZMB|8CGEN|aMGNLIT
501	16113 41334	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	14aVULN|2TLV|3RCR|5AART|6DMG|7ZMB|89CGEN
502	16113 41512	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	149VULN|2TLV|3RCR|5AART|6DMG|7ZMB|8RPLT|aFEWX
503	55113 41312	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	1MLV|249VULN|3RCR|5AART|6DMG|7ZMB|8CGEN|aDUST
