0	Index      	 *	Score 	Summary	Detail	
1	33656 32321	 * 	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DUST|3CDMG|4AART|5RCR|69aVULN|7FEWX|8DMG
307	22561 52331	 * 	152.24	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA	1ERES|2FLTHEA|3LSRICY|4VULN|5DUST|6AART|7CDMG|8RCR|9LEGI|aDMG
308	36334 22311	   	152.23	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUR|2VULN|3BELT|4LIT|5ZMB|6aAART|7DMG|8CGEN|9RCR
309	42253 63331	 * 	152.18	DCR|3VULN|1AART|1DMG|1CDMG|1MSE	1MSE|2CDMG|36aVULN|4AART|5LHND|7RCR|8DMG|9FEWX
310	35353 63121	 * 	152.14	ACR|2AART|1VULN|1DMG|2DUR	16DUR|2BASICY|3DUST|4RCR|5aAART|7DMG|8LWND|9VULN
311	22411 33134	   	152.13	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR	1ERES|2FLTHEA|3RCVC|4BEXP|5DMG|6RCR|7DUR|8LIT|9AART|aVULN
312	36334 22511	   	152.13	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUR|2VULN|3BELT|4LIT|5ZMB|6aAART|7DMG|8ERES|9RCR
313	42253 63312	 * 	152.08	DCR|3VULN|1AART|1DMG|1CDMG|1MSE	1MSE|2CDMG|36aVULN|4AART|5LHND|7RCR|8DMG|9AIRHEL
314	14221 41627	   	152.07	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2CDMG|3LHND|4DMG|5MBVNT|6VULN|7AART|8RCR|9RPLT|aDUR
315	36332 36136	   	152.06	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2VULN|3BELT|4LIT|5DUST|6AART|7RCR|8aDMG|9CGEN
316	43226 13141	   	152.05	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1MSE	1MSE|2RCR|3RPLT|4DUST|5AART|6CDMG|7aVULN|8DMG|9ZMB
317	22562 21422	 * 	152.04	DCR|2VULN|2FLTHEA|2CDMG|2ZMB	1ERES|2aFLTHEA|3LSRICY|47VULN|5aZMB|6LWND|8RCR|9aCDMG|aBPWR
318	36363 22132	   	152.00	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	17DUR|2VULN|3BELT|4ASPD|5LHND|6RCR|8CDMG|9AART|aZMB
319	42151 35221	 * 	151.99	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG|1MSE	1MSE|2CDMG|3AART|4VULN|59ZMB|6aDMG|7RCR|8CGEN
320	63561 13322	   	151.97	DCR|2VULN|2DMG|1ZMB|1SELL	1RCVC|2SELL|38VULN|4BELT|59DMG|6LWND|7RCR|aZMB
321	36332 36114	   	151.96	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2aVULN|3BELT|4LIT|5DUST|6AART|7RCR|8DMG|9LEGI
322	14221 41643	 * 	151.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1aASPD|2CDMG|3aLHND|4DMG|5MBVNT|6VULN|7AART|8RCR|9aMLV|aBPWR
323	14221 41653	   	151.94	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG	1aASPD|2CDMG|3aLHND|4DMG|5MBVNT|6VULN|7AART|8RCR|9aCGEN|aBPWR
324	14221 41674	   	151.94	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG	1aASPD|2CDMG|3aLHND|4DMG|5MBVNT|6VULN|7AART|8RCR|9aLIT|aBPWR
325	42151 25321	 * 	151.89	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG|1MSE	1MSE|2CDMG|3AART|4VULN|59ZMB|6ERES|7RCR|8aDMG
326	33653 13324	 * 	151.87	DCR|1AART|1DMG|2CDMG|2DUR|1ZMB	1aDUR|2DUST|36CDMG|4AART|5LHND|7RCR|8DMG|9ZMB
327	33656 32132	 * 	151.84	ACR|1AART|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1DUR|2DUST|3CDMG|4AART|5RCR|6VULN|7FEWX|8aASPD|9ZMB
328	33653 53331	   	151.83	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2DUST|3CDMG|4AART|5LHND|6RCVC|7RCR|8DMG|9FEWX|aVULN
329	36113 24262	   	151.81	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	17DUR|2VULN|3ASPD|4ZMB|5LWND|6RMIN|8AART|9RCR|aDMG
330	33656 32122	   	151.81	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2DUST|3CDMG|4AART|5RCR|69VULN|7FEWX|8ASPD|aLHND
331	33656 33232	   	151.81	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2DUST|3CDMG|4AART|5RCR|68VULN|7ASPD|9FEWX|aLHND
332	33656 33331	   	151.81	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2DUST|3CDMG|4AART|5RCR|6aVULN|7ASPD|8DMSP|9FEWX
333	33653 53312	   	151.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2DUST|3CDMG|4AART|5LHND|6RCVC|7RCR|8DMG|9SNIHEL|aVULN
334	33656 32123	   	151.71	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2aDUST|3CDMG|4AART|5RCR|69VULN|7FEWX|8ASPD
335	33656 33124	   	151.71	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2DUST|3CDMG|4AART|5RCR|6aVULN|7ASPD|8CGEN|9MBVNT
336	33656 33211	   	151.71	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2DUST|3CDMG|4AART|5RCR|68VULN|7ASPD|9AIRHEL|aCGEN
337	33656 33213	   	151.71	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2DUST|3CDMG|4AART|5RCR|68VULN|7ASPD|9AIRHEL|aFEWX
338	33656 33233	   	151.71	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2aDUST|3CDMG|4AART|5RCR|68VULN|7ASPD|9FEWX
339	33656 33312	   	151.71	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2DUST|3CDMG|4AART|5RCR|6aVULN|7ASPD|8DMSP|9AIRHEL
340	43113 63236	   	151.68	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR|1MSE	1MSE|2RCR|3ASPD|4ZMB|5NUKE|6AART|7VULN|89DMG|aDUR
341	14221 41632	   	151.64	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1aASPD|2CDMG|3LHND|4DMG|5MBVNT|6VULN|7AART|8RCR|9DUST
342	22134 62316	 * 	151.61	DCR|2AART|1VULN|1FLTHEA|1ZMB|1DUR	1ERES|2FLTHEA|3BEXP|4VULN|5LEGI|6RCR|7DUR|8aAART|9ZMB
343	36121 13336	 * 	151.61	DCR|2VULN|1DMG|2ASPD|2DUR|1ZMB	18DUR|27VULN|36ASPD|4BEXP|5DMG|9RCR|aZMB
344	35322 24823	 * 	151.55	DCR|3VULN|1AART|2DUR	1aDUR|2aBASICY|3DUST|4AART|5AIRHEL|69aVULN|7MBVNT|8RCR|aBPWR
345	35353 52222	 * 	151.43	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2BASICY|3DUST|4RCR|56AART|7FEWX|8CDMG|9ZMB|aVULN
346	21336 32526	 * 	151.43	DCR|2VULN|2AART|2CDMG|1SELL	12aERES|3MLV|4aVULN|5SELL|67AART|8aCDMG|9RCR|aBPWR
347	42251 35221	 * 	151.39	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG|1MSE	1MSE|2CDMG|3VULN|4AART|59ZMB|6aDMG|7RCR|8CGEN
348	43113 63235	 * 	151.35	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB|1MSE	1MSE|2RCR|3aASPD|4ZMB|5NUKE|6AART|7VULN|89DMG
349	42251 25321	 * 	151.29	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG|1MSE	1MSE|2CDMG|3VULN|4AART|59ZMB|6ERES|7RCR|8aDMG
350	56111 32743	   	151.23	DCR|3DMG|1VULN|1FLTHEA	12CGEN|3FLTHEA|4BEXP|589DMG|6RCR|7MBVNT|aVULN
351	36332 36161	 * 	151.22	DCR|2AART|1VULN|1DMG|2DUR	19DUR|2VULN|3BELT|4LIT|5DUST|6aAART|7RCR|8DMG
352	36121 32224	   	151.20	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2VULN|3ASPD|4BEXP|59DMG|6LIT|7AART|8NUKE|aRCR
353	36131 32224	   	151.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2VULN|3ASPD|4LWND|59DMG|6LIT|7AART|8NUKE|aRCR
354	36151 32224	   	151.20	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2VULN|3ASPD|4LHND|59DMG|6LIT|7AART|8NUKE|aRCR
355	36161 32224	   	151.20	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2VULN|3ASPD|4FEWX|59DMG|6LIT|7AART|8NUKE|aRCR
356	21262 41115	   	151.14	ACR|3VULN|1AART|1ZMB	127ERES|39LWND|4RCR|579CGEN|679VULN|79BPWR|8AART|aZMB
357	22311 32743	   	151.13	DCR|3DMG|1VULN|1FLTHEA	1ERES|2FLTHEA|3DMSP|4BEXP|589DMG|6RCR|7MBVNT|aVULN
358	35353 53121	 * 	151.12	ACR|3AART|1VULN|1DMG|1DUR	1DUR|2BASICY|3DUST|4RCR|56aAART|7DMG|8LWND|9VULN
359	36141 32224	   	151.10	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2VULN|3ASPD|4DUST|59DMG|6LIT|7AART|8NUKE|aRCR
360	64243 11331	   	151.03	DCR|2VULN|1AART|1DMG	1RCVC|2aVULN|3LWND|4DMSP|5RPLT|6RCR|7AART|8DMG|9FEWX
361	64262 11331	   	151.03	DCR|2VULN|1AART|1DMG	1RCVC|2aVULN|3LWND|4RPLT|5DMSP|6RCR|7AART|8DMG|9FEWX
362	21111 32743	   	151.03	DCR|3DMG|1VULN|1FLTHEA	12ERES|3FLTHEA|4BEXP|589DMG|6RCR|7MBVNT|aVULN
363	22211 32743	   	151.03	DCR|3DMG|1VULN|1FLTHEA	13ERES|2FLTHEA|4BEXP|589DMG|6RCR|7MBVNT|aVULN
364	36121 13632	   	150.97	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4BEXP|5DMG|9RCR|aCGEN
365	36121 13633	   	150.97	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4BEXP|5DMG|9RCR|aRMIN
366	36131 13632	   	150.97	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4LWND|5DMG|9RCR|aCGEN
367	36131 13633	   	150.97	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4LWND|5DMG|9RCR|aRMIN
368	36151 13632	   	150.97	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4LHND|5DMG|9RCR|aCGEN
369	36151 13633	   	150.97	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4LHND|5DMG|9RCR|aRMIN
370	36161 13632	   	150.97	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4FEWX|5DMG|9RCR|aCGEN
371	36161 13633	   	150.97	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4FEWX|5DMG|9RCR|aRMIN
372	35351 22236	   	150.94	ACR|2AART|1VULN|1DMG|2DUR	19DUR|2BASICY|3DUST|4RCR|5DMG|6BEXP|7aAART|8VULN
373	64243 11312	   	150.93	DCR|2VULN|1AART|1DMG	1RCVC|2aVULN|3LWND|4DMSP|5RPLT|6RCR|7AART|8DMG|9AIRHEL
374	64262 11312	   	150.93	DCR|2VULN|1AART|1DMG	1RCVC|2aVULN|3LWND|4RPLT|5DMSP|6RCR|7AART|8DMG|9AIRHEL
375	36121 13631	   	150.87	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4BEXP|5DMG|9RCR|aERES
376	36121 13635	   	150.87	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4BEXP|5DMG|9RCR|aDUST
377	36131 13631	   	150.87	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4LWND|5DMG|9RCR|aERES
378	36131 13635	   	150.87	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4LWND|5DMG|9RCR|aDUST
379	36151 13631	   	150.87	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4LHND|5DMG|9RCR|aERES
380	36161 13631	   	150.87	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|278VULN|36ASPD|4FEWX|5DMG|9RCR|aERES
381	33113 23455	   	150.85	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2DUST|3ASPD|4ZMB|5VULN|6RMIN|7CDMG|89DMG|aRCR
382	42166 32321	   	150.70	ACR|3VULN|1AART|1DMG|1CDMG|1MSE	1MSE|2CDMG|3AART|4DUST|5RCR|69aVULN|7FEWX|8DMG
383	14252 33221	   	150.65	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3LHND|4aVULN|5RPLT|6ZMB|7MBVNT|8AART|9RCR
384	31222 51334	   	150.61	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	12DUR|3LWND|4DMG|5LIT|6AART|7ASPD|8VULN|9ZMB|aRCR
