0	Index      	 *	Score 	Summary	Detail	
1	32312 13462	 * 	183.30	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1ERES|2DUR|3BELT|49DMG|57VULN|6RCR|8CDMG|aAART
327	21115 55122	   	157.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	18FEWX|2DUR|3ZMB|4RCR|5CDMG|6BELT|7VULN|9AART|aDMG
328	23115 56122	   	157.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	18FEWX|2VULN|3ZMB|4RCR|5CDMG|6BELT|7DUR|9AART|aDMG
329	23115 52411	   	157.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3ZMB|4RCR|5CDMG|6BELT|7MLV|8DMG|9AART|aDUR
330	23115 53411	   	157.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3ZMB|4RCR|5CDMG|6BELT|7CGEN|8DMG|9AART|aDUR
331	21112 45433	   	157.85	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4RCR|5DUST|68CDMG|79DMG|aVULN
332	21115 25433	   	157.85	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4RCR|58CDMG|6DUST|79DMG|aVULN
333	23112 45431	   	157.85	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1FEWX|2VULN|3ZMB|4RCR|5DUST|68CDMG|79DMG|aDUR
334	23115 25431	   	157.85	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1FEWX|2VULN|3ZMB|4RCR|58CDMG|6DUST|79DMG|aDUR
335	23112 45411	   	157.85	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1FEWX|2aVULN|3ZMB|4RCR|5DUST|68CDMG|7DMG|9ASPD
336	23115 25411	   	157.85	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1FEWX|2aVULN|3ZMB|4RCR|58CDMG|6DUST|7DMG|9ASPD
337	22123 42453	   	157.83	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2ERES|3LHND|49VULN|5ZMB|6RCR|7AART|8AIRHEA|aDMG
338	34351 23611	   	157.80	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ERES|2CGEN|3VULN|4LIT|59DMG|6DUR|7RCR|8AART|aASPD
339	51222 31452	   	157.78	DCR|3VULN|1AART|1DMG	1LHND|2RCVC|3AART|45aVULN|6RPLT|7DMG|8TLV|9RCR
340	16135 23223	   	157.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DMG|3ZMB|4RCR|5DUST|6BELT|7DUR|8CDMG|9AART|aVULN
341	21115 52423	   	157.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4RCR|5CDMG|6BELT|7TLV|8DMG|9AART|aVULN
342	23115 51421	   	157.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2VULN|3ZMB|4RCR|5CDMG|6BELT|7NUKE|8DMG|9AART|aDUR
343	16135 22211	   	157.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DMG|3ZMB|4RCR|5DUST|6BELT|7VULN|8CDMG|9AART|aDUR
344	16135 33211	   	157.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DMG|3ZMB|4RCR|5DUST|6VULN|7BELT|8CDMG|9AART|aDUR
345	36312 42331	   	157.73	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3LWND|48DUST|59VULN|6RCR|7AART|aZMB
346	32312 13552	   	157.71	DCR|2VULN|1AART|1DMG|2DUR|1SELL	1ERES|28DUR|3BELT|4DMG|57VULN|6RCR|9AART|aSELL
347	45123 12223	   	157.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2CGEN|3LIT|4AART|57VULN|6MLV|8RCR|9DMG|aCDMG
348	55116 32233	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	18LHND|29VULN|3ZMB|4RCR|5AART|6LEGI|7CDMG|aDUR
349	55116 32111	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|29VULN|3ZMB|4RCR|5AART|6LEGI|7CDMG|8DUR|aLWND
350	55116 32113	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|29VULN|3ZMB|4RCR|5AART|6LEGI|7CDMG|8DUR|aCGEN
351	36135 33211	   	157.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|3ZMB|4RCR|5DUST|6VULN|7BELT|8CDMG|9AART|aDUR
352	23225 11626	   	157.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2VULN|3RPLT|49AART|5DUST|6DMG|7ZMB|8CDMG|aRCR
353	23121 24322	 * 	157.58	DCR|2VULN|1AART|1DMG|2ZMB	1FEWX|24VULN|39ZMB|5DUST|6BELT|7RCR|8DMG|aAART
354	31663 31131	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2RMIN|3CDMG|4AART|59VULN|6LHND|7DMG|8RCR|aBEXP
355	31663 31132	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2RMIN|3CDMG|4AART|59VULN|6LHND|7DMG|8RCR|aRCVC
356	31663 31134	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aRMIN|3CDMG|4AART|59VULN|6LHND|7DMG|8RCR
357	31663 31135	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2RMIN|3CDMG|4AART|59VULN|6LHND|7DMG|8RCR|aLWND
358	31663 31162	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2RMIN|3CDMG|4AART|5aVULN|6LHND|7DMG|8RCR|9CGEN
359	45123 42223	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2CGEN|3LIT|4AART|57VULN|6ERES|8RCR|9DMG|aCDMG
360	55116 32112	   	157.57	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|29VULN|3ZMB|4RCR|5AART|6LEGI|7CDMG|8DUR|aDLOT
361	31663 51122	   	157.48	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2RMIN|3CDMG|4AART|5aVULN|6BEXP|7DMG|8RCR|9TLV
362	12123 41231	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1MLV|2DUR|3LHND|4aVULN|58ZMB|6RCR|7CDMG|9DMG
363	12523 41231	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1MLV|2DUR|3FEWX|4aVULN|58ZMB|6RCR|7CDMG|9DMG
364	12623 41231	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1MLV|2DUR|3LWND|4aVULN|58ZMB|6RCR|7CDMG|9DMG
365	23144 41231	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1FEWX|2aVULN|38ZMB|4MLV|5DUR|6RCR|7CDMG|9DMG
366	53132 41231	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1LHND|2DUR|38ZMB|4CGEN|5aVULN|6RCR|7CDMG|9DMG
367	53126 41231	   	157.47	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1LHND|2DUR|38ZMB|4aVULN|5RMIN|6RCR|7CDMG|9DMG
368	52246 11121	   	157.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2CGEN|3LIT|4CDMG|5AART|6VULN|7DUR|8RCR|9DMG|aZMB
369	42221 14478	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|2MBVNT|3ZMB|4LIT|59aVULN|6CDMG|7DMG|8RCR
370	16161 13623	 * 	157.40	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1MLV|2DMG|3ZMB|4LIT|5FEWX|6VULN|7RCR|8AART|9aCDMG
371	16411 13623	   	157.40	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1MLV|2DMG|3LIT|4ZMB|5FEWX|6VULN|7RCR|8AART|9aCDMG
372	22123 42231	   	157.37	DCR|3VULN|1AART|2ZMB	1FEWX|2ERES|3LHND|489VULN|5aZMB|6RCR|7AART
373	23553 42231	   	157.37	DCR|3VULN|1AART|2ZMB	1FEWX|289VULN|3ERES|4LWND|5aZMB|6RCR|7AART
374	43341 34121	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2LEGI|3LIT|4CGEN|57VULN|6RCR|8AART|9DMG|aZMB
375	36161 13623	   	157.30	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1ERES|2DMG|3ZMB|4LIT|5FEWX|6VULN|7RCR|8AART|9aCDMG
376	36411 13623	   	157.30	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1ERES|2DMG|3LIT|4ZMB|5FEWX|6VULN|7RCR|8AART|9aCDMG
377	42451 12811	 * 	157.29	DCR|2VULN|1AART|1DMG|2CDMG	1RPLT|2MBVNT|38ERES|4DMG|58VULN|68CDMG|7AART|8BPWR|9CGEN|aRCR
378	23221 46351	 * 	157.25	DCR|3AART|2VULN|1DMG	1FEWX|27VULN|3RPLT|46aAART|5TLV|8DMG|9RCR
379	42254 46244	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2MBVNT|3ZMB|4DMG|5MGNLIT|6RCR|7LEGI|8AART|9aVULN
380	43331 34121	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2LEGI|3LIT|4ERES|57VULN|6RCR|8AART|9DMG|aZMB
381	31615 11334	   	157.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2RMIN|3CDMG|4DMG|5DUST|6DUR|79VULN|8AART|aRCR
382	23115 42312	   	157.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2VULN|3ZMB|4RCR|5CDMG|6CGEN|7ERES|8DMG|9ASPD|aAART
383	55116 13221	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3ZMB|4RCR|5AART|6DUST|7DMG|9CGEN|aBELT
384	55116 13223	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3ZMB|4RCR|5AART|6DUST|7DMG|9CGEN|aDMSP
385	55116 13211	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3ZMB|4RCR|5AART|6DUST|7DMG|9TLV|aBELT
386	55116 13213	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1aLHND|28VULN|3ZMB|4RCR|5AART|6DUST|7DMG|9TLV
387	55116 13222	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3ZMB|4RCR|5AART|6DUST|7DMG|9CGEN|aTLV
388	55116 13231	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3ZMB|4RCR|5AART|6DUST|7DMG|9ERES|aBELT
389	55116 13233	   	157.05	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3ZMB|4RCR|5AART|6DUST|7DMG|9ERES|aDMSP
390	16136 21142	 * 	156.98	ACR|3DMG|1AART|1ZMB|1DUR	17MLV|279DMG|3ZMB|4RCR|5DUR|67FEWX|7BPWR|8BEXP|aAART
391	55116 13212	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3ZMB|4RCR|5AART|6DUST|7DMG|9aTLV
392	55116 13232	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3ZMB|4RCR|5AART|6DUST|7DMG|9ERES|aTLV
393	23115 46331	 * 	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2aVULN|3ZMB|4RCR|5CDMG|6CGEN|78DUR|9DMG
394	25151 13312	   	156.89	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCVC|3RPLT|4RCR|59VULN|6CDMG|7BELT|8DMG|aAART
395	26151 13312	   	156.89	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2DMSP|3RPLT|4RCR|59VULN|6CDMG|7BELT|8DMG|aAART
396	12314 14126	   	156.85	DCR|2DMG|1AART|2ASPD|1ZMB|1DUR	19MLV|2DUR|3BELT|49DMG|5BEXP|6RCR|7ZMB|89ASPD|9BPWR|aAART
397	21112 45333	 * 	156.83	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1FEWX|28DUR|3ZMB|4RCR|5DUST|6CDMG|79DMG|aVULN
398	21115 25333	   	156.83	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1FEWX|28DUR|3ZMB|4RCR|5CDMG|6DUST|79DMG|aVULN
399	23515 33352	   	156.79	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|27VULN|3ERES|4RCR|5CDMG|6LWND|8DMG|9CGEN|aAART
400	16136 31142	   	156.78	ACR|3DMG|1AART|1ZMB|1DUR	17MLV|279DMG|3ZMB|4RCR|5DUR|67DUST|7BPWR|8BEXP|aAART
401	36136 21142	   	156.78	ACR|3DMG|1AART|1ZMB|1DUR	17ERES|279DMG|3ZMB|4RCR|5DUR|67FEWX|7BPWR|8BEXP|aAART
402	32312 13532	   	156.75	DCR|3VULN|1DMG|2DUR|1ASPD	1ERES|28DUR|3BELT|4DMG|579VULN|6RCR|aASPD
403	23112 33112	   	156.68	ACR|3VULN|1AART|1ZMB|1ASPD	1FEWX|269VULN|3ZMB|4RCR|5DUST|7BELT|8ASPD|aAART
404	32314 14122	   	156.65	DCR|2DMG|1AART|2ASPD|1ZMB|1DUR	19ERES|2DUR|3BELT|49DMG|5BEXP|6RCR|7ZMB|89ASPD|9BPWR|aAART
405	36135 32316	 * 	156.65	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2DMG|3ZMB|4RCR|5DUST|6VULN|79AART|8LHND|aDUR
406	36136 31142	   	156.58	ACR|3DMG|1AART|1ZMB|1DUR	17ERES|279DMG|3ZMB|4RCR|5DUR|67DUST|7BPWR|8BEXP|aAART
407	42826 13312	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2MBVNT|3BELT|49VULN|5CDMG|6RCVC|7RCR|8DMG|aAART
408	42826 33312	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2MBVNT|3BELT|49VULN|5CDMG|6DMSP|7RCR|8DMG|aAART
409	53421 21233	   	156.36	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1LHND|2DUR|3SELL|457VULN|6CGEN|8RCR|9CDMG|aAART
410	12123 42223	   	156.35	DCR|2VULN|2AART|1ZMB|1DUR	1MLV|2DUR|3LHND|48VULN|5ZMB|6RCR|7aAART|9CGEN
411	12623 42223	   	156.35	DCR|2VULN|2AART|1ZMB|1DUR	1MLV|2DUR|3LWND|48VULN|5ZMB|6RCR|7aAART|9CGEN
412	16633 32132	 * 	156.29	ACR|2VULN|2AART|1DMG	1MLV|2DMG|3TLV|4RCR|5FEWX|68VULN|7aAART|9LSRREG
413	34226 62232	   	156.29	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1ERES|2CGEN|3AART|48ASPD|5DMG|6RCR|7BELT|9ZMB|aVULN
414	23121 24112	   	156.26	DCR|3VULN|1AART|1ZMB|1ASPD	1FEWX|249VULN|3ZMB|5DUST|6BELT|7RCR|8ASPD|aAART
415	23132 21155	   	156.26	DCR|3VULN|1AART|1ZMB|1ASPD	1FEWX|25aVULN|3ZMB|4BASHEA|6AART|7RMIN|8RCR|9ASPD
416	12123 42213	   	156.25	DCR|2VULN|2AART|1ZMB|1DUR	1MLV|2DUR|3LHND|48VULN|5ZMB|6RCR|7aAART|9TLV
417	12123 42233	   	156.25	DCR|2VULN|2AART|1ZMB|1DUR	1MLV|2DUR|3LHND|48VULN|5ZMB|6RCR|7aAART|9ERES
418	12623 42213	   	156.25	DCR|2VULN|2AART|1ZMB|1DUR	1MLV|2DUR|3LWND|48VULN|5ZMB|6RCR|7aAART|9TLV
419	12623 42233	   	156.25	DCR|2VULN|2AART|1ZMB|1DUR	1MLV|2DUR|3LWND|48VULN|5ZMB|6RCR|7aAART|9ERES
420	32123 42223	   	156.25	DCR|2VULN|2AART|1ZMB|1DUR	1ERES|2DUR|3LHND|48VULN|5ZMB|6RCR|7aAART|9CGEN
421	32623 42223	   	156.25	DCR|2VULN|2AART|1ZMB|1DUR	1ERES|2DUR|3LWND|48VULN|5ZMB|6RCR|7aAART|9CGEN
422	53132 42213	   	156.25	DCR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUR|3ZMB|4CGEN|58VULN|6RCR|7aAART|9TLV
423	53523 42223	   	156.25	DCR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUR|3ERES|48VULN|5ZMB|6RCR|7aAART|9CGEN
424	23113 26111	   	156.19	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1FEWX|2VULN|35ZMB|4RCR|6BELT|7AART|8DUR|9DMG|aASPD
425	23514 43311	   	156.18	ACR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|27aVULN|3ERES|4RCR|5LHND|6CDMG|8DMG|9ASPD
426	23515 33311	   	156.18	ACR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|27aVULN|3ERES|4RCR|5CDMG|6LWND|8DMG|9ASPD
427	23132 24155	   	156.16	DCR|3VULN|1AART|1ZMB|1ASPD	1FEWX|25aVULN|3ZMB|4BASHEA|6AART|7TLV|8RCR|9ASPD
428	32123 42213	   	156.15	DCR|2VULN|2AART|1ZMB|1DUR	1ERES|2DUR|3LHND|48VULN|5ZMB|6RCR|7aAART|9TLV
429	32623 42213	   	156.15	DCR|2VULN|2AART|1ZMB|1DUR	1ERES|2DUR|3LWND|48VULN|5ZMB|6RCR|7aAART|9TLV
430	53523 42213	   	156.15	DCR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUR|3ERES|48VULN|5ZMB|6RCR|7aAART|9TLV
431	42252 13146	 * 	156.14	DCR|1AART|1DMG|2CDMG|3DUR|2ZMB	1RPLT|2MBVNT|39ZMB|4DMG|589DUR|69CDMG|7RCR|9BPWR|aAART
432	23512 43311	   	156.08	ACR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|27aVULN|3ERES|4RCR|5DUST|6CDMG|8DMG|9ASPD
433	23515 23311	   	156.08	ACR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|27aVULN|3ERES|4RCR|5CDMG|6DUST|8DMG|9ASPD
434	16135 32114	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9CGEN|aLHND
435	16135 32115	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9CGEN|aBEXP
436	16135 32123	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BELT|aRMIN
437	16135 32126	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BELT|aBEXP
438	16135 32131	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BEXP|aRCVC
439	16135 32134	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BEXP|aLWND
440	16135 32161	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9FEWX|aRCVC
441	23112 32231	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8BEXP|9DMG|aRPLT
442	23112 32233	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8BEXP|9DMG|aCGEN
443	23112 32235	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8BEXP|9DMG|aLIT
444	23112 32236	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8aBEXP|9DMG
445	23112 32664	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8RPLT|9CGEN|aDMG
446	16633 32111	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3TLV|4RCR|5FEWX|68VULN|7AART|9CGEN|aZMB
447	23245 83244	 * 	155.92	DCR|4VULN|1AART	1FEWX|259aVULN|3RPLT|4MBVNT|6RCR|7LSRREG|8AART
448	23245 84244	   	155.92	DCR|4VULN|1AART	1FEWX|259aVULN|3RPLT|4MBVNT|6RCR|7CANSTR|8AART
449	23332 32626	   	155.89	DCR|3VULN|1AART|1ASPD|1DUR	1FEWX|279VULN|3BEXP|4ASPD|5LIT|6RCR|8AART|aDUR
450	23415 12532	   	155.88	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1FEWX|28VULN|3SELL|4LIT|5DUST|6RCR|7ZMB|9DMG|aAART
451	23214 12333	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|25VULN|3RPLT|4BEXP|6CDMG|7AART|8RCR|9DMG|aCGEN
452	23214 12335	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|25VULN|3RPLT|4BEXP|6CDMG|7AART|8RCR|9DMG|aLIT
453	23214 12336	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|25VULN|3RPLT|4aBEXP|6CDMG|7AART|8RCR|9DMG
454	23311 42333	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|25VULN|3BEXP|4CDMG|6RPLT|7AART|8RCR|9DMG|aCGEN
455	23311 42335	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|25VULN|3BEXP|4CDMG|6RPLT|7AART|8RCR|9DMG|aLIT
456	23311 42336	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|25VULN|3aBEXP|4CDMG|6RPLT|7AART|8RCR|9DMG
457	21515 11334	   	155.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	16FEWX|2DUR|3ERES|4RCR|5CDMG|79VULN|8AART|aZMB
458	32515 11334	   	155.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2DUR|36FEWX|4RCR|5CDMG|79VULN|8AART|aZMB
459	23132 21515	   	155.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7RMIN|8ASPD|9DMG|aRCR
460	23132 26515	   	155.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7CGEN|8ASPD|9DMG|aRCR
461	16135 32116	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9CGEN|aLEGI
462	16135 32132	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BEXP|aERES
463	16135 32162	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9FEWX|aERES
464	16531 32211	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3ERES|4RCR|5DUST|68VULN|7AART|9CGEN|aZMB
465	16631 32111	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3TLV|4RCR|5DUST|68VULN|7AART|9CGEN|aZMB
466	16631 32126	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3TLV|4RCR|5DUST|68VULN|7AART|9FEWX|aZMB
467	23112 32634	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8RPLT|9TLV|aDMG
468	36135 32214	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9CGEN|aLHND
469	36135 32215	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9CGEN|aBEXP
470	36135 32223	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BELT|aRMIN
471	36135 32226	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BELT|aBEXP
472	36135 32231	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BEXP|aRCVC
473	36135 32234	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BEXP|aLWND
474	36135 32261	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9FEWX|aRCVC
475	21353 24432	   	155.82	DCR|3DMG|1VULN|1ZMB|1DUR	17FEWX|2DUR|37BEXP|478DMG|5RPLT|6RCR|7BPWR|9VULN|aZMB
476	32415 21334	   	155.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2DUR|3DUST|4RCR|5CDMG|6RCVC|79VULN|8AART|aZMB
477	33615 21334	   	155.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2DUST|3DUR|4RCR|5CDMG|6RCVC|79VULN|8AART|aZMB
478	23132 24515	   	155.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|25VULN|3ZMB|4BASHEA|6AART|7TLV|8ASPD|9DMG|aRCR
479	23222 26434	   	155.76	DCR|4VULN|1AART|1DUR	1FEWX|2579VULN|3RPLT|4AART|6DUR|8TLV|aRCR
480	23116 12453	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|29VULN|3ZMB|4RCR|5ERES|6LEGI|7AART|8AIRHEA|aDMG
481	23513 12453	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|29VULN|3ERES|4RCR|5ZMB|6LEGI|7AART|8AIRHEA|aDMG
482	36135 32134	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|69VULN|7AART|8TLV|aLHND
483	36135 32135	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|69VULN|7AART|8TLV|aBEXP
484	36135 32216	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9CGEN|aLEGI
485	36135 32232	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	1aERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BEXP
486	36135 32262	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	1aERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9FEWX
487	36135 32622	   	155.75	ACR|2VULN|1AART|1DMG|1ZMB	18ERES|2DMG|3ZMB|4RCR|5DUST|6aVULN|7AART|9BELT
