0	Index      	 *	Score 	Summary	Detail	
1	52833 34232	 * 	204.98	ACR|3VULN|3DMG|1AART|1DUR	1MBVNT|279VULN|3RCR|4AART|56aDMG|8DUR
341	52835 12411	 * 	176.77	ACR|3VULN|2AART|1CDMG|1ASPD	1MBVNT|278VULN|3RCR|49AART|5CDMG|6ASPD|aLWND
342	52835 12413	   	176.77	ACR|3VULN|2AART|1CDMG|1ASPD	1MBVNT|278VULN|3RCR|49AART|5CDMG|6ASPD|aRPLT
343	52835 12414	   	176.77	ACR|3VULN|2AART|1CDMG|1ASPD	1MBVNT|278VULN|3RCR|49AART|5CDMG|6ASPD|aBELT
344	52836 43122	   	176.77	ACR|3VULN|2AART|1CDMG|1DUR	1MBVNT|268VULN|3RCR|4aAART|5LIT|7DUR|9CDMG
345	52835 12412	   	176.67	ACR|3VULN|2AART|1CDMG|1ASPD	1MBVNT|278VULN|3RCR|49AART|5CDMG|6ASPD|aAIRHEA
346	52157 34331	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	1MBVNT|279VULN|3FEWX|4RCR|5AART|6aZMB|8DMG
347	52833 44211	   	176.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1MBVNT|28VULN|3RCR|4AART|5DMG|6ERES|7ASPD|9DUR|aCDMG
348	52833 44311	   	176.57	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1MBVNT|2VULN|3RCR|4AART|58DMG|6ERES|7ASPD|9DUR|aCDMG
349	52834 34211	   	176.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1MBVNT|28VULN|3RCR|4AART|5ERES|6DMG|7ASPD|9DUR|aCDMG
350	52834 34311	   	176.57	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1MBVNT|2VULN|3RCR|4AART|5ERES|68DMG|7ASPD|9DUR|aCDMG
351	52814 32413	   	176.34	ACR|2VULN|2DMG|2AART|1SELL	1MBVNT|2aVULN|3RCR|4aLWND|5SELL|6RMIN|79AART|8aDMG|aBPWR
352	52814 42413	   	176.34	ACR|2VULN|2DMG|2AART|1SELL	1MBVNT|2aVULN|3RCR|4LWND|5SELL|6aCGEN|79AART|8aDMG|aBPWR
353	52835 12441	   	176.33	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1MBVNT|278VULN|3RCR|4AART|5CDMG|6ASPD|9LHND|aZMB
354	52836 43121	   	176.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|268VULN|3RCR|4AART|5LIT|7DUR|9CDMG|aZMB
355	53132 13733	   	176.32	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	1MBVNT|2SELL|3aDMG|46LWND|5aVULN|7RCR|8AART|9aZMB|aBPWR
356	55452 22443	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|29aLWND|3aVULN|4RCR|5ERES|6CDMG|7AART|8aDMG|aBPWR
357	52838 32331	   	176.23	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	1MBVNT|29VULN|3RCR|4AART|57DUR|6aZMB|8DMG
358	52835 12313	   	176.23	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1MBVNT|27aVULN|3RCR|4AART|5CDMG|6ASPD|8ZMB|9TLV
359	52838 32211	   	176.20	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	1MBVNT|28VULN|3RCR|4AART|579DUR|6ZMB|aDMG
360	56384 23432	   	176.12	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2AART|3LHND|46DMG|5ZMB|7RCR|89VULN|aLWND
361	56384 23433	   	176.12	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2AART|3LHND|46DMG|5ZMB|7RCR|89VULN|aFEWX
362	56384 23434	   	176.12	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2AART|3LHND|46DMG|5ZMB|7RCR|89VULN|aCGEN
363	52835 32413	 * 	176.05	ACR|3VULN|2AART|2CDMG	1MBVNT|268VULN|3RCR|49AART|5aCDMG|7TLV
364	52833 11721	   	175.80	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|289VULN|3RCR|4AART|5DMG|6LWND|7BELT|aZMB
365	52833 16231	   	175.80	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|289VULN|3RCR|4AART|5DMG|6LWND|7CGEN|aZMB
366	52833 31354	   	175.80	ACR|3DMG|1AART|1VULN|1ZMB	1MBVNT|2VULN|3RCR|4AART|568DMG|7FEWX|9CGEN|aZMB
367	52833 31381	   	175.80	ACR|3DMG|1AART|1VULN|1ZMB	1MBVNT|2VULN|3RCR|4AART|568DMG|79FEWX|aZMB
368	53133 72473	   	175.74	ACR|3DMG|2VULN|1AART|1SELL	1MBVNT|2SELL|38aDMG|4aLWND|5RCR|6aVULN|7AART|9RMIN|aBPWR
369	53132 73513	 * 	175.72	DCR|3VULN|2DMG|1AART|1SELL	1MBVNT|2SELL|38DMG|4LWND|569VULN|7RCR|aAART
370	52833 41231	   	175.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|289VULN|3RCR|4AART|5DMG|6ERES|7LHND|aZMB
371	52833 62131	   	175.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|269VULN|3RCR|4AART|5DMG|7CGEN|8DUST|aZMB
372	52833 62231	   	175.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|269VULN|3RCR|4AART|5DMG|7CGEN|8LEGI|aZMB
373	52833 64331	   	175.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|267VULN|3RCR|4AART|5DMG|8ERES|9FEWX|aZMB
374	52834 31231	   	175.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|289VULN|3RCR|4AART|5ERES|6DMG|7LHND|aZMB
375	52834 61331	   	175.70	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|269VULN|3RCR|4AART|5ERES|7FEWX|8DMG|aZMB
376	52833 47231	   	175.60	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|289VULN|3RCR|4AART|5DMG|6ERES|7LEGI|aZMB
377	52834 37231	   	175.60	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|289VULN|3RCR|4AART|5ERES|6DMG|7LEGI|aZMB
378	52834 63331	   	175.60	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|269VULN|3RCR|4AART|5ERES|7DUST|8DMG|aZMB
379	53133 72423	   	175.54	ACR|3DMG|2VULN|1AART|1SELL	1MBVNT|2SELL|38aDMG|4LWND|5RCR|6aVULN|7AART|9aERES|aBPWR
380	53133 72623	   	175.54	ACR|3VULN|2DMG|1AART|1SELL	1MBVNT|2SELL|3aDMG|4LWND|5RCR|68aVULN|7AART|9aERES|aBPWR
381	33123 22441	 * 	175.46	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	1LHND|258DMG|35DUR|4RCVC|5BPWR|6VULN|7AART|9ASPD|aRCR
382	56426 24211	   	175.37	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1MBVNT|2AART|3TLV|4RCR|5ASPD|6DMG|78VULN|9DUR|aCDMG
383	56426 24311	   	175.37	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1MBVNT|2AART|3TLV|4RCR|5ASPD|68DMG|7VULN|9DUR|aCDMG
384	26363 44218	   	175.36	ACR|3VULN|1AART|2ZMB|2DUR|1ASPD	1aZMB|28aVULN|3MLV|4RCR|5MBVNT|6AART|7ASPD|9aDUR|aBPWR
385	14123 22441	   	175.36	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	1DUST|258DMG|35DUR|4RCVC|5BPWR|6VULN|7AART|9ASPD|aRCR
386	23532 31245	 * 	175.19	DCR|2VULN|1AART|1DMG|2ZMB|2ASPD|1SELL	12ZMB|34ASPD|5SELL|6RCR|7AART|8aVULN|9DMG
387	22532 31245	 * 	175.04	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1SELL	1ZMB|2RCVC|34ASPD|5SELL|6RCR|7AART|8aVULN|9DMG
388	56424 24218	   	175.03	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	1MBVNT|2AART|3aTLV|4RCR|5aZMB|6DMG|78VULN|9aDUR|aBPWR
389	56424 24318	   	175.03	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1MBVNT|2AART|3aTLV|4RCR|5aZMB|68DMG|7VULN|9aDUR|aBPWR
390	52838 22333	   	175.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|29VULN|3RCR|4AART|57DUR|6CGEN|8DMG|aCDMG
391	52673 44441	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RMIN|4RCR|57DUST|67DMG|7BPWR|8CDMG|9AART|aLWND
392	52673 44442	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RMIN|4RCR|57DUST|67DMG|7BPWR|8CDMG|9AART|aCGEN
393	52673 44443	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3RMIN|4RCR|57DUST|67DMG|7BPWR|8CDMG|9AART|aLIT
