0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13526 32423	1	 * 	287.17	DCR|5VULN|2TLV|1DMG|2CDMG	12359VULN|39BPWR|4TBNT|69TLV|7RCR|89CDMG|aDMG
348	13522 52522	1	   	258.44	DCR|4VULN|2DUR|2TLV	1238VULN|38BPWR|4TBNT|58DUR|68TLV|7RCR|9BEXP|aFEWX
349	13522 52523	1	   	258.44	DCR|4VULN|2DUR|2TLV	1238VULN|38BPWR|4TBNT|58DUR|68TLV|7RCR|9BEXP|aCGEN
350	13522 52533	1	   	258.44	DCR|4VULN|2DUR|2TLV	1238VULN|38BPWR|4TBNT|58DUR|68TLV|7RCR|9CGEN|aRCVC
351	11351 13241	3	   	258.37	DCR|3VULN|3DMG|2TLV	178VULN|2BELT|3CGEN|47TLV|567DMG|7BPWR|9RCR|aLWND
352	11351 13242	3	   	258.37	DCR|3VULN|3DMG|2TLV	178VULN|2BELT|3CGEN|47TLV|567DMG|7BPWR|9RCR|aLHND
353	11651 13241	2	   	258.37	DCR|3VULN|3DMG|2TLV	178VULN|2BELT|3CGEN|47TLV|567DMG|7BPWR|9RCR|aLWND
354	11651 13242	2	   	258.37	DCR|3VULN|3DMG|2TLV	178VULN|2BELT|3CGEN|47TLV|567DMG|7BPWR|9RCR|aLHND
355	14132 52214	9	   	258.35	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	148VULN|28DUR|3CDMG|5AART|6LIT|78DUST|8BPWR|9RCR|aASPD
356	14132 52215	10	   	258.35	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	148VULN|28DUR|3CDMG|5AART|6LIT|78DUST|8BPWR|9RCR|aASPD
357	14132 52234	8	   	258.35	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	148VULN|28DUR|3CDMG|5AART|6LIT|78DUST|8BPWR|9RCR|aASPD
358	12612 61533	2	   	258.34	DCR|4VULN|2DUR|2TLV	1678VULN|2DUST|3BBNT|48TLV|58DUR|8BPWR|9CGEN|aRCR
359	12662 11533	3	   	258.34	DCR|4VULN|2DUR|2TLV	1458VULN|2DUST|38TLV|68DUR|7TBNT|8BPWR|9CGEN|aRCR
360	13143 42242	10	   	258.34	DCR|4VULN|3ASPD|1DMG	1367VULN|279ASPD|4LEGI|5BELT|7BPWR|8RCR|aDMG
361	13522 52511	1	   	258.34	DCR|4VULN|2DUR|2TLV	1238VULN|38BPWR|4TBNT|58DUR|68TLV|7RCR|9RMIN|aDUST
362	13522 52521	1	   	258.34	DCR|4VULN|2DUR|2TLV	1238VULN|38BPWR|4TBNT|58DUR|68TLV|7RCR|9BEXP|aERES
363	13522 52531	1	   	258.34	DCR|4VULN|2DUR|2TLV	1238VULN|38BPWR|4TBNT|58DUR|68TLV|7RCR|9CGEN|aDUST
364	13154 32162	4	   	258.27	DCR|3VULN|2DMG|2LIT|1ASPD|1AART	13aVULN|2ASPD|4aLIT|5RPLT|6aDMG|7RCR|8RMIN|9AART|aBPWR
365	11111 16614	9	 * 	258.27	DCR|3VULN|3DMG|2CDMG	149VULN|2BELT|3LEGI|5LWND|69aDMG|7RCR|89CDMG|9BPWR
366	11112 16614	9	   	258.27	DCR|3VULN|3DMG|2CDMG	149VULN|2BELT|3LEGI|5LHND|69aDMG|7RCR|89CDMG|9BPWR
367	11351 13245	3	   	258.27	DCR|3VULN|3DMG|2TLV	178VULN|2BELT|3CGEN|47TLV|567DMG|7BPWR|9RCR|aDUST
368	15135 22623	10	   	258.27	DCR|3VULN|3DMG|2CDMG	147VULN|2LWND|37CDMG|5RCVC|67aDMG|7BPWR|8RCR|9DUST
369	13354 33522	1	 * 	258.22	DCR|4VULN|3CDMG|2LIT|1AART|1SELL	128aVULN|38LHND|4SELL|58aCDMG|6RCR|7AART|8aBPWR|9aLIT
370	15134 33522	4	 * 	258.22	DCR|4VULN|3CDMG|2LIT|1AART|1SELL	148aVULN|28LWND|38aCDMG|5SELL|6RCR|7AART|8aBPWR|9aLIT
371	33124 31137	7	   	258.18	DCR|5VULN|1DUR|2LIT	1BEXP|26LIT|3MBVNT|4568aVULN|6BPWR|7DUR|9RCR
372	33124 34127	7	   	258.18	DCR|5VULN|1DUR|2LIT	1BEXP|26LIT|3MBVNT|4568aVULN|6BPWR|7RCR|9DUR
373	11136 13635	10	   	258.17	DCR|3VULN|3DMG|2TLV	17aVULN|2BELT|3LEGI|4ERES|57TLV|678DMG|7BPWR|9RCR
374	33124 34172	7	   	258.15	DCR|5VULN|3LIT|1ASPD	19BEXP|269LIT|3MBVNT|45689VULN|69BPWR|7RCR|aASPD
375	32325 21136	7	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1BEXP|2ASPD|36DMG|48aVULN|5LIT|7DUR|9RCR
376	13125 25532	4	   	258.05	DCR|5VULN|2ASPD|1AART	13589VULN|28ASPD|4DMSP|6RCR|7AART|8BPWR|aLHND
377	13156 23621	4	   	258.04	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	138VULN|2ASPD|48LIT|5MLV|6TLV|78DUR|8BPWR|9RCR|aRCVC
378	13156 23623	4	   	258.04	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	138VULN|2ASPD|48LIT|5MLV|6TLV|78DUR|8BPWR|9RCR|aFEWX
379	13611 23621	5	   	258.04	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	158VULN|2ASPD|38LIT|4MLV|6TLV|78DUR|8BPWR|9RCR|aRCVC
380	13611 23622	4	   	258.04	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	18aVULN|2ASPD|38LIT|4MLV|5RCVC|6TLV|78DUR|8BPWR|9RCR
381	13611 23623	5	   	258.04	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	158VULN|2ASPD|38LIT|4MLV|6TLV|78DUR|8BPWR|9RCR|aFEWX
382	13636 23622	3	   	258.04	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	18aVULN|2ASPD|38LIT|4RCVC|5MLV|6TLV|78DUR|8BPWR|9RCR
383	22163 42131	10	   	258.01	DCR|5VULN|2DUR	17ZMB|27DUR|34678VULN|5BELT|7BPWR|9ERES|aRCR
384	22163 42251	7	   	258.01	DCR|5VULN|2DUR	17ZMB|27DUR|34679VULN|5BELT|7BPWR|8TBNT|aRCR
385	13151 23621	4	   	257.94	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	138VULN|2ASPD|48LIT|5ERES|6TLV|78DUR|8BPWR|9RCR|aRCVC
386	13155 23621	5	   	257.94	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	138VULN|2ASPD|48LIT|5ERES|6TLV|78DUR|8BPWR|9RCR|aRCVC
387	13611 23624	5	   	257.94	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	158VULN|2ASPD|38LIT|4MLV|6TLV|78DUR|8BPWR|9RCR|aDUST
388	13611 23625	5	   	257.94	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	158VULN|2ASPD|38LIT|4MLV|6TLV|78DUR|8BPWR|9RCR|aBBNT
389	22163 42211	9	   	257.88	DCR|4VULN|2DUR|1ASPD	17ZMB|27DUR|3467VULN|5BELT|7BPWR|8RCR|9ASPD|aLIT
390	13151 23622	4	   	257.84	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	138VULN|2ASPD|48LIT|5ERES|6TLV|78DUR|8BPWR|9RCR|aBBNT
391	13151 23624	4	   	257.84	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	138VULN|2ASPD|48LIT|5ERES|6TLV|78DUR|8BPWR|9RCR|aDUST
392	13151 23625	4	   	257.84	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	138VULN|2ASPD|48LIT|5ERES|6TLV|78DUR|8BPWR|9RCR|aTBNT
393	13155 23622	5	   	257.84	DCR|3VULN|2DUR|1TLV|2LIT|1ASPD	138VULN|2ASPD|48LIT|5ERES|6TLV|78DUR|8BPWR|9RCR|aBBNT
394	13232 46351	2	   	257.71	ACR|4VULN|2DMG|2TLV|1CDMG|1ASPD	1578VULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9CDMG|aZMB
395	13232 46352	2	   	257.71	ACR|4VULN|2DMG|2TLV|1CDMG|1ASPD	1578VULN|2ASPD|3RCR|48DMG|68TLV|8BPWR|9CDMG|aBEXP
396	14162 13122	2	   	257.68	DCR|4VULN|2DUR|1ASPD	145aVULN|26DUR|3ASPD|7LWND|8LIT|9RCR
397	12411 22424	4	   	257.68	DCR|4VULN|2DUR|1ASPD	156aVULN|2DUST|3LIT|46DUR|6BPWR|7FEWX|8ASPD|9RCR
398	13133 55322	3	   	257.68	DCR|4VULN|2DUR|1ASPD	138aVULN|2ASPD|4LHND|57DUR|6LIT|9RCR
399	13133 55322	4	   	257.68	DCR|4VULN|2DUR|1ASPD	138aVULN|2ASPD|4LHND|57DUR|6LIT|9RCR
400	13135 25152	5	   	257.68	DCR|4VULN|2DUR|1ASPD	139aVULN|2ASPD|4LHND|5LIT|6RCR|78DUR
401	13135 35152	6	   	257.68	DCR|4VULN|2DUR|1ASPD	139aVULN|2ASPD|4LHND|5LIT|6RCR|78DUR
402	13135 65322	6	   	257.68	DCR|4VULN|2DUR|1ASPD	138aVULN|2ASPD|4LHND|5LIT|67DUR|9RCR
403	13156 21122	7	   	257.68	DCR|4VULN|2DUR|1ASPD	136aVULN|2ASPD|4LIT|5FEWX|78DUR|9RCR
404	13156 21122	8	   	257.68	DCR|4VULN|2DUR|1ASPD	136aVULN|2ASPD|4LIT|5FEWX|78DUR|9RCR
405	13156 23122	6	   	257.68	DCR|4VULN|2DUR|1ASPD	136aVULN|2ASPD|4LIT|5FEWX|78DUR|9RCR
406	13554 13122	1	   	257.68	DCR|4VULN|2DUR|1ASPD	123aVULN|3BPWR|4ASPD|56DUR|7LWND|8LIT|9RCR
407	13633 25152	5	   	257.68	DCR|4VULN|2DUR|1ASPD	159aVULN|2ASPD|3LIT|4LHND|6RCR|78DUR
408	13633 35152	6	   	257.68	DCR|4VULN|2DUR|1ASPD	159aVULN|2ASPD|3LIT|4LHND|6RCR|78DUR
409	13633 65322	6	   	257.68	DCR|4VULN|2DUR|1ASPD	158aVULN|2ASPD|3LIT|4LHND|67DUR|9RCR
410	15411 23323	4	   	257.68	DCR|4VULN|2DUR|1ASPD	1568VULN|2LWND|3LIT|46DUR|6BPWR|7ERES|9RCR|aASPD
411	15415 23323	3	   	257.68	DCR|4VULN|2DUR|1ASPD	1468VULN|2LWND|3LIT|56DUR|6BPWR|7ERES|9RCR|aASPD
412	16411 23323	4	   	257.68	DCR|4VULN|2DUR|1ASPD	1568VULN|2BEXP|3LIT|46DUR|6BPWR|7ERES|9RCR|aASPD
413	16415 23323	3	   	257.68	DCR|4VULN|2DUR|1ASPD	1468VULN|2BEXP|3LIT|56DUR|6BPWR|7ERES|9RCR|aASPD
414	53113 25152	5	   	257.68	DCR|4VULN|2DUR|1ASPD	1LHND|2ASPD|359aVULN|4LIT|6RCR|78DUR
415	53113 35152	6	   	257.68	DCR|4VULN|2DUR|1ASPD	1LHND|2ASPD|359aVULN|4LIT|6RCR|78DUR
416	53113 65322	6	   	257.68	DCR|4VULN|2DUR|1ASPD	1LHND|2ASPD|358aVULN|4LIT|67DUR|9RCR
417	22511 32224	1	   	257.60	DCR|4VULN|1DMG|1TLV|1CDMG	1ZMB|2489VULN|34CGEN|4BPWR|5TLV|6RCR|7DMG|aCDMG
418	26311 32224	3	   	257.60	DCR|4VULN|1DMG|1TLV|1CDMG	1ZMB|2489VULN|34MLV|4BPWR|5TLV|6RCR|7DMG|aCDMG
419	26511 32224	2	   	257.60	DCR|4VULN|1DMG|1TLV|1CDMG	1ZMB|2489VULN|34CGEN|4BPWR|5TLV|6RCR|7DMG|aCDMG
420	13123 55322	3	   	257.58	DCR|4VULN|2DUR|1ASPD	138aVULN|2ASPD|4LEGI|57DUR|6LIT|9RCR
421	13143 55322	4	   	257.58	DCR|4VULN|2DUR|1ASPD	138aVULN|2ASPD|4LEGI|57DUR|6LIT|9RCR
422	14163 26122	2	   	257.58	DCR|4VULN|2DUR|1ASPD	147aVULN|25DUR|3ASPD|6LEGI|8LIT|9RCR
423	13532 32414	1	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1234VULN|3BPWR|5CGEN|6CDMG|7MLV|8DMG|9DUR|aRCR
424	13532 33414	1	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1234VULN|3BPWR|5CGEN|6CDMG|7ZMB|8DMG|9DUR|aRCR
425	15132 22663	7	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	148aVULN|2LWND|3CDMG|5DUR|6DMG|7MLV|9RCR
426	26131 23164	9	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1ZMB|2379VULN|4CGEN|5CDMG|6DMG|8DUR|aRCR
427	26131 23362	7	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1ZMB|237aVULN|4CGEN|5CDMG|6DMG|8RCR|9TLV
428	26131 24362	6	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1ZMB|237aVULN|4CGEN|5CDMG|6DMG|8RCR|9TLV
429	26131 32224	4	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1ZMB|2389VULN|4CGEN|5TLV|6RCR|7DMG|aCDMG
430	26252 32224	4	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1ZMB|2589VULN|3RMIN|4TLV|6RCR|7DMG|aCDMG
431	26352 32224	4	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1ZMB|2589VULN|3MLV|4TLV|6RCR|7DMG|aCDMG
432	15133 43163	4	   	257.42	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	14aVULN|2LWND|36CDMG|5TLV|7DMG|8DUR|9RCR
433	16133 43163	4	   	257.42	DCR|3VULN|2CDMG|1DMG|1DUR|1TLV	14aVULN|2BEXP|36CDMG|5TLV|7DMG|8DUR|9RCR
434	14113 43324	5	   	257.42	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	158VULN|2DUR|36CDMG|4MLV|7DMG|9TLV|aRCR
435	53365 23323	3	 * 	257.41	DCR|2VULN|2DMG|3ASPD|2DUR	19LHND|256ASPD|35DMG|4BBNT|59BPWR|79VULN|89DUR|aRCR
436	13241 32224	1	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1289VULN|3ERES|4ZMB|5TLV|6RCR|7DMG|aCDMG
437	26121 23164	9	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1ZMB|2379VULN|4ERES|5CDMG|6DMG|8DUR|aRCR
438	26121 32224	4	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1ZMB|2389VULN|4ERES|5TLV|6RCR|7DMG|aCDMG
439	26123 21164	9	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1ZMB|2369VULN|4ERES|5DMG|7CDMG|8DUR|aRCR
440	42133 31424	7	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1LWND|2DUST|3CDMG|4789VULN|5DMG|6RCR|aTLV
441	42133 31424	6	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1LWND|2DUST|3CDMG|4789VULN|5DMG|6RCR|aTLV
442	14411 13334	9	   	257.33	DCR|3VULN|3DUR|1DMG	15aVULN|248DUR|3LIT|6LHND|7DMG|9RCR
443	14412 31611	10	   	257.33	DCR|3VULN|3DUR|1DMG	18aVULN|249DUR|3LIT|5DMG|6RCR|7MLV
444	12133 43163	4	   	257.32	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	14aVULN|2DUST|36CDMG|5TLV|7DMG|8DUR|9RCR
445	13152 33163	7	   	257.32	DCR|4VULN|2ASPD|1DMG	1389VULN|29ASPD|4LIT|5DMG|69FEWX|7RCR|9BPWR|aDMSP
446	13152 33166	7	   	257.32	DCR|4VULN|2ASPD|1DMG	1389VULN|29ASPD|4LIT|5DMG|69FEWX|7RCR|9BPWR|aMLV
447	13354 32232	1	   	257.26	DCR|4VULN|1DMG|1TLV|1CDMG|1SELL	128aVULN|3LHND|4SELL|5CDMG|6RCR|7DMG|9TLV
448	13152 33165	7	   	257.22	DCR|4VULN|2ASPD|1DMG	1389VULN|29ASPD|4LIT|5DMG|69FEWX|7RCR|9BPWR|aLEGI
449	11422 33311	2	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	168VULN|2BELT|3aDUR|48CGEN|58ASPD|7RCR|8BPWR|9DMG
450	11422 35211	2	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	167VULN|2BELT|3aDUR|47CGEN|57ASPD|7BPWR|8RCR|9DMG
