0	Index      	 *	Score 	Summary	Detail	
1	13255 31214	 * 	186.00	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|56aVULN|7DMG|8DUR|9AART
319	62423 61111	   	164.72	DCR|2VULN|2DMG|1AART	1FEWX|23DMG|4LHND|57VULN|6RCR|8RCVC|9LWND|aAART
320	62423 61121	   	164.72	DCR|2VULN|2DMG|1AART	1FEWX|23DMG|4LHND|57VULN|6RCR|8RCVC|9BEXP|aAART
321	13226 32653	 * 	164.69	ACR|1AART|1VULN|2ZMB|1CDMG|1FLTHEA|1DUR	1RCVC|2RCR|37ZMB|4LHND|5FLTHEA|6DUR|8AART|9CDMG|aVULN
322	13223 56153	   	164.68	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5aVULN|6DUR|7CDMG|8AART|9DUST
323	13242 35613	   	164.68	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4aVULN|5DUR|6CGEN|7CDMG|8AART|9SNIHEL
324	13243 23621	   	164.68	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4aVULN|5TLV|6CDMG|7CGEN|8AART|9DUR
325	13524 21633	 * 	164.65	ACR|3DMG|1AART|3DUR|1SELL	1RCVC|2RCR|369DUR|47aDMG|5SELL|8AART
326	52423 61111	   	164.62	DCR|2VULN|2DMG|1AART	1DUST|23DMG|4LHND|57VULN|6RCR|8RCVC|9LWND|aAART
327	52423 61121	   	164.62	DCR|2VULN|2DMG|1AART	1DUST|23DMG|4LHND|57VULN|6RCR|8RCVC|9FEWX|aAART
328	13162 31621	 * 	164.60	ACR|2VULN|2AART|2CDMG	1RCVC|2RCR|3FEWX|47CDMG|5CGEN|6aVULN|89AART
329	13345 36123	   	164.60	ACR|2VULN|2AART|1DMG	1RCVC|2RCR|3ERES|46VULN|5RPLT|7BEXP|89AART|aDMG
330	13343 25621	   	164.58	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ERES|4aVULN|5TLV|6CDMG|7ZMB|8AART|9DUR
331	13643 24321	   	164.58	ACR|2VULN|2DMG|1ZMB|1ASPD	1RCVC|2RCR|3BELT|47BEXP|57VULN|67DMG|7BPWR|8ZMB|9ASPD|aLHND
332	13653 24321	   	164.58	ACR|2VULN|2DMG|1ZMB|1ASPD	1RCVC|2RCR|3BELT|47FEWX|57VULN|67DMG|7BPWR|8ZMB|9ASPD|aLHND
333	13343 36262	   	164.55	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|36ERES|48VULN|5TLV|7AART|9DMG|aZMB
334	62121 32653	   	164.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1FEWX|24DMG|3RMIN|5CANHEL|6ASPD|7RCR|8AART|9CDMG|aVULN
335	25215 25221	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	13DUR|2CDMG|47VULN|5AART|6DMG|8LIT|9RMIN|aRCR
336	13163 31621	   	164.50	ACR|2VULN|2AART|2CDMG	1RCVC|2RCR|3FEWX|47CDMG|5TLV|6aVULN|89AART
337	13245 23531	   	164.49	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1RCVC|2RCR|39ZMB|49VULN|5RPLT|6DUR|7DMG|89MLV|9BPWR|aCDMG
338	13643 24323	   	164.48	ACR|2VULN|2DMG|1ZMB|1ASPD	1RCVC|2RCR|3BELT|47BEXP|57VULN|67DMG|7BPWR|8ZMB|9ASPD|aERES
339	13653 24323	   	164.48	ACR|2VULN|2DMG|1ZMB|1ASPD	1RCVC|2RCR|3BELT|47FEWX|57VULN|67DMG|7BPWR|8ZMB|9ASPD|aERES
340	13216 26445	 * 	164.47	ACR|2VULN|3ZMB|2ASPD|1CDMG	1RCVC|2RCR|39aZMB|49ASPD|5FEWX|6CDMG|7MBVNT|89VULN|9BPWR
341	13124 33622	   	164.45	ACR|2VULN|2AART|1DMG|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|67VULN|89AART|aLWND
342	13124 33623	   	164.45	ACR|2VULN|2AART|1DMG|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|67VULN|89AART|aRPLT
343	13124 33624	   	164.45	ACR|2VULN|2AART|1DMG|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|67VULN|89AART|aCGEN
344	13124 33625	   	164.45	ACR|2VULN|2AART|1DMG|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|67VULN|89AART|aLHND
345	52121 32653	   	164.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DUST|24DMG|3RMIN|5CANHEL|6ASPD|7RCR|8AART|9CDMG|aVULN
346	13246 26212	   	164.40	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|35ZMB|458VULN|5BPWR|6MLV|7AART|9LIT|aFEWX
347	13246 26221	   	164.40	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|35ZMB|458VULN|5BPWR|6aMLV|7AART|9RPLT
348	13246 26222	   	164.40	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|35ZMB|458VULN|5BPWR|6MLV|7AART|9RPLT|aBELT
349	13246 26223	   	164.40	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|35ZMB|458VULN|5BPWR|6MLV|7AART|9RPLT|aBEXP
350	13246 26232	   	164.40	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|35ZMB|458VULN|5BPWR|6MLV|7AART|9LWND|aRMIN
351	13246 26233	   	164.40	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|35ZMB|458VULN|5BPWR|6MLV|7AART|9LWND|aLHND
352	13246 21311	   	164.39	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|8DUR|9DMG|aCDMG
353	13246 61311	   	164.39	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6CGEN|7RPLT|8DUR|9DMG|aCDMG
354	42236 52232	   	164.39	ACR|3DMG|2VULN|1ZMB	135LWND|279DMG|4RCR|69VULN|8RMIN|9BPWR|aZMB
355	13242 36215	   	164.38	ACR|2VULN|2DMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|48VULN|5DUR|6CGEN|7RPLT|9aDMG
356	13245 33315	   	164.38	ACR|2VULN|2DMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7CGEN|8DUR|9aDMG
357	13263 23214	   	164.37	ACR|2VULN|3ZMB|1DMG|1DUR	1RCVC|2RCR|36aZMB|4LIT|5aVULN|7DMG|8DUR|9aLHND|aBPWR
358	13165 23363	   	164.36	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1RCVC|2RCR|3FEWX|49CDMG|5AART|6DMG|7RPLT|8ASPD|aVULN
359	13123 42261	   	164.36	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7CDMG|8DUR|9VULN|aAART
360	13245 23231	   	164.29	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1RCVC|2RCR|39ZMB|49VULN|5RPLT|6DUR|7DMG|89ERES|9BPWR|aCDMG
361	13165 42211	   	164.29	ACR|3VULN|1AART|1CDMG	1RCVC|2RCR|36FEWX|4CDMG|5AART|78aVULN|9CGEN
362	13165 52211	   	164.29	ACR|3VULN|1AART|1CDMG	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMSP|78aVULN|9CGEN
363	13223 62622	   	164.25	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4aLHND|57VULN|6RMIN|8AART|9DMG
364	13245 33623	   	164.25	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7CGEN|8AART|9RMIN|aDMG
365	13214 13114	   	164.18	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|56BEXP|7aVULN|8CDMG|9AART
366	13216 63114	   	164.18	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|56FEWX|7aVULN|8CDMG|9AART
367	13241 36312	   	164.18	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4aVULN|5FEWX|6DUR|7CDMG|8LWND|9AART
368	13242 26312	   	164.18	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4aVULN|5DUR|6FEWX|7CDMG|8LWND|9AART
369	13241 62113	   	164.18	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5FEWX|6RMIN|8CDMG|9AART|aDUR
370	13263 23254	   	164.17	ACR|2VULN|3ZMB|1DMG|1DUR	1RCVC|2RCR|36aZMB|4LIT|5aVULN|7DMG|8DUR|9aDUST|aBPWR
371	13223 62625	   	164.15	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|57VULN|6RMIN|8AART|9DMG|aDUST
372	13246 63231	   	164.13	ACR|3VULN|1AART|2ZMB|1SELL	1aRCVC|2RCR|35ZMB|457VULN|5BPWR|6CGEN|8SELL|9AART
373	13244 12113	   	164.08	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5NUKE|6BEXP|8CDMG|9AART|aDUR
374	13223 56613	   	164.08	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5aVULN|6DUR|7CDMG|8DUST|9AART
375	22245 13252	 * 	164.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3LWND|4ZMB|59AART|6LIT|7VULN|8CDMG|aRCR
376	13255 31225	   	164.03	ACR|2VULN|2DMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|56VULN|7aDMG|8DUR|9ERES
377	13246 22431	   	164.02	ACR|2VULN|1AART|2ZMB|1CDMG|3RCVC	18aRCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7CDMG|9AART
378	13244 26413	   	163.98	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|48VULN|5NUKE|6CDMG|7MBVNT|9AART|aDUR
379	13223 62652	   	163.90	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|39ZMB|49LHND|579VULN|6aRMIN|8AART|9BPWR
380	13223 62653	   	163.90	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|39ZMB|49LHND|579VULN|6RMIN|8AART|9BPWR|aMLV
381	45221 23633	   	163.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2CDMG|3RMIN|46VULN|5ZMB|7DMG|8AART|9RCR|aLIT
382	13246 21631	   	163.80	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|35ZMB|459VULN|5BPWR|6aMLV|7RPLT|8AART
383	13246 21632	   	163.80	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|35ZMB|459VULN|5BPWR|6MLV|7RPLT|8AART|aBELT
384	13246 21633	   	163.80	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|35ZMB|459VULN|5BPWR|6MLV|7RPLT|8AART|aBEXP
385	45221 23631	   	163.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2CDMG|3RMIN|46VULN|5ZMB|7DMG|8AART|9RCR|aERES
386	45221 23632	   	163.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2CDMG|3RMIN|46VULN|5ZMB|7DMG|8AART|9RCR|aTLV
387	13521 36632	   	163.78	ACR|2DMG|2AART|1ZMB|1DUR	1RCVC|2RCR|3DUR|49DMG|57FEWX|68AART|aZMB
388	42433 22153	   	163.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|23DMG|4RCR|5VULN|6FEWX|7LEGI|8DUR|9CDMG|aAART
389	13213 42154	   	163.67	ACR|2VULN|1AART|2ZMB|2ASPD|2RCVC	15RCVC|2RCR|3aZMB|48ASPD|6aERES|7aVULN|9AART|aBPWR
390	13313 22154	   	163.67	ACR|2VULN|1AART|2ZMB|2ASPD|2RCVC	15RCVC|2RCR|3aERES|48ASPD|6aZMB|7aVULN|9AART|aBPWR
391	13643 24132	   	163.66	ACR|3DMG|2VULN	1aRCVC|2RCR|3BELT|479BEXP|57VULN|679DMG|79BPWR|89LWND
392	13653 24132	   	163.66	ACR|3DMG|2VULN	1aRCVC|2RCR|3BELT|479FEWX|57VULN|679DMG|79BPWR|89LWND
393	13225 33512	   	163.65	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5RPLT|6VULN|7aDMG|8MLV|9AART
394	13245 31261	   	163.58	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7CDMG|8LWND|9ASPD|aAART
395	13223 35154	   	163.55	ACR|2VULN|1AART|2CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5aVULN|6CGEN|78CDMG|9AART
396	13225 33212	   	163.55	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5RPLT|6VULN|7aDMG|8ERES|9AART
397	42433 62111	   	163.51	ACR|2VULN|2DMG|1CDMG|2DUR	1LWND|23DMG|4RCR|57VULN|6RMIN|8CDMG|9aDUR
398	13243 12111	   	163.48	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5TLV|6BEXP|8CDMG|9DUR|aAART
399	25253 22361	   	163.47	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13DUR|2CDMG|4AART|58ASPD|6DMG|7VULN|9RCR|aMLV
400	13243 21154	   	163.45	ACR|2VULN|1AART|2CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aVULN|5TLV|68CDMG|7LWND|9AART
401	13243 22154	   	163.45	ACR|2VULN|1AART|2CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aVULN|5TLV|67CDMG|8LWND|9AART
402	13243 22641	   	163.45	ACR|2VULN|1AART|2CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aVULN|5TLV|67CDMG|8MLV|9AART
403	13244 26341	   	163.38	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49VULN|5NUKE|6CDMG|7MBVNT|8DUR|aAART
404	25253 22362	   	163.37	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13DUR|2CDMG|4AART|58ASPD|6DMG|7VULN|9RCR|aDUST
405	13565 22311	   	163.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|37DUR|4CDMG|5AART|6DMG|8MLV|9CGEN|aVULN
406	13165 22621	   	163.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|78DUR|9DMSP|aVULN
407	42236 52332	   	163.34	ACR|2VULN|2DMG|1AART	135LWND|27DMG|4RCR|69VULN|8AART|aRCVC
408	62245 13212	   	163.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3LWND|4ZMB|5AART|6LIT|79VULN|8CDMG|aRCR
409	13263 23266	   	163.19	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1RCVC|2RCR|36ZMB|4LIT|5VULN|7DMG|8DUR|9ASPD|aAART
410	52245 13212	   	163.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2DMG|3LWND|4ZMB|5AART|6LIT|79VULN|8CDMG|aRCR
411	42133 61631	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2DMG|3RMIN|4ASPD|57VULN|6RCR|8ZMB|9CGEN|aAART
412	13521 36235	   	163.16	ACR|2DMG|1AART|1VULN|1DUR	18RCVC|2RCR|3DUR|49DMG|57FEWX|6AART|aVULN
413	13212 61232	 * 	163.09	ACR|2AART|1DMG|2ZMB|1CDMG|1ASPD	1RCVC|2RCR|36ZMB|4ASPD|5LIT|79AART|8CDMG|aDMG
414	13265 61232	   	163.09	ACR|2AART|1DMG|2ZMB|1CDMG|1ASPD	1RCVC|2RCR|36ZMB|4LIT|5ASPD|79AART|8CDMG|aDMG
415	13625 32222	   	163.09	ACR|3VULN|1AART|1CDMG	1RCVC|2RCR|3BELT|4LIT|5LHND|68aVULN|7AART|9CDMG
416	13164 31741	   	163.09	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|6VULN|7MBVNT|8AART|9DMG|aDUR
417	52431 61111	 * 	163.06	DCR|3DMG|2VULN|1AART|1ASPD|1MSE	19DUST|239DMG|4MSE|5FEWX|6RCR|79VULN|8AART|9BPWR|aASPD
418	52431 61112	 * 	163.06	DCR|3DMG|2VULN|1AART|1DUR|1MSE	19DUST|239DMG|4MSE|5FEWX|6RCR|79VULN|8AART|9BPWR|aDUR
419	13223 36213	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|58VULN|6CGEN|7RPLT|9DMG|aAART
420	13225 33543	   	163.05	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5RPLT|6VULN|79DMG|8MLV|aAART
421	13245 33213	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7CGEN|8LWND|9DMG|aAART
422	13245 34213	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7MLV|8LWND|9DMG|aAART
423	13245 36121	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7BEXP|8DMSP|9DMG|aAART
424	13245 36221	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|78BEXP|9DMG|aAART
425	22223 52431	 * 	163.02	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|3LWND|4MLV|567VULN|8RCR|9CGEN|aAART
426	15112 42423	   	163.01	ACR|3VULN|2CDMG|2DUR|1ZMB|2RCVC	16RCVC|27aVULN|3aDUR|4LWND|5RCR|8ZMB|9aCDMG|aBPWR
427	13621 62222	   	162.99	ACR|3VULN|1AART|1CDMG	1RCVC|2RCR|3BELT|4LIT|5MBVNT|68aVULN|7AART|9CDMG
428	42236 12621	 * 	162.98	ACR|3DMG|1VULN|2ZMB|2DUR	135LWND|279DMG|4RCR|69DUR|89ZMB|9BPWR|aVULN
429	13225 35361	 * 	162.97	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|39ZMB|4LHND|5RPLT|6VULN|7CDMG|8DMG|aAART
430	13246 22432	   	162.97	ACR|2VULN|1AART|2ZMB|1CDMG	18RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7CDMG|9AART|aRMIN
431	13225 33243	   	162.95	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5RPLT|6VULN|79DMG|8ERES|aAART
432	13225 34213	   	162.95	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5RPLT|68VULN|7ERES|9DMG|aAART
433	13245 42213	   	162.95	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|48VULN|5RPLT|6ERES|7LHND|9DMG|aAART
434	13246 63232	   	162.95	ACR|3VULN|1AART|2ZMB|1SELL	1RCVC|2RCR|35ZMB|457VULN|5BPWR|6CGEN|8SELL|9AART|aRMIN
435	23413 52431	   	162.92	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|3DMG|4LWND|567VULN|8RCR|9CGEN|aAART
436	13666 23321	   	162.92	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	18RCVC|2RCR|3BELT|4DUR|5ZMB|6DMG|7AART|9ASPD|aVULN
437	13123 26634	 * 	162.86	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2RCR|3FEWX|4DMG|59ASPD|6CDMG|7BEXP|8AART|aVULN
438	62423 61311	   	162.81	DCR|2VULN|2DMG|1AART	1FEWX|23DMG|4LHND|57VULN|6RCR|89LWND|aAART
439	62423 61331	   	162.81	DCR|2VULN|2DMG|1AART	1FEWX|23DMG|49LHND|57VULN|6RCR|8LWND|aAART
440	13243 25433	   	162.77	ACR|2VULN|1AART|2ZMB|1CDMG	18RCVC|2RCR|37ZMB|4aVULN|5TLV|6CDMG|9AART
441	13123 22735	   	162.76	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2RCR|3FEWX|4DMG|59ASPD|6CDMG|7MBVNT|8AART|aVULN
442	13123 23634	   	162.76	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2RCR|3FEWX|4DMG|59ASPD|6CDMG|7DUST|8AART|aVULN
443	42433 21141	   	162.74	ACR|2VULN|2DMG|1AART	1LWND|23DMG|4RCR|57VULN|6FEWX|8RCVC|9LHND|aAART
444	42433 21151	   	162.74	ACR|2VULN|2DMG|1AART	1LWND|23DMG|4RCR|57VULN|6FEWX|8RCVC|9BEXP|aAART
445	41336 22331	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	12LWND|2BPWR|3AART|4ERES|5CDMG|6DMG|7aVULN|8ASPD|9RCR
446	41336 22333	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	12LWND|2BPWR|3AART|4ERES|5CDMG|6aDMG|7VULN|8ASPD|9RCR
447	52423 61311	   	162.71	DCR|2VULN|2DMG|1AART	1DUST|23DMG|4LHND|57VULN|6RCR|89LWND|aAART
448	52423 61331	   	162.71	DCR|2VULN|2DMG|1AART	1DUST|23DMG|49LHND|57VULN|6RCR|8LWND|aAART
449	15223 12413	   	162.68	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2VULN|3BELT|45DMG|6RCR|7TLV|8CDMG|9LSRHEA|aAART
450	42423 61211	   	162.61	DCR|2VULN|2DMG|1AART	19LWND|23DMG|4LEGI|57VULN|6RCR|8DUST|aAART
451	52423 61211	   	162.61	DCR|2VULN|2DMG|1AART	18DUST|23DMG|4LHND|57VULN|6RCR|9LWND|aAART
452	52423 61221	   	162.61	DCR|2VULN|2DMG|1AART	18DUST|23DMG|4LHND|57VULN|6RCR|9FEWX|aAART
453	13123 62214	   	162.59	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2RCR|36FEWX|4DMG|5ASPD|7CDMG|8DUR|9AART|aVULN
454	13123 63113	   	162.59	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2RCR|36FEWX|4DMG|5ASPD|7VULN|8CDMG|9AART|aDUR
455	13533 62122	   	162.58	ACR|2VULN|2AART|1ZMB|1DUR	1RCVC|2RCR|3DUR|4FEWX|59VULN|6BEXP|7ZMB|8aAART
456	22413 22623	   	162.50	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1DUR|23DMG|4ASPD|5RCVC|6ZMB|7aVULN|8RCR|9FEWX
457	22413 22653	   	162.50	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1DUR|23DMG|4ASPD|5RCVC|6ZMB|7aVULN|8RCR|9BEXP
458	62413 22633	   	162.50	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1FEWX|23DMG|4ASPD|5RCVC|6ZMB|7aVULN|8RCR|9DUR
459	13241 34122	   	162.48	ACR|2VULN|2AART|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49VULN|5FEWX|6DUR|7DUST|8aAART
460	13242 24122	   	162.48	ACR|2VULN|2AART|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49VULN|5DUR|6FEWX|7DUST|8aAART
461	13553 52122	   	162.48	ACR|2VULN|2AART|1ZMB|1DUR	1RCVC|2RCR|3DUR|4DUST|59VULN|6FEWX|7ZMB|8aAART
462	13535 32511	   	162.47	ACR|3DMG|1AART|2DUR	1RCVC|2RCR|3aDUR|4FEWX|58aDMG|6AART|7RPLT|9aBEXP|aBPWR
463	13214 52336	   	162.44	ACR|3DMG|1VULN|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5BEXP|6LHND|7VULN|89aDMG
464	13246 26312	   	162.39	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7AART|8CDMG|9CGEN|aLWND
465	13246 26313	   	162.39	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7AART|8CDMG|9CGEN|aRPLT
466	13246 26321	   	162.39	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6aMLV|7AART|8CDMG|9LHND
467	13246 26322	   	162.39	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7AART|8CDMG|9LHND|aFEWX
468	13162 32634	   	162.39	ACR|3VULN|1AART|1CDMG	1RCVC|2RCR|3FEWX|4CDMG|5CGEN|69aVULN|7ERES|8AART
469	13163 32634	   	162.39	ACR|3VULN|1AART|1CDMG	1RCVC|2RCR|3FEWX|4CDMG|5TLV|69aVULN|7CGEN|8AART
470	15313 16333	   	162.38	DCR|2AART|2VULN|1DMG	1RCVC|2aVULN|38AART|4RMIN|5BASICY|6CGEN|7RCR|9DMG
471	42363 33241	   	162.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|26DMG|3RPLT|4AART|5RCVC|7ZMB|8VULN|9RCR|aDUR
472	13246 22631	   	162.37	ACR|2VULN|1AART|2ZMB|1CDMG	1aRCVC|2RCR|35ZMB|45VULN|5BPWR|68MLV|7CDMG|9AART
473	13242 35121	   	162.34	ACR|3VULN|2CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49aVULN|5DUR|6CGEN|78CDMG
474	13253 23621	   	162.33	ACR|2VULN|2AART|1ZMB|1ASPD|1SELL	1RCVC|2RCR|3ZMB|4SELL|5ASPD|6MLV|7aVULN|89AART
475	13246 26323	   	162.29	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7AART|8CDMG|9LHND|aDUST
476	13246 26331	   	162.29	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6aMLV|7AART|8CDMG|9LEGI
477	13246 26332	   	162.29	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7AART|8CDMG|9LEGI|aFEWX
478	13343 21534	   	162.29	ACR|3VULN|1AART|1CDMG	1RCVC|2RCR|3ERES|49aVULN|5TLV|6CDMG|7LWND|8AART
479	13643 24122	   	162.29	ACR|3VULN|2DMG	1RCVC|2RCR|3BELT|47BEXP|57aVULN|67DMG|7BPWR|8LWND|9LHND
480	13653 24122	   	162.29	ACR|3VULN|2DMG	1RCVC|2RCR|3BELT|47FEWX|57aVULN|67DMG|7BPWR|8LWND|9LHND
481	13123 26314	   	162.26	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2RCR|3FEWX|4DMG|58ASPD|6CDMG|7BEXP|9AART|aVULN
