0	Index      	 *	Score 	Summary	Detail	
1	32231 63662	 * 	197.43	ACR|4VULN|2DMG|1AART|1DUR	1DUR|2TLV|3567VULN|4RCR|89DMG|aAART
345	31236 26521	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ERES|36VULN|4RCR|5AART|7DMG|8CDMG|9LHND|aASPD
346	31236 26531	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ERES|36VULN|4RCR|5AART|7DMG|8CDMG|9BEXP|aASPD
347	32236 16511	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|26TLV|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9FEWX|aASPD
348	32236 16521	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|26TLV|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9LHND|aASPD
349	32236 16531	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|26TLV|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9BEXP|aASPD
350	32236 26511	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2TLV|36VULN|4RCR|5AART|7DMG|8CDMG|9FEWX|aASPD
351	32236 26521	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2TLV|36VULN|4RCR|5AART|7DMG|8CDMG|9LHND|aASPD
352	32236 26531	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2TLV|36VULN|4RCR|5AART|7DMG|8CDMG|9BEXP|aASPD
353	61613 36112	   	173.64	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	19DMG|2MBVNT|39ZMB|4ASPD|58DUR|6RCR|79VULN|9BPWR|aDUST
354	61224 31713	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19DMG|2MBVNT|3SELL|49ASPD|5CDMG|6RCR|7DUR|89VULN|9BPWR|aRMIN
355	61224 31715	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19DMG|2MBVNT|3SELL|49ASPD|5CDMG|6RCR|7DUR|89VULN|9BPWR|aLHND
356	61224 31716	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19DMG|2MBVNT|3SELL|49ASPD|5CDMG|6RCR|7DUR|89VULN|9BPWR|aCGEN
357	61224 31718	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19DMG|2MBVNT|3SELL|49ASPD|5CDMG|6RCR|7DUR|89VULN|9BPWR|aLIT
358	11154 31613	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	1aASPD|2MBVNT|3aDMG|4SELL|5CDMG|6RCR|7DUR|8RMIN|9aVULN|aBPWR
359	11154 31713	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19ASPD|2MBVNT|39DMG|4SELL|5CDMG|6RCR|7DUR|89VULN|9BPWR|aRMIN
360	11154 31715	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19ASPD|2MBVNT|39DMG|4SELL|5CDMG|6RCR|7DUR|89VULN|9BPWR|aLHND
361	11154 31716	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19ASPD|2MBVNT|39DMG|4SELL|5CDMG|6RCR|7DUR|89VULN|9BPWR|aCGEN
362	11154 31718	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19ASPD|2MBVNT|39DMG|4SELL|5CDMG|6RCR|7DUR|89VULN|9BPWR|aLIT
363	61224 37711	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19DMG|2MBVNT|3SELL|49ASPD|5CDMG|6RCR|7LHND|89VULN|9BPWR|aDUR
364	11154 37711	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19ASPD|2MBVNT|39DMG|4SELL|5CDMG|6RCR|7LHND|89VULN|9BPWR|aDUR
365	61224 31613	   	173.60	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	1aDMG|2MBVNT|3SELL|4aASPD|5CDMG|6RCR|7DUR|8RMIN|9aVULN|aBPWR
366	33535 33141	 * 	173.60	4VULN|3DMG|2AART|2DUR	17DUR|28AART|3RMIN|479DMG|567aVULN|7BPWR
367	32233 63442	   	173.58	ACR|4VULN|1AART|1ZMB|1DUR	1DUR|2TLV|3678VULN|4RCR|5RCVC|9ZMB|aAART
368	63146 31221	   	173.57	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	13DMG|2BEXP|49VULN|5SELL|6RCR|7ZMB|8LIT|aAART
369	61156 41214	   	173.57	DCR|3VULN|2DMG|1AART	13DMG|2MBVNT|467VULN|5LIT|8RCR|9BELT|aAART
370	12223 56243	   	173.55	DCR|3VULN|2DMG|2ASPD|1DUR	1aASPD|28FEWX|39aVULN|4BEXP|5DUR|6aDMG|7RCR|aBPWR
371	13223 56243	   	173.55	DCR|3VULN|2DMG|2ASPD|1DUR	1aASPD|2BEXP|39aVULN|48FEWX|5DUR|6aDMG|7RCR|aBPWR
372	51335 33413	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2ERES|3LHND|4RCR|5CDMG|6MBVNT|8AART|9DMG
373	51535 33413	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2ERES|3LWND|4RCR|5CDMG|6MBVNT|8AART|9DMG
374	52335 33713	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2TLV|3LHND|4RCR|5CDMG|6MBVNT|8AART|9DMG
375	11246 33761	 * 	173.53	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1aASPD|2MBVNT|37VULN|4LWND|5CDMG|6RCR|8AART|9DMG
376	61224 31712	   	173.50	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19DMG|2MBVNT|3SELL|49ASPD|5CDMG|6RCR|7DUR|89VULN|9BPWR|aDUST
377	61224 31717	   	173.50	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19DMG|2MBVNT|3SELL|49ASPD|5CDMG|6RCR|7DUR|89VULN|9BPWR|aERES
378	11154 31712	   	173.50	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19ASPD|2MBVNT|39DMG|4SELL|5CDMG|6RCR|7DUR|89VULN|9BPWR|aDUST
379	11154 31717	   	173.50	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR|1SELL	19ASPD|2MBVNT|39DMG|4SELL|5CDMG|6RCR|7DUR|89VULN|9BPWR|aERES
380	22231 56121	   	173.50	ACR|4VULN|1AART|1DMG	1CGEN|2FEWX|357aVULN|4RCR|6DMG|8DUST|9AART
381	31233 56236	   	173.48	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ERES|38VULN|4RCR|5RCVC|6DMG|7CDMG|9ASPD|aAART
382	51126 31263	   	173.47	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	18VULN|2ERES|39DMG|4CGEN|5SELL|6RCR|7ZMB|aAART
383	52126 31263	   	173.47	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	18VULN|2TLV|39DMG|4CGEN|5SELL|6RCR|7ZMB|aAART
384	61427 52212	   	173.47	DCR|3VULN|2DMG|1AART	17DMG|2MBVNT|367VULN|47FEWX|5AART|7BPWR|8DUST|9RCVC|aRCR
385	11252 43356	   	173.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2MBVNT|367VULN|4AART|5LIT|8RCR|9DUR|aDMG
386	12213 56243	   	173.45	DCR|3VULN|2DMG|2ASPD|1DUR	1aASPD|28FEWX|39aVULN|4DUST|5DUR|6aDMG|7RCR|aBPWR
387	12213 56413	   	173.35	DCR|3VULN|2DMG|2ASPD|1DUR	1aASPD|2FEWX|38aVULN|49DUST|5DUR|6aDMG|7RCR|aBPWR
388	31231 61626	   	173.24	ACR|3VULN|1AART|1DMG|2DUR	19DUR|2ERES|356VULN|4RCR|7RCVC|8DMG|aAART
389	32231 61622	   	173.24	ACR|3VULN|1AART|1DMG|2DUR	19DUR|2TLV|356VULN|4RCR|7RCVC|8DMG|aAART
390	11246 33762	   	173.23	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2MBVNT|37VULN|4LWND|5aCDMG|6RCR|8AART|9DMG
391	33344 12631	   	173.21	DCR|3VULN|1AART|1DMG|2DUR	17DUR|2AART|3LSRHEA|467BEXP|57aVULN|7BPWR|8RCR|9DMG
392	61224 35384	   	173.18	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD|1SELL	19DMG|2MBVNT|3SELL|4ASPD|59CDMG|6RCR|79LIT|8AART|9BPWR|aVULN
393	55241 11212	   	173.18	DCR|4VULN|1AART|1DMG	1349VULN|2CGEN|5AART|6aLWND|7DMG|8RCR
394	55241 11213	   	173.18	DCR|4VULN|1AART|1DMG	1349VULN|2CGEN|5AART|6LWND|7DMG|8RCR|aLHND
395	33326 32552	   	173.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15DUR|2AART|3LSRHEA|4LIT|6RCR|7aVULN|8DMG|9ZMB
396	51241 11212	   	173.08	DCR|4VULN|1AART|1DMG	1349VULN|2ERES|5AART|6aLWND|7DMG|8RCR
397	51241 11213	   	173.08	DCR|4VULN|1AART|1DMG	1349VULN|2ERES|5AART|6LWND|7DMG|8RCR|aLHND
398	51241 11215	   	173.08	DCR|4VULN|1AART|1DMG	1349VULN|2ERES|5AART|6LWND|7DMG|8RCR|aCGEN
399	51241 11224	   	173.08	DCR|4VULN|1AART|1DMG	134aVULN|2ERES|5AART|6LWND|7DMG|8RCR|9CGEN
400	51241 11251	   	173.08	DCR|4VULN|1AART|1DMG	134aVULN|2ERES|5AART|6LWND|7DMG|8RCR|9LHND
401	51241 35212	   	173.08	DCR|4VULN|1AART|1DMG	1349VULN|2ERES|5AART|6DMG|7aLWND|8RCR
402	51241 35213	   	173.08	DCR|4VULN|1AART|1DMG	1349VULN|2ERES|5AART|6DMG|7LWND|8RCR|aLHND
403	52241 11212	   	173.08	DCR|4VULN|1AART|1DMG	1349VULN|2TLV|5AART|6aLWND|7DMG|8RCR
404	52241 11213	   	173.08	DCR|4VULN|1AART|1DMG	1349VULN|2TLV|5AART|6LWND|7DMG|8RCR|aLHND
405	52241 11215	   	173.08	DCR|4VULN|1AART|1DMG	1349VULN|2TLV|5AART|6LWND|7DMG|8RCR|aFEWX
406	52241 11224	   	173.08	DCR|4VULN|1AART|1DMG	134aVULN|2TLV|5AART|6LWND|7DMG|8RCR|9CGEN
407	52241 11251	   	173.08	DCR|4VULN|1AART|1DMG	134aVULN|2TLV|5AART|6LWND|7DMG|8RCR|9LHND
408	52241 35212	   	173.08	DCR|4VULN|1AART|1DMG	1349VULN|2TLV|5AART|6DMG|7aLWND|8RCR
409	52241 35213	   	173.08	DCR|4VULN|1AART|1DMG	1349VULN|2TLV|5AART|6DMG|7LWND|8RCR|aLHND
410	35232 13662	   	173.07	ACR|2VULN|2DMG|1AART|2DUR	16DUR|25CGEN|37VULN|4RCR|89DMG|aAART
411	61285 12444	   	173.01	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	15DMG|2MBVNT|3SELL|4AART|5BPWR|6RCR|7ASPD|8LWND|9aVULN
412	22231 56512	   	173.00	ACR|4VULN|1AART|1DMG	1CGEN|2FEWX|3579VULN|4RCR|6DMG|8LWND|aAART
413	22231 65312	   	173.00	ACR|4VULN|1AART|1DMG	1CGEN|2FEWX|3567VULN|4RCR|8LWND|9DMG|aAART
414	22231 65612	   	173.00	ACR|4VULN|1AART|1DMG	19CGEN|2FEWX|3567VULN|4RCR|8DMG|aAART
415	22231 65622	   	173.00	ACR|4VULN|1AART|1DMG	1CGEN|29FEWX|3567VULN|4RCR|8DMG|aAART
416	23231 65312	   	173.00	ACR|4VULN|1AART|1DMG	1CGEN|2BEXP|3567VULN|4RCR|8LWND|9DMG|aAART
417	23231 65612	   	173.00	ACR|4VULN|1AART|1DMG	19CGEN|2BEXP|3567VULN|4RCR|8DMG|aAART
418	32231 61442	   	172.98	ACR|4VULN|1AART|1ZMB|1DUR	1DUR|2TLV|3568VULN|4RCR|7RCVC|9ZMB|aAART
419	51241 11214	   	172.98	DCR|4VULN|1AART|1DMG	1349VULN|2aERES|5AART|6LWND|7DMG|8RCR
420	51241 11261	   	172.98	DCR|4VULN|1AART|1DMG	134aVULN|2ERES|5AART|6LWND|7DMG|8RCR|9DUST
421	52241 11214	   	172.98	DCR|4VULN|1AART|1DMG	1349VULN|2TLV|5AART|6LWND|7DMG|8RCR|aERES
422	52241 11261	   	172.98	DCR|4VULN|1AART|1DMG	134aVULN|2TLV|5AART|6LWND|7DMG|8RCR|9DUST
423	11148 46447	   	172.96	DCR|3VULN|3DMG|1ASPD	1ASPD|2MBVNT|36aDMG|469VULN|5RPLT|6BPWR|7ERES|8RCR
424	31231 13444	   	172.93	ACR|4VULN|1DMG|2DUR|1ZMB	16DUR|2ERES|3578VULN|4RCR|9ZMB|aDMG
425	32231 13444	   	172.93	ACR|4VULN|1DMG|2DUR|1ZMB	16DUR|2TLV|3578VULN|4RCR|9ZMB|aDMG
426	12121 36433	   	172.93	DCR|3VULN|2DMG|3ASPD	19aASPD|2FEWX|3aDMG|4LHND|5BEXP|68aVULN|7RCR|aBPWR
427	12152 36433	   	172.93	DCR|3VULN|2DMG|3ASPD	19aASPD|2FEWX|3aDMG|4BEXP|5LHND|68aVULN|7RCR|aBPWR
428	15212 61613	 * 	172.93	DCR|3DMG|2VULN|3ASPD	128ASPD|38aDMG|49VULN|5LHND|68MGNSTR|7RCR|8BPWR
429	11116 84413	   	172.93	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	14ASPD|2MBVNT|3DMG|5CDMG|6RCR|7aVULN|8BELT|9AART
430	11826 84413	   	172.93	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	13ASPD|2MBVNT|4DMG|5CDMG|6RCR|7aVULN|8BELT|9AART
431	61284 22383	   	172.89	DCR|3DMG|1AART|1VULN|2ASPD|1SELL	169DMG|2MBVNT|3SELL|4AART|5VULN|7aASPD|8RCR
432	11156 84244	   	172.86	DCR|3VULN|2DMG|1ZMB|1ASPD|1SELL	1ASPD|2MBVNT|35DMG|4SELL|6RCR|789VULN|aZMB
433	61226 84244	   	172.86	DCR|3VULN|2DMG|1ZMB|1ASPD|1SELL	15DMG|2MBVNT|3SELL|4ASPD|6RCR|789VULN|aZMB
434	61611 44433	   	172.86	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	16DMG|2MBVNT|3ZMB|4ASPD|5LHND|7AART|89VULN|aRCR
435	35236 16313	   	172.83	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|26CGEN|36VULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9RCVC|aZMB
436	35236 26313	   	172.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2CGEN|36VULN|4RCR|5AART|7DMG|8ASPD|9RCVC|aZMB
437	13116 61631	 * 	172.73	DCR|3DMG|1AART|3ASPD|1FLTHEA	149ASPD|269BEXP|379DMG|5AART|8RCR|9BPWR|aFLTHEA
438	55241 11231	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	134VULN|2CGEN|5AART|6LWND|7DMG|8RCR|9CDMG|aFEWX
439	55241 11232	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	134VULN|2CGEN|5AART|6LWND|7DMG|8RCR|9CDMG|aBEXP
440	55241 11233	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	134VULN|2CGEN|5AART|6LWND|7DMG|8RCR|9CDMG|aRMIN
441	11253 57433	   	172.72	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2MBVNT|369VULN|4AART|5LWND|7DMG|8ZMB|aRCR
442	22231 15551	   	172.68	ACR|4VULN|1AART|1ZMB|1DUR	1CGEN|2FEWX|359aVULN|4RCR|6DUR|7AART|8ZMB
443	23231 15551	   	172.68	ACR|4VULN|1AART|1ZMB|1DUR	1CGEN|2BEXP|359aVULN|4RCR|6DUR|7AART|8ZMB
444	61177 32132	   	172.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2MBVNT|4ERES|5AART|6RCR|7ZMB|8CDMG|9BELT|aVULN
445	61285 12134	   	172.68	DCR|3DMG|1AART|1VULN|1ASPD|1SELL	158DMG|2MBVNT|3SELL|4AART|5BPWR|6RCR|7ASPD|9RCVC|aVULN
446	31236 16313	   	172.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9RCVC|aZMB
447	31236 26313	   	172.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ERES|36VULN|4RCR|5AART|7DMG|8ASPD|9RCVC|aZMB
448	32236 16313	   	172.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|26TLV|36VULN|4RCR|5AART|6BPWR|7DMG|8ASPD|9RCVC|aZMB
449	32236 26313	   	172.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|36VULN|4RCR|5AART|7DMG|8ASPD|9RCVC|aZMB
450	61284 44325	   	172.62	DCR|2AART|2VULN|2DMG|1SELL	1aDMG|2MBVNT|3SELL|46AART|57VULN|8RCR|9ERES
451	53631 63133	   	172.60	ACR|5VULN|1AART|1DUR	15679VULN|2DUR|3RMIN|4RCR|8DUST|aAART
452	61177 31311	   	172.55	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2MBVNT|4ERES|5AART|6RCR|7ASPD|8CGEN|9aVULN
453	61377 33311	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	17DMG|2MBVNT|3DMSP|47ERES|5AART|6RCR|7BPWR|8DUR|9aVULN
454	61377 33211	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	17DMG|2MBVNT|3DMSP|47ERES|5AART|6RCR|7BPWR|89VULN|aDUR
455	32233 61662	   	172.55	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2TLV|36VULN|4RCR|57RCVC|89DMG|aAART
456	61426 37112	   	172.53	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	18DMG|2MBVNT|38VULN|4FEWX|5CDMG|6RCR|78DUR|8BPWR|9MLV|aASPD
457	61426 37134	   	172.53	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	18DMG|2MBVNT|38VULN|4FEWX|5CDMG|6RCR|78DUR|8BPWR|9LIT|aASPD
458	32231 63333	   	172.50	ACR|5VULN|1AART|1DUR	1DUR|2TLV|35679VULN|4RCR|8DUST|aAART
459	32231 45333	   	172.48	ACR|4VULN|1AART|1ZMB|1DUR	1DUR|2TLV|3589VULN|4RCR|6DUST|7AART|aZMB
460	61177 31411	   	172.45	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2MBVNT|4ERES|5AART|6RCR|7ASPD|8TLV|9aVULN
461	61122 73345	   	172.43	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2MBVNT|5RCVC|6VULN|7BEXP|8RCR|9CDMG|aAART
462	11226 33173	   	172.43	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1ASPD|2MBVNT|3aVULN|4FEWX|5CDMG|6RCR|7aDMG|8DUST|9aDUR|aBPWR
463	51243 22633	 * 	172.41	DCR|4VULN|1AART|1FLTHEA|1ASPD	1349VULN|2ERES|5ASPD|6LIT|7AART|8RCR|aFLTHEA
464	55261 31313	   	172.37	DCR|3DMG|2VULN|1AART	13VULN|25CGEN|4AART|679DMG|8TLV|aRCR
465	55262 31313	   	172.37	DCR|3DMG|2VULN|1AART	13VULN|2CGEN|4AART|5DMSP|679DMG|8TLV|aRCR
466	61452 43116	   	172.37	DCR|3VULN|2DMG|1AART	18DMG|2MBVNT|367VULN|4AART|5LIT|9MLV|aRCR
467	11116 84821	   	172.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	14ASPD|2MBVNT|3DMG|5CDMG|6RCR|79VULN|8LIT|aAART
468	61284 14353	   	172.32	DCR|3DMG|2VULN|1AART|1SELL	189DMG|2MBVNT|3SELL|4AART|59VULN|69LWND|7BELT|9BPWR|aRCR
469	61284 23153	   	172.32	DCR|3DMG|2VULN|1AART|1SELL	169DMG|2MBVNT|3SELL|4AART|59VULN|79BEXP|8BELT|9BPWR|aRCR
470	51265 31313	   	172.27	DCR|3DMG|2VULN|1AART	13VULN|2ERES|4AART|5DMSP|679DMG|8TLV|aRCR
471	31246 16212	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26ERES|369VULN|4AART|5RCR|6BPWR|7DMG|aLWND
472	31246 16213	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26ERES|369VULN|4AART|5RCR|6BPWR|7DMG|aLHND
473	31246 16231	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26ERES|36aVULN|4AART|5RCR|6BPWR|7DMG|9LWND
474	31246 26212	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2ERES|369VULN|4AART|5RCR|7DMG|aLWND
475	31246 26213	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2ERES|369VULN|4AART|5RCR|7DMG|aLHND
476	31246 26231	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2ERES|36aVULN|4AART|5RCR|7DMG|9LWND
477	32246 16212	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|369VULN|4AART|5RCR|6BPWR|7DMG|aLWND
478	32246 16213	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|369VULN|4AART|5RCR|6BPWR|7DMG|aLHND
479	32246 16231	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|26TLV|36aVULN|4AART|5RCR|6BPWR|7DMG|9LWND
480	32246 26212	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|369VULN|4AART|5RCR|7DMG|aLWND
481	32246 26213	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|369VULN|4AART|5RCR|7DMG|aLHND
482	32246 26231	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	18DUR|2TLV|36aVULN|4AART|5RCR|7DMG|9LWND
483	35236 16231	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUR|26CGEN|36VULN|4RCR|5AART|6BPWR|7DMG|9CDMG|aFEWX
484	35236 16232	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUR|26CGEN|36VULN|4RCR|5AART|6BPWR|7DMG|9CDMG|aBEXP
485	35236 16233	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUR|26CGEN|36VULN|4RCR|5AART|6BPWR|7DMG|9CDMG|aRMIN
486	22235 63613	   	172.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2FEWX|39aVULN|4RCR|5CDMG|6DUR|7AART|8ZMB
487	11116 84227	   	172.23	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	14ASPD|2MBVNT|3DMG|5CDMG|6RCR|78VULN|9ERES|aAART
488	11116 84238	   	172.23	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	14ASPD|2MBVNT|3DMG|5CDMG|6RCR|78VULN|9DUST|aAART
489	51262 21313	   	172.17	DCR|3DMG|2VULN|1AART	13VULN|26ERES|4AART|579DMG|8TLV|aRCR
490	61451 52214	   	172.17	DCR|3VULN|2DMG|1AART	17DMG|2MBVNT|367VULN|4AART|578DUST|7BPWR|9LEGI|aRCR
491	61123 46345	   	172.13	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2MBVNT|5LHND|6RCVC|7VULN|8RCR|9CDMG|aAART
492	62121 15116	   	172.13	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2FEWX|5VULN|6BEXP|7RCR|8LWND|9CDMG|aAART
493	63121 25116	   	172.13	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2BEXP|5VULN|6FEWX|7RCR|8LWND|9CDMG|aAART
494	35236 26231	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUR|2CGEN|36VULN|4RCR|5AART|7DMG|9CDMG|aFEWX
495	35236 26232	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUR|2CGEN|36VULN|4RCR|5AART|7DMG|9CDMG|aBEXP
496	35236 26233	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUR|2CGEN|36VULN|4RCR|5AART|7DMG|9CDMG|aRMIN
497	11247 57433	   	172.12	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2MBVNT|369VULN|4LWND|5AART|7DMG|8ZMB|aRCR
498	61421 22313	   	172.10	DCR|4VULN|2DMG|2DUR	19DMG|2MBVNT|3589VULN|4FEWX|6BEXP|79DUR|9BPWR|aRCR
499	31231 33613	   	171.98	ACR|4VULN|1AART|1ZMB|1DUR	1DUR|2ERES|359aVULN|4RCR|6ZMB|7RPLT|8AART
500	51233 31166	   	171.92	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	13VULN|2ERES|4DUR|5RCVC|6ZMB|78AART|9RCR|aDMG
501	33416 12531	   	171.87	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|25AART|3MGNSTR|4RCVC|6RCR|7VULN|8ZMB|9ASPD|aDMG
502	61647 43343	 * 	171.83	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1DMG|2MBVNT|34ZMB|5AART|6CDMG|7LWND|8RCR|9aVULN
503	15216 22362	 * 	171.83	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	12ASPD|39DMG|4VULN|5AART|6ERES|7CDMG|8RCR|aRCVC
504	31235 33711	   	171.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ERES|37VULN|4RCR|5CDMG|6MBVNT|8AART|9DMG|aASPD
505	32235 33711	   	171.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2TLV|37VULN|4RCR|5CDMG|6MBVNT|8AART|9DMG|aASPD
506	33316 12531	   	171.77	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|25AART|3LSRHEA|4RCVC|6RCR|7VULN|8ZMB|9ASPD|aDMG
507	11116 84248	   	171.72	DCR|3VULN|1DMG|2ASPD|1CDMG|1DUR	14ASPD|2MBVNT|3DMG|5CDMG|6RCR|789VULN|aDUR
508	61421 45614	   	171.60	DCR|4VULN|2DMG|1ASPD	19DMG|2MBVNT|359aVULN|4FEWX|6ASPD|79CGEN|8RCR|9BPWR
509	61441 45614	   	171.60	DCR|4VULN|2DMG|1ASPD	19DMG|2MBVNT|359aVULN|4LWND|6ASPD|79CGEN|8RCR|9BPWR
510	61417 52214	   	171.57	DCR|3VULN|2DMG|1AART	17DMG|2MBVNT|367VULN|478DUST|5AART|7BPWR|9LEGI|aRCR
511	61281 14154	   	171.52	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	19DMG|2MBVNT|3SELL|4AART|59ZMB|6RMIN|79VULN|8BELT|9BPWR|aRCR
512	61411 45614	   	171.50	DCR|4VULN|2DMG|1ASPD	19DMG|2MBVNT|359aVULN|4DUST|6ASPD|79CGEN|8RCR|9BPWR
