0	Index      	 *	Score 	Summary	Detail	
1	16263 33341	 * 	198.91	DCR|2AART|2VULN|1DMG|2CDMG|2DUR|1ASPD	1aAART|28CDMG|38VULN|4DMG|5ERES|68DUR|7RCR|8BPWR|9ASPD
315	16215 23362	   	175.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4LHND|5DMG|68TLV|7RCR|8BPWR|9DUR|aBELT
316	16215 23363	   	175.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4LHND|5DMG|68TLV|7RCR|8BPWR|9DUR|aLIT
317	13312 55343	 * 	175.13	DCR|3VULN|2AART|2CDMG	18AART|236VULN|4MBVNT|5BELT|7RCR|9aCDMG
318	13512 55343	   	175.13	DCR|3VULN|2AART|2CDMG	18AART|236VULN|3BPWR|4MBVNT|5BELT|7RCR|9aCDMG
319	16235 13152	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|29CDMG|39VULN|4DUR|5DMG|69ERES|7RCR|8RPLT|9BPWR|aMBVNT
320	16235 13312	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9DUST|aRCVC
321	16235 13314	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9DUST|aFEWX
322	16235 13325	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9BEXP|aDUST
323	16235 13351	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9SNIHEL|aBEXP
324	16235 13353	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9SNIHEL|aLWND
325	16235 23152	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|29CDMG|39VULN|4DUR|5DMG|69TLV|7RCR|8RPLT|9BPWR|aMBVNT
326	16235 23312	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9DUST|aRCVC
327	16235 23314	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9DUST|aFEWX
328	16235 23325	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9BEXP|aDUST
329	16235 23351	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9SNIHEL|aBEXP
330	16235 33342	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|29CDMG|3aVULN|4DUR|5DMG|6RMIN|7RCR|8LSRHEA
331	16261 33342	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|29CDMG|3aVULN|4DMG|5RMIN|6DUR|7RCR|8LSRHEA
332	16215 13311	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4LHND|5DMG|68ERES|7RCR|8BPWR|9DUST|aDUR
333	16215 13312	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|28CDMG|38VULN|4LHND|5DMG|68ERES|7RCR|8BPWR|9DUST|aASPD
334	16215 13343	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|28CDMG|38VULN|4LHND|5DMG|68ERES|7RCR|8BPWR|9ASPD|aDUST
335	16215 23311	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4LHND|5DMG|68TLV|7RCR|8BPWR|9DUST|aDUR
336	16215 23312	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|28CDMG|38VULN|4LHND|5DMG|68TLV|7RCR|8BPWR|9DUST|aASPD
337	16215 23343	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|28CDMG|38VULN|4LHND|5DMG|68TLV|7RCR|8BPWR|9ASPD|aDUST
338	16263 13134	   	175.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|29CDMG|3VULN|49DMG|5ERES|6CGEN|7RCR|89DUST|9BPWR|aDUR
339	23423 61531	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1CGEN|2aAART|34VULN|5BEXP|6RCR|7TLV|8CDMG|9DMG
340	52333 63226	   	175.01	DCR|4VULN|1DMG|2DUR|1ZMB	18DUR|2DMG|347aVULN|5LIT|6RCR|9ZMB
341	43235 51312	 * 	175.00	DCR|3ZMB|1AART|2FLTHEA|1CDMG|2ASPD|1DUR	178ZMB|2AART|37FLTHEA|4RCVC|57ASPD|6RCR|7BPWR|9DUR|aCDMG
342	16235 13315	   	174.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9aDUST
343	16235 13316	   	174.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9DUST|aCANHEL
344	16235 13352	   	174.93	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9SNIHEL|aTLV
345	16235 23315	   	174.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9aDUST
346	16235 23316	   	174.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9DUST|aCANHEL
347	16235 23353	   	174.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9SNIHEL|aDUST
348	16262 33621	   	174.91	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1aAART|2CDMG|3VULN|4DMG|5ASPD|69DUR|7RCR|8CGEN
349	16262 13621	   	174.91	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1aAART|2CDMG|3VULN|4DMG|5ASPD|6CGEN|7RCR|89DUR
350	16262 33251	   	174.81	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	19AART|2CDMG|3VULN|4DMG|5ASPD|6aDUR|7RCR|8DUST
351	13312 55262	   	174.78	DCR|3VULN|1AART|1DMG|1ZMB	1AART|236VULN|4MBVNT|5BELT|7RCR|8CGEN|9DMG|aZMB
352	13312 55162	   	174.68	DCR|3VULN|1AART|1DMG|1ZMB	1AART|236VULN|4MBVNT|5BELT|7RCR|8ERES|9DMG|aZMB
353	13312 55462	   	174.68	DCR|3VULN|1AART|1DMG|1ZMB	1AART|236VULN|4MBVNT|5BELT|7RCR|8TLV|9DMG|aZMB
354	23326 56121	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	13CGEN|2AART|3BPWR|4CDMG|57aVULN|6DMG|8RCR|9MLV
355	13316 11138	 * 	174.44	DCR|3VULN|1AART|3ZMB|1DUR	1AART|238VULN|4MBVNT|5DUR|68LIT|78aZMB|8BPWR|9RCR
356	13516 11138	   	174.44	DCR|3VULN|1AART|3ZMB|1DUR	1AART|238VULN|38BPWR|4MBVNT|5DUR|68LIT|78aZMB|9RCR
357	33421 66121	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1ERES|2AART|34aVULN|5RCVC|6DMG|7CDMG|8RCR|9MLV
358	16235 13631	   	174.38	DCR|2AART|1VULN|1DMG|2CDMG|2DUR	1aAART|29CDMG|3VULN|49DUR|5DMG|6ERES|7RCR|89CGEN|9BPWR
359	16235 23631	   	174.38	DCR|2AART|1VULN|1DMG|2CDMG|2DUR	1aAART|29CDMG|3VULN|49DUR|5DMG|6TLV|7RCR|89CGEN|9BPWR
360	16262 33333	   	174.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1AART|2CDMG|3VULN|4DMG|5ASPD|6aDUR|7RCR|8LSRHEA|9ZMB
361	33126 56121	   	174.33	DCR|3VULN|1AART|1DMG|1CDMG	13ERES|2AART|4CDMG|57aVULN|6DMG|8RCR|9MLV
362	13318 43524	   	174.21	DCR|2AART|2VULN|1DMG|2DUR	1aAART|23VULN|4MBVNT|5CGEN|6RCR|79DUR|8DMG
363	13518 43524	   	174.21	DCR|2AART|2VULN|1DMG|2DUR	1aAART|23VULN|3BPWR|4MBVNT|5CGEN|6RCR|79DUR|8DMG
364	43423 25112	   	174.18	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2AART|348VULN|5BEXP|6RPLT|7RCR|9DUST|aDMG
365	16235 33421	   	174.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|4aDUR|5DMG|6RMIN|7RCR|9BEXP
366	16261 33421	   	174.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|4DMG|5RMIN|6aDUR|7RCR|9BEXP
367	16252 33323	   	174.01	DCR|2VULN|1AART|2CDMG|2ASPD|2DUR	1AART|28CDMG|38VULN|4ERES|5aASPD|68DUR|7RCR|8BPWR|9BEXP
368	16252 33363	   	174.01	DCR|2VULN|1AART|2CDMG|2ASPD|2DUR	1AART|28CDMG|38VULN|4ERES|5aASPD|68DUR|7RCR|8BPWR|9FEWX
369	16233 36362	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|46DUR|5ERES|7RCR|9RCVC|aDMG
370	16235 13421	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|4aDUR|5DMG|6ERES|7RCR|9BEXP
371	16235 23421	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|4aDUR|5DMG|6TLV|7RCR|9BEXP
372	16235 33411	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|4aDUR|5DMG|6RMIN|7RCR|9DUST
373	16261 33411	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|4DMG|5RMIN|6aDUR|7RCR|9DUST
374	16263 33421	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|4DMG|5ERES|6aDUR|7RCR|9BEXP
375	43326 22211	   	173.95	DCR|2AART|2VULN|3ZMB|1CDMG	138ZMB|26AART|38BPWR|4CDMG|58VULN|78BEXP|9DUST|aRCR
376	51121 26623	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	14DUR|2LIT|3RCR|5FEWX|6AART|79VULN|8CDMG|aDMG
377	16252 33313	   	173.91	DCR|2VULN|1AART|2CDMG|2ASPD|2DUR	1AART|28CDMG|38VULN|4ERES|5aASPD|68DUR|7RCR|8BPWR|9DUST
378	16252 33341	   	173.91	DCR|2VULN|1AART|2CDMG|2ASPD|2DUR	1AART|28CDMG|38VULN|4ERES|59ASPD|68DUR|7RCR|8BPWR|aTLV
379	16235 13411	   	173.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|4aDUR|5DMG|6ERES|7RCR|9DUST
380	16235 23411	   	173.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|4aDUR|5DMG|6TLV|7RCR|9DUST
381	16263 33411	   	173.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|4DMG|5ERES|6aDUR|7RCR|9DUST
382	41113 45311	 * 	173.85	DCR|4VULN|3ZMB|1CDMG	178ZMB|278TLV|3CDMG|4CGEN|5789VULN|6RCR|78BPWR|aRCVC
383	41113 45312	   	173.85	DCR|4VULN|3ZMB|1CDMG	178ZMB|278TLV|3CDMG|4CGEN|5789VULN|6RCR|78BPWR|aLHND
384	41113 45313	   	173.85	DCR|4VULN|3ZMB|1CDMG	178ZMB|278TLV|3CDMG|4CGEN|5789VULN|6RCR|78BPWR|aFEWX
385	43155 33332	 * 	173.83	DCR|2AART|2DMG|2CDMG|2ZMB	1aZMB|26AART|3ERES|4RPLT|5aDMG|7RCR|8MBVNT|9aCDMG|aBPWR
386	52353 63321	   	173.75	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1DUR|24DMG|37VULN|5LIT|6RCR|8aASPD|9CDMG
387	43326 36122	   	173.73	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	13ZMB|2AART|3BPWR|4CDMG|57VULN|6CGEN|8RCR|9MLV|aDMG
388	52533 62331	   	173.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2aDMG|3CGEN|4VULN|5RCR|6SNIHEL|7CDMG|8AART|9ZMB
389	42115 41222	   	173.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2LIT|3CDMG|4AART|5aDMG|6RCR|7LWND|8LHND|9VULN
390	42115 42121	   	173.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2LIT|3CDMG|4AART|5DMG|6RCR|79VULN|8BELT|aBEXP
391	42115 42122	   	173.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2LIT|3CDMG|4AART|5DMG|6RCR|79VULN|8BELT|aRCVC
392	42115 42222	   	173.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2LIT|3CDMG|4AART|5DMG|6RCR|79VULN|8LHND|aLWND
393	42115 42223	   	173.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2LIT|3CDMG|4AART|5DMG|6RCR|79VULN|8LHND|aBEXP
394	52233 33251	 * 	173.43	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6FEWX|7AART|89ASPD|9BPWR|aLWND
395	52233 33253	   	173.43	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6FEWX|7AART|89ASPD|9BPWR|aBEXP
396	52233 33255	   	173.43	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6FEWX|7AART|89ASPD|9BPWR|aDMSP
397	52233 43251	   	173.43	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6LHND|7AART|89ASPD|9BPWR|aLWND
398	52233 43253	   	173.43	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6LHND|7AART|89ASPD|9BPWR|aBEXP
399	42115 42123	   	173.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2LIT|3CDMG|4AART|5DMG|6RCR|79VULN|8BELT|aDUST
400	42115 42322	   	173.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2LIT|3CDMG|4AART|5DMG|6RCR|79VULN|8DUST|aLWND
401	42115 42323	   	173.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2LIT|3CDMG|4AART|5DMG|6RCR|79VULN|8DUST|aBEXP
402	52233 13251	   	173.33	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6DUST|7AART|89ASPD|9BPWR|aLWND
403	52233 13253	   	173.33	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6DUST|7AART|89ASPD|9BPWR|aBEXP
404	52233 13255	   	173.33	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6DUST|7AART|89ASPD|9BPWR|aDMSP
405	52233 33252	   	173.33	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6FEWX|7AART|89ASPD|9BPWR|aMBVNT
406	52233 33254	   	173.33	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6FEWX|7AART|89ASPD|9BPWR|aTLV
407	52233 43252	   	173.33	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6LHND|7AART|89ASPD|9BPWR|aMBVNT
408	52235 33251	   	173.33	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5BEXP|6TLV|7AART|89ASPD|9BPWR|aLWND
409	52235 33253	   	173.33	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5aBEXP|6TLV|7AART|89ASPD|9BPWR
410	16261 13341	   	173.32	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2CDMG|38VULN|4DMG|5RMIN|6CGEN|7RCR|9FEWX
411	16135 13334	 * 	173.30	ACR|2VULN|1AART|2CDMG|3DUR|1ZMB	1AART|29CDMG|3MLV|49aDUR|5RCR|6ERES|7ZMB|89VULN|9BPWR
412	52233 13252	   	173.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6DUST|7AART|89ASPD|9BPWR|aMBVNT
413	52233 13254	   	173.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5CGEN|6DUST|7AART|89ASPD|9BPWR|aTLV
414	52235 33252	   	173.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|2DMG|3RCR|49VULN|5BEXP|6TLV|7AART|89ASPD|9BPWR|aMBVNT
415	16261 13311	   	173.22	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2CDMG|38VULN|4DMG|5RMIN|6CGEN|7RCR|9LEGI
416	16263 13341	   	173.22	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2CDMG|38VULN|4DMG|5ERES|6CGEN|7RCR|9FEWX
417	13222 63412	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|24aVULN|3MLV|5LWND|6RCR|7DUR|8DMG|9LIT
418	13222 64421	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|24aVULN|3MLV|5LWND|6RCR|7LHND|8DMG|9DUR
419	13223 64421	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|24aVULN|3MLV|5BEXP|6RCR|7LHND|8DMG|9DUR
420	13322 63412	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4CGEN|5LWND|6RCR|7DUR|8DMG|9LIT
421	13322 64421	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4CGEN|5LWND|6RCR|7LHND|8DMG|9DUR
422	13323 64421	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4CGEN|5BEXP|6RCR|7LHND|8DMG|9DUR
423	13332 63412	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4MLV|5LWND|6RCR|7DUR|8DMG|9LIT
424	13332 64421	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4MLV|5LWND|6RCR|7LHND|8DMG|9DUR
425	13333 64421	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4MLV|5BEXP|6RCR|7LHND|8DMG|9DUR
426	13522 63412	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|3BPWR|4CGEN|5LWND|6RCR|7DUR|8DMG|9LIT
427	13532 63412	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|3BPWR|4MLV|5LWND|6RCR|7DUR|8DMG|9LIT
428	16163 53323	   	173.21	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR|1ASPD	1AART|28CDMG|38MLV|4ZMB|5DUR|68VULN|7RCR|8BPWR|9BEXP|aASPD
429	16553 21231	   	173.20	ACR|2AART|2VULN|2CDMG|1ZMB	16AART|25CDMG|3RCR|47ERES|89VULN|aZMB
430	16553 23131	   	173.20	ACR|2AART|2VULN|2CDMG|1ZMB	16AART|25CDMG|3RCR|4ERES|7TLV|8ZMB|9aVULN
431	13318 43574	 * 	173.18	DCR|3AART|2VULN|1DMG|1DUR	19aAART|23VULN|4MBVNT|5CGEN|6RCR|7DUR|8DMG
432	16253 53311	   	173.12	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2CDMG|35VULN|4ERES|6DMG|7RCR|8RMIN|9LEGI
433	16263 53311	   	173.12	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2CDMG|36VULN|4DMG|5ERES|7RCR|8RMIN|9LEGI
434	16213 16322	   	173.12	DCR|2AART|2VULN|1DMG|1CDMG	19AART|2CDMG|38VULN|4LHND|56ERES|7RCR|aDMG
435	16261 53211	   	173.12	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2CDMG|36VULN|4DMG|5RMIN|7RCR|8ERES|9LEGI
436	13318 44521	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4MBVNT|5CGEN|6RCR|7LHND|8DMG|9DUR
437	13318 48263	   	173.12	DCR|3VULN|1AART|1DMG|1ASPD	1AART|23aVULN|4MBVNT|5CGEN|6RCR|7BEXP|8ASPD|9DMG
438	13318 48521	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4MBVNT|5CGEN|6RCR|7BEXP|8DMG|9DUR
439	13518 44521	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|3BPWR|4MBVNT|5CGEN|6RCR|7LHND|8DMG|9DUR
440	13222 63433	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|24aVULN|3MLV|5LWND|6RCR|7DUR|8DMG|9TLV
441	13223 63433	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|24aVULN|3MLV|5BEXP|6RCR|7DUR|8DMG|9TLV
442	13223 65421	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|24aVULN|3MLV|5BEXP|6RCR|7LEGI|8DMG|9DUR
443	13322 63433	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4CGEN|5LWND|6RCR|7DUR|8DMG|9TLV
444	13323 63433	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4CGEN|5BEXP|6RCR|7DUR|8DMG|9TLV
445	13323 65421	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4CGEN|5BEXP|6RCR|7LEGI|8DMG|9DUR
446	13332 63433	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4MLV|5LWND|6RCR|7DUR|8DMG|9TLV
447	13333 63433	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4MLV|5BEXP|6RCR|7DUR|8DMG|9TLV
448	13333 65421	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4MLV|5BEXP|6RCR|7LEGI|8DMG|9DUR
449	13522 63433	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|3BPWR|4CGEN|5LWND|6RCR|7DUR|8DMG|9TLV
450	13523 63433	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|3BPWR|4CGEN|5BEXP|6RCR|7DUR|8DMG|9TLV
451	13532 63433	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|3BPWR|4MLV|5LWND|6RCR|7DUR|8DMG|9TLV
452	13533 63433	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|3BPWR|4MLV|5BEXP|6RCR|7DUR|8DMG|9TLV
453	13625 34122	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|29aVULN|3DUR|4LWND|5ERES|6RCR|7DMG|8LIT
454	33246 43542	 * 	173.11	DCR|3DMG|2AART|3DUR	19aERES|25AART|3FEWX|4MBVNT|6RCR|79aDUR|89aDMG|9aBPWR
455	33346 43542	   	173.11	DCR|3DMG|2AART|3DUR	19aERES|25AART|3BEXP|4MBVNT|6RCR|79aDUR|89aDMG|9aBPWR
456	16163 53313	   	173.11	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR|1ASPD	1AART|28CDMG|38MLV|4ZMB|5DUR|68VULN|7RCR|8BPWR|9DUST|aASPD
457	13312 55382	   	173.11	DCR|3VULN|2AART|1ZMB|1DUR	18AART|236VULN|4MBVNT|5BELT|7RCR|9DUR|aZMB
458	13223 61356	   	173.05	DCR|5VULN|1AART	1AART|2489aVULN|3MLV|5BEXP|6RCR|7TLV
459	13333 61356	   	173.05	DCR|5VULN|1AART	1AART|2389aVULN|4MLV|5BEXP|6RCR|7TLV
460	13318 43533	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4MBVNT|5CGEN|6RCR|7DUR|8DMG|9TLV
461	13318 46283	   	173.02	DCR|3VULN|1AART|1DMG|1ASPD	1AART|23aVULN|4MBVNT|5CGEN|6RCR|7LEGI|8ASPD|9DMG
462	13318 46521	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|4MBVNT|5CGEN|6RCR|7LEGI|8DMG|9DUR
463	13518 43533	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|3BPWR|4MBVNT|5CGEN|6RCR|7DUR|8DMG|9TLV
464	13153 14111	   	172.98	DCR|4VULN|1AART|1DMG	1AART|2567VULN|3CANHEL|4VENICY|8DMG|9RCR|aCGEN
465	13153 14113	   	172.98	DCR|4VULN|1AART|1DMG	1AART|2567VULN|3CANHEL|4VENICY|8DMG|9RCR|aLWND
466	41131 33113	 * 	172.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	19ZMB|29TLV|3CDMG|4RCR|56LIT|79VULN|8AART|9BPWR|aDMG
467	41143 13334	   	172.91	DCR|2VULN|1AART|2CDMG|2ZMB|2DUR	19ZMB|2TLV|39CDMG|4aDUR|5AART|6CGEN|7RCR|89VULN|9BPWR
468	13312 21664	   	172.91	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|239VULN|4MBVNT|5BELT|6ASPD|7CDMG|8RCR|aZMB
469	13512 21664	   	172.91	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|239VULN|3BPWR|4MBVNT|5BELT|6ASPD|7CDMG|8RCR|aZMB
470	42161 35233	 * 	172.90	DCR|2DMG|3ZMB|3CDMG|3DUR	157ZMB|2aLIT|37aCDMG|457DUR|57aBPWR|6RCR|8aDMG|9RMIN
471	13153 14114	   	172.88	DCR|4VULN|1AART|1DMG	1AART|2567VULN|3CANHEL|4VENICY|8DMG|9RCR|aDUST
472	16261 53333	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|36VULN|4DMG|5RMIN|7RCR|8RPLT|9BELT|aZMB
473	13656 32332	   	172.86	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|245VULN|3DUR|6RCVC|7TLV|8ASPD|9RCR|aDMG
474	13311 12758	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|23VULN|4MBVNT|5FEWX|6LIT|7RCR|8CDMG|9DMG|aZMB
