0	Index      	 *	Score 	Summary	Detail	
1	52631 32115	 * 	200.88	ACR|3VULN|2DMG|1AART|2ZMB|1ASPD	1aZMB|2AART|3aDMG|4ASPD|5RCR|6LWND|7RMIN|89aVULN|aBPWR
331	34223 12111	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUST|56DMG|7RCR|9DUR|aERES
332	34223 12115	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28VULN|3AART|4DUST|56DMG|7RCR|9DUR|aLEGI
333	34223 12611	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|29VULN|3AART|4DUST|56DMG|7RCR|8DUR|aERES
334	34223 12615	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|29VULN|3AART|4DUST|56DMG|7RCR|8DUR|aLEGI
335	34223 53632	 * 	171.33	3VULN|3DMG|1AART|2CDMG|3DUR	1RMIN|27aVULN|3AART|4DUST|57aDMG|678DUR|7aBPWR|9aCDMG
336	52663 13322	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2AART|34DMG|5DUST|6BELT|7LHND|8aVULN|9RCR
337	32233 13521	   	171.26	DCR|2AART|2VULN|2DMG	1RMIN|2LHND|37AART|4CGEN|5aVULN|68DMG|9RCR
338	52631 52212	 * 	171.10	ACR|2AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1ZMB|29AART|3DMG|4ASPD|5RCR|6VULN|7RMIN|8FLTHEA|aLIT
339	52631 52213	   	171.10	ACR|2AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1ZMB|29AART|3DMG|4ASPD|5RCR|6VULN|7RMIN|8FLTHEA|aLHND
340	52631 32153	   	171.10	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|29AART|3DMG|4ASPD|5RCR|6LWND|7RMIN|8VULN|aCDMG
341	31163 65131	 * 	170.95	ACR|4VULN|2CDMG|3DUR	1RMIN|2RCR|389FEWX|4aCDMG|569aVULN|79aDUR|9aBPWR
342	34213 62214	   	170.92	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1RMIN|2VULN|39AART|4DUR|5DMG|6RCVC|7RCR|8FLTHEA|aASPD
