0	Index      	 *	Score 	Summary	Detail	
1	55351 44212	 * 	184.21	DCR|3VULN|3DMG|1CDMG|1DUR	1ERES|2MBVNT|356VULN|467DMG|6BPWR|8DUR|9RCR|aCDMG
327	11327 23365	   	157.73	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2ERES|35VULN|4MBVNT|6RCR|7AART|8TLV|9DMG|aZMB
328	51336 23345	   	157.73	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2TLV|3LHND|4MBVNT|5DMG|6RCR|7AART|89VULN|aZMB
329	12242 48454	   	157.70	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1FEWX|2DUST|3MBVNT|45DMG|6DUR|7RCR|8AART|9ASPD|aVULN
330	63284 44148	 * 	157.69	ACR|2VULN|2DMG|2CDMG	18LWND|2LHND|3MBVNT|4RCR|58CDMG|6RPLT|78DMG|8BPWR|9aVULN
331	22121 42535	   	157.68	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1LIT|2TLV|3SELL|4LHND|5ZMB|6RCR|7AART|8aVULN|9DMG
332	23136 61442	   	157.60	DCR|3VULN|1AART|1CDMG|2DUR	1LIT|2LEGI|368VULN|4MBVNT|56DUR|6BPWR|7CDMG|9AART|aRCR
333	26321 22164	 * 	157.60	ACR|3DMG|1AART|1VULN	1LIT|2MLV|3RCVC|4MBVNT|5RCR|6VULN|79aDMG|8AART
334	13242 18443	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2LWND|3MBVNT|45DMG|6BEXP|7RCR|8AART|9VULN|aCDMG
335	65242 18443	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1LWND|2FEWX|3MBVNT|45DMG|6BEXP|7RCR|8AART|9VULN|aCDMG
336	36323 31764	   	157.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2BEXP|3VULN|4MBVNT|58AART|6ZMB|7RCR|9DMG|aDUR
337	13242 88443	   	157.48	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2LWND|3MBVNT|45DMG|6DUST|7RCR|8AART|9VULN|aCDMG
338	53626 33121	   	157.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2AART|3ASPD|4DMG|5CDMG|6RPLT|7RCR|8VULN|9DUR|aMLV
339	53626 33123	   	157.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2AART|3ASPD|4DMG|5CDMG|6RPLT|7RCR|8VULN|9DUR|aLHND
340	46226 32112	   	157.35	DCR|2DMG|3ZMB|3ASPD|1DUR	134ASPD|24aZMB|4aBPWR|5DLOT|6RCR|7DUR|8aLWND|9aDMG
341	13242 22414	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7BEXP|8AART|9ZMB|aVULN
342	65242 22414	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7BEXP|8AART|9ZMB|aVULN
343	41212 15363	 * 	157.28	ACR|2VULN|2AART|2ASPD|1ZMB	13ASPD|2TLV|46VULN|5RCR|7ZMB|8LIT|9aAART
344	34443 31413	   	157.28	ACR|2VULN|1AART|2CDMG|2DUR	1RMIN|2RCVC|3AART|4aCDMG|5RCR|6MBVNT|7BEXP|8aDUR|9aVULN|aBPWR
345	34432 22331	   	157.24	ACR|4VULN|1AART	1RMIN|2RCVC|3AART|4RCR|568aVULN|78LIT|8BPWR|9LHND
346	34432 22341	   	157.24	ACR|4VULN|1AART	1RMIN|2RCVC|3AART|4RCR|568aVULN|78LIT|8BPWR|9LWND
347	12242 22414	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2DUST|3MBVNT|45DMG|6RCR|7BEXP|8AART|9ZMB|aVULN
348	46131 15311	 * 	157.22	ACR|2VULN|2DMG|2ZMB|1ASPD	1ASPD|2aZMB|3MGNSTR|4BELT|5RCR|6FEWX|7aDMG|8LIT|9aVULN|aBPWR
349	53211 25112	   	157.22	DCR|4VULN|1AART	1ERES|2AART|34BEXP|568aVULN|7RCR|9CGEN
350	53211 25121	   	157.22	DCR|4VULN|1AART	1ERES|2AART|34BEXP|568aVULN|7RCR|9LIT
351	53211 25522	   	157.22	DCR|4VULN|1AART	1ERES|2AART|348BEXP|569aVULN|7RCR
352	34412 51132	   	157.14	ACR|2AART|1VULN|1FLTHEA|1CDMG|1ZMB	1RMIN|2RCVC|38AART|4RPLT|5RCR|6ZMB|7FLTHEA|9CDMG|aVULN
353	53626 33111	 * 	157.14	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1ERES|2AART|39ASPD|4DMG|5CDMG|6RPLT|7RCR|8VULN|aFEWX
354	53626 33112	   	157.14	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1ERES|2AART|39ASPD|4DMG|5CDMG|6RPLT|7RCR|8VULN|aLHND
355	53626 33113	   	157.14	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1ERES|2AART|39ASPD|4DMG|5CDMG|6RPLT|7RCR|8VULN|aLIT
356	34432 22431	   	157.14	ACR|4VULN|1AART	1RMIN|2RCVC|3AART|4RCR|568aVULN|7LIT|9LHND
357	34432 24121	   	157.14	ACR|4VULN|1AART	1RMIN|2RCVC|3AART|4RCR|568aVULN|7LWND|9LIT
358	34432 26121	   	157.14	ACR|4VULN|1AART	1RMIN|2RCVC|3AART|4RCR|568aVULN|7LHND|9LIT
359	34432 22316	   	157.14	ACR|4VULN|1AART	1RMIN|2RCVC|3AART|4RCR|568aVULN|78LIT|8BPWR|9ERES
360	34432 23111	   	157.14	ACR|4VULN|1AART	1RMIN|2RCVC|3AART|4RCR|569aVULN|7RPLT|8LHND
361	34432 23511	   	157.14	ACR|4VULN|1AART	1RMIN|2RCVC|3AART|4RCR|569aVULN|7RPLT|8BEXP
362	34432 23611	   	157.14	ACR|4VULN|1AART	1RMIN|2RCVC|3AART|4RCR|569aVULN|7RPLT|8FEWX
363	53121 25112	   	157.12	DCR|4VULN|1AART	14ERES|2AART|3FEWX|568aVULN|7RCR|9CGEN
364	53121 25121	   	157.12	DCR|4VULN|1AART	14ERES|2AART|3FEWX|568aVULN|7RCR|9LIT
365	34434 13221	 * 	157.06	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2RCVC|3AART|4RCR|5CDMG|6AIRHEA|7LHND|8VULN|9DMG|aFLTHEA
366	34432 21322	   	157.04	ACR|4VULN|1AART	1RMIN|29RCVC|3AART|4RCR|568aVULN|7ERES
367	34432 23211	   	157.04	ACR|4VULN|1AART	1RMIN|2RCVC|3AART|4RCR|569aVULN|7RPLT|8MBVNT
368	34432 22322	   	157.01	ACR|3VULN|1AART|1DUR|1ASPD	1RMIN|2RCVC|3AART|4RCR|568VULN|78LIT|8BPWR|9DUR|aASPD
369	12264 11624	   	157.01	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUST|3MBVNT|4CDMG|5AART|6DUR|78aVULN|9RCR
370	64123 62334	   	156.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2AART|3VULN|45LIT|6RCR|7MBVNT|8ZMB|9CDMG|aDMG
371	34432 22422	   	156.91	ACR|3VULN|1AART|1ASPD|1DUR	1RMIN|2RCVC|3AART|4RCR|568VULN|7LIT|9DUR|aASPD
372	13413 24326	   	156.91	DCR|2VULN|2DMG|1AART	19FEWX|2LWND|39VULN|4AART|5MLV|6BELT|7DUST|89DMG|9BPWR|aRCR
373	36323 31478	   	156.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|28BEXP|39VULN|4MBVNT|5AART|6ZMB|7RCR|aDMG
374	34433 14332	   	156.69	ACR|3VULN|1AART|1CDMG	1RMIN|2RCVC|3AART|4RCR|5LIT|69aVULN|7CDMG|8BEXP
375	34433 24232	   	156.69	ACR|3VULN|1AART|1CDMG	1RMIN|2RCVC|3AART|4RCR|5LIT|6BEXP|7CDMG|89aVULN
376	34434 21111	   	156.69	ACR|3VULN|1AART|1CDMG	1RMIN|2RCVC|3AART|4RCR|5CDMG|69aVULN|7BEXP|8LHND
377	26115 32412	   	156.68	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LIT|26MLV|3SELL|46DMG|5AART|6BPWR|7RCR|8ZMB|9LWND|aVULN
378	26115 32422	   	156.68	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LIT|26MLV|3SELL|46DMG|5AART|6BPWR|7RCR|8ZMB|9LHND|aVULN
379	26311 41261	   	156.68	DCR|3VULN|1AART|1DMG	1LIT|2MLV|3RCVC|4RMIN|56aVULN|7DMG|8RCR|9AART
380	26631 43332	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2MLV|37VULN|4CDMG|5ZMB|6RCR|8DUR|9DUST|aAART
381	33328 23782	   	156.62	DCR|4VULN|1AART	1RMIN|2LWND|3589VULN|4MBVNT|6RCR|7AART|aFEWX
382	21131 14231	   	156.60	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1SELL	1LIT|2CGEN|3SELL|4RCR|5ZMB|6ASPD|7aAART|8VULN|9DMG
383	34432 21311	   	156.59	ACR|3VULN|1AART|1CDMG	1RMIN|2RCVC|3AART|4RCR|568VULN|7ERES|9CDMG|aMLV
384	34432 21312	   	156.59	ACR|3VULN|1AART|1CDMG	1RMIN|2RCVC|3AART|4RCR|568VULN|7ERES|9CDMG|aLWND
385	34434 21211	   	156.59	ACR|3VULN|1AART|1CDMG	1RMIN|2RCVC|3AART|4RCR|5CDMG|69aVULN|7BEXP|8MBVNT
386	34433 14232	   	156.59	ACR|3VULN|1AART|1CDMG	1RMIN|2RCVC|3AART|4RCR|5LIT|68aVULN|7CDMG|9MBVNT
387	26115 32432	   	156.58	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LIT|26MLV|3SELL|46DMG|5AART|6BPWR|7RCR|8ZMB|9MBVNT|aVULN
388	22311 41261	   	156.58	DCR|3VULN|1AART|1DMG	1LIT|2TLV|3RCVC|4RMIN|56aVULN|7DMG|8RCR|9AART
389	16416 32122	 * 	156.58	ACR|2DMG|1AART|1VULN|2DUR	1FEWX|2aDUR|3VULN|4AART|5RCR|6LIT|78DMG|9CANSTR
390	11327 23712	   	156.52	DCR|4VULN|1AART	1FEWX|2ERES|358aVULN|4MBVNT|6RCR|7AART|9CGEN
391	33328 23526	   	156.52	DCR|4VULN|1AART	1RMIN|2LWND|359aVULN|4MBVNT|6RCR|7AART|8SNIHEL
392	33328 23781	   	156.52	DCR|4VULN|1AART	1RMIN|2LWND|3589VULN|4MBVNT|6RCR|7AART|aERES
393	22115 32412	   	156.48	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LIT|26TLV|3SELL|46DMG|5AART|6BPWR|7RCR|8ZMB|9LWND|aVULN
394	22115 32422	   	156.48	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LIT|26TLV|3SELL|46DMG|5AART|6BPWR|7RCR|8ZMB|9LHND|aVULN
395	24115 32412	   	156.48	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LIT|26ERES|3SELL|46DMG|5AART|6BPWR|7RCR|8ZMB|9LWND|aVULN
396	24115 32422	   	156.48	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LIT|26ERES|3SELL|46DMG|5AART|6BPWR|7RCR|8ZMB|9LHND|aVULN
397	64122 62323	   	156.42	DCR|3VULN|1AART|1ZMB	1LWND|2AART|35aVULN|4LIT|6RCR|7MBVNT|8ZMB|9DUST
398	22115 32432	   	156.38	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LIT|26TLV|3SELL|46DMG|5AART|6BPWR|7RCR|8ZMB|9MBVNT|aVULN
399	22115 32452	   	156.38	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LIT|26TLV|3SELL|46DMG|5AART|6BPWR|7RCR|8ZMB|9DUST|aVULN
400	24115 32432	   	156.38	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1LIT|26ERES|3SELL|46DMG|5AART|6BPWR|7RCR|8ZMB|9MBVNT|aVULN
401	33328 23784	   	156.37	DCR|4VULN|1AART|1SELL	1RMIN|2LWND|3589VULN|4MBVNT|6RCR|7AART|aSELL
402	36323 31671	 * 	156.37	DCR|3VULN|1AART|2ZMB	1RMIN|28BEXP|389VULN|4MBVNT|5AART|68ZMB|7RCR|8BPWR|aFEWX
403	36323 31672	   	156.37	DCR|3VULN|1AART|2ZMB	1RMIN|28BEXP|389VULN|4MBVNT|5AART|68ZMB|7RCR|8BPWR|aLHND
404	36323 31673	   	156.37	DCR|3VULN|1AART|2ZMB	1RMIN|28BEXP|389VULN|4MBVNT|5AART|68ZMB|7RCR|8BPWR|aLIT
405	45348 23244	   	156.29	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2MBVNT|359VULN|4DUST|6RCR|7AART|8BEXP|aDUR
406	36323 31674	   	156.27	DCR|3VULN|1AART|2ZMB	1RMIN|28BEXP|389VULN|4MBVNT|5AART|68ZMB|7RCR|8BPWR|aLEGI
407	33328 23141	   	156.27	DCR|3VULN|1AART|2ASPD	1RMIN|29LWND|359VULN|4MBVNT|6RCR|7AART|89ASPD|9BPWR|aFEWX
408	33328 23142	   	156.27	DCR|3VULN|1AART|2ASPD	1RMIN|29LWND|359VULN|4MBVNT|6RCR|7AART|89ASPD|9BPWR|aLHND
409	33328 23143	   	156.27	DCR|3VULN|1AART|2ASPD	1RMIN|29LWND|359VULN|4MBVNT|6RCR|7AART|89ASPD|9BPWR|aLIT
410	33328 23144	   	156.27	DCR|3VULN|1AART|2ASPD	1RMIN|29LWND|359VULN|4MBVNT|6RCR|7AART|89ASPD|9BPWR|aDMSP
411	33328 23146	   	156.27	DCR|3VULN|1AART|2ASPD	1RMIN|29LWND|359VULN|4MBVNT|6RCR|7AART|89ASPD|9BPWR|aRPLT
412	33328 23147	   	156.27	DCR|3VULN|1AART|2ASPD	1RMIN|29aLWND|359VULN|4MBVNT|6RCR|7AART|89ASPD|9BPWR
413	33328 23145	   	156.17	DCR|3VULN|1AART|2ASPD	1RMIN|29LWND|359VULN|4MBVNT|6RCR|7AART|89ASPD|9BPWR|aERES
414	42611 24111	   	156.17	DCR|3VULN|1AART|2ASPD	14ASPD|2RPLT|3AART|5RCVC|69aVULN|7RCR|8LHND
415	13212 16352	   	156.15	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1FEWX|2LWND|3MBVNT|47AART|5RCR|6DMG|8VULN|9ASPD|aZMB
416	63212 21364	   	156.15	ACR|2AART|1DMG|1VULN|1ZMB|1DUR	1LWND|2LHND|3MBVNT|46AART|5RCR|7ZMB|8VULN|9DUR|aDMG
417	42611 24211	   	156.07	DCR|3VULN|1AART|2ASPD	14ASPD|2RPLT|3AART|5RCVC|69aVULN|7RCR|8MBVNT
418	11327 28412	   	156.02	DCR|4VULN|1AART	17FEWX|27ERES|357aVULN|4MBVNT|6RCR|7BPWR|8AART|9CGEN
419	32542 25121	   	156.02	DCR|4VULN|1AART	13RMIN|2LEGI|4AART|568aVULN|7RCR|9LIT
420	21131 44233	   	156.00	ACR|2DMG|1AART|1VULN|1ZMB|1SELL	1aLIT|2aCGEN|3SELL|4RCR|5ZMB|6RMIN|7AART|8VULN|9aDMG|aBPWR
421	21133 44233	   	156.00	ACR|2DMG|1AART|1VULN|1ZMB|1SELL	1aLIT|2aCGEN|3SELL|4RCR|5RMIN|6ZMB|7AART|8VULN|9aDMG|aBPWR
422	13212 17212	 * 	155.97	ACR|2DMG|1AART|2ASPD|1ZMB|1DUR	1aFEWX|2LWND|3MBVNT|4AART|5RCR|6aDMG|7DUR|8ZMB|9aASPD|aBPWR
423	65212 17212	   	155.97	ACR|2DMG|1AART|2ASPD|1ZMB|1DUR	1aLWND|2FEWX|3MBVNT|4AART|5RCR|6aDMG|7DUR|8ZMB|9aASPD|aBPWR
424	45324 46121	   	155.97	DCR|3VULN|1AART|2ASPD	18ASPD|2MBVNT|39aVULN|4RPLT|5DUST|6RCR|7AART
425	56331 51324	   	155.93	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3LHND|4MBVNT|58VULN|6AART|7RCR|9AIRHEL|aDMG
426	26611 31261	   	155.88	DCR|2VULN|1AART|1DMG|2ZMB	1LIT|24MLV|3aVULN|56ZMB|7DMG|8RCR|9AART
427	62212 16323	 * 	155.87	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|2DUST|3MBVNT|47AART|5DUR|6DMG|8VULN|9RCR|aCDMG
428	12416 52223	   	155.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|26DUST|36VULN|4AART|5RCR|6BPWR|7DUR|8CDMG|9ZMB|aCGEN
429	12416 22221	   	155.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2DUST|3aVULN|4AART|5RCR|6DMSP|7DUR|8CDMG|9ZMB
430	12416 35233	   	155.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2DUST|3aVULN|4AART|5RCR|6LIT|7ZMB|8DUR|9CDMG
431	12416 62221	   	155.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2DUST|3aVULN|4AART|5RCR|6DUR|7RCVC|8CDMG|9ZMB
432	12263 41624	   	155.81	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUST|3MBVNT|4CDMG|5DUR|68aVULN|7AART|9RCR
433	45338 24443	   	155.79	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2MBVNT|35aVULN|4FEWX|6RCR|7LIT|8AART|9DUR
434	13212 16341	   	155.79	ACR|2AART|2VULN|1DMG	1FEWX|2LWND|3MBVNT|47AART|5RCR|6DMG|89VULN|aLHND
435	13212 16342	   	155.79	ACR|2AART|2VULN|1DMG	1FEWX|2LWND|3MBVNT|47AART|5RCR|6DMG|89VULN|aDMSP
436	13212 16343	   	155.79	ACR|2AART|2VULN|1DMG	1FEWX|2aLWND|3MBVNT|47AART|5RCR|6DMG|89VULN
437	13212 16844	   	155.79	ACR|2AART|2DMG|1VULN	1FEWX|2LWND|3MBVNT|47AART|5RCR|6aDMG|8LHND|9VULN
438	65212 16341	   	155.79	ACR|2AART|2VULN|1DMG	1LWND|2FEWX|3MBVNT|47AART|5RCR|6DMG|89VULN|aLHND
439	65212 16342	   	155.79	ACR|2AART|2VULN|1DMG	1LWND|2FEWX|3MBVNT|47AART|5RCR|6DMG|89VULN|aDMSP
440	65212 16343	   	155.79	ACR|2AART|2VULN|1DMG	1aLWND|2FEWX|3MBVNT|47AART|5RCR|6DMG|89VULN
441	12416 52222	   	155.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|26aDUST|36VULN|4AART|5RCR|6BPWR|7DUR|8CDMG|9ZMB
442	45348 24443	   	155.69	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2MBVNT|35aVULN|4DUST|6RCR|7LIT|8AART|9DUR
443	13212 16346	   	155.69	ACR|2AART|2VULN|1DMG	1FEWX|2LWND|3MBVNT|47AART|5RCR|6DMG|89VULN|aCANSTR
444	13212 16347	   	155.69	ACR|2AART|2VULN|1DMG	1FEWX|2LWND|3MBVNT|47AART|5RCR|6DMG|89VULN|aLEGI
445	13212 16348	   	155.69	ACR|2AART|2VULN|1DMG	1FEWX|2LWND|3MBVNT|47AART|5RCR|6DMG|89VULN|aDUST
446	45723 21143	   	155.67	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2MBVNT|3DMG|4DUR|5AART|6BEXP|7RCR|8LWND|9VULN|aCDMG
447	45723 21343	   	155.67	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2MBVNT|3DMG|4DUR|5AART|6BEXP|7RCR|8LHND|9VULN|aCDMG
448	63212 15341	   	155.55	ACR|2VULN|1AART|1DMG|1ZMB	19LWND|29LHND|3MBVNT|4AART|5RCR|6DMG|7ZMB|89VULN|9BPWR|aMLV
449	63212 15342	   	155.55	ACR|2VULN|1AART|1DMG|1ZMB	19LWND|29LHND|3MBVNT|4AART|5RCR|6DMG|7ZMB|89VULN|9BPWR|aRPLT
450	63212 15343	   	155.55	ACR|2VULN|1AART|1DMG|1ZMB	19LWND|29aLHND|3MBVNT|4AART|5RCR|6DMG|7ZMB|89VULN|9BPWR
451	63212 15346	   	155.55	ACR|2VULN|1AART|1DMG|1ZMB	19LWND|29LHND|3MBVNT|4AART|5RCR|6DMG|7ZMB|89VULN|9BPWR|aBEXP
452	63212 15347	   	155.55	ACR|2VULN|1AART|1DMG|1ZMB	19aLWND|29LHND|3MBVNT|4AART|5RCR|6DMG|7ZMB|89VULN|9BPWR
453	34432 13523	   	155.47	ACR|3VULN|1AART|2DUR	1RMIN|2RCVC|3AART|4RCR|59aVULN|6aLHND|7RPLT|8aDUR|aBPWR
454	34432 23143	   	155.47	ACR|3VULN|1AART|2DUR	1RMIN|2RCVC|3AART|4RCR|56aVULN|7RPLT|8aLHND|9aDUR|aBPWR
455	34433 11335	   	155.47	ACR|3VULN|1AART|2DUR	1RMIN|2RCVC|3AART|4RCR|58LIT|68aVULN|78DUR|8BPWR|9RPLT
456	34433 11361	   	155.47	ACR|3VULN|1AART|2DUR	1RMIN|29RCVC|3AART|4RCR|58LIT|68aVULN|78DUR|8BPWR
457	63212 15345	   	155.45	ACR|2VULN|1AART|1DMG|1ZMB	19LWND|29LHND|3MBVNT|4AART|5RCR|6DMG|7ZMB|89VULN|9BPWR|aDUST
458	16331 13643	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2DUR|34CGEN|59DMG|6aVULN|7CDMG|8RCR
459	12341 51523	   	155.38	DCR|3VULN|1AART|1DMG	1FEWX|2DUST|3CGEN|4DMG|58aVULN|6RPLT|7AART|9RCR
460	21621 43631	   	155.37	DCR|3VULN|1DMG|1ZMB|1ASPD|1SELL	1LIT|2CGEN|37aVULN|4SELL|5ZMB|6RCR|8ASPD|9DMG
461	34432 22325	   	155.37	ACR|3VULN|1AART|2DUR	1RMIN|2RCVC|3AART|4RCR|568VULN|78LIT|8BPWR|9aDUR
462	23136 48733	   	155.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2LEGI|3aVULN|4MBVNT|5DUR|6ZMB|7RCR|8AART|9CDMG
463	12416 32111	   	155.35	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2DUST|3VULN|4AART|5RCR|6LIT|78DMG|9ZMB|aBEXP
464	12416 32112	   	155.35	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2DUST|3VULN|4AART|5RCR|6LIT|78DMG|9ZMB|aDMSP
465	12416 32116	   	155.35	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2DUST|3VULN|4AART|5RCR|6LIT|78DMG|9ZMB|aLWND
466	12416 32611	   	155.35	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2DUST|38VULN|4AART|5RCR|6LIT|7DMG|9ZMB|aBEXP
467	12416 32612	   	155.35	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2DUST|38VULN|4AART|5RCR|6LIT|7DMG|9ZMB|aDMSP
468	12416 35123	   	155.35	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2DUST|3aVULN|4AART|5RCR|6LIT|7ZMB|8DMG|9CGEN
469	13416 12612	   	155.35	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2LWND|3aVULN|4AART|5RCR|6DMG|7MLV|8TLV|9ZMB
470	13212 32113	   	155.35	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2LWND|3MBVNT|4AART|5RCR|6LIT|78DMG|9ZMB|aVULN
471	63212 11345	   	155.35	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|27LHND|3MBVNT|4AART|5RCR|6DMG|89VULN|aZMB
472	63212 17345	   	155.35	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|2LHND|3MBVNT|4AART|5RCR|6DMG|7RCVC|89VULN|aZMB
473	65212 32113	   	155.35	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3MBVNT|4AART|5RCR|6LIT|78DMG|9ZMB|aVULN
474	11151 13643	   	155.30	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2ERES|3MLV|4ASPD|59DMG|6aVULN|7CDMG|8RCR
475	14231 13643	   	155.30	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2DMSP|3ASPD|4DUST|59DMG|6aVULN|7CDMG|8RCR
476	15231 13643	   	155.30	DCR|2VULN|2DMG|1CDMG|1ASPD	12FEWX|2BPWR|3ASPD|4DUST|59DMG|6aVULN|7CDMG|8RCR
477	45741 13222	 * 	155.28	DCR|3DMG|1AART|3ASPD	145ASPD|2MBVNT|34aDMG|4aBPWR|6aERES|7AART|8aBEXP|9RCR
478	45741 13322	   	155.28	DCR|3DMG|1AART|3ASPD	145ASPD|2MBVNT|34aDMG|4aBPWR|6aERES|7AART|8aLWND|9RCR
479	34432 23253	   	155.27	ACR|3VULN|1AART|2DUR	1RMIN|2RCVC|3AART|4RCR|56aVULN|7RPLT|8MBVNT|9aDUR|aBPWR
480	12242 28741	   	155.26	DCR|3DMG|2VULN	18aFEWX|28aDUST|3MBVNT|458DMG|6RCR|7RMIN|8aBPWR|9aVULN
481	41235 35312	   	155.25	ACR|2VULN|1AART|1DMG|2ASPD|1SELL	13ASPD|2TLV|4SELL|5RCR|67VULN|8AART|9FEWX|aDMG
482	12416 32113	   	155.25	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2DUST|3VULN|4AART|5RCR|6LIT|78DMG|9ZMB|aTLV
483	12416 32114	   	155.25	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2aDUST|3VULN|4AART|5RCR|6LIT|78DMG|9ZMB
484	12416 32613	   	155.25	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2DUST|38VULN|4AART|5RCR|6LIT|7DMG|9ZMB|aTLV
485	11251 13643	   	155.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2ERES|3TLV|4ASPD|59DMG|6aVULN|7CDMG|8RCR
486	51231 23643	   	155.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1ERES|2TLV|3ASPD|4aVULN|59DMG|6FEWX|7CDMG|8RCR
487	46212 13263	   	155.18	DCR|2VULN|1AART|3ASPD|2ZMB	13aASPD|2aZMB|4aVULN|5RMIN|6AART|7RPLT|8MBVNT|9RCR|aBPWR
488	11327 28361	   	155.17	DCR|4VULN|1AART|1SELL	17FEWX|27ERES|357aVULN|4MBVNT|6RCR|7BPWR|8SELL|9AART
489	34432 21351	   	155.17	ACR|3VULN|1AART|2DUR	1RMIN|2RCVC|3AART|4RCR|568VULN|7ERES|9aDUR
490	12242 27742	   	155.16	DCR|3DMG|2VULN	18aFEWX|2DUST|3MBVNT|458DMG|6RCR|78aTLV|8aBPWR|9aVULN
491	13242 22231	   	155.16	DCR|3VULN|2DMG	1FEWX|2LWND|3MBVNT|45DMG|6RCR|7BEXP|89aVULN
492	13242 22238	   	155.16	DCR|3DMG|2VULN	1FEWX|2LWND|3MBVNT|45aDMG|6RCR|7BEXP|89VULN
493	65242 22231	   	155.16	DCR|3VULN|2DMG	1LWND|2FEWX|3MBVNT|45DMG|6RCR|7BEXP|89aVULN
494	65242 22238	   	155.16	DCR|3DMG|2VULN	1LWND|2FEWX|3MBVNT|45aDMG|6RCR|7BEXP|89VULN
495	11611 12521	   	155.14	DCR|3DMG|1AART|1VULN|1SELL	1FEWX|25ERES|358DMG|4SELL|5BPWR|6CGEN|7AART|9RCR|aVULN
