0	Index      	 *	Score 	Summary	Detail	
1	13623 26512	 * 	189.93	ACR|3DMG|2AART|2VULN	19CGEN|2RMIN|3aAART|4LIT|5RCR|689DMG|79VULN|9BPWR
335	41211 23434	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2CGEN|3CDMG|4AART|5ASPD|6DMG|78VULN|9RCR|aBEXP
336	41211 23435	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2CGEN|3CDMG|4AART|5ASPD|6DMG|78VULN|9RCR|aRMIN
337	13511 25132	   	162.21	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	17CGEN|2RMIN|3VULN|4AART|57ASPD|67DMG|7BPWR|8MBVNT|9RCR|aDUR
338	41214 23432	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2CGEN|3CDMG|4AART|5MLV|6DMG|78VULN|9RCR|aDUR
339	21523 32485	   	162.21	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	15VULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8aZMB|9CDMG
340	23235 32611	   	162.18	ACR|2VULN|2DMG|2ASPD|1ZMB	19VULN|2RMIN|3ERES|4RCR|59ASPD|6ZMB|7CGEN|89DMG|9BPWR|aBASICY
341	23235 35612	   	162.18	ACR|2VULN|2DMG|2ASPD|1ZMB	19VULN|2RMIN|3ERES|4RCR|59ASPD|6ZMB|7TLV|89DMG|9BPWR|aLWND
342	23235 35613	   	162.18	ACR|2VULN|2DMG|2ASPD|1ZMB	19VULN|2RMIN|3ERES|4RCR|59ASPD|6ZMB|7TLV|89DMG|9BPWR|aLHND
343	26143 33314	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	15VULN|2ERES|3BEXP|4RCR|6ZMB|7aDMG|8LIT|9CDMG
344	26343 33314	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	15VULN|2ERES|3LWND|4RCR|6ZMB|7aDMG|8LIT|9CDMG
345	41211 23436	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2CGEN|3CDMG|4AART|5ASPD|6DMG|78VULN|9RCR|aTLV
346	23235 35611	   	162.08	ACR|2VULN|2DMG|2ASPD|1ZMB	19VULN|2RMIN|3ERES|4RCR|59ASPD|6ZMB|7TLV|89DMG|9BPWR|aBASICY
347	23123 38178	   	161.98	DCR|3VULN|1AART|1DMG	159VULN|2RMIN|3BEXP|4MBVNT|6RCR|7CGEN|8AART|aDMG
348	25215 32362	   	161.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2RPLT|3LHND|4DMG|5CDMG|6ERES|7AART|8ZMB|aRCR
349	22323 34144	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	157VULN|2CGEN|3LWND|4MBVNT|6RCR|8DUR|9AART|aCDMG
350	62213 41263	 * 	161.90	DCR|2AART|2VULN|2ZMB|1ASPD	1aZMB|2FEWX|3aERES|48AART|5DUST|6RCR|7ASPD|9aVULN|aBPWR
351	25463 23333	   	161.89	ACR|3VULN|2DMG|1ZMB	19aVULN|2RPLT|3CGEN|47DMG|5RCR|6ZMB|8LHND
352	35363 23533	   	161.89	ACR|3VULN|2DMG|1ZMB	1FEWX|2RPLT|3CGEN|47DMG|5RCR|6ZMB|89aVULN
353	26123 34178	   	161.88	DCR|3VULN|1AART|1DMG	159VULN|2ERES|3BEXP|4MBVNT|6RCR|7CGEN|8AART|aDMG
354	26123 34183	   	161.88	DCR|3VULN|1AART|2CDMG	15aVULN|2aERES|3BEXP|4MBVNT|6RCR|7CGEN|8AART|9aCDMG|aBPWR
355	22312 33151	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3LWND|4LIT|5AART|6RCR|7CDMG|8BEXP|aDMG
356	22432 33151	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3LIT|4LWND|5AART|6RCR|7CDMG|8BEXP|aDMG
357	22343 33365	   	161.83	ACR|3VULN|1AART|2ZMB|1DUR	159VULN|2CGEN|3LWND|4RCR|6aZMB|7DUR|8AART
358	22155 23336	   	161.82	DCR|3VULN|1AART|1DMG|1DUR	15aVULN|2CGEN|3BEXP|4LHND|6DMG|7DUR|8AART|9RCR
359	22143 36631	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2CGEN|3BEXP|4RCR|6ZMB|7ASPD|8DMG|9AART|aLHND
360	22143 36633	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2CGEN|3BEXP|4RCR|6ZMB|7ASPD|8DMG|9AART|aMLV
361	22343 33642	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LWND|4RCR|6ZMB|7DUR|8DMG|9AART|aLIT
362	22343 33643	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3aLWND|4RCR|6ZMB|7DUR|8DMG|9AART
363	22343 36142	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LWND|4RCR|6ZMB|7DMG|8DUR|9AART|aLIT
364	22343 36143	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3aLWND|4RCR|6ZMB|7DMG|8DUR|9AART
365	23143 36631	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2RMIN|3BEXP|4RCR|6ZMB|7ASPD|8DMG|9AART|aLHND
366	23343 33142	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2RMIN|3LWND|4RCR|6ZMB|7DMG|8DUR|9AART|aLIT
367	23343 33143	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2RMIN|3aLWND|4RCR|6ZMB|7DMG|8DUR|9AART
368	23343 33145	   	161.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2RMIN|3LWND|4RCR|6ZMB|7DMG|8DUR|9AART|aBEXP
369	22123 32438	 * 	161.78	DCR|2VULN|1AART|1DMG|2ZMB	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|89ZMB|aDMG
370	26312 33151	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2ERES|3LWND|4LIT|5AART|6RCR|7CDMG|8BEXP|aDMG
371	26432 33151	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2ERES|3LIT|4LWND|5AART|6RCR|7CDMG|8BEXP|aDMG
372	13511 53182	   	161.72	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|2RMIN|378VULN|4AART|5ASPD|6MBVNT|9DMG|aRCR
373	22343 33641	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LWND|4RCR|6ZMB|7DUR|8DMG|9AART|aERES
374	22343 36141	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3LWND|4RCR|6ZMB|7DMG|8DUR|9AART|aERES
375	23143 36633	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2RMIN|3BEXP|4RCR|6ZMB|7ASPD|8DMG|9AART|aTLV
376	23343 33141	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2RMIN|3LWND|4RCR|6ZMB|7DMG|8DUR|9AART|aERES
377	23343 33146	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2RMIN|3LWND|4RCR|6ZMB|7DMG|8DUR|9AART|aTLV
378	26343 33143	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2ERES|3aLWND|4RCR|6ZMB|7DMG|8DUR|9AART
379	23143 33232	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2RMIN|3BEXP|4RCR|6ZMB|7DMG|8ERES|9AART|aDUR
380	23235 23364	   	161.69	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2RMIN|3ERES|4RCR|5ASPD|67DMG|8RPLT|9AART|aZMB
381	26123 32438	   	161.68	DCR|2VULN|1AART|1DMG|2ZMB	15VULN|2ERES|3BEXP|4MBVNT|6RCR|7AART|89ZMB|aDMG
382	26312 36213	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2ERES|3LWND|4LIT|5AART|6RCR|7BASHEA|89DMG|aCDMG
383	26432 36213	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2ERES|3LIT|4LWND|5AART|6RCR|7BASHEA|89DMG|aCDMG
384	26343 33141	   	161.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2aERES|3LWND|4RCR|6ZMB|7DMG|8DUR|9AART
385	23326 11783	   	161.57	DCR|3DMG|2VULN|1ZMB	1aVULN|2RMIN|3aLWND|4MBVNT|5ZMB|6LIT|79aDMG|8RCR|aBPWR
386	64326 32134	 * 	161.56	DCR|2AART|1VULN|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4VULN|5MBVNT|6RCR|79AART|8LHND|aCDMG
387	64352 22212	 * 	161.46	DCR|3ZMB|1AART|1VULN|3DUR|1CDMG	134ZMB|236DUR|3BPWR|5AART|7ERES|8CDMG|9RCR|aVULN
388	64326 32214	   	161.46	DCR|2AART|1VULN|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4VULN|5MBVNT|6RCR|78AART|9LEGI|aCDMG
389	22343 26262	   	161.43	ACR|2VULN|2DMG|1AART	15VULN|2CGEN|3LWND|4RCR|67DMG|8RPLT|9AART|aLIT
390	23343 23262	   	161.43	ACR|2VULN|2DMG|1AART	15VULN|2RMIN|3LWND|4RCR|67DMG|8RPLT|9AART|aLIT
391	23343 23263	   	161.43	ACR|2VULN|2DMG|1AART	15VULN|2RMIN|3LWND|4RCR|67DMG|8RPLT|9AART|aMGNLIT
392	23343 23266	   	161.43	ACR|2VULN|2DMG|1AART	15VULN|2RMIN|3aLWND|4RCR|67DMG|8RPLT|9AART
393	25163 23532	   	161.42	DCR|3VULN|2DMG|1ZMB|1SELL	139VULN|2RPLT|4ZMB|5SELL|69BEXP|79DMG|8RCR|9BPWR|aBELT
394	25163 23533	   	161.42	DCR|3VULN|2DMG|1ZMB|1SELL	139VULN|2RPLT|4ZMB|5SELL|69BEXP|79DMG|8RCR|9BPWR|aLIT
395	21632 23131	   	161.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2DUST|3DUR|4LIT|5AART|7CDMG|8TLV|9RCR|aDMG
396	22323 34658	   	161.38	DCR|3VULN|1AART|1DMG	157VULN|2CGEN|3LWND|4MBVNT|6RCR|8FEWX|9AART|aDMG
397	22212 63422	   	161.37	ACR|3VULN|1AART|2DUR|1ZMB	168VULN|2CGEN|3ERES|49DUR|5RCR|7AART|aZMB
398	26143 23262	   	161.33	ACR|2VULN|2DMG|1AART	15VULN|2ERES|3BEXP|4RCR|67DMG|8RPLT|9AART|aLIT
399	26343 23262	   	161.33	ACR|2VULN|2DMG|1AART	15VULN|2ERES|3LWND|4RCR|67DMG|8RPLT|9AART|aLIT
400	23141 24313	   	161.30	ACR|3VULN|1AART|1DMG	178VULN|2RMIN|3BEXP|4RCR|5MGNSTR|6AART|9FEWX|aDMG
401	22323 34348	   	161.28	DCR|3VULN|1AART|1DMG	157VULN|2CGEN|3LWND|4MBVNT|6RCR|8DUST|9AART|aDMG
402	22413 66111	   	161.28	ACR|4VULN|1AART|1DUR	1679VULN|2CGEN|39LIT|4AART|5RCR|89LHND|9BPWR|aDUR
403	23143 33121	   	161.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2RMIN|39BEXP|4RCR|6ZMB|7DMG|8DUR|aAART
404	23143 33141	   	161.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2RMIN|3BEXP|4RCR|6ZMB|7DMG|8DUR|9DMSP|aAART
405	23143 33151	   	161.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2RMIN|3BEXP|4RCR|6ZMB|7DMG|8DUR|9RCVC|aAART
406	21522 25172	   	161.15	DCR|2VULN|2DMG|1AART|1ASPD	19VULN|2DUST|3ASPD|4MBVNT|5LHND|67DMG|8AART|aRCR
407	14231 63413	 * 	161.12	ACR|3VULN|1AART|1FLTHEA|1DUR	1CGEN|2DUR|3ERES|4RCR|568VULN|7AART|9FEWX|aFLTHEA
408	11231 33423	   	161.12	ACR|3VULN|1AART|1FLTHEA|1DUR	1CGEN|2FEWX|3ERES|4RCR|568VULN|7AART|9DUR|aFLTHEA
409	22143 63423	   	161.12	ACR|3VULN|1AART|1FLTHEA|1DUR	158VULN|2CGEN|3BEXP|4RCR|6ERES|7AART|9DUR|aFLTHEA
410	32231 33423	   	161.12	ACR|3VULN|1AART|1FLTHEA|1DUR	1FEWX|2CGEN|3ERES|4RCR|568VULN|7AART|9DUR|aFLTHEA
411	22143 36611	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2CGEN|3BEXP|4RCR|6ZMB|7ASPD|8DMG|9LSRHEA|aAART
412	23143 36611	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2RMIN|3BEXP|4RCR|6ZMB|7ASPD|8DMG|9AIRHEA|aAART
413	26143 33111	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2ERES|39BEXP|4RCR|6ZMB|7DMG|8DUR|aAART
414	26143 33141	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2ERES|3BEXP|4RCR|6ZMB|7DMG|8DUR|9DMSP|aAART
415	26143 33151	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2ERES|3BEXP|4RCR|6ZMB|7DMG|8DUR|9RCVC|aAART
416	22143 33233	 * 	161.08	ACR|2VULN|2AART|1FLTHEA|1ZMB	15VULN|2CGEN|3BEXP|4RCR|6ZMB|79AART|8RPLT|aFLTHEA
417	22413 66212	   	161.08	ACR|4VULN|1AART|1ASPD	1678VULN|2CGEN|3LIT|4AART|5RCR|9FEWX|aASPD
418	22413 66223	   	161.08	ACR|4VULN|1AART|1DUR	1678VULN|2CGEN|3LIT|4AART|5RCR|9DUR|aLWND
419	22413 66231	   	161.08	ACR|4VULN|1AART|1DUR	1678VULN|2CGEN|3LIT|4AART|5RCR|9LHND|aDUR
420	64124 28334	   	161.02	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|3BEXP|4MBVNT|6DMG|7RCR|8aAART|9VULN
421	35114 32532	   	161.01	DCR|2VULN|2DMG|1AART	1FEWX|2RPLT|3aVULN|46DMG|5LHND|7RCR|8BELT|9AART
422	35133 32532	   	161.01	DCR|2VULN|2DMG|1AART	1FEWX|2RPLT|3aVULN|4LHND|56DMG|7RCR|8BELT|9AART
423	45133 32532	   	161.01	DCR|2VULN|2DMG|1AART	1RPLT|2FEWX|3aVULN|4LHND|56DMG|7RCR|8BELT|9AART
424	21523 32883	   	161.00	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	15VULN|2DUST|3ASPD|4MBVNT|6RCR|7AART|8CGEN|9CDMG|aFLTHEA
425	26123 32883	   	161.00	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ASPD	15VULN|2ERES|3BEXP|4MBVNT|6RCR|7AART|8CDMG|9ASPD|aFLTHEA
426	23235 33611	   	160.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2RMIN|3ERES|4RCR|5ASPD|6ZMB|78DMG|9DUST|aAART
427	21663 13342	 * 	160.91	3VULN|3DMG|2AART|3DUR	19aVULN|2DUST|39aDUR|4RPLT|59aDMG|68AART|7LEGI|9aBPWR
428	22123 32263	   	160.90	DCR|3VULN|2AART|1ASPD	159VULN|2CGEN|3BEXP|4MBVNT|6RCR|78AART|aASPD
429	22123 32264	   	160.90	DCR|3VULN|2AART|1DUR	159VULN|2CGEN|3BEXP|4MBVNT|6RCR|78AART|aDUR
430	23123 32263	   	160.90	DCR|3VULN|2AART|1ASPD	159VULN|2RMIN|3BEXP|4MBVNT|6RCR|78AART|aASPD
431	22142 36633	   	160.90	ACR|4VULN|2CDMG|1ZMB	189aVULN|2CGEN|39BEXP|4RCR|5LHND|6ZMB|79CDMG|9BPWR
432	21523 32247	   	160.80	DCR|3VULN|2AART|1ASPD	15aVULN|2DUST|3ASPD|4MBVNT|6RCR|78AART|9LIT
433	21523 32265	   	160.80	DCR|3VULN|2AART|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|78AART|aLHND
434	21523 32268	   	160.80	DCR|3VULN|2AART|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|78AART|aBEXP
435	21523 32286	   	160.80	DCR|3VULN|2AART|1ASPD	15aVULN|2DUST|3ASPD|4MBVNT|6RCR|78AART|9RCVC
436	21523 32362	   	160.80	DCR|3VULN|2AART|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|7aAART|8RCVC
437	26123 32263	   	160.80	DCR|3VULN|2AART|1ASPD	159VULN|2ERES|3BEXP|4MBVNT|6RCR|78AART|aASPD
438	26123 32264	   	160.80	DCR|3VULN|2AART|1DUR	159VULN|2ERES|3BEXP|4MBVNT|6RCR|78AART|aDUR
439	22143 23141	   	160.80	ACR|3VULN|1AART|1DMG	15aVULN|2CGEN|3aBEXP|4RCR|6DMG|7AART|8DUST|9aFEWX|aBPWR
440	23142 42432	   	160.80	ACR|3VULN|1AART|2CDMG	16aVULN|2RMIN|3aBEXP|4RCR|5LHND|7AART|8LWND|9aCDMG|aBPWR
441	23143 22611	   	160.73	ACR|2VULN|2DMG|1AART	15VULN|2RMIN|3BEXP|4RCR|68DMG|7CGEN|9DUST|aAART
442	23143 23611	   	160.73	ACR|2VULN|2DMG|1AART	15VULN|2RMIN|3BEXP|4RCR|67DMG|8CGEN|9DUST|aAART
443	21523 32237	   	160.70	DCR|3VULN|2AART|1ASPD	15aVULN|2DUST|3ASPD|4MBVNT|6RCR|78AART|9TLV
444	21523 32261	   	160.70	DCR|3VULN|2AART|1ASPD	159VULN|2DUST|3ASPD|4MBVNT|6RCR|78AART|aLEGI
445	46111 21421	   	160.70	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1RPLT|2FLTHEA|3LSRHEA|4ASPD|5DMG|68VULN|7RCR|9DUR|aCDMG
446	26143 33433	   	160.70	ACR|4VULN|1DMG|1ZMB	159aVULN|2ERES|3BEXP|4RCR|6ZMB|7DMG|8RPLT
447	22143 23411	   	160.70	ACR|3VULN|1AART|1DMG	158VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|9BELT|aRMIN
448	22143 23412	   	160.70	ACR|3VULN|1AART|1DMG	158VULN|2aCGEN|3BEXP|4RCR|6DMG|7AART|9BELT
449	22143 23413	   	160.70	ACR|3VULN|1AART|1DMG	158VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|9BELT|aLHND
450	22143 23416	   	160.70	ACR|3VULN|1AART|1DMG	158VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|9BELT|aMLV
451	22143 23441	   	160.70	ACR|3VULN|1AART|1DMG	158VULN|29CGEN|3BEXP|4RCR|6DMG|7AART|aFEWX
452	22143 23443	   	160.70	ACR|3VULN|1AART|1DMG	158VULN|29CGEN|3BEXP|4RCR|6DMG|7AART|aLHND
453	23142 42126	   	160.70	ACR|3VULN|1AART|1DMG	16aVULN|2RMIN|3BEXP|4RCR|58LHND|7AART|9DMG
454	23143 53224	   	160.70	ACR|3VULN|1AART|1DMG	15aVULN|2RMIN|3BEXP|4RCR|6CGEN|7AART|8RPLT|9DMG
455	23343 42132	   	160.70	ACR|3VULN|1AART|2CDMG	15aVULN|2RMIN|3aLWND|4RCR|6DUST|7AART|8LHND|9aCDMG|aBPWR
456	23143 23111	   	160.63	ACR|2VULN|2DMG|1AART	15VULN|2RMIN|3BEXP|4RCR|67DMG|8NUKE|9DUST|aAART
457	23143 23511	   	160.63	ACR|2VULN|2DMG|1AART	15VULN|2RMIN|3BEXP|4RCR|67DMG|8ERES|9DUST|aAART
458	23143 25611	   	160.63	ACR|2VULN|2DMG|1AART	15VULN|2RMIN|3BEXP|4RCR|68DMG|7TLV|9DUST|aAART
459	22143 23161	   	160.60	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|8DUST|aLHND
460	22143 23163	   	160.60	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|8DUST|aMLV
461	22143 23164	   	160.60	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3aBEXP|4RCR|6DMG|7AART|8DUST
462	22143 23244	   	160.60	ACR|3VULN|1AART|1DMG	15aVULN|2CGEN|3BEXP|4RCR|6DMG|7AART|8RPLT|9TLV
463	22143 23351	   	160.60	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|8ERES|aDMSP
464	22143 23354	   	160.60	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|8ERES|aLHND
465	22143 23414	   	160.60	ACR|3VULN|1AART|1DMG	158VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|9BELT|aERES
466	22143 23421	   	160.60	ACR|3VULN|1AART|1DMG	158VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|9DUST|aLHND
467	22143 23423	   	160.60	ACR|3VULN|1AART|1DMG	158VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|9DUST|aMLV
468	22143 23424	   	160.60	ACR|3VULN|1AART|1DMG	158VULN|2CGEN|3aBEXP|4RCR|6DMG|7AART|9DUST
469	22143 23461	   	160.60	ACR|3VULN|1AART|1DMG	158VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|9TLV|aDMSP
470	22143 23551	   	160.60	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|8RMIN|aLEGI
471	22343 33632	   	160.58	ACR|3VULN|1DMG|1ZMB|1ASPD|1DUR	15aVULN|2CGEN|3LWND|4RCR|6ZMB|7DUR|8DMG|9ASPD
472	22343 36132	   	160.58	ACR|3VULN|1DMG|1ZMB|1ASPD|1DUR	15aVULN|2CGEN|3LWND|4RCR|6ZMB|7DMG|8DUR|9ASPD
473	23343 33132	   	160.58	ACR|3VULN|1DMG|1ZMB|1DUR|1ASPD	15aVULN|2RMIN|3LWND|4RCR|6ZMB|7DMG|8DUR|9ASPD
474	22123 32865	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|9LIT|aCDMG
475	22123 32882	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|9CDMG|aLIT
476	22123 32884	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|9CDMG|aMLV
477	22123 32887	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|9CDMG|aLWND
478	22123 32888	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|9CDMG|aRPLT
479	23323 32138	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2RMIN|3LWND|4MBVNT|6RCR|7AART|8LHND|9CDMG|aDMG
480	66623 32232	 * 	160.56	3VULN|3DMG|3ZMB|1AART|1SELL	17aZMB|2RCVC|3CGEN|4SELL|57aDMG|67aVULN|7aBPWR|8AART|9RMIN
481	21643 23335	   	160.55	DCR|2VULN|2DMG|1AART|1DUR	15VULN|2DUST|3DUR|4NUKE|67DMG|8FEWX|9AART|aRCR
482	26143 23111	   	160.53	ACR|2VULN|2DMG|1AART	15VULN|2ERES|3BEXP|4RCR|67DMG|8NUKE|9DUST|aAART
483	62226 32262	   	160.52	DCR|3AART|2VULN|1ZMB|1ASPD	1ZMB|2FEWX|3ERES|49VULN|5ASPD|6RCR|78aAART
484	11231 33223	   	160.50	ACR|3VULN|1AART|1DMG	1CGEN|2FEWX|3ERES|4RCR|569VULN|7AART|8SNIHEL|aDMG
485	13531 23366	   	160.50	ACR|3VULN|1AART|1DMG	1CGEN|2RMIN|38aVULN|4RCR|5ERES|6DMG|7AART|9TLV
486	22143 23165	   	160.50	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|8DUST|aLEGI
487	22143 23352	   	160.50	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|8ERES|aBASICY
488	22143 23355	   	160.50	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|8ERES|aTLV
489	22143 23425	   	160.50	ACR|3VULN|1AART|1DMG	158VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|9DUST|aLEGI
490	22143 23462	   	160.50	ACR|3VULN|1AART|1DMG	158VULN|2CGEN|3BEXP|4RCR|6DMG|7AART|9TLV|aBASICY
491	22143 63223	   	160.50	ACR|3VULN|1AART|1DMG	159VULN|2CGEN|3BEXP|4RCR|6ERES|7AART|8SNIHEL|aDMG
492	23233 23366	   	160.50	ACR|3VULN|1AART|1DMG	18aVULN|2RMIN|3ERES|4RCR|5CGEN|6DMG|7AART|9TLV
493	23343 42326	   	160.50	ACR|3VULN|1AART|1DMG	15aVULN|2RMIN|3LWND|4RCR|68DUST|7AART|9DMG
494	26143 53223	   	160.50	ACR|3VULN|1AART|1DMG	159VULN|2ERES|3BEXP|4RCR|6CGEN|7AART|8SNIHEL|aDMG
495	32231 33223	   	160.50	ACR|3VULN|1AART|1DMG	1FEWX|2CGEN|3ERES|4RCR|569VULN|7AART|8SNIHEL|aDMG
496	22212 63125	   	160.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16VULN|2CGEN|3ERES|4DUR|5RCR|7AART|8RMIN|9DMG|aZMB
497	26343 33132	   	160.48	ACR|3VULN|1DMG|1ZMB|1DUR|1ASPD	15aVULN|2ERES|3LWND|4RCR|6ZMB|7DMG|8DUR|9ASPD
498	22123 32847	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8DMG|9ERES|aCDMG
499	26123 32828	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2ERES|3BEXP|4MBVNT|6RCR|7AART|8CDMG|9FEWX|aDMG
500	26123 32838	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2ERES|3BEXP|4MBVNT|6RCR|7AART|8CDMG|9LWND|aDMG
501	26123 32848	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2ERES|3BEXP|4MBVNT|6RCR|7AART|8CDMG|9LHND|aDMG
502	26323 32138	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	15VULN|2ERES|3LWND|4MBVNT|6RCR|7AART|8LHND|9CDMG|aDMG
503	22123 32472	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	159VULN|2CGEN|3BEXP|4MBVNT|6RCR|7AART|8ZMB|aDUR
504	22323 32772	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	159VULN|2CGEN|3LWND|4MBVNT|6RCR|7AART|8ZMB|aDUR
