0	Index      	 *	Score 	Summary	Detail	
1	42341 13222	 * 	210.91	DCR|3VULN|2DMG|1MDPS|3DUR	123DUR|28BPWR|458VULN|68FEWX|78DMG|9RCR|aMDPS
322	64313 15223	   	184.15	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR	168VULN|2MDPS|3DUR|4CDMG|5LWND|7RCR|9DMG|aCGEN
323	61611 32116	   	184.10	DCR|2VULN|2DMG|1CDMG|1DUR	15VULN|2FEWX|3LHND|45DMG|5BPWR|6BEXP|7RCR|8DUR|9BELT|aCDMG
324	34313 15221	   	184.05	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR	1BEXP|2MDPS|3DUR|4CDMG|568VULN|7RCR|9DMG|aDUST
325	34313 15224	   	184.05	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR	1BEXP|2MDPS|3DUR|4CDMG|568VULN|7RCR|9DMG|aBASARM
326	34313 15232	   	184.05	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	1BEXP|2MDPS|3DUR|4CDMG|568VULN|7RCR|9ERES|aASPD
327	64313 15221	   	184.05	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR	168VULN|2MDPS|3DUR|4CDMG|5LWND|7RCR|9DMG|aDUST
328	64313 15232	   	184.05	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	168VULN|2MDPS|3DUR|4CDMG|5LWND|7RCR|9ERES|aASPD
329	66133 33423	   	183.99	DCR|3VULN|1ASPD|1DMG|1ZMB	178VULN|2AME|3ASPD|4DMG|5DUST|6LHND|9ZMB|aRCR
330	13143 26333	   	183.95	DCR|3VULN|1MDPS|1DMG|1NUKE|1CDMG	1CDMG|2LIT|3NUKE|478VULN|5ERES|6RCR|9DMG|aMDPS
331	13522 53242	   	183.92	ACR|3VULN|2DMG|3CDMG	18aCDMG|2LIT|3RCR|478VULN|58DMG|6RMIN|8BPWR|9LHND
332	41153 31613	   	183.92	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR|1SELL	1DUR|2FEWX|3SELL|4VULN|5DMG|6LWND|7ASPD|8RCR|9CDMG|aNUKE
333	33341 54112	   	183.91	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2FEWX|3DMG|47AART|5CDMG|6LWND|8VULN|9RCR|aZMB
334	34313 15213	   	183.90	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR|1SELL	1BEXP|2MDPS|3DUR|4CDMG|568VULN|7RCR|9SELL|aDMG
335	64313 15213	   	183.90	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR|1SELL	168VULN|2MDPS|3DUR|4CDMG|5LWND|7RCR|9SELL|aDMG
336	63133 23423	   	183.89	DCR|3VULN|1ASPD|1DMG|1ZMB	178VULN|2TLV|3ASPD|4DMG|5DUST|6LHND|9ZMB|aRCR
337	22531 33316	   	183.86	DCR|3VULN|1MDPS|1AART|1CDMG|1DUR	1MLV|2CDMG|3MDPS|478VULN|5BEXP|6AART|9RCR|aDUR
338	11443 22222	   	183.86	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|458VULN|6LWND|7DMSP|9RCR|aAART
339	13522 53214	   	183.82	ACR|3VULN|2DMG|3CDMG	18aCDMG|2LIT|3RCR|478VULN|58DMG|6RMIN|8BPWR|9ERES
340	36342 33532	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CGEN|3LWND|4AART|59VULN|6RCR|7DMG|8ERES|aCDMG
341	22421 42613	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1MLV|2CDMG|3DUR|4FEWX|5ERES|6VULN|7ASPD|8RCR|9aAART
342	22423 42613	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1MLV|2CDMG|3DUR|4FEWX|5VULN|6TLV|7ASPD|8RCR|9aAART
343	63154 31131	   	183.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1VULN|2TLV|39ASPD|4ZMB|5RPLT|6LWND|7DMG|8AART|aRCR
344	11443 11222	   	183.76	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|458VULN|6MLV|7ERES|9RCR|aAART
345	11443 41222	   	183.76	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|458VULN|6AME|7ERES|9RCR|aAART
346	11443 51222	   	183.76	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|458VULN|6RMIN|7ERES|9RCR|aAART
347	14531 33316	   	183.76	DCR|3VULN|1MDPS|1AART|1CDMG|1DUR	1CDMG|2TLV|3MDPS|478VULN|5BEXP|6AART|9RCR|aDUR
348	64315 23311	   	183.76	DCR|3VULN|1MDPS|1AART|1CDMG|1AAC|1DUR	167VULN|2MDPS|3DUR|4CDMG|5AAC|8AART|9RCR|aBEXP
349	64315 23312	   	183.76	DCR|3VULN|1MDPS|1AART|1CDMG|1AAC|1DUR	167VULN|2MDPS|3DUR|4CDMG|5AAC|8AART|9RCR|aLWND
350	64315 23313	   	183.76	DCR|3VULN|1MDPS|1AART|1CDMG|1AAC|1DUR	167VULN|2MDPS|3DUR|4CDMG|5AAC|8AART|9RCR|aDMSP
351	36342 31621	   	183.71	DCR|2VULN|2AART|1DMG	1BEXP|2CGEN|37LWND|49AART|58VULN|6RCR|aDMG
352	22441 12613	   	183.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1MLV|2CDMG|3DUR|4VULN|5ERES|6DUST|7ASPD|8RCR|9aAART
353	14443 31222	   	183.66	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|27TLV|3DUR|458VULN|6MBVNT|9RCR|aAART
354	36342 33215	   	183.61	DCR|2VULN|2AART|1DMG	1BEXP|2CGEN|3LWND|4aAART|59VULN|6RCR|7DMG|8DUST
355	36342 33531	   	183.61	DCR|2VULN|2AART|1DMG	1BEXP|2CGEN|3LWND|4aAART|59VULN|6RCR|7DMG|8ERES
356	62341 11335	   	183.59	DCR|3VULN|1DMG|1CDMG|2DUR	159VULN|2LWND|3DMG|45DUR|5BPWR|6AME|7RMIN|8CDMG|aRCR
357	62341 31335	   	183.59	DCR|3VULN|1DMG|1CDMG|2DUR	159VULN|2LWND|3DMG|45DUR|5BPWR|6MLV|7RMIN|8CDMG|aRCR
358	62341 33335	   	183.59	DCR|3VULN|1DMG|1CDMG|2DUR	159VULN|2LWND|3DMG|45DUR|5BPWR|6MLV|7AME|8CDMG|aRCR
359	26144 32211	   	183.57	DCR|3DMG|2ASPD|1CDMG	18MLV|2LIT|38aDMG|4CDMG|5CGEN|6RCR|78ASPD|8BPWR|9ERES
360	61243 32521	   	183.51	DCR|2VULN|2AART|1DMG	18VULN|2FEWX|37ERES|49AART|5LHND|6RCR|aDMG
361	61611 32123	   	183.51	DCR|3DMG|2VULN|1DUR	15VULN|29FEWX|3LHND|45aDMG|5BPWR|6BEXP|7RCR|8DUR
362	61611 32151	   	183.51	DCR|3DMG|2VULN|1DUR	15VULN|2FEWX|3aLHND|459DMG|5BPWR|6BEXP|7RCR|8DUR
363	61611 32163	   	183.51	DCR|3DMG|2VULN|1DUR	15VULN|2FEWX|39LHND|45aDMG|5BPWR|6BEXP|7RCR|8DUR
364	61311 22153	   	183.51	DCR|3DMG|2VULN|1DUR	15VULN|2FEWX|39aDMG|45BEXP|5BPWR|6LHND|7RCR|8DUR
365	53311 14232	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2AAC|3ASPD|4DMSP|5DMG|6RCR|7BELT|8AART|9VULN|aCDMG
366	61611 32152	   	183.41	DCR|3DMG|2VULN|1DUR	15VULN|2FEWX|3LHND|459DMG|5BPWR|6BEXP|7RCR|8DUR|aTLV
367	12222 13121	   	183.39	DCR|3VULN|1DMG|1CDMG|2DUR	1CDMG|2BASARM|3DMG|457VULN|68DUR|9RCVC|aRCR
368	12222 13135	   	183.39	DCR|3VULN|1DMG|1CDMG|2DUR	1CDMG|2BASARM|3DMG|457VULN|68DUR|9LWND|aRCR
369	61312 32153	   	183.31	DCR|3DMG|2VULN|1DUR	16VULN|2FEWX|39aDMG|4BEXP|5DUST|7RCR|8DUR
370	61612 32153	   	183.31	DCR|3DMG|2VULN|1DUR	16VULN|2FEWX|3LHND|49aDMG|5DUST|7RCR|8DUR
371	26223 21561	   	183.27	DCR|3VULN|1AART|1DMG	1MLV|2LIT|389VULN|4AART|5CANARM|6DUST|7RCR|aDMG
372	14563 23111	 * 	183.27	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|28TLV|3MDPS|4DMG|5VULN|6RCR|7ASPD|9AART|aBEXP
373	14563 23112	   	183.27	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|28TLV|3MDPS|4DMG|5VULN|6RCR|7ASPD|9AART|aLWND
374	14563 23113	   	183.27	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|28TLV|3MDPS|4DMG|5VULN|6RCR|7ASPD|9AART|aDMSP
375	63134 13623	   	183.10	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1VULN|2TLV|3ASPD|4DMG|5ZMB|67DUR|8AART|9LWND|aRCR
376	63134 13633	   	183.10	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1VULN|2TLV|3ASPD|4DMG|5ZMB|67DUR|8AART|9BEXP|aRCR
377	63134 13613	   	183.00	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1VULN|2TLV|3ASPD|4DMG|5ZMB|67DUR|8AART|9LEGI|aRCR
378	11354 34322	 * 	182.99	DCR|3VULN|2AAC|1AART|2CDMG	16CDMG|23AAC|456VULN|6BPWR|7LWND|8BEXP|9RCR|aAART
379	11654 31322	   	182.99	DCR|3VULN|1AART|2CDMG|1AAC	16CDMG|2AAC|3RCVC|456VULN|6BPWR|7LEGI|8BEXP|9RCR|aAART
380	41143 36113	 * 	182.98	DCR|2AART|2DMG|1VULN|1DUR|1SELL	1DUR|26FEWX|3SELL|4LEGI|56DMG|6BPWR|7aAART|8VULN|9RCR
381	11354 31322	   	182.89	DCR|3VULN|2AAC|1AART|2CDMG	16CDMG|23AAC|456VULN|6BPWR|7LEGI|8BEXP|9RCR|aAART
382	22442 11263	   	182.80	DCR|2VULN|1AART|2CDMG|2DUR	16MLV|2aCDMG|35DUR|48VULN|7RCR|9AART
383	22442 11343	   	182.80	DCR|2VULN|1AART|2CDMG|2DUR	16MLV|2aCDMG|35DUR|49VULN|7RCR|8AART
384	13542 34432	   	182.71	ACR|2VULN|2DMG|1AART|2CDMG	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9FEWX|aRMIN
385	13542 34433	   	182.71	ACR|2VULN|2DMG|1AART|2CDMG	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9FEWX|aMULFIG
386	13542 34434	   	182.71	ACR|2VULN|2DMG|1AART|2CDMG	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9FEWX|aRCVC
387	63163 43312	 * 	182.70	DCR|3DMG|2ASPD|1VULN|1AAC	1VULN|26TLV|34ASPD|5AAC|789DMG|aRCR
388	13542 34412	   	182.61	ACR|2VULN|2DMG|1AART|2CDMG	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9DUST|aRMIN
389	13542 34413	   	182.61	ACR|2VULN|2DMG|1AART|2CDMG	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9DUST|aMULFIG
390	13542 34414	   	182.61	ACR|2VULN|2DMG|1AART|2CDMG	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9DUST|aRCVC
391	13542 34431	   	182.61	ACR|2VULN|2DMG|1AART|2CDMG	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9FEWX|aTLV
392	13542 34411	   	182.51	ACR|2VULN|2DMG|2CDMG|1AART	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9DUST|aTLV
393	13542 34421	   	182.51	ACR|2VULN|2DMG|1AART|2CDMG|1MSE	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9MSE|aTLV
394	13542 34422	   	182.51	ACR|2VULN|2DMG|1AART|2CDMG|1MSE	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9MSE|aRMIN
395	13542 34423	   	182.51	ACR|2VULN|2DMG|1AART|2CDMG|1MSE	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9MSE|aMULFIG
396	13542 34424	   	182.51	ACR|2VULN|2DMG|1AART|2CDMG|1MSE	18CDMG|2LIT|3RCR|48DMG|5AART|68VULN|7MBVNT|8BPWR|9MSE|aRCVC
397	26321 11256	   	182.45	DCR|2VULN|2ASPD|1DMG|1DUR	1MLV|2LIT|3DUR|4aASPD|5DMG|69VULN|7LWND|8RCR
398	22243 62633	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1MLV|2CDMG|3LIT|48VULN|5ERES|6ASPD|7ZMB|9DMG|aRCR
399	13524 31232	   	182.38	ACR|4VULN|3CDMG|1ASPD	179CDMG|27LIT|3RCR|4679VULN|5RPLT|79BPWR|89FEWX|aASPD
400	13524 31332	   	182.38	ACR|4VULN|3CDMG|1ASPD	179CDMG|27LIT|3RCR|4679VULN|5RPLT|79BPWR|89BEXP|aASPD
401	13524 31632	   	182.38	ACR|4VULN|3CDMG|1ASPD	179CDMG|27LIT|3RCR|4679VULN|5RPLT|79BPWR|89LWND|aASPD
402	14413 62221	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2TLV|3DUR|4BEXP|58VULN|6DMG|7ASPD|9RCR|aFEWX
403	14413 62223	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2TLV|3DUR|4BEXP|58VULN|6DMG|7ASPD|9RCR|aLIT
404	14423 62221	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2TLV|3DUR|4aFEWX|58VULN|6DMG|7ASPD|9RCR
405	14423 62222	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2TLV|3DUR|4FEWX|58VULN|6DMG|7ASPD|9RCR|aLHND
406	14423 62223	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2TLV|3DUR|4FEWX|58VULN|6DMG|7ASPD|9RCR|aBELT
407	22443 21326	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2CDMG|3DUR|45VULN|6FEWX|7TLV|8DMG|9RCR|aASPD
408	11443 12326	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|45VULN|6MLV|7BEXP|8DMG|9RCR|aASPD
409	13522 33365	 * 	182.29	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	17CDMG|2LIT|3RCR|4VULN|58DMG|6RCVC|9AART|aASPD
410	11443 21326	   	182.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|45VULN|6LWND|7TLV|8DMG|9RCR|aASPD
411	46133 43321	   	182.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2TLV|3ASPD|4DMG|5DUST|67VULN|8CDMG|9RCR|aFEWX
412	46133 43323	   	182.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2TLV|3ASPD|4DMG|5DUST|67VULN|8CDMG|9RCR|aLIT
413	12222 25166	   	182.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2BASARM|3DMG|45VULN|6MDPS|7ASPD|8AELBLL|9RCR|aDUR
414	42342 22621	   	182.24	DCR|2VULN|1AART|1DMG|3DUR	123DUR|2BPWR|46VULN|5CGEN|7DMG|8RCR|9AART|aRMIN
415	42341 21623	 * 	182.20	DCR|3VULN|1AART|3DUR|1AAC	123DUR|26BPWR|456VULN|7LWND|8RCR|9AART|aAAC
416	12222 25336	   	182.18	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2BASARM|3DMG|45VULN|6MDPS|7ASPD|8AAC|9RCR|aDUR
417	12222 15213	   	182.15	DCR|3VULN|1DMG|1CDMG|1DUR	1CDMG|2BASARM|3DMG|45aVULN|6DUR|7LIT|8RCR|9RPLT
418	25411 12234	   	182.14	DCR|1VULN|1ASPD|1DMG|1NUKE|1ZMB|1DUR	1MLV|2ZMB|3ASPD|4DMSP|5DMG|6RCR|7DUST|8DUR|9VULN|aNUKE
419	42324 22621	   	182.14	DCR|2VULN|1AART|1DMG|3DUR	123DUR|2BPWR|4ERES|56VULN|7DMG|8RCR|9AART|aRMIN
420	42342 22622	   	182.14	DCR|2VULN|1AART|1DMG|3DUR|1MSE	123DUR|2BPWR|46VULN|5CGEN|7DMG|8RCR|9AART|aMSE
421	16251 23521	   	182.12	DCR|2ASPD|1VULN|1NUKE|1CDMG|1DUR	1CDMG|2DUST|3FEWX|4VULN|5DUR|6RCR|78ASPD|9NUKE|aMLV
422	16251 23522	   	182.12	DCR|2ASPD|1VULN|1NUKE|1CDMG|1DUR	1CDMG|2DUST|3FEWX|4VULN|5DUR|6RCR|78ASPD|9NUKE|aBELT
423	16251 23523	   	182.12	DCR|2ASPD|1VULN|1NUKE|1CDMG|1DUR	1CDMG|2DUST|3FEWX|4VULN|5DUR|6RCR|78ASPD|9NUKE|aLIT
424	64311 23521	 * 	182.12	DCR|1MDPS|2ASPD|1VULN|1NUKE|1CDMG|1DUR	1VULN|2MDPS|3DUR|4CDMG|5RCVC|6RCR|78ASPD|9NUKE|aMLV
425	64311 23522	   	182.12	DCR|1MDPS|2ASPD|1VULN|1NUKE|1CDMG|1DUR	1VULN|2MDPS|3DUR|4CDMG|5RCVC|6RCR|78ASPD|9NUKE|aBELT
426	64311 23523	   	182.12	DCR|1MDPS|2ASPD|1VULN|1NUKE|1CDMG|1DUR	1VULN|2MDPS|3DUR|4CDMG|5RCVC|6RCR|78ASPD|9NUKE|aLIT
427	11413 13314	   	182.11	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|4BEXP|57VULN|6FEWX|8aAART|9RCR
428	11423 13314	   	182.11	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|4FEWX|57VULN|6BEXP|8aAART|9RCR
429	13651 21433	   	182.10	DCR|2VULN|2DMG|1MDPS|1CDMG|1DUR	1CDMG|2aLIT|3CGEN|4MDPS|5LHND|6aDMG|7DUR|8RCR|9aVULN|aBPWR
430	16251 23431	   	182.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3FEWX|4VULN|5DUR|6RCR|7ASPD|8AART|9ZMB|aBEXP
431	16251 23432	   	182.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3FEWX|4VULN|5DUR|6RCR|7ASPD|8AART|9ZMB|aRPLT
432	16251 23433	   	182.05	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3FEWX|4VULN|5DUR|6RCR|7ASPD|8AART|9ZMB|aCGEN
433	16233 23432	   	182.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3FEWX|4BEXP|5VULN|6RCR|7ASPD|8AART|9ZMB|aDUR
434	64311 23431	   	182.05	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2MDPS|3DUR|4CDMG|5RCVC|6RCR|7ASPD|8AART|9ZMB|aBEXP
435	64311 23432	   	182.05	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2MDPS|3DUR|4CDMG|5RCVC|6RCR|7ASPD|8AART|9ZMB|aRPLT
436	64311 23433	   	182.05	DCR|1MDPS|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1VULN|2MDPS|3DUR|4CDMG|5RCVC|6RCR|7ASPD|8AART|9ZMB|aCGEN
437	42324 22622	   	182.04	DCR|2VULN|1AART|1DMG|3DUR|1MSE	123DUR|2BPWR|4ERES|56VULN|7DMG|8RCR|9AART|aMSE
438	11413 23314	   	182.01	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|4BEXP|57VULN|6DUST|8aAART|9RCR
439	11423 23314	   	182.01	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|4FEWX|57VULN|6DUST|8aAART|9RCR
440	13451 21433	   	182.00	DCR|2VULN|2DMG|1MDPS|1CDMG|1DUR	1CDMG|2aLIT|3TLV|4MDPS|5LHND|6aDMG|7DUR|8RCR|9aVULN|aBPWR
441	51422 33133	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1RMIN|2DMG|3ASPD|4ERES|5DUR|679VULN|8LHND|aRCR
442	66135 13133	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	179VULN|2AME|3ASPD|4DMG|5ERES|6DUR|8LHND|aRCR
443	16251 23132	   	181.95	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3FEWX|4VULN|5DUR|6RCR|7ASPD|8TLV|9ZMB|aAART
444	13641 32233	   	181.95	DCR|2ASPD|1VULN|2CDMG|1DMG|1DUR	18CDMG|2LIT|38CGEN|4VULN|5DUR|6RCVC|78ASPD|8BPWR|9DMG|aRCR
445	13641 62233	   	181.95	DCR|2ASPD|1VULN|2CDMG|1DMG|1DUR	18CDMG|2LIT|368CGEN|4VULN|5DUR|78ASPD|8BPWR|9DMG|aRCR
446	14251 21433	   	181.90	DCR|2VULN|2DMG|1MDPS|1CDMG|1DUR	1CDMG|2aTLV|3LIT|4MDPS|5LHND|6aDMG|7DUR|8RCR|9aVULN|aBPWR
447	34313 15362	   	181.89	DCR|2VULN|1MDPS|1ASPD|1CDMG|2DUR|1ZMB	1BEXP|2MDPS|38DUR|4CDMG|56VULN|7RCR|9ZMB|aASPD
448	26113 34223	 * 	181.89	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	18MLV|28LIT|3DMG|4MDPS|5ERES|68VULN|7RCR|8BPWR|9CDMG|aAART
449	41341 16313	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|26FEWX|3DMG|4aAART|5CDMG|7VULN|8LHND|9RCR
450	51422 33433	   	181.86	DCR|3VULN|1ASPD|1DMG|1DUR	1RMIN|2DMG|3ASPD|4ERES|5DUR|679VULN|8LEGI|aRCR
451	46135 33133	   	181.86	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|2TLV|3ASPD|4DMG|5ERES|679VULN|8LHND|aRCR
452	63135 13133	   	181.86	DCR|3VULN|1ASPD|1DMG|1DUR	179VULN|2TLV|3ASPD|4DMG|5ERES|6DUR|8LHND|aRCR
453	42334 23233	   	181.83	DCR|4VULN|3DUR|2ZMB	123DUR|28BPWR|48ZMB|5689VULN|78FEWX|aRCR
454	42341 53233	   	181.83	DCR|4VULN|3DUR|2ZMB	123DUR|28BPWR|4589VULN|68ZMB|78FEWX|aRCR
455	33151 42253	   	181.82	DCR|3VULN|1ASPD|1DMG|1DUR|1SELL	1BEXP|2FEWX|3SELL|468VULN|5DUR|7ASPD|9DMG|aRCR
456	13525 62331	 * 	181.80	ACR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1CDMG|25LIT|3RCR|48VULN|6ASPD|7ZMB|9aDMG
457	12224 36161	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2BASARM|3DMG|4aVULN|5LWND|6FEWX|7RCR|8CGEN|9AART
458	12224 36411	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2BASARM|3DMG|4aVULN|5LWND|6FEWX|7RCR|8AART|9BEXP
459	12224 36432	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2BASARM|3DMG|49VULN|5LWND|6FEWX|7RCR|8AART|aLHND
460	12224 36433	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2BASARM|3DMG|49VULN|5LWND|6FEWX|7RCR|8AART|aAME
461	61241 36113	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1aVULN|2FEWX|3ERES|4AART|5CDMG|6ASPD|7RCR|8RCVC|9AME
462	61241 36123	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1aVULN|2FEWX|3ERES|4AART|5CDMG|6ASPD|7RCR|8RCVC|9CGEN
463	63241 36111	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1aVULN|2TLV|3FEWX|4AART|5CDMG|6ASPD|7RCR|8RCVC|9AME
464	63241 36123	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1aVULN|2TLV|3FEWX|4AART|5CDMG|6ASPD|7RCR|8RCVC|9CGEN
465	41341 15113	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|26FEWX|3DMG|4aAART|5CDMG|7LEGI|8VULN|9RCR
466	41241 34113	   	181.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3ERES|4aAART|5CDMG|6ASPD|7MLV|8VULN|9RCR
467	63135 13433	   	181.76	DCR|3VULN|1DMG|1ASPD|1DUR	179VULN|2TLV|3ASPD|4DMG|5ERES|6DUR|8LEGI|aRCR
468	42352 51332	 * 	181.76	DCR|3ASPD|1DMG|3DUR|1CDMG	123DUR|2BPWR|479ASPD|5CDMG|6RCR|8MLV|aDMG
469	21415 62222	 * 	181.76	DCR|2VULN|2ASPD|1AART|1NUKE	1aMLV|2TLV|3aASPD|4AART|5ERES|6RCR|7AELBLL|8aVULN|9NUKE|aBPWR
470	61121 42253	   	181.72	DCR|3VULN|1ASPD|1DMG|1DUR|1SELL	168VULN|2FEWX|3SELL|4DUST|5DUR|7ASPD|9DMG|aRCR
471	61611 11423	   	181.71	DCR|3VULN|2DMG|1ZMB	158VULN|2FEWX|3LHND|45DMG|5BPWR|6AME|7RMIN|9ZMB|aRCR
472	62611 11423	   	181.71	DCR|3VULN|2DMG|1ZMB	158VULN|2LWND|3LHND|45DMG|5BPWR|6AME|7RMIN|9ZMB|aRCR
473	12224 36361	   	181.69	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2BASARM|3DMG|4aVULN|5LWND|6FEWX|7RCR|8ERES|9AART
474	22453 36113	   	181.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1MLV|2CDMG|3DUR|4TLV|5DMG|6DUST|7aAART|8VULN|9RCR
475	21414 32243	   	181.60	DCR|2VULN|1AART|1DMG|1ASPD	1MLV|2TLV|3ASPD|4AART|5AELBLL|68VULN|7DMG|9RCR|aCGEN
476	16222 45222	   	181.59	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1CDMG|24DUST|3FEWX|5MDPS|68VULN|7RCR|9DMG|aAART
477	15453 22113	   	181.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1CDMG|2LWND|35DMG|4TLV|6BELT|7ASPD|8RCR|9VULN|aDUR
478	61162 53223	   	181.57	DCR|3VULN|2DMG|1ZMB|1SELL	178VULN|2FEWX|3SELL|48LIT|58DMG|6RMIN|8BPWR|9ZMB|aRCR
