0	Index      	 *	Score 	Summary	Detail	
1	56312 22316	 * 	214.10	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6AART|7CGEN|8RCR|9DMG|aNUKE
320	14653 22232	   	184.86	DCR|2VULN|1MDPS|2DMG|1CDMG|1AAC	1DMSP|2AAC|34DMG|5CDMG|69VULN|7RCR|8DUST|aMDPS
321	13411 26343	   	184.52	DCR|2VULN|2ASPD|2DUR|1ZMB	1DMSP|29DUR|3MBVNT|4ZMB|5RCVC|6RCR|79VULN|89ASPD|9BPWR|aMLV
322	13411 26344	   	184.52	DCR|2VULN|2ASPD|2DUR|1ZMB	1DMSP|29DUR|3MBVNT|4ZMB|5RCVC|6RCR|79VULN|89ASPD|9BPWR|aBEXP
323	13411 26348	   	184.52	DCR|2VULN|2ASPD|2DUR|1ZMB	1DMSP|29DUR|3MBVNT|4ZMB|5RCVC|6RCR|79VULN|89ASPD|9BPWR|aCGEN
324	15411 27343	   	184.52	DCR|2VULN|2ASPD|2DUR|1ZMB	1DMSP|29VULN|3MBVNT|4ZMB|5RCVC|6RCR|79DUR|89ASPD|9BPWR|aMLV
325	15411 27344	   	184.52	DCR|2VULN|2ASPD|2DUR|1ZMB	1DMSP|29VULN|3MBVNT|4ZMB|5RCVC|6RCR|79DUR|89ASPD|9BPWR|aBEXP
326	12261 41222	 * 	184.52	DCR|2VULN|1MDPS|3CDMG|1AART|1DUR	1DMSP|2ERES|3MDPS|468CDMG|56VULN|6BPWR|7RCR|9AART|aDUR
327	13411 26341	   	184.42	DCR|2VULN|2ASPD|2DUR|1ZMB	1DMSP|29DUR|3MBVNT|4ZMB|5RCVC|6RCR|79VULN|89ASPD|9BPWR|aDUST
328	13411 26347	   	184.42	DCR|2VULN|2ASPD|2DUR|1ZMB	1DMSP|29DUR|3MBVNT|4ZMB|5RCVC|6RCR|79VULN|89ASPD|9BPWR|aERES
329	15411 27341	   	184.42	DCR|2VULN|2ASPD|2DUR|1ZMB	1DMSP|29VULN|3MBVNT|4ZMB|5RCVC|6RCR|79DUR|89ASPD|9BPWR|aDUST
330	24413 21135	 * 	184.42	DCR|3DMG|1MDPS|1VULN|1CDMG|2ZMB	1RPLT|2CDMG|38aDMG|45ZMB|6MDPS|7RCR|9VULN
331	41521 22261	   	184.23	DCR|2VULN|2AART|1CDMG|1ZMB	1CDMG|2CGEN|3LIT|48AART|5RMIN|67VULN|9RCR|aZMB
332	55321 43323	   	184.22	DCR|2DMG|1VULN|1AART|1ASPD	1LIT|24DMG|3RCVC|5AART|6AME|7VULN|8RCR|9LHND|aASPD
333	55322 15323	   	184.22	DCR|2DMG|1VULN|1AART|1ASPD	1LIT|24DMG|3RCVC|5MLV|6VULN|7AART|8RCR|9LHND|aASPD
334	15225 12135	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|259VULN|3ZMB|4CDMG|6DUST|7CGEN|8RCR|aASPD
335	15225 13135	   	184.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|259VULN|3ZMB|4CDMG|6DUST|7AME|8RCR|aASPD
336	56213 25313	 * 	184.16	DCR|2VULN|2DMG|2AAC|1AART	1LIT|25VULN|35DMG|4aAAC|5BPWR|6AART|7LWND|8RCR|9ERES
337	11212 23346	   	184.16	DCR|2ASPD|1AART|1DMG|1NUKE|1ZMB	1DMSP|2LIT|3LWND|47ASPD|5ZMB|6AART|8RCR|9DMG|aNUKE
338	55321 53323	   	184.12	DCR|2DMG|1VULN|1AART|1ASPD	1LIT|24DMG|3RCVC|5AART|6ERES|7VULN|8RCR|9LHND|aASPD
339	55321 43313	   	184.12	DCR|2DMG|1VULN|1AART|1ASPD	1LIT|24DMG|3RCVC|5AART|6AME|7VULN|8RCR|9DUST|aASPD
340	55322 15313	   	184.12	DCR|2DMG|1VULN|1AART|1ASPD	1LIT|24DMG|3RCVC|5MLV|6VULN|7AART|8RCR|9DUST|aASPD
