0	Index      	 *	Score 	Summary	Detail	
1	33642 21114	 * 	219.61	DCR|2VULN|2DMG|2ASPD|2CDMG	1BEXP|2aCDMG|35VULN|4LHND|6RCR|7aDMG|8MULFIG|9aASPD|aBPWR
349	21512 13266	   	193.69	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7MLV|8CDMG|aLHND
350	21512 13516	   	193.69	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7MLV|8FEWX|aCDMG
351	21513 11516	   	193.69	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5MLV|6RCR|7LHND|8ERES|aCDMG
352	21513 13222	   	193.69	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|57MLV|6RCR|8CDMG|aERES
353	21513 14116	   	193.69	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5MLV|6RCR|7ERES|8LHND|aCDMG
354	21513 14261	   	193.69	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5MLV|6RCR|7ERES|8CDMG|aCGEN
355	21524 21363	   	193.69	DCR|4VULN|1DMG|1CDMG	1239VULN|4CDMG|57LWND|6RCR|8ERES|aDMG
356	21524 22361	   	193.69	DCR|4VULN|1DMG|1CDMG|1MSE	1239VULN|4CDMG|5LWND|6RCR|7FEWX|8DMG|aMSE
357	21524 23161	   	193.69	DCR|4VULN|1ASPD|1CDMG|1MSE	1239VULN|4CDMG|5LWND|6RCR|7ASPD|8BEXP|aMSE
358	21553 13224	   	193.69	DCR|4VULN|1DMG|1CDMG	1239VULN|4TLV|57MLV|6RCR|8CDMG|aDMG
359	21512 13623	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	123VULN|4ASPD|5ERES|6RCR|7MLV|8AME|9AART|aDUR
360	21513 13323	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	123VULN|4ASPD|57MLV|6RCR|8LEGI|9AART|aDUR
361	21513 14623	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	123VULN|4ASPD|5MLV|6RCR|7ERES|8AME|9AART|aDUR
362	21513 15123	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	123VULN|4ASPD|5MLV|6RCR|7LEGI|8AELBLL|9AART|aDUR
363	21524 23413	   	193.68	DCR|3VULN|2CDMG|1ASPD|1DUR	123VULN|48CDMG|5LWND|6RCR|7ASPD|9LHND|aDUR
364	51463 21331	   	193.68	DCR|3VULN|1AART|1DMG|1DUR	1DUR|27aVULN|3AART|4ERES|5LIT|6RCR|8DMG|9FEWX
365	26634 21111	   	193.63	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2AME|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9LHND|aDUR
366	26634 21121	   	193.63	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2AME|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9FEWX|aDUR
367	33353 41411	   	193.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1BEXP|2CDMG|3ASPD|4aDUR|5TLV|6RCR|7DMG|89VULN
368	33356 41211	   	193.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1BEXP|2CDMG|3ASPD|4aDUR|5ERES|6RCR|7DMG|89VULN
369	21512 11116	   	193.59	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7LHND|8TLV|aCDMG
370	21512 12164	   	193.59	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7CANSTR|8CDMG|aCGEN
371	21512 12166	   	193.59	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7CANSTR|8CDMG|aMLV
372	21512 13264	   	193.59	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7MLV|8CDMG|aDUST
373	21512 14223	   	193.59	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|57ERES|6RCR|8CDMG|aLWND
374	21512 14225	   	193.59	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|57ERES|6RCR|8CDMG|aRPLT
375	21512 15116	   	193.59	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7BEXP|8TLV|aCDMG
376	21513 16417	   	193.59	DCR|4VULN|1ASPD|1CDMG|1AAC	1239VULN|4ASPD|5MLV|6RCR|7MBVNT|8AAC|aCDMG
377	21552 11216	   	193.59	DCR|4VULN|1DMG|1CDMG	1239VULN|4TLV|5ERES|6RCR|7LHND|8DMG|aCDMG
378	21552 13263	   	193.59	DCR|4VULN|1DMG|1CDMG	1239VULN|4TLV|5ERES|6RCR|7MLV|8CDMG|aDMG
379	21512 11324	   	193.58	DCR|3VULN|1AART|1ASPD|1DUR	123VULN|4ASPD|58ERES|6RCR|7LHND|9AART|aDUR
380	21562 32115	   	193.58	DCR|3VULN|1AART|1DMG|1DUR	123VULN|4TSLARM|5DUST|6RCR|7FEWX|8DMG|9AART|aDUR
381	41222 23116	   	193.53	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1FEWX|259VULN|3LWND|4SELL|6RCR|7DUR|8DMG|aAART
382	22634 21111	   	193.53	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9LHND|aDUR
383	22634 21121	   	193.53	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9FEWX|aDUR
384	22634 21143	   	193.53	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2TLV|38CDMG|4CGEN|59LWND|6RCR|78DMG|8BPWR|aDUR
385	21536 12252	   	193.52	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ERES|5DUST|6BEXP|7ASPD|8CDMG|9AART|aRCR
386	21342 63522	   	193.50	DCR|4VULN|1AART|1CDMG	125aVULN|37LHND|4RPLT|6AART|8RCR|9CDMG
387	21512 12161	   	193.49	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7CANSTR|8CDMG|aDUST
388	21512 12162	   	193.49	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7CANSTR|8CDMG|aMBVNT
389	21512 12163	   	193.49	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5aERES|6RCR|7CANSTR|8CDMG
390	21512 14222	   	193.49	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|57aERES|6RCR|8CDMG
391	21512 16116	   	193.49	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7DUST|8TLV|aCDMG
392	51113 35141	   	193.48	DCR|4VULN|1AART|2DUR	17DUR|2467VULN|3aRCVC|5AART|7BPWR|8CGEN|9RCR
393	21512 14323	   	193.48	DCR|3VULN|1AART|1ASPD|1DUR	123VULN|4ASPD|57ERES|6RCR|8LEGI|9AART|aDUR
394	25613 31611	   	193.38	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC|1SELL	178VULN|2AAC|3CDMG|4SELL|5AART|6ASPD|9AME|aRCR
395	26613 21361	   	193.38	DCR|3VULN|1AART|1DMG|1CDMG|1AAC|1SELL	178VULN|2AME|3CDMG|4SELL|5AART|6AAC|9DMG|aRCR
396	21256 31522	   	193.35	DCR|3VULN|2AART|1DMG	126VULN|3MLV|4DLOT|5DMG|78AART|9LEGI|aRCR
397	21113 11644	   	193.31	DCR|4VULN|1AART|1CDMG	1247VULN|3LWND|5AART|6TLV|8RCVC|9RCR|aCDMG
398	21313 11644	   	193.31	DCR|4VULN|1AART|1CDMG	1247VULN|3LHND|5AART|6TLV|8RCVC|9RCR|aCDMG
399	25613 11361	   	193.28	DCR|3VULN|1AART|1DMG|1CDMG|1AAC|1SELL	178VULN|2AAC|3CDMG|4SELL|5AART|6TLV|9DMG|aRCR
400	31421 34432	   	193.28	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|27VULN|3AART|46DMG|5DUST|8CDMG|9ERES|aRCR
401	21521 12615	   	193.12	DCR|4VULN|2CDMG|1ASPD	1236VULN|49CDMG|5ASPD|7ERES|8DMSP|aRCR
402	21613 53141	   	193.02	DCR|3VULN|1AART|1ASPD|2DUR	124VULN|38DUR|5AART|6MLV|7BELT|9RCR|aASPD
403	21633 53341	   	193.02	DCR|3VULN|1AART|1ASPD|2DUR	128VULN|34DUR|5AART|6MLV|7BELT|9RCR|aASPD
404	51213 53141	   	193.02	DCR|3VULN|1AART|1ASPD|2DUR	18DUR|234VULN|5AART|6MLV|7BELT|9RCR|aASPD
405	51233 53341	   	193.02	DCR|3VULN|1AART|1ASPD|2DUR	14DUR|238VULN|5AART|6MLV|7BELT|9RCR|aASPD
406	21113 31141	   	192.63	DCR|4VULN|2AART	1246VULN|3LWND|57AART|8CGEN|9RCR|aRCVC
407	21313 31141	   	192.63	DCR|4VULN|2AART	1246VULN|3LHND|57AART|8CGEN|9RCR|aRCVC
408	51132 31344	   	192.61	DCR|3VULN|1AART|1CDMG|2DUR	14DUR|278VULN|3RCVC|5CGEN|6AART|9RCR|aCDMG
409	21113 31641	   	192.53	DCR|4VULN|2AART	1246VULN|3LWND|57AART|8ERES|9RCR|aRCVC
410	21313 31641	   	192.53	DCR|4VULN|2AART	1246VULN|3LHND|57AART|8ERES|9RCR|aRCVC
411	51133 11344	   	192.51	DCR|3VULN|1AART|1CDMG|2DUR	14DUR|278VULN|3RCVC|5AART|6TLV|9RCR|aCDMG
412	53141 32334	 * 	192.47	DCR|3AART|2ASPD|2CDMG|2DUR	17DUR|27CDMG|3FEWX|4LWND|59aAART|67ASPD|7BPWR|8RCR
413	53241 32334	   	192.47	DCR|3AART|2ASPD|2CDMG|2DUR	17DUR|27CDMG|3BEXP|4LWND|59aAART|67ASPD|7BPWR|8RCR
414	53311 63314	 * 	192.46	DCR|2AART|1VULN|2CDMG|1DMG|2DUR	17DUR|29CDMG|3BASFIG|45AART|6DMG|8VULN|aRCR
415	51113 53343	   	192.41	DCR|4VULN|1AART|2DUR	1aDUR|248aVULN|3RCVC|5AART|6aMLV|7BELT|9RCR|aBPWR
416	33642 22114	   	192.36	DCR|3VULN|2ASPD|1CDMG	1aBEXP|2CDMG|35aVULN|4LHND|6RCR|7RMIN|8MULFIG|9aASPD|aBPWR
417	21543 12131	   	192.31	DCR|3VULN|2CDMG|1ASPD	123VULN|4CGEN|5MLV|6RCR|7SPLREG|8aCDMG|9ASPD
418	51113 35143	   	192.21	DCR|4VULN|1AART|2DUR|1MSE	17DUR|2467VULN|3RCVC|5AART|7BPWR|8CGEN|9RCR|aMSE
419	21542 12131	   	192.21	DCR|3VULN|2CDMG|1ASPD	123VULN|4CGEN|5ERES|6RCR|7SPLREG|8aCDMG|9ASPD
420	21553 12125	   	192.21	DCR|3VULN|2CDMG|1ASPD	123VULN|4TLV|5MLV|6RCR|7SPLREG|89CDMG|aASPD
421	21553 12131	   	192.21	DCR|3VULN|2CDMG|1ASPD	123VULN|4TLV|5MLV|6RCR|7SPLREG|8aCDMG|9ASPD
422	21641 21361	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	12VULN|3DUR|47aRPLT|5AART|6RCR|8CDMG|9DMG
423	21641 21363	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	12VULN|3DUR|47RPLT|5AART|6RCR|8CDMG|9DMG|aLWND
424	51241 21361	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|47aRPLT|5AART|6RCR|8CDMG|9DMG
425	51241 21363	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|47RPLT|5AART|6RCR|8CDMG|9DMG|aLWND
426	51433 21341	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|27VULN|3AART|4CGEN|5LIT|6RCR|8DMG|9CDMG|aFEWX
427	51421 41331	   	192.18	DCR|3VULN|1AART|1DMG|1DUR	1DUR|29aVULN|3AART|4DMG|5DUST|6RCVC|7LHND|8RCR
428	21641 26311	   	192.17	DCR|3VULN|1AART|1CDMG|1DUR	12aVULN|3DUR|4RPLT|5AART|6RCR|7RCVC|8CDMG|9LWND
429	51241 26311	   	192.17	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|23aVULN|4RPLT|5AART|6RCR|7RCVC|8CDMG|9LWND
430	22634 21115	   	192.16	DCR|2VULN|2DMG|2CDMG	18VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9LHND|aSPLREG
431	22634 21125	   	192.16	DCR|2VULN|2DMG|2CDMG	18VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9FEWX|aSPLREG
432	21552 12125	   	192.11	DCR|3VULN|2CDMG|1ASPD	123VULN|4TLV|5ERES|6RCR|7SPLREG|89CDMG|aASPD
433	21552 12131	   	192.11	DCR|3VULN|2CDMG|1ASPD	123VULN|4TLV|5ERES|6RCR|7SPLREG|8aCDMG|9ASPD
434	31524 14211	   	192.10	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|29VULN|3DMG|4FEWX|5CDMG|6DUR|7RCR|8RCVC|aAART
435	33325 14211	   	192.10	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2CDMG|3ASPD|4FEWX|59VULN|6DUR|7RCR|8RCVC|aAART
436	21641 23413	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3DUR|4RPLT|5AART|6RCR|7CGEN|8ASPD|9DUST|aCDMG
437	22634 23114	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2TLV|3CDMG|4CGEN|5LWND|6RCR|7DUR|8DMG|aAART
438	33642 21544	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|35VULN|4LHND|6RCR|7DMG|8MBVNT|9DUR|aAART
439	51241 23413	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|23VULN|4RPLT|5AART|6RCR|7CGEN|8ASPD|9DUST|aCDMG
440	61236 21316	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CDMG|3BEXP|4CGEN|59VULN|6RCR|7DMG|8DUR|aAART
441	61236 23116	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CDMG|3BEXP|4CGEN|59VULN|6RCR|7DUR|8DMG|aAART
442	51433 21342	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|27VULN|3AART|4CGEN|5LIT|6RCR|8DMG|9CDMG|aMBVNT
443	21641 26331	   	192.07	DCR|3VULN|1AART|1CDMG|1DUR	12aVULN|3DUR|4RPLT|5AART|6RCR|7RCVC|8CDMG|9DUST
444	51241 26331	   	192.07	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|23aVULN|4RPLT|5AART|6RCR|7RCVC|8CDMG|9DUST
445	21512 13231	   	192.06	DCR|3VULN|2ASPD|1CDMG	123VULN|49ASPD|5ERES|6RCR|7MLV|8CDMG|aCGEN
446	21512 13236	   	192.06	DCR|3VULN|2ASPD|1CDMG	123VULN|49ASPD|5ERES|6RCR|7MLV|8CDMG|aLHND
447	21513 14231	   	192.06	DCR|3VULN|2ASPD|1CDMG	123VULN|49ASPD|5MLV|6RCR|7ERES|8CDMG|aCGEN
448	21513 14236	   	192.06	DCR|3VULN|2ASPD|1CDMG	123VULN|49ASPD|5MLV|6RCR|7ERES|8CDMG|aLHND
449	21641 21631	   	192.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3DUR|47RPLT|59AART|6RCR|8ASPD|aBEXP
450	21641 21632	   	192.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3DUR|47RPLT|59AART|6RCR|8ASPD|aLIT
451	21641 21633	   	192.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3DUR|47RPLT|59AART|6RCR|8ASPD|aFEWX
452	51241 21631	   	192.02	DCR|2VULN|2AART|1ASPD|1DUR	1DUR|23VULN|47RPLT|59AART|6RCR|8ASPD|aBEXP
453	51241 21632	   	192.02	DCR|2VULN|2AART|1ASPD|1DUR	1DUR|23VULN|47RPLT|59AART|6RCR|8ASPD|aLIT
454	51241 21633	   	192.02	DCR|2VULN|2AART|1ASPD|1DUR	1DUR|23VULN|47RPLT|59AART|6RCR|8ASPD|aFEWX
455	51433 21361	   	192.02	DCR|2VULN|2AART|1DMG|1DUR	1DUR|27VULN|39AART|4CGEN|5LIT|6RCR|8DMG|aBEXP
456	51433 21362	   	192.02	DCR|2VULN|2AART|1DMG|1DUR	1DUR|27VULN|39AART|4CGEN|5LIT|6RCR|8DMG|aMLV
457	51433 21363	   	192.02	DCR|2VULN|2AART|1DMG|1DUR	1DUR|27VULN|39AART|4CGEN|5LIT|6RCR|8DMG|aFEWX
458	31422 43321	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	19BEXP|2aVULN|3AART|4DMG|5AME|6DUR|7ASPD|8RCR
459	51422 23334	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29VULN|3AART|4DMG|5AME|6aLHND|7ASPD|8RCR
460	51422 23351	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2aVULN|3AART|4DMG|5AME|69LHND|7ASPD|8RCR
461	61336 23114	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CDMG|3LEGI|4CGEN|59VULN|6RCR|7DUR|8DMG|aAART
462	21513 12244	   	191.99	DCR|3VULN|1ASPD|1NUKE|1ZMB	123VULN|4ASPD|5MLV|6RCR|7CANSTR|8FEWX|9ZMB|aNUKE
463	21512 12155	   	191.96	DCR|3VULN|2ASPD|1CDMG	123VULN|4aASPD|5ERES|6RCR|7CANSTR|8CDMG|9AME
464	21512 13234	   	191.96	DCR|3VULN|2ASPD|1CDMG	123VULN|49ASPD|5ERES|6RCR|7MLV|8CDMG|aDUST
465	21513 12165	   	191.96	DCR|3VULN|2ASPD|1CDMG	123VULN|4aASPD|5MLV|6RCR|7CANSTR|8CDMG|9ERES
466	21513 14234	   	191.96	DCR|3VULN|2ASPD|1CDMG	123VULN|49ASPD|5MLV|6RCR|7ERES|8CDMG|aDUST
467	26231 63151	   	191.95	DCR|2VULN|2AART|1DMG|1ZMB	18VULN|2AME|3BASFIG|4ZMB|5aAART|6LWND|7RCR|9DMG
468	41422 43332	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|29VULN|3AART|4DMG|5AME|6DUR|7ASPD|8RCR|aTLV
469	41422 43333	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|29VULN|3AART|4DMG|5AME|6DUR|7ASPD|8RCR|aDUST
470	51416 23321	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2aVULN|3AART|49BEXP|5DMG|6ERES|7ASPD|8RCR
471	51422 23332	   	191.91	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|29VULN|3AART|4DMG|5AME|6LHND|7ASPD|8RCR|aTLV
472	51422 23333	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29VULN|3AART|4DMG|5AME|6LHND|7ASPD|8RCR|aDUST
473	21512 12244	   	191.89	DCR|3VULN|1ASPD|1NUKE|1ZMB	123VULN|4ASPD|5ERES|6RCR|7CANSTR|8FEWX|9ZMB|aNUKE
474	33335 41252	   	191.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3ASPD|4CGEN|5DUR|6RCR|7DMG|8VULN|9RPLT|aAART
475	21641 21122	   	191.87	DCR|3VULN|1AART|1CDMG|1DUR	12aVULN|3DUR|47RPLT|5AART|6RCR|8RCVC|9CDMG
476	51241 21122	   	191.87	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|23aVULN|47RPLT|5AART|6RCR|8RCVC|9CDMG
477	41156 23332	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|29VULN|3DUR|4AART|5DMG|6ERES|7ASPD|8RCR|aTLV
478	41156 23333	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|29VULN|3DUR|4AART|5DMG|6ERES|7ASPD|8RCR|aDUST
479	21513 13434	   	191.80	DCR|5VULN|1ASPD	1239aVULN|4ASPD|57aMLV|6RCR|8aTLV|aBPWR
480	21513 11144	   	191.76	DCR|4VULN|2ASPD	123aVULN|49ASPD|5MLV|6RCR|7LHND|8AELBLL
481	51421 26332	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29VULN|3AART|4DMG|5DUST|6ERES|7ASPD|8RCR|aTLV
482	51421 26333	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29VULN|3AART|4DMG|5aDUST|6ERES|7ASPD|8RCR
483	21512 13112	   	191.70	DCR|5VULN|1ASPD	1239aVULN|4ASPD|5ERES|6RCR|7MLV|8LHND
484	21513 11512	   	191.70	DCR|5VULN|1ASPD	1239aVULN|4ASPD|5MLV|6RCR|7LHND|8ERES
485	21513 13435	   	191.70	DCR|5VULN|1ASPD	1239aVULN|4ASPD|57MLV|6RCR|8TLV
486	21513 14112	   	191.70	DCR|5VULN|1ASPD	1239aVULN|4ASPD|5MLV|6RCR|7ERES|8LHND
487	21513 13344	   	191.66	DCR|4VULN|2ASPD	123aVULN|49ASPD|57MLV|6RCR|8LEGI
488	21263 31144	   	191.63	DCR|3VULN|2AART|1CDMG	126VULN|3MLV|4ERES|57AART|8CGEN|9RCR|aCDMG
489	31422 54122	   	191.62	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1BEXP|26VULN|3AART|4DMG|5AME|79CDMG|8DUR|aRCR
490	26613 21141	   	191.62	DCR|2VULN|2AART|1ASPD|1CDMG|1AAC|1SELL	17VULN|2AME|3CDMG|4SELL|59AART|6AAC|8ASPD|aRCR
491	25613 31241	   	191.62	DCR|2VULN|2AART|1ASPD|1CDMG|1AAC|1SELL	17VULN|2AAC|3CDMG|4SELL|59AART|6ASPD|8CGEN|aRCR
492	21512 11112	   	191.60	DCR|5VULN|1ASPD	1239aVULN|4ASPD|5ERES|6RCR|7LHND|8TLV
493	21552 11212	 * 	191.60	DCR|5VULN|1DMG	1239aVULN|4TLV|5ERES|6RCR|7LHND|8DMG
494	21552 11342	   	191.60	DCR|5VULN|1ASPD	1238aVULN|4TLV|5ERES|6RCR|7LHND|9ASPD
495	21566 24133	   	191.59	DCR|4VULN|1ASPD|1CDMG	1236VULN|4TSLARM|5MBVNT|7RCR|8CDMG|9ASPD|aBEXP
496	21566 24142	   	191.59	DCR|4VULN|1DMG|1CDMG	1236VULN|4TSLARM|5MBVNT|7RCR|8CDMG|9CGEN|aDMG
497	21512 11344	   	191.56	DCR|4VULN|2ASPD	123aVULN|49ASPD|58ERES|6RCR|7LHND
498	31426 24122	   	191.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1BEXP|25VULN|3AART|4DMG|6ERES|79CDMG|8DUR|aRCR
499	25613 11141	   	191.52	DCR|2VULN|2AART|1ASPD|1CDMG|1AAC|1SELL	17VULN|2AAC|3CDMG|4SELL|59AART|6TLV|8ASPD|aRCR
500	21331 33521	 * 	191.51	DCR|5VULN|3DUR|1AAC	12678VULN|3LHND|478DUR|578AME|78BPWR|9RCR|aAAC
501	21112 53344	   	191.50	DCR|4VULN|1AART|1CDMG	1248VULN|3LWND|57CGEN|6AART|9RCR|aCDMG
502	21113 52344	   	191.50	DCR|4VULN|1AART|1CDMG	1248VULN|3LWND|5AART|67MLV|9RCR|aCDMG
503	21312 53344	   	191.50	DCR|4VULN|1AART|1CDMG	1248VULN|3LHND|57CGEN|6AART|9RCR|aCDMG
504	21313 33144	   	191.50	DCR|4VULN|1AART|1CDMG	1246VULN|37LHND|5AART|8CGEN|9RCR|aCDMG
505	21313 52344	   	191.50	DCR|4VULN|1AART|1CDMG	1248VULN|3LHND|5AART|67MLV|9RCR|aCDMG
506	33642 23111	   	191.49	DCR|3VULN|1DMG|1CDMG|2DUR	1BEXP|2CDMG|359VULN|4LHND|6RCR|7aDUR|8DMG
507	43642 23111	   	191.49	DCR|3VULN|1DMG|1CDMG|2DUR	1FEWX|2CDMG|359VULN|4LHND|6RCR|7aDUR|8DMG
508	21566 24134	   	191.49	DCR|4VULN|1ASPD|1CDMG|1MSE	1236VULN|4TSLARM|5MBVNT|7RCR|8CDMG|9ASPD|aMSE
509	53663 21113	   	191.45	DCR|2VULN|2DMG|1CDMG|2DUR	18DUR|2CDMG|38VULN|4CGEN|5AME|6RCR|78DMG|8BPWR|9LHND|aBELT
510	53663 21122	   	191.45	DCR|2VULN|2DMG|1CDMG|2DUR	18DUR|2CDMG|38VULN|4CGEN|5AME|6RCR|78DMG|8BPWR|9FEWX|aLHND
511	53663 21123	   	191.45	DCR|2VULN|2DMG|1CDMG|2DUR	18DUR|2CDMG|38VULN|4CGEN|5AME|6RCR|78DMG|8BPWR|9FEWX|aLWND
512	21633 33144	   	191.41	DCR|3VULN|1AART|1CDMG|2DUR	126VULN|34DUR|5AART|7RCVC|8CGEN|9RCR|aCDMG
513	51233 33144	   	191.41	DCR|3VULN|1AART|1CDMG|2DUR	14DUR|236VULN|5AART|7RCVC|8CGEN|9RCR|aCDMG
514	21113 11444	   	191.40	DCR|4VULN|1AART|1CDMG	1247VULN|3LWND|5AART|6TLV|8DMSP|9RCR|aCDMG
515	21313 11444	   	191.40	DCR|4VULN|1AART|1CDMG	1247VULN|3LHND|5AART|6TLV|8DMSP|9RCR|aCDMG
516	21313 33644	   	191.40	DCR|4VULN|1AART|1CDMG	1246VULN|37LHND|5AART|8ERES|9RCR|aCDMG
517	53653 21113	   	191.35	DCR|2VULN|2DMG|1CDMG|2DUR	18DUR|2CDMG|38VULN|4TLV|5AME|6RCR|78DMG|8BPWR|9LHND|aBELT
518	53653 21122	   	191.35	DCR|2VULN|2DMG|1CDMG|2DUR	18DUR|2CDMG|38VULN|4TLV|5AME|6RCR|78DMG|8BPWR|9FEWX|aLHND
519	53653 21123	   	191.35	DCR|2VULN|2DMG|1CDMG|2DUR	18DUR|2CDMG|38VULN|4TLV|5AME|6RCR|78DMG|8BPWR|9FEWX|aLWND
520	53663 21112	   	191.35	DCR|2VULN|2DMG|1CDMG|2DUR	18DUR|2CDMG|38VULN|4CGEN|5AME|6RCR|78DMG|8BPWR|9LHND|aLEGI
521	21113 31146	   	191.33	DCR|4VULN|2AART	1246VULN|3LWND|57AART|8CGEN|9RCR|aBELT
522	21313 31146	   	191.33	DCR|4VULN|2AART	1246VULN|3LHND|57AART|8CGEN|9RCR|aBELT
523	21263 11344	   	191.30	DCR|4VULN|1AART|1CDMG	1278VULN|3MLV|4ERES|5AART|6TLV|9RCR|aCDMG
524	21142 41124	   	191.29	DCR|4VULN|1DMG|2ZMB	125aVULN|3aLWND|4RPLT|6RCR|7DMG|8MULFIG|9aZMB|aBPWR
525	21342 41124	   	191.29	DCR|4VULN|1DMG|2ZMB	125aVULN|3aLHND|4RPLT|6RCR|7DMG|8MULFIG|9aZMB|aBPWR
526	53653 21112	   	191.25	DCR|2VULN|2DMG|1CDMG|2DUR	18DUR|2CDMG|38VULN|4TLV|5AME|6RCR|78DMG|8BPWR|9LHND|aLEGI
527	31548 32314	   	191.24	DCR|3VULN|2DMG|1ASPD	1BEXP|256VULN|35DMG|4MBVNT|5BPWR|7ASPD|8DUST|9AELBLL|aRCR
