0	Index      	 *	Score 	Summary	Detail	
1	31231 21263	 * 	213.47	DCR|4VULN|1AART|1ASPD|1CDMG	1RPLT|24DUST|347aVULN|4BPWR|5ASPD|6CDMG|8RCR|9AART
314	23124 13113	   	187.51	DCR|2VULN|1MDPS|2ASPD|1AART|2ZMB	19VULN|29ZMB|3MDPS|4LIT|5SNIFST|69ASPD|7RMIN|8AART|9BPWR|aRCR
315	12311 34543	   	187.49	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4AART|5DMG|6DMSP|7RCR|8DUST|9aVULN
316	23516 53312	   	187.47	DCR|2VULN|2ASPD|1AART|1ZMB	15VULN|2ZMB|3FEWX|45CGEN|5BPWR|6AART|7aASPD|8RCVC|9RCR
317	21215 31637	   	187.43	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	13VULN|2DUST|4DMG|5AAC|6RCVC|7RCR|8MBVNT|9ASPD|aAART
318	12311 34613	   	187.27	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4AART|5DMG|6DMSP|7RCR|8BEXP|9ASPD|aVULN
319	43341 21336	   	187.27	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	16BEXP|2ZMB|3RCVC|4DMG|5DUR|7RCR|8VULN|9ASPD|aAART
320	16311 21414	   	187.23	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5DMG|6aVULN|7MLV|9RCR
321	16312 23413	   	187.23	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5aVULN|6AME|7ASPD|9RCR
322	45311 23412	   	187.18	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1BEXP|2RMIN|3RCVC|4AART|5DMG|6VULN|79ASPD|8ZMB|aRCR
323	65311 23412	   	187.18	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1FEWX|2RMIN|3RCVC|4AART|5DMG|6VULN|79ASPD|8ZMB|aRCR
324	12611 34613	   	187.18	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5DMG|6DMSP|7RCR|8BEXP|9ASPD|aVULN
325	12311 34513	   	187.17	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4AART|5DMG|6DMSP|7RCR|8DUST|9ASPD|aVULN
326	16312 43413	   	187.13	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5aVULN|6TLV|7ASPD|9RCR
327	16314 23413	   	187.13	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5ERES|6aVULN|7ASPD|9RCR
328	42311 23412	   	187.08	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1BEXP|2ERES|3RCVC|4AART|5DMG|6VULN|79ASPD|8ZMB|aRCR
329	62311 23412	   	187.08	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1FEWX|2ERES|3RCVC|4AART|5DMG|6VULN|79ASPD|8ZMB|aRCR
330	12611 34513	   	187.08	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5DMG|6DMSP|7RCR|8DUST|9ASPD|aVULN
331	23363 31534	   	186.99	DCR|2DMG|2ASPD|1VULN|1ZMB	1VULN|2ZMB|3RCVC|46ASPD|5BEXP|7RCR|8CGEN|9aDMG
332	16311 13413	   	186.91	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5DMG|6LWND|7ASPD|9RCR|aVULN
333	16311 21412	   	186.91	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5DMG|6VULN|7MLV|9RCR|aASPD
334	16311 23411	   	186.91	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5DMG|6VULN|7ASPD|9RCR|aRMIN
335	16312 23416	   	186.91	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5VULN|6AME|7ASPD|9RCR|aDMG
336	16312 26412	   	186.91	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5VULN|6AME|7DMG|9RCR|aASPD
337	31233 21262	   	186.82	DCR|3VULN|1MDPS|1AART|1CDMG|1AAC	1RPLT|24DUST|347VULN|4BPWR|5AAC|6CDMG|8RCR|9AART|aMDPS
338	16311 23415	   	186.81	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2RCVC|3DUR|4AART|5DMG|6VULN|7ASPD|9RCR|aDUST
339	12311 21414	   	186.81	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5DMG|6aVULN|7MLV|9RCR
340	12312 23413	   	186.81	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5aVULN|6AME|7ASPD|9RCR
341	12312 26414	   	186.81	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5aVULN|6AME|7DMG|9RCR
342	23312 53412	   	186.81	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	1aVULN|28ZMB|3RCVC|4DUR|5RMIN|6AART|7ASPD|9RCR
343	23312 56412	   	186.81	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1aVULN|28ZMB|3RCVC|4DUR|5RMIN|6AART|7DMG|9RCR
344	23361 51413	   	186.81	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	1aVULN|28ZMB|3RCVC|4ASPD|5DUR|6AART|7MLV|9RCR
345	25331 53412	   	186.81	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	1aVULN|2RMIN|3RCVC|48ZMB|5DUR|6AART|7ASPD|9RCR
346	23341 31516	   	186.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|36RCVC|4aDMG|5DUR|7RCR|8CGEN|9AART
347	12312 43413	   	186.71	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5aVULN|6TLV|7ASPD|9RCR
348	12314 23413	   	186.71	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5ERES|6aVULN|7ASPD|9RCR
349	23313 53413	   	186.71	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	1aVULN|28ZMB|3RCVC|4DUR|5TLV|6AART|7ASPD|9RCR
350	23315 53413	   	186.71	DCR|2VULN|1AART|1ASPD|2ZMB|1AAC|1DUR	1aVULN|28ZMB|3RCVC|4DUR|5AAC|6AART|7ASPD|9RCR
351	23342 61212	   	186.70	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3RCVC|47DMG|5LIT|6RCR|8DUST|9DUR|aAART
352	12361 61512	   	186.67	DCR|2ASPD|1AART|1VULN|2DUR|1ZMB	1ZMB|25DUR|3RCVC|4aASPD|6VULN|7RCR|8CGEN|9AART
353	23642 61212	   	186.60	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1VULN|23ZMB|47DMG|5LIT|6RCR|8DUST|9DUR|aAART
354	23161 41161	   	186.51	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3MDPS|4CDMG|56MULFIG|6BPWR|7DMG|8RCR|9ASPD|aLIT
355	23161 41162	   	186.51	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3MDPS|4CDMG|56MULFIG|6BPWR|7DMG|8RCR|9ASPD|aBEXP
356	12311 13413	   	186.49	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5DMG|6LWND|7ASPD|9RCR|aVULN
357	12311 23411	   	186.49	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5DMG|6VULN|7ASPD|9RCR|aRMIN
358	13341 53413	   	186.49	DCR|1AART|1VULN|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2LHND|3RCVC|4DMG|5DUR|6AART|7ASPD|9RCR|aVULN
359	23341 53411	   	186.49	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|28ZMB|3RCVC|4DMG|5DUR|6AART|7ASPD|9RCR|aRMIN
360	12311 21412	   	186.49	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5DMG|6VULN|7MLV|9RCR|aASPD
361	12312 23416	   	186.49	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5VULN|6AME|7ASPD|9RCR|aDMG
362	12312 26412	   	186.49	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5VULN|6AME|7DMG|9RCR|aASPD
363	23312 53416	   	186.49	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|28ZMB|3RCVC|4DUR|5RMIN|6AART|7ASPD|9RCR|aDMG
364	23341 51412	   	186.49	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|28ZMB|3RCVC|4DMG|5DUR|6AART|7MLV|9RCR|aASPD
365	11622 31354	   	186.48	DCR|2VULN|2ASPD|1DMG|1ZMB	1ZMB|25FEWX|36ASPD|4BEXP|7RCR|89VULN|aDMG
366	11622 31356	   	186.48	DCR|2VULN|2ASPD|1NUKE|1ZMB	1ZMB|25FEWX|36ASPD|4BEXP|7RCR|89VULN|aNUKE
367	23161 11161	   	186.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3MDPS|4CDMG|5MULFIG|7DMG|8RCR|9ASPD|aLIT
368	23161 11162	   	186.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3MDPS|4CDMG|5MULFIG|7DMG|8RCR|9ASPD|aBEXP
369	23161 11164	   	186.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3MDPS|4CDMG|5MULFIG|7DMG|8RCR|9ASPD|aLWND
370	23161 11165	   	186.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3MDPS|4CDMG|5MULFIG|7DMG|8RCR|9ASPD|aAME
371	23165 11161	   	186.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3MDPS|4CDMG|5MULARM|7DMG|8RCR|9ASPD|aLIT
372	23165 11162	   	186.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3MDPS|4CDMG|5MULARM|7DMG|8RCR|9ASPD|aBEXP
373	25161 11163	   	186.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	16VULN|2RMIN|3MDPS|4CDMG|5MULFIG|7DMG|8RCR|9ASPD|aZMB
374	12311 23415	   	186.39	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5DMG|6VULN|7ASPD|9RCR|aDUST
375	12312 43416	   	186.39	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5VULN|6TLV|7ASPD|9RCR|aDMG
376	12312 46412	   	186.39	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5VULN|6TLV|7DMG|9RCR|aASPD
377	12314 23416	   	186.39	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5ERES|6VULN|7ASPD|9RCR|aDMG
378	12314 26412	   	186.39	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	18ZMB|2DUR|3RCVC|4AART|5ERES|6VULN|7DMG|9RCR|aASPD
379	23313 53416	   	186.39	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|28ZMB|3RCVC|4DUR|5TLV|6AART|7ASPD|9RCR|aDMG
380	23313 56412	   	186.39	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1VULN|28ZMB|3RCVC|4DUR|5TLV|6AART|7DMG|9RCR|aASPD
381	12133 34155	   	186.33	DCR|1MDPS|2ASPD|1VULN|1AART|2DUR|2ZMB|1SELL	14ZMB|24DUR|3MDPS|4BPWR|5VULN|69ASPD|7RCR|8SELL|aAART
382	22161 11163	   	186.21	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	16VULN|2ERES|3MDPS|4CDMG|5TSLARM|7DMG|8RCR|9ASPD|aZMB
383	22161 35163	   	186.21	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	17VULN|2ERES|3MDPS|4CDMG|5TSLARM|6DMG|8RCR|9ASPD|aZMB
384	32116 16116	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2CDMG|3RMIN|4DMG|56VULN|7DUR|8BEXP|9RCR|aAART
385	25343 53312	   	186.16	DCR|2VULN|1AART|1ASPD|1DMG	1aVULN|2RMIN|38RCVC|4DMG|5BEXP|6AART|7ASPD|9RCR
386	45311 23312	   	186.16	DCR|2VULN|1AART|1ASPD|1DMG	1BEXP|2RMIN|38RCVC|4AART|5DMG|6aVULN|7ASPD|9RCR
387	65311 23312	   	186.16	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2RMIN|38RCVC|4AART|5DMG|6aVULN|7ASPD|9RCR
388	32116 16216	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2CDMG|3RMIN|4DMG|56VULN|7DUR|8DUST|9RCR|aAART
389	42311 23313	   	186.06	DCR|2VULN|1AART|1ASPD|1DMG	1BEXP|2ERES|38RCVC|4AART|5DMG|6aVULN|7ASPD|9RCR
390	62311 23313	   	186.06	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2ERES|38RCVC|4AART|5DMG|6aVULN|7ASPD|9RCR
391	23363 31512	   	186.05	DCR|3ASPD|1AART|1VULN|1ZMB	1VULN|2ZMB|3RCVC|46aASPD|5BEXP|7RCR|8CGEN|9AART
392	25632 43211	   	186.03	DCR|2VULN|3ZMB|1ASPD|1DMG	14VULN|2RMIN|346ZMB|4BPWR|5LIT|7ASPD|8RCR|9DMG|aFEWX
393	25632 43212	   	186.03	DCR|2VULN|3ZMB|1ASPD|1DMG	14VULN|2RMIN|346ZMB|4BPWR|5LIT|7ASPD|8RCR|9DMG|aBEXP
394	25632 43213	   	186.03	DCR|2VULN|3ZMB|1ASPD|1DMG	14VULN|2RMIN|346ZMB|4BPWR|5LIT|7ASPD|8RCR|9DMG|aLHND
395	16311 51112	   	185.99	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|26RCVC|3DUR|4AART|5DMG|7aVULN|8RMIN|9RCR
396	23643 21251	   	185.98	DCR|2VULN|2DMG|3ZMB	19VULN|239ZMB|49DMG|568BEXP|7RCR|9BPWR|aRCVC
397	11363 31352	   	185.97	DCR|2VULN|2ASPD|1CDMG|1ZMB	1ZMB|2FEWX|3RCVC|46ASPD|5BEXP|7RCR|89VULN|aCDMG
398	23363 31452	   	185.97	DCR|2VULN|2ASPD|1CDMG|1ZMB	19VULN|2ZMB|3RCVC|46ASPD|5BEXP|7RCR|8FEWX|aCDMG
399	63363 31352	   	185.97	DCR|2VULN|2ASPD|1CDMG|1ZMB	1FEWX|2ZMB|3RCVC|46ASPD|5BEXP|7RCR|89VULN|aCDMG
400	23663 31512	   	185.95	DCR|3ASPD|1AART|1VULN|2ZMB	1VULN|23ZMB|46aASPD|5BEXP|7RCR|8CGEN|9AART
401	41123 13345	 * 	185.90	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2DUST|37VULN|4AELBLL|5DUR|6RCR|8CDMG|9aDMG
402	61123 13345	   	185.90	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2DUST|37VULN|4AELBLL|5DUR|6RCR|8CDMG|9aDMG
403	25632 61333	   	185.88	DCR|2VULN|1ASPD|1DMG|2ZMB|1DUR	14VULN|2RMIN|34ZMB|4BPWR|5LIT|6RCR|7DMG|8ASPD|9DMSP|aDUR
404	11633 31352	   	185.88	DCR|2VULN|2ASPD|1CDMG|2ZMB	14ZMB|2FEWX|36ASPD|5BEXP|7RCR|89VULN|aCDMG
405	63633 31352	   	185.88	DCR|2VULN|2ASPD|1CDMG|2ZMB	1FEWX|24ZMB|36ASPD|5BEXP|7RCR|89VULN|aCDMG
406	23342 62314	   	185.87	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3RCVC|4DMG|5LIT|6RCR|7AME|8ASPD|9DUR
407	23342 63314	   	185.87	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3RCVC|4DMG|5LIT|6RCR|7CGEN|8ASPD|9DUR
408	25332 61314	   	185.87	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1aVULN|2RMIN|3RCVC|4ZMB|5LIT|6RCR|7DMG|8ASPD|9DUR
409	23363 31152	   	185.87	DCR|2VULN|2ASPD|1CDMG|1ZMB	19VULN|2ZMB|3RCVC|46ASPD|5BEXP|7RCR|8DUST|aCDMG
410	23363 31662	   	185.87	DCR|2VULN|2ASPD|1CDMG|1ZMB	19VULN|2ZMB|3RCVC|46ASPD|5BEXP|7RCR|8MBVNT|aCDMG
411	23341 31255	   	185.85	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	19VULN|2ZMB|36RCVC|4DMG|5DUR|7RCR|8BEXP|aASPD
412	23341 31355	   	185.85	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	19VULN|2ZMB|36RCVC|4DMG|5DUR|7RCR|8LWND|aASPD
413	23361 31254	   	185.85	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	19VULN|2ZMB|36RCVC|4ASPD|5DUR|7RCR|8BEXP|aDMG
414	23361 31354	   	185.85	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	19VULN|2ZMB|36RCVC|4ASPD|5DUR|7RCR|8LWND|aDMG
415	12316 64222	   	185.84	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|35RCVC|4AART|6CGEN|7RCR|8CDMG|9VULN|aDMG
416	25632 61313	   	185.78	DCR|2VULN|1ASPD|1DMG|2ZMB|1DUR|1MSE	14VULN|2RMIN|34ZMB|4BPWR|5LIT|6RCR|7DMG|8ASPD|9DUR|aMSE
417	23663 31152	   	185.78	DCR|2VULN|2ASPD|1CDMG|2ZMB	19VULN|23ZMB|46ASPD|5BEXP|7RCR|8DUST|aCDMG
418	23341 31155	   	185.75	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	19VULN|2ZMB|36RCVC|4DMG|5DUR|7RCR|8DUST|aASPD
419	23361 31154	   	185.75	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	19VULN|2ZMB|36RCVC|4ASPD|5DUR|7RCR|8DUST|aDMG
420	24511 11335	   	185.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	16VULN|2LWND|35DUR|4ASPD|7CGEN|8CDMG|9DMG|aRCR
421	24511 13335	   	185.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	16VULN|2LWND|35DUR|4ASPD|7MLV|8CDMG|9DMG|aRCR
422	23364 11335	   	185.72	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3RCVC|4ASPD|5DUST|6LHND|8CDMG|9DMG|aRCR
423	21212 24562	   	185.68	DCR|3VULN|1AART|1DMG|1DUR	138VULN|2DUST|4DMG|5RMIN|6BEXP|7DUR|9AART|aRCR
424	21231 53142	   	185.68	DCR|3VULN|1AART|1ASPD|1DUR	134VULN|24DUST|4BPWR|5DUR|6AART|7ASPD|8LHND|9RMIN|aRCR
425	21231 53242	   	185.68	DCR|3VULN|1AART|1ASPD|1DUR	134VULN|24DUST|4BPWR|5DUR|6AART|7ASPD|8LWND|9RMIN|aRCR
426	21233 55512	   	185.68	DCR|3VULN|1AART|1ASPD|1DUR	134VULN|24DUST|4BPWR|5BEXP|6AART|7DUR|8RMIN|9ASPD|aRCR
427	23363 31532	   	185.66	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3RCVC|46ASPD|5BEXP|7RCR|8CGEN|9DMG|aCDMG
428	23643 21252	   	185.65	DCR|2VULN|2DMG|3ZMB	19VULN|239ZMB|49DMG|568BEXP|7RCR|9BPWR|aLIT
429	21112 53462	   	185.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1VULN|2DUST|3AELBLL|4DMG|5RMIN|69AART|7ASPD|8ZMB|aRCR
430	24511 21335	   	185.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	17VULN|2LWND|35DUR|4ASPD|6TLV|8CDMG|9DMG|aRCR
431	21231 53152	   	185.58	DCR|3VULN|1AART|1ASPD|1DUR	134VULN|24DUST|4BPWR|5DUR|6AART|7ASPD|8LHND|9TLV|aRCR
432	21231 53252	   	185.58	DCR|3VULN|1AART|1ASPD|1DUR	134VULN|24DUST|4BPWR|5DUR|6AART|7ASPD|8LWND|9TLV|aRCR
433	21231 53562	   	185.58	DCR|3VULN|1AART|1ASPD|1DUR	134VULN|24DUST|4BPWR|5DUR|6AART|7ASPD|8ERES|9BEXP|aRCR
434	21231 53654	   	185.58	DCR|3VULN|1AART|1ASPD|1DUR	134VULN|24DUST|4BPWR|5DUR|6AART|7ASPD|8MBVNT|9RMIN|aRCR
435	21233 53532	   	185.58	DCR|3VULN|1AART|1ASPD|1DUR	134VULN|24DUST|4BPWR|5BEXP|6AART|7ASPD|8ERES|9DUR|aRCR
436	16311 51412	   	185.57	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|26RCVC|3DUR|4AART|5DMG|7VULN|8ERES|9RCR|aASPD
437	12311 51112	   	185.56	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|36RCVC|4AART|5DMG|7aVULN|8RMIN|9RCR
438	23663 31532	   	185.56	DCR|2ASPD|1VULN|1DMG|1CDMG|2ZMB	1VULN|23ZMB|46ASPD|5BEXP|7RCR|8CGEN|9DMG|aCDMG
439	23643 21253	   	185.55	DCR|2VULN|2DMG|1MDPS|3ZMB	19VULN|239ZMB|49DMG|568BEXP|7RCR|9BPWR|aMDPS
440	23643 21612	   	185.55	DCR|2VULN|2DMG|3ZMB	1aVULN|23aZMB|4aDMG|569BEXP|7RCR|8MBVNT|aBPWR
441	11653 31352	   	185.55	DCR|2VULN|2ASPD|1CDMG|1ZMB	1ZMB|2FEWX|36ASPD|4RCVC|5BEXP|7RCR|89VULN|aCDMG
442	12611 51112	   	185.53	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5DMG|6RCVC|7aVULN|8RMIN|9RCR
443	21231 53664	   	185.48	DCR|3VULN|1AART|1ASPD|1DUR	134VULN|24DUST|4BPWR|5DUR|6AART|7ASPD|8MBVNT|9TLV|aRCR
444	12311 51414	   	185.46	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|36RCVC|4AART|5DMG|7aVULN|8ERES|9RCR
445	41122 13536	   	185.37	DCR|3VULN|1AART|1ASPD	1BEXP|2DUST|378VULN|4AELBLL|5FEWX|6RCR|9ASPD|aAART
446	61122 13536	   	185.37	DCR|3VULN|1AART|1ASPD	1FEWX|2DUST|378VULN|4AELBLL|5BEXP|6RCR|9ASPD|aAART
447	23111 64531	   	185.35	DCR|2VULN|1MDPS|2DMG|3ZMB	1aVULN|29aZMB|3MDPS|4TLV|5ERES|6aDMG|7RCR|8RPLT|aBPWR
448	12341 61252	   	185.31	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|25DUR|3RCVC|4DMG|69VULN|7RCR|8BEXP|aCDMG
449	12341 61352	   	185.31	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|25DUR|3RCVC|4DMG|69VULN|7RCR|8LWND|aCDMG
450	12361 61252	   	185.31	DCR|2VULN|1ASPD|1CDMG|2DUR|1ZMB	1ZMB|25DUR|3RCVC|4ASPD|69VULN|7RCR|8BEXP|aCDMG
451	12361 61352	   	185.31	DCR|2VULN|1ASPD|1CDMG|2DUR|1ZMB	1ZMB|25DUR|3RCVC|4ASPD|69VULN|7RCR|8LWND|aCDMG
452	21215 31463	   	185.30	DCR|3VULN|1AART|1DMG|1AAC	13aVULN|2DUST|4DMG|5AAC|6RCVC|7RCR|8FEWX|9AART
453	21215 31514	   	185.30	DCR|3VULN|1AART|1DMG|1AAC	13aVULN|2DUST|4DMG|5AAC|6RCVC|7RCR|8CGEN|9AART
454	23131 22356	 * 	185.23	DCR|1MDPS|2DMG|1VULN|1AART|1CDMG|1ZMB	1VULN|2ZMB|3MDPS|4VENFST|5DUST|67DMG|8AART|9RCR|aCDMG
455	12341 61152	   	185.21	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|25DUR|3RCVC|4DMG|69VULN|7RCR|8DUST|aCDMG
456	12361 61152	   	185.21	DCR|2VULN|1ASPD|1CDMG|2DUR|1ZMB	1ZMB|25DUR|3RCVC|4ASPD|69VULN|7RCR|8DUST|aCDMG
457	21215 31673	   	185.20	DCR|3VULN|1AART|1DMG|1AAC	13aVULN|2DUST|4DMG|5AAC|6RCVC|7RCR|8MBVNT|9AART
458	16311 21314	   	185.16	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5DMG|6aVULN|7MLV|9RCR
459	16312 23313	   	185.16	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5aVULN|6AME|7ASPD|9RCR
460	16312 26314	   	185.16	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5aVULN|6AME|7DMG|9RCR
461	12311 51412	   	185.14	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|36RCVC|4AART|5DMG|7VULN|8ERES|9RCR|aASPD
462	12611 51412	   	185.11	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	13ZMB|2DUR|4AART|5DMG|6RCVC|7VULN|8ERES|9RCR|aASPD
463	32344 33263	   	185.07	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2CDMG|36RCVC|4DMG|5DUST|7aVULN|8RCR|9AART
464	32364 33263	   	185.07	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|2CDMG|36RCVC|4ASPD|5DUST|7aVULN|8RCR|9AART
465	16312 43313	   	185.06	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5aVULN|6TLV|7ASPD|9RCR
466	16314 23313	   	185.06	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|28RCVC|3DUR|4AART|5ERES|6aVULN|7ASPD|9RCR
467	22165 11331	 * 	185.03	DCR|2VULN|2DMG|1MDPS|2CDMG|1AAC	1aVULN|2ERES|3MDPS|4aCDMG|5AAC|6RCR|7CGEN|8LHND|9aDMG|aBPWR
