0	Index      	 *	Score 	Summary	Detail	
1	65312 23351	 * 	185.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1LEGI|2RCR|3LIT|4DUR|59VULN|6AART|7ZMB|8aDMG
320	65332 11353	   	157.72	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1LEGI|2RCR|3LIT|4AART|5ZMB|6CDMG|79DUR|8ASPD|aVULN
321	65121 31631	   	157.68	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2RCR|3DUR|4CDMG|5DMG|6ASPD|7VULN|8DUST|9CANHEL|aAART
322	16333 32312	   	157.65	ACR|2VULN|1AART|1DMG|1ZMB	16TLV|24LIT|3RCR|59VULN|7ZMB|8AART|aDMG
323	65121 31151	   	157.64	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1LEGI|2RCR|3DUR|4CDMG|5DMG|6ASPD|7VULN|8SELL|9RPLT|aAART
324	65312 23325	   	157.64	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|5VULN|6AART|7ZMB|8DMG|9CGEN|aASPD
325	32121 54351	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2DUR|3DUST|4CDMG|56DMG|7RCR|8aVULN|9NUKE
326	65312 23215	 * 	157.37	ACR|2VULN|1AART|2ZMB|2DUR	1LEGI|2RCR|3LIT|4aDUR|59VULN|6AART|78ZMB
327	33421 52325	   	157.31	DCR|2VULN|2DMG|1AART	1FEWX|2BEXP|3AART|4DUST|58VULN|69DMG|7CGEN|aRCR
328	65322 22361	   	157.28	ACR|2DMG|1AART|1VULN|1DUR	1LEGI|2RCR|3LIT|47CGEN|5aDMG|6AART|8DUR|9VULN
329	65322 22362	   	157.28	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2RCR|3LIT|47CGEN|5DMG|6AART|8DUR|9aVULN
330	53256 23332	 * 	157.27	DCR|2VULN|2DMG|3ASPD	134LIT|23aASPD|3aBPWR|5CGEN|6NUKE|7RCR|8aVULN|9aDMG
331	34153 33325	   	157.21	DCR|2VULN|2DMG|1AART	1FEWX|2TLV|3AART|4BEXP|58VULN|69DMG|7DUST|aRCR
332	35153 33325	   	157.21	DCR|2VULN|2DMG|1AART	1FEWX|2ERES|3AART|4BEXP|58VULN|69DMG|7DUST|aRCR
333	15321 53621	 * 	157.21	DCR|2VULN|2DMG|1CDMG|1FLTHEA	1TLV|23VULN|4MLV|58DMG|6CDMG|7FLTHEA|9LWND|aRCR
334	16333 43311	   	157.19	ACR|3VULN|1AART|1CDMG	1TLV|24LIT|3RCR|58aVULN|6AART|7CDMG|9FEWX
335	16333 43361	   	157.19	ACR|3VULN|1AART|1CDMG	1TLV|24LIT|3RCR|58aVULN|6AART|7CDMG|9BEXP
336	65312 24133	   	157.18	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2RCR|3LIT|4DUR|57VULN|6AART|8RPLT|9TLV|aDMG
337	65322 21212	   	157.18	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2RCR|3LIT|4CGEN|5DMG|6AART|7DUST|8ASPD|9aVULN
338	65322 23212	   	157.18	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2RCR|3LIT|4CGEN|5DMG|6AART|7MBVNT|8ASPD|9aVULN
339	12136 45111	 * 	157.17	DCR|2AART|2DMG|1VULN	18TLV|2BELT|3RMIN|48DMG|56AART|7RCR|8BPWR|9LHND|aVULN
340	12136 45121	   	157.17	DCR|2AART|2DMG|1VULN	18TLV|2BELT|3RMIN|48DMG|56AART|7RCR|8BPWR|9LWND|aVULN
341	12136 45131	   	157.17	DCR|2AART|2DMG|1VULN	18TLV|2BELT|3RMIN|48DMG|56AART|7RCR|8BPWR|9FEWX|aVULN
342	16314 23253	   	157.09	ACR|3VULN|1AART|1CDMG	1TLV|2LIT|3RCR|4CGEN|59aVULN|6AART|7CDMG|8ERES
343	16314 23361	   	157.09	ACR|3VULN|1AART|1CDMG	1TLV|2LIT|3RCR|4CGEN|59aVULN|6AART|7CDMG|8BASHEA
344	65621 12231	 * 	157.08	ACR|2VULN|2DMG|2ZMB	1LEGI|2RCR|3aVENICY|4CGEN|5aZMB|67VULN|8ERES|9aDMG|aBPWR
345	65512 21212	   	157.08	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2RCR|3ERES|4LIT|5DMG|6AART|7DUST|8ASPD|9aVULN
346	65531 21312	   	157.08	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2RCR|3ERES|4ASPD|5LIT|6AART|7DUST|8DMG|9aVULN
347	65423 41332	   	156.94	ACR|2DMG|1VULN|2CDMG|2DUR	1LEGI|2RCR|3RPLT|4aCDMG|5MBVNT|6aDUR|7ERES|8VULN|9aDMG|aBPWR
348	65423 43332	   	156.94	ACR|2DMG|1VULN|2CDMG|2DUR	1LEGI|2RCR|3RPLT|4aCDMG|5MBVNT|6aDUR|7TLV|8VULN|9aDMG|aBPWR
349	15621 16332	   	156.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2VULN|3RPLT|4AART|5aDUR|6RCR|7ERES|8CDMG|9DMG
350	25113 61133	   	156.88	DCR|3DMG|1AART|1VULN	1BEXP|256ERES|3AART|456DMG|56BPWR|7DUST|8VULN|9RCVC|aRCR
351	24131 16314	   	156.79	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1BEXP|2TLV|3AART|4RPLT|5DUR|6RCR|7CDMG|8aVULN|9ASPD
352	25131 16311	   	156.79	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1BEXP|2ERES|3AART|4RPLT|5DUR|6RCR|7CDMG|8aVULN|9ASPD
353	65322 15212	   	156.68	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2RCR|3LIT|4CGEN|5DMG|6LHND|7AART|8ASPD|9aVULN
354	65121 36231	 * 	156.66	ACR|2DMG|3CDMG|2ASPD|2DUR	1LEGI|2RCR|39DUR|47aCDMG|59DMG|69ASPD|8RPLT|9BPWR
355	21413 42623	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1BEXP|2LIT|3CDMG|49VULN|5NUKE|6RCR|7ASPD|8ZMB|aAART
356	31413 42623	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1FEWX|2LIT|3CDMG|49VULN|5NUKE|6RCR|7ASPD|8ZMB|aAART
357	15131 21661	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1TLV|2VULN|3DUR|4ASPD|5LIT|6AART|7RMIN|8RCR|9aDMG
358	15131 21662	   	156.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|2aVULN|3DUR|4ASPD|5LIT|6AART|7RMIN|8RCR|9DMG
359	65312 15133	   	156.58	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2RCR|3LIT|4DUR|56VULN|7AART|8RPLT|9TLV|aDMG
360	64131 23214	   	156.55	DCR|2DMG|1AART|2ASPD|1ZMB|1DUR	1LEGI|29DMG|3DUR|48ASPD|5LIT|6AART|7RCR|aZMB
361	53411 23315	   	156.54	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1LIT|2ASPD|3aDUR|4CGEN|5ZMB|6RCR|79VULN|8AART
362	55311 23315	   	156.54	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1LIT|2aDUR|3ASPD|4CGEN|5ZMB|6RCR|79VULN|8AART
363	43365 13123	   	156.50	ACR|3VULN|1AART|1DMG	1RMIN|2LIT|369VULN|4RPLT|5RCR|7CGEN|8DMG|aAART
364	15621 12533	   	156.46	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1TLV|2VULN|3RPLT|48AART|5DUR|6RCR|7LIT|9DMG|aASPD
365	43365 11123	   	156.40	ACR|3VULN|1AART|1DMG	1RMIN|2LIT|369VULN|4RPLT|5RCR|7ERES|8DMG|aAART
366	33221 54241	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2BEXP|3LWND|4CDMG|56DMG|7RCR|8VULN|9DUST|aAART
367	65121 53212	   	156.33	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LEGI|2RCR|3DUR|4CDMG|56DMG|7ZMB|8RPLT|9LIT|aVULN
368	65121 52331	   	156.33	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LEGI|2RCR|3DUR|4CDMG|56DMG|7FEWX|8VULN|9LIT|aZMB
369	24131 16362	 * 	156.26	DCR|2VULN|1AART|2CDMG|1DUR	19BEXP|29TLV|3AART|4RPLT|5DUR|6RCR|7aCDMG|89VULN|9BPWR
370	25131 16362	   	156.26	DCR|2VULN|1AART|2CDMG|1DUR	19BEXP|29ERES|3AART|4RPLT|5DUR|6RCR|7aCDMG|89VULN|9BPWR
371	53311 43218	   	156.26	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ASPD|39aVULN|4CGEN|5ZMB|6AART|7MBVNT|8RCR
372	65121 53111	   	156.23	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LEGI|2RCR|3DUR|4CDMG|56DMG|7ZMB|8ERES|9RPLT|aVULN
373	65121 53123	   	156.23	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LEGI|2RCR|3DUR|4CDMG|56DMG|7ZMB|8ERES|9BEXP|aVULN
374	16336 12313	   	156.21	ACR|3VULN|1AART|1DUR|1ASPD	1TLV|24LIT|3RCR|5ASPD|679VULN|8AART|aDUR
375	16333 14132	 * 	156.18	ACR|2VULN|2DMG|3DUR	18aTLV|247LIT|3RCR|58VULN|68aDUR|8aBPWR|9aDMG
376	65332 15132	   	156.13	ACR|2DMG|1AART|1CDMG|1ZMB	1LEGI|2RCR|3LIT|4AART|5ZMB|6CDMG|7aDMG|89CGEN
377	41312 43123	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2LWND|3VULN|4LIT|58DMG|6RCR|7CANHEL|9ZMB|aAART
378	41312 23526	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2LWND|39VULN|4LIT|5DMG|6AART|7RCR|8SNIHEL|aZMB
379	41312 23682	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2LWND|3aVULN|4LIT|5DMG|6AART|7RCR|8MBVNT|9ZMB
380	65313 43312	   	156.08	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2RCR|3LIT|4DUR|5DMG|67LHND|8AART|9aVULN
381	65332 14213	   	156.03	ACR|2VULN|1AART|1CDMG|1ZMB	1LEGI|2RCR|3LIT|4AART|5ZMB|6CDMG|7TLV|89VULN|aLHND
382	53342 22214	   	155.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LIT|2ASPD|3VULN|4FEWX|59DMG|6AART|7CGEN|8ZMB|aRCR
383	65332 14211	   	155.93	ACR|2VULN|1AART|1CDMG|1ZMB	1LEGI|2RCR|3LIT|4AART|5ZMB|6CDMG|7TLV|89VULN|aDUST
384	51111 26115	 * 	155.93	DCR|4VULN|2CDMG|2ASPD	189LIT|2BELT|35ASPD|4568VULN|58BPWR|78CDMG|aRCR
385	16336 12315	 * 	155.89	ACR|3VULN|1AART|2ASPD	1TLV|24LIT|3RCR|5aASPD|679VULN|8AART
386	16321 34132	 * 	155.88	ACR|3VULN|2DMG	18aTLV|257LIT|3RCR|458LHND|58aBPWR|68aVULN|9aDMG
