0	Index      	 *	Score 	Summary	Detail	
1	36233 21621	 * 	213.65	ACR|4VULN|2DMG|1AART|2CDMG	168aVULN|25DMG|3RCR|45CDMG|5BPWR|7LHND|9AART
357	36222 16133	   	189.59	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|25DMG|3RCR|6ERES|7AART|8CGEN|9ZMB|aCDMG
358	36223 11521	   	189.55	ACR|4VULN|1AART|1DMG|1CDMG	145aVULN|2DMG|3RCR|6ERES|7CGEN|8CDMG|9AART
359	33233 21134	   	189.50	ACR|4VULN|3CDMG|1DMG|1ZMB	1568VULN|2RMIN|3RCR|458CDMG|58BPWR|78LHND|9DMG|aZMB
360	36222 16621	   	189.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|25DMG|3RCR|6ERES|7AART|8CDMG|9DUST|aZMB
361	36233 13454	   	189.44	ACR|2VULN|2DMG|3CDMG|1AART	18VULN|25DMG|3RCR|458CDMG|58BPWR|68BEXP|7RMIN|9MBVNT|aAART
362	35513 23122	 * 	189.32	DCR|3VULN|3DMG|1AART	189VULN|2AART|3NUKE|4TLV|578DMG|68FEWX|8BPWR|aRCR
363	35513 63122	   	189.32	DCR|3VULN|3DMG|1AART	189VULN|2AART|3NUKE|4TLV|578DMG|68BEXP|8BPWR|aRCR
364	36222 21145	   	189.23	ACR|3VULN|3DMG|1ZMB|1SELL	148VULN|258DMG|3RCR|6SELL|78LHND|8BPWR|9DUR|aZMB
365	35513 13122	   	189.12	DCR|3VULN|3DMG|1AART	189VULN|2AART|3NUKE|4TLV|578DMG|68DUST|8BPWR|aRCR
366	36223 34242	   	189.10	ACR|3VULN|1AART|1DMG|2ASPD|1FLTHEA	145VULN|2DMG|3RCR|6BELT|7aASPD|8FLTHEA|9AART
367	36225 23224	   	189.03	ACR|3VULN|3DMG|1ZMB|1SELL	145VULN|258DMG|3RCR|5BPWR|6SELL|7BASHEA|9DUR|aZMB
368	36232 62243	   	188.98	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	189VULN|2DMG|3RCR|4CDMG|5LHND|6aDUR|7AART
369	33235 21121	   	188.93	ACR|5VULN|1AART|2CDMG	1568aVULN|2RMIN|3RCR|48CDMG|78LHND|8BPWR|9AART
370	36233 21114	   	188.93	ACR|3VULN|2DMG|3CDMG	168VULN|25DMG|3RCR|458CDMG|58BPWR|78LHND|9BEXP|aDUR
371	36233 21142	   	188.93	ACR|3VULN|2DMG|3CDMG	168VULN|25DMG|3RCR|458CDMG|58BPWR|789LHND|aDUR
372	36233 21162	   	188.93	ACR|3VULN|2DMG|3CDMG	168VULN|25DMG|3RCR|458CDMG|58BPWR|78LHND|9MGNLIT|aDUR
373	36233 21165	   	188.93	ACR|3VULN|2DMG|3CDMG	168VULN|25DMG|3RCR|458CDMG|58BPWR|78LHND|9MGNLIT|aASPD
374	36325 16111	   	188.92	DCR|3VULN|3DMG|1AART	14aVULN|25aDMG|35BEXP|5aBPWR|6ERES|7AART|8aCGEN|9RCR
375	36223 16633	   	188.88	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	145VULN|2DMG|3RCR|6ERES|7AART|8CDMG|9aDUR
376	36235 34113	   	188.83	ACR|2VULN|2DMG|2AART|1CDMG	15VULN|27DMG|3RCR|4CDMG|6AIRHEL|8CGEN|9aAART
377	36233 21124	   	188.83	ACR|3VULN|2DMG|3CDMG	168VULN|25DMG|3RCR|458CDMG|58BPWR|78LHND|9DUST|aDUR
378	36322 16111	   	188.82	DCR|3VULN|3DMG|1AART	14aVULN|25aDMG|3BEXP|6ERES|7AART|8aCGEN|9RCR|aBPWR
379	33232 12531	   	188.75	ACR|4VULN|2AART|2CDMG	168aVULN|2RMIN|3RCR|48CDMG|58LHND|79AART|8BPWR
380	33241 12531	   	188.75	ACR|4VULN|2AART|2CDMG	168aVULN|2RMIN|3RCR|48LWND|58CDMG|79AART|8BPWR
381	33261 12531	   	188.75	ACR|4VULN|2AART|2CDMG	168aVULN|2RMIN|3RCR|48LHND|58CDMG|79AART|8BPWR
382	53221 12531	   	188.75	ACR|4VULN|2AART|2CDMG	18LWND|2RMIN|3RCR|468aVULN|58CDMG|79AART|8BPWR
383	63221 12531	   	188.75	ACR|4VULN|2AART|2CDMG	18LHND|2RMIN|3RCR|468aVULN|58CDMG|79AART|8BPWR
384	36231 13121	   	188.70	ACR|3VULN|1AART|2CDMG|1DMG	16aVULN|2DMG|3RCR|47CDMG|5ERES|8ASPD|9AART
385	36235 53121	   	188.70	ACR|3VULN|1AART|2CDMG|1DMG	15aVULN|2DMG|3RCR|47CDMG|6ERES|8ASPD|9AART
386	36233 23223	   	188.63	ACR|3DMG|2VULN|3CDMG	16VULN|258DMG|3RCR|45aCDMG|5BPWR|7BASHEA|9DUR
387	36233 31223	   	188.63	ACR|3DMG|2VULN|3CDMG	17VULN|258DMG|3RCR|45aCDMG|5BPWR|6AIRHEL|9DUR
388	36223 21621	   	188.58	ACR|5VULN|1AART|1DMG|1SELL	1458aVULN|2DMG|3RCR|6SELL|7LHND|9AART
389	36221 15521	   	188.55	ACR|4VULN|2AART|1DMG	146aVULN|2DMG|3RCR|5DUST|78AART|9BELT
390	36225 53121	   	188.33	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6FEWX|7DUR|8AART|9DUST|aRCVC
391	36241 12331	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	16aVULN|2DMG|3RCR|4LWND|5CDMG|79AART|8DMSP
392	36241 12432	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4aLWND|5CDMG|79AART
393	36241 12433	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4LWND|5CDMG|79AART|aBELT
394	36261 12331	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	16aVULN|2DMG|3RCR|4LHND|5CDMG|79AART|8DMSP
395	36261 12432	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4LHND|5CDMG|79AART|aLWND
396	36261 12433	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4LHND|5CDMG|79AART|aLIT
397	56221 12331	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	1LWND|2DMG|3RCR|46aVULN|5CDMG|79AART|8DMSP
398	56221 12432	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	1aLWND|2DMG|3RCR|468VULN|5CDMG|79AART
399	56221 12433	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	1LWND|2DMG|3RCR|468VULN|5CDMG|79AART|aBELT
400	36232 12331	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	16aVULN|2DMG|3RCR|4CDMG|5LHND|79AART|8DMSP
401	36232 12432	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4CDMG|5LHND|79AART|aLWND
402	36232 12433	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4CDMG|5LHND|79AART|aLIT
403	36232 12434	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4CDMG|5aLHND|79AART
404	36232 42431	   	188.20	ACR|3VULN|2AART|1DMG|1CDMG	18aVULN|2DMG|3RCR|4CDMG|56LHND|79AART
405	36221 15513	   	188.10	ACR|3VULN|2AART|1DMG|1CDMG	146VULN|2DMG|3RCR|5DUST|78AART|9RMIN|aCDMG
406	36221 15533	   	188.10	ACR|3VULN|2AART|1DMG|1CDMG	146VULN|2DMG|3RCR|5DUST|78AART|9CGEN|aCDMG
407	36232 12435	   	188.10	ACR|3VULN|2AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4CDMG|5LHND|79AART|aERES
408	36234 12431	   	188.10	ACR|3VULN|2AART|1DMG|1CDMG	18aVULN|2DMG|3RCR|4CDMG|5MLV|6ERES|79AART
409	36153 25121	 * 	187.99	DCR|4VULN|1AART|1DMG|2ZMB|1SELL	158aVULN|2DMG|38ZMB|48CGEN|6SELL|7RCR|8BPWR|9AART
410	36225 63231	   	187.84	ACR|4VULN|3DMG	145aVULN|25aDMG|3RCR|5aBPWR|6LHND|7RCVC|8CANHEL|9aLWND
411	36241 12141	   	187.75	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	169VULN|2DMG|3RCR|4LWND|5CDMG|7AART|8CGEN|aZMB
412	36261 12141	   	187.75	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	169VULN|2DMG|3RCR|4LHND|5CDMG|7AART|8CGEN|aZMB
413	56221 12141	   	187.75	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2DMG|3RCR|469VULN|5CDMG|7AART|8CGEN|aZMB
414	36232 12141	   	187.75	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	169VULN|2DMG|3RCR|4CDMG|5LHND|7AART|8CGEN|aZMB
415	36225 63111	   	187.74	ACR|4VULN|3DMG	1459VULN|25aDMG|3RCR|5BPWR|6LHND|7RCVC|8MLV
416	36225 63311	   	187.74	ACR|4VULN|3DMG	1459VULN|25aDMG|3RCR|5BPWR|6LHND|7RCVC|8CGEN
417	36225 15332	   	187.73	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6ERES|7DUR|8LHND|9AART|aRCVC
418	36225 61332	   	187.73	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6LHND|7ASPD|8LEGI|9AART|aRCVC
419	36241 12231	   	187.65	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	169VULN|2DMG|3RCR|4LWND|5CDMG|7AART|8TLV|aZMB
420	36261 12231	   	187.65	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	169VULN|2DMG|3RCR|4LHND|5CDMG|7AART|8TLV|aZMB
421	56221 12231	   	187.65	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2DMG|3RCR|469VULN|5CDMG|7AART|8TLV|aZMB
422	36223 16133	   	187.65	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	145VULN|2DMG|3RCR|6ERES|7AART|8CGEN|9ZMB|aCDMG
423	36232 12231	   	187.65	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	169VULN|2DMG|3RCR|4CDMG|5LHND|7AART|8TLV|aZMB
424	36225 63221	   	187.64	ACR|4VULN|3DMG	145aVULN|25aDMG|3RCR|5aBPWR|6LHND|7RCVC|8CANHEL|9aDUST
425	36225 16211	   	187.63	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6ERES|7AART|8DMSP|9DUR|aBEXP
426	36225 16212	   	187.63	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6ERES|7AART|8DMSP|9DUR|aLWND
427	36223 16621	   	187.55	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	145VULN|2DMG|3RCR|6ERES|7AART|8CDMG|9DUST|aZMB
428	36221 15432	   	187.53	ACR|3VULN|2DMG|1AART	146VULN|29DMG|3RCR|5DUST|7AART|8LIT|aDUR
429	36222 16413	   	187.43	ACR|2VULN|2DMG|1AART|1CDMG	14VULN|25DMG|3RCR|6ERES|7AART|8RCVC|9DUR|aCDMG
430	36532 63111	   	187.42	DCR|4VULN|1DMG|2ZMB|1CDMG	1478VULN|2DMG|38LIT|58ZMB|6RCR|8BPWR|9CDMG|aASPD
431	36215 13163	 * 	187.32	ACR|4VULN|3ASPD|1DMG|2ZMB	178aVULN|2DMG|3RCR|48aLIT|568ASPD|8aBPWR|9aZMB
432	36213 62411	   	187.28	ACR|3VULN|2DMG|1CDMG|1ZMB	157VULN|26DMG|3RCR|4LIT|8ZMB|9CDMG|aASPD
433	36323 16111	 * 	187.27	DCR|4VULN|2DMG|1AART	145aVULN|2aDMG|3BEXP|6ERES|7AART|8aCGEN|9RCR|aBPWR
434	36232 32264	   	187.20	ACR|2VULN|3CDMG|1AART|1DMG|2ASPD	19VULN|2DMG|3RCR|49aCDMG|5LHND|6FEWX|7AART|89ASPD|9BPWR
435	36222 63532	   	187.19	ACR|3VULN|3DMG|1CDMG	14aVULN|259DMG|3RCR|6LHND|7RCVC|8CDMG
436	36223 13451	   	187.18	ACR|3VULN|2DMG|1CDMG|1ZMB	145VULN|27DMG|3RCR|6ERES|8DUR|9CDMG|aZMB
437	36225 21151	   	187.10	ACR|4VULN|3DMG|1SELL	1458VULN|258DMG|3RCR|58BPWR|6SELL|78LHND|9RCVC|aLIT
438	36225 21153	   	187.10	ACR|4VULN|3DMG|1SELL	1458VULN|258DMG|3RCR|58BPWR|6SELL|78aLHND|9RCVC
439	36222 53112	   	187.03	ACR|3VULN|2DMG|1AART	149VULN|25DMG|3RCR|6FEWX|7DUR|8AART|aBEXP
440	36222 53114	   	187.03	ACR|3VULN|2DMG|1AART	149VULN|25DMG|3RCR|6FEWX|7DUR|8AART|aLIT
441	36222 53143	   	187.03	ACR|3VULN|2DMG|1AART	14aVULN|25DMG|3RCR|6FEWX|7DUR|8AART|9LHND
442	36222 53161	   	187.03	ACR|3VULN|2DMG|1AART	14aVULN|25DMG|3RCR|6FEWX|7DUR|8AART|9LIT
443	36225 12632	   	187.03	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6ERES|7LIT|8AART|9LWND|aDUR
444	36222 21152	   	187.00	ACR|4VULN|3DMG|1SELL	148aVULN|258DMG|3RCR|6SELL|78LHND|8BPWR|9RCVC
445	36236 63121	   	186.95	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1aVULN|2DMG|3RCR|47CDMG|5RCVC|6ZMB|8ASPD|9AART
446	36222 53111	   	186.93	ACR|3VULN|2DMG|1AART	149VULN|25DMG|3RCR|6FEWX|7DUR|8AART|aAIRHEA
447	36222 53113	   	186.93	ACR|3VULN|2DMG|1AART	149VULN|25DMG|3RCR|6FEWX|7DUR|8AART|aLEGI
448	36222 53116	   	186.93	ACR|3VULN|2DMG|1AART	149VULN|25DMG|3RCR|6FEWX|7DUR|8AART|aDUST
449	36222 53123	   	186.93	ACR|3VULN|2DMG|1AART	14aVULN|25DMG|3RCR|6FEWX|7DUR|8AART|9DUST
450	36235 23113	   	186.90	ACR|3VULN|2AART|1DMG|1CDMG	156VULN|2DMG|3RCR|4CDMG|7BASHEA|8CGEN|9aAART
451	36235 31113	   	186.90	ACR|3VULN|2AART|1DMG|1CDMG	157VULN|2DMG|3RCR|4CDMG|6AIRHEL|8CGEN|9aAART
452	36225 21115	   	186.80	ACR|4VULN|3DMG|1SELL	1458VULN|258DMG|3RCR|58BPWR|6SELL|78LHND|9RMIN|aRCVC
453	36225 21135	   	186.80	ACR|4VULN|3DMG|1SELL	1458VULN|258DMG|3RCR|58BPWR|6SELL|78LHND|9CGEN|aRCVC
454	36233 14211	   	186.75	ACR|3DMG|2VULN|2CDMG|1ZMB	18VULN|259DMG|3RCR|45CDMG|5BPWR|6BEXP|7BELT|aZMB
455	36233 22211	   	186.75	ACR|3DMG|2VULN|2CDMG|1ZMB	16VULN|259DMG|3RCR|45CDMG|5BPWR|7BELT|8BEXP|aZMB
456	36233 22311	   	186.75	ACR|3DMG|2VULN|2CDMG|1ZMB	16VULN|259DMG|3RCR|45CDMG|5BPWR|7BELT|8FEWX|aZMB
457	36233 22411	   	186.75	ACR|3DMG|2VULN|2CDMG|1ZMB	16VULN|259DMG|3RCR|45CDMG|5BPWR|7BELT|8LWND|aZMB
458	36233 64122	   	186.75	ACR|3DMG|2VULN|2CDMG|1ZMB	18VULN|258DMG|3RCR|45CDMG|58BPWR|6ZMB|78ERES|9RMIN|aCGEN
459	36233 64131	   	186.75	ACR|3DMG|2VULN|2CDMG|1ZMB	18VULN|258DMG|3RCR|45CDMG|58BPWR|6ZMB|78ERES|9LIT|aCGEN
460	36233 64132	   	186.75	ACR|3DMG|2VULN|2CDMG|1ZMB	18VULN|258DMG|3RCR|45CDMG|58BPWR|6ZMB|78ERES|9LIT|aFEWX
461	33231 15331	   	186.75	ACR|3VULN|2DMG|2CDMG|1ZMB	169VULN|2RMIN|3RCR|49CDMG|5ERES|7CGEN|89DMG|9BPWR|aZMB
462	33235 55331	   	186.75	ACR|3VULN|2DMG|2CDMG|1ZMB	159VULN|2RMIN|3RCR|49CDMG|6ERES|7CGEN|89DMG|9BPWR|aZMB
463	36633 25121	   	186.69	DCR|4VULN|1AART|1DMG|2ASPD|1SELL	158aVULN|2DMG|38ASPD|48CGEN|6SELL|7RCR|8BPWR|9AART
464	36233 22622	   	186.65	ACR|3VULN|2DMG|2CDMG|1ZMB	16aVULN|25DMG|3RCR|45CDMG|5BPWR|7BELT|8CANHEL|9ZMB
465	36233 23212	   	186.65	ACR|3DMG|2VULN|2CDMG|1ZMB	16VULN|258DMG|3RCR|45CDMG|5BPWR|7BASHEA|9CGEN|aZMB
466	36233 23234	   	186.65	ACR|3DMG|2VULN|2CDMG|1ZMB	16VULN|258DMG|3RCR|45CDMG|5BPWR|7BASHEA|9LWND|aZMB
467	36233 23242	   	186.65	ACR|3DMG|2VULN|2CDMG|1ZMB	16VULN|258DMG|3RCR|45CDMG|5BPWR|7BASHEA|9RMIN|aZMB
468	36233 31212	   	186.65	ACR|3DMG|2VULN|2CDMG|1ZMB	17VULN|258DMG|3RCR|45CDMG|5BPWR|6AIRHEL|9CGEN|aZMB
469	36233 31234	   	186.65	ACR|3DMG|2VULN|2CDMG|1ZMB	17VULN|258DMG|3RCR|45CDMG|5BPWR|6AIRHEL|9LWND|aZMB
470	36233 31242	   	186.65	ACR|3DMG|2VULN|2CDMG|1ZMB	17VULN|258DMG|3RCR|45CDMG|5BPWR|6AIRHEL|9RMIN|aZMB
471	36233 61522	   	186.65	ACR|3DMG|2VULN|2CDMG|1ZMB	18VULN|25aDMG|3RCR|45CDMG|5BPWR|6ZMB|7LIT|9ERES
472	36233 64112	   	186.65	ACR|3DMG|2VULN|2CDMG|1ZMB	18VULN|258DMG|3RCR|45CDMG|58BPWR|6ZMB|78ERES|9DUST|aCGEN
473	36233 64332	   	186.65	ACR|3VULN|2DMG|2CDMG|1ZMB	19aVULN|25DMG|3RCR|45CDMG|5BPWR|6ZMB|7ERES|8BEXP
474	34122 36363	   	186.62	DCR|3VULN|2DMG|1AART|1CDMG	148VULN|2LHND|3ERES|56DMG|7AART|9RCR|aCDMG
475	36233 23252	   	186.55	ACR|3DMG|2VULN|2CDMG|1ZMB	16VULN|258DMG|3RCR|45CDMG|5BPWR|7BASHEA|9ERES|aZMB
476	36233 23262	   	186.55	ACR|3DMG|2VULN|2CDMG|1ZMB	16VULN|258DMG|3RCR|45CDMG|5BPWR|7BASHEA|9NUKE|aZMB
477	36233 31252	   	186.55	ACR|3DMG|2VULN|2CDMG|1ZMB	17VULN|258DMG|3RCR|45CDMG|5BPWR|6AIRHEL|9ERES|aZMB
478	36233 31262	   	186.55	ACR|3DMG|2VULN|2CDMG|1ZMB	17VULN|258DMG|3RCR|45CDMG|5BPWR|6AIRHEL|9NUKE|aZMB
479	36233 64111	   	186.55	ACR|3DMG|2VULN|2CDMG|1ZMB	18VULN|258DMG|3RCR|45CDMG|58BPWR|6ZMB|78ERES|9aDUST
480	33233 64131	 * 	186.55	ACR|3VULN|3ZMB|1DMG|2CDMG	158VULN|2RMIN|3RCR|45CDMG|58BPWR|68aZMB|78ERES|9DMG
481	36233 62122	   	186.45	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|25DMG|3RCR|45CDMG|5BPWR|6ZMB|7RCVC|8ASPD|9AART|aLWND
482	36233 62123	   	186.45	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|25DMG|3RCR|45CDMG|5BPWR|6ZMB|7RCVC|8ASPD|9AART|aLIT
483	36233 62124	   	186.45	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|25DMG|3RCR|45CDMG|5BPWR|6ZMB|7RCVC|8ASPD|9AART|aLHND
484	36233 62125	   	186.45	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|25DMG|3RCR|45CDMG|5BPWR|6ZMB|7RCVC|8ASPD|9AART|aMLV
485	36223 43125	   	186.43	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6RMIN|8BEXP|9AART|aDUR
486	36222 34611	   	186.43	ACR|3VULN|2DMG|1AART	14aVULN|25DMG|3RCR|6BELT|7ASPD|8CGEN|9AART
487	36223 43421	   	186.43	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6RMIN|8DUR|9AART|aBEXP
488	36223 43422	   	186.43	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6RMIN|8DUR|9AART|aLWND
489	36225 15331	   	186.43	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6ERES|7DUR|8LHND|9AART|aFEWX
490	36225 61331	   	186.43	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6LHND|7ASPD|8LEGI|9AART|aFEWX
491	36233 62126	   	186.35	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|25DMG|3RCR|45CDMG|5BPWR|6ZMB|7RCVC|8ASPD|9AART|aDUST
492	36223 13125	   	186.33	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6ERES|8BEXP|9AART|aDUR
493	36223 13421	   	186.33	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6ERES|8DUR|9AART|aBEXP
494	36223 13422	   	186.33	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6ERES|8DUR|9AART|aLWND
495	36223 13424	   	186.33	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6ERES|8DUR|9AART|aFEWX
496	36225 24122	   	186.28	ACR|3VULN|2DMG|1AART|1SELL	145VULN|25DMG|3RCR|5BPWR|6SELL|7CGEN|8ASPD|9AART|aLWND
497	36225 24123	   	186.28	ACR|3VULN|2DMG|1AART|1SELL	145VULN|25DMG|3RCR|5BPWR|6SELL|7CGEN|8ASPD|9AART|aLIT
498	36225 22253	   	186.28	ACR|3VULN|2DMG|1AART|1SELL	145VULN|25DMG|3RCR|5BPWR|6SELL|7BELT|8BEXP|9AART|aASPD
499	36225 22353	   	186.28	ACR|3VULN|2DMG|1AART|1SELL	145VULN|25DMG|3RCR|5BPWR|6SELL|7BELT|8FEWX|9AART|aASPD
500	36213 62423	 * 	186.19	ACR|3VULN|3DMG|2ZMB	157VULN|269DMG|3RCR|4LIT|8aZMB
501	36222 24121	   	186.18	ACR|3VULN|2DMG|1AART|1SELL	14aVULN|25DMG|3RCR|6SELL|7CGEN|8ASPD|9AART
502	36225 25122	   	186.18	ACR|3VULN|2DMG|1AART|1SELL	145VULN|25DMG|3RCR|5BPWR|6SELL|7ERES|8ASPD|9AART|aLWND
503	36225 25123	   	186.18	ACR|3VULN|2DMG|1AART|1SELL	145VULN|25DMG|3RCR|5BPWR|6SELL|7ERES|8ASPD|9AART|aLIT
504	36225 23115	   	186.18	ACR|3VULN|2DMG|1AART|1SELL	145VULN|25DMG|3RCR|5BPWR|6SELL|7BASHEA|8CGEN|9AART|aDUR
505	36222 25121	   	186.08	ACR|3VULN|2DMG|1AART|1SELL	14aVULN|25DMG|3RCR|6SELL|7ERES|8ASPD|9AART
506	35122 43513	   	185.98	DCR|4VULN|1AART|1DMG|1ZMB	157aVULN|2AART|3ZMB|4LWND|6DMG|8RCR|9FEWX
507	35122 43523	   	185.98	DCR|4VULN|1AART|1DMG|1ZMB	157aVULN|2AART|3ZMB|49LWND|6DMG|8RCR
508	35122 43533	   	185.98	DCR|4VULN|1AART|1DMG|1ZMB	157aVULN|2AART|3ZMB|4LWND|6DMG|8RCR|9DMSP
509	13153 55122	   	185.98	DCR|3VULN|1AART|1DMG|2CDMG	1TLV|24CDMG|346VULN|4BPWR|5DMG|7RCR|8ASPD|9AART|aLWND
510	13153 55123	   	185.98	DCR|3VULN|1AART|2CDMG|1DMG	1TLV|24CDMG|346VULN|4BPWR|5DMG|7RCR|8ASPD|9AART|aLIT
511	36162 63122	   	185.97	DCR|3VULN|3DMG|2ZMB	178VULN|259DMG|38ZMB|48LIT|6RCR|8BPWR|aFEWX
512	36225 41122	   	185.93	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6RMIN|7CGEN|8MLV|9DUR|aAART
513	36225 51112	   	185.93	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6FEWX|7ASPD|8RMIN|9CGEN|aAART
514	36225 51332	   	185.93	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6FEWX|7ASPD|8LHND|9DMSP|aAART
515	13151 35121	   	185.88	DCR|3VULN|1AART|1DMG|2CDMG	15TLV|24CDMG|34aVULN|4BPWR|6ASPD|7RCR|8DMG|9AART
516	36222 63261	   	185.87	ACR|3VULN|3DMG|2DUR	14aVULN|25aDMG|3RCR|6LHND|7RCVC|8CANHEL|9aDUR|aBPWR
517	36162 63121	   	185.87	DCR|3VULN|3DMG|2ZMB	178VULN|259DMG|38ZMB|48LIT|6RCR|8BPWR|aTLV
518	36225 13413	   	185.84	ACR|3VULN|3DMG|1AART|1FLTHEA|1MSE	145VULN|257DMG|3RCR|5BPWR|6ERES|8AART|9MSE|aFLTHEA
519	36225 13433	   	185.84	ACR|3VULN|3DMG|1AART|1CDMG|1MSE	145VULN|257DMG|3RCR|5BPWR|6ERES|8AART|9CDMG|aMSE
520	33211 63133	   	185.84	ACR|4VULN|3DMG	178aVULN|2RMIN|3RCR|48aLIT|59DMSP|68aDMG|8aBPWR
521	33213 62133	   	185.84	ACR|4VULN|3DMG	158aVULN|27RMIN|3RCR|48aLIT|68aDMG|8aBPWR|9DMSP
522	36211 23133	   	185.84	ACR|4VULN|3DMG	178aVULN|28aDMG|3RCR|48aLIT|59DMSP|6RMIN|8aBPWR
523	36213 22133	   	185.84	ACR|4VULN|3DMG	158aVULN|28aDMG|3RCR|48aLIT|67RMIN|8aBPWR|9DMSP
524	36222 31541	   	185.83	ACR|3VULN|2DMG|1AART	147VULN|25DMG|3RCR|6BELT|8RMIN|9DUR|aAART
525	36223 43162	   	185.83	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6RMIN|8BEXP|9DUR|aAART
526	36223 43522	   	185.83	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6RMIN|8LHND|9DUR|aAART
527	36225 33241	   	185.83	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6BELT|7DMSP|8ERES|9DUR|aAART
528	36225 53331	   	185.83	ACR|3VULN|2DMG|1AART	145VULN|25DMG|3RCR|5BPWR|6FEWX|7DUR|8LWND|9AIRHEL|aAART
529	36225 42122	   	185.74	ACR|4VULN|3DMG	1458VULN|258DMG|3RCR|58BPWR|6RMIN|78LIT|9FEWX|aCGEN
530	36222 31241	   	185.73	ACR|3VULN|2DMG|1AART	147VULN|25DMG|3RCR|6BELT|8ERES|9DUR|aAART
531	36223 13162	   	185.73	ACR|3VULN|2DMG|1AART	145VULN|27DMG|3RCR|6ERES|8BEXP|9DUR|aAART
532	36225 26123	   	185.65	ACR|4VULN|3DMG|1AART|1SELL|2MSE	1458VULN|258DMG|3RCR|58BPWR|6SELL|78MSE|9AART|aRPLT
533	33213 63122	   	185.64	ACR|4VULN|3DMG	1578VULN|2RMIN|3RCR|48LIT|689DMG|8BPWR|aFEWX
534	33213 63523	   	185.64	ACR|4VULN|3DMG	157aVULN|2RMIN|3RCR|48aLIT|69aDMG|aBPWR
535	36213 23122	   	185.64	ACR|4VULN|3DMG	1578VULN|289DMG|3RCR|48LIT|6RMIN|8BPWR|aFEWX
