0	Index      	 *	Score 	Summary	Detail	
1	63524 23332	 * 	197.87	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUR|48aVULN|5DMG|6RCR|7LHND|9ZMB
325	63362 21411	   	171.57	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2CDMG|3VULN|4ZMB|5LWND|6RCR|7RMIN|8DUR|9ASPD|aDMG
326	35611 31322	 * 	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	13LHND|2RCR|47DMG|5AART|6LSRHEA|8DUR|9CDMG|aVULN
327	31523 21213	   	171.53	DCR|4VULN|1DMG|1CDMG|1ZMB	1LHND|2DMG|3469VULN|5CDMG|7DUST|8RCR|aZMB
328	31542 21213	   	171.53	DCR|4VULN|1DMG|1CDMG|1ZMB	1LHND|2DMG|3569VULN|4CDMG|7DUST|8RCR|aZMB
329	63524 23222	   	171.47	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2CDMG|3DUR|4VULN|5DMG|6RCR|7LHND|8ASPD|9MBVNT|aZMB
330	63314 21324	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4FEWX|58DMG|6RCR|7RMIN|9MLV|aDUR
331	63314 21336	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4FEWX|58DMG|6RCR|7RMIN|9DUR|aLIT
332	63314 21533	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4FEWX|59DMG|6RCR|7RMIN|8RPLT|aDUR
333	63314 22326	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7DMSP|9LIT|aDUR
334	63314 22336	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7DMSP|9BELT|aASPD
335	63334 21336	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4BEXP|58DMG|6RCR|79RMIN|aDUR
336	63334 21353	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4BEXP|58DMG|6RCR|7RMIN|9MLV|aDUR
337	63334 21533	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4BEXP|59DMG|6RCR|7RMIN|8RPLT|aDUR
338	62262 21341	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CGEN|3CDMG|4VULN|5LWND|6RCR|7RMIN|8aDMG|9DUR
339	62262 21343	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CGEN|3CDMG|4aVULN|5LWND|6RCR|7RMIN|8DMG|9DUR
340	62263 21341	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CGEN|3CDMG|4VULN|5FEWX|6RCR|7RMIN|8aDMG|9DUR
341	62354 21331	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CGEN|3DUR|4LWND|5CDMG|6RCR|7RMIN|8aDMG|9VULN
342	62354 21333	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CGEN|3DUR|4LWND|5CDMG|6RCR|7RMIN|8DMG|9aVULN
343	63314 21632	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3aVULN|48FEWX|5DMG|6RCR|7RMIN|9DUR
344	63314 22141	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4FEWX|5aDMG|6RCR|7DMSP|8BEXP|9DUR
345	63334 22241	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4BEXP|5aDMG|6RCR|7DMSP|8FEWX|9DUR
346	63514 22131	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3DUR|4FEWX|5aDMG|6RCR|7DMSP|8BEXP|9VULN
347	63514 23131	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3DUR|4FEWX|5aDMG|6RCR|78LWND|9VULN
348	63514 23133	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|4FEWX|5DMG|6RCR|78LWND|9aVULN
349	63524 21223	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|49VULN|5DMG|6RCR|7RMIN|8LHND|aBELT
350	63524 21332	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3DUR|4VULN|58DMG|6RCR|79RMIN|aFEWX
351	63524 22321	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|48VULN|5DMG|6RCR|7DMSP|9LIT|aBEXP
352	63524 22322	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|48VULN|5DMG|6RCR|7DMSP|9LIT|aLHND
353	63524 22323	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|48VULN|5DMG|6RCR|7DMSP|9LIT|aRPLT
354	63524 22331	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|48VULN|5DMG|6RCR|7DMSP|9aFEWX
355	63535 21331	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3DUR|4CGEN|5FEWX|6RCR|7RMIN|8aDMG|9VULN
356	62262 21353	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CGEN|3CDMG|49VULN|5LWND|6RCR|7RMIN|8DMG|aDUR
357	63314 21331	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4FEWX|58DMG|6RCR|7RMIN|9DUR|aDUST
358	63314 21334	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4FEWX|58DMG|6RCR|7RMIN|9DUR|aTLV
359	63314 21335	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4FEWX|58DMG|6RCR|7RMIN|9DUR|aERES
360	63314 23313	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7LHND|9BASICY|aASPD
361	63334 22353	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|39VULN|4BEXP|5DMG|6RCR|7DMSP|8DUST|aDUR
362	63334 23313	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|38VULN|4BEXP|5DMG|6RCR|7LHND|9BASICY|aASPD
363	63334 26313	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|38VULN|4BEXP|5DMG|6RCR|7LWND|9BASICY|aASPD
364	62265 21312	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CGEN|3CDMG|4aVULN|5DUR|6RCR|7RMIN|8DMG|9CANSTR
365	62336 41313	   	171.11	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1AART|2CGEN|3DUR|4ERES|58DMG|6RCR|7LWND|9VULN|aFLTHEA
366	63314 22512	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3aVULN|4FEWX|5DMG|6RCR|7DMSP|8DUR|9BASICY
367	63314 23261	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|39VULN|4FEWX|5DMG|6RCR|7LHND|8ASPD|aDUST
368	63334 22341	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4BEXP|5aDMG|6RCR|7DMSP|8DUST|9DUR
369	63334 23261	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|39VULN|4BEXP|5DMG|6RCR|7LHND|8ASPD|aDUST
370	63514 22312	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|4FEWX|5DMG|6RCR|7DMSP|8aVULN|9BASICY
371	63524 21221	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|49VULN|5DMG|6RCR|7RMIN|8LHND|aDUST
372	63524 21311	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3DUR|4VULN|58DMG|6RCR|7RMIN|9FEWX|aDUST
373	63524 21322	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3DUR|4VULN|58DMG|6RCR|7RMIN|9DUST|aFEWX
374	63524 22112	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|4aVULN|5DMG|6RCR|7DMSP|8BEXP|9BASICY
375	63524 22332	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|48VULN|5DMG|6RCR|7DMSP|9FEWX|aSNIHEL
376	63524 22333	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|48VULN|5DMG|6RCR|7DMSP|9FEWX|aDUST
377	14346 22313	   	171.10	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1MLV|28VULN|3LEGI|4CDMG|57AART|6RCR|9ZMB|aDUR
378	23151 42531	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	1LIT|2aVULN|3BEXP|45DMG|6CDMG|7AART|8LWND|9RCR
379	63524 21321	   	171.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3DUR|4VULN|58DMG|6RCR|7RMIN|9aDUST
380	31134 33342	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|24DMG|3AART|58VULN|6CDMG|7DUST|9BELT|aRCR
381	31134 35136	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|24DMG|3AART|57VULN|6CDMG|8LIT|9LSRHEA|aRCR
382	63362 21143	   	170.94	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1AART|28CDMG|3VULN|4ZMB|5LWND|6RCR|7RMIN|9DMG|aDUR
383	63362 21222	   	170.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|39aVULN|4ZMB|5LWND|6RCR|7RMIN|8LHND
384	63363 21222	   	170.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|39aVULN|4ZMB|5FEWX|6RCR|7RMIN|8LHND
385	63363 23351	   	170.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|389VULN|4ZMB|5aFEWX|6RCR|7LHND
386	62154 23233	   	170.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CGEN|38aVULN|4LWND|5CDMG|6RCR|7LIT|9ZMB
387	62236 24332	   	170.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CGEN|3CDMG|4LHND|58aVULN|6RCR|7BEXP|9ZMB
388	62262 23233	   	170.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CGEN|3CDMG|48aVULN|5LWND|6RCR|7LIT|9ZMB
389	62263 24332	   	170.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CGEN|3CDMG|48aVULN|5FEWX|6RCR|7BEXP|9ZMB
390	35143 16321	   	170.84	ACR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	1LHND|2RCR|3LEGI|4AART|5ZMB|69DUR|7CDMG|8VULN|aDMG
391	14121 61236	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	1MLV|24aVULN|3DUR|5AART|6RCR|7LWND|8LHND|9DMG
392	63314 23131	   	170.79	DCR|2DMG|1AART|1VULN|2CDMG	1AART|29CDMG|3VULN|49FEWX|5aDMG|6RCR|7LHND|89LWND|9BPWR
393	63314 23133	   	170.79	DCR|2VULN|1AART|1DMG|2CDMG	1AART|29CDMG|3aVULN|49FEWX|5DMG|6RCR|7LHND|89LWND|9BPWR
394	63334 23131	   	170.79	DCR|2DMG|1AART|1VULN|2CDMG	1AART|29CDMG|3VULN|49BEXP|5aDMG|6RCR|7LHND|89LWND|9BPWR
395	63334 23133	   	170.79	DCR|2VULN|1AART|1DMG|2CDMG	1AART|29CDMG|3aVULN|49BEXP|5DMG|6RCR|7LHND|89LWND|9BPWR
396	63363 23352	   	170.77	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|389VULN|4ZMB|5FEWX|6RCR|7LHND|aSNIHEL
397	63363 23353	   	170.77	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|389VULN|4ZMB|5FEWX|6RCR|7LHND|aDUST
398	63363 23362	   	170.77	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|38aVULN|4ZMB|5FEWX|6RCR|7LHND|9ERES
399	63363 24312	   	170.77	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|38aVULN|4ZMB|5FEWX|6RCR|7BEXP|9BASICY
400	31136 34412	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|24DMG|3AART|5ZMB|6FEWX|7aVULN|8BASHEA|9RCR
401	31525 34634	 * 	170.68	DCR|4VULN|1AART|1DMG	15LHND|2DMG|347aVULN|6MBVNT|8RCR|9AART
402	61143 22531	   	170.68	DCR|2AART|2DMG|1VULN|1ZMB	15AART|2RPLT|3LHND|4aDMG|6RMIN|7RCR|8ZMB|9VULN
403	61143 22533	   	170.68	DCR|2AART|2VULN|1DMG|1ZMB	15AART|2RPLT|3LHND|4DMG|6RMIN|7RCR|8ZMB|9aVULN
404	63363 25312	   	170.67	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|38aVULN|4ZMB|5FEWX|6RCR|7DUST|9BASICY
405	31341 42322	   	170.62	DCR|2AART|2DMG|1VULN|1ASPD	1LHND|29DMG|3RCVC|48AART|5BEXP|6RCR|7ASPD|aVULN
406	63314 21115	   	170.59	DCR|2DMG|1AART|1VULN|2CDMG	1AART|28CDMG|3VULN|49FEWX|5aDMG|6RCR|7RMIN
407	63314 21142	   	170.59	DCR|2DMG|1AART|1VULN|2CDMG	1AART|28CDMG|3VULN|4FEWX|59DMG|6RCR|7RMIN|aBELT
408	63314 21143	   	170.59	DCR|2DMG|1AART|1VULN|2CDMG	1AART|28CDMG|3VULN|4FEWX|59DMG|6RCR|7aRMIN
409	63314 21162	   	170.59	DCR|2VULN|1AART|1DMG|2CDMG	1AART|28CDMG|3aVULN|4FEWX|5DMG|6RCR|7RMIN|9LWND
410	63314 21242	   	170.59	DCR|2VULN|1AART|1DMG|2CDMG	1AART|29CDMG|3aVULN|4FEWX|5DMG|6RCR|7RMIN|8LHND
411	63334 21112	   	170.59	DCR|2VULN|1AART|1DMG|2CDMG	1AART|28CDMG|3aVULN|4BEXP|5DMG|6RCR|7RMIN|9FEWX
412	63334 21142	   	170.59	DCR|2DMG|1AART|1VULN|2CDMG	1AART|28CDMG|3VULN|4BEXP|59DMG|6RCR|7RMIN|aBELT
413	63334 21143	   	170.59	DCR|2DMG|1AART|1VULN|2CDMG	1AART|28CDMG|3VULN|4BEXP|59DMG|6RCR|7aRMIN
414	63334 21162	   	170.59	DCR|2VULN|1AART|1DMG|2CDMG	1AART|28CDMG|3aVULN|4BEXP|5DMG|6RCR|7RMIN|9LWND
415	63334 21242	   	170.59	DCR|2VULN|1AART|1DMG|2CDMG	1AART|29CDMG|3aVULN|4BEXP|5DMG|6RCR|7RMIN|8LHND
416	31331 42324	 * 	170.54	DCR|2AART|2DMG|1FLTHEA|1DUR|1ASPD	1LHND|29DMG|3RCVC|4DUR|58AART|6RCR|7ASPD|aFLTHEA
417	31231 53536	   	170.53	DCR|3DMG|2VULN|2CDMG	1LHND|246DMG|34CDMG|4BPWR|5RPLT|7FEWX|8RCR|9aVULN
418	61143 15333	 * 	170.53	DCR|3VULN|2AART|1DMG	15AART|2RPLT|3LHND|4DMG|6BEXP|78aVULN|9RCR
419	63362 22311	 * 	170.52	DCR|2AART|2VULN|2ZMB|1CDMG	17AART|2CDMG|38VULN|49ZMB|5LWND|6RCR|aLHND
420	63362 22312	   	170.42	DCR|2AART|2VULN|2ZMB|1CDMG	17AART|2CDMG|38VULN|49ZMB|5LWND|6RCR|aSNIHEL
421	63362 22313	   	170.42	DCR|2AART|2VULN|2ZMB|1CDMG	17AART|2CDMG|38VULN|49ZMB|5LWND|6RCR|aDUST
422	63362 22314	   	170.42	DCR|2AART|2VULN|2ZMB|1CDMG	17AART|2CDMG|38VULN|49ZMB|5LWND|6RCR|aTLV
423	63333 35513	 * 	170.40	DCR|3AART|2VULN|1DMG|1CDMG	158AART|2CDMG|37VULN|4BEXP|6DMG|9LHND|aRCR
424	63524 23122	   	170.37	DCR|2AART|1DMG|1VULN|1CDMG|2DUR	1aAART|2CDMG|39DUR|4VULN|5DMG|6RCR|7LHND|8LWND
425	31131 42325	   	170.34	DCR|3DMG|2AART|1ASPD|1DUR	1LHND|249DMG|38AART|5BEXP|6RCR|7ASPD|aDUR
426	31523 32232	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|34aVULN|5CDMG|6FEWX|7CGEN|8RCR|9AART
427	31523 43232	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|34aVULN|5CDMG|6CGEN|7BEXP|8RCR|9AART
428	31523 62232	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|34aVULN|5CDMG|6BEXP|7CGEN|8RCR|9AART
429	31542 32232	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|35aVULN|4CDMG|6FEWX|7CGEN|8RCR|9AART
430	31542 43232	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|35aVULN|4CDMG|6CGEN|7BEXP|8RCR|9AART
431	31542 62232	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|35aVULN|4CDMG|6BEXP|7CGEN|8RCR|9AART
432	32213 21432	   	170.33	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1LHND|24CDMG|3LWND|5ASPD|6aVULN|7RCR|8DMG|9AART
433	63366 21333	   	170.25	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2CDMG|38VULN|4ZMB|5RCVC|6RCR|7aDUR|9RMIN
434	63322 34342	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|348VULN|5DUST|6DMG|7LWND|9BELT|aRCR
435	63322 35323	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|347VULN|5DUST|6DMG|8RMIN|9BEXP|aRCR
436	63322 36342	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|348VULN|5DUST|6DMG|7LHND|9BELT|aRCR
437	63323 33342	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|348VULN|5LWND|6DMG|7DUST|9BELT|aRCR
438	63325 33342	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|348VULN|5LHND|6DMG|7DUST|9BELT|aRCR
439	26233 12132	   	170.18	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1LIT|24CDMG|34VULN|4BPWR|5SELL|6DUR|7RCR|8DMG|9AART|aBELT
440	26233 12133	   	170.18	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1aLIT|24CDMG|34VULN|4BPWR|5SELL|6DUR|7RCR|8DMG|9AART
441	63366 21323	   	170.15	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2CDMG|38VULN|4ZMB|5RCVC|6RCR|7aDUR|9MBVNT
442	63322 35136	   	170.13	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|347VULN|5DUST|6DMG|8LIT|9LSRHEA|aRCR
443	26233 12131	   	170.08	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1LIT|24CDMG|34VULN|4BPWR|5SELL|6DUR|7RCR|8DMG|9AART|aMBVNT
444	34133 32631	 * 	170.04	ACR|2AART|2DMG|1VULN|2ASPD	1LHND|2RMIN|39AART|48DMG|5RCR|67ASPD|aVULN
445	31321 42322	   	170.02	DCR|2AART|2DMG|1VULN|1ASPD	1LHND|29DMG|3RCVC|4BEXP|58AART|6RCR|7ASPD|aVULN
446	31523 11611	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	18LHND|2DMG|349aVULN|5CDMG|6DUR|7RCR
447	31542 11611	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	18LHND|2DMG|359aVULN|4CDMG|6DUR|7RCR
448	62162 13236	   	169.96	DCR|2AART|2VULN|2DMG	14AART|2CGEN|38VULN|57DMG|6BELT|9ERES|aRCR
449	62522 13236	   	169.96	DCR|2AART|2VULN|2DMG	13AART|2CGEN|48VULN|57DMG|6BELT|9ERES|aRCR
450	35324 16122	   	169.94	ACR|4VULN|1AART|1ZMB	1LHND|2RCR|3CGEN|479aVULN|5ZMB|6RPLT|8AART
451	35224 16122	   	169.84	ACR|4VULN|1AART|1ZMB	1LHND|2RCR|3ERES|479aVULN|5ZMB|6RPLT|8AART
452	35521 16122	   	169.84	ACR|4VULN|1AART|1ZMB	1LHND|2RCR|3ZMB|479aVULN|5ERES|6RPLT|8AART
453	41242 21312	   	169.77	DCR|2VULN|2DMG|1AART|2CDMG|1DUR|1MSE	1MSE|25DMG|35CDMG|4AART|5BPWR|6RCR|7DUR|8aVULN|9BASICY
454	31161 14252	   	169.72	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|34AART|5BEXP|6RMIN|79VULN|8RCR|aCDMG
455	35523 23114	 * 	169.62	ACR|2VULN|2DMG|2ZMB|2DUR	1LHND|2RCR|3aZMB|48VULN|5LWND|6aDUR|7TLV|9aDMG|aBPWR
456	35542 11122	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	1LHND|2RCR|3ZMB|4CDMG|59aVULN|6BEXP|7TLV|8AART
457	35542 21122	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	1LHND|2RCR|3ZMB|4CDMG|59aVULN|6LWND|7TLV|8AART
458	32631 42335	   	169.37	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1LHND|2CDMG|3SELL|4DUR|58AART|6RCR|7ASPD|9VULN|aDMG
459	63514 23322	   	169.35	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	19aAART|2CDMG|3DUR|4FEWX|5DMG|6RCR|7LWND|8VULN
460	35611 12322	   	169.33	ACR|2AART|2DMG|1VULN|1ASPD	13LHND|2RCR|49DMG|58AART|6DUST|7ASPD|aVULN
461	35323 32335	 * 	169.19	ACR|3DMG|2VULN|1ZMB	1aLHND|2RCR|3CGEN|4aVULN|5LWND|6ZMB|78aDMG|9MBVNT|aBPWR
462	31131 11256	   	169.15	DCR|2VULN|2DMG|1AART|1DUR	1LHND|24DMG|3AART|5BEXP|6RMIN|7DUR|8RCR|9aVULN
463	31131 14226	   	169.15	DCR|2VULN|2DMG|1AART|1DUR	1LHND|24DMG|3AART|5BEXP|6RMIN|7aVULN|8RCR|9DUR
464	31131 14255	   	169.15	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|24DMG|3AART|5BEXP|6RMIN|79VULN|8RCR|aASPD
465	63363 24121	   	169.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	19AART|2CDMG|3VULN|4ZMB|5FEWX|6RCR|7BEXP|8LWND|aDMG
466	35224 33114	 * 	169.09	ACR|3VULN|2DMG|1ZMB	1aLHND|2RCR|3ERES|48aVULN|5ZMB|6LEGI|7FEWX|9aDMG|aBPWR
467	35322 63115	   	169.09	ACR|3VULN|2DMG|1ZMB	1aLHND|2RCR|3CGEN|48aVULN|5DUST|6MBVNT|7ZMB|9aDMG|aBPWR
468	35521 33114	   	169.09	ACR|3VULN|2DMG|1ZMB	1aLHND|2RCR|3ZMB|48aVULN|5ERES|6LEGI|7FEWX|9aDMG|aBPWR
469	65122 43311	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2DUST|3LIT|4DMG|5ZMB|6ASPD|7RCR|8DUR|9CDMG|aVULN
470	63362 21311	   	169.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1aAART|2CDMG|3VULN|4ZMB|5LWND|6RCR|7RMIN|8DMG|9BASICY
471	63362 25221	   	169.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	19AART|2CDMG|3VULN|4ZMB|5LWND|6RCR|7DUST|8BEXP|aDMG
472	63363 25121	   	169.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	19AART|2CDMG|3VULN|4ZMB|5FEWX|6RCR|7DUST|8LWND|aDMG
473	31134 44311	   	168.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3AART|5VULN|6RCR|7ZMB|8DUR|9RCVC|aMLV
474	31134 44313	   	168.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3AART|5VULN|6RCR|7ZMB|8DUR|9RCVC|aDMSP
475	35522 64313	   	168.89	ACR|3VULN|2DMG|1ZMB	1LHND|2RCR|3ZMB|47aVULN|5DUST|6MBVNT|89DMG
476	63366 21311	   	168.81	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1AART|2CDMG|38VULN|49ZMB|5RCVC|6RCR|7DUR|aLWND
477	14413 11423	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1MLV|29VULN|3CGEN|48DMG|5CDMG|6DUR|7RCR|aZMB
478	15313 11423	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1MLV|2CGEN|39VULN|48DMG|5CDMG|6DUR|7RCR|aZMB
479	31523 11463	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	19LHND|28DMG|34VULN|5CDMG|6DUR|7RCR|aZMB
480	31543 11413	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15LHND|28DMG|39VULN|4CDMG|6DUR|7RCR|aZMB
481	63363 23212	   	168.77	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1AART|2CDMG|3aVULN|4ZMB|5FEWX|6RCR|7LHND|89ASPD
482	63363 24212	   	168.77	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1AART|2CDMG|3aVULN|4ZMB|5FEWX|6RCR|7BEXP|89ASPD
483	63366 21312	   	168.71	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1AART|2CDMG|38VULN|49ZMB|5RCVC|6RCR|7DUR|aSNIHEL
484	63366 21313	   	168.71	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1AART|2CDMG|38VULN|49ZMB|5RCVC|6RCR|7DUR|aDUST
485	55313 11423	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|39VULN|48DMG|5CDMG|6DUR|7RCR|aZMB
486	35611 31263	   	168.53	ACR|2VULN|2DMG|1AART	13LHND|2RCR|47DMG|5AART|6LSRHEA|8RMIN|9aVULN
487	63362 21333	 * 	168.48	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1AART|2CDMG|3VULN|49ZMB|5LWND|6RCR|7RMIN|8DMG|aDUR
