0	Index      	 *	Score 	Summary	Detail	
1	21116 24311	 * 	198.97	DCR|4VULN|3ZMB|1AART|1DMG	17aLHND|2DMG|37aZMB|478aVULN|5DMSP|6AART|7aBPWR|9RCR
338	31341 62153	   	170.42	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1aBEXP|24DMG|3VULN|5RCVC|6RCR|7AART|8DUR|9CDMG
339	15343 53121	   	170.42	ACR|2VULN|2DMG|1CDMG|2DUR	19TLV|2RCR|39VULN|48DMG|5CDMG|69DUR|7RCVC|9BPWR|aERES
340	45141 23131	 * 	170.39	ACR|2DMG|3CDMG|1AART|1ZMB	1aCGEN|2RCR|3ZMB|4aDMG|5RCVC|6AART|78aCDMG|9RPLT|aBPWR
341	15116 16322	   	170.39	ACR|3VULN|2DMG|1ZMB	18TLV|2RCR|3ZMB|478VULN|5DMSP|68DMG|8BPWR|9FEWX|aRCVC
342	21664 11311	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2DMG|3DUST|48VULN|5CDMG|6RCR|7FEWX|9AART|aZMB
343	21343 62313	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1aLHND|24DMG|35VULN|6RCR|7DUR|8RPLT|9AART
344	21343 62315	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1LHND|24DMG|35VULN|6RCR|7DUR|8RPLT|9AART|aFEWX
345	21343 62316	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1LHND|24DMG|35VULN|6RCR|7DUR|8RPLT|9AART|aMLV
346	15333 72724	   	170.33	ACR|3VULN|2AART|1CDMG	1TLV|2RCR|39aVULN|4MBVNT|5LWND|6CDMG|78AART
347	31341 62251	   	170.32	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|24DMG|3VULN|5RCVC|6RCR|7AART|8DUST|9CDMG|aDUR
348	15116 13324	   	170.29	ACR|3VULN|2DMG|1ZMB	178TLV|2RCR|3ZMB|489VULN|5DMSP|68DMG|8BPWR|aRCVC
349	21343 62312	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1LHND|24DMG|35VULN|6RCR|7DUR|8RPLT|9AART|aERES
350	21313 66336	   	170.24	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1LHND|2aDMG|35VULN|4RCVC|6RCR|7ASPD|8DUR|9CDMG
351	21313 62214	   	170.24	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1LHND|28DMG|35VULN|4RCVC|6RCR|7DUR|9ASPD|aCDMG
352	32232 16365	   	170.24	ACR|3VULN|3DMG	14BEXP|2RCVC|347VULN|4BPWR|5RCR|68aDMG|9TLV
353	21132 63251	   	170.22	DCR|3DMG|2VULN|2ZMB	1LHND|248DMG|34ZMB|4BPWR|5RMIN|6RCR|7aVULN|9FEWX
354	15331 54433	   	170.22	ACR|3DMG|2VULN|2DUR	1TLV|2RCR|36VULN|4MBVNT|56DUR|6BPWR|7LHND|89aDMG
355	15141 23131	   	170.19	ACR|2DMG|3CDMG|1AART|1ZMB	1aTLV|2RCR|3ZMB|4aDMG|5RCVC|6AART|78aCDMG|9RPLT|aBPWR
356	32212 16365	   	170.14	ACR|3VULN|3DMG	1BEXP|2RCVC|347VULN|5RCR|68aDMG|9TLV
357	21132 61251	   	170.12	DCR|3DMG|2VULN|2ZMB	1LHND|248DMG|34ZMB|4BPWR|5RMIN|6RCR|7DUST|9aVULN
358	21136 63125	 * 	170.10	DCR|2VULN|2DMG|3ZMB	1aLHND|24DMG|34aZMB|4aBPWR|5CGEN|6RCR|7TLV|8RCVC|9aVULN
359	14132 66113	   	170.08	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB	1TLV|24DUR|3ZMB|5RCR|69aVULN|7CDMG|8DMG
360	52212 12365	   	170.04	ACR|3VULN|3DMG	1DUST|2RCVC|347VULN|5RCR|68aDMG|9TLV
361	31323 15124	 * 	170.03	DCR|3DMG|1VULN|2CDMG|2ZMB|1ASPD	1BEXP|289DMG|3VULN|4CGEN|59CDMG|6ASPD|79ZMB|9BPWR|aRCR
362	14135 52321	 * 	169.96	DCR|2DMG|3DUR|2ASPD|1CDMG|1FLTHEA|1ZMB	1TLV|24aDUR|3ZMB|5CDMG|6RCR|7aDMG|8FLTHEA|9aASPD|aBPWR
363	45215 12213	   	169.96	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CGEN|2RCR|3LIT|4ASPD|5CDMG|69VULN|78DMG|aDUR
364	31363 15124	   	169.93	DCR|3DMG|1VULN|2CDMG|2ZMB|1ASPD	1BEXP|289DMG|3VULN|4ERES|59CDMG|6ASPD|79ZMB|9BPWR|aRCR
365	21143 25414	   	169.91	DCR|3DMG|1AART|1FLTHEA|1ZMB|1ASPD	1LHND|24aDMG|3ZMB|5MBVNT|6AART|7FLTHEA|8RCR|9ASPD
366	15142 24311	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2RCR|3ZMB|47DMG|5DMSP|6AART|8VULN|9RCVC|aDUR
367	15133 22342	   	169.88	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	16TLV|2RCR|3ZMB|4DUR|5CDMG|7DMG|8FLTHEA|9aVULN
368	15133 22346	 * 	169.88	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	16TLV|2RCR|3ZMB|4DUR|5CDMG|7aDMG|8FLTHEA|9VULN
369	21142 63332	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|24DMG|3ZMB|5RMIN|6RCR|7VULN|8RPLT|9CDMG|aAART
370	22235 52323	   	169.87	DCR|3VULN|1AART|1CDMG|1ZMB	14LHND|2RCVC|347VULN|4BPWR|5CDMG|6RCR|8CGEN|9AART|aZMB
371	15343 11163	   	169.86	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1TLV|2RCR|3aVULN|48DMG|5CDMG|6ASPD|7CGEN|9DUR
372	15343 12162	   	169.86	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1TLV|2RCR|3aVULN|48DMG|5CDMG|6ASPD|7MLV|9DUR
373	22241 32254	   	169.82	DCR|3VULN|3DMG	1LHND|2RCVC|379VULN|46aDMG|5BELT|8RCR
374	22215 52323	   	169.77	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2RCVC|347VULN|5CDMG|6RCR|8CGEN|9AART|aZMB
375	22235 53423	   	169.77	DCR|3VULN|1AART|1CDMG|1ZMB	14LHND|2RCVC|348VULN|4BPWR|5CDMG|6RCR|7TLV|9AART|aZMB
376	15343 13162	   	169.76	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1TLV|2RCR|3aVULN|48DMG|5CDMG|6ASPD|7ERES|9DUR
377	15343 11412	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2RCR|3aVULN|4DMG|5CDMG|6ASPD|7CGEN|8AART|9LIT
378	15343 11433	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2RCR|3aVULN|4DMG|5CDMG|6ASPD|7CGEN|8AART|9RMIN
379	15343 12412	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2RCR|3aVULN|4DMG|5CDMG|6ASPD|7MLV|8AART|9LIT
380	15343 12433	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2RCR|3aVULN|4DMG|5CDMG|6ASPD|7MLV|8AART|9RMIN
381	22215 53423	   	169.67	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2RCVC|348VULN|5CDMG|6RCR|7TLV|9AART|aZMB
382	21133 25432	 * 	169.65	DCR|2DMG|2AART|2ZMB|1FLTHEA|1DUR	1LHND|24DMG|34ZMB|4BPWR|5MBVNT|69AART|7FLTHEA|8RCR|aDUR
383	15142 23611	   	169.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1TLV|2RCR|3ZMB|4DMG|5DMSP|6AART|7CDMG|8VULN|9aDUR
384	15153 13216	   	169.64	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	14TLV|2RCR|34ZMB|4BPWR|5MBVNT|68DMG|7VULN|9ASPD|aAART
385	15343 13412	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2RCR|3aVULN|4DMG|5CDMG|6ASPD|7ERES|8AART|9LIT
386	15343 13433	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2RCR|3aVULN|4DMG|5CDMG|6ASPD|7ERES|8AART|9RMIN
387	14152 12114	 * 	169.61	ACR|1AART|1VULN|1DMG|3DUR|2ZMB|1CDMG	1TLV|248DUR|34ZMB|4BPWR|5RCR|6DMG|7AART|9CDMG|aVULN
388	14152 12351	   	169.61	ACR|1AART|1VULN|1DMG|3DUR|2ZMB|1CDMG	1TLV|24aDUR|34ZMB|4BPWR|5RCR|6DMG|7AART|8VULN|9CDMG
389	21341 33115	   	169.47	DCR|3DMG|2VULN|1AART	1LHND|246DMG|37VULN|5BELT|8LIT|9AART|aRCR
390	15113 61341	 * 	169.35	ACR|4VULN|2CDMG|2ZMB	17TLV|2RCR|36ZMB|479aVULN|57CDMG|7BPWR|8CGEN
391	51324 12632	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUST|2DMG|38VULN|4CGEN|5LIT|68DUR|7RCR|8BPWR|9AART|aCDMG
392	22135 52243	   	169.30	DCR|2VULN|2DMG|1CDMG|2DUR	14LHND|2RCVC|34DUR|4BPWR|5CDMG|6RCR|78DMG|9aVULN
393	21343 23241	   	169.26	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|24DMG|35VULN|6AART|7CDMG|8FEWX|9CGEN|aRCR
394	21343 23541	   	169.26	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|24DMG|35VULN|6AART|7CDMG|8LWND|9CGEN|aRCR
395	22235 55113	   	169.23	DCR|4VULN|1DMG|1CDMG	14LHND|2RCVC|349aVULN|4BPWR|5CDMG|6RCR|7BEXP|8DMG
396	15343 33122	 * 	169.23	ACR|2VULN|2DMG|2CDMG|1DUR	1TLV|2RCR|3aVULN|48DMG|59CDMG|6FEWX|7DUR
397	15343 51122	   	169.23	ACR|2VULN|2DMG|2CDMG|1DUR	1TLV|2RCR|3aVULN|48DMG|59CDMG|6DUR|7BEXP
398	15343 52122	   	169.23	ACR|2VULN|2DMG|2CDMG|1DUR	1TLV|2RCR|3aVULN|48DMG|59CDMG|6DUR|7LWND
399	21311 32254	   	169.22	DCR|3VULN|3DMG	1LHND|26aDMG|379VULN|4RCVC|5BELT|8RCR
400	22232 13215	   	169.18	ACR|2VULN|2DMG|1AART|1ASPD	14LHND|2RCVC|34VULN|4BPWR|5RCR|68DMG|7FEWX|9ASPD|aAART
401	21343 23261	   	169.16	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|24DMG|35VULN|6AART|7CDMG|8FEWX|9ERES|aRCR
402	21343 23341	   	169.16	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|24DMG|35VULN|6AART|7CDMG|8LEGI|9CGEN|aRCR
403	31342 23615	   	169.16	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|24DMG|38VULN|5DMSP|6AART|7CDMG|9DUST|aRCR
404	31343 23615	   	169.16	DCR|2VULN|2DMG|1AART|1CDMG	15BEXP|24DMG|38VULN|6AART|7CDMG|9DUST|aRCR
405	21343 63212	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	1LHND|248DMG|35VULN|6RCR|7FEWX|9ASPD|aDUR
406	21343 62211	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	1LHND|248DMG|35VULN|6RCR|7DUR|9ASPD|aFEWX
407	21343 62214	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	1aLHND|248DMG|35VULN|6RCR|7DUR|9ASPD
408	21343 62216	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	1LHND|248DMG|35VULN|6RCR|7DUR|9ASPD|aBEXP
409	21343 62242	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	19LHND|248DMG|35VULN|6RCR|7DUR|aASPD
410	21343 62252	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	1LHND|248DMG|35VULN|6RCR|7DUR|9BEXP|aASPD
411	21342 62212	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	15LHND|248DMG|3aVULN|6RCR|7DUR|9ASPD
412	31342 66332	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	1BEXP|248DMG|37VULN|5DMSP|6RCR|9DUR|aASPD
413	31343 66332	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	15BEXP|248DMG|37VULN|6RCR|9DUR|aASPD
414	15344 33232	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2RCR|36VULN|4DMG|5LIT|7DUR|8BEXP|9AART|aCDMG
415	15343 32125	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1TLV|2RCR|3VULN|48DMG|5CDMG|6FEWX|7LWND|9AART|aASPD
416	15343 42123	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1TLV|2RCR|3VULN|48DMG|5CDMG|6LHND|7LWND|9AART|aDUR
417	22215 55113	   	169.13	DCR|4VULN|1DMG|1CDMG	1LHND|2RCVC|349aVULN|5CDMG|6RCR|7BEXP|8DMG
418	22235 56113	   	169.13	DCR|4VULN|1DMG|1CDMG	14LHND|2RCVC|349aVULN|4BPWR|5CDMG|6RCR|7MBVNT|8DMG
419	32241 66311	   	169.09	DCR|2VULN|2DMG|1AART|2RCVC	1BEXP|25RCVC|37VULN|48DMG|6RCR|9DLOT|aAART
420	15116 16331	   	169.09	ACR|3VULN|2DMG|1ZMB	18TLV|2RCR|3ZMB|478VULN|5DMSP|68DMG|8BPWR|9RPLT|aCGEN
421	15142 42313	   	169.09	ACR|3DMG|2VULN|1ZMB	18TLV|2RCR|3ZMB|468DMG|59DMSP|78VULN|8BPWR|aBEXP
422	15142 42321	   	169.09	ACR|3DMG|2VULN|1ZMB	18TLV|2RCR|3ZMB|468DMG|5DMSP|78VULN|8BPWR|9CGEN|aBELT
423	15142 42323	   	169.09	ACR|3DMG|2VULN|1ZMB	18TLV|2RCR|3ZMB|468DMG|5DMSP|78VULN|8BPWR|9CGEN|aLWND
424	22212 13215	   	169.08	ACR|2VULN|2DMG|1AART|1ASPD	1LHND|2RCVC|34VULN|5RCR|68DMG|7FEWX|9ASPD|aAART
425	22232 11215	   	169.08	ACR|2VULN|2DMG|1AART|1ASPD	14LHND|2RCVC|34VULN|4BPWR|5RCR|68DMG|7DUST|9ASPD|aAART
426	32232 11215	   	169.08	ACR|2VULN|2DMG|1AART|1ASPD	14BEXP|2RCVC|34VULN|4BPWR|5RCR|68DMG|7DUST|9ASPD|aAART
427	21343 23361	   	169.06	DCR|2DMG|2VULN|1AART|1CDMG	1LHND|24DMG|35VULN|6AART|7CDMG|8LEGI|9ERES|aRCR
428	15116 12151	   	169.04	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1TLV|2RCR|3ZMB|4VULN|5DMSP|6DMG|7AART|8aDUR|9CDMG
429	32232 12145	   	169.04	ACR|3VULN|1AART|1DMG|1DUR	14BEXP|2RCVC|34aVULN|4BPWR|5RCR|6DMG|7AART|8DUR|9CGEN
430	32232 12165	   	169.04	ACR|3VULN|1AART|1DMG|1DUR	14BEXP|2RCVC|34aVULN|4BPWR|5RCR|6DMG|7AART|8DUR|9RMIN
431	51342 62332	   	169.04	DCR|3DMG|2VULN|1ASPD|1DUR	1DUST|248DMG|37VULN|5DMSP|6RCR|9DUR|aASPD
432	22215 56113	   	169.03	DCR|4VULN|1DMG|1CDMG	1LHND|2RCVC|349aVULN|5CDMG|6RCR|7MBVNT|8DMG
433	52241 62311	   	168.99	DCR|2VULN|2DMG|1AART|2RCVC	1DUST|25RCVC|37VULN|48DMG|6RCR|9DLOT|aAART
434	15112 42235	   	168.99	ACR|3DMG|2VULN|1ZMB	1aTLV|2RCR|3ZMB|4aVULN|57FEWX|6ERES|89aDMG|aBPWR
435	15116 13325	   	168.99	ACR|3VULN|2DMG|1ZMB	178TLV|2RCR|3ZMB|489VULN|5DMSP|68DMG|8BPWR|aRMIN
436	15116 13326	   	168.99	ACR|3VULN|2DMG|1ZMB	178TLV|2RCR|3ZMB|489VULN|5DMSP|68DMG|8BPWR|aLWND
437	15116 13335	   	168.99	ACR|3VULN|2DMG|1ZMB	178TLV|2RCR|3ZMB|48aVULN|5DMSP|68DMG|8BPWR|9RPLT
438	15116 16313	   	168.99	ACR|3VULN|2DMG|1ZMB	18TLV|2RCR|3ZMB|478VULN|5DMSP|68DMG|8BPWR|9DLOT|aRMIN
439	15142 42311	   	168.99	ACR|3DMG|2VULN|1ZMB	18TLV|2RCR|3ZMB|468DMG|59DMSP|78VULN|8BPWR|aDUST
440	15142 42312	   	168.99	ACR|3DMG|2VULN|1ZMB	18TLV|2RCR|3ZMB|468DMG|59DMSP|78VULN|8BPWR|aMBVNT
441	15311 21513	 * 	168.98	ACR|1AART|1VULN|2FLTHEA|1DMG|2ZMB	18TLV|2RCR|3VULN|4RCVC|5BELT|68FLTHEA|78ZMB|8BPWR|9AART|aDMG
442	22212 11215	   	168.98	ACR|2VULN|2DMG|1AART|1ASPD	1LHND|2RCVC|34VULN|5RCR|68DMG|7DUST|9ASPD|aAART
443	32212 11215	   	168.98	ACR|2VULN|2DMG|1AART|1ASPD	1BEXP|2RCVC|34VULN|5RCR|68DMG|7DUST|9ASPD|aAART
444	21333 65111	   	168.97	DCR|4VULN|2DMG	1LHND|26DMG|3569VULN|4RPLT|6BPWR|7RCR|8RCVC|aCGEN
445	21333 65115	   	168.97	DCR|4VULN|2DMG	1LHND|26DMG|3569VULN|4RPLT|6BPWR|7RCR|8RCVC|aBEXP
446	21333 65153	   	168.97	DCR|4VULN|2DMG	19LHND|26DMG|356aVULN|4RPLT|6BPWR|7RCR|8RCVC
