0	Index      	 *	Score 	Summary	Detail	
1	21523 21125	 * 	188.86	ACR|1BASARM|3BEXP|1ASPD	14TLV|2AIRHEL|378BEXP|5RCR|6RPLT|9BASARM|aASPD
322	31225 34133	 * 	161.98	ACR|1ASPD|1BASICY|1BEXP|1AART|1CDMG	1RPLT|23LIT|4BEXP|5RCR|6AART|7BASICY|8FEWX|9CDMG|aASPD
323	31225 34136	 * 	161.98	ACR|1BASICY|1DMG|1BEXP|1AART|1CDMG	1RPLT|23LIT|4BEXP|5RCR|6AART|7BASICY|8FEWX|9CDMG|aDMG
324	13313 36412	   	161.88	ACR|1VULN|1ASPD|1BASICY|1BEXP|1CDMG	14LHND|2VULN|3ASPD|5RCR|6LWND|7CDMG|8AEMAG|9BASICY|aBEXP
325	13313 46412	   	161.88	ACR|1VULN|1ASPD|1BASICY|1BEXP|1CDMG	14LHND|2VULN|3ASPD|5RCR|6DUR|7CDMG|8AEMAG|9BASICY|aBEXP
326	13222 62663	 * 	161.83	1BASARM|1VULN|2AART|1ASPD|1DMG|1BEXP|1CDMG	1LHND|2VULN|3CDMG|47AART|5DMG|6BASARM|8ASPD|9DUR|aBEXP
327	13313 26412	   	161.78	ACR|1VULN|1ASPD|1BASICY|1CDMG|1BEXP	14LHND|2VULN|3ASPD|5RCR|6LEGI|7CDMG|8AEMAG|9BASICY|aBEXP
328	13313 66412	   	161.78	ACR|1VULN|1ASPD|1BASICY|1BEXP|1CDMG	14LHND|2VULN|3ASPD|5RCR|6DUST|7CDMG|8AEMAG|9BASICY|aBEXP
329	13222 62613	   	161.73	1BASARM|1VULN|2AART|1ASPD|1DMG|1BEXP|1CDMG	1LHND|2VULN|3CDMG|47AART|5DMG|6BASARM|8ASPD|9DUST|aBEXP
330	41432 32512	 * 	161.72	DCR|2VULN|2DMG|1ASPD|2CDMG	1AEMAG|26DMG|3ASPD|4LHND|56VULN|6BPWR|78CDMG|9RPLT|aRCR
331	14335 11253	 * 	161.18	DCR|2VULN|3DMG|2BEXP	1LHND|289DMG|3LWND|47BEXP|56VULN|aRCR
332	55433 12132	   	161.01	ACR|2ASPD|1VULN|1BEXP|1CDMG	1aZMB|2CDMG|39aLWND|4RMIN|5RCR|6BEXP|7VULN|8aASPD|aBPWR
333	13313 21663	   	160.79	ACR|2ASPD|1VULN|2BEXP	14aLHND|2VULN|3aASPD|5RCR|6LEGI|7aBEXP|8RMIN|9BELT|aBPWR
334	13313 31231	   	160.78	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|29VULN|3ASPD|5RCR|6LWND|7BEXP|8DMG|aMLV
335	13313 31236	   	160.78	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|29VULN|3ASPD|5RCR|6LWND|7BEXP|8DMG|aDUR
336	14133 16332	   	160.71	ACR|2DMG|1VULN|1BEXP|1CDMG	1LHND|29DMG|3MLV|4ERES|5RCR|6VULN|7CDMG|8LWND|aBEXP
337	14133 53236	   	160.71	ACR|2DMG|1VULN|1BEXP|1CDMG	1LHND|28DMG|3MLV|4ERES|5RCR|6CGEN|7VULN|9BEXP|aCDMG
338	13313 31644	   	160.69	ACR|2ASPD|1VULN|2BEXP	14LHND|2VULN|3aASPD|5RCR|6LWND|79BEXP|8RMIN
339	13313 36134	 * 	160.69	ACR|2VULN|2ASPD|1CDMG	14LHND|29VULN|3aASPD|5RCR|6LWND|7CDMG|8RPLT
340	13313 13146	   	160.68	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|27VULN|3ASPD|5RCR|6ERES|8FEWX|9DMG|aBEXP
341	13313 13356	   	160.68	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|27VULN|3ASPD|5RCR|6ERES|8ZMB|9DMG|aBEXP
342	13313 13456	   	160.68	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|27VULN|3ASPD|5RCR|6ERES|8CGEN|9DMG|aBEXP
343	13313 21231	   	160.68	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|29VULN|3ASPD|5RCR|6LEGI|7BEXP|8DMG|aMLV
344	13313 21236	   	160.68	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|29VULN|3ASPD|5RCR|6LEGI|7BEXP|8DMG|aDUR
345	13313 31233	   	160.68	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|29VULN|3ASPD|5RCR|6LWND|7BEXP|8DMG|aSNIFST
346	13313 15235	   	160.68	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|2aVULN|3ASPD|5RCR|6ERES|7RMIN|8DMG|9BEXP
347	13313 56235	   	160.68	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|2aVULN|3ASPD|5RCR|6CGEN|7AAC|8DMG|9BEXP
348	14133 11334	   	160.68	ACR|2VULN|1ASPD|1DMG|1BEXP	1LHND|2DMG|3MLV|4ERES|5RCR|69VULN|7BEXP|8RMIN|aASPD
349	52233 26314	 * 	160.68	ACR|3BEXP|2CDMG|1BASICY	18ZMB|2AME|38aBEXP|4ERES|5RCR|6LHND|78CDMG|8BPWR|9BASICY
350	52233 26343	 * 	160.68	ACR|3BEXP|1ASPD|2CDMG	18ZMB|2AME|389BEXP|4ERES|5RCR|6LHND|78CDMG|8BPWR|aASPD
351	55241 21232	   	160.68	ACR|2DMG|1ASPD|1CDMG	1aZMB|2CDMG|3RCVC|4RCR|5aDMG|6MBVNT|7ASPD|8FEWX|9aLIT|aBPWR
352	12633 16332	   	160.61	ACR|2DMG|1VULN|1BEXP|1CDMG	1LHND|2TLV|39DMG|4ERES|5RCR|6VULN|7CDMG|8LWND|aBEXP
353	13313 21644	   	160.59	ACR|2ASPD|1VULN|2BEXP	14LHND|2VULN|3aASPD|5RCR|6LEGI|79BEXP|8RMIN
354	13313 26134	   	160.59	ACR|2VULN|2ASPD|1CDMG	14LHND|29VULN|3aASPD|5RCR|6LEGI|7CDMG|8RPLT
355	13313 31124	   	160.59	ACR|2ASPD|1VULN|2BEXP	14LHND|2VULN|3aASPD|5RCR|6LWND|79BEXP|8ERES
356	13313 31344	   	160.59	ACR|2ASPD|1VULN|2BEXP	14LHND|2VULN|3aASPD|5RCR|6LWND|79BEXP|8AAC
357	13313 41134	   	160.59	ACR|2ASPD|1VULN|2BEXP	14LHND|2VULN|3aASPD|5RCR|6DUR|79BEXP|8ERES
358	13313 41344	   	160.59	ACR|2ASPD|1VULN|2BEXP	14LHND|2VULN|3aASPD|5RCR|6DUR|79BEXP|8AAC
359	31225 54223	   	160.59	ACR|2ASPD|2BEXP|1VULN	1RPLT|23LIT|4aBEXP|5RCR|6VULN|7DUST|89ASPD
360	14133 53251	 * 	160.59	ACR|2VULN|2DMG|1CDMG	1LHND|28DMG|3MLV|4ERES|5RCR|6CGEN|79VULN|aCDMG
361	12633 11334	   	160.58	ACR|2VULN|1ASPD|1DMG|1BEXP	1LHND|2TLV|3DMG|4ERES|5RCR|69VULN|7BEXP|8RMIN|aASPD
362	13313 13556	   	160.58	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|27VULN|3ASPD|5RCR|6ERES|8AAC|9DMG|aBEXP
363	13313 21233	   	160.58	ACR|2VULN|1ASPD|1DMG|1BEXP	14LHND|29VULN|3ASPD|5RCR|6LEGI|7BEXP|8DMG|aSNIFST
364	14133 11534	   	160.58	ACR|2VULN|1ASPD|1DMG|1BEXP	1LHND|2DMG|3MLV|4ERES|5RCR|69VULN|7BEXP|8AAC|aASPD
365	55133 12164	   	160.51	ACR|2ASPD|1VULN|1CDMG|1BEXP	1ZMB|2CDMG|3AME|4DUST|5RCR|6BEXP|7VULN|8aASPD|9MBVNT
366	13313 21124	   	160.49	ACR|2ASPD|1VULN|2BEXP	14LHND|2VULN|3aASPD|5RCR|6LEGI|79BEXP|8ERES
367	13313 21344	   	160.49	ACR|2ASPD|1VULN|2BEXP	14LHND|2VULN|3aASPD|5RCR|6LEGI|79BEXP|8AAC
368	13313 61144	   	160.49	ACR|2ASPD|1VULN|2BEXP	14LHND|2VULN|3aASPD|5RCR|6DUST|79BEXP|8ERES
369	13313 61344	   	160.49	ACR|2ASPD|1VULN|2BEXP	14LHND|2VULN|3aASPD|5RCR|6DUST|79BEXP|8AAC
370	53133 14235	   	160.49	ACR|2DMG|2BEXP|1VULN	1ZMB|29BEXP|3MLV|47ERES|5RCR|6VULN|8aDMG
371	12633 53251	   	160.49	ACR|2VULN|2DMG|1CDMG	1LHND|2TLV|38DMG|4ERES|5RCR|6CGEN|79VULN|aCDMG
372	12633 11534	   	160.48	ACR|2VULN|1DMG|1ASPD|1BEXP	1LHND|2TLV|3DMG|4ERES|5RCR|69VULN|7BEXP|8AAC|aASPD
373	21133 53345	   	160.48	ACR|2VULN|1ASPD|1DMG|1BEXP	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|6MDPS|78VULN|9BEXP|aASPD
374	55241 21411	   	160.48	ACR|2DMG|1ASPD|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|58DMG|6MBVNT|7ASPD|9FEWX|aLHND
375	55241 21413	   	160.48	ACR|2DMG|1ASPD|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|58DMG|6MBVNT|7ASPD|9FEWX|aRMIN
376	55241 21414	   	160.48	ACR|2DMG|1ASPD|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|58DMG|6MBVNT|7ASPD|9FEWX|aCGEN
377	55241 21423	   	160.48	ACR|2DMG|1ASPD|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|58DMG|6MBVNT|7ASPD|9aCGEN
378	55241 23423	 * 	160.48	ACR|2ASPD|1DMG|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|5DMG|6MBVNT|7MLV|89ASPD|aCGEN
379	55241 23424	   	160.48	ACR|2ASPD|1DMG|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|5DMG|6MBVNT|7MLV|89ASPD|aLIT
380	12633 36343	   	160.47	ACR|2DMG|2CDMG|1BEXP|1AAC	18LHND|2TLV|38DMG|4ERES|5RCR|6LWND|78CDMG|8BPWR|9BEXP|aAAC
381	14133 26343	   	160.47	ACR|2DMG|2CDMG|1BEXP|1AAC	18LHND|28DMG|3MLV|4ERES|5RCR|6LEGI|78CDMG|8BPWR|9BEXP|aAAC
382	13313 16333	   	160.46	ACR|2ASPD|1VULN|1BEXP|1CDMG|1SELL	14LHND|2VULN|39ASPD|5RCR|6ERES|7CDMG|8SELL|aBEXP
383	52233 14235	   	160.39	ACR|2DMG|2BEXP|1VULN	1ZMB|2AME|39BEXP|47ERES|5RCR|6VULN|8aDMG
384	55241 21421	   	160.38	ACR|2DMG|1ASPD|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|58DMG|6MBVNT|7ASPD|9CGEN|aAEFBLL
385	55241 21424	   	160.38	ACR|2DMG|1ASPD|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|58DMG|6MBVNT|7ASPD|9CGEN|aERES
386	55241 21432	   	160.38	ACR|2DMG|1ASPD|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|58DMG|6MBVNT|7ASPD|9LIT|aLEGI
387	55241 21434	   	160.38	ACR|2DMG|1ASPD|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|58DMG|6MBVNT|7ASPD|9LIT|aAME
388	55241 21441	   	160.38	ACR|2DMG|1ASPD|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|58DMG|6MBVNT|7ASPD|9BELT|aDUST
389	55241 23421	   	160.38	ACR|2ASPD|1DMG|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|5DMG|6MBVNT|7MLV|89ASPD|aAEFBLL
390	13235 11155	 * 	160.26	DCR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1LHND|2VULN|3CDMG|4CGEN|5ASPD|6BEXP|7MDPS|8LIT|9BASARM|aRCR
391	13236 11155	 * 	160.26	DCR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1LHND|2VULN|3CDMG|4CGEN|5DMG|6BEXP|7MDPS|8LIT|9BASARM|aRCR
392	13215 11155	   	160.16	DCR|1BASARM|1VULN|1ASPD|1CDMG|1BEXP	1LHND|2VULN|3CDMG|4ERES|5ASPD|6BEXP|7MDPS|8LIT|9BASARM|aRCR
393	13216 11155	   	160.16	DCR|1BASARM|1VULN|1DMG|1CDMG|1BEXP	1LHND|2VULN|3CDMG|4ERES|5DMG|6BEXP|7MDPS|8LIT|9BASARM|aRCR
394	13321 11155	   	160.16	DCR|1BASARM|1VULN|1ASPD|1CDMG|1BEXP	1LHND|2VULN|3ASPD|4ERES|5CDMG|6BEXP|7MDPS|8LIT|9BASARM|aRCR
395	13222 62662	 * 	159.95	1BASARM|3AART|1VULN|1ASPD|1DMG|1CDMG	1LHND|2VULN|3CDMG|47aAART|5DMG|6BASARM|8ASPD|9DUR
396	41311 13212	 * 	159.95	DCR|2DMG|2BEXP|1ASPD|2CDMG	17AEMAG|26DMG|37BEXP|4RCVC|57CDMG|7BPWR|8ASPD|9RPLT|aRCR
397	13222 62612	   	159.85	1BASARM|3AART|1VULN|1ASPD|1DMG|1CDMG	1LHND|2VULN|3CDMG|47aAART|5DMG|6BASARM|8ASPD|9DUST
398	55241 22442	   	159.62	ACR|2BEXP|1DMG|1CDMG|1AAC	1ZMB|2CDMG|3RCVC|4RCR|5DMG|6MBVNT|7aBEXP|8LIT|9AAC
399	14133 16621	   	159.52	ACR|1VULN|3CDMG|1DMG|1AART	19LHND|2DMG|39MLV|4ERES|5RCR|6VULN|79aCDMG|8AART|9BPWR
400	31225 34263	 * 	159.47	ACR|2AART|1ASPD|1BASICY|1BEXP	1RPLT|23LIT|4BEXP|5RCR|6aAART|7BASICY|8MDPS|9ASPD
401	13313 46353	   	159.34	ACR|1VULN|1ASPD|1AART|1CDMG|1BEXP	14LHND|2VULN|3ASPD|5RCR|6DUR|7CDMG|8RCVC|9AART|aBEXP
402	13313 13611	   	159.00	ACR|2VULN|1ASPD|1AART|1CDMG	14LHND|27VULN|3ASPD|5RCR|6ERES|8AART|9RMIN|aCDMG
403	21133 24532	 * 	158.90	ACR|2VULN|1DMG|1AART|1CDMG	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|6RPLT|78VULN|9CDMG|aAART
404	34331 32111	   	158.86	DCR|1BASARM|3BEXP|1DMG	1RPLT|2MDPS|345BEXP|6SNIFST|7DMG|8BASARM|9LSRREG|aRCR
