0	Index      	 *	Score 	Summary	Detail	
1	32131 51343	 * 	211.31	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8aVULN|9RCR
314	52136 13531	 * 	189.01	DCR|2DMG|1AART|1VULN|1NUKE|1DUR|1MSE	1DUST|2DUR|3AART|47DMG|5VULN|6LHND|8RCR|9MSE|aNUKE
315	32135 63243	   	189.00	DCR|3DMG|1VULN|1AART|1DUR	17LHND|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9RPLT|aVULN
316	63621 13115	   	188.96	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2AART|346VULN|5DUR|7DMG|8RCVC|9RCR|aFEWX
317	63621 13116	   	188.96	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2AART|346VULN|5DUR|7DMG|8RCVC|9RCR|aLWND
318	12135 63211	   	188.90	DCR|3DMG|1AART|1VULN|1DUR|1SELL	17BEXP|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aSELL
319	12135 63215	   	188.90	DCR|3DMG|1VULN|1AART|1DUR	17BEXP|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aERES
320	22135 63211	   	188.90	DCR|3DMG|1AART|1VULN|1DUR|1SELL	17FEWX|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aSELL
321	22135 63215	   	188.90	DCR|3DMG|1VULN|1AART|1DUR	17FEWX|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aERES
322	32135 63211	   	188.90	DCR|3DMG|1VULN|1AART|1DUR|1SELL	17LHND|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aSELL
323	32135 63215	   	188.90	DCR|3DMG|1VULN|1AART|1DUR	17LHND|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aERES
324	63621 13111	   	188.86	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2AART|346VULN|5DUR|7DMG|8RCVC|9RCR|aDUST
325	63621 13114	   	188.86	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2AART|346VULN|5DUR|7DMG|8RCVC|9RCR|aERES
326	63623 13112	   	188.86	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2AART|346VULN|5LEGI|7DMG|8RCVC|9RCR|aDUR
327	63626 23322	 * 	188.85	DCR|3VULN|2AART|1MDPS	1MLV|29AART|346VULN|5AELBLL|7RCR|8LHND|aMDPS
328	12125 31543	   	188.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|4FEWX|5RCVC|6CDMG|7aVULN|8DMG|9RCR
329	22125 31543	   	188.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3AART|4BEXP|5RCVC|6CDMG|7aVULN|8DMG|9RCR
330	32125 31543	   	188.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|3AART|4BEXP|5RCVC|6CDMG|7aVULN|8DMG|9RCR
331	63412 21121	 * 	188.57	DCR|3DMG|2AART|1VULN	1MLV|27AART|356DMG|4RPLT|8VULN|9LWND|aRCR
332	63412 21131	   	188.57	DCR|3DMG|2AART|1VULN	1MLV|27AART|356DMG|4RPLT|8VULN|9FEWX|aRCR
333	21413 21625	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|57VULN|6RCR|8DUR|9LWND|aDMG
334	21413 21643	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	139FEWX|2CDMG|4ASPD|57VULN|6RCR|8DUR|aDMG
335	21413 21652	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|57VULN|6RCR|8DUR|9DMG|aBEXP
336	21413 21653	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|57VULN|6RCR|8DUR|9DMG|aBELT
337	21414 22325	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|5DUR|6RCR|7LIT|8aVULN|9DMG
338	43412 21121	   	188.47	DCR|3DMG|2AART|1VULN	1ERES|27AART|356DMG|4RPLT|8VULN|9LWND|aRCR
339	43412 21131	   	188.47	DCR|3DMG|2AART|1VULN	1ERES|27AART|356DMG|4RPLT|8VULN|9FEWX|aRCR
340	12251 42326	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DUR|3DUST|4DMG|5LIT|6RCR|7aVULN|8ASPD|9CDMG
341	22251 42326	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2DUR|3DUST|4DMG|5LIT|6RCR|7aVULN|8ASPD|9CDMG
342	32251 42326	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LHND|2DUR|3DUST|4DMG|5LIT|6RCR|7aVULN|8ASPD|9CDMG
343	43412 21161	   	188.37	DCR|3DMG|2AART|1VULN	1ERES|27AART|356DMG|4RPLT|8VULN|9DUST|aRCR
344	32136 51513	   	188.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|3AART|4DMG|5aVULN|6CDMG|7LWND|8RCR|9MLV
345	33232 54325	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2RPLT|3CDMG|4DUR|5ASPD|6BELT|79VULN|8RCR|aAART
346	32131 55513	   	188.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|3AART|4DMG|5LEGI|6CDMG|7aVULN|8RCR|9MLV
347	12136 26264	   	188.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|4DMG|59VULN|6MBVNT|7AME|8RCR|aCDMG
348	32136 51522	   	188.05	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|3aAART|4DMG|5VULN|6CDMG|7LWND|8RCR|9RMIN
349	12136 32266	   	188.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DUR|3AART|4DMG|58VULN|67BELT|9ASPD|aRCR
350	12136 33266	   	188.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17BEXP|2DUR|3AART|4DMG|58VULN|6BELT|9ASPD|aRCR
351	12136 25244	   	187.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|4DMG|59VULN|6MBVNT|7ERES|8RCR|aCDMG
352	16631 42323	   	187.98	DCR|2VULN|2ASPD|1CDMG|2DUR	1BEXP|2LHND|3aASPD|4aDUR|5LIT|6RCR|7aVULN|8CDMG|9DUST|aBPWR
353	26631 42323	   	187.98	DCR|2VULN|2ASPD|1CDMG|2DUR	1FEWX|2LHND|3aASPD|4aDUR|5LIT|6RCR|7aVULN|8CDMG|9DUST|aBPWR
354	32131 55522	   	187.95	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|3aAART|4DMG|5LEGI|6CDMG|7VULN|8RCR|9RMIN
355	32111 16532	   	187.92	DCR|2VULN|2AART|1MDPS|1ASPD|1DUR	1LHND|2DUR|39AART|4MDPS|57VULN|6BEXP|8RCR|aASPD
356	32111 16536	   	187.92	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	1LHND|2DUR|39AART|4MDPS|57VULN|6BEXP|8RCR|aDMG
357	63212 11873	   	187.89	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1MLV|2AART|3ZMB|4MBVNT|5ASPD|6VULN|78DMG|9RCVC|aRCR
358	12132 21223	   	187.88	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7RCVC|8MLV|9aVULN
359	22132 21223	   	187.88	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7RCVC|8MLV|9aVULN
360	11265 11312	   	187.86	DCR|3DMG|1MDPS|3CDMG|1AART|1DUR	17BEXP|267CDMG|3MDPS|4AART|578DMG|7BPWR|9DUR|aRCR
361	31265 11312	   	187.86	DCR|3DMG|1MDPS|3CDMG|1AART|1DUR	17LHND|267CDMG|3MDPS|4AART|578DMG|7BPWR|9DUR|aRCR
362	43232 12312	   	187.85	DCR|2VULN|2AART|1ASPD|1ZMB	17ERES|2aAART|3ZMB|46VULN|5ASPD|8AME|9RCR
363	43232 12512	   	187.85	DCR|2VULN|2AART|1ASPD|1ZMB	17ERES|2aAART|3ZMB|46VULN|5ASPD|8CGEN|9RCR
364	43426 12312	   	187.85	DCR|2VULN|2AART|1DMG|1ZMB	17ERES|2aAART|3DMG|4ZMB|56VULN|8AME|9RCR
365	32111 26532	   	187.82	DCR|2VULN|2AART|1MDPS|1ASPD|1DUR	1LHND|2DUR|39AART|4MDPS|57VULN|6DUST|8RCR|aASPD
366	32111 26536	   	187.82	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	1LHND|2DUR|39AART|4MDPS|57VULN|6DUST|8RCR|aDMG
367	31334 53361	   	187.80	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	13aLHND|23CDMG|3aBPWR|4aBEXP|5MDPS|6RCR|7DMG|8ASPD|9aVULN
368	43212 11873	   	187.79	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1ERES|2AART|3ZMB|4MBVNT|5ASPD|6VULN|78DMG|9RCVC|aRCR
369	52132 21223	   	187.78	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DUR|3AART|4DMG|5ZMB|6RCR|7RCVC|8MLV|9aVULN
370	63626 31311	   	187.78	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2AART|347VULN|5AELBLL|6BELT|8DUR|9RCR|aDMG
371	43232 12212	   	187.75	DCR|2VULN|2AART|1ASPD|1ZMB	17ERES|2aAART|3ZMB|46VULN|5ASPD|8TLV|9RCR
372	43426 12212	   	187.75	DCR|2VULN|2AART|1DMG|1ZMB	17ERES|2aAART|3DMG|4ZMB|56VULN|8TLV|9RCR
373	11231 53361	   	187.70	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1aBEXP|25CDMG|3MDPS|4aLWND|6RCR|7DMG|8ASPD|9aVULN|aBPWR
374	21313 21142	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8MLV|9DMG|aLHND
375	21313 21145	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8MLV|9DMG|aLWND
376	21313 21243	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	139FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8LWND|aDMG
377	21313 21252	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8LWND|9DMG|aBEXP
378	21313 21253	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8LWND|9DMG|aBELT
379	21313 21254	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8LWND|9DMG|aAME
380	21313 21256	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8aLWND|9DMG
381	21313 21351	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8LIT|9LWND|aDMG
382	21313 21542	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8CGEN|9DMG|aLHND
383	21313 21545	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8CGEN|9DMG|aLWND
384	21313 22261	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	137FEWX|23CDMG|3BPWR|4ASPD|5aVULN|6RCR|8LIT|9DMG
385	21333 21143	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4CGEN|57VULN|6RCR|8MLV|9DMG|aASPD
386	51265 11312	   	187.66	DCR|3DMG|1MDPS|3CDMG|1AART|1DUR	17DUST|267CDMG|3MDPS|4AART|578DMG|7BPWR|9DUR|aRCR
387	43628 14241	   	187.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2AART|3MBVNT|456VULN|7VENFST|8ZMB|9ASPD|aRCR
388	21313 21141	   	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8MLV|9DMG|aERES
389	21313 21265	   	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8LWND|9DUST|aDMG
390	21313 21541	   	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8CGEN|9DMG|aERES
391	32132 32552	 * 	187.60	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1DUR	1LHND|2DUR|35AART|4DMG|6AME|7MDPS|8RCR|9VULN|aASPD
392	12132 25212	   	187.55	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1BEXP|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aRMIN
393	22132 25212	   	187.55	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1FEWX|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aRMIN
394	11211 53361	   	187.50	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1aBEXP|25CDMG|3MDPS|4aDUST|6RCR|7DMG|8ASPD|9aVULN|aBPWR
395	31211 53361	   	187.50	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1aLHND|25CDMG|3MDPS|4aDUST|6RCR|7DMG|8ASPD|9aVULN|aBPWR
396	51231 53361	   	187.50	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1aDUST|25CDMG|3MDPS|4aLWND|6RCR|7DMG|8ASPD|9aVULN|aBPWR
397	51333 51143	   	187.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13DUST|23CDMG|3BPWR|4CGEN|57VULN|6RCR|8MLV|9DMG|aASPD
398	32132 22552	   	187.50	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1DUR	1LHND|2DUR|35AART|4DMG|6ERES|7MDPS|8RCR|9VULN|aASPD
399	32136 24532	   	187.50	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1DUR	1LHND|2DUR|39AART|4DMG|5VULN|6ERES|7MDPS|8RCR|aASPD
400	32136 34532	   	187.50	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1DUR	1LHND|2DUR|39AART|4DMG|5VULN|6TLV|7MDPS|8RCR|aASPD
401	52132 25212	   	187.45	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1DUST|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aRMIN
402	21333 22311	   	187.43	DCR|2VULN|2AART|2CDMG	137FEWX|23CDMG|3BPWR|4CGEN|58VULN|6RCR|9aAART
403	43123 61262	   	187.40	DCR|2VULN|1AART|1ASPD|1DMG	135ERES|2AART|3BPWR|4ASPD|6RCR|79VULN|8BELT|aDMG
404	21313 21114	   	187.33	DCR|2VULN|1MDPS|2CDMG|1ASPD|1ZMB	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8MLV|9ZMB|aMDPS
405	21313 21514	   	187.33	DCR|2VULN|1MDPS|2CDMG|1ASPD|1ZMB	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8CGEN|9ZMB|aMDPS
406	63323 25124	   	187.23	DCR|2VULN|2AART|1ASPD|1DUR	1MLV|29AART|3RCVC|4ASPD|5ERES|68VULN|7DUR|aRCR
407	22516 32133	   	187.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	16FEWX|2DUR|35DMG|4BASFIG|7AART|8ASPD|9RCR|aVULN
408	63632 36213	 * 	187.09	DCR|3VULN|1AART|2CDMG	1MLV|2AART|38aVULN|4LWND|5CGEN|69CDMG|7RCR
409	64322 36213	   	187.09	DCR|3VULN|1AART|2CDMG	1MLV|2LWND|3AART|48aVULN|5CGEN|69CDMG|7RCR
410	11265 21133	   	186.97	DCR|3DMG|1MDPS|1AART|2CDMG|1DUR	17BEXP|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aRMIN
411	51265 21133	   	186.77	DCR|3DMG|1MDPS|1AART|2CDMG|1DUR	17DUST|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aRMIN
412	12132 25422	   	186.71	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9RCVC|aASPD
413	22132 25426	   	186.71	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9RCVC|aASPD
414	21413 62433	   	186.70	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	13FEWX|2CDMG|4ASPD|59VULN|6LIT|7DMG|8SPLARM|aRCR
415	36213 62433	   	186.70	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	12LHND|3CDMG|4ASPD|59VULN|6LIT|7DMG|8SPLARM|aRCR
416	52132 25422	   	186.61	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1DUST|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9RCVC|aASPD
417	12433 23562	   	186.47	DCR|2VULN|2DMG|2DUR|1ZMB|1RMIN	1aBEXP|24DUR|3RMIN|5aVULN|6LHND|7ZMB|8aDMG|9RCR|aBPWR
418	62613 36231	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2TLV|3BELT|4CDMG|5aVULN|6ASPD|7RCR|8DUR|9DMG
419	12132 25432	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7aVULN|8LHND|9CGEN
420	12132 25451	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|79VULN|8LHND|aFEWX
421	12132 25453	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aBEXP|2DUR|3AART|4DMG|5ZMB|6RCR|79VULN|8LHND
422	22132 22223	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|8MLV|9aVULN
423	22132 25432	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7aVULN|8LHND|9CGEN
424	22132 25451	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aFEWX|2DUR|3AART|4DMG|5ZMB|6RCR|79VULN|8LHND
425	22132 25452	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|79VULN|8LHND|aLIT
426	22132 25453	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|79VULN|8LHND|aBEXP
427	21314 22165	   	186.28	DCR|2VULN|2CDMG|1ASPD|1ZMB|1DUR	13FEWX|23CDMG|3BPWR|4ASPD|5DUR|6RCR|7LIT|8ZMB|9aVULN
428	21333 21655	   	186.28	DCR|2VULN|2CDMG|1DMG|1ZMB|1DUR	13FEWX|23CDMG|3BPWR|4CGEN|57VULN|6RCR|8DUR|9DMG|aZMB
429	21333 25255	   	186.28	DCR|2VULN|2CDMG|1DMG|1ZMB|1DUR	13FEWX|23CDMG|3BPWR|4CGEN|59VULN|6RCR|7DUR|8DMG|aZMB
430	21334 21255	   	186.28	DCR|2VULN|2CDMG|1DMG|1ZMB|1DUR	13FEWX|23CDMG|3BPWR|4CGEN|5DUR|6RCR|79VULN|8DMG|aZMB
431	21413 21615	   	186.25	DCR|3VULN|1ASPD|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|57aVULN|6RCR|8DUR|9SNIFST
432	12122 32543	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	17BEXP|2DUR|3AART|4FEWX|5aVULN|6CDMG|8DMG|9RCR
433	12122 33543	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|47FEWX|5aVULN|6CDMG|8DMG|9RCR
434	12122 63543	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|46FEWX|5aVULN|7CDMG|8DMG|9RCR
435	12131 56153	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|4DMG|5LHND|6CDMG|7MLV|8aVULN|9RCR
436	12131 63153	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|4DMG|5LHND|6AME|7CDMG|8aVULN|9RCR
437	12133 56153	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|4DMG|5LWND|6CDMG|7MLV|8aVULN|9RCR
438	12133 63153	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|4DMG|5LWND|6AME|7CDMG|8aVULN|9RCR
439	12163 63153	   	186.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2DUR|3AART|4LWND|5ASPD|6AME|7CDMG|8aVULN|9RCR
440	22122 32543	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3AART|47BEXP|5aVULN|6CDMG|8DMG|9RCR
441	22122 33543	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	17FEWX|2DUR|3AART|4BEXP|5aVULN|6CDMG|8DMG|9RCR
442	22122 63543	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16FEWX|2DUR|3AART|4BEXP|5aVULN|7CDMG|8DMG|9RCR
443	22131 56153	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3AART|4DMG|5LHND|6CDMG|7MLV|8aVULN|9RCR
444	22131 63153	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3AART|4DMG|5LHND|6AME|7CDMG|8aVULN|9RCR
445	22133 56153	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3AART|4DMG|5LWND|6CDMG|7MLV|8aVULN|9RCR
446	22133 63153	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3AART|4DMG|5LWND|6AME|7CDMG|8aVULN|9RCR
447	22163 63153	   	186.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1FEWX|2DUR|3AART|4LWND|5ASPD|6AME|7CDMG|8aVULN|9RCR
448	32121 31543	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15LHND|2DUR|3AART|4BEXP|6CDMG|7aVULN|8DMG|9RCR
449	32122 56153	   	186.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2DUR|3AART|4BEXP|5ASPD|6CDMG|7MLV|8aVULN|9RCR
450	32122 63153	   	186.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2DUR|3AART|4BEXP|5ASPD|6AME|7CDMG|8aVULN|9RCR
451	32161 31543	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15LHND|2DUR|3AART|4LWND|6CDMG|7aVULN|8DMG|9RCR
452	52132 25432	   	186.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DUR|3AART|4DMG|5ZMB|6RCR|7aVULN|8LHND|9CGEN
453	21413 21635	   	186.15	DCR|3VULN|1ASPD|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|57aVULN|6RCR|8DUR|9MSLFST
454	16136 33353	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2LHND|3AART|4DMG|5aVULN|6TLV|7CDMG|8DUR|9RCR
455	26136 33353	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2LHND|3AART|4DMG|5aVULN|6TLV|7CDMG|8DUR|9RCR
456	32131 56153	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|3AART|4DMG|5LEGI|6CDMG|7MLV|8aVULN|9RCR
457	22224 31543	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15FEWX|2DUR|3DUST|4CDMG|6AART|7aVULN|8DMG|9RCR
458	52131 63153	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3AART|4DMG|5LHND|6MLV|7CDMG|8aVULN|9RCR
459	52133 63153	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3AART|4DMG|5LWND|6MLV|7CDMG|8aVULN|9RCR
460	21513 21255	   	186.08	DCR|2VULN|2CDMG|1DMG|1ZMB|1DUR	1FEWX|25CDMG|3DUR|4ERES|6RCR|79VULN|8DMG|aZMB
461	12122 31546	   	186.05	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DUR|37AART|4FEWX|5VULN|6CDMG|8DMG|9RCR|aRMIN
462	22122 31546	   	186.05	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|37AART|4BEXP|5VULN|6CDMG|8DMG|9RCR|aRMIN
463	63423 13124	   	186.05	DCR|2VULN|2AART|1DMG|1ZMB	1MLV|29AART|3DMG|4ZMB|57LHND|68VULN|aRCR
464	63326 23112	   	186.01	DCR|2AART|1VULN|1ASPD|1DMG	1MLV|2aAART|38RCVC|4ASPD|5VULN|6RMIN|7DMG|9RCR
465	12226 31543	   	185.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|35DUST|4CDMG|6AART|7aVULN|8DMG|9RCR
466	12132 25431	   	185.96	DCR|1AART|1VULN|1DMG|1NUKE|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9CGEN|aNUKE
467	22132 23452	   	185.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7LWND|8LHND|9VULN|aASPD
468	22132 25431	   	185.96	DCR|1AART|1VULN|1DMG|1NUKE|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9CGEN|aNUKE
469	43232 34124	   	185.95	DCR|2VULN|2AART|1ASPD|1ZMB	1ERES|29AART|3ZMB|48VULN|5ASPD|6DMSP|7LHND|aRCR
470	43423 13124	   	185.95	DCR|2VULN|2AART|1DMG|1ZMB	1ERES|29AART|3DMG|4ZMB|57LHND|68VULN|aRCR
471	63232 26124	   	185.95	DCR|2VULN|2AART|1ASPD|1ZMB	1MLV|29AART|3ZMB|48VULN|5ASPD|6ERES|7AME|aRCR
