0	Index      	 *	Score 	Summary	Detail	
1	23432 62224	 * 	208.88	DCR|2VULN|1MDPS|2ASPD|3CDMG|1DMG	14aCDMG|2LIT|3MDPS|5aASPD|6RCR|7DMG|8DUST|9aVULN|aBPWR
321	53515 11233	   	183.95	DCR|2SPLARM|3VULN|1MDPS|1AART	19SPLARM|2AART|39CGEN|4MDPS|5RCVC|679VULN|8RCR|9BPWR|aLWND
322	26261 32153	 * 	183.79	ACR|5VULN|1DMG|1CDMG	1CDMG|2LWND|3RCR|4578aVULN|6RCVC|9DMG
323	22621 41532	 * 	183.76	DCR|1VULN|2CDMG|1ASPD|1DMG|1NUKE|1ZMB|1DUR	14CDMG|2ZMB|3BELT|5ASPD|6NUKE|7RCR|8VULN|9DUR|aDMG
324	22621 61532	   	183.76	DCR|1VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	14CDMG|2ZMB|3BELT|5ASPD|6ERES|7RCR|8VULN|9DUR|aDMG
325	16271 44233	 * 	183.76	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1DUST|2VULN|3MBVNT|49ASPD|5TLV|6CDMG|7ZMB|8RCR|aAART
326	36121 22415	 * 	183.71	DCR|4VULN|2ASPD|1SELL	138AME|2SELL|4FEWX|58ASPD|6789VULN|8BPWR|aRCR
327	22631 12187	 * 	183.69	DCR|3ZMB|1VULN|1ASPD|1DMG|1CDMG	1CDMG|249ZMB|3BELT|5ASPD|6MBVNT|7RCR|8VULN|aDMG
328	24316 62332	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1CDMG|2DUST|38VULN|4AAC|5LIT|6RCR|7ASPD|9BEXP|aAART
329	24316 63232	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1CDMG|2DUST|37VULN|4AAC|5LIT|6RCR|8DMG|9FEWX|aAART
330	53512 11251	   	183.62	DCR|2SPLARM|2VULN|1MDPS|1AART|1ASPD	15SPLARM|2AART|359CGEN|4MDPS|5BPWR|67VULN|8RCR|aASPD
331	64131 52212	   	183.59	DCR|3VULN|2DMG|1DUR	1DUR|2RPLT|34BEXP|57aVULN|69DMG|8RCR
332	14141 52213	   	183.58	DCR|2VULN|2DMG|1AART	1DUST|2RPLT|3BEXP|47VULN|5RCVC|69DMG|8RCR|aAART
333	16331 52213	   	183.58	DCR|2VULN|2DMG|1AART	1DUST|27VULN|3RPLT|4BEXP|5RCVC|69DMG|8RCR|aAART
334	62223 42225	   	183.57	DCR|2VULN|1ASPD|1CDMG|2ZMB|1DUR	1DUR|2MLV|34ZMB|5ASPD|6RCR|7RCVC|8CDMG|9aVULN
335	53512 11261	   	183.52	DCR|2SPLARM|2VULN|1MDPS|1AART|1ASPD	15SPLARM|2AART|35CGEN|4MDPS|5BPWR|67VULN|8RCR|9BASARM|aASPD
336	16277 44211	   	183.51	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1DUST|2VULN|3MBVNT|4ASPD|5CGEN|6CDMG|7ZMB|8RCR|9aDMG
337	22142 33134	   	183.49	DCR|3VULN|1ASPD|1CDMG|2ZMB	1CDMG|27ZMB|3AME|458VULN|6BEXP|9ASPD|aRCR
338	22142 33154	   	183.49	DCR|3VULN|1DMG|1CDMG|2ZMB	1CDMG|27ZMB|3AME|458VULN|6BEXP|9DMG|aRCR
339	22342 33134	   	183.49	DCR|3VULN|1ASPD|1CDMG|2ZMB	1CDMG|27ZMB|3CGEN|458VULN|6BEXP|9ASPD|aRCR
340	22342 33154	   	183.49	DCR|3VULN|1DMG|1CDMG|2ZMB	1CDMG|27ZMB|3CGEN|458VULN|6BEXP|9DMG|aRCR
341	16341 15213	   	183.49	DCR|3VULN|2DMG|1DUR	1DUST|245VULN|3RPLT|6LWND|79DMG|8RCR|aDUR
342	14251 52212	   	183.49	DCR|3VULN|2DMG|1DUR	1DUST|24RPLT|3DUR|57aVULN|69DMG|8RCR
343	31364 43222	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1AME|29CGEN|35DMG|4VULN|6RCR|7AART|8DUR|aZMB
344	34316 16131	   	183.47	DCR|3VULN|1AART|1ASPD	16AME|2LHND|3BEXP|456VULN|6BPWR|7RCR|8ASPD|9AART|aLEGI
345	34316 16132	   	183.47	DCR|3VULN|1AART|1ASPD|1MSE	16AME|2LHND|3BEXP|456VULN|6BPWR|7RCR|8ASPD|9AART|aMSE
346	34316 16231	   	183.47	DCR|3VULN|1AART|1DMG	16AME|2LHND|3BEXP|456VULN|6BPWR|7RCR|8DMG|9AART|aLEGI
347	34316 16232	   	183.47	DCR|3VULN|1AART|1DMG|1MSE	16AME|2LHND|3BEXP|456VULN|6BPWR|7RCR|8DMG|9AART|aMSE
348	66213 34821	   	183.46	DCR|3VULN|2ASPD|1AAC|1DUR	1DUR|246VULN|3MBVNT|5FEWX|79ASPD|8RCR|aAAC
349	22361 52341	   	183.45	DCR|3VULN|3CDMG|2ZMB|1AAC	168CDMG|28ZMB|3CGEN|4FEWX|578VULN|8BPWR|9RCR|aAAC
350	56135 23213	   	183.42	DCR|2SPLARM|2VULN|1AART|1ASPD|1AAC	1aSPLARM|2ASPD|3AAC|4aVULN|5LEGI|6AART|7RPLT|8RCR|9aCANARM|aBPWR
351	16271 44211	   	183.41	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1DUST|2VULN|3MBVNT|4ASPD|5TLV|6CDMG|7ZMB|8RCR|9aDMG
352	12316 16113	   	183.37	DCR|3VULN|1AART|1ASPD	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8ASPD|9LIT|aAART
353	12316 16213	   	183.37	DCR|3VULN|1AART|1DMG	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9LIT|aAART
354	12316 46113	   	183.37	DCR|3VULN|1AART|1ASPD	1DUST|2MLV|3LHND|456VULN|7RCR|8ASPD|9LIT|aAART
355	12316 46213	   	183.37	DCR|3VULN|1AART|1DMG	1DUST|2MLV|3LHND|456VULN|7RCR|8DMG|9LIT|aAART
356	34116 16131	   	183.37	DCR|3VULN|1AART|1ASPD	16AME|2LHND|3DUST|456VULN|6BPWR|7RCR|8ASPD|9AART|aLEGI
357	34116 16132	   	183.37	DCR|3VULN|1AART|1ASPD|1MSE	16AME|2LHND|3DUST|456VULN|6BPWR|7RCR|8ASPD|9AART|aMSE
358	34116 16231	   	183.37	DCR|3VULN|1AART|1DMG	16AME|2LHND|3DUST|456VULN|6BPWR|7RCR|8DMG|9AART|aLEGI
359	34116 16232	   	183.37	DCR|3VULN|1AART|1DMG|1MSE	16AME|2LHND|3DUST|456VULN|6BPWR|7RCR|8DMG|9AART|aMSE
360	24316 62122	   	183.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2DUST|3VULN|4AAC|5LIT|6RCR|7ASPD|8CGEN|9DMG|aAART
361	22132 22441	   	183.35	DCR|3VULN|3CDMG|1AAC|2ZMB	148CDMG|28ZMB|3AME|5DUST|678VULN|8BPWR|9RCR|aAAC
362	22332 22341	   	183.35	DCR|3VULN|3CDMG|1AAC|2ZMB	148CDMG|28ZMB|3CGEN|5DUST|678VULN|8BPWR|9RCR|aAAC
363	22351 52341	   	183.35	DCR|3VULN|3CDMG|1AAC|2ZMB	168CDMG|28ZMB|3CGEN|4DUST|578VULN|8BPWR|9RCR|aAAC
364	53341 11351	   	183.27	DCR|1SPLARM|2DMG|1VULN|1AART|1ZMB	1SPLARM|2AART|39DMG|4RCVC|56RMIN|7RCR|8ZMB|aVULN
365	12316 16131	   	183.27	DCR|3VULN|1AART|1ASPD	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8ASPD|9AART|aLEGI
366	12316 16132	   	183.27	DCR|3VULN|1AART|1ASPD|1MSE	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8ASPD|9AART|aMSE
367	12316 16134	   	183.27	DCR|3VULN|1AART|1ASPD|1SELL	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8ASPD|9AART|aSELL
368	12316 16136	   	183.27	DCR|3VULN|1AART|1ASPD	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8ASPD|9AART|aERES
369	12316 16231	   	183.27	DCR|3VULN|1AART|1DMG	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9AART|aLEGI
370	12316 16232	   	183.27	DCR|3VULN|1AART|1DMG|1MSE	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9AART|aMSE
371	12316 16234	   	183.27	DCR|3VULN|1AART|1DMG|1SELL	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9AART|aSELL
372	12316 16236	   	183.27	DCR|3VULN|1AART|1DMG	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9AART|aERES
373	12316 46131	   	183.27	DCR|3VULN|1AART|1ASPD	1DUST|2MLV|3LHND|456VULN|7RCR|8ASPD|9AART|aLEGI
374	12316 46132	   	183.27	DCR|3VULN|1AART|1ASPD|1MSE	1DUST|2MLV|3LHND|456VULN|7RCR|8ASPD|9AART|aMSE
375	12316 46231	   	183.27	DCR|3VULN|1AART|1DMG	1DUST|2MLV|3LHND|456VULN|7RCR|8DMG|9AART|aLEGI
376	12316 46232	   	183.27	DCR|3VULN|1AART|1DMG|1MSE	1DUST|2MLV|3LHND|456VULN|7RCR|8DMG|9AART|aMSE
377	15316 16113	   	183.27	DCR|3VULN|1AART|1ASPD	16DUST|2TLV|3LHND|456VULN|6BPWR|7RCR|8ASPD|9LIT|aAART
378	15316 16213	   	183.27	DCR|3VULN|1AART|1DMG	16DUST|2TLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9LIT|aAART
379	21621 12143	   	183.27	DCR|3VULN|2CDMG|1ASPD	14CDMG|2RMIN|3BELT|5ASPD|6MBVNT|7RCR|89aVULN
380	25621 12143	   	183.27	DCR|3VULN|2CDMG|1ASPD	14CDMG|2MLV|3BELT|5ASPD|6MBVNT|7RCR|89aVULN
381	23432 65132	 * 	183.19	DCR|2AART|1MDPS|2CDMG|1ASPD|1DMG	14CDMG|2LIT|3MDPS|5ASPD|6RCR|7aAART|8MLV|9DMG
382	62223 42612	   	183.17	DCR|3ZMB|1VULN|1AART|1ASPD|1DUR	1DUR|2MLV|34aZMB|5ASPD|6RCR|7RCVC|8AART|9VULN
383	15316 16131	   	183.17	DCR|3VULN|1AART|1ASPD	16DUST|2TLV|3LHND|456VULN|6BPWR|7RCR|8ASPD|9AART|aLEGI
384	15316 16132	   	183.17	DCR|3VULN|1AART|1ASPD|1MSE	16DUST|2TLV|3LHND|456VULN|6BPWR|7RCR|8ASPD|9AART|aMSE
385	15316 16231	   	183.17	DCR|3VULN|1AART|1DMG	16DUST|2TLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9AART|aLEGI
386	15316 16232	   	183.17	DCR|3VULN|1AART|1DMG|1MSE	16DUST|2TLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9AART|aMSE
387	53343 31351	   	183.07	DCR|1SPLARM|2DMG|1VULN|1AART|1ZMB	1SPLARM|2AART|39DMG|4RCVC|56ERES|7RCR|8ZMB|aVULN
388	26261 16231	 * 	183.06	ACR|3VULN|1AART|2CDMG|1ASPD	17CDMG|267LWND|3RCR|457VULN|7BPWR|8AART|9CGEN|aASPD
389	53341 11631	   	183.05	DCR|1SPLARM|2VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4RCVC|56RMIN|7RCR|8aVULN|9LHND
390	23432 61324	   	183.00	DCR|2VULN|1MDPS|3CDMG|1ASPD|1DUR	14aCDMG|2aLIT|3MDPS|5ASPD|6RCR|7DUR|8RMIN|9aVULN|aBPWR
391	26261 16211	   	182.96	ACR|3VULN|1AART|2CDMG|1ASPD	17CDMG|267LWND|3RCR|457VULN|7BPWR|8AART|9ERES|aASPD
392	26431 13321	   	182.82	DCR|2VULN|3CDMG|1AART|1DUR	149CDMG|23LWND|59VULN|6AART|79FEWX|8RCR|9BPWR|aDUR
393	21214 14433	   	182.79	DCR|1SPLARM|2AART|1VULN|1DMG|1CDMG	1CDMG|2RMIN|34BEXP|59AART|6VULN|7SPLARM|8RCR|aDMG
394	53321 36433	   	182.75	DCR|1SPLARM|2ASPD|1VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4LIT|56LHND|7aASPD|8VULN|9RCR
395	53333 26433	   	182.75	DCR|1SPLARM|2ASPD|1AART|1VULN|1DMG	1SPLARM|2AART|3DMG|4BEXP|5LIT|6DMSP|7aASPD|8VULN|9RCR
396	53325 21412	 * 	182.74	DCR|1SPLARM|1MDPS|1VULN|1AART|1ASPD|1DMG|1DUR	1SPLARM|2AART|3DMG|4LIT|5MDPS|6RCR|7DUR|8ASPD|9AME|aVULN
397	31364 42233	   	182.70	DCR|2DMG|1VULN|1AART|1CDMG	1AME|2CGEN|35DMG|4VULN|6RCR|7RCVC|8CDMG|9RMIN|aAART
398	53336 33423	   	182.69	DCR|1SPLARM|2AART|1VULN|1DMG|1CDMG	1SPLARM|25AART|3DMG|4BEXP|6CDMG|7LWND|8RCR|9ERES|aVULN
399	53357 43413	   	182.69	DCR|1SPLARM|2AART|1VULN|1DMG|1CDMG	1SPLARM|25AART|3DMG|4MBVNT|67CGEN|8RCR|9CDMG|aVULN
400	53212 11235	   	182.66	DCR|1SPLARM|2VULN|1AART|1CDMG|1DUR	1SPLARM|2AART|3LWND|4DUR|5CGEN|67VULN|8RCR|9RPLT|aCDMG
401	23132 64224	   	182.64	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1CDMG|2aLIT|3AAC|4DUR|5LWND|6RCR|7aASPD|8DUST|9aVULN|aBPWR
402	53112 11235	   	182.56	DCR|1SPLARM|2VULN|1AART|1CDMG|1DUR	1SPLARM|2AART|3LEGI|4DUR|5CGEN|67VULN|8RCR|9RPLT|aCDMG
403	53512 11231	   	182.51	DCR|3SPLARM|3VULN|1MDPS|1AART	159SPLARM|2AART|359CGEN|4MDPS|59BPWR|679VULN|8RCR|aLHND
404	53512 11233	   	182.51	DCR|3SPLARM|3VULN|1MDPS|1AART	159SPLARM|2AART|359CGEN|4MDPS|59BPWR|679VULN|8RCR|aLIT
405	53512 11234	   	182.51	DCR|3SPLARM|3VULN|1MDPS|1AART	159SPLARM|2AART|359CGEN|4MDPS|59BPWR|679VULN|8RCR|aRPLT
406	53512 11235	   	182.51	DCR|3SPLARM|3VULN|1MDPS|1AART	159SPLARM|2AART|359CGEN|4MDPS|59BPWR|679VULN|8RCR|aFEWX
407	24316 62313	   	182.44	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1CDMG|2DUST|38VULN|4AAC|5LIT|6RCR|79ASPD|aDUR
408	53351 12253	   	182.43	DCR|1SPLARM|1MDPS|1VULN|1AART|1ASPD|1DMG	1SPLARM|2AART|3DMG|4MBVNT|5LEGI|6VULN|7CGEN|8ASPD|9RCR|aMDPS
409	53351 11253	   	182.33	DCR|1SPLARM|1MDPS|1VULN|1AART|1ASPD|1DMG	1SPLARM|2AART|3DMG|4MBVNT|5LEGI|6VULN|7ERES|8ASPD|9RCR|aMDPS
410	22431 66212	   	182.31	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3LHND|4TLV|58VULN|6ASPD|7MDPS|9DMG|aRCR
411	61316 21313	   	182.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2LIT|3FEWX|4AART|57VULN|6CGEN|8RCR|9ZMB|aASPD
412	61316 51313	   	182.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2LIT|3FEWX|4AART|57VULN|6AME|8RCR|9ZMB|aASPD
413	61416 21313	   	182.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2LIT|3BEXP|4AART|57VULN|6CGEN|8RCR|9ZMB|aASPD
414	21211 26515	   	182.26	DCR|2VULN|2ASPD|2CDMG|1DUR	17CDMG|2RMIN|34BEXP|57ASPD|67VULN|7BPWR|8DUR|9FEWX|aRCR
415	61316 61313	   	182.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2LIT|3FEWX|4AART|57VULN|6TLV|8RCR|9ZMB|aASPD
416	61616 21313	   	182.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2LIT|3DUST|4AART|57VULN|6CGEN|8RCR|9ZMB|aASPD
417	63516 21313	   	182.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2DUST|3LIT|4AART|57VULN|6CGEN|8RCR|9ZMB|aASPD
418	53512 11212	   	182.14	DCR|2SPLARM|3VULN|1MDPS|1AART	15SPLARM|2AART|35CGEN|4MDPS|5BPWR|67aVULN|8RCR|9RCVC
419	53353 46124	   	182.09	DCR|1SPLARM|2VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4MBVNT|5LIT|6RCVC|7RCR|8aVULN|9CGEN
420	53353 46421	   	182.09	DCR|1SPLARM|2VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4MBVNT|5LIT|6RCVC|7RCR|8FEWX|9aVULN
421	53353 46131	   	181.99	DCR|1SPLARM|2VULN|1AART|1DMG	1SPLARM|2AART|3DMG|4MBVNT|5LIT|6RCVC|7RCR|8aVULN|9LEGI
422	34313 16135	   	181.99	DCR|2VULN|1AART|1ASPD|1CDMG	16AME|25LHND|3BEXP|46VULN|6BPWR|7RCR|8ASPD|9AART|aCDMG
423	34313 16235	   	181.99	DCR|2VULN|1AART|1DMG|1CDMG	16AME|25LHND|3BEXP|46VULN|6BPWR|7RCR|8DMG|9AART|aCDMG
424	16132 16135	   	181.89	DCR|2VULN|1AART|1ASPD|1CDMG	1DUST|26VULN|3AELBLL|4LHND|56CGEN|6BPWR|7RCR|8ASPD|9AART|aCDMG
425	16132 16235	   	181.89	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|26VULN|3AELBLL|4LHND|56CGEN|6BPWR|7RCR|8DMG|9AART|aCDMG
426	34113 16135	   	181.89	DCR|2VULN|1AART|1ASPD|1CDMG	16AME|25LHND|3DUST|46VULN|6BPWR|7RCR|8ASPD|9AART|aCDMG
427	34113 16235	   	181.89	DCR|2VULN|1AART|1DMG|1CDMG	16AME|25LHND|3DUST|46VULN|6BPWR|7RCR|8DMG|9AART|aCDMG
428	23551 53212	 * 	181.83	DCR|2DMG|1AART|1ASPD|1CDMG	1CDMG|2LIT|38RCVC|49DMG|5AART|6RCR|7ASPD|aLHND
429	23551 53213	   	181.83	DCR|2DMG|1AART|1ASPD|1CDMG	1CDMG|2LIT|38RCVC|49DMG|5AART|6RCR|7ASPD|aRMIN
430	16258 22213	   	181.80	DCR|2VULN|2DMG|1CDMG|1DUR	1DUST|27VULN|3MBVNT|4LHND|59DMG|6CDMG|8RCR|aDUR
431	12313 16135	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	16DUST|2MLV|35LHND|46VULN|6BPWR|7RCR|8ASPD|9AART|aCDMG
432	12313 16235	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG	16DUST|2MLV|35LHND|46VULN|6BPWR|7RCR|8DMG|9AART|aCDMG
433	12313 46135	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1DUST|2MLV|35LHND|46VULN|7RCR|8ASPD|9AART|aCDMG
434	12313 46235	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2MLV|35LHND|46VULN|7RCR|8DMG|9AART|aCDMG
435	22256 51223	 * 	181.78	DCR|3DMG|1MDPS|3CDMG|3ZMB|1AAC	179CDMG|279ZMB|3BEXP|4MDPS|5TLV|679DMG|79BPWR|8AAC|aRCR
436	26261 12153	   	181.75	ACR|5VULN|1DMG|1CDMG	1CDMG|26LWND|3RCR|4578aVULN|9DMG
437	23551 53211	   	181.73	DCR|2DMG|1AART|1ASPD|1CDMG	1CDMG|2LIT|38RCVC|49DMG|5AART|6RCR|7ASPD|aERES
438	12316 36135	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG	16DUST|2MLV|3LHND|45VULN|7RCR|8ASPD|9AART|aCDMG
439	12316 36235	   	181.69	DCR|2VULN|1AART|1DMG|1CDMG	16DUST|2MLV|3LHND|45VULN|7RCR|8DMG|9AART|aCDMG
440	53541 11211	   	181.68	DCR|1SPLARM|2VULN|1MDPS|1AART|1ASPD	1SPLARM|2AART|3CGEN|49RCVC|5MDPS|67VULN|8RCR|aASPD
441	21142 32411	   	181.66	DCR|4VULN|2CDMG|1DUR	18CDMG|2RMIN|3AME|4578VULN|68BEXP|8BPWR|9DUR|aRCR
442	21342 32311	   	181.66	DCR|4VULN|2CDMG|1DUR	18CDMG|2RMIN|3CGEN|4578VULN|68BEXP|8BPWR|9DUR|aRCR
443	15311 16135	   	181.59	DCR|2VULN|1AART|1ASPD|1CDMG	16DUST|25TLV|3LHND|46VULN|6BPWR|7RCR|8ASPD|9AART|aCDMG
444	15311 16235	   	181.59	DCR|2VULN|1AART|1DMG|1CDMG	16DUST|25TLV|3LHND|46VULN|6BPWR|7RCR|8DMG|9AART|aCDMG
445	26261 32113	   	181.55	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2LWND|3RCR|4578VULN|6RCVC|9DUR|aAART
446	22325 13434	   	181.52	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1CDMG|2ZMB|3CGEN|4MULFIG|59VULN|6LHND|7RCR|8AART|aMDPS
447	53511 11233	   	181.49	DCR|2SPLARM|3VULN|1MDPS|1AART	19SPLARM|2AART|3CGEN|4MDPS|59AELBLL|679VULN|8RCR|9BPWR|aLWND
448	53511 11234	   	181.49	DCR|2SPLARM|3VULN|1MDPS|1AART	19SPLARM|2AART|3CGEN|4MDPS|59AELBLL|679VULN|8RCR|9BPWR|aLHND
449	53511 11235	   	181.49	DCR|2SPLARM|3VULN|1MDPS|1AART	19SPLARM|2AART|3CGEN|4MDPS|59AELBLL|679VULN|8RCR|9BPWR|aFEWX
450	53511 11236	   	181.49	DCR|2SPLARM|3VULN|1MDPS|1AART	19SPLARM|2AART|3aCGEN|4MDPS|59AELBLL|679VULN|8RCR|9BPWR
451	22325 23434	   	181.42	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1CDMG|2ZMB|3CGEN|4MULFIG|59VULN|6DUST|7RCR|8AART|aMDPS
452	53512 11252	   	181.39	DCR|2SPLARM|3VULN|1MDPS|1AART	15SPLARM|2AART|359CGEN|4MDPS|5BPWR|67aVULN|8RCR
453	24331 52141	   	181.36	DCR|4VULN|2CDMG|1DUR	16CDMG|2DUST|3578VULN|4DUR|9FEWX|aRCR
454	24331 52161	   	181.36	DCR|4VULN|2CDMG|1DUR	16CDMG|2DUST|3578VULN|4DUR|9BEXP|aRCR
455	24321 52111	   	181.26	DCR|4VULN|2CDMG|1DUR	16CDMG|2DUST|3578VULN|4LEGI|9DUR|aRCR
456	53515 11211	   	181.25	DCR|1SPLARM|2VULN|1MDPS|1AART|1ASPD	1SPLARM|2AART|3CGEN|4MDPS|59RCVC|67VULN|8RCR|aASPD
457	16258 22234	   	181.17	DCR|3VULN|2CDMG|1DMG	19aDUST|27aVULN|3MBVNT|4LHND|5DMG|6aCDMG|8RCR|aBPWR
458	23426 22423	 * 	181.17	DCR|1MDPS|1AART|1VULN|2CDMG|1NUKE|1ZMB	15CDMG|2LIT|3MDPS|4VULN|6RCR|7ZMB|8AART|9BEXP|aNUKE
459	14131 52213	   	181.13	DCR|2VULN|2DMG|1AART	1DUST|2RPLT|34BEXP|57VULN|69DMG|8RCR|aAART
460	14151 52213	   	181.13	DCR|2VULN|2DMG|1AART	1DUST|24RPLT|3BEXP|57VULN|69DMG|8RCR|aAART
461	26362 12321	   	181.00	DCR|2VULN|1AART|2CDMG|2DUR	19CDMG|29LWND|35VULN|4AELBLL|6AART|79DUR|8RCR|9BPWR|aBEXP
462	26441 12321	   	181.00	DCR|2VULN|1AART|2CDMG|2DUR	19CDMG|239LWND|4aVULN|5AELBLL|6AART|79DUR|8RCR|9BPWR
463	26362 12323	   	180.90	DCR|2VULN|1AART|2CDMG|2DUR|1MSE	19CDMG|29LWND|35VULN|4AELBLL|6AART|79DUR|8RCR|9BPWR|aMSE
464	26362 12325	   	180.90	DCR|2VULN|1AART|2CDMG|2DUR	19CDMG|29LWND|35VULN|4AELBLL|6AART|79DUR|8RCR|9BPWR|aERES
465	21343 24212	   	180.90	DCR|2VULN|1MDPS|1AART|2CDMG|2DUR	1aCDMG|2RMIN|3CGEN|4aVULN|5MDPS|6BELT|7AART|8RCR|9aDUR|aBPWR
466	23554 13323	 * 	180.88	DCR|3DMG|1MDPS|1VULN|1CDMG	1CDMG|2LIT|36RCVC|458DMG|7RCR|9VULN|aMDPS
467	23551 22214	   	180.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2LIT|3RCVC|4DMG|5AART|6VULN|7LHND|8FEWX|9RCR|aASPD
468	26261 36133	   	180.87	ACR|4VULN|1AART|2CDMG	17CDMG|27LWND|3RCR|4578VULN|6RCVC|7BPWR|9LHND|aAART
469	66213 34812	   	180.87	DCR|3VULN|2ASPD|1DUR	1DUR|246VULN|3MBVNT|5FEWX|7aASPD|8RCR|9RCVC
470	53312 12443	 * 	180.84	2SPLARM|3VULN|2DMG|1MDPS|1AART|1CDMG	15SPLARM|2AART|35DMG|4MDPS|5BPWR|68aVULN|7CGEN|9CDMG
471	26261 36323	   	180.77	ACR|4VULN|1AART|2CDMG	17CDMG|27LWND|3RCR|4579VULN|6RCVC|7BPWR|8ERES|aAART
472	53312 11443	   	180.74	2SPLARM|3VULN|1MDPS|2DMG|1AART|1CDMG	15SPLARM|2AART|35DMG|4MDPS|5BPWR|68aVULN|7ERES|9CDMG
473	53313 16231	   	180.74	DCR|1SPLARM|1MDPS|1VULN|1AART|1ASPD|1DMG|1DUR	1SPLARM|2AART|3DMG|4MDPS|5RPLT|6RMIN|7RCR|8DUR|9VULN|aASPD
474	53313 36231	   	180.64	DCR|1SPLARM|1MDPS|1VULN|1AART|1ASPD|1DMG|1DUR	1SPLARM|2AART|3DMG|4MDPS|5RPLT|6ERES|7RCR|8DUR|9VULN|aASPD
475	16277 44232	   	180.46	DCR|2VULN|2ASPD|1CDMG|1ZMB	1DUST|2aVULN|3MBVNT|49ASPD|5CGEN|6CDMG|7ZMB|8RCR
476	66213 44822	   	180.46	DCR|3ASPD|2VULN|2DUR	16DUR|24VULN|3MBVNT|5FEWX|79aASPD|8RCR
477	31314 43115	   	180.40	DCR|3DMG|1VULN|1AART	1AME|2CGEN|359DMG|4LHND|6RCR|7AART|8ERES|aVULN
478	31364 43113	   	180.40	DCR|3DMG|1AART|1VULN	1AME|2CGEN|359DMG|4VULN|6RCR|7AART|8ERES|aLWND
479	31364 43313	   	180.40	DCR|3DMG|1AART|1VULN	1AME|2CGEN|359DMG|4VULN|6RCR|7AART|8TLV|aLWND
480	16271 44232	   	180.36	DCR|2VULN|2ASPD|1CDMG|1ZMB	1DUST|2aVULN|3MBVNT|49ASPD|5TLV|6CDMG|7ZMB|8RCR
481	31364 41212	   	180.30	DCR|3DMG|1VULN|1AART	1AME|2CGEN|358DMG|4VULN|6RCR|7DUST|9LEGI|aAART
482	31364 43111	   	180.30	DCR|3DMG|1VULN|1AART	1AME|2CGEN|359DMG|4VULN|6RCR|7AART|8ERES|aDUST
483	31364 43311	   	180.30	DCR|3DMG|1AART|1VULN	1AME|2CGEN|359DMG|4VULN|6RCR|7AART|8TLV|aDUST
484	63313 34522	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DUST|3FEWX|49VULN|5LEGI|6CDMG|7ASPD|8DMG|aRCR
