0	Index      	 *	Score 	Summary	Detail	
1	32421 61336	 * 	181.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aDMG
333	53242 36222	   	159.91	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DUR|36VULN|45AART|7DMG|8ERES|9RCR|aRPLT
334	31222 53324	 * 	159.88	ACR|2VULN|3ZMB|1DMG|1CDMG	178ZMB|24CGEN|38BEXP|5RCR|68VULN|8BPWR|9CDMG|aDMG
335	31232 53324	   	159.88	ACR|2VULN|3ZMB|1DMG|1CDMG	178ZMB|2CGEN|38BEXP|4RCVC|5RCR|68VULN|8BPWR|9CDMG|aDMG
336	31312 23324	   	159.88	ACR|2VULN|3ZMB|1DMG|1CDMG	178ZMB|2CGEN|38VULN|4DMSP|5RCR|68BEXP|8BPWR|9CDMG|aDMG
337	31362 23324	   	159.88	ACR|2VULN|3ZMB|1DMG|1CDMG	178ZMB|24CGEN|38VULN|5RCR|68BEXP|8BPWR|9CDMG|aDMG
338	13213 42834	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|3aVULN|4MBVNT|5CDMG|6RCR|7DMG|8AART|9TLV
339	15235 13512	   	159.88	DCR|2VULN|1AART|2CDMG|2ASPD	15LHND|2DUST|37VULN|45ASPD|5BPWR|6RCR|8AART|9aCDMG
340	12325 13511	   	159.83	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	12LHND|37VULN|4BEXP|5DMG|6RCR|8AART|9CDMG|aSELL
341	12365 13511	   	159.83	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	12LHND|37VULN|4FEWX|5DMG|6RCR|8AART|9CDMG|aSELL
342	52225 13511	   	159.83	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1FEWX|24LHND|37VULN|5DMG|6RCR|8AART|9CDMG|aSELL
343	22532 25335	   	159.77	DCR|2VULN|2DMG|2CDMG	19LIT|29VULN|34CGEN|5RCVC|6RCR|7aDMG|89CDMG|9BPWR
344	15225 13511	   	159.73	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	14LHND|2DUST|37VULN|5DMG|6RCR|8AART|9CDMG|aSELL
345	14251 14326	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2MBVNT|38VULN|4AART|5DUST|6RCR|7ZMB|9FEWX|aDMG
346	14251 14345	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2MBVNT|38VULN|4AART|5DUST|6RCR|7ZMB|9CGEN|aDMG
347	14258 14421	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2MBVNT|3aVULN|4AART|5FEWX|6RCR|7ZMB|8SNIHEL|9DMG
348	33121 11434	   	159.61	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ZMB|25DUR|3BEXP|4FEWX|6RCR|7AART|8ASPD|9VULN|aDMG
349	33151 11434	   	159.61	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ZMB|25DUR|3BEXP|4LWND|6RCR|7AART|8ASPD|9VULN|aDMG
350	33321 11434	   	159.61	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ZMB|25DUR|3LWND|4FEWX|6RCR|7AART|8ASPD|9VULN|aDMG
351	32421 21563	   	159.61	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	12ZMB|3FEWX|47VULN|5CDMG|6DUR|8RCR|9DMG|aASPD
352	33421 61513	   	159.57	DCR|3VULN|2CDMG|2ZMB|1DUR	18ZMB|2DUR|38MLV|4CGEN|5aCDMG|6RCR|789VULN|8BPWR
353	15243 61213	   	159.53	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2DUST|37VULN|4AART|5DMG|6RCR|8MBVNT|9ERES|aZMB
354	14251 14315	   	159.53	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2MBVNT|38VULN|4AART|5DUST|6RCR|7ZMB|9ERES|aDMG
355	14251 14335	   	159.53	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2MBVNT|38VULN|4AART|5DUST|6RCR|7ZMB|9NUKE|aDMG
356	14251 14421	   	159.53	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2MBVNT|3aVULN|4AART|5DUST|6RCR|7ZMB|8SNIHEL|9DMG
357	33161 11434	   	159.51	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ZMB|25DUR|3BEXP|4DUST|6RCR|7AART|8ASPD|9VULN|aDMG
358	33361 11434	   	159.51	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ZMB|25DUR|3LWND|4DUST|6RCR|7AART|8ASPD|9VULN|aDMG
359	22231 61156	   	159.47	DCR|2VULN|2DMG|2CDMG	1LIT|29VULN|3LWND|4AIRHEL|57CDMG|6RCR|8aDMG
360	31312 36653	 * 	159.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2CGEN|38VULN|4DMSP|5RCR|6ASPD|7LHND|9AART|aDMG
361	13213 41423	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	17LHND|2LWND|3aVULN|4MBVNT|5CDMG|6RCR|8DMG|9AART
362	13213 45421	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2aLWND|37VULN|4MBVNT|5CDMG|6RCR|8DMG|9AART
363	13213 45422	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|37VULN|4MBVNT|5CDMG|6RCR|8DMG|9AART|aBEXP
364	13213 45424	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|37VULN|4MBVNT|5CDMG|6RCR|8DMG|9AART|aDMSP
365	32121 61313	   	159.37	DCR|3VULN|2CDMG|2ZMB|1DUR	12ZMB|3LWND|479VULN|5aCDMG|6RCR|8DUR
366	32121 61331	   	159.37	DCR|3VULN|2CDMG|2ZMB|1DUR	12ZMB|3LWND|47aVULN|59CDMG|6RCR|8DUR
367	32421 61213	   	159.37	DCR|3VULN|2CDMG|2ZMB|1DUR	12ZMB|3FEWX|479VULN|5aCDMG|6RCR|8DUR
368	32421 61231	   	159.37	DCR|3VULN|2CDMG|2ZMB|1DUR	12ZMB|3FEWX|47aVULN|59CDMG|6RCR|8DUR
369	32521 61313	   	159.37	DCR|3VULN|2CDMG|2ZMB|1DUR	12ZMB|3LHND|479VULN|5aCDMG|6RCR|8DUR
370	32521 61331	   	159.37	DCR|3VULN|2CDMG|2ZMB|1DUR	12ZMB|3LHND|47aVULN|59CDMG|6RCR|8DUR
371	13213 45426	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|37VULN|4MBVNT|5CDMG|6RCR|8DMG|9AART|aCANHEL
372	13213 45428	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|37VULN|4MBVNT|5CDMG|6RCR|8DMG|9AART|aERES
373	15262 12223	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|34VULN|5ERES|6RCR|7BEXP|8DMG|9AART|aCDMG
374	31352 13154	   	159.26	DCR|3VULN|1AART|1ZMB|1DUR	1ZMB|2CGEN|378VULN|4LWND|5ERES|6RCR|9AART|aDUR
375	22413 63215	 * 	159.23	ACR|2VULN|2DMG|1AART	136LIT|2aVULN|4RMIN|5RCR|7aBEXP|8aDMG|9AART|aBPWR
376	13213 45425	   	159.13	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LHND|2LWND|37VULN|4MBVNT|5CDMG|6RCR|8DMG|9AART|aSELL
377	53213 35383	   	159.10	DCR|2VULN|2DMG|2ZMB|1DUR	18FEWX|2DUR|38VULN|4MBVNT|58ZMB|6RPLT|7RCR|8BPWR|9aDMG
378	35341 11211	   	158.98	DCR|2DMG|1AART|2CDMG|2ZMB	19ZMB|26RCVC|3CGEN|49CDMG|59DMG|7RCR|8AART|9BPWR|aFEWX
379	35341 11212	   	158.98	DCR|2DMG|1AART|2CDMG|2ZMB	19ZMB|26RCVC|3CGEN|49CDMG|59DMG|7RCR|8AART|9BPWR|aLHND
380	35341 11213	   	158.98	DCR|2DMG|1AART|2CDMG|2ZMB	19ZMB|26RCVC|3CGEN|49CDMG|59DMG|7RCR|8AART|9BPWR|aBEXP
381	35341 11215	   	158.98	DCR|2DMG|1AART|2CDMG|2ZMB	19ZMB|26aRCVC|3CGEN|49CDMG|59DMG|7RCR|8AART|9BPWR
382	35341 11216	   	158.98	DCR|2DMG|1AART|2CDMG|2ZMB	19ZMB|26RCVC|3CGEN|49CDMG|59DMG|7RCR|8AART|9BPWR|aLIT
383	32523 31342	   	158.96	DCR|3VULN|3ZMB|2CDMG	12aZMB|3LHND|46aVULN|5LIT|7CGEN|8aCDMG|9RCR|aBPWR
384	52235 33623	 * 	158.94	DCR|2AART|1DMG|1VULN|2ASPD|1ZMB	15FEWX|2LHND|3VULN|45ASPD|5BPWR|67AART|8DMG|9RCR|aZMB
385	26331 14423	 * 	158.89	ACR|2VULN|2AART|1DMG	16LIT|2LWND|3RCR|4RCVC|58VULN|7aAART|9DMG
386	32523 33342	   	158.86	DCR|3VULN|3ZMB|2CDMG	12aZMB|3LHND|46aVULN|5LIT|7ERES|8aCDMG|9RCR|aBPWR
387	32653 31224	   	158.86	DCR|3VULN|3ZMB|1DMG	128ZMB|3RPLT|468VULN|5RCVC|78ERES|8BPWR|9RCR|aDMG
388	62326 33523	   	158.84	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3VULN|4BEXP|5ERES|67AART|8DMG|9RCR|aCDMG
389	54224 43225	   	158.83	ACR|2VULN|2DMG|1AART	1FEWX|2MBVNT|34VULN|5RCR|6TLV|7LHND|8aDMG|9AART
390	21531 66121	 * 	158.81	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1LIT|2LSRHEA|3aDUR|4VULN|5CDMG|6RCR|7ZMB|89DMG
391	32421 36263	 * 	158.80	DCR|2VULN|3ZMB|1AART|1CDMG	127ZMB|3FEWX|46VULN|5CDMG|8AART|9LIT|aRCR
392	36326 33623	   	158.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3VULN|4BEXP|5ERES|67AART|8DMG|9RCR|aCDMG
393	52265 13331	   	158.72	DCR|4VULN|1DMG|1DUR	1FEWX|2LHND|3479VULN|5DMG|6RCR|8DUR|aRCVC
394	52265 13333	   	158.72	DCR|4VULN|1DMG|1DUR	1aFEWX|2LHND|3479VULN|5DMG|6RCR|8DUR
395	12325 13332	   	158.72	DCR|4VULN|1DMG|1DUR	12LHND|379aVULN|4BEXP|5DMG|6RCR|8DUR
396	12365 13332	   	158.72	DCR|4VULN|1DMG|1DUR	12LHND|379aVULN|4FEWX|5DMG|6RCR|8DUR
397	52225 13332	   	158.72	DCR|4VULN|1DMG|1DUR	1FEWX|24LHND|379aVULN|5DMG|6RCR|8DUR
398	52265 11332	   	158.72	DCR|4VULN|1DMG|1DUR	1FEWX|2LHND|349aVULN|5DMG|6RCR|7DUR|8DMSP
399	31635 21121	   	158.69	DCR|2DMG|3ZMB|1AART|1ASPD	13aZMB|26CGEN|47DMG|5AART|8RCR|9ASPD
400	32335 21121	   	158.69	DCR|2DMG|3ZMB|1AART|1ASPD	12aZMB|36CGEN|47DMG|5AART|8RCR|9ASPD
401	26331 35343	   	158.68	ACR|3VULN|1DMG|1CDMG|1ASPD	1LIT|2LWND|3RCR|4RCVC|59aVULN|6ASPD|7CDMG|8DMG
402	26331 35362	 * 	158.68	ACR|3DMG|1VULN|1CDMG|1ASPD	1LIT|2LWND|3RCR|4RCVC|5VULN|6ASPD|7CDMG|89aDMG
403	15243 62133	   	158.67	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LHND|2DUST|3VULN|4AART|5DMG|6RCR|7CGEN|8DUR|9ASPD|aCDMG
404	31352 13135	   	158.66	DCR|3VULN|1AART|1ZMB|1ASPD	1ZMB|2CGEN|378VULN|4LWND|5ERES|6RCR|9ASPD|aAART
405	54224 41533	 * 	158.62	ACR|3VULN|1AART|1CDMG|1ASPD	1FEWX|2MBVNT|349VULN|5RCR|6TLV|7AART|8ASPD|aCDMG
406	15265 11332	   	158.62	DCR|4VULN|1DMG|1DUR	1LHND|2DUST|349aVULN|5DMG|6RCR|7DUR|8DMSP
407	15265 13331	   	158.62	DCR|4VULN|1DMG|1DUR	1LHND|2DUST|3479VULN|5DMG|6RCR|8DUR|aRCVC
408	15265 13333	   	158.62	DCR|4VULN|1DMG|1DUR	1LHND|2DUST|3479VULN|5DMG|6RCR|8DUR|aFEWX
409	15225 13332	   	158.62	DCR|4VULN|1DMG|1DUR	14LHND|2DUST|379aVULN|5DMG|6RCR|8DUR
410	13232 36552	 * 	158.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|25LWND|3VULN|4ASPD|6AART|78DMG|9CDMG|aRCR
411	14252 13633	   	158.57	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LHND|2MBVNT|3VULN|4AART|5DUR|6RCR|7TLV|8DMG|9ASPD|aCDMG
412	31322 11433	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CGEN|39VULN|4BEXP|5RMIN|6RCR|7AART|8ASPD|aCDMG
413	62322 11433	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1MLV|2ZMB|39VULN|4BEXP|5RMIN|6RCR|7AART|8ASPD|aCDMG
414	53262 12313	 * 	158.52	DCR|4VULN|2CDMG|1DUR	1FEWX|2DUR|3489VULN|5ERES|6RCR|7aCDMG
415	53262 12331	   	158.52	DCR|4VULN|2CDMG|1DUR	1FEWX|2DUR|348aVULN|5ERES|6RCR|79CDMG
416	16631 31511	   	158.51	DCR|4VULN|1CDMG|1ZMB|1ASPD	1LHND|2ZMB|3RMIN|4ASPD|5CDMG|679aVULN|8RCR
417	35421 21511	   	158.51	DCR|4VULN|1CDMG|1ZMB|1DUR	1ZMB|2RCVC|3FEWX|479aVULN|5CDMG|6DUR|8RCR
418	21531 62153	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2LSRHEA|3DUR|4aVULN|5CDMG|6RCR|7AART|8ZMB|9BEXP
419	31342 11433	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CGEN|39VULN|4DUST|5RMIN|6RCR|7AART|8ASPD|aCDMG
420	36322 11433	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2TLV|39VULN|4BEXP|5RMIN|6RCR|7AART|8ASPD|aCDMG
421	62342 11433	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1MLV|2ZMB|39VULN|4DUST|5RMIN|6RCR|7AART|8ASPD|aCDMG
422	31312 52611	 * 	158.40	ACR|4VULN|1DMG|1ZMB	1ZMB|2CGEN|389aVULN|4DMSP|5RCR|6RPLT|7DMG
423	31362 52611	   	158.40	ACR|4VULN|1DMG|1ZMB	1ZMB|24CGEN|389aVULN|5RCR|6RPLT|7DMG
424	26326 62111	 * 	158.38	ACR|2VULN|1AART|1DMG|2DUR	1LIT|2LWND|3RCR|4AIRHEL|5aDUR|68VULN|7DMG|9AART
425	13223 36526	   	158.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14LHND|2LWND|3VULN|5ZMB|6AART|78DMG|9RCR|aDUR
426	13232 36523	   	158.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|25LWND|3VULN|4ASPD|6AART|78DMG|9RCR|aZMB
427	36342 11433	   	158.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2TLV|39VULN|4DUST|5RMIN|6RCR|7AART|8ASPD|aCDMG
428	22321 15343	   	158.33	DCR|4VULN|1DMG|1CDMG	1LIT|245aVULN|34FEWX|4BPWR|6MLV|7DMG|8CDMG|9RCR
429	22323 35343	   	158.33	DCR|4VULN|1DMG|1CDMG	1LIT|246aVULN|34FEWX|4BPWR|5CGEN|7DMG|8CDMG|9RCR
430	22324 35343	   	158.33	DCR|4VULN|1DMG|1CDMG	1LIT|246aVULN|34FEWX|4BPWR|5MLV|7DMG|8CDMG|9RCR
431	26315 32232	 * 	158.27	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LIT|2LWND|3RCR|4ERES|5ZMB|6ASPD|79DMG|8AART|aCDMG
432	26345 32232	   	158.27	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LIT|2LWND|3RCR|4TLV|5ZMB|6ASPD|79DMG|8AART|aCDMG
433	31326 33626	   	158.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2CGEN|37VULN|4BEXP|5TLV|6AART|8DMG|9RCR|aDUR
434	12231 61361	   	158.27	DCR|3VULN|1DMG|1CDMG|1ASPD	12LHND|3BEXP|4ASPD|5CDMG|6RCR|78aVULN|9DMG
435	14252 14248	   	158.25	DCR|2AART|2VULN|1ZMB|1DUR	1aLHND|2MBVNT|3aVULN|48AART|5DUR|6RCR|7ZMB|9aCGEN|aBPWR
436	53213 21548	   	158.19	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2DUR|36VULN|4MBVNT|5ZMB|7AART|8ASPD|9RCR|aCDMG
437	32116 11434	   	158.17	DCR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	12ZMB|3LWND|4BEXP|5DUR|6RCR|7AART|8ASPD|9VULN|aDMG
438	12621 53316	   	158.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12LHND|3ZMB|4VULN|5CDMG|6LIT|7RCR|8AART|9DMG|aDUR
439	54224 44613	   	158.02	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2MBVNT|347VULN|5RCR|6TLV|8AART|9CDMG|aDUR
440	12325 32524	   	158.01	DCR|2VULN|2DMG|1AART	12LHND|3aVULN|4BEXP|58DMG|6AART|7CGEN|9RCR
441	26331 31413	   	157.97	ACR|2VULN|2DMG|1ZMB|1ASPD	1LIT|2LWND|3RCR|4RCVC|5aVULN|6ASPD|7ZMB|89DMG
442	14258 11124	   	157.97	DCR|3VULN|1AART|1CDMG	1LHND|2MBVNT|39aVULN|4AART|5FEWX|6RCR|7BEXP|8CDMG
443	12624 13513	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	12LHND|3ZMB|47VULN|5FEWX|6RCR|8AART|9CDMG|aDUR
444	35124 13513	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2RCVC|3LWND|47VULN|5FEWX|6RCR|8AART|9CDMG|aDUR
445	22535 25331	   	157.94	DCR|3VULN|1DMG|2CDMG	19LIT|259VULN|345CGEN|59BPWR|6RCR|7DMG|89CDMG|aMLV
446	62322 11621	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2ZMB|3aVULN|4BEXP|5RMIN|6RCR|7AART|8VENICY|9DMG
447	33415 33621	   	157.91	DCR|3VULN|1AART|2ZMB|1DUR	17ZMB|2DUR|37MLV|4LEGI|578VULN|6AART|7BPWR|9RCR|aLHND
448	33415 33622	   	157.91	DCR|3VULN|1AART|2ZMB|1DUR	17ZMB|2DUR|37MLV|4LEGI|578VULN|6AART|7BPWR|9RCR|aRPLT
449	13231 22325	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2LWND|36VULN|4ASPD|5DUR|7RCR|8AART|9FEWX|aDMG
450	13231 22345	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2LWND|36VULN|4ASPD|5DUR|7RCR|8AART|9BEXP|aDMG
451	13231 22354	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2LWND|36VULN|4ASPD|5DUR|7RCR|8AART|9CGEN|aDMG
452	13241 22325	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2LWND|36VULN|4DUR|5ASPD|7RCR|8AART|9FEWX|aDMG
453	13241 22345	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2LWND|36VULN|4DUR|5ASPD|7RCR|8AART|9BEXP|aDMG
454	13241 22354	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2LWND|36VULN|4DUR|5ASPD|7RCR|8AART|9CGEN|aDMG
455	14251 15124	   	157.87	DCR|3VULN|1AART|1CDMG	1LHND|2MBVNT|39aVULN|4AART|5DUST|6RCR|7FEWX|8CDMG
456	31326 13513	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CGEN|37VULN|4BEXP|5TLV|6RCR|8AART|9CDMG|aDUR
457	31326 13516	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CGEN|37VULN|4BEXP|5TLV|6RCR|8AART|9CDMG|aASPD
458	53262 12261	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2DUR|34VULN|5ERES|6RCR|7CDMG|8AART|9ZMB|aMLV
459	62326 13513	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|37VULN|4BEXP|5ERES|6RCR|8AART|9CDMG|aDUR
460	14252 62121	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|39VULN|4AART|5DUR|6FEWX|7RCR|8CDMG|aZMB
461	22535 25332	   	157.84	DCR|3VULN|1DMG|2CDMG	19LIT|259VULN|345CGEN|59BPWR|6RCR|7DMG|89CDMG|aERES
462	22535 25333	   	157.84	DCR|3VULN|1DMG|2CDMG	19LIT|259VULN|345CGEN|59BPWR|6RCR|7DMG|89CDMG|aTLV
463	22536 25331	   	157.84	DCR|3VULN|1DMG|2CDMG	19LIT|259VULN|34CGEN|6RCR|7DMG|89CDMG|9BPWR|aMLV
464	22145 36233	   	157.83	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1LIT|2VULN|36ASPD|4DUR|5ZMB|7RCR|8AART|9DUST|aDMG
465	62342 11621	   	157.83	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2ZMB|3aVULN|4DUST|5RMIN|6RCR|7AART|8VENICY|9DMG
466	13231 22314	   	157.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LHND|2LWND|36VULN|4ASPD|5DUR|7RCR|8AART|9ERES|aDMG
467	13241 22314	   	157.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LHND|2LWND|36VULN|4DUR|5ASPD|7RCR|8AART|9ERES|aDMG
468	22265 63312	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1LIT|25VULN|39LWND|4CDMG|6ASPD|7RCR|8aDMG
469	35311 32524	   	157.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2RCVC|3CGEN|4MLV|5aVULN|6DUR|7AART|8DMG|9RCR
470	61312 32524	   	157.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2CGEN|3aVULN|4DMSP|5ZMB|6DUR|7AART|8DMG|9RCR
471	36352 11323	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2TLV|39VULN|4LWND|5ERES|6RCR|7DUR|8AART|aCDMG
472	31346 13513	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CGEN|37VULN|4DUST|5TLV|6RCR|8AART|9CDMG|aDUR
473	36326 13513	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2TLV|37VULN|4BEXP|5ERES|6RCR|8AART|9CDMG|aDUR
474	53262 12262	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2DUR|34VULN|5ERES|6RCR|7CDMG|8AART|9ZMB|aLEGI
475	53262 12263	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2DUR|34VULN|5aERES|6RCR|7CDMG|8AART|9ZMB
476	26335 32225	   	157.75	ACR|2DMG|1AART|1VULN|1ZMB	1LIT|2LWND|3RCR|4RCVC|5ZMB|6DUST|7aDMG|8AART|9VULN
477	22536 25332	   	157.74	DCR|3VULN|1DMG|2CDMG	19LIT|259VULN|34CGEN|6RCR|7DMG|89CDMG|9BPWR|aERES
478	22536 25333	   	157.74	DCR|3VULN|1DMG|2CDMG	19LIT|259VULN|34CGEN|6RCR|7DMG|89CDMG|9BPWR|aTLV
479	53241 33623	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|378VULN|4AART|5DUST|6DMSP|9RCR|aCDMG
480	22161 36263	   	157.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LIT|25VULN|3ASPD|4TLV|6DUST|7RCR|8AART|9DUR|aDMG
481	63141 61311	 * 	157.70	DCR|4VULN|1CDMG|2DUR	1MLV|24DUR|34BEXP|4BPWR|5CDMG|6RCR|789aVULN
482	63341 61311	   	157.70	DCR|4VULN|1CDMG|2DUR	1MLV|24DUR|34LWND|4BPWR|5CDMG|6RCR|789aVULN
483	31611 32523	   	157.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	13ZMB|2CGEN|4MLV|5VULN|6DUR|7AART|8DMG|9RCR|aCDMG
484	32311 32523	   	157.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3CGEN|4MLV|5VULN|6DUR|7AART|8DMG|9RCR|aCDMG
485	62621 32523	   	157.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1MLV|23ZMB|4CGEN|5VULN|6DUR|7AART|8DMG|9RCR|aCDMG
486	25224 23521	 * 	157.68	DCR|3DMG|1AART|1VULN	1LIT|235ERES|459DMG|5BPWR|6RMIN|7AART|8RCR|aVULN
487	25224 33521	   	157.68	DCR|3DMG|1AART|1VULN	1LIT|235ERES|459DMG|5BPWR|6CGEN|7AART|8RCR|aVULN
488	34124 21545	   	157.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2MBVNT|3BEXP|4FEWX|56VULN|7AART|8ASPD|9RCR|aDMG
489	62311 32524	   	157.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|3aVULN|4DMSP|5ERES|6DUR|7AART|8DMG|9RCR
490	54224 14383	   	157.62	ACR|3VULN|2DMG|1DUR	1FEWX|2MBVNT|347VULN|5RCR|6NUKE|8DUR|9aDMG
491	54224 44383	   	157.62	ACR|3VULN|2DMG|1DUR	1FEWX|2MBVNT|347VULN|5RCR|6TLV|8DUR|9aDMG
492	36611 32523	   	157.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	13ZMB|2TLV|4MLV|5VULN|6DUR|7AART|8DMG|9RCR|aCDMG
493	34424 21545	   	157.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2MBVNT|3DUST|4FEWX|56VULN|7AART|8ASPD|9RCR|aDMG
494	22231 61154	   	157.54	DCR|3VULN|2CDMG|1DMG	1LIT|29aVULN|3LWND|4AIRHEL|57CDMG|6RCR|8DMG
495	12621 11561	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	12LHND|3ZMB|47aVULN|5CDMG|6LWND|8RCR|9DMG
496	12621 43511	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	12LHND|3ZMB|49aVULN|5CDMG|6RMIN|7DMG|8RCR
497	35121 11561	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCVC|3LWND|47aVULN|5CDMG|6LHND|8RCR|9DMG
