0	Index      	 *	Score 	Summary	Detail	
1	23231 25365	 * 	189.40	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1aDUR|2FEWX|3aDMG|4CDMG|5ERES|6RCR|7aVULN|8RMIN|9AART|aBPWR
345	55232 33361	   	160.65	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2RCR|39DMG|4DUST|5VULN|6LSRREG|7AART|8LIT|aZMB
346	55222 22322	   	160.57	ACR|2VULN|2DMG|1ZMB|1DUR	18FEWX|2RCR|38DMG|4DUR|56VULN|78MLV|8BPWR|9ZMB|aLIT
347	55222 22325	   	160.57	ACR|2VULN|2DMG|1ZMB|1DUR	18FEWX|2RCR|38DMG|4DUR|56VULN|78MLV|8BPWR|9ZMB|aLHND
348	55222 22326	   	160.57	ACR|2VULN|2DMG|1ZMB|1DUR	18FEWX|2RCR|38DMG|4DUR|56VULN|78MLV|8BPWR|9ZMB|aRMIN
349	55222 22336	   	160.57	ACR|2VULN|2DMG|1ZMB|1DUR	189FEWX|2RCR|38DMG|4DUR|56VULN|78MLV|8BPWR|aZMB
350	55112 61121	   	160.50	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	13FEWX|2RCR|4ZMB|59VULN|6SELL|7AART|8TLV|aDMG
351	55212 21362	   	160.49	ACR|3DMG|2VULN	18FEWX|2RCR|389DMG|4aVULN|5MLV|68LWND|7RCVC|8BPWR
352	15612 24451	   	160.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RMIN|3MBVNT|4ZMB|56VULN|7RCVC|8RCR|9DMG|aAART
353	55222 22323	   	160.47	ACR|2VULN|2DMG|1ZMB|1DUR	18FEWX|2RCR|38DMG|4DUR|56VULN|78MLV|8BPWR|9ZMB|aTLV
354	21333 51126	   	160.45	DCR|2VULN|2DMG|2DUR|1ZMB	16DUR|25LWND|34DMG|7RCR|89VULN|aZMB
355	35212 21326	   	160.38	DCR|4VULN|1DMG|1ZMB	1CGEN|2RMIN|356aVULN|4ZMB|7RCR|8LHND|9DMG
356	53212 21346	   	160.38	DCR|4VULN|1DMG|1ZMB	12FEWX|356aVULN|4ZMB|7RCR|8LHND|9DMG
357	53252 21326	   	160.38	DCR|4VULN|1DMG|1ZMB	12FEWX|3569VULN|4DMG|7RCR|8LHND|aZMB
358	55222 11152	   	160.37	ACR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2RCR|39DMG|4DUR|5aVULN|6LWND|7BEXP|8ZMB
359	55112 25323	   	160.37	ACR|2VULN|2DMG|1ZMB|1ASPD	13FEWX|2RCR|4ZMB|56VULN|7CGEN|89DMG|aASPD
360	35212 21426	   	160.28	DCR|4VULN|1DMG|1ZMB	1CGEN|2RMIN|356aVULN|4ZMB|7RCR|8DUST|9DMG
361	55222 21315	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	1FEWX|2RCR|3DMG|49DUR|56VULN|7LWND|8BEXP|aAART
362	55262 12331	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	19FEWX|2RCR|3DMG|4RMIN|57VULN|68DUR|aAART
363	55262 22212	   	160.25	ACR|2VULN|1AART|1DMG|1ZMB	19FEWX|2RCR|3DMG|4RMIN|57VULN|6LWND|8AART|aZMB
364	55232 21611	   	160.15	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2RCR|3DMG|4DUST|56VULN|79LWND|8AART|aZMB
365	55232 21631	   	160.15	ACR|2VULN|1AART|1DMG|1ZMB	19FEWX|2RCR|3DMG|4DUST|56VULN|7LWND|8AART|aZMB
366	23231 25262	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2FEWX|39DMG|4CDMG|5ERES|6RCR|7aVULN|8CGEN
367	55211 52212	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	19FEWX|2RCR|3DMG|47VULN|5TLV|6DUST|8AART|aZMB
368	55211 52231	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2RCR|3DMG|47VULN|5TLV|6DUST|8AART|9CGEN|aZMB
369	13525 23353	   	159.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2DMSP|3CGEN|49VULN|5RCR|6LHND|7DMG|8AART|aZMB
370	35212 21512	   	159.93	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2RMIN|356VULN|4ZMB|7RCR|8CDMG|9DMG|aFEWX
371	35212 21516	   	159.93	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2RMIN|356VULN|4ZMB|7RCR|8CDMG|9DMG|aBEXP
372	53212 21512	   	159.93	DCR|3VULN|1DMG|1CDMG|1ZMB	12aFEWX|356VULN|4ZMB|7RCR|8CDMG|9DMG
373	53212 21513	   	159.93	DCR|3VULN|1DMG|1CDMG|1ZMB	12FEWX|356VULN|4ZMB|7RCR|8CDMG|9DMG|aLHND
374	53212 21516	   	159.93	DCR|3VULN|1DMG|1CDMG|1ZMB	12FEWX|356VULN|4ZMB|7RCR|8CDMG|9DMG|aBEXP
375	53212 21543	   	159.93	DCR|3VULN|1DMG|1CDMG|1ZMB	129FEWX|356VULN|4ZMB|7RCR|8CDMG|aDMG
376	15632 43723	   	159.92	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RMIN|3MBVNT|4FEWX|569VULN|7AART|8DMG|aRCR
377	35252 21225	   	159.80	DCR|3VULN|2DMG|1DUR	1aCGEN|2RMIN|356VULN|49DMG|7RCR|8DUR
378	53252 21242	   	159.80	DCR|3VULN|2DMG|1DUR	12FEWX|356VULN|49DMG|7RCR|8DUR|aDMSP
379	53252 21243	   	159.80	DCR|3VULN|2DMG|1DUR	12FEWX|356VULN|49DMG|7RCR|8DUR|aBEXP
380	35252 21323	   	159.80	DCR|3VULN|2DMG|1ASPD	1CGEN|2RMIN|356VULN|49DMG|7RCR|8LHND|aASPD
381	53252 21343	   	159.80	DCR|3VULN|2DMG|1ASPD	12FEWX|356VULN|49DMG|7RCR|8LHND|aASPD
382	35252 21224	   	159.70	DCR|3VULN|2DMG|1DUR	1CGEN|2RMIN|356VULN|49DMG|7RCR|8DUR|aDUST
383	35252 21423	   	159.70	DCR|3VULN|2DMG|1ASPD	1CGEN|2RMIN|356VULN|49DMG|7RCR|8DUST|aASPD
384	55212 22363	   	159.59	ACR|3DMG|2VULN	18FEWX|2RCR|389DMG|47VULN|5MLV|68LWND|8BPWR|aRCVC
385	55213 31443	   	159.46	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	159FEWX|2RCR|3DMG|4VULN|6CDMG|7AART|8MBVNT|aFLTHEA
