0	Index      	 *	Score 	Summary	Detail	
1	51312 61362	 * 	190.11	DCR|3VULN|2DMG|1AART|1DUR	1RPLT|2AART|348VULN|5DUR|6RCR|7TLV|9aDMG
323	21363 52333	   	161.81	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|26LHND|36VULN|4LEGI|5aAART|6BPWR|7BEXP|8RCR|9DMG
324	25363 52333	   	161.81	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|26LWND|36VULN|4LEGI|5aAART|6BPWR|7BEXP|8RCR|9DMG
325	46122 11151	   	161.80	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|29DUST|3FEWX|49DMG|5CDMG|6DUR|7RCR|89VULN|9BPWR|aLWND
326	46122 11153	   	161.80	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|29DUST|3FEWX|49DMG|5CDMG|6DUR|7RCR|89VULN|9BPWR|aDMSP
327	51111 12331	   	161.78	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1RPLT|2AART|3RMIN|4DMG|5CDMG|6FLTHEA|7DUR|8RCR|9NUKE|aVULN
328	51111 12364	   	161.78	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1RPLT|2AART|3RMIN|4DMG|5CDMG|6FLTHEA|7DUR|8RCR|9LSRHEA|aVULN
329	11653 24313	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	1ERES|2LHND|3CDMG|48VULN|5aAART|6LWND|7RCR|9ZMB
330	13332 62351	   	161.76	DCR|4VULN|1AART|1DUR	1ERES|2AART|3DUR|4LHND|569aVULN|7BEXP|8RCR
331	22322 35522	   	161.71	DCR|3DMG|2VULN|2ASPD	15ASPD|2BEXP|3CGEN|456DMG|5BPWR|7LIT|8aVULN|9RCR
332	22422 31365	   	161.71	DCR|3VULN|2DMG|2ASPD	13ASPD|25BEXP|457VULN|5BPWR|6aDMG|8LHND|9RCR
333	22122 33553	   	161.71	DCR|3VULN|2DMG|2ASPD	18ASPD|25BEXP|3DMSP|458VULN|58BPWR|68DMG|7MBVNT|9RCR|aDUST
334	22122 33554	   	161.71	DCR|3VULN|2DMG|2ASPD	18ASPD|25BEXP|3DMSP|458VULN|58BPWR|68DMG|7MBVNT|9RCR|aTLV
335	46122 11152	   	161.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|29DUST|3FEWX|49DMG|5CDMG|6DUR|7RCR|89VULN|9BPWR|aERES
336	51112 63362	   	161.65	DCR|2DMG|1AART|3DUR|1ZMB|1ASPD	1RPLT|2AART|3RMIN|46DMG|569DUR|6BPWR|7RCR|8ZMB|aASPD
337	51352 61312	   	161.65	DCR|3VULN|1AART|2DUR|1ZMB	1RPLT|2AART|38aVULN|4ZMB|5LWND|67DUR|9RCR
338	23234 61335	   	161.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3FEWX|4LWND|5DMG|6LIT|7RCR|8ZMB|9VULN|aCDMG
339	51312 62112	   	161.56	DCR|2AART|2VULN|1ZMB|1DUR	1RPLT|28AART|34VULN|5DUR|6RCR|7RCVC|9MGNSTR|aZMB
340	51312 64312	   	161.55	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1RPLT|2AART|34VULN|5DUR|6RCR|7FLTHEA|8BEXP|9LHND|aZMB
341	51312 64332	   	161.55	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1RPLT|2AART|34VULN|5DUR|6RCR|7FLTHEA|8BEXP|9MLV|aZMB
342	23552 31335	   	161.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3BEXP|4MLV|5LIT|6RCR|7ZMB|8CDMG|9aVULN
343	23562 31335	   	161.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3BEXP|4RMIN|5LIT|6RCR|7ZMB|8CDMG|9aVULN
344	61332 12322	   	161.52	DCR|3VULN|3DMG	18CGEN|28LHND|347VULN|5LWND|689DMG|8BPWR|aRCR
345	51312 62162	   	161.46	DCR|2AART|2VULN|1ZMB|1DUR	1RPLT|28AART|34VULN|5DUR|6RCR|7RCVC|9BASICY|aZMB
346	23162 21313	   	161.45	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3TLV|47DMG|5LHND|6RCR|8ZMB|9RPLT|aCDMG
347	23162 22312	   	161.45	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3TLV|4aDMG|5LHND|6RCR|7LWND|8CDMG|9ZMB
348	23162 24312	   	161.45	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3TLV|4aDMG|5LHND|6RCR|7BEXP|8CDMG|9ZMB
349	23166 22312	   	161.45	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3TLV|4aDMG|5BEXP|6RCR|7LWND|8CDMG|9ZMB
350	23326 62134	   	161.41	DCR|3VULN|1AART|2ASPD|1DUR	17ASPD|2AART|3DUR|4NUKE|57aVULN|67LIT|7BPWR|8RCR|9BELT
351	51311 53321	   	161.41	DCR|3VULN|1AART|1CDMG|1ASPD	1RPLT|2AART|34aVULN|5CDMG|6ASPD|7CGEN|8RCR|9LHND
352	51311 53351	   	161.41	DCR|3VULN|1AART|1CDMG|1ASPD	1RPLT|2AART|34aVULN|5CDMG|6ASPD|7CGEN|8RCR|9BEXP
353	51311 56321	   	161.41	DCR|3VULN|1AART|1CDMG|1ASPD	1RPLT|2AART|34aVULN|5CDMG|6ASPD|7RMIN|8RCR|9LHND
354	25152 36232	   	161.40	DCR|2AART|2DMG|1CDMG|1ASPD	1ASPD|2LWND|38AART|4MLV|5LIT|6RCR|7aDMG|9CDMG
355	22122 64632	   	161.39	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|25BEXP|3DMSP|45VULN|5BPWR|6DUR|7RCR|8CDMG|9ZMB|aAART
356	51112 62613	   	161.38	DCR|2DMG|1AART|1VULN|3DUR	1RPLT|2AART|3RMIN|46DMG|567DUR|6BPWR|8RCR|9FEWX|aVULN
357	21363 52331	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|26LHND|36VULN|4LEGI|5AART|6BPWR|7BEXP|8RCR|9DMG|aZMB
358	21363 55331	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|26LHND|36VULN|4LEGI|5AART|6BPWR|7FEWX|8RCR|9DMG|aZMB
359	25363 52331	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|26LWND|36VULN|4LEGI|5AART|6BPWR|7BEXP|8RCR|9DMG|aZMB
360	21622 64132	   	161.37	DCR|2VULN|1AART|3ASPD|1ZMB|1DUR	138ASPD|235LHND|35BPWR|45VULN|6DUR|7RCR|9AART|aZMB
361	23162 21156	   	161.35	DCR|2DMG|1AART|2ASPD|1ZMB|1DUR	18ASPD|2AART|3TLV|47DMG|5LHND|6RCR|9ZMB|aDUR
362	23162 21346	   	161.35	DCR|2DMG|1AART|2ASPD|1ZMB|1DUR	19ASPD|2AART|3TLV|47DMG|5LHND|6RCR|8ZMB|aDUR
363	23122 31335	   	161.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3TLV|4DUST|5LIT|6RCR|7ZMB|8CDMG|9aVULN
364	11332 12322	   	161.32	DCR|3VULN|3DMG	18ERES|28LHND|347VULN|5LWND|689DMG|8BPWR|aRCR
365	15336 12322	   	161.32	DCR|3VULN|3DMG	18ERES|28LWND|347VULN|5LHND|689DMG|8BPWR|aRCR
366	35536 21323	 * 	161.32	DCR|2VULN|2DMG|3CDMG	1BEXP|246CDMG|36VULN|5RCVC|6BPWR|7aDMG|8LIT|9RCR
367	13332 62322	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2AART|3DUR|4LHND|56aVULN|7BEXP|8RCR|9CDMG
368	13332 65322	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2AART|3DUR|4LHND|56aVULN|7FEWX|8RCR|9CDMG
369	41413 23142	   	161.28	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|2RCVC	12RCVC|3DMG|4DUST|57CDMG|6AART|8VULN|9RCR|aZMB
370	21422 64132	   	161.27	DCR|2VULN|1AART|3ASPD|1ZMB|1DUR	138ASPD|25LHND|45VULN|5BPWR|6DUR|7RCR|9AART|aZMB
371	21152 31252	   	161.23	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1ASPD|2LHND|38AART|4MLV|5LIT|6RCR|7ZMB|9VULN|aDMG
372	21162 31232	   	161.23	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1ASPD|2LHND|38AART|4RMIN|5LIT|6RCR|7ZMB|9VULN|aDMG
373	25152 31252	   	161.23	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1ASPD|2LWND|38AART|4MLV|5LIT|6RCR|7ZMB|9VULN|aDMG
374	25162 31232	   	161.23	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1ASPD|2LWND|38AART|4RMIN|5LIT|6RCR|7ZMB|9VULN|aDMG
375	51332 41431	   	161.18	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2AART|39VULN|4LIT|5MLV|6CDMG|7RCR|8ERES|aDMG
376	23515 24436	   	161.16	DCR|2AART|2DMG|2ASPD|1ZMB	1aASPD|27AART|3aBEXP|4DUST|5MBVNT|6ZMB|8RCR|9aDMG|aBPWR
377	23451 34321	   	161.15	DCR|2AART|1VULN|3ASPD|1DMG	189ASPD|24AART|3BASHEA|5VULN|6DMG|7RCR|aTLV
378	13621 13263	   	161.08	DCR|2VULN|1AART|1DMG|1CDMG	15ERES|2AART|3RPLT|46VULN|7RCR|8LWND|9DMG|aCDMG
379	51361 13263	   	161.08	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2AART|36VULN|45ERES|7RCR|8LWND|9DMG|aCDMG
380	23622 64112	   	161.04	DCR|1AART|1DMG|1VULN|2ASPD|1FLTHEA|1ZMB	18ASPD|2AART|3RPLT|4VULN|5LWND|6DMG|7FLTHEA|9ZMB|aRCR
381	51322 54112	   	161.04	DCR|1AART|1DMG|1VULN|2ASPD|1FLTHEA|1ZMB	1RPLT|2AART|3VULN|4DMG|5LWND|68ASPD|7FLTHEA|9ZMB|aRCR
382	44122 61113	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2LWND|3FEWX|4DMG|5CDMG|6aVULN|7RCR|8TLV|9AART
383	56323 51122	 * 	160.95	DCR|3DMG|1VULN|2CDMG|1ZMB	1RPLT|2NUKE|35CDMG|459DMG|5BPWR|6ZMB|7VULN|8RCVC|aRCR
384	51316 61212	   	160.93	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2AART|34VULN|58BEXP|6RCR|7TLV|9ZMB|aDMG
385	23116 53122	   	160.91	DCR|2DMG|1AART|2FLTHEA|2ASPD|1DUR	17ASPD|2AART|3TLV|47FLTHEA|57DMG|6RPLT|7BPWR|8DUR|9MLV|aRCR
386	51315 32331	   	160.91	DCR|3VULN|2AART|1CDMG	1RPLT|26AART|348VULN|57TLV|9CDMG|aRCR
387	25133 25252	   	160.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|24LWND|3AART|59VULN|6LIT|7RCR|8DUR|aDMG
388	65122 36322	   	160.87	DCR|2AART|2DMG|1VULN	1CGEN|2LWND|39AART|4MLV|5LIT|6RCR|78DMG|aVULN
389	11335 51512	   	160.81	DCR|2VULN|2DMG|1AART	15ERES|2LHND|34VULN|6RPLT|7RCR|8aDMG|9AART
390	31622 55332	   	160.78	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RMIN|3AART|47DMG|5LIT|6RCVC|8RCR|9CDMG|aVULN
391	51314 53111	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|34VULN|5RMIN|6DMG|7ZMB|8DUR|9RCR|aBEXP
392	51323 43111	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|36VULN|4DMG|5MLV|7ZMB|8DUR|9RCR|aBEXP
393	51323 43114	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|36VULN|4DMG|5MLV|7ZMB|8DUR|9RCR|aBELT
394	61331 31512	   	160.75	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2LHND|34VULN|5FEWX|6DUR|78DMG|9AART|aRCR
395	61333 15512	   	160.75	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2LHND|34VULN|5DUR|68DMG|7FEWX|9AART|aRCR
396	61333 51512	   	160.75	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2LHND|34VULN|5DUR|6BEXP|78DMG|9AART|aRCR
397	61336 31512	   	160.75	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2LHND|34VULN|5BEXP|6DUR|78DMG|9AART|aRCR
398	31622 15334	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|2RMIN|3AART|4aDMG|5LIT|6CGEN|7RCR|8CDMG|9VULN
399	35512 11233	   	160.67	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1BEXP|29CDMG|35VULN|4ZMB|6DUR|7RCR|8LHND|aAART
400	51114 62312	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|2AART|3RMIN|46DMG|56DUST|6BPWR|7DUR|8ZMB|9RCR|aVULN
401	51114 63112	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|2AART|3RMIN|46DMG|56DUST|6BPWR|7ZMB|8DUR|9RCR|aVULN
402	51314 53313	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|34VULN|5RMIN|6DMG|7ZMB|8DUST|9RCR|aDUR
403	51321 43111	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|36VULN|4DMG|5ERES|7ZMB|8DUR|9RCR|aBEXP
404	51321 43114	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|36VULN|4DMG|5ERES|7ZMB|8DUR|9RCR|aBELT
405	51323 43313	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|36VULN|4DMG|5MLV|7ZMB|8DUST|9RCR|aDUR
406	35512 41333	   	160.67	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1BEXP|29CDMG|35VULN|4ZMB|6LHND|7RCR|8DUR|aAART
407	11331 31512	   	160.65	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2LHND|34VULN|5FEWX|6DUR|78DMG|9AART|aRCR
408	11333 15512	   	160.65	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2LHND|34VULN|5DUR|68DMG|7FEWX|9AART|aRCR
409	11333 51512	   	160.65	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2LHND|34VULN|5DUR|6BEXP|78DMG|9AART|aRCR
410	11346 21512	   	160.65	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2LHND|36VULN|4DUR|5BEXP|78DMG|9AART|aRCR
411	51312 62332	   	160.64	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|2AART|34VULN|5DUR|6RCR|79RCVC|8LWND|aDMG
412	51321 43313	   	160.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|36VULN|4DMG|5ERES|7ZMB|8DUST|9RCR|aDUR
413	21542 11153	   	160.51	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	19ASPD|2LHND|3RCVC|49FEWX|5CDMG|6DUR|7RCR|89VULN|9BPWR|aAART
414	23622 64323	   	160.46	DCR|1AART|1DMG|1VULN|1FLTHEA|2DUR|1ASPD	1ASPD|2AART|3RPLT|4VULN|5LWND|6DMG|7FLTHEA|8RCR|9aDUR
415	51322 54323	   	160.46	DCR|1AART|1DMG|1VULN|1FLTHEA|2DUR|1ASPD	1RPLT|2AART|3VULN|4DMG|5LWND|6ASPD|7FLTHEA|8RCR|9aDUR
416	23131 11641	 * 	160.39	DCR|2DMG|1AART|1VULN|3ASPD	189ASPD|2AART|3TLV|48CGEN|5VULN|6LWND|78DMG|8BPWR|aRCR
417	23131 51641	   	160.39	DCR|2DMG|1AART|1VULN|3ASPD	189ASPD|2AART|3TLV|48CGEN|5VULN|6LHND|78DMG|8BPWR|aRCR
418	21232 34632	   	160.36	DCR|3VULN|2ASPD|1CDMG|1ZMB|1DUR	15ASPD|2LHND|3DUST|456VULN|5BPWR|7RCR|8CDMG|9ZMB|aDUR
419	42363 31233	   	160.34	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2LIT|3MLV|48AART|5VULN|6RCR|7BEXP|9CDMG|aDMG
420	51325 32352	   	160.31	DCR|2VULN|2DMG|1AART	1RPLT|2AART|37VULN|4aDMG|5DUST|6BEXP|8RMIN|9RCR
421	42663 31233	   	160.24	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2LIT|3TLV|48AART|5VULN|6RCR|7BEXP|9CDMG|aDMG
422	23226 34534	   	160.19	DCR|2VULN|1AART|3ASPD|2CDMG	168ASPD|2AART|3FEWX|4NUKE|58VULN|78CDMG|8BPWR|9MBVNT|aRCR
423	13141 11641	   	160.19	DCR|2DMG|1AART|1VULN|3ASPD	18ERES|2AART|3TLV|489ASPD|5VULN|6LWND|78DMG|8BPWR|aRCR
424	21232 34136	   	160.18	DCR|3VULN|1AART|3ASPD	158ASPD|2LHND|3DUST|456VULN|5BPWR|7RCR|9AART|aRCVC
425	25232 34136	   	160.18	DCR|3VULN|1AART|3ASPD	158ASPD|2LWND|3DUST|456VULN|5BPWR|7RCR|9AART|aRCVC
