0	Index      	 *	Score 	Summary	Detail	
1	31453 11232	 * 	193.22	ACR|3DMG|2VULN|3ZMB|1FLTHEA	1LEGI|279LIT|38VULN|479ZMB|5RCR|679DMG|79BPWR|aFLTHEA
349	36221 66222	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LEGI|2CGEN|3RCR|47VULN|5AART|6DMG|8CDMG|9FEWX|aDUR
350	25221 33236	   	169.13	ACR|2VULN|1AART|2CDMG|1FLTHEA|1ASPD	1RMIN|2LWND|3RCR|47VULN|5AART|6ASPD|89CDMG|aFLTHEA
351	32221 41662	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LEGI|2MLV|3RCR|4VULN|5AART|6BEXP|7CDMG|89DMG|aDUR
352	63223 12235	   	169.06	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2DUST|3TLV|58DMG|6CDMG|7LIT|9RCR|aAART
353	63613 12235	   	169.06	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2DUST|4ERES|58DMG|6CDMG|7LIT|9RCR|aAART
354	65223 16213	   	169.06	ACR|3VULN|1DMG|2CDMG|1ZMB	147VULN|2CGEN|3RCR|5DMG|6aCDMG|8MLV|9ZMB
355	65223 61213	   	169.06	ACR|3VULN|1DMG|2CDMG|1ZMB	146VULN|2CGEN|3RCR|5DMG|7aCDMG|8MLV|9ZMB
356	16221 13662	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2LHND|3RCR|4VULN|5AART|6CDMG|7DUST|89DMG|aDUR
357	32221 15662	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LEGI|2MLV|3RCR|4VULN|5AART|6CDMG|7DUST|89DMG|aDUR
358	36221 66212	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LEGI|2CGEN|3RCR|47VULN|5AART|6DMG|8CDMG|9DUST|aDUR
359	36221 36234	   	169.03	ACR|2VULN|1AART|2CDMG|1FLTHEA|1ASPD	1LEGI|2CGEN|3RCR|47VULN|5AART|6ASPD|89CDMG|aFLTHEA
360	66221 41231	   	169.02	ACR|5VULN|1AART|1SELL	14567VULN|267ERES|3RCR|67BPWR|8AART|9SELL|aLHND
361	32222 66331	   	168.98	ACR|4VULN|2AART	1LEGI|2MLV|3RCR|458aVULN|69AART|7DUST
362	66223 16213	   	168.96	ACR|3VULN|1DMG|2CDMG|1ZMB	147VULN|2ERES|3RCR|5DMG|6aCDMG|8MLV|9ZMB
363	66223 61213	   	168.96	ACR|3VULN|1DMG|2CDMG|1ZMB	146VULN|2ERES|3RCR|5DMG|7aCDMG|8MLV|9ZMB
364	66221 41233	   	168.92	ACR|5VULN|1AART|1SELL	14567VULN|267ERES|3RCR|67BPWR|8AART|9SELL|aDUST
365	12133 53532	   	168.84	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|7VULN|8CDMG|9MLV|aZMB
366	12133 55632	   	168.84	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|7CDMG|8VULN|9MLV|aZMB
367	65223 63232	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	146VULN|2CGEN|3RCR|5DMG|7RMIN|8TLV|9AART|aDUR
368	12133 53436	   	168.71	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1ERES|2FEWX|39DMG|4FLTHEA|5AART|6RCR|7VULN|8DUR|aMLV
369	32221 11456	   	168.71	ACR|2DMG|1AART|1VULN|2CDMG	1LEGI|2aMLV|3RCR|4VULN|5AART|6aCDMG|7BEXP|8CGEN|9aDMG|aBPWR
370	66223 32232	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	147VULN|28ERES|3RCR|5DMG|6LWND|9AART|aDUR
371	66223 63232	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	146VULN|2ERES|3RCR|5DMG|7RMIN|8TLV|9AART|aDUR
372	12133 53431	   	168.61	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1ERES|2FEWX|39DMG|4FLTHEA|5AART|6RCR|7VULN|8DUR|aTLV
373	12133 53433	   	168.61	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1aERES|2FEWX|39DMG|4FLTHEA|5AART|6RCR|7VULN|8DUR
374	12133 53435	   	168.61	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1ERES|2FEWX|39DMG|4FLTHEA|5AART|6RCR|7VULN|8DUR|aNUKE
375	25221 63231	   	168.61	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|2LWND|3RCR|47VULN|5AART|6DMG|89CDMG|aFEWX
376	25221 63233	   	168.61	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|2LWND|3RCR|47VULN|5AART|6DMG|89CDMG|aCGEN
377	25221 63234	   	168.61	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|2LWND|3RCR|47VULN|5AART|6DMG|89CDMG|aMGNLIT
378	25221 63235	   	168.61	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|2aLWND|3RCR|47VULN|5AART|6DMG|89CDMG
379	36221 66231	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1LEGI|2CGEN|3RCR|47VULN|5AART|6DMG|89CDMG|aFEWX
380	36221 66233	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1LEGI|2aCGEN|3RCR|47VULN|5AART|6DMG|89CDMG
381	46221 12336	   	168.51	ACR|2DMG|1AART|1VULN|2CDMG	1aLWND|27aERES|3RCR|4VULN|5AART|69CDMG|8aDMG|aBPWR
382	32222 45431	   	168.48	ACR|4VULN|2AART	1LEGI|2MLV|3RCR|456aVULN|79AART|8FEWX
383	16221 13631	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1ERES|2LHND|3RCR|4aVULN|5AART|69CDMG|7DUST|8DMG
384	32221 15631	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1LEGI|2MLV|3RCR|4aVULN|5AART|69CDMG|7DUST|8DMG
385	46221 13631	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1LWND|2ERES|3RCR|4aVULN|5AART|69CDMG|7DUST|8DMG
386	32222 45131	   	168.38	ACR|4VULN|2AART	1LEGI|2MLV|3RCR|456aVULN|79AART|8DUST
387	36222 45131	   	168.38	ACR|4VULN|2AART	1LEGI|2CGEN|3RCR|456aVULN|79AART|8DUST
388	65223 22321	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	147VULN|2CGEN|3RCR|5DMG|6FEWX|8AIRHEA|9ASPD|aAART
389	32222 45631	   	168.04	ACR|4VULN|1AART|1ZMB	1LEGI|2MLV|3RCR|456aVULN|7AART|8ZMB|9RMIN
390	66223 22216	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	147VULN|28ERES|3RCR|5DMG|6FEWX|9ASPD|aAART
391	66223 32212	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	147VULN|28ERES|3RCR|5DMG|6LWND|9ASPD|aAART
392	66223 63212	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	146VULN|2ERES|3RCR|5DMG|7RMIN|8TLV|9ASPD|aAART
393	22334 37642	   	168.03	ACR|3VULN|2AART|1CDMG	1RMIN|2CDMG|3RCR|489VULN|5CGEN|6MBVNT|7aAART
394	12133 13134	   	167.98	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1ERES|2FEWX|39DMG|4FLTHEA|5AART|6BEXP|7VULN|8RCR|aZMB
395	46133 23134	   	167.98	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1LWND|2ERES|39DMG|4FLTHEA|5AART|6FEWX|7VULN|8RCR|aZMB
396	22334 37832	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RMIN|2CDMG|3RCR|49VULN|5CGEN|6MBVNT|7AART|8ASPD|aDMG
397	12133 33134	   	167.88	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1ERES|2FEWX|39DMG|4FLTHEA|5AART|6DUST|7VULN|8RCR|aZMB
398	22336 43611	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2CDMG|3RCR|4aVULN|59DUST|6DUR|7AART|8DMG
399	52323 22443	   	167.82	DCR|3VULN|2DMG|2ZMB	19ZMB|26FEWX|349VULN|59DMG|7RCR|8BELT|9BPWR|aERES
400	32222 45613	   	167.82	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1LEGI|2MLV|3RCR|456VULN|7AART|8ZMB|9DUR|aASPD
401	51513 62233	   	167.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2TLV|36VULN|48ERES|5DMG|7RCR|9AART|aCDMG
402	23214 34432	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	1RMIN|2RCVC|3LIT|4ZMB|5AART|67aVULN|8DMG|9RCR
403	65223 12243	   	167.56	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	14VULN|2CGEN|3RCR|58DMG|6CDMG|7LIT|9DUR|aASPD
404	16222 23562	   	167.47	ACR|4VULN|1AART|2DUR	1ERES|2LHND|3RCR|4579VULN|68DUR|aAART
405	66223 12243	   	167.46	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	14VULN|2ERES|3RCR|58DMG|6CDMG|7LIT|9DUR|aASPD
406	22333 24622	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2CDMG|3RCR|45VULN|6LWND|7DMG|8AART|9FEWX|aDUR
407	22333 24662	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2CDMG|3RCR|45VULN|6LWND|7DMG|8AART|9BEXP|aDUR
408	65223 13622	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2CGEN|3RCR|5DMG|6CDMG|7LHND|8AART|9FEWX|aDUR
409	66223 13622	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2ERES|3RCR|5DMG|6CDMG|7LHND|8AART|9FEWX|aDUR
410	22333 24612	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2CDMG|3RCR|45VULN|6LWND|7DMG|8AART|9DUST|aDUR
411	65223 13612	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2CGEN|3RCR|5DMG|6CDMG|7LHND|8AART|9DUST|aDUR
412	65323 12131	 * 	167.33	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2CGEN|3LHND|5DMG|6CDMG|7LIT|9RCR|aAART
413	65323 61331	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	146VULN|2CGEN|3LHND|5DMG|7CDMG|8LIT|9RCR|aAART
414	22336 63631	   	167.31	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|29CDMG|3RCR|4aVULN|5DUST|6LHND|7AART|8DMG
415	66223 13612	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2ERES|3RCR|5DMG|6CDMG|7LHND|8AART|9DUST|aDUR
416	63323 12135	   	167.23	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2DUST|3MLV|5DMG|6CDMG|7LIT|9RCR|aAART
417	66323 12131	   	167.23	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2ERES|3LHND|5DMG|6CDMG|7LIT|9RCR|aAART
418	66323 61331	   	167.23	DCR|3VULN|1AART|1DMG|1CDMG	146VULN|2ERES|3LHND|5DMG|7CDMG|8LIT|9RCR|aAART
419	25221 16123	   	167.13	ACR|2AART|2VULN|2CDMG|1ASPD	1RMIN|29LWND|3RCR|49VULN|58AART|69CDMG|7RPLT|9BPWR|aASPD
420	26221 16123	   	167.13	ACR|2AART|2VULN|2CDMG|1ASPD	1RMIN|29FEWX|3RCR|49VULN|58AART|69CDMG|7RPLT|9BPWR|aASPD
421	63223 12135	   	167.13	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2DUST|3TLV|5DMG|6CDMG|7LIT|9RCR|aAART
422	63223 16335	   	167.13	DCR|3VULN|1AART|1DMG|1CDMG	147VULN|2DUST|3TLV|5DMG|6CDMG|8LIT|9RCR|aAART
423	63223 61335	   	167.13	DCR|3VULN|1AART|1DMG|1CDMG	146VULN|2DUST|3TLV|5DMG|7CDMG|8LIT|9RCR|aAART
424	63613 12135	   	167.13	DCR|3VULN|1AART|1DMG|1CDMG	138VULN|2DUST|4ERES|5DMG|6CDMG|7LIT|9RCR|aAART
425	25221 61123	   	167.03	ACR|2AART|2DMG|1VULN|1ASPD	1RMIN|29LWND|3RCR|4VULN|58AART|69DMG|79DUST|9BPWR|aASPD
426	65225 23224	   	167.02	ACR|3VULN|1AART|1CDMG|2DUR	147VULN|2CGEN|3RCR|5MBVNT|69DUR|8CDMG|aAART
427	12221 16251	   	167.01	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2FEWX|3RCR|49VULN|5AART|6CDMG|7ASPD|8ZMB|aDUR
428	16132 35261	 * 	166.94	ACR|2DMG|2AART|1VULN|1FLTHEA	16ERES|2LHND|37DMG|4FLTHEA|5RCR|89AART|aVULN
429	25221 61143	   	166.93	ACR|2AART|2VULN|1DMG|1ASPD	1RMIN|2LWND|3RCR|49VULN|58AART|6DMG|7DUST|aASPD
430	24221 63631	   	166.93	ACR|2VULN|2AART|1DMG|1ASPD	1RMIN|2DUST|3RCR|4aVULN|58AART|6DMG|7ASPD|9DMSP
431	25221 33232	   	166.93	ACR|2AART|2VULN|2CDMG|1ASPD	1RMIN|2LWND|3RCR|47VULN|5aAART|6ASPD|89CDMG
432	45221 36232	   	166.93	ACR|2AART|2VULN|2CDMG|1ASPD	1LWND|2CGEN|3RCR|47VULN|5aAART|6ASPD|89CDMG
433	65211 36232	   	166.93	ACR|2VULN|2AART|2CDMG|1ASPD	17VULN|2CGEN|3RCR|4BEXP|5aAART|6ASPD|89CDMG
434	24221 16123	   	166.93	ACR|2AART|2VULN|2CDMG|1ASPD	1RMIN|29DUST|3RCR|49VULN|58AART|69CDMG|7RPLT|9BPWR|aASPD
435	66225 23224	   	166.92	ACR|3VULN|1AART|1CDMG|2DUR	147VULN|2ERES|3RCR|5MBVNT|69DUR|8CDMG|aAART
436	16221 16532	   	166.83	ACR|2AART|2VULN|2CDMG|1ASPD	1ERES|2LHND|3RCR|48VULN|5aAART|69CDMG|7ASPD
437	36221 36232	   	166.83	ACR|2VULN|2AART|2CDMG|1ASPD	1LEGI|2CGEN|3RCR|47VULN|5aAART|6ASPD|89CDMG
438	22333 24631	   	166.81	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|29CDMG|3RCR|45VULN|6LWND|7DMG|8AART|aFEWX
439	22333 24633	   	166.81	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|29CDMG|3RCR|45VULN|6LWND|7DMG|8AART|aCGEN
440	22333 24634	   	166.81	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|29CDMG|3RCR|45VULN|6LWND|7DMG|8AART|aMGNLIT
441	22333 24635	   	166.81	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|29CDMG|3RCR|45VULN|6aLWND|7DMG|8AART
442	65223 13631	   	166.81	ACR|2VULN|1AART|1DMG|2CDMG	14VULN|2CGEN|3RCR|5DMG|69CDMG|7LHND|8AART|aFEWX
443	65223 13633	   	166.81	ACR|2VULN|1AART|1DMG|2CDMG	14VULN|2aCGEN|3RCR|5DMG|69CDMG|7LHND|8AART
444	65211 34233	   	166.79	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2aCGEN|3RCR|4BEXP|5AART|6ASPD|7aMGNSTR|8ZMB|9aDMG|aBPWR
445	22333 24532	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2CDMG|3RCR|45VULN|6LWND|7DMG|8LEGI|9AART|aDUR
446	32222 42642	   	166.73	ACR|3VULN|2AART|1CDMG	1LEGI|2MLV|3RCR|456VULN|7CDMG|8TLV|9aAART
447	66223 13631	   	166.71	ACR|2VULN|1AART|1DMG|2CDMG	14VULN|2ERES|3RCR|5DMG|69CDMG|7LHND|8AART|aFEWX
448	66223 13633	   	166.71	ACR|2VULN|1AART|1DMG|2CDMG	14VULN|2ERES|3RCR|5DMG|69CDMG|7LHND|8AART|aCGEN
449	25211 63141	   	166.69	ACR|3VULN|2AART|1ZMB	1RMIN|2LWND|3RCR|4BEXP|58AART|6ZMB|79aVULN
450	66223 13532	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2ERES|3RCR|5DMG|6CDMG|7LHND|8LEGI|9AART|aDUR
451	53626 11213	 * 	166.62	ACR|2DMG|3ZMB|1VULN|1CDMG|1DUR	149ZMB|2MLV|3CDMG|5RCR|68DMG|7DUR|aVULN
452	32222 25431	   	166.62	ACR|3VULN|2AART|2DUR	1LEGI|2MLV|3RCR|45aVULN|68DUR|79AART
453	36222 25431	   	166.62	ACR|3VULN|2AART|2DUR	1LEGI|2CGEN|3RCR|45aVULN|68DUR|79AART
454	51626 11213	   	166.52	ACR|2DMG|3ZMB|1VULN|1CDMG|1DUR	149ZMB|2TLV|3CDMG|5RCR|68DMG|7DUR|aVULN
455	12132 35212	   	166.50	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	16ERES|2FEWX|37DMG|4FLTHEA|5RCR|8AART|9VULN|aZMB
456	16132 35212	   	166.50	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	16ERES|2LHND|37DMG|4FLTHEA|5RCR|8AART|9VULN|aZMB
457	46132 35212	   	166.50	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1LWND|26ERES|37DMG|4FLTHEA|5RCR|8AART|9VULN|aZMB
458	22523 62363	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RMIN|2CDMG|3RCVC|4VULN|5aDMG|6RCR|7LIT|8ASPD|9AART
459	65621 42142	 * 	166.41	DCR|3VULN|2DMG|1CDMG	145VULN|2CGEN|3MBVNT|69DMG|7RCR|8FEWX|aCDMG
460	65621 42442	   	166.41	DCR|3VULN|2DMG|1CDMG	145VULN|2CGEN|3MBVNT|69DMG|7RCR|8LHND|aCDMG
461	66621 42142	   	166.31	DCR|3VULN|2DMG|1CDMG	145VULN|2ERES|3MBVNT|69DMG|7RCR|8FEWX|aCDMG
462	65223 12322	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14VULN|2CGEN|3RCR|5DMG|6CDMG|7LIT|8ASPD|9LHND|aAART
463	65223 12612	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2CGEN|3RCR|5DMG|6CDMG|7LIT|8DUR|9MLV|aAART
464	25221 62161	   	166.23	ACR|2VULN|2DMG|1AART	17RMIN|2LWND|3RCR|4aVULN|5AART|69DMG|8RPLT
465	25221 63163	   	166.23	ACR|2VULN|2DMG|1AART	1RMIN|2LWND|3RCR|47VULN|5AART|69DMG|8RPLT|aRCVC
466	24221 55221	   	166.23	ACR|2VULN|2DMG|1AART	1RMIN|29DUST|3RCR|4aVULN|5AART|69FEWX|7RCVC|89DMG|9BPWR
467	24221 56221	   	166.23	ACR|2VULN|2DMG|1AART	17RMIN|29DUST|3RCR|4aVULN|5AART|69FEWX|89DMG|9BPWR
468	66621 42342	   	166.21	DCR|3VULN|2DMG|1CDMG	145VULN|2ERES|3MBVNT|69DMG|7RCR|8DUST|aCDMG
469	66223 12322	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14VULN|2ERES|3RCR|5DMG|6CDMG|7LIT|8ASPD|9LHND|aAART
470	66223 12612	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2ERES|3RCR|5DMG|6CDMG|7LIT|8DUR|9MLV|aAART
471	22333 35426	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2CDMG|3RCR|45VULN|6MBVNT|7DMG|8FEWX|9DUR|aAART
472	65223 12351	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14VULN|2CGEN|3RCR|5DMG|6CDMG|7LIT|8ASPD|9ERES|aAART
473	24221 66231	   	166.13	ACR|2VULN|2DMG|1AART	1RMIN|2DUST|3RCR|4aVULN|5AART|68DMG|7CGEN|9DMSP
474	36221 61321	   	166.13	ACR|2VULN|2DMG|1AART	1LEGI|289CGEN|3RCR|4aVULN|5AART|69DMG|79DUST|9BPWR
475	16126 11226	 * 	166.13	DCR|3DMG|1AART|1VULN|1CDMG	1ERES|24LHND|346DMG|4BPWR|5CDMG|7VULN|8AART|9CGEN|aRCR
476	16126 11236	   	166.13	DCR|3DMG|1AART|1VULN|1CDMG	1ERES|24LHND|346DMG|4BPWR|5CDMG|7VULN|8AART|9MLV|aRCR
477	31453 11422	   	166.04	ACR|3DMG|2VULN|2ZMB	1LEGI|278LIT|3aVULN|47ZMB|5RCR|67aDMG|7aBPWR|9aFEWX
478	22333 35726	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2CDMG|3RCR|45VULN|6MBVNT|7DMG|8DUST|9DUR|aAART
479	16221 22661	   	166.03	ACR|2VULN|2DMG|1AART	16ERES|2LHND|3RCR|4aVULN|5AART|7RPLT|89DMG
480	24221 62231	   	166.03	ACR|2VULN|2DMG|1AART	1RMIN|2DUST|3RCR|4aVULN|5AART|68DMG|7TLV|9DMSP
481	24221 62251	   	166.03	ACR|2VULN|2DMG|1AART	1RMIN|2DUST|3RCR|4aVULN|5AART|68DMG|7TLV|9MLV
482	24221 65231	   	166.03	ACR|2VULN|2DMG|1AART	1RMIN|2DUST|3RCR|4aVULN|5AART|68DMG|7ERES|9DMSP
483	53636 11221	   	166.02	ACR|2DMG|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1ZMB|24MLV|3CDMG|5RCR|68DMG|7DUR|9FLTHEA|aAART
484	65221 42112	   	165.95	ACR|4VULN|1DMG|1CDMG	1456VULN|267CGEN|3RCR|6BPWR|8CDMG|9FEWX|aDMG
485	65221 42123	   	165.95	ACR|4VULN|1DMG|1CDMG	1456VULN|267CGEN|3RCR|6BPWR|8CDMG|9RCVC|aDMG
486	65221 42132	   	165.95	ACR|4VULN|1DMG|1CDMG	1456VULN|267CGEN|3RCR|6BPWR|8CDMG|9LHND|aDMG
487	16221 63334	   	165.93	ACR|2VULN|2DMG|1AART	1ERES|2LHND|3RCR|49VULN|5AART|6aDMG|78TLV
488	65223 22152	   	165.85	ACR|4VULN|1DMG|1CDMG	1479VULN|2CGEN|3RCR|5DMG|6FEWX|8BEXP|aCDMG
489	65223 22532	   	165.85	ACR|4VULN|1DMG|1CDMG	1479VULN|2CGEN|3RCR|5DMG|6FEWX|8LHND|aCDMG
490	65223 32152	   	165.85	ACR|4VULN|1DMG|1CDMG	1479VULN|2CGEN|3RCR|5DMG|6LWND|8BEXP|aCDMG
491	65223 32432	   	165.85	ACR|4VULN|1DMG|1CDMG	1479VULN|2CGEN|3RCR|5DMG|6LWND|8FEWX|aCDMG
492	65223 36332	   	165.85	ACR|4VULN|1DMG|1CDMG	1489VULN|28CGEN|3RCR|5DMG|6LWND|78DUST|8BPWR|aCDMG
493	31453 11216	 * 	165.84	ACR|3VULN|2DMG|2ZMB	1LEGI|27LIT|38aVULN|47ZMB|5RCR|67DMG|7BPWR|9RCVC
494	31453 11263	   	165.84	ACR|3VULN|2DMG|2ZMB	1LEGI|27LIT|38aVULN|47ZMB|5RCR|67DMG|7BPWR|9BEXP
495	51356 11221	   	165.82	ACR|2DMG|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1ZMB|23TLV|4CDMG|5RCR|68DMG|7DUR|9FLTHEA|aAART
496	65223 32532	   	165.75	ACR|4VULN|1DMG|1CDMG	1479VULN|2CGEN|3RCR|5DMG|6LWND|8LEGI|aCDMG
497	65223 32632	   	165.75	ACR|4VULN|1DMG|1CDMG	1479VULN|2CGEN|3RCR|5DMG|6LWND|8DUST|aCDMG
498	66223 12126	   	165.75	ACR|4VULN|1DMG|1CDMG	148aVULN|2ERES|3RCR|5DMG|6CDMG|7LIT|9MGNSTR
499	66223 22152	   	165.75	ACR|4VULN|1DMG|1CDMG	1479VULN|2ERES|3RCR|5DMG|6FEWX|8BEXP|aCDMG
500	66223 22532	   	165.75	ACR|4VULN|1DMG|1CDMG	1479VULN|2ERES|3RCR|5DMG|6FEWX|8LHND|aCDMG
501	66223 32152	   	165.75	ACR|4VULN|1DMG|1CDMG	1479VULN|2ERES|3RCR|5DMG|6LWND|8BEXP|aCDMG
502	66223 32432	   	165.75	ACR|4VULN|1DMG|1CDMG	1479VULN|2ERES|3RCR|5DMG|6LWND|8FEWX|aCDMG
503	26222 42225	   	165.75	ACR|4VULN|1DMG|1CDMG	1RMIN|2FEWX|3RCR|456aVULN|7CDMG|8DMG|9ERES
504	26222 42252	   	165.75	ACR|4VULN|1DMG|1CDMG	1RMIN|2FEWX|3RCR|4569VULN|7CDMG|8DMG|aDUST
505	22325 63336	 * 	165.73	ACR|2VULN|2AART|3CDMG	1RMIN|25aCDMG|3RCR|45MLV|5aBPWR|68AART|7aVULN|9aLWND
506	12222 25534	   	165.73	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2FEWX|3RCR|45VULN|6DUR|78AART|9DMSP|aDMG
507	32222 25534	   	165.73	ACR|2VULN|2AART|1DMG|1DUR	1LEGI|2MLV|3RCR|45VULN|6DUR|79AART|8RCVC|aDMG
508	23214 34431	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2RCVC|3LIT|4ZMB|5AART|67VULN|8DMG|9RCR|aCDMG
509	24222 42225	   	165.65	ACR|4VULN|1DMG|1CDMG	1RMIN|2DUST|3RCR|456aVULN|7CDMG|8DMG|9ERES
510	24222 42252	   	165.65	ACR|4VULN|1DMG|1CDMG	1RMIN|2aDUST|3RCR|4569VULN|7CDMG|8DMG
511	24222 42253	   	165.65	ACR|4VULN|1DMG|1CDMG	1RMIN|2DUST|3RCR|4569VULN|7CDMG|8DMG|aTLV
512	32222 42225	   	165.65	ACR|4VULN|1DMG|1CDMG	1LEGI|2MLV|3RCR|456aVULN|7CDMG|8DMG|9ERES
513	36222 42225	   	165.65	ACR|4VULN|1DMG|1CDMG	1LEGI|2CGEN|3RCR|456aVULN|7CDMG|8DMG|9ERES
514	65221 32225	   	165.65	ACR|4VULN|1DMG|1CDMG	145aVULN|2CGEN|3RCR|6DUST|7CDMG|8DMG|9ERES
515	65221 32252	   	165.65	ACR|4VULN|1DMG|1CDMG	1459VULN|2CGEN|3RCR|6aDUST|7CDMG|8DMG
516	65221 32253	   	165.65	ACR|4VULN|1DMG|1CDMG	1459VULN|2CGEN|3RCR|6DUST|7CDMG|8DMG|aTLV
517	66221 22253	   	165.65	ACR|4VULN|1DMG|1CDMG	1459VULN|27ERES|3RCR|6RPLT|8DMG|aCDMG
518	66223 22332	   	165.65	ACR|4VULN|1DMG|1CDMG	1479VULN|2ERES|3RCR|5DMG|6FEWX|8DUST|aCDMG
519	66223 32332	   	165.65	ACR|4VULN|1DMG|1CDMG	1479VULN|2ERES|3RCR|5DMG|6LWND|8DUST|aCDMG
520	66223 32532	   	165.65	ACR|4VULN|1DMG|1CDMG	1479VULN|2ERES|3RCR|5DMG|6LWND|8LEGI|aCDMG
521	66223 36332	   	165.65	ACR|4VULN|1DMG|1CDMG	1489VULN|28ERES|3RCR|5DMG|6LWND|78DUST|8BPWR|aCDMG
