0	Index      	 *	Score 	Summary	Detail	
1	62342 13115	 * 	191.88	DCR|2VULN|2DMG|1AART|2FLTHEA|1ZMB	1AART|29FLTHEA|3BELT|4ZMB|59VULN|69DMG|7RCVC|8DLOT|9BPWR|aRCR
315	62133 51331	   	167.18	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4TLV|5ASPD|6RCR|7DMSP|8BEXP|9DMG|aVULN
316	62133 51431	   	167.18	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4TLV|5ASPD|6RCR|7DMSP|8LWND|9DMG|aVULN
317	62133 52351	   	167.18	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4TLV|5ASPD|6RCR|7CGEN|8LWND|9VULN|aDMG
318	62252 32335	   	167.18	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4CGEN|5DMG|6RCR|7VULN|8DUST|9DUR|aCDMG
319	62252 32513	   	167.18	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1AART|2FLTHEA|3LWND|4CGEN|5DMG|6RCR|7VULN|8DUR|9VENICY|aCDMG
320	61315 33253	   	167.16	DCR|4VULN|1AART|1ASPD	1AART|2LIT|3MBVNT|4ASPD|578aVULN|6RCR|9BEXP
321	61315 33263	   	167.16	DCR|4VULN|1AART|1ASPD	1AART|2LIT|3MBVNT|4ASPD|578aVULN|6RCR|9FEWX
322	62335 12143	 * 	167.11	DCR|2AART|2DMG|2FLTHEA|2DUR	15AART|2aFLTHEA|3BELT|4MLV|6aDUR|7aDMG|8DLOT|9RCR|aBPWR
323	61315 31233	 * 	167.08	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1AART|2LIT|3MBVNT|49ASPD|5VULN|6RCR|7DUR|8DMG|aCDMG
324	61374 34133	   	167.08	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1AART|2LIT|3MBVNT|4DMG|5DUR|6RCR|79ASPD|8VULN|aCDMG
325	62133 51631	   	167.08	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1AART|2FLTHEA|3CDMG|4TLV|5ASPD|6RCR|7DMSP|8DUST|9DMG|aVULN
326	62133 52431	   	167.08	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1AART|2FLTHEA|3CDMG|4TLV|5ASPD|6RCR|7CGEN|8ERES|9DMG|aVULN
327	61316 33273	   	167.06	DCR|4VULN|1AART|1ASPD	1AART|2LIT|3MBVNT|4ASPD|5DUST|6RCR|789aVULN
328	22351 14353	   	167.04	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	127VULN|3ASPD|4AART|5AIRHEA|6LIT|8RCR|9CDMG|aDUR
329	22356 12412	   	167.02	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12VULN|39ASPD|4AART|5FEWX|6RCVC|7DUR|8RCR|aDMG
330	62325 12143	   	167.01	DCR|2AART|2DMG|2FLTHEA|2DUR	15AART|2aFLTHEA|3BELT|4ERES|6aDUR|7aDMG|8DLOT|9RCR|aBPWR
331	22352 12412	   	166.92	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12VULN|39ASPD|4AART|5LEGI|6RCVC|7DUR|8RCR|aDMG
332	62242 51112	   	166.91	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	1AART|2FLTHEA|38LWND|4VULN|57DUR|69DMG|aRCR
333	22651 22362	   	166.89	DCR|5VULN|1AART|1ASPD	12356VULN|46LHND|6BPWR|7AART|8SNIHEL|9ASPD|aRCR
334	22651 21631	   	166.85	DCR|5VULN|1DMG|1DUR	12356VULN|46LHND|6BPWR|7FEWX|8RCR|9DUR|aDMG
335	61344 43368	 * 	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LIT|3MBVNT|4FEWX|5RCR|6aDMG|7VULN|8DUR|9CDMG
336	61314 33137	   	166.71	DCR|3VULN|1AART|2ASPD|1DUR	1AART|29LIT|3MBVNT|49ASPD|5DUR|6RCR|7TLV|89aVULN|9BPWR
337	61315 33274	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|2LIT|3MBVNT|4ASPD|578VULN|6RCR|9RPLT|aCDMG
338	22613 33548	   	166.70	DCR|5VULN|1CDMG|1ZMB	12369VULN|4LIT|5MBVNT|7RCR|8CDMG|aZMB
339	62252 35312	   	166.66	DCR|2AART|2DMG|1FLTHEA|1ZMB	17AART|2FLTHEA|3LWND|4CGEN|59DMG|6RCR|8ZMB|aRMIN
340	62252 35313	   	166.66	DCR|2AART|2DMG|1FLTHEA|1ZMB	17AART|2FLTHEA|3LWND|4CGEN|59DMG|6RCR|8ZMB|aBELT
341	61374 31273	 * 	166.58	DCR|2VULN|1AART|1DMG|3DUR	1AART|2LIT|3MBVNT|4DMG|57aDUR|6RCR|89VULN
342	62222 35531	   	166.56	DCR|2AART|2DMG|1FLTHEA|1ZMB	17AART|2FLTHEA|3LWND|4ERES|5aDMG|6RCR|8RPLT|9ZMB
343	62222 35612	   	166.56	DCR|2AART|2DMG|1FLTHEA|1ZMB	17AART|2FLTHEA|3LWND|4ERES|59DMG|6RCR|8ZMB|aRMIN
344	62222 35613	   	166.56	DCR|2AART|2DMG|1FLTHEA|1ZMB	17AART|2FLTHEA|3LWND|4ERES|59DMG|6RCR|8ZMB|aBELT
345	62252 35311	   	166.56	DCR|2AART|2DMG|1FLTHEA|1ZMB	17AART|2FLTHEA|3LWND|4CGEN|59DMG|6RCR|8ZMB|aDLOT
346	22351 14321	   	166.52	DCR|3VULN|1AART|1DMG|1ASPD	127VULN|3ASPD|4AART|5AIRHEA|6LIT|8RCR|9LHND|aDMG
347	22351 13561	   	166.52	DCR|3VULN|1AART|1DMG|1ASPD	129VULN|3ASPD|4AART|5AIRHEA|6LIT|7LHND|8RCR|aDMG
348	62222 35611	   	166.46	DCR|2AART|2DMG|1FLTHEA|1ZMB	17AART|2FLTHEA|3LWND|4ERES|59DMG|6RCR|8ZMB|aDLOT
349	62121 22626	   	166.44	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1AART|2FLTHEA|3CDMG|4LWND|5LIT|6ZMB|7MBVNT|8RCR|9VULN|aDMG
350	62121 42624	   	166.44	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1AART|2FLTHEA|3CDMG|4LWND|5LIT|6DMG|7MBVNT|8RCR|9VULN|aZMB
351	22351 14311	   	166.42	DCR|3VULN|1AART|1DMG|1ASPD	127VULN|3ASPD|4AART|5AIRHEA|6LIT|8RCR|9MBVNT|aDMG
352	23351 33461	   	166.42	DCR|2VULN|2DMG|1AART	15VULN|2LWND|3LIT|4RCVC|6RCR|7aDMG|8CANHEL|9AART
353	23134 51336	   	166.42	DCR|3VULN|1AART|2ASPD|1CDMG	148VULN|28LWND|3MLV|5CDMG|68ASPD|7RCR|8BPWR|9AART|aRMIN
354	22313 21625	   	166.37	DCR|4VULN|1DMG|1CDMG|1ASPD	1245VULN|3ASPD|6ERES|7CDMG|8DMG|9RCR|aRCVC
355	22632 21625	   	166.37	DCR|4VULN|1DMG|1CDMG|1ASPD	1234VULN|5ASPD|6ERES|7CDMG|8DMG|9RCR|aRCVC
356	22351 15231	 * 	166.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	12VULN|38ASPD|4AART|5AIRHEA|6LIT|7DMG|9CDMG|aRCR
357	23134 51333	   	166.32	DCR|3VULN|1AART|2ASPD|1CDMG	148VULN|28LWND|3MLV|5CDMG|68ASPD|7RCR|8BPWR|9AART|aERES
358	23134 51334	   	166.32	DCR|3VULN|1AART|2ASPD|1CDMG	148VULN|28LWND|3MLV|5CDMG|68ASPD|7RCR|8BPWR|9AART|aDUST
359	23634 51333	   	166.32	DCR|3VULN|1AART|2ASPD|1CDMG	138VULN|28LWND|4CGEN|5CDMG|68ASPD|7RCR|8BPWR|9AART|aERES
360	61374 62332	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|29LIT|3MBVNT|49DMG|5DUR|6VULN|79TLV|8RCR|9BPWR|aCDMG
361	61375 12332	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|29LIT|3MBVNT|49DMG|5VULN|6DUR|79TLV|8RCR|9BPWR|aCDMG
362	61375 44323	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LIT|3MBVNT|4DMG|56VULN|7ASPD|8RCR|9BEXP|aCDMG
363	61375 44333	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LIT|3MBVNT|4DMG|56VULN|7ASPD|8RCR|9LHND|aCDMG
364	22351 14431	   	166.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	127VULN|3ASPD|4AART|5AIRHEA|6LIT|8ZMB|9CDMG|aRCR
365	61371 32137	   	166.28	DCR|3VULN|1AART|1DMG	1AART|29LIT|3MBVNT|4DMG|5LEGI|6RCR|79CGEN|89aVULN|9BPWR
366	61371 33437	   	166.28	DCR|3VULN|1AART|1DMG	1AART|29LIT|3MBVNT|4DMG|5LEGI|6RCR|79aVULN|89MLV|9BPWR
367	61384 84113	 * 	166.21	ACR|2DMG|1AART|1VULN|2CDMG	1AART|2aLIT|3MBVNT|4BEXP|5RCR|6aCDMG|7VULN|8TLV|9aDMG|aBPWR
368	62253 32242	   	166.21	DCR|2VULN|1AART|2ZMB|1FLTHEA|1ASPD	1AART|2FLTHEA|3aLWND|4CGEN|5ASPD|6RCR|7aVULN|8FEWX|9aZMB|aBPWR
369	62342 31236	   	166.20	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|57VULN|6LWND|8CDMG|9DUR|aRCR
370	61373 33473	   	166.18	DCR|3VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4DMG|5FEWX|6RCR|79aVULN|8DMSP
371	61375 32313	   	166.18	DCR|3VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4DMG|59aVULN|6RCR|7CGEN|8RMIN
372	61375 33221	   	166.18	DCR|3VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4DMG|578VULN|6RCR|9CGEN|aDMSP
373	61375 33222	   	166.18	DCR|3VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4DMG|578VULN|6RCR|9CGEN|aFEWX
374	62222 35423	 * 	166.15	DCR|3AART|2DMG|2FLTHEA	178AART|2aFLTHEA|3LWND|49aERES|5aDMG|6RCR|aBPWR
375	32263 31634	   	166.13	DCR|3VULN|1AART|1DMG|2ASPD	1BEXP|256VULN|36ASPD|4BELT|6BPWR|7CGEN|8AART|9DMG|aRCR
376	62223 32242	   	166.11	DCR|2VULN|1AART|2ZMB|1FLTHEA|1ASPD	1AART|2FLTHEA|3aLWND|4ERES|5ASPD|6RCR|7aVULN|8FEWX|9aZMB|aBPWR
377	62253 32342	   	166.11	DCR|2VULN|1AART|2ZMB|1FLTHEA|1ASPD	1AART|2FLTHEA|3aLWND|4CGEN|5ASPD|6RCR|7aVULN|8DUST|9aZMB|aBPWR
378	61333 33267	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4DUST|5RMIN|6RCR|78aVULN|9DMG
379	61334 33267	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4DUST|5MLV|6RCR|78aVULN|9DMG
380	61375 33241	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4DMG|578VULN|6RCR|9ERES|aDMSP
381	61375 33242	   	166.08	DCR|3VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4DMG|578VULN|6RCR|9ERES|aFEWX
382	22363 53413	   	166.07	DCR|4VULN|1AART|2ASPD	125aVULN|39ASPD|4BEXP|6AART|7LWND|8RCR
383	62512 12113	   	166.03	DCR|2AART|1VULN|1FLTHEA|1CDMG|1ZMB	1aAART|2FLTHEA|3RCVC|4LIT|5CDMG|6RCR|7MBVNT|8ZMB|9VULN
384	21611 12633	   	166.02	DCR|3VULN|3DMG	137VULN|2RPLT|4TLV|56aDMG|8RCR|9CGEN
385	21611 12651	   	166.02	DCR|3VULN|3DMG	137VULN|2RPLT|4TLV|569DMG|8RCR|aRMIN
386	21611 12653	   	166.02	DCR|3VULN|3DMG	137VULN|2RPLT|4TLV|569DMG|8RCR|aCGEN
387	21611 12661	   	166.02	DCR|3VULN|3DMG	137VULN|2RPLT|4TLV|56aDMG|8RCR|9LWND
388	22511 12633	   	166.02	DCR|3VULN|3DMG	127VULN|3RPLT|4TLV|56aDMG|8RCR|9CGEN
389	22511 12651	   	166.02	DCR|3VULN|3DMG	127VULN|3RPLT|4TLV|569DMG|8RCR|aRMIN
390	22511 12653	   	166.02	DCR|3VULN|3DMG	127VULN|3RPLT|4TLV|569DMG|8RCR|aCGEN
391	22511 12661	   	166.02	DCR|3VULN|3DMG	127VULN|3RPLT|4TLV|56aDMG|8RCR|9LWND
392	61315 31227	   	166.01	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2LIT|3MBVNT|4ASPD|5aVULN|6RCR|7DUR|8DMG|9RCVC
393	61374 34127	   	166.01	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2LIT|3MBVNT|4DMG|5DUR|6RCR|7ASPD|8aVULN|9RCVC
394	61375 31234	   	166.01	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2LIT|3MBVNT|48DMG|5VULN|6RCR|7DUR|9RCVC|aASPD
395	62312 52333	 * 	166.01	DCR|2DMG|1AART|2ZMB|1FLTHEA|1DUR	1AART|2FLTHEA|3BELT|4DUR|58ZMB|6RCR|7MGNLIT|9aDMG
396	62223 32342	   	166.01	DCR|2VULN|1AART|2ZMB|1FLTHEA|1ASPD	1AART|2FLTHEA|3aLWND|4ERES|5ASPD|6RCR|7aVULN|8DUST|9aZMB|aBPWR
397	22363 52431	   	165.94	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	125VULN|3ASPD|4BEXP|6AART|7DUR|8RCR|9CDMG|aLWND
398	21611 12611	   	165.92	DCR|3VULN|3DMG	137VULN|2RPLT|4TLV|56aDMG|8RCR|9DUST
399	22511 12611	   	165.92	DCR|3VULN|3DMG	127VULN|3RPLT|4TLV|56aDMG|8RCR|9DUST
400	22363 52432	   	165.84	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	125VULN|3ASPD|4BEXP|6AART|7DUR|8RCR|9CDMG|aERES
401	61315 33231	   	165.81	DCR|3VULN|2AART|1ASPD	19AART|2LIT|3MBVNT|4ASPD|578VULN|6RCR|aRCVC
402	22251 46213	   	165.72	DCR|2VULN|2DMG|1AART	12VULN|3ERES|4AART|5LSRHEA|6RPLT|7RCR|8RCVC|9aDMG
403	45362 31213	   	165.68	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|39AART|4BEXP|5VULN|6RCR|7DMG|8RCVC|aERES
404	45362 32111	   	165.67	DCR|3AART|2VULN|1CDMG|1ASPD	1ASPD|2CDMG|389AART|4BEXP|5aVULN|6RCR|7CGEN
405	22363 53433	   	165.62	DCR|3VULN|1AART|2ASPD|1CDMG	125VULN|3aASPD|4BEXP|6AART|7LWND|8RCR|9CDMG
406	22312 21163	   	165.56	DCR|4VULN|1DMG|1DUR|1ASPD	124aVULN|3ASPD|5CANSTR|6RCR|7BEXP|8DMG|9DUR
407	22312 22163	   	165.56	DCR|4VULN|1DMG|1DUR|1ASPD	124aVULN|3ASPD|5CANSTR|6RCR|7LWND|8DMG|9DUR
408	62223 32535	   	165.50	DCR|2AART|1VULN|1FLTHEA|1CDMG|1DUR|1ASPD	19AART|2FLTHEA|3LWND|4ERES|5ASPD|6RCR|7VULN|8DUR|aCDMG
409	22316 14413	   	165.47	DCR|4VULN|1AART|2ASPD	124aVULN|39ASPD|5LWND|6LHND|7AART|8RCR
410	22363 14413	   	165.47	DCR|4VULN|1AART|2ASPD	125aVULN|39ASPD|4BEXP|6LHND|7AART|8RCR
411	22312 25163	   	165.46	DCR|4VULN|1DMG|1DUR|1ASPD	124aVULN|3ASPD|5CANSTR|6RCR|7DUST|8DMG|9DUR
412	62161 43333	 * 	165.45	3DMG|2AART|1VULN|2CDMG|2FLTHEA|1ZMB	16AART|2aFLTHEA|3aCDMG|4ZMB|5VULN|7MBVNT|89aDMG|aBPWR
413	23611 34115	   	165.43	DCR|4VULN|1DMG|1CDMG	135aVULN|2LWND|4LIT|6RCR|7CDMG|8CGEN|9DMG
414	62122 16533	 * 	165.38	3DMG|2VULN|1AART|2CDMG|1FLTHEA|1ZMB	1AART|2FLTHEA|39CDMG|4LWND|5FEWX|69aDMG|7ZMB|89VULN|9BPWR
415	22651 61331	   	165.35	DCR|5VULN|1AART	12358VULN|4LHND|6RPLT|7RCR|9BELT|aAART
416	22352 12435	   	165.34	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	12VULN|3ASPD|4aAART|5LEGI|6RCVC|7DUR|8RCR|9CDMG
417	62261 12311	   	165.30	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6FEWX|7VULN|8RPLT|9DMG|aCDMG
418	62261 12621	   	165.30	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6FEWX|7VULN|8LHND|9DMG|aCDMG
419	62461 12131	   	165.30	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1AART|2FLTHEA|36FEWX|4RCR|5DUR|7VULN|8LIT|9DMG|aCDMG
420	62661 12311	   	165.30	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LHND|4RCR|5DUR|6FEWX|7VULN|8RPLT|9DMG|aCDMG
421	62261 11221	   	165.30	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6FEWX|7BEXP|8VULN|9DMG|aCDMG
422	62661 11221	   	165.30	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LHND|4RCR|5DUR|6FEWX|7BEXP|8VULN|9DMG|aCDMG
423	61375 44313	   	165.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2LIT|3MBVNT|4DMG|56VULN|7ASPD|8RCR|9RCVC|aZMB
424	22312 23144	   	165.23	DCR|4VULN|1DMG|2ASPD	1247VULN|39ASPD|5CANSTR|6RCR|8LHND|aDMG
425	62261 13221	   	165.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6FEWX|7DUST|8VULN|9DMG|aCDMG
426	62261 21221	   	165.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6DUST|7BEXP|8VULN|9DMG|aCDMG
427	62261 22311	   	165.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6DUST|7VULN|8RPLT|9DMG|aCDMG
428	62261 22621	   	165.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6DUST|7VULN|8LHND|9DMG|aCDMG
429	62261 26221	   	165.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6DUST|7FEWX|8VULN|9DMG|aCDMG
430	62262 63131	   	165.20	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1AART|2FLTHEA|37LWND|4RCR|5ERES|6CDMG|8ASPD|9DMG|aVULN
431	62263 63131	   	165.20	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|37LWND|4RCR|5TLV|6CDMG|8ASPD|9DMG|aVULN
432	62266 12121	   	165.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5LEGI|6FEWX|7VULN|8DUR|9DMG|aCDMG
433	62661 13221	   	165.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LHND|4RCR|5DUR|6FEWX|7DUST|8VULN|9DMG|aCDMG
434	62661 21221	   	165.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LHND|4RCR|5DUR|6DUST|7BEXP|8VULN|9DMG|aCDMG
435	62661 22311	   	165.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LHND|4RCR|5DUR|6DUST|7VULN|8RPLT|9DMG|aCDMG
436	65112 32612	   	165.18	DCR|2VULN|1AART|1DMG|2ZMB	1AART|2NUKE|37VULN|4TLV|5CANHEL|6RCR|8aZMB|9DMG
437	22341 61622	   	165.17	DCR|4VULN|1DMG|1CDMG|1ASPD	1256VULN|3ASPD|4CGEN|7CDMG|8DMG|9RCR|aRPLT
438	22133 11623	   	165.17	DCR|4VULN|1DMG|1CDMG|1ASPD	1245VULN|34CGEN|4BPWR|6NUKE|7CDMG|8DMG|9RCR|aASPD
439	62222 36533	   	165.13	DCR|1AART|1VULN|2FLTHEA|1DMG|2DUR	1AART|2aFLTHEA|3LWND|4ERES|5DMG|6RCR|78DUR|9VULN
440	22312 23344	   	165.13	DCR|4VULN|1DMG|2ASPD	1247VULN|39ASPD|5CANSTR|6RCR|8DUST|aDMG
441	62312 13423	 * 	165.12	DCR|2DMG|1AART|2FLTHEA|2ZMB|1DUR	1AART|28FLTHEA|3BELT|4DUR|58ZMB|68DMG|7RCVC|8BPWR|9RMIN|aRCR
442	62432 13423	   	165.12	DCR|2DMG|1AART|2FLTHEA|2ZMB|1ASPD	1AART|28FLTHEA|3FEWX|4BELT|58ZMB|68DMG|7RCVC|8BPWR|9ASPD|aRCR
443	62266 22121	   	165.10	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5LEGI|6DUST|7VULN|8DUR|9DMG|aCDMG
444	62161 26333	 * 	165.07	3DMG|1AART|3ZMB|1VULN|2FLTHEA|1CDMG	1AART|2aFLTHEA|3CDMG|47aZMB|5VULN|6DUST|89aDMG|aBPWR
445	22113 11623	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1245VULN|3CGEN|6NUKE|7CDMG|8DMG|9RCR|aASPD
446	22313 21622	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1245VULN|3ASPD|6ERES|7CDMG|8DMG|9RCR|aRPLT
447	22313 21626	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1245VULN|3ASPD|6ERES|7CDMG|8DMG|9RCR|aLIT
448	22315 61622	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1246VULN|3ASPD|5ERES|7CDMG|8DMG|9RCR|aRPLT
449	22632 21622	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1234VULN|5ASPD|6ERES|7CDMG|8DMG|9RCR|aRPLT
450	22632 21626	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1234VULN|5ASPD|6ERES|7CDMG|8DMG|9RCR|aLIT
451	22613 33851	 * 	165.07	DCR|4VULN|2AART	1236VULN|4LIT|5MBVNT|7RCR|8aAART|9LHND
452	22312 23213	   	165.03	DCR|5VULN|1CDMG|1ASPD	1247aVULN|3ASPD|5CANSTR|6RCR|8CDMG|9LWND
453	22312 23243	   	165.03	DCR|5VULN|1CDMG|1ASPD	1247aVULN|3ASPD|5CANSTR|6RCR|8CDMG|9BEXP
454	15352 22511	   	165.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2CDMG|3AART|45VULN|6BEXP|7DUR|8RCR|9CANHEL|aDMG
455	62222 32531	   	164.97	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	19AART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|7VULN|8DUR|aLIT
456	62222 32532	   	164.97	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	19AART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|7VULN|8DUR|aCGEN
457	62512 22151	   	164.97	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	1AART|2FLTHEA|3RCVC|4LIT|5CDMG|6aVULN|7MBVNT|8ZMB|9RCR
458	22213 11623	   	164.97	DCR|4VULN|1DMG|1CDMG|1ASPD	1245VULN|3ERES|6NUKE|7CDMG|8DMG|9RCR|aASPD
459	22233 11623	   	164.97	DCR|4VULN|1DMG|1CDMG|1ASPD	1245VULN|34ERES|4BPWR|6NUKE|7CDMG|8DMG|9RCR|aASPD
460	22313 21624	   	164.97	DCR|4VULN|1DMG|1CDMG|1ASPD	1245VULN|3ASPD|6ERES|7CDMG|8DMG|9RCR|aTLV
461	22623 11623	   	164.97	DCR|4VULN|1DMG|1CDMG|1ASPD	1235VULN|4TLV|6NUKE|7CDMG|8DMG|9RCR|aASPD
462	22632 21624	   	164.97	DCR|4VULN|1DMG|1CDMG|1ASPD	1234VULN|5ASPD|6ERES|7CDMG|8DMG|9RCR|aTLV
463	22635 11623	   	164.97	DCR|4VULN|1DMG|1CDMG|1ASPD	1234VULN|5TLV|6NUKE|7CDMG|8DMG|9RCR|aASPD
464	22613 33883	   	164.97	DCR|4VULN|2AART	1236VULN|4LIT|5MBVNT|7RCR|8aAART|9AIRHEA
465	22312 23233	   	164.93	DCR|5VULN|1CDMG|1ASPD	1247aVULN|3ASPD|5CANSTR|6RCR|8CDMG|9DUST
466	22312 23423	   	164.93	DCR|5VULN|1CDMG|1ASPD	12479VULN|3ASPD|5CANSTR|6RCR|8ERES|aCDMG
467	61374 35212	   	164.87	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	17AART|2LIT|3MBVNT|4DMG|5DUR|6RCR|8VULN|9ERES|aCDMG
468	61374 35222	   	164.87	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	17AART|2LIT|3MBVNT|4DMG|5DUR|6RCR|8VULN|9TLV|aCDMG
469	62222 32515	   	164.87	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1aAART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|7VULN|8DUR|9VENICY
470	62222 32534	   	164.87	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	19AART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|7VULN|8DUR|aDUST
471	62164 21233	   	164.86	DCR|2AART|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1aAART|2FLTHEA|3CDMG|4ZMB|5BELT|6DMG|7LHND|8RCR|9DUR
472	62312 51335	   	164.86	DCR|2AART|1VULN|1FLTHEA|1ZMB|1DUR|1ASPD	19AART|2FLTHEA|3BELT|4DUR|5ZMB|6RCR|7VULN|8RCVC|aASPD
473	62163 52111	 * 	164.83	DCR|1AART|1VULN|2ASPD|1CDMG|1FLTHEA|1ZMB	1AART|2FLTHEA|3CDMG|4ZMB|58ASPD|6RCR|7CGEN|9BEXP|aVULN
474	23611 33114	   	164.81	DCR|5VULN|1DMG	1359aVULN|2aLWND|4LIT|6RCR|7DMG|8aCGEN|aBPWR
475	23611 33314	   	164.81	DCR|5VULN|1DMG	1359aVULN|2aLWND|4LIT|6RCR|7DMG|8aMLV|aBPWR
