0	Index      	 *	Score 	Summary	Detail	
1	62243 32234	 * 	196.84	ACR|3VULN|3DMG|1AART	128DUST|28aBPWR|3RCR|489DMG|5RPLT|6AART|78aVULN
329	23412 54312	   	168.32	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LWND|5CDMG|6LHND|789VULN|aASPD
330	23416 13312	   	168.32	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LWND|589VULN|6CDMG|7BEXP|aASPD
331	23416 13316	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|589VULN|6CDMG|7BEXP|aDUR
332	23416 14312	   	168.32	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LWND|579VULN|6CDMG|8BEXP|aASPD
333	23432 14332	   	168.32	ACR|3VULN|1AART|1CDMG|1ASPD	19CANHEL|2RCR|3AART|49LHND|5CDMG|6DUST|789VULN|9BPWR|aASPD
334	23432 24312	   	168.32	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LHND|5CDMG|6BEXP|789VULN|aASPD
335	23432 24316	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|5CDMG|6BEXP|789VULN|aDUR
336	23433 14312	   	168.32	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LHND|5LWND|6CDMG|789VULN|aASPD
337	23436 12312	   	168.32	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LHND|589VULN|6CDMG|7LWND|aASPD
338	23436 14312	   	168.32	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LHND|579VULN|6CDMG|8BEXP|aASPD
339	23411 14311	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|5DUR|6CDMG|789VULN|aFEWX
340	23411 14313	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|5DUR|6CDMG|789VULN|aDMSP
341	23411 14314	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|5DUR|6CDMG|789VULN|aLIT
342	23411 14315	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|5DUR|6CDMG|789VULN|aBEXP
343	23411 14316	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|5DUR|6CDMG|789VULN|aCGEN
344	23416 11311	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|589VULN|6CDMG|7DUR|aFEWX
345	23416 11313	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|589VULN|6CDMG|7DUR|aDMSP
346	23416 11314	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|589VULN|6CDMG|7DUR|aLIT
347	23416 11315	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|589VULN|6CDMG|7DUR|aBEXP
348	23416 11316	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|589VULN|6CDMG|7DUR|aCGEN
349	23421 14311	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4aFEWX|5DUR|6CDMG|789VULN
350	23421 14312	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4FEWX|5DUR|6CDMG|789VULN|aLIT
351	23421 14315	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4FEWX|5DUR|6CDMG|789VULN|aBEXP
352	23421 14316	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4FEWX|5DUR|6CDMG|789VULN|aCGEN
353	23421 14333	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49FEWX|5DUR|6CDMG|789VULN|9BPWR|aLEGI
354	23426 11311	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4aFEWX|589VULN|6CDMG|7DUR
355	23426 11312	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4FEWX|589VULN|6CDMG|7DUR|aLIT
356	23426 11315	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4FEWX|589VULN|6CDMG|7DUR|aBEXP
357	23426 11316	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4FEWX|589VULN|6CDMG|7DUR|aCGEN
358	23431 14311	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|5DUR|6CDMG|789VULN|aFEWX
359	23431 14313	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|5DUR|6CDMG|789VULN|aDMSP
360	23431 14314	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|5DUR|6CDMG|789VULN|aLIT
361	23431 14315	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|5DUR|6CDMG|789VULN|aBEXP
362	23431 14316	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|5DUR|6CDMG|789VULN|aCGEN
363	23436 11311	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|589VULN|6CDMG|7DUR|aFEWX
364	23436 11313	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|589VULN|6CDMG|7DUR|aDMSP
365	23436 11314	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|589VULN|6CDMG|7DUR|aLIT
366	23436 11315	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|589VULN|6CDMG|7DUR|aBEXP
367	23436 11316	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|589VULN|6CDMG|7DUR|aCGEN
368	44171 32222	   	168.32	ACR|3VULN|1AART|1CDMG|2DUR	18ERES|2MBVNT|3CDMG|4RCR|58DUR|6AART|789VULN|8BPWR|aRCVC
369	23462 11312	   	168.30	ACR|2VULN|1AART|1DMG|1CDMG	1CANHEL|2RCR|3AART|4DMG|5CDMG|6RCVC|7RPLT|8LHND|9aVULN
370	23462 11512	   	168.30	ACR|2VULN|1AART|1DMG|1CDMG	1CANHEL|2RCR|3AART|4DMG|5CDMG|6RCVC|7RPLT|89VULN|aLIT
371	23462 11513	   	168.30	ACR|2VULN|1AART|1DMG|1CDMG	1CANHEL|2RCR|3AART|4DMG|5CDMG|6RCVC|7RPLT|89VULN|aBEXP
372	23462 11532	   	168.30	ACR|2VULN|1AART|1DMG|1CDMG	1CANHEL|2RCR|3AART|4DMG|5CDMG|6RCVC|7RPLT|8aVULN|9LWND
373	23323 34141	   	168.23	ACR|2VULN|2AART|1DMG|1DUR	1CANHEL|2RCR|35FEWX|45VULN|5BPWR|6DUR|7aAART|8DMG|9RMIN
374	23412 14312	   	168.22	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LWND|5CDMG|6DUST|789VULN|aASPD
375	23415 15312	   	168.22	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LWND|5MBVNT|6CDMG|789VULN|aASPD
376	23432 14312	   	168.22	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LHND|5CDMG|6DUST|789VULN|aASPD
377	23435 15312	   	168.22	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LHND|5MBVNT|6CDMG|789VULN|aASPD
378	23421 14313	   	168.22	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4FEWX|5DUR|6CDMG|789VULN|aLEGI
379	23426 11313	   	168.22	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4FEWX|589VULN|6CDMG|7DUR|aLEGI
380	23462 11511	   	168.20	ACR|2VULN|1AART|1DMG|1CDMG	1CANHEL|2RCR|3AART|4DMG|5CDMG|6RCVC|7RPLT|89VULN|aDUST
381	33241 33226	   	168.14	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2RMIN|3RCR|4DMG|57VULN|6DUR|8RCVC|9CDMG|aAART
382	23626 16121	   	168.13	ACR|2VULN|2AART|1DMG|1DUR	1CANHEL|2RCR|34VULN|5DUR|6MLV|7aAART|8DMG|9BEXP
383	23323 34111	   	168.13	ACR|2VULN|2AART|1DMG|1DUR	1CANHEL|2RCR|35FEWX|45VULN|5BPWR|6DUR|7aAART|8DMG|9ERES
384	23643 34111	   	168.13	ACR|2VULN|2AART|1DMG|1DUR	1CANHEL|2RCR|35VULN|45FEWX|5BPWR|6DUR|7aAART|8DMG|9ERES
385	23666 22121	   	168.07	ACR|3VULN|1AART|2DUR|1ZMB	1CANHEL|2RCR|35aVULN|45DUR|5BPWR|6RPLT|7ZMB|8AART|9FEWX
386	23462 32822	 * 	167.97	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	1CANHEL|2RCR|3AART|4DMG|57CDMG|6MBVNT|8VULN|9aASPD
387	23625 34111	   	167.93	ACR|2VULN|2AART|1DMG|1DUR	1CANHEL|2RCR|34VULN|5DUST|6DUR|7aAART|8DMG|9ERES
388	23461 11161	   	167.90	ACR|3DMG|1AART|1VULN	19CANHEL|2RCR|3AART|489DMG|5BEXP|6LWND|79CGEN|9BPWR|aVULN
389	23461 22161	   	167.80	ACR|3DMG|1AART|1VULN	19CANHEL|2RCR|3AART|489DMG|5BEXP|6ERES|79LWND|9BPWR|aVULN
390	23462 23133	   	167.80	ACR|3DMG|1AART|2CDMG	19CANHEL|2RCR|3AART|49aDMG|56CDMG|7FEWX|89BEXP|9BPWR
391	23462 24133	   	167.80	ACR|3DMG|1AART|2CDMG	19CANHEL|2RCR|3AART|49aDMG|56CDMG|7LHND|89BEXP|9BPWR
392	23462 26333	   	167.80	ACR|3DMG|1AART|2CDMG	19CANHEL|2RCR|3AART|49aDMG|56CDMG|7BEXP|89FEWX|9BPWR
393	23462 62133	   	167.80	ACR|3DMG|1AART|2CDMG	19CANHEL|2RCR|3AART|49aDMG|57CDMG|6FEWX|89BEXP|9BPWR
394	23463 12611	   	167.80	ACR|3DMG|1AART|1VULN	17CANHEL|2RCR|3AART|478DMG|5RPLT|6RMIN|7BPWR|9LHND|aVULN
395	23463 12621	   	167.80	ACR|3DMG|1AART|1VULN	17CANHEL|2RCR|3AART|478DMG|5RPLT|6RMIN|7BPWR|9BEXP|aVULN
396	23463 14311	   	167.80	ACR|3VULN|1AART|1DMG	1CANHEL|2RCR|3AART|4DMG|5RPLT|6RMIN|789VULN|aFEWX
397	23463 21121	   	167.80	ACR|3VULN|1AART|1DMG	1CANHEL|2RCR|3AART|4DMG|5RPLT|68aVULN|7LWND|9FEWX
398	23463 21152	   	167.80	ACR|3VULN|1AART|1DMG	19CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|79LWND|9BPWR|aERES
399	23463 21351	   	167.80	ACR|3VULN|1AART|1DMG	1CANHEL|2RCR|3AART|4DMG|5RPLT|69aVULN|7LWND|8LHND
400	23463 22152	   	167.80	ACR|3VULN|1AART|1DMG	19CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|79BEXP|9BPWR|aERES
401	23463 22351	   	167.80	ACR|3VULN|1AART|1DMG	1CANHEL|2RCR|3AART|4DMG|5RPLT|69aVULN|7BEXP|8LHND
402	23322 34616	   	167.79	ACR|3VULN|2AART|1ZMB	1CANHEL|2RCR|3FEWX|469VULN|5LWND|78AART|aZMB
403	23326 11351	   	167.77	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CANHEL|2RCR|3FEWX|48VULN|5AART|6CDMG|7aDUR|9ZMB
404	62241 61232	   	167.72	ACR|3DMG|2VULN|2DUR	127DUST|27BPWR|3RCR|467DMG|57VULN|8ERES|9aDUR
405	23323 31422	   	167.71	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR|1ASPD	1CANHEL|2RCR|35FEWX|45VULN|5BPWR|6DUR|7FLTHEA|8AART|9ZMB|aASPD
406	23643 31422	   	167.71	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR|1ASPD	1CANHEL|2RCR|35VULN|45FEWX|5BPWR|6DUR|7FLTHEA|8AART|9ZMB|aASPD
407	23415 15331	   	167.70	ACR|3VULN|1AART|2CDMG	19CANHEL|2RCR|3AART|4LWND|5MBVNT|69CDMG|789VULN|9BPWR|aFEWX
408	23415 15333	   	167.70	ACR|3VULN|1AART|2CDMG	19CANHEL|2RCR|3AART|4LWND|5MBVNT|69CDMG|789VULN|9BPWR|aDMSP
409	23435 14733	   	167.70	ACR|3DMG|1AART|2CDMG	19CANHEL|2RCR|3AART|47LHND|5MBVNT|69CDMG|89aDMG|9BPWR
410	23435 15331	   	167.70	ACR|3VULN|1AART|2CDMG	19CANHEL|2RCR|3AART|4LHND|5MBVNT|69CDMG|789VULN|9BPWR|aFEWX
411	23435 15333	   	167.70	ACR|3VULN|1AART|2CDMG	19CANHEL|2RCR|3AART|4LHND|5MBVNT|69CDMG|789VULN|9BPWR|aDMSP
412	23463 14313	   	167.70	ACR|3VULN|1AART|1DMG	1CANHEL|2RCR|3AART|4DMG|5RPLT|6RMIN|789VULN|aLEGI
413	23463 25311	   	167.70	ACR|3VULN|1AART|1DMG	1CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|7TLV|aFEWX
414	23622 34152	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|34VULN|5LHND|6DUR|7AART|8DMG|9LIT|aZMB
415	23623 34152	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|34VULN|5LWND|6DUR|7AART|8DMG|9LIT|aZMB
416	23415 15334	   	167.60	ACR|3VULN|1AART|2CDMG	19CANHEL|2RCR|3AART|4LWND|5MBVNT|69CDMG|789VULN|9BPWR|aDUST
417	23435 15334	   	167.60	ACR|3VULN|1AART|2CDMG	19CANHEL|2RCR|3AART|4LHND|5MBVNT|69CDMG|789VULN|9BPWR|aDUST
418	23462 23433	   	167.60	ACR|3DMG|1AART|2CDMG	19CANHEL|2RCR|3AART|49aDMG|56CDMG|7FEWX|89DUST|9BPWR
419	23463 25313	   	167.60	ACR|3VULN|1AART|1DMG	1CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|7TLV|aLEGI
420	23463 25333	   	167.60	ACR|3VULN|1AART|1DMG	1aCANHEL|2RCR|3AART|4DMG|5RPLT|68aVULN|7aTLV|9LEGI|aBPWR
421	23215 34131	   	167.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1CANHEL|2RCR|3ERES|4LWND|5ZMB|6DUR|7AART|8aDMG|9VULN
422	23235 34131	   	167.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1CANHEL|2RCR|3ERES|4LHND|5ZMB|6DUR|7AART|8aDMG|9VULN
423	23245 34131	   	167.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1CANHEL|2RCR|3ERES|4FEWX|5ZMB|6DUR|7AART|8aDMG|9VULN
424	23315 34131	   	167.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1CANHEL|2RCR|3FEWX|4ERES|5ZMB|6DUR|7AART|8aDMG|9VULN
425	23515 34131	   	167.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1CANHEL|2RCR|3LHND|4ERES|5ZMB|6DUR|7AART|8aDMG|9VULN
426	23615 34121	   	167.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1CANHEL|2RCR|3VULN|4ERES|5ZMB|6DUR|7AART|8aDMG|9BEXP
427	23615 34131	   	167.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|39VULN|4ERES|5ZMB|6DUR|7AART|8DMG|aMLV
428	23226 34136	   	167.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|3ERES|4CGEN|59VULN|6DUR|7AART|8DMG|aZMB
429	13146 11124	 * 	167.57	ACR|2AART|1VULN|2CDMG|1DMG|1ZMB	13LIT|23CDMG|3BPWR|4ZMB|5RCR|6RMIN|78AART|9DMG|aVULN
430	23132 26161	   	167.53	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3aLIT|4FEWX|5LWND|6aVULN|7AART|8MLV|9aDMG|aBPWR
431	22463 23161	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|26VULN|3AART|4DMG|5RPLT|7RCR|8LHND|9CDMG|aDUR
432	22463 23163	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|26VULN|3AART|4DMG|5RPLT|7RCR|8LHND|9CDMG|aASPD
433	22463 23361	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|26VULN|3AART|4DMG|5RPLT|7RCR|8LWND|9CDMG|aDUR
434	22463 23363	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|26VULN|3AART|4DMG|5RPLT|7RCR|8LWND|9CDMG|aASPD
435	23625 31422	   	167.51	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR|1ASPD	1CANHEL|2RCR|34VULN|5DUST|6DUR|7FLTHEA|8AART|9ZMB|aASPD
436	23462 23235	   	167.50	ACR|1AART|3CDMG|1VULN|1DMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|568CDMG|7FEWX|9ASPD|aVULN
437	23462 52211	   	167.50	ACR|1AART|3CDMG|1VULN|1DMG|1DUR	1CANHEL|2RCR|3AART|4DMG|578CDMG|6DUR|9LWND|aVULN
438	23462 52221	   	167.50	ACR|1AART|3CDMG|1VULN|1DMG|1DUR	1CANHEL|2RCR|3AART|4DMG|578CDMG|6DUR|9LHND|aVULN
439	23422 42235	   	167.50	ACR|1AART|3CDMG|1VULN|1DMG|1ASPD	1CANHEL|2RCR|3AART|4FEWX|578CDMG|6ASPD|9DMG|aVULN
440	23615 34133	   	167.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|39VULN|4ERES|5ZMB|6DUR|7AART|8DMG|aDUST
441	13246 11124	   	167.47	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	1LIT|23CDMG|4ZMB|5RCR|6RMIN|78AART|9DMG|aVULN
442	23162 26161	   	167.43	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3aLIT|4DUST|5LWND|6aVULN|7AART|8MLV|9aDMG|aBPWR
443	23462 32236	   	167.40	ACR|1AART|3CDMG|1VULN|1DMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|578CDMG|6MBVNT|9ASPD|aVULN
444	23462 32281	   	167.40	ACR|1AART|3CDMG|1VULN|1DMG|1DUR	1CANHEL|2RCR|3AART|4DMG|578CDMG|6MBVNT|9DUR|aVULN
445	23322 34121	   	167.33	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3FEWX|46VULN|5LWND|7AART|8aDMG|9BEXP
446	23521 34121	   	167.33	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3LHND|46VULN|5FEWX|7AART|8aDMG|9BEXP
447	23642 34121	   	167.33	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|36VULN|4FEWX|5LWND|7AART|8aDMG|9BEXP
448	23522 34121	   	167.23	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3LHND|46VULN|5DUST|7AART|8aDMG|9BEXP
449	22422 62162	 * 	167.22	DCR|2AART|2VULN|2FLTHEA|1CDMG	18CANHEL|28VULN|37AART|4FEWX|5CDMG|68FLTHEA|8BPWR|9RCR|aBELT
450	23526 22132	   	167.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CANHEL|2RCR|35LHND|45VULN|5BPWR|6RPLT|7ZMB|8AART|9DMG|aASPD
451	23526 22133	   	167.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|35LHND|45VULN|5BPWR|6RPLT|7ZMB|8AART|9DMG|aDUR
452	62243 32252	   	167.14	ACR|2VULN|2DMG|1AART	128DUST|28BPWR|3RCR|48DMG|5RPLT|6AART|78VULN|9RCVC|aCGEN
453	62243 32253	   	167.14	ACR|2VULN|2DMG|1AART	128DUST|28BPWR|3RCR|48DMG|5RPLT|6AART|78VULN|9RCVC|aMGNLIT
454	23326 11311	   	167.12	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3aFEWX|489VULN|5AART|6CDMG|7DUR
455	23326 11312	   	167.12	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3FEWX|489VULN|5AART|6CDMG|7DUR|aLIT
456	23326 11315	   	167.12	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3FEWX|489VULN|5AART|6CDMG|7DUR|aBEXP
457	23326 11316	   	167.12	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3FEWX|489VULN|5AART|6CDMG|7DUR|aCGEN
458	23646 11311	   	167.12	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|389VULN|4aFEWX|5AART|6CDMG|7DUR
459	23646 11312	   	167.12	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|389VULN|4FEWX|5AART|6CDMG|7DUR|aLIT
460	23326 14316	   	167.12	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3FEWX|479VULN|5AART|6CDMG|8BEXP|aDUR
461	22422 62161	   	167.12	DCR|2AART|2VULN|2FLTHEA|1CDMG	18CANHEL|28VULN|37AART|4FEWX|5CDMG|68FLTHEA|8BPWR|9RCR|aERES
462	22422 62163	   	167.12	DCR|2AART|2VULN|2FLTHEA|1CDMG	18CANHEL|28VULN|37AART|4FEWX|5CDMG|68FLTHEA|8BPWR|9RCR|aMBVNT
463	23466 12212	   	167.10	ACR|2VULN|1AART|1DMG|2ZMB	17CANHEL|2RCR|3AART|4DMG|57ZMB|67LHND|7BPWR|8BEXP|9aVULN
464	23466 12312	   	167.10	ACR|2VULN|1AART|1DMG|2ZMB	17CANHEL|2RCR|3AART|4DMG|57ZMB|67LHND|7BPWR|89VULN|aLIT
465	23466 12313	   	167.10	ACR|2VULN|1AART|1DMG|2ZMB	17CANHEL|2RCR|3AART|4DMG|57ZMB|67LHND|7BPWR|89VULN|aBEXP
466	23466 12322	   	167.10	ACR|2VULN|1AART|1DMG|2ZMB	17CANHEL|2RCR|3AART|4DMG|57ZMB|67LHND|7BPWR|8aVULN|9BEXP
467	23466 12332	   	167.10	ACR|2VULN|1AART|1DMG|2ZMB	17CANHEL|2RCR|3AART|4DMG|57ZMB|67LHND|7BPWR|8aVULN|9LWND
468	23622 22132	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CANHEL|2RCR|34VULN|5LHND|6RPLT|7ZMB|8AART|9DMG|aASPD
469	23622 22133	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|34VULN|5LHND|6RPLT|7ZMB|8AART|9DMG|aDUR
470	23626 22113	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|34VULN|5DUR|69RPLT|7ZMB|8AART|aDMG
471	23626 22131	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|34VULN|5DUR|6RPLT|7ZMB|8AART|9DMG|aLHND
472	23626 22132	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|34VULN|5DUR|6RPLT|7ZMB|8AART|9DMG|aBEXP
473	23626 22133	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|34VULN|5DUR|6RPLT|7ZMB|8AART|9DMG|aLSRICY
474	23626 22136	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|34VULN|5DUR|6RPLT|7ZMB|8AART|9DMG|aCGEN
475	23326 11313	   	167.02	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3FEWX|489VULN|5AART|6CDMG|7DUR|aLEGI
476	23646 11313	   	167.02	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|389VULN|4FEWX|5AART|6CDMG|7DUR|aLEGI
477	44171 32221	   	167.02	ACR|3VULN|1AART|1CDMG|2DUR	18ERES|2MBVNT|3CDMG|4RCR|58DUR|6AART|789VULN|8BPWR|aBELT
478	44171 32223	   	167.02	ACR|3VULN|1AART|1CDMG|2DUR	18ERES|2MBVNT|3CDMG|4RCR|58DUR|6AART|789VULN|8BPWR|aLHND
479	23466 12311	   	167.00	ACR|2VULN|1AART|1DMG|2ZMB	17CANHEL|2RCR|3AART|4DMG|57ZMB|67LHND|7BPWR|89VULN|aDUST
480	22463 52122	   	166.91	DCR|2VULN|2DMG|1AART	1CANHEL|28VULN|3AART|4aDMG|5RPLT|6RCR|7BEXP|9BELT
