0	Index      	 *	Score 	Summary	Detail	
1	15236 41122	 * 	187.88	DCR|4VULN|1AART|2CDMG|1ZMB	1aLWND|2ZMB|3AART|458aVULN|6aCDMG|7RCR|9BELT|aBPWR
331	15213 41122	   	161.03	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	14LWND|2ZMB|3AART|5LHND|6CDMG|7RCR|8VULN|9DUR|aDMG
332	15213 41251	   	161.03	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	14LWND|2ZMB|3AART|5LHND|6CDMG|7RCR|8DMG|9VULN|aASPD
333	15216 41122	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	14LWND|2ZMB|3AART|5BEXP|6CDMG|7RCR|8VULN|9DUR|aDMG
334	15261 51122	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2ZMB|3AART|4CDMG|5MLV|6CGEN|7RCR|8VULN|9DUR|aDMG
335	15261 51221	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|4CDMG|5MLV|6CGEN|7RCR|8DMG|9VULN|aASPD
336	13223 11454	 * 	160.97	DCR|3VULN|1AART|3DUR	1LWND|2DUST|3AART|48aDUR|579VULN|6RCR
337	15214 41222	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	14LWND|2ZMB|3AART|5DUR|6CDMG|7RCR|8DMG|9ERES|aVULN
338	15533 34231	   	160.82	DCR|2VULN|2DMG|2ZMB|1CDMG	1LWND|26ZMB|38DMG|4CDMG|5DUST|7aVULN|9RCR
339	15263 31212	   	160.40	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9CGEN|aLHND
340	15263 31213	   	160.40	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9aCGEN
341	15263 31216	   	160.40	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9CGEN|aRPLT
342	15263 31232	   	160.40	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9LHND|aLIT
343	15263 31235	   	160.40	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9LHND|aRPLT
344	15263 31262	   	160.40	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9aLIT
345	13234 21264	   	160.38	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|25DUST|3AART|4NUKE|6CDMG|7RCR|8DMG|9aVULN
346	15231 65333	   	160.33	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2ZMB|3AART|4aVULN|5TLV|6RCR|7BEXP|8DMG|9LIT
347	21745 23454	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3aVULN|4DUR|5CDMG|6LIT|7AART|8DMG|9RCR
348	15236 21314	   	160.31	DCR|3VULN|1AART|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|45aVULN|6SELL|7RCR|8DUR|9RMIN
349	15236 21114	   	160.31	DCR|3VULN|1AART|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|458VULN|6SELL|7RCR|9RPLT|aDUR
350	15236 21123	   	160.31	DCR|3VULN|1AART|1ZMB|1ASPD|1SELL	1LWND|2ZMB|3AART|458VULN|6SELL|7RCR|9BELT|aASPD
351	15236 21125	   	160.31	DCR|3VULN|1AART|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|458VULN|6SELL|7RCR|9BELT|aDUR
352	15236 21161	   	160.31	DCR|3VULN|1AART|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|458VULN|6SELL|7RCR|9FEWX|aDUR
353	15263 31215	   	160.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9CGEN|aBASICY
354	15263 31222	   	160.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9ERES|aLHND
355	15263 31223	   	160.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9ERES|aCGEN
356	15263 31226	   	160.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9ERES|aRPLT
357	15263 31233	   	160.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9LHND|aERES
358	15263 31261	   	160.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9LIT|aDUST
359	15263 31263	   	160.30	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9LIT|aERES
360	15233 24141	   	160.27	DCR|3VULN|2AART|1ZMB	1LWND|2ZMB|36AART|48aVULN|5LIT|7BELT|9RCR
361	15231 65222	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2ZMB|3AART|49VULN|5TLV|6RCR|7BEXP|8DUST|aDMG
362	15263 31225	   	160.20	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9ERES|aBASICY
363	15231 61343	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2ZMB|3AART|4aVULN|5TLV|6RCR|7ERES|8AIRHEA|9DMG
364	15235 52112	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|4aVULN|5ASPD|6RCVC|7CANSTR|8DMG|9RCR
365	15236 32111	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|45VULN|6ASPD|7CANSTR|8DMG|9RCR|aLHND
366	15236 32116	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|45VULN|6ASPD|7CANSTR|8DMG|9RCR|aLIT
367	15236 32113	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|45VULN|6ASPD|7CANSTR|8DMG|9RCR|aDUST
368	15236 32114	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|45VULN|6ASPD|7CANSTR|8DMG|9RCR|aTLV
369	15121 41122	   	159.83	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	13LWND|2ZMB|4LHND|5AART|6CDMG|7RCR|8VULN|9DUR|aDMG
370	15121 41251	   	159.83	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	13LWND|2ZMB|4LHND|5AART|6CDMG|7RCR|8DMG|9VULN|aASPD
371	15521 21131	   	159.83	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2ZMB|3DMG|49CGEN|5AART|6CDMG|7RCR|8VULN|aDUR
372	55521 21131	   	159.83	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3DMG|49CGEN|5AART|6CDMG|7RCR|8VULN|aDUR
373	15521 21151	   	159.73	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2ZMB|3DMG|4CGEN|5AART|6CDMG|7RCR|8VULN|9DUR|aDUST
374	15521 21152	   	159.73	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2ZMB|3DMG|4CGEN|5AART|6CDMG|7RCR|8VULN|9DUR|aNUKE
375	15521 21153	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2ZMB|3DMG|4CGEN|5AART|6CDMG|7RCR|8VULN|9DUR|aERES
376	15521 21421	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ZMB|3DMG|4CGEN|5AART|6CDMG|7RCR|8TLV|9VULN|aASPD
377	21781 33451	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2MBVNT|35VULN|4LHND|6ASPD|7DMG|8AART|9RCR|aCDMG
378	21731 61742	   	159.61	DCR|3VULN|1AART|1ZMB|1DUR|1SELL	1RCVC|2MBVNT|35aVULN|4SELL|6RCR|7DUR|8AART|9ZMB
379	14242 36112	   	159.60	DCR|2AART|1VULN|1CDMG|1FLTHEA|1ASPD|1DUR	1LWND|2BEXP|34AART|5CDMG|6VULN|7FLTHEA|8RCR|9ASPD|aDUR
380	33353 52631	   	159.58	DCR|3VULN|1AART|1DMG	1CGEN|2ERES|3BEXP|4AART|57aVULN|6RCVC|8RCR|9DMG
381	13242 36112	   	159.50	DCR|2AART|1VULN|1CDMG|1FLTHEA|1ASPD|1DUR	1LWND|2DUST|34AART|5CDMG|6VULN|7FLTHEA|8RCR|9ASPD|aDUR
382	53242 36112	   	159.50	DCR|2AART|1VULN|1CDMG|1FLTHEA|1ASPD|1DUR	1LHND|2DUST|34AART|5CDMG|6VULN|7FLTHEA|8RCR|9ASPD|aDUR
383	21733 41458	 * 	159.47	DCR|2VULN|1AART|2CDMG|2ASPD|1DUR|1SELL	1RCVC|2MBVNT|3aVULN|4SELL|5DUR|6aCDMG|7aASPD|8AART|9RCR|aBPWR
384	21724 35164	   	159.41	DCR|3VULN|2DMG|1CDMG	1RCVC|2MBVNT|379VULN|4CGEN|57LWND|67DMG|7BPWR|8CDMG|aRCR
385	21621 51125	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3LHND|4CGEN|5AART|6CDMG|7RCR|8aVULN|9DMG
386	21621 51128	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3LHND|4CGEN|5AART|6CDMG|7RCR|8VULN|9aDMG
387	21621 51225	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3LHND|4CGEN|5AART|6CDMG|7RCR|8DMG|9aVULN
388	21621 51228	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3LHND|4CGEN|5AART|6CDMG|7RCR|8aDMG|9VULN
389	21721 51118	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|38VULN|4CGEN|5AART|6CDMG|7RCR|9RPLT|aDMG
390	21721 51222	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|39VULN|4CGEN|5AART|6CDMG|7RCR|8DMG|aDMSP
391	21721 51223	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|39VULN|4CGEN|5AART|6CDMG|7RCR|8DMG|aLHND
392	21721 51225	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|39VULN|4CGEN|5AART|6CDMG|7RCR|8DMG|aRMIN
393	21721 51226	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|39VULN|4CGEN|5AART|6CDMG|7RCR|8DMG|aFEWX
394	21721 51228	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|39VULN|4CGEN|5AART|6CDMG|7RCR|8DMG|aRPLT
395	21721 51235	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3aVULN|4CGEN|5AART|6CDMG|7RCR|8DMG|9BEXP
396	21721 51238	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3VULN|4CGEN|5AART|6CDMG|7RCR|8aDMG|9BEXP
397	21721 51245	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3aVULN|4CGEN|5AART|6CDMG|7RCR|8DMG|9LWND
398	21721 51248	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3VULN|4CGEN|5AART|6CDMG|7RCR|8aDMG|9LWND
399	21313 67123	   	159.31	DCR|3DMG|2VULN|1CDMG	1RCVC|2MBVNT|3RPLT|467DMG|57VULN|7BPWR|8CDMG|9BEXP|aRCR
400	23136 22451	   	159.31	DCR|2VULN|2DMG|2CDMG|1ASPD	1RCVC|27CDMG|37CANSTR|4LHND|58DMG|67VULN|7BPWR|9RCR|aASPD
401	23136 22453	   	159.31	DCR|2VULN|2DMG|2CDMG|1DUR	1RCVC|27CDMG|37CANSTR|4LHND|58DMG|67VULN|7BPWR|9RCR|aDUR
402	15236 51233	   	159.28	DCR|2VULN|1AART|1DMG|2ZMB	1LWND|2aZMB|3AART|45VULN|6NUKE|7ERES|8RCR|9DMG
403	21121 51125	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3TLV|4LHND|5AART|6CDMG|7RCR|8aVULN|9DMG
404	21121 51128	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3TLV|4LHND|5AART|6CDMG|7RCR|8VULN|9aDMG
405	21121 51265	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3TLV|4LHND|5AART|6CDMG|7RCR|8DMG|9aVULN
406	21121 51268	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3TLV|4LHND|5AART|6CDMG|7RCR|8aDMG|9VULN
407	21521 51125	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3ERES|4LHND|5AART|6CDMG|7RCR|8aVULN|9DMG
408	21521 51128	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3ERES|4LHND|5AART|6CDMG|7RCR|8VULN|9aDMG
409	21721 51221	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|39VULN|4CGEN|5AART|6CDMG|7RCR|8DMG|aERES
410	21721 51224	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|39VULN|4CGEN|5AART|6CDMG|7RCR|8DMG|aDUST
411	21313 67218	   	159.07	DCR|3DMG|2VULN|1CDMG|1SELL	1RCVC|2MBVNT|3RPLT|467DMG|57VULN|7BPWR|8SELL|9CDMG|aRCR
412	14213 11153	   	159.02	DCR|4VULN|1AART	1LWND|2BEXP|3AART|4LEGI|579aVULN|6RCR|8LHND
413	31653 12332	   	159.01	DCR|2VULN|2DMG|1AART	1CGEN|25TLV|3aVULN|4AART|67DMG|8DMSP|9RCR
414	21318 34278	   	158.98	DCR|3DMG|1AART|2CDMG	1RCVC|2MBVNT|3RPLT|47aDMG|5AART|67CDMG|7BPWR|8RCR|9LWND
415	14223 11152	   	158.89	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2BEXP|3AART|4DUR|579VULN|6RCR|8LHND|aASPD
416	34216 13612	   	158.81	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|2DUR|3LSRICY|4LIT|5DMG|67AART|8aVULN|9RCR
417	34316 13612	   	158.81	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|2DUR|3MGNLIT|4LIT|5DMG|67AART|8aVULN|9RCR
418	15534 31243	   	158.81	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1LWND|2ZMB|3aDMG|4CDMG|5MBVNT|6RCR|79DUR|8VULN
419	14213 11452	   	158.79	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2BEXP|3AART|4LEGI|579VULN|6RCR|8DUR|aASPD
420	14223 12462	   	158.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1LWND|2BEXP|3AART|4DUR|5VULN|6RCR|7TLV|89CDMG|aDMG
421	15235 21231	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|4VULN|5ASPD|6MLV|7RCVC|8RCR|9DMG|aCDMG
422	15235 26231	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	17LWND|2ZMB|3AART|4VULN|5ASPD|6MLV|8RCR|9DMG|aCDMG
423	23423 25116	   	158.59	DCR|2VULN|1AART|1DMG|2CDMG	1RCVC|29CDMG|3DMSP|48VULN|5AART|6DMG|7LWND|aRCR
424	13265 11153	   	158.57	DCR|3VULN|1AART|1CDMG	1LWND|2DUST|3AART|479VULN|5BEXP|6RCR|8LHND|aCDMG
425	14263 11153	   	158.57	DCR|3VULN|1AART|1CDMG	1LWND|2BEXP|3AART|479VULN|5DUST|6RCR|8LHND|aCDMG
426	53265 11323	   	158.57	DCR|3VULN|1AART|1CDMG	1LHND|2DUST|3AART|479VULN|5BEXP|6RCR|8FEWX|aCDMG
427	54213 11353	   	158.57	DCR|3VULN|1AART|1CDMG	1LHND|2BEXP|3AART|4LEGI|579VULN|6RCR|8FEWX|aCDMG
428	54263 11323	   	158.57	DCR|3VULN|1AART|1CDMG	1LHND|2BEXP|3AART|479VULN|5DUST|6RCR|8FEWX|aCDMG
429	15236 41312	   	158.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|8DUR|9RMIN|aLIT
430	15214 41233	   	158.55	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	149LWND|2ZMB|3AART|5DUR|6CDMG|7RCR|8aDMG
431	14222 13132	   	158.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2BEXP|3AART|4DUR|5AIRHEA|6DMG|7ZMB|8RCR|9VULN|aCDMG
432	15235 11231	   	158.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|4VULN|5ASPD|6TLV|7RCVC|8RCR|9DMG|aCDMG
433	15235 16231	   	158.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	17LWND|2ZMB|3AART|4VULN|5ASPD|6TLV|8RCR|9DMG|aCDMG
434	15235 51231	   	158.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|4VULN|5ASPD|6RCVC|7ERES|8RCR|9DMG|aCDMG
435	13213 11653	   	158.47	DCR|3VULN|1AART|1CDMG	1LWND|2DUST|3AART|4LEGI|579VULN|6RCR|8BEXP|aCDMG
436	14213 11253	   	158.47	DCR|3VULN|1AART|1CDMG	1LWND|2BEXP|3AART|4LEGI|579VULN|6RCR|8DUST|aCDMG
437	53213 11653	   	158.47	DCR|3VULN|1AART|1CDMG	1LHND|2DUST|3AART|4LEGI|579VULN|6RCR|8BEXP|aCDMG
438	53265 11223	   	158.47	DCR|3VULN|1AART|1CDMG	1LHND|2DUST|3AART|479VULN|5BEXP|6RCR|8MBVNT|aCDMG
439	54213 11263	   	158.47	DCR|3VULN|1AART|1CDMG	1LHND|2BEXP|3AART|4LEGI|579VULN|6RCR|8MBVNT|aCDMG
440	54263 11223	   	158.47	DCR|3VULN|1AART|1CDMG	1LHND|2BEXP|3AART|479VULN|5DUST|6RCR|8MBVNT|aCDMG
441	15236 41313	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|8DUR|9RMIN|aERES
442	13222 13132	   	158.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUST|3AART|4DUR|5AIRHEA|6DMG|7ZMB|8RCR|9VULN|aCDMG
443	15236 21332	   	158.31	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8DUR|9CDMG|aCGEN
444	15233 25421	   	158.26	DCR|2AART|2VULN|1CDMG|1ZMB	1LWND|2ZMB|36AART|48VULN|5LIT|7FEWX|9RCR|aCDMG
445	15236 21335	   	158.21	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8DUR|9CDMG|aDUST
446	15233 23421	   	158.16	DCR|2AART|2VULN|1CDMG|1ZMB	1LWND|2ZMB|36AART|48VULN|5LIT|7DUST|9RCR|aCDMG
447	15235 22252	   	158.16	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ZMB|3AART|479VULN|5ASPD|6MLV|8RCR|aCGEN
448	15235 22253	   	158.16	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ZMB|3AART|479VULN|5ASPD|6MLV|8RCR|aDMSP
449	15236 21336	   	158.07	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|2SELL	1LWND|2ZMB|3AART|45VULN|6aSELL|7RCR|8DUR|9CDMG
450	15235 12252	   	158.06	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ZMB|3AART|479VULN|5ASPD|6TLV|8RCR|aCGEN
451	15235 12253	   	158.06	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ZMB|3AART|479VULN|5ASPD|6TLV|8RCR|aDMSP
452	15236 31252	   	158.06	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ZMB|3AART|459VULN|6ASPD|7ERES|8RCR|aRPLT
453	15236 31253	   	158.06	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ZMB|3AART|459VULN|6ASPD|7ERES|8RCR|aBELT
454	15236 62214	   	158.06	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2ZMB|3AART|457VULN|6MBVNT|8RCR|9BEXP|aDUR
455	15236 62224	   	158.06	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2ZMB|3AART|457VULN|6MBVNT|8RCR|9LIT|aDUR
456	15235 22251	   	158.06	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ZMB|3AART|479VULN|5ASPD|6MLV|8RCR|aERES
457	21741 32273	   	158.05	DCR|4VULN|1AART|2DUR	1RCVC|2MBVNT|3568VULN|47DUR|9AART|aRCR
458	21744 31273	   	158.05	DCR|4VULN|1AART|2DUR	1RCVC|2MBVNT|3678VULN|45DUR|9AART|aRCR
459	15124 52332	   	158.03	DCR|2VULN|1AART|1DMG|1ZMB	135LWND|2ZMB|4LHND|6RCR|7AART|89VULN|aDMG
460	15235 12251	   	157.96	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ZMB|3AART|479VULN|5ASPD|6TLV|8RCR|aERES
461	15236 31251	   	157.96	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|2ZMB|3AART|459VULN|6ASPD|7aERES|8RCR
462	15236 62244	   	157.96	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2ZMB|3AART|457VULN|6MBVNT|8RCR|9DUST|aDUR
463	15223 41252	   	157.94	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG	1LWND|25ZMB|3AART|4LHND|6CDMG|7RCR|8DMG|9VULN|aLIT
464	15263 31112	   	157.93	DCR|2VULN|1AART|2CDMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9RPLT|aFEWX
465	15263 31115	   	157.93	DCR|2VULN|1AART|2CDMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9RPLT|aLHND
466	15263 31121	   	157.93	DCR|2VULN|1AART|2CDMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9BELT|aLSRICY
467	15263 31124	   	157.93	DCR|2VULN|1AART|2CDMG|1ZMB	1aLWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9BELT
468	15263 31131	   	157.93	DCR|2VULN|1AART|2CDMG|1ZMB	1aLWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9RCVC
469	15263 31132	   	157.93	DCR|2VULN|1AART|2CDMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9RCVC|aLIT
470	15263 31153	   	157.93	DCR|2VULN|1AART|2CDMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9CGEN|aBEXP
471	15263 31162	   	157.93	DCR|2VULN|1AART|2CDMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9FEWX|aLHND
472	15263 31163	   	157.93	DCR|2VULN|1AART|2CDMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9FEWX|aCGEN
473	23611 23513	   	157.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2CDMG|3DUST|4DUR|59VULN|6LIT|7AART|8DMG|aRCR
