0	Index      	 *	Score 	Summary	Detail	
1	31463 21353	 * 	179.97	DCR|3VULN|3DMG|1CDMG	17LHND|2CGEN|347DMG|57aVULN|6RMIN|7BPWR|8RCR|9CDMG
336	41223 46112	   	153.66	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1MLV|26CDMG|3DUST|4AART|5RCR|7BEXP|8DUR|9DMG|aVULN
337	51223 41122	   	153.66	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1CGEN|26CDMG|3DUST|4AART|5RCR|7ASPD|8DMSP|9DMG|aVULN
338	51223 46112	   	153.66	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1CGEN|26CDMG|3DUST|4AART|5RCR|7BEXP|8DUR|9DMG|aVULN
339	33354 43212	   	153.58	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1LHND|2RCVC|3ZMB|4SELL|5BEXP|6AART|7aVULN|8RCR|9DMG
340	32483 24674	 * 	153.58	DCR|3DMG|1AART|1VULN	1LHND|2MBVNT|3LIT|4LWND|589DMG|6AART|7VULN|aRCR
341	41222 53311	   	153.49	DCR|2AART|1VULN|2CDMG|1ZMB	1MLV|25CDMG|3DUST|48AART|6RCR|7VULN|9LIT|aZMB
342	41222 53353	   	153.49	DCR|2AART|1VULN|2CDMG|1ZMB	1MLV|25CDMG|3DUST|48AART|6RCR|7VULN|9FEWX|aZMB
343	41223 23265	   	153.49	ACR|3VULN|1AART|1CDMG	1MLV|2CDMG|36DUST|4AART|5RCR|79aVULN|8RMIN
344	51223 23265	   	153.49	ACR|3VULN|1AART|1CDMG	1CGEN|2CDMG|36DUST|4AART|5RCR|79aVULN|8RMIN
345	33355 43212	   	153.48	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1LHND|2RCVC|3ZMB|4SELL|5DUST|6AART|7aVULN|8RCR|9DMG
346	32473 24674	   	153.48	DCR|3DMG|1AART|1VULN	1LHND|2MBVNT|3LIT|4LEGI|589DMG|6AART|7VULN|aRCR
347	31463 13351	   	153.47	DCR|3DMG|1VULN|1CDMG|1ASPD	1LHND|2CGEN|346DMG|5VULN|7RMIN|8RCR|9CDMG|aASPD
348	31463 13352	   	153.47	DCR|3DMG|1VULN|1CDMG|1DUR	1LHND|2CGEN|346DMG|5VULN|7RMIN|8RCR|9CDMG|aDUR
349	43121 12355	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1MLV|24TLV|34aVULN|4BPWR|5DUR|6DMG|7CGEN|8RCR|9CDMG
350	11451 23114	   	153.36	DCR|2DMG|1AART|1VULN|1ASPD	1FEWX|27CGEN|35DMG|4RMIN|6RCR|8AART|9VULN|aASPD
351	11451 23115	   	153.36	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|27CGEN|35DMG|4RMIN|6RCR|8AART|9VULN|aDUR
352	12561 84124	   	153.27	DCR|3VULN|1AART|1CDMG	136FEWX|2MBVNT|456VULN|6BPWR|7RCR|8AART|9RCVC|aCDMG
353	12561 84144	   	153.27	DCR|3VULN|1AART|1CDMG	136FEWX|2MBVNT|456VULN|6BPWR|7RCR|8AART|9BEXP|aCDMG
354	53121 12355	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1CGEN|24TLV|34aVULN|4BPWR|5DUR|6DMG|7ERES|8RCR|9CDMG
355	11161 23114	   	153.26	DCR|2DMG|1AART|1VULN|1ASPD	1FEWX|27CGEN|3ERES|45DMG|6RCR|8AART|9VULN|aASPD
356	11161 23115	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|27CGEN|3ERES|45DMG|6RCR|8AART|9VULN|aDUR
357	11411 23114	   	153.26	DCR|2DMG|1AART|1VULN|1ASPD	1FEWX|27CGEN|35DMG|4ERES|6RCR|8AART|9VULN|aASPD
358	11411 23115	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|27CGEN|35DMG|4ERES|6RCR|8AART|9VULN|aDUR
359	11462 23114	   	153.26	DCR|2DMG|1AART|1VULN|1ASPD	1FEWX|27CGEN|34DMG|5TLV|6RCR|8AART|9VULN|aASPD
360	11462 23115	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|27CGEN|34DMG|5TLV|6RCR|8AART|9VULN|aDUR
361	41222 33216	   	153.24	DCR|1AART|1VULN|2CDMG|1DMG|1DUR	1MLV|25CDMG|3DUST|4AART|6DUR|7VULN|8RCR|9DMG|aRPLT
362	41222 32212	   	153.24	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1MLV|25CDMG|3DUST|4AART|6DUR|7LWND|8RCR|9DMG|aVULN
363	51221 16213	   	153.17	DCR|3DMG|1AART|1CDMG	1aCGEN|2CDMG|3aDUST|4AART|5LHND|6ERES|79aDMG|8RCR|aBPWR
364	11161 25114	   	153.16	DCR|2DMG|1AART|1VULN|1ASPD	1FEWX|2CGEN|37ERES|45DMG|6RCR|8AART|9VULN|aASPD
365	11161 25115	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2CGEN|37ERES|45DMG|6RCR|8AART|9VULN|aDUR
366	11411 25114	   	153.16	DCR|2DMG|1AART|1VULN|1ASPD	1FEWX|2CGEN|35DMG|47ERES|6RCR|8AART|9VULN|aASPD
367	11411 25115	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2CGEN|35DMG|47ERES|6RCR|8AART|9VULN|aDUR
368	43551 13332	   	153.16	DCR|2DMG|1AART|1VULN|2DUR	1MLV|2TLV|3aDUR|4RMIN|56DMG|7VULN|8RCR|9AART
369	41222 33214	   	153.14	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1MLV|25CDMG|3DUST|4AART|6DUR|7VULN|8RCR|9DMG|aTLV
370	53123 33552	   	153.08	DCR|4VULN|1DMG|1ZMB	1CGEN|24TLV|3457VULN|4BPWR|6LWND|8ZMB|9DMG|aRCR
371	34621 12321	   	152.94	DCR|3VULN|1DMG|2CDMG	1LHND|2aLWND|3DMG|4TLV|56aVULN|7BEXP|8RCR|9aCDMG|aBPWR
372	11412 13512	   	152.86	DCR|3VULN|2DMG	1aFEWX|2CGEN|3aDMG|4ERES|5LHND|6LEGI|7RCR|89aVULN|aBPWR
373	31413 13512	   	152.86	DCR|3VULN|2DMG	1aLHND|2CGEN|3aDMG|4ERES|5FEWX|6LEGI|7RCR|89aVULN|aBPWR
374	32537 62443	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2MBVNT|3FEWX|4CDMG|5RCVC|6RCR|7DMG|8VULN|9AART|aZMB
375	32443 22463	 * 	152.76	DCR|2VULN|1AART|1DMG|2DUR	1aLHND|2MBVNT|3LIT|4aDUR|5DMG|6AART|7FEWX|8aVULN|9RCR|aBPWR
376	54311 13324	   	152.76	DCR|2DMG|1AART|1VULN|2DUR	13CGEN|23DUR|3BPWR|4BEXP|56DMG|7VULN|8RCR|9MLV|aAART
377	54311 13334	   	152.76	DCR|2DMG|1AART|1VULN|2DUR	13CGEN|23DUR|3BPWR|4BEXP|56DMG|7VULN|8RCR|9RMIN|aAART
378	31431 33522	   	152.75	DCR|2VULN|2DMG|1ZMB|1ASPD	1LHND|2CGEN|35DMG|4ZMB|6ASPD|7aVULN|8RCR|9MLV
379	31431 33532	   	152.75	DCR|2VULN|2DMG|1ZMB|1ASPD	1LHND|2CGEN|35DMG|4ZMB|6ASPD|7aVULN|8RCR|9RMIN
380	31431 34226	   	152.75	DCR|2VULN|2DMG|1ZMB|1ASPD	17LHND|2CGEN|35DMG|4ZMB|6ASPD|8RCR|9aVULN
381	11443 63222	   	152.73	DCR|3VULN|1DMG|1CDMG|1ZMB	1FEWX|2CGEN|3DMG|4RCVC|567VULN|8CDMG|9ZMB|aRCR
382	11541 63222	   	152.73	DCR|3VULN|1DMG|1CDMG|1ZMB	14FEWX|2CGEN|367VULN|5DMG|8CDMG|9ZMB|aRCR
383	52631 12152	   	152.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2RPLT|3DMG|4ZMB|58AART|6ERES|7DUR|9RCR|aVULN
384	45124 11121	   	152.70	DCR|3VULN|2DMG|1DUR	17MLV|24CGEN|347VULN|47BPWR|5MBVNT|67DMG|8DUR|9ERES|aRCR
385	51411 16213	   	152.67	DCR|3DMG|1AART|1CDMG	1aCGEN|2CDMG|3aBEXP|4DUST|5AART|6ERES|79aDMG|8RCR|aBPWR
386	51611 16213	   	152.67	DCR|3DMG|1AART|1CDMG	1aCGEN|2CDMG|3aFEWX|4DUST|5AART|6ERES|79aDMG|8RCR|aBPWR
387	11161 22426	   	152.66	DCR|2DMG|1AART|1VULN|1ASPD	1FEWX|2CGEN|3ERES|45DMG|6RCR|7LHND|8ASPD|9AART|aVULN
388	11411 22426	   	152.66	DCR|2DMG|1AART|1VULN|1ASPD	1FEWX|2CGEN|35DMG|4ERES|6RCR|7LHND|8ASPD|9AART|aVULN
389	44311 13314	   	152.66	DCR|2DMG|1AART|1VULN|2DUR	13MLV|23DUR|3BPWR|4BEXP|56DMG|7VULN|8RCR|9ERES|aAART
390	54311 13314	   	152.66	DCR|2DMG|1AART|1VULN|2DUR	13CGEN|23DUR|3BPWR|4BEXP|56DMG|7VULN|8RCR|9ERES|aAART
391	12852 41343	   	152.65	DCR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2MBVNT|37DMG|4BELT|5ZMB|69VULN|8RCR|aDUR
392	31431 33512	   	152.65	DCR|2VULN|2DMG|1ZMB|1ASPD	1LHND|2CGEN|35DMG|4ZMB|6ASPD|7aVULN|8RCR|9ERES
393	51223 33511	 * 	152.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1CGEN|2CDMG|3DUST|4AART|5RCR|68DUR|7BELT|9DMG|aVULN
394	12483 18152	   	152.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1FEWX|2MBVNT|3LIT|4DMG|5AART|69CDMG|7VULN|8RCR|aDUR
395	52611 52331	   	152.63	DCR|3DMG|1VULN|2ZMB	1aCGEN|2RPLT|34aDMG|5VULN|6RCR|7NUKE|8BEXP|9aZMB|aBPWR
396	43151 63222	   	152.63	DCR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2TLV|367VULN|4RMIN|5DMG|8CDMG|9ZMB|aRCR
397	45111 63222	   	152.63	DCR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2CGEN|367VULN|4ERES|5DMG|8CDMG|9ZMB|aRCR
398	53123 16222	   	152.63	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|24TLV|345VULN|4BPWR|6MLV|7DMG|8CDMG|9ZMB|aRCR
399	53151 63222	   	152.63	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2TLV|367VULN|4RMIN|5DMG|8CDMG|9ZMB|aRCR
400	43124 11131	   	152.60	DCR|3VULN|2DMG|1DUR	17MLV|24TLV|347VULN|47BPWR|5MBVNT|67DMG|8DUR|9CGEN|aRCR
401	13563 13321	 * 	152.57	DCR|1VULN|1DMG|1CDMG|1FLTHEA|2DUR|1ZMB	1FEWX|23DUR|4DMG|5VULN|6LHND|7RCR|8ZMB|9CDMG|aFLTHEA
402	34653 33321	   	152.57	DCR|1VULN|1DMG|1FLTHEA|1CDMG|2DUR|1ZMB	1LHND|2LWND|3DMG|48DUR|5VULN|6ZMB|7RCR|9CDMG|aFLTHEA
403	32662 34743	 * 	152.57	DCR|2AART|1VULN|2ZMB|1CDMG|1DUR	1LHND|2MBVNT|38ZMB|4DUR|5CDMG|6VULN|7RCR|9aAART
404	32443 25464	   	152.56	DCR|2VULN|1AART|1DMG|2DUR	1LHND|2MBVNT|3LIT|4aDUR|5DMG|6AART|78VULN|9RCR
405	43111 63222	   	152.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2TLV|367VULN|4ERES|5DMG|8CDMG|9ZMB|aRCR
406	53111 63222	   	152.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2TLV|367VULN|4ERES|5DMG|8CDMG|9ZMB|aRCR
407	53123 56222	   	152.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|24TLV|345VULN|4BPWR|6ERES|7DMG|8CDMG|9ZMB|aRCR
408	56121 63222	   	152.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2ERES|367VULN|4TLV|5DMG|8CDMG|9ZMB|aRCR
409	43124 11121	   	152.50	DCR|3VULN|2DMG|1DUR	17MLV|24TLV|347VULN|47BPWR|5MBVNT|67DMG|8DUR|9ERES|aRCR
410	53124 11121	   	152.50	DCR|3VULN|2DMG|1DUR	17CGEN|24TLV|347VULN|47BPWR|5MBVNT|67DMG|8DUR|9ERES|aRCR
411	12652 34141	   	152.47	DCR|1VULN|1DMG|1CDMG|1FLTHEA|2DUR|1ZMB	1FEWX|2MBVNT|38DUR|4ZMB|5CDMG|6VULN|7RCR|9DMG|aFLTHEA
412	43151 11335	   	152.37	DCR|2DMG|2AART|1VULN	1MLV|2TLV|3VULN|4RMIN|56DMG|7LWND|8RCR|9aAART
413	53151 11335	   	152.37	DCR|2DMG|2AART|1VULN	1CGEN|2TLV|3VULN|4RMIN|56DMG|7LWND|8RCR|9aAART
414	55523 11112	   	152.26	ACR|2VULN|2DMG|2DUR	127CGEN|3RCR|4ERES|57VULN|67DMG|7BPWR|89DUR|aDUST
415	55523 11123	   	152.26	ACR|2VULN|2DMG|2DUR	127CGEN|3RCR|49ERES|57VULN|67DMG|7BPWR|8aDUR
416	12173 18341	 * 	152.18	DCR|2VULN|1AART|2CDMG|2ASPD	19FEWX|2MBVNT|39ASPD|4LIT|5AART|68CDMG|79VULN|9BPWR|aRCR
417	12483 31731	   	152.18	DCR|2DMG|1AART|1VULN|1CDMG	16FEWX|2MBVNT|3LIT|47DMG|5AART|8VULN|9CDMG|aRCR
418	12873 31731	   	152.18	DCR|2DMG|1AART|1VULN|1CDMG	16FEWX|2MBVNT|37DMG|4LIT|5AART|8VULN|9CDMG|aRCR
419	11161 23614	   	152.06	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|27CGEN|3ERES|45DMG|6RCR|8VULN|9DUR|aAART
420	11411 23614	   	152.06	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|27CGEN|35DMG|4ERES|6RCR|8VULN|9DUR|aAART
421	12443 54763	   	151.96	DCR|2DMG|1AART|1VULN|2DUR	1FEWX|2MBVNT|3LIT|46DUR|5aDMG|7AART|8VULN|9RCR
422	32463 54464	   	151.96	DCR|2VULN|1AART|1DMG|2DUR	1LHND|2MBVNT|3LIT|48VULN|5DMG|6aDUR|7AART|9RCR
423	32467 24247	 * 	151.87	DCR|3VULN|1AART|2ASPD	1LHND|2MBVNT|3LIT|479VULN|5aASPD|6AART|8RCR
424	13561 22122	 * 	151.84	DCR|2VULN|2DMG|2DUR	19FEWX|23DUR|45DMG|6RCR|7LHND|8aVULN
425	13561 23522	   	151.84	DCR|2VULN|2DMG|2DUR	1FEWX|23DUR|45DMG|6RCR|7CGEN|8aVULN|9MLV
426	13561 23532	   	151.84	DCR|2VULN|2DMG|2DUR	1FEWX|23DUR|45DMG|6RCR|7CGEN|8aVULN|9RMIN
427	13561 23126	   	151.84	DCR|2VULN|2DMG|2DUR	18FEWX|23DUR|45DMG|6RCR|7CGEN|9aVULN
428	41223 21263	   	151.81	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1aMLV|2CDMG|36aDUST|4AART|5RCR|7ASPD|8DUR|9aVULN|aBPWR
429	51223 21263	   	151.81	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1aCGEN|2CDMG|36aDUST|4AART|5RCR|7ASPD|8DUR|9aVULN|aBPWR
430	32463 22563	   	151.77	DCR|2DMG|2AART|1VULN	1LHND|2MBVNT|3LIT|4VULN|5aDMG|68AART|7FEWX|9RCR
431	51223 16316	   	151.75	ACR|2AART|1VULN|1DMG|1CDMG	1CGEN|2CDMG|3DUST|48AART|5RCR|6ERES|7DMG|9LIT|aVULN
432	51223 16325	   	151.75	ACR|2AART|1VULN|1DMG|1CDMG	1CGEN|2CDMG|3DUST|48AART|5RCR|6ERES|7DMG|9RMIN|aVULN
433	51223 16342	   	151.75	ACR|2AART|1VULN|1DMG|1CDMG	19CGEN|2CDMG|3DUST|48AART|5RCR|6ERES|7DMG|aVULN
434	41223 14122	   	151.75	ACR|2AART|1VULN|1DMG|1CDMG	17MLV|2CDMG|3DUST|48AART|5RCR|6ERES|9DMG|aVULN
435	51223 12122	   	151.75	ACR|2AART|1VULN|1DMG|1CDMG	17CGEN|2CDMG|3DUST|48AART|5RCR|6ERES|9DMG|aVULN
436	41511 25233	 * 	151.75	DCR|3ZMB|1AART|1DMG|1CDMG|1ASPD	1MLV|2CDMG|3ASPD|4LIT|579ZMB|6DMG|8RCR|aAART
437	41522 25233	   	151.75	DCR|3ZMB|1AART|1DMG|1CDMG|1ASPD	1MLV|2CDMG|3ASPD|479ZMB|5LIT|6DMG|8RCR|aAART
438	13561 23512	   	151.74	DCR|2VULN|2DMG|2DUR	1FEWX|23DUR|45DMG|6RCR|7CGEN|8aVULN|9ERES
439	11552 21153	   	151.73	DCR|2VULN|2AART|2CDMG|1SELL	1aFEWX|2CGEN|3aVULN|4SELL|5aCDMG|67AART|8RPLT|9RCR|aBPWR
440	13634 12212	   	151.72	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	1FEWX|26DUR|3LWND|4CDMG|5AART|7CGEN|8RCR|9DMG|aVULN
441	13634 14212	   	151.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|26DUR|3LWND|4CDMG|5AART|7MLV|8RCR|9DMG|aVULN
442	13634 15212	   	151.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|26DUR|3LWND|4CDMG|5AART|7RMIN|8RCR|9DMG|aVULN
443	14534 12212	   	151.72	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	1FEWX|2LWND|36DUR|4CDMG|5AART|7CGEN|8RCR|9DMG|aVULN
444	41223 21262	   	151.71	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1MLV|2CDMG|36DUST|4AART|5RCR|7ASPD|8DUR|9aVULN
445	51223 21262	   	151.71	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|2CDMG|36DUST|4AART|5RCR|7ASPD|8DUR|9aVULN
446	41223 24122	   	151.65	ACR|2AART|1VULN|1DMG|1CDMG	1MLV|2CDMG|36DUST|48AART|5RCR|7ERES|9DMG|aVULN
447	41223 43361	 * 	151.65	ACR|2AART|1VULN|2CDMG|2ASPD	1MLV|26CDMG|3DUST|48AART|5RCR|7VULN|9aASPD
448	51223 24122	   	151.65	ACR|2AART|1VULN|1DMG|1CDMG	1CGEN|2CDMG|36DUST|48AART|5RCR|7ERES|9DMG|aVULN
449	32463 24531	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	18LHND|2MBVNT|3LIT|47VULN|5DMG|6AART|9CDMG|aRCR
450	32463 24831	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2MBVNT|3LIT|47VULN|5DMG|6AART|8RCVC|9CDMG|aRCR
451	32767 32443	 * 	151.57	DCR|2AART|1VULN|1DMG|2DUR|1SELL	1LHND|2MBVNT|3DMG|45DUR|6RCR|7SELL|8VULN|9aAART
452	12531 11141	   	151.57	DCR|3DMG|1AART|2ZMB	137FEWX|2MBVNT|47ZMB|567DMG|7BPWR|8RCR|9AART|aLHND
453	12531 11148	   	151.57	DCR|3DMG|1AART|2ZMB	137FEWX|2MBVNT|47ZMB|567DMG|7BPWR|8RCR|9AART|aCGEN
454	12531 11143	   	151.47	DCR|3DMG|1AART|2ZMB	137FEWX|2MBVNT|47ZMB|567DMG|7BPWR|8RCR|9AART|aTLV
455	12531 11144	   	151.47	DCR|3DMG|1AART|2ZMB	137FEWX|2MBVNT|47ZMB|567DMG|7BPWR|8RCR|9AART|aLEGI
456	35521 13334	   	151.47	DCR|4VULN|1CDMG|1ZMB	1LHND|2BEXP|3ZMB|4ERES|5679VULN|8RCR|aCDMG
457	32181 13175	   	151.46	DCR|3VULN|1AART|1ZMB|1ASPD	1LHND|2MBVNT|3ASPD|4ZMB|568VULN|7CGEN|9RCR|aAART
458	12863 43344	   	151.44	DCR|2AART|1VULN|1DMG|1CDMG	1FEWX|2MBVNT|3DMG|4LHND|5VULN|6RMIN|7RCR|8aAART|9CDMG
459	12864 13344	   	151.44	DCR|2AART|1VULN|1DMG|1CDMG	1FEWX|2MBVNT|3DMG|4LHND|5RMIN|6VULN|7RCR|8aAART|9CDMG
460	32753 43344	   	151.44	DCR|2AART|1VULN|1DMG|1CDMG	1LHND|2MBVNT|3DMG|4FEWX|5VULN|6RMIN|7RCR|8aAART|9CDMG
461	32754 13344	   	151.44	DCR|2AART|1VULN|1DMG|1CDMG	1LHND|2MBVNT|3DMG|4FEWX|5RMIN|6VULN|7RCR|8aAART|9CDMG
462	33165 34112	   	151.44	DCR|2AART|1VULN|1DMG|1CDMG	1LHND|2RCVC|3VULN|4DMG|5LIT|6DUST|7RCR|89AART|aCDMG
463	51226 52212	   	151.44	DCR|2AART|1DMG|1VULN|1CDMG	1CGEN|2CDMG|3DUST|45AART|6BEXP|7LWND|8RCR|9DMG|aVULN
464	51223 31263	   	151.38	ACR|2VULN|1AART|2CDMG|1DUR	17aCGEN|2aCDMG|3DUST|4AART|5RCR|6DUR|8RMIN|9aVULN|aBPWR
465	52522 22161	   	151.36	DCR|2DMG|1VULN|1CDMG|1FLTHEA|1DUR	1CGEN|2RPLT|3FLTHEA|49DMG|5DUR|6ERES|7VULN|8RCR|aCDMG
466	12121 18475	   	151.36	DCR|3VULN|1AART|1ZMB|1ASPD	1FEWX|2MBVNT|3ASPD|4TLV|567VULN|8ZMB|9RCR|aAART
467	32121 18275	   	151.36	DCR|3VULN|1AART|1ZMB|1ASPD	1LHND|2MBVNT|3ASPD|4TLV|567VULN|8ZMB|9RCR|aAART
468	12531 17425	   	151.33	DCR|2DMG|1AART|1VULN|1ZMB	13FEWX|2MBVNT|4ZMB|56DMG|7VULN|8RCR|9MLV|aAART
469	12531 17435	   	151.33	DCR|2DMG|1AART|1VULN|1ZMB	13FEWX|2MBVNT|4ZMB|56DMG|7VULN|8RCR|9RMIN|aAART
470	12531 41383	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	13FEWX|2MBVNT|4ZMB|5DMG|69VULN|7RPLT|8RCR|aAART
471	12731 17425	   	151.33	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2MBVNT|3RCVC|4ZMB|56DMG|7VULN|8RCR|9MLV|aAART
472	12731 17435	   	151.33	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2MBVNT|3RCVC|4ZMB|56DMG|7VULN|8RCR|9RMIN|aAART
473	12731 41383	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2MBVNT|3RCVC|4ZMB|5DMG|69VULN|7RPLT|8RCR|aAART
474	12852 41322	   	151.33	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2MBVNT|37DMG|4BELT|5ZMB|6VULN|8RCR|9LIT|aAART
475	31231 13534	   	151.33	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2CGEN|3NUKE|4ZMB|56DMG|7VULN|8RCR|9RMIN|aAART
476	12531 17415	   	151.23	DCR|2DMG|1AART|1VULN|1ZMB	13FEWX|2MBVNT|4ZMB|56DMG|7VULN|8RCR|9ERES|aAART
477	12731 17415	   	151.23	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2MBVNT|3RCVC|4ZMB|56DMG|7VULN|8RCR|9ERES|aAART
478	11161 23643	   	151.23	DCR|3DMG|1VULN|1CDMG	1FEWX|27CGEN|3ERES|459DMG|6RCR|8VULN|aCDMG
479	11411 23643	   	151.23	DCR|3DMG|1VULN|1CDMG	1FEWX|27CGEN|359DMG|4ERES|6RCR|8VULN|aCDMG
480	13116 63261	 * 	151.23	DCR|1AART|1VULN|1DMG|3DUR|1ASPD	1FEWX|257DUR|3ASPD|4BEXP|6RCR|8VULN|9AART|aDMG
481	13463 13326	   	151.21	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	13FEWX|2DUR|4DMG|5aVULN|6LHND|7RCR|8ZMB|9CDMG
482	41223 41362	   	151.21	ACR|1AART|1VULN|2CDMG|2ASPD|1ZMB	1MLV|26CDMG|3DUST|4AART|5RCR|79ASPD|8ZMB|aVULN
483	41223 41363	 * 	151.21	ACR|1AART|1DMG|2CDMG|2ASPD|1ZMB	1MLV|26CDMG|3DUST|4AART|5RCR|79ASPD|8ZMB|aDMG
484	41223 23422	   	151.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2CDMG|368DUST|4AART|5RCR|7VULN|9ZMB|aDMG
485	51223 23422	   	151.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|368DUST|4AART|5RCR|7VULN|9ZMB|aDMG
486	41223 43261	   	151.18	ACR|2VULN|1AART|2CDMG|1ASPD	1MLV|26CDMG|3DUST|4AART|5RCR|79VULN|8RMIN|aASPD
487	51223 43261	   	151.18	ACR|2VULN|1AART|2CDMG|1ASPD	1CGEN|26CDMG|3DUST|4AART|5RCR|79VULN|8RMIN|aASPD
488	41223 43163	   	151.18	ACR|2VULN|1AART|2CDMG|1ASPD	1MLV|26CDMG|3DUST|4AART|5RCR|7aVULN|8RCVC|9ASPD
489	11163 63326	   	151.11	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2CGEN|3ERES|4DMG|5aVULN|6DUR|7RCR|8ZMB|9CDMG
490	11413 63326	   	151.11	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2CGEN|3DMG|4ERES|5aVULN|6DUR|7RCR|8ZMB|9CDMG
491	41222 53223	   	151.10	DCR|1AART|1VULN|2CDMG|1DMG	1MLV|25CDMG|3DUST|4AART|6RCR|7VULN|8RMIN|9RPLT|aDMG
492	41222 52512	   	151.10	DCR|1AART|1VULN|1DMG|2CDMG	1MLV|25CDMG|3DUST|4AART|6RCR|7LWND|8LHND|9DMG|aVULN
493	41223 11562	   	151.08	ACR|2VULN|1AART|2CDMG|1DUR	1MLV|27CDMG|3DUST|4AART|5RCR|6ERES|8DUR|9aVULN
494	51223 11562	   	151.08	ACR|2VULN|1AART|2CDMG|1DUR	1CGEN|27CDMG|3DUST|4AART|5RCR|6ERES|8DUR|9aVULN
495	41223 43362	 * 	151.08	ACR|2AART|3CDMG|1VULN|1ASPD	1MLV|26aCDMG|3DUST|48AART|5RCR|7VULN|9ASPD
496	12843 53843	   	151.03	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2MBVNT|3DMG|4BASICY|5AART|6RCR|7DUR|8VULN|9MLV|aCDMG
497	13351 16213	   	151.00	DCR|3DMG|1AART|2DUR|1SELL	1aFEWX|2aDUR|3TLV|4SELL|5AART|6ERES|79aDMG|8RCR|aBPWR
498	41222 54222	   	151.00	DCR|1AART|1VULN|1DMG|2CDMG	1MLV|25CDMG|3DUST|4AART|6RCR|7ERES|8DMSP|9DMG|aVULN
499	11423 26114	 * 	150.98	DCR|2DMG|1AART|1VULN|1FLTHEA	16FEWX|2CGEN|39DMG|4FLTHEA|5ERES|7AART|8VULN|aRCR
500	54311 13362	 * 	150.96	DCR|2VULN|2DMG|3DUR	13CGEN|239DUR|3BPWR|4BEXP|56DMG|7aVULN|8RCR
501	51226 14121	   	150.91	DCR|3AART|1VULN|1DMG|1CDMG	16CGEN|2CDMG|3DUST|458AART|7DMG|9VULN|aRCR
502	51226 34121	   	150.91	DCR|3AART|1VULN|1DMG|1CDMG	1CGEN|2CDMG|3DUST|458AART|6RCVC|7DMG|9VULN|aRCR
