0	Index      	 *	Score 	Summary	Detail	
1	12625 11511	 * 	185.95	DCR|2VULN|3ZMB|1AART|1DMG|2DUR	134ZMB|24DUR|4BPWR|59VULN|6RCR|7LIT|8DMG|aAART
325	13343 18182	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2BEXP|3RCVC|4MBVNT|5aVULN|69DMG|7RCR|8CDMG
326	42142 43384	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1MBVNT|2RMIN|36VULN|4ZMB|5CDMG|7RCR|8FEWX|9aDMG
327	13621 13623	   	161.76	DCR|2DMG|3ZMB|1VULN|1CDMG	134ZMB|24BEXP|4BPWR|56DMG|7RCR|8VULN|9LIT|aCDMG
328	13621 13132	   	161.76	DCR|2DMG|3ZMB|1VULN|1CDMG	134ZMB|24BEXP|4BPWR|56DMG|7RCR|8CDMG|9DMSP|aVULN
329	42123 44571	   	161.76	DCR|4VULN|1AART|1DUR	1MBVNT|2RMIN|358aVULN|4RCVC|6AART|7RCR|9DUR
330	42123 44231	   	161.76	DCR|4VULN|1AART|1DUR	1MBVNT|2RMIN|359aVULN|4RCVC|6AART|7RCR|8DUR
331	48136 13113	   	161.75	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2LWND|35VULN|4ASPD|68DMG|7AART|9DUST|aRCR
332	63524 12232	 * 	161.71	DCR|3AART|1VULN|1DMG|1CDMG	1BEXP|247AART|3VULN|5LIT|6RCR|8TLV|9DMG|aCDMG
333	21325 12266	   	161.61	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2CDMG|3DUST|4DUR|5RCR|6AART|7ASPD|89VULN|aZMB
334	43131 18211	   	161.61	DCR|2DMG|2AART|1VULN|1ASPD	1MBVNT|2FEWX|3VULN|4ASPD|56DMG|7RCR|8VENICY|9aAART
335	43136 18211	   	161.61	DCR|2VULN|2AART|1DMG|1ASPD	1MBVNT|2FEWX|35VULN|4ASPD|6DMG|7RCR|8VENICY|9aAART
336	46131 18211	   	161.61	DCR|2DMG|2AART|1VULN|1ASPD	1MBVNT|2BEXP|3VULN|4ASPD|56DMG|7RCR|8VENICY|9aAART
337	44514 41621	   	161.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6ZMB|7ERES|8aVULN|9AART
338	44514 42421	   	161.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6ZMB|7TLV|8aVULN|9AART
339	24321 15253	 * 	161.58	DCR|3DMG|3CDMG|1VULN	149LWND|249DMG|3RCVC|49BPWR|5VULN|6MLV|7RCR|89aCDMG
340	43182 42245	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|24FEWX|37VULN|5CDMG|6DMG|8RCR|9AART|aASPD
341	43144 18482	   	161.51	DCR|2VULN|2DMG|1AART	1MBVNT|2FEWX|35VULN|4LHND|6aDMG|7RCR|8AART|9DMSP
342	41131 18211	   	161.51	DCR|2DMG|2AART|1VULN|1ASPD	1MBVNT|2DUST|3VULN|4ASPD|56DMG|7RCR|8VENICY|9aAART
343	41136 18211	   	161.51	DCR|2VULN|2AART|1DMG|1ASPD	1MBVNT|2DUST|35VULN|4ASPD|6DMG|7RCR|8VENICY|9aAART
344	63322 63121	 * 	161.49	ACR|2VULN|1AART|1DMG|2ASPD	15BEXP|2AART|35ERES|4RCR|5BPWR|69ASPD|7aVULN|8DMG
345	63325 63121	   	161.49	ACR|2VULN|1AART|1DMG|2ASPD	15BEXP|2AART|3ERES|4RCR|69ASPD|7aVULN|8DMG
346	46532 41244	 * 	161.38	DCR|3DMG|1VULN|2ZMB|1CDMG	1MBVNT|27BEXP|37ZMB|4TLV|5CDMG|67aDMG|7BPWR|8RCR|9VULN
347	12561 21513	   	161.36	DCR|2VULN|2DMG|2ZMB|1DUR|1SELL	17ZMB|2DUR|37DMG|4SELL|579CGEN|6RCR|7BPWR|8aVULN
348	44522 71311	   	161.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|3DUR|4RPLT|5RCR|69VULN|7DMG|8CDMG|aAART
349	45142 43436	 * 	161.30	ACR|3VULN|1AART|1DMG	1MBVNT|23RCVC|4RCR|58CGEN|6AART|78aVULN|8BPWR|9DMG
350	12321 14521	   	161.28	DCR|2VULN|3ZMB|1AART|2DUR	147ZMB|24DUR|3RCVC|47BPWR|57VULN|67MLV|8RCR|9LIT|aAART
351	63524 13423	 * 	161.27	DCR|2AART|2VULN|2CDMG	1BEXP|24AART|3aVULN|5LIT|6RCR|7MBVNT|89CDMG
352	55631 31121	   	161.27	DCR|3VULN|1AART|2ASPD|1ZMB	13ASPD|23aVULN|3BPWR|4CGEN|5AART|6ZMB|7RPLT|8FEWX|9RCR
353	55631 31221	   	161.27	DCR|3VULN|1AART|2ASPD|1ZMB	13ASPD|23aVULN|3BPWR|4CGEN|5AART|6ZMB|7RPLT|8LWND|9RCR
354	12344 27462	   	161.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5AART|6CGEN|7VULN|8RCR|9aDMG
355	42145 18142	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1MBVNT|2RMIN|3aVULN|4ZMB|5ASPD|6DMG|7RCR|8RPLT|9AART
356	45321 44231	   	161.21	DCR|3VULN|1AART|2ASPD|1DUR	1MBVNT|2RCVC|34ASPD|4BPWR|59aVULN|6AART|7RCR|8DUR
357	55343 44431	   	161.21	DCR|3VULN|1AART|1CDMG|1ASPD	1ASPD|25aVULN|3RCVC|4MBVNT|6AART|7RCR|8LSRREG|9CDMG
358	13625 11324	   	161.19	DCR|2VULN|3ZMB|1AART|1DUR	134ZMB|24BEXP|4BPWR|58VULN|6RCR|7LIT|9AART|aDUR
359	23116 11111	   	161.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2DUR|39VULN|4RCR|5FEWX|6DMG|7LIT|8ZMB|aAART
360	23116 31511	   	161.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2DUR|39VULN|4RCR|5FEWX|6ZMB|7LIT|8DMG|aAART
361	13643 18134	   	161.18	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	13ZMB|2BEXP|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9AART|aDUR
362	43543 18134	   	161.18	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1MBVNT|2FEWX|34ZMB|5VULN|6DMG|7RCR|8CDMG|9AART|aDUR
363	15331 13342	   	161.17	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|268VULN|3RCVC|4CGEN|5AART|7LSRHEA|9RCR|aCDMG
364	12343 18213	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5aVULN|6DMG|7RCR|8VENICY|9AART
365	42145 18213	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1MBVNT|2RMIN|3aVULN|4ZMB|5ASPD|6DMG|7RCR|8VENICY|9AART
366	43131 18215	   	161.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MBVNT|2FEWX|3VULN|4ASPD|56DMG|7RCR|8VENICY|9AART|aZMB
367	12343 23474	   	161.14	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1aZMB|2DUR|3RCVC|4MBVNT|5aVULN|6DUST|7ASPD|8aDMG|9RCR|aBPWR
368	24322 23632	   	161.11	DCR|2VULN|2DMG|1AART	14LWND|24DMG|3RCVC|4BPWR|5RPLT|6RMIN|7RCR|8aVULN|9AART
369	64322 23632	   	161.11	DCR|2VULN|2DMG|1AART	14BEXP|24DMG|3RCVC|4BPWR|5RPLT|6RMIN|7RCR|8aVULN|9AART
370	23112 11111	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2DUR|39VULN|4RCR|5DUST|6DMG|7LIT|8ZMB|aAART
371	23112 31511	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2DUR|39VULN|4RCR|5DUST|6ZMB|7LIT|8DMG|aAART
372	44417 43111	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3LHND|4RCR|59VULN|6DUR|7DMG|8ZMB|aAART
373	44512 83111	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5LHND|69VULN|7DMG|8ZMB|aAART
374	44514 22111	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6BEXP|79VULN|8ZMB|aAART
375	44514 32111	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6LHND|79VULN|8ZMB|aAART
376	44514 43311	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6ZMB|7FEWX|89VULN|aAART
377	44514 72111	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6FEWX|79VULN|8ZMB|aAART
378	12643 18133	   	161.08	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	13ZMB|2DUR|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9AART|aERES
379	41543 18134	   	161.08	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1MBVNT|2DUST|34ZMB|5VULN|6DMG|7RCR|8CDMG|9AART|aDUR
380	14231 13342	   	161.07	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2ERES|3RCVC|468VULN|5AART|7LSRHEA|9RCR|aCDMG
381	41131 18215	   	161.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MBVNT|2DUST|3VULN|4ASPD|56DMG|7RCR|8VENICY|9AART|aZMB
382	23115 23143	   	161.06	ACR|2VULN|2DMG|2DUR|1ZMB	17LWND|29DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8LHND|aZMB
383	23115 23621	   	161.06	ACR|2VULN|2DMG|2DUR|1ZMB	17LWND|28DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|9CGEN|aZMB
384	23115 23633	   	161.06	ACR|2VULN|2DMG|2DUR|1ZMB	17LWND|28DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|9LHND|aZMB
385	23115 23661	   	161.06	ACR|2VULN|2DMG|2DUR|1ZMB	179LWND|28DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|aZMB
386	45371 43424	   	161.01	DCR|3VULN|2AART|2ASPD	1MBVNT|24RCVC|38ASPD|578VULN|6aAART|8BPWR|9RCR
387	44514 47311	   	160.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6ZMB|7DUST|89VULN|aAART
388	44514 62111	   	160.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6DUST|79VULN|8ZMB|aAART
389	44517 23111	   	160.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|59VULN|6LEGI|7DMG|8ZMB|aAART
390	11231 45351	   	160.98	DCR|2AART|2VULN|1DMG|1ZMB	1ZMB|2MLV|3RCVC|48VULN|57AART|6AIRHEL|9DMG|aRCR
391	23115 23641	   	160.96	ACR|2VULN|2DMG|2DUR|1ZMB	17LWND|28DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|9TLV|aZMB
392	23115 23653	   	160.96	ACR|2VULN|2DMG|2DUR|1ZMB	17LWND|28DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|9DUST|aZMB
393	41131 18374	   	160.96	DCR|3DMG|1VULN|2ASPD|2DUR	1MBVNT|2aDUST|3VULN|4aASPD|569DMG|7RCR|8aDUR|aBPWR
394	43572 41244	 * 	160.92	DCR|2DMG|2AART|2ZMB|1CDMG	1MBVNT|27FEWX|37ZMB|4ERES|5CDMG|67DMG|7BPWR|8RCR|9aAART
395	46131 46221	   	160.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2BEXP|3aVULN|4ASPD|5DMG|6AART|7CGEN|8CDMG|9RCR
396	55343 41224	 * 	160.82	DCR|3VULN|1AART|2ASPD|1CDMG	18ASPD|258VULN|3RCVC|4MBVNT|6AART|7RPLT|8BPWR|9CDMG|aRCR
397	46131 48221	   	160.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2BEXP|3aVULN|4ASPD|5DMG|6AART|7ERES|8CDMG|9RCR
398	43171 18142	   	160.81	DCR|2VULN|2DMG|1AART	1MBVNT|2FEWX|3aVULN|4NUKE|56DMG|7RCR|8RPLT|9AART
399	15213 15314	   	160.80	DCR|2VULN|2DMG|3ZMB	145ZMB|2aVULN|3RMIN|67DMG|8BEXP|9RCR
400	15513 13314	   	160.80	DCR|2VULN|2DMG|3ZMB	145ZMB|2aVULN|36DMG|7CGEN|8BEXP|9RCR
401	42123 44518	   	160.78	DCR|3VULN|1AART|1DMG	1MBVNT|2RMIN|358VULN|4RCVC|6AART|7RCR|9MLV|aDMG
402	42123 44532	   	160.78	DCR|3VULN|1AART|1DMG	1MBVNT|2RMIN|358VULN|4RCVC|6AART|7RCR|9DMG|aRPLT
403	42123 44533	   	160.78	DCR|3VULN|1AART|1DMG	1MBVNT|2RMIN|358VULN|4RCVC|6AART|7RCR|9DMG|aLHND
404	42123 44535	   	160.78	DCR|3VULN|1AART|1DMG	1MBVNT|2RMIN|358VULN|4RCVC|6AART|7RCR|9DMG|aFEWX
405	41171 18142	   	160.71	DCR|2VULN|2DMG|1AART	1MBVNT|2DUST|3aVULN|4NUKE|56DMG|7RCR|8RPLT|9AART
406	43171 18213	   	160.71	DCR|2VULN|2DMG|1AART	1MBVNT|2FEWX|3aVULN|4NUKE|56DMG|7RCR|8VENICY|9AART
407	12321 23235	   	160.70	DCR|2VULN|3ZMB|1AART|3DUR	146ZMB|247DUR|3RCVC|4BPWR|58VULN|9AART|aRCR
408	42123 44531	   	160.68	DCR|3VULN|1AART|1DMG	1MBVNT|2RMIN|358VULN|4RCVC|6AART|7RCR|9DMG|aDUST
409	42123 44536	   	160.68	DCR|3VULN|1AART|1DMG	1MBVNT|2RMIN|358VULN|4RCVC|6AART|7RCR|9DMG|aERES
410	12321 14534	   	160.67	DCR|3VULN|3ZMB|2DUR|1ASPD	147ZMB|24DUR|3RCVC|47BPWR|57aVULN|67MLV|8RCR|9ASPD
411	12343 18438	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|68DMG|7RCR|9LHND|aAART
412	12343 41462	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6AART|7RMIN|8RCR|9aDMG
413	12343 43172	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|59VULN|6AART|7LHND|8RCR|aDMG
414	12343 44172	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|59VULN|6AART|7FEWX|8RCR|aDMG
415	12343 45462	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6AART|7CGEN|8RCR|9aDMG
416	12343 46172	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|59VULN|6AART|7BEXP|8RCR|aDMG
417	13625 11611	   	160.59	DCR|2VULN|3ZMB|1AART|1ASPD	134ZMB|24BEXP|4BPWR|59VULN|6RCR|7LIT|8ASPD|aAART
418	12643 43163	   	160.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	13ZMB|2DUR|4MBVNT|5VULN|6AART|7LHND|8RCR|9DMG|aCDMG
419	12643 44163	   	160.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	13ZMB|2DUR|4MBVNT|5VULN|6AART|7FEWX|8RCR|9DMG|aCDMG
420	12343 42172	   	160.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|59VULN|6AART|7DUST|8RCR|aDMG
421	64321 25313	   	160.55	DCR|2VULN|2DMG|2DUR|1ZMB	14BEXP|24DMG|3RCVC|4BPWR|59VULN|6ZMB|7RCR|8aDUR
422	63231 13233	   	160.52	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1BEXP|2AART|3LIT|48VULN|5DUR|6SELL|7ZMB|9RCR|aDMG
423	63662 21233	   	160.52	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1BEXP|2AART|3ZMB|4SELL|5LIT|68VULN|7DUR|9RCR|aDMG
424	42131 48173	   	160.52	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2RMIN|389VULN|4DUR|5DMG|6AART|7LHND|aRCR
425	23142 15172	   	160.51	DCR|2DMG|2AART|1VULN|1DUR	14LWND|2DUR|3VULN|5MBVNT|6aDMG|79AART|8RCR
426	23152 15172	   	160.51	DCR|2DMG|2AART|1VULN|1DUR	1LWND|2DUR|3VULN|4RCVC|5MBVNT|6aDMG|79AART|8RCR
427	42131 35172	   	160.51	DCR|2DMG|2AART|1VULN|1DUR	1MBVNT|2RMIN|3VULN|4DUR|5aDMG|6CGEN|79AART|8RCR
428	43144 15134	   	160.51	DCR|2VULN|2AART|1DMG|1ASPD	1MBVNT|2FEWX|35VULN|4LHND|6DMG|7aAART|8RCR|9ASPD
429	46144 15134	   	160.51	DCR|2VULN|2AART|1DMG|1ASPD	1MBVNT|2BEXP|35VULN|4LHND|6DMG|7aAART|8RCR|9ASPD
430	12643 42163	   	160.48	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	13ZMB|2DUR|4MBVNT|5VULN|6AART|7DUST|8RCR|9DMG|aCDMG
431	41131 18418	   	160.47	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MBVNT|2DUST|3VULN|4ASPD|56DMG|7RCR|8ERES|9ZMB|aAART
432	12321 15265	   	160.46	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	14ZMB|24DUR|3RCVC|4BPWR|59VULN|6MLV|7RCR|8CDMG|aDMG
433	26116 62222	   	160.42	ACR|3VULN|2DMG|1DUR	19LWND|256BEXP|389VULN|4RCR|79DMG|9BPWR|aDUR
434	23115 23115	   	160.42	ACR|3VULN|2DMG|1DUR	17LWND|2DUR|37aVULN|4RCR|5BELT|67DMG|7BPWR|8LHND|9LIT
435	23115 23123	   	160.42	ACR|3VULN|2DMG|1DUR	17LWND|2DUR|37aVULN|4RCR|5BELT|67DMG|7BPWR|8LHND|9LSRICY
436	23115 23131	   	160.42	ACR|3VULN|2DMG|1DUR	17LWND|2DUR|37aVULN|4RCR|5BELT|67DMG|7BPWR|8LHND|9RMIN
437	23115 23151	   	160.42	ACR|3DMG|2VULN|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|679DMG|7BPWR|8LHND|aLIT
438	23115 23152	   	160.42	ACR|3DMG|2VULN|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|679DMG|7BPWR|8aLHND
439	23115 23154	   	160.42	ACR|3DMG|2VULN|1DUR	17aLWND|2DUR|37VULN|4RCR|5BELT|679DMG|7BPWR|8LHND
440	23115 23155	   	160.42	ACR|3DMG|2VULN|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|679DMG|7BPWR|8LHND|aFEWX
441	23115 23315	   	160.42	ACR|3VULN|2DMG|1DUR	17LWND|2DUR|37aVULN|4RCR|5BELT|67DMG|7BPWR|8FEWX|9LIT
442	23115 23323	   	160.42	ACR|3VULN|2DMG|1DUR	17LWND|2DUR|37aVULN|4RCR|5BELT|67DMG|7BPWR|8FEWX|9LSRICY
443	23115 23331	   	160.42	ACR|3VULN|2DMG|1DUR	17LWND|2DUR|37aVULN|4RCR|5BELT|67DMG|7BPWR|8FEWX|9RMIN
444	48144 15132	   	160.41	DCR|2VULN|2AART|1DMG|1ASPD	1MBVNT|2LWND|35VULN|4LEGI|6DMG|7aAART|8RCR|9ASPD
445	42142 43715	   	160.38	DCR|4VULN|2CDMG|1ZMB	1MBVNT|2RMIN|368aVULN|4ZMB|5aCDMG|7RCR|9aLHND|aBPWR
446	42142 43725	   	160.38	DCR|4VULN|2CDMG|1ZMB	1MBVNT|2RMIN|368aVULN|4ZMB|5aCDMG|7RCR|9aBEXP|aBPWR
447	12625 13622	 * 	160.35	DCR|2VULN|3ZMB|3DUR|1CDMG	134ZMB|248DUR|48BPWR|58VULN|6RCR|78CGEN|9MLV|aCDMG
448	12343 18317	   	160.35	DCR|2VULN|2DMG|2DUR|1ZMB	1ZMB|28DUR|3RCVC|4MBVNT|59VULN|6aDMG|7RCR
449	12343 18413	   	160.35	DCR|2VULN|2DMG|2DUR|1ZMB	1ZMB|2aDUR|3RCVC|4MBVNT|59VULN|68DMG|7RCR
450	12343 18426	   	160.35	DCR|2VULN|2DMG|2DUR|1ZMB	1ZMB|29DUR|3RCVC|4MBVNT|5aVULN|68DMG|7RCR
451	12621 13222	   	160.34	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8MLV|9LIT|aVULN
452	12621 13422	   	160.34	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8RPLT|9CGEN|aVULN
453	12621 13514	   	160.34	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8FEWX|9RMIN|aVULN
454	12621 13561	   	160.34	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8FEWX|9VULN|aRMIN
455	12621 13612	   	160.34	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9RMIN|aFEWX
456	12621 13616	   	160.34	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9RMIN|aLIT
457	12621 13622	   	160.34	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9LIT|aRPLT
458	12621 13625	   	160.34	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9aLIT
459	12621 13626	   	160.34	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9LIT|aLHND
460	12621 13641	   	160.34	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9BEXP|aRMIN
461	23115 23156	   	160.32	ACR|3DMG|2VULN|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|679DMG|7BPWR|8LHND|aTLV
462	23115 23353	   	160.32	ACR|3DMG|2VULN|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|67aDMG|7BPWR|8FEWX|9DUST
463	23115 23511	   	160.32	ACR|3VULN|2DMG|1DUR	17LWND|2DUR|37aVULN|4RCR|5BELT|67DMG|7BPWR|8ERES|9LHND
464	42622 41221	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2RMIN|3DMG|4LHND|5CDMG|6aVULN|7AART|8ASPD|9RCR
465	42642 41221	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2RMIN|3DMG|4BEXP|5CDMG|6aVULN|7AART|8ASPD|9RCR
466	43131 35221	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2FEWX|3aVULN|4ASPD|5DMG|6CGEN|7AART|8CDMG|9RCR
467	46131 35221	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2BEXP|3aVULN|4ASPD|5DMG|6CGEN|7AART|8CDMG|9RCR
468	48131 35221	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2LWND|3aVULN|4ASPD|5DMG|6CGEN|7AART|8CDMG|9RCR
469	48122 43484	   	160.30	DCR|3VULN|2DMG|2DUR	1MBVNT|2aLWND|36aVULN|47DUR|5DUST|8aDMG|9RCR|aBPWR
470	48124 23484	   	160.30	DCR|3VULN|2DMG|2DUR	1MBVNT|2aLWND|35aVULN|47DUR|6DUST|8aDMG|9RCR|aBPWR
471	35323 25252	   	160.28	DCR|4VULN|2CDMG|1ZMB	19TLV|259aVULN|3RCVC|4LWND|6ZMB|7RCR|89CDMG|9BPWR
472	12621 13115	 * 	160.24	DCR|2DMG|3ZMB|2CDMG|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8aCDMG|9MLV
473	12621 13155	   	160.24	DCR|2DMG|3ZMB|2CDMG|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8aCDMG|9FEWX
474	12621 13255	   	160.24	DCR|2DMG|3ZMB|2CDMG|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8MLV|9aCDMG
475	12621 13322	   	160.24	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8TLV|9LIT|aVULN
476	12621 13562	   	160.24	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8FEWX|9VULN|aDUST
477	12621 13563	   	160.24	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8FEWX|9VULN|aERES
478	12621 13613	   	160.24	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9RMIN|aMBVNT
479	12621 13615	   	160.24	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9RMIN|aERES
480	12621 13642	   	160.24	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9BEXP|aDUST
481	12621 13643	   	160.24	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9BEXP|aERES
482	12621 13651	   	160.24	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9DUST|aRMIN
483	12621 13653	   	160.24	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9DUST|aCGEN
484	12621 13662	   	160.24	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8VULN|9TLV|aFEWX
485	45321 81341	 * 	160.19	DCR|2DMG|1AART|3ASPD|1VULN	1MBVNT|2RCVC|349ASPD|49BPWR|5VULN|69AIRHEL|79DMG|8RCR|aAART
486	35313 25252	   	160.18	DCR|4VULN|2CDMG|1ZMB	19TLV|259aVULN|3RCVC|4DUST|6ZMB|7RCR|89CDMG|9BPWR
487	24213 24134	   	160.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2aDMG|3RMIN|4ZMB|5VULN|6FEWX|7AART|8RCR|9ASPD
