0	Index      	 *	Score 	Summary	Detail	
1	62162 74212	 * 	195.53	ACR|3VULN|2DMG|1AART|1ZMB|1DUR	19DMG|2MBVNT|3ZMB|4RCR|567VULN|8AART|aDUR
321	62187 21241	   	168.18	DCR|3DMG|1AART|1VULN|1ZMB	15aDMG|2MBVNT|3ZMB|4AART|6BEXP|7VULN|8LIT|9RCR
322	62162 32322	   	168.15	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1DMG|2MBVNT|3ZMB|4RCR|5aVULN|6SELL|7CDMG|8LHND|9AART
323	63242 32322	   	168.15	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1DMG|2ZMB|3DUST|4RCR|5aVULN|6SELL|7CDMG|8LHND|9AART
324	62162 24454	   	168.14	ACR|3VULN|2DMG|2ZMB	19DMG|2MBVNT|36ZMB|4RCR|579VULN|89BEXP|9BPWR|aCANSTR
325	63142 23432	   	168.14	ACR|3DMG|2VULN|2ZMB	19aDMG|26ZMB|3LWND|4RCR|58VULN|7FEWX
326	63142 63132	   	168.14	ACR|3DMG|2VULN|2ZMB	19aDMG|28ZMB|3LWND|4RCR|56VULN|7FEWX
327	63342 23432	   	168.14	ACR|3DMG|2VULN|2ZMB	19aDMG|26ZMB|3LHND|4RCR|58VULN|7FEWX
328	63342 63132	   	168.14	ACR|3DMG|2VULN|2ZMB	19aDMG|28ZMB|3LHND|4RCR|56VULN|7FEWX
329	62182 41241	   	168.08	DCR|3DMG|1AART|1VULN|1ZMB	16aDMG|2MBVNT|3ZMB|4AART|5DUST|7VULN|8LIT|9RCR
330	62183 33246	   	168.08	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56aVULN|7DUST|8LIT|9RCR
331	62764 44232	   	168.05	ACR|2DMG|3CDMG|1AART|1VULN	14DMG|2MBVNT|349CDMG|4BPWR|5RCR|6LWND|7VULN|8AART|aBEXP
332	62162 23532	   	168.04	ACR|3DMG|2VULN|2ZMB	19aDMG|2MBVNT|36ZMB|4RCR|58VULN|7FEWX
333	62162 24432	   	168.04	ACR|3DMG|2VULN|2ZMB	19aDMG|2MBVNT|36ZMB|4RCR|57VULN|8BEXP
334	62162 24832	   	168.04	ACR|3DMG|2VULN|2ZMB	19aDMG|2MBVNT|36ZMB|4RCR|57VULN|8FEWX
335	62163 24532	   	168.04	ACR|3DMG|2VULN|2ZMB	19aDMG|2MBVNT|36ZMB|4RCR|5LHND|78VULN
336	63142 21432	   	168.04	ACR|3DMG|2VULN|2ZMB	19aDMG|26ZMB|3LWND|4RCR|58VULN|7DUST
337	63142 25132	   	168.04	ACR|3DMG|2VULN|2ZMB	19aDMG|26ZMB|3LWND|4RCR|57VULN|8MBVNT
338	63142 61132	   	168.04	ACR|3DMG|2VULN|2ZMB	19aDMG|28ZMB|3LWND|4RCR|56VULN|7DUST
339	63342 21432	   	168.04	ACR|3DMG|2VULN|2ZMB	19aDMG|26ZMB|3LHND|4RCR|58VULN|7DUST
340	63342 25132	   	168.04	ACR|3DMG|2VULN|2ZMB	19aDMG|26ZMB|3LHND|4RCR|57VULN|8MBVNT
341	63342 61132	   	168.04	ACR|3DMG|2VULN|2ZMB	19aDMG|28ZMB|3LHND|4RCR|56VULN|7DUST
342	63242 23161	   	167.98	ACR|3ZMB|1AART|1VULN|1DMG|2DUR	1DMG|269ZMB|3DUST|4RCR|5VULN|7AART|8aDUR
343	62764 44233	   	167.95	ACR|2DMG|3CDMG|1AART|1VULN	14DMG|2MBVNT|349CDMG|4BPWR|5RCR|6LWND|7VULN|8AART|aTLV
344	63242 22432	   	167.94	ACR|3DMG|2VULN|2ZMB	19aDMG|26ZMB|3DUST|4RCR|58VULN|7LEGI
345	63242 25232	   	167.94	ACR|3DMG|2VULN|2ZMB	19aDMG|26ZMB|3DUST|4RCR|57VULN|8LEGI
346	63242 62132	   	167.94	ACR|3DMG|2VULN|2ZMB	19aDMG|28ZMB|3DUST|4RCR|56VULN|7LEGI
347	14333 23453	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LWND|38VULN|4RCR|5ZMB|6CGEN|7DMG|9CDMG|aAART
348	62142 41537	   	167.82	DCR|3DMG|2VULN|2ZMB	19aDMG|2MBVNT|39ZMB|4FEWX|58VULN|69CGEN|7RCR|9BPWR
349	62242 21537	   	167.82	DCR|3DMG|2VULN|2ZMB	19aDMG|2MBVNT|39CGEN|4FEWX|58VULN|69ZMB|7RCR|9BPWR
350	62161 12533	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7MLV|8LWND|9VULN|aAART
351	63141 11223	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2ZMB|3LWND|4RCR|5CDMG|7BEXP|8VULN|9TLV|aAART
352	63341 11223	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2ZMB|3LHND|4RCR|5CDMG|7BEXP|8VULN|9TLV|aAART
353	63341 16223	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2ZMB|3LHND|4RCR|5CDMG|7LWND|8VULN|9TLV|aAART
354	66141 23223	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2FEWX|3ZMB|4RCR|5CDMG|6ERES|7CGEN|8VULN|aAART
355	14333 13453	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LWND|38VULN|4RCR|5ZMB|6ERES|7DMG|9CDMG|aAART
356	63142 42323	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3LWND|4RCR|58VULN|6BEXP|7CDMG|9TLV|aAART
357	63342 42223	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3LHND|4RCR|58VULN|6BEXP|7CDMG|9TLV|aAART
358	62162 72213	   	167.79	ACR|3VULN|2DMG|2ZMB|1SELL	1aDMG|2MBVNT|39ZMB|4RCR|568VULN|7SELL
359	62162 22223	   	167.79	ACR|3DMG|2VULN|2ZMB|1SELL	19aDMG|2MBVNT|36ZMB|4RCR|58VULN|7SELL
360	62162 22226	   	167.79	ACR|3VULN|2DMG|2ZMB|1SELL	19DMG|2MBVNT|36ZMB|4RCR|58aVULN|7SELL
361	62162 38223	   	167.79	ACR|3DMG|2VULN|2ZMB|1SELL	19aDMG|2MBVNT|37ZMB|4RCR|58VULN|6SELL
362	62148 21237	   	167.72	DCR|3DMG|2VULN|2ZMB	19aDMG|2MBVNT|39ZMB|48FEWX|5ERES|69VULN|7RCR|9BPWR
363	62148 21532	   	167.72	DCR|3VULN|2DMG|2ZMB	19DMG|2MBVNT|39ZMB|4FEWX|5ERES|689VULN|7RCR|9BPWR|aBEXP
364	62148 21533	   	167.72	DCR|3VULN|2DMG|2ZMB	19DMG|2MBVNT|39ZMB|4FEWX|5ERES|689VULN|7RCR|9BPWR|aLIT
365	63143 62323	   	167.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3LWND|4RCR|5LEGI|68VULN|7CDMG|9TLV|aAART
366	63343 62223	   	167.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3LHND|4RCR|5LEGI|68VULN|7CDMG|9TLV|aAART
367	62161 13533	   	167.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7ERES|8LWND|9VULN|aAART
368	62161 17223	   	167.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7LWND|8VULN|9TLV|aAART
369	63241 16223	   	167.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2ZMB|3DUST|4RCR|5CDMG|7LWND|8VULN|9TLV|aAART
370	62163 72223	   	167.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|5LHND|68VULN|7CDMG|9TLV|aAART
371	63243 62223	   	167.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3DUST|4RCR|5LHND|68VULN|7CDMG|9TLV|aAART
372	63342 32315	   	167.65	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1DMG|2ZMB|38LHND|4RCR|59VULN|6SELL|7CDMG|aAART
373	62764 42323	   	167.65	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	14DMG|2MBVNT|34CDMG|4BPWR|5RCR|6LWND|7ASPD|8VULN|9TLV|aAART
374	11142 65333	   	167.64	ACR|4VULN|1DMG|1ZMB|1DUR	1BEXP|2TLV|3ZMB|4RCR|567aVULN|8DUR|9DMG
375	11142 34433	   	167.64	ACR|4VULN|1DMG|1ZMB|1DUR	1BEXP|2TLV|3ZMB|4RCR|578aVULN|6DUR|9DMG
376	62148 21431	   	167.62	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4FEWX|5ERES|69VULN|7RCR|8RCVC|9BPWR|aCDMG
377	62182 47234	   	167.62	DCR|2VULN|2DMG|1AART|1ZMB	16DMG|2MBVNT|3ZMB|4AART|5DUST|7MGNSTR|89VULN|aRCR
378	63451 31313	   	167.57	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DMG|2ZMB|3LIT|48AART|5DMSP|6RCR|7DUR|9ASPD|aVULN
379	62162 32244	   	167.55	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	19DMG|2MBVNT|3ZMB|4RCR|5VULN|6SELL|7CDMG|8BEXP|aAART
380	62148 21436	   	167.50	DCR|2VULN|2DMG|3ZMB	19DMG|2MBVNT|39aZMB|4FEWX|5ERES|69VULN|7RCR|8RCVC|9BPWR
381	62328 21523	   	167.48	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	19DMG|2MBVNT|3FEWX|49DUR|5CGEN|6ZMB|7RCR|89VULN|9BPWR|aASPD
382	63241 33215	   	167.48	ACR|2DMG|1AART|2CDMG|2DUR|1ZMB	1aDMG|2ZMB|3aDUST|4RCR|57CDMG|6CANSTR|8AART|9aDUR|aBPWR
383	62162 32137	   	167.45	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	19DMG|2MBVNT|3ZMB|4RCR|5VULN|6SELL|7CDMG|8TLV|aAART
384	63242 63313	   	167.40	ACR|2VULN|2AART|1DMG|1ZMB	1DMG|2ZMB|3DUST|4RCR|56VULN|7aAART|8FEWX|9CGEN
385	62183 31226	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7TLV|8CDMG|9RCR|aRCVC
386	62112 41563	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4LWND|58VULN|6CGEN|7RCR|9CDMG|aAART
387	62212 21563	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3CGEN|4LWND|58VULN|6ZMB|7RCR|9CDMG|aAART
388	23142 65331	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3LWND|4RCR|567VULN|8DUR|9DMG|aCDMG
389	23342 65331	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3LHND|4RCR|567VULN|8DUR|9DMG|aCDMG
390	35543 22232	   	167.22	DCR|2DMG|2AART|1VULN|1CDMG	1LIT|23DMG|4VULN|5LHND|6DUST|79AART|8RCR|aCDMG
391	62161 14248	   	167.22	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AIRHEL|89AART|aDUR
392	35351 31211	   	167.21	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2aDMG|3CGEN|45AART|6RCR|7DUR|8VULN|9FEWX
393	35351 31231	   	167.21	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2aDMG|3CGEN|45AART|6RCR|7DUR|8VULN|9LWND
394	35351 31253	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1LIT|2DMG|3aCGEN|45AART|6RCR|7DUR|89VULN
395	35351 33351	   	167.21	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2aDMG|3CGEN|45AART|6RCR|7LWND|8DUR|9VULN
396	36551 31211	   	167.21	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2CGEN|3aDMG|45AART|6RCR|7DUR|8VULN|9FEWX
397	36551 31231	   	167.21	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2CGEN|3aDMG|45AART|6RCR|7DUR|8VULN|9LWND
398	11142 65331	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2TLV|3ZMB|4RCR|567VULN|8DUR|9DMG|aCDMG
399	23242 65331	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3DUST|4RCR|567VULN|8DUR|9DMG|aCDMG
400	11142 34431	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2TLV|3ZMB|4RCR|578VULN|6DUR|9DMG|aCDMG
401	23242 33451	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3DUST|4RCR|58aVULN|6DUR|7DMG|9CDMG
402	62161 12322	   	167.19	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	169DMG|2MBVNT|3ZMB|4RCR|5CDMG|7MLV|8ASPD|aVULN
403	63241 12353	   	167.19	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	16aDMG|2ZMB|3DUST|4RCR|5CDMG|7MLV|8ASPD|9VULN
404	62184 14842	   	167.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMG|2MBVNT|3ZMB|4AART|5RMIN|69DUR|7aVULN|8RCR
405	62764 42442	   	167.14	ACR|3DMG|1VULN|2CDMG|1DUR|1ASPD	148DMG|2MBVNT|34CDMG|4BPWR|5RCR|6LWND|7ASPD|9DUR|aVULN
406	32551 31211	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2ERES|3aDMG|45AART|6RCR|7DUR|8VULN|9FEWX
407	32551 31215	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1LIT|2ERES|3DMG|45AART|6RCR|7DUR|8aVULN|9FEWX
408	32551 31231	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2ERES|3aDMG|45AART|6RCR|7DUR|8VULN|9LWND
409	32551 31235	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1LIT|2ERES|3DMG|45AART|6RCR|7DUR|8aVULN|9LWND
410	32551 31253	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1LIT|2ERES|3DMG|45AART|6RCR|7DUR|89VULN|aCGEN
411	32551 33351	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2ERES|3aDMG|45AART|6RCR|7LWND|8DUR|9VULN
412	35351 31151	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2aDMG|3CGEN|45AART|6RCR|7DUR|8DUST|9VULN
413	35351 31221	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2aDMG|3CGEN|45AART|6RCR|7DUR|8VULN|9LEGI
414	35351 31251	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1LIT|2DMG|3CGEN|45AART|6RCR|7DUR|89VULN|aTLV
415	35563 31323	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1LIT|23DMG|48AART|5NUKE|6RCR|7DUR|9MLV|aVULN
416	35563 31333	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1LIT|23DMG|48AART|5NUKE|6RCR|7DUR|9RMIN|aVULN
417	36551 31221	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2CGEN|3aDMG|45AART|6RCR|7DUR|8VULN|9LEGI
418	61451 31211	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1aDMG|2TLV|3LIT|45AART|6RCR|7DUR|8VULN|9FEWX
419	61451 31231	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1aDMG|2TLV|3LIT|45AART|6RCR|7DUR|8VULN|9LWND
420	62161 13322	   	167.09	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	169DMG|2MBVNT|3ZMB|4RCR|5CDMG|7ERES|8ASPD|aVULN
421	62161 16322	   	167.09	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	169DMG|2MBVNT|3ZMB|4RCR|5CDMG|7TLV|8ASPD|aVULN
422	32551 31151	   	167.01	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2ERES|3aDMG|45AART|6RCR|7DUR|8DUST|9VULN
423	32551 31221	   	167.01	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2ERES|3aDMG|45AART|6RCR|7DUR|8VULN|9LEGI
424	32551 31225	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1LIT|2ERES|3DMG|45AART|6RCR|7DUR|8aVULN|9LEGI
425	32551 31251	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1LIT|2ERES|3DMG|45AART|6RCR|7DUR|89VULN|aTLV
426	35563 31131	   	167.01	DCR|2AART|2DMG|1VULN|1DUR	1LIT|23DMG|49AART|5NUKE|6RCR|7DUR|8DUST|aVULN
427	61451 31221	   	167.01	DCR|2AART|2DMG|1VULN|1DUR	1aDMG|2TLV|3LIT|45AART|6RCR|7DUR|8VULN|9LEGI
428	62184 12225	   	166.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2MBVNT|3ZMB|47AART|5RMIN|6DUR|8CDMG|9RCR|aVULN
429	21152 65211	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2TLV|3LWND|4RCR|567VULN|8AART|9DMG|aDUR
430	21352 65211	   	166.84	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2TLV|3LEGI|4RCR|567VULN|8AART|9DMG|aDUR
431	62324 25225	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DMG|2MBVNT|3FEWX|46DUR|5AART|8CDMG|9RCR|aVULN
432	62161 18223	   	166.79	ACR|3DMG|1AART|1CDMG|1ZMB	16aDMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|8LWND|9RCVC
433	62161 18331	   	166.79	ACR|3DMG|1AART|1CDMG|1ZMB	168DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|9RCVC|aLIT
434	62161 18332	   	166.79	ACR|3DMG|1AART|1CDMG|1ZMB	168DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|9RCVC|aLHND
435	63451 31211	   	166.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2ZMB|3LIT|4AART|5DMSP|6RCR|7DUR|8VULN|9FEWX
436	63451 31231	   	166.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2ZMB|3LIT|4AART|5DMSP|6RCR|7DUR|8VULN|9LWND
437	23242 63411	   	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1CGEN|28ZMB|3DUST|4RCR|56VULN|7AART|9DMG|aDUR
438	63242 23131	   	166.74	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1aDMG|26ZMB|3DUST|4RCR|5VULN|7AART|8DUR|9LIT
439	63242 23135	   	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DMG|26ZMB|3DUST|4RCR|5aVULN|7AART|8DUR|9LIT
440	61242 42223	 * 	166.73	ACR|3DMG|2VULN|1CDMG	19aDMG|2TLV|3DUST|4RCR|58VULN|6FEWX|7CDMG
441	62161 18333	   	166.69	ACR|3DMG|1AART|1CDMG|1ZMB	168DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|9RCVC|aNUKE
442	63451 31221	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2ZMB|3LIT|4AART|5DMSP|6RCR|7DUR|8VULN|9LEGI
443	63242 23122	   	166.64	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DMG|26ZMB|39DUST|4RCR|5aVULN|7AART|8DUR
444	63242 23123	   	166.64	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1aDMG|26ZMB|39DUST|4RCR|5VULN|7AART|8DUR
445	62161 14326	   	166.56	ACR|3DMG|1VULN|2CDMG|1ZMB	169DMG|2MBVNT|3ZMB|4RCR|59CDMG|79AIRHEL|8RMIN|9BPWR|aVULN
446	62441 34327	   	166.50	DCR|2VULN|2DMG|3DUR|1ZMB|1ASPD	18DMG|2MBVNT|368DUR|4BEXP|5ASPD|78VULN|8BPWR|9RCR|aZMB
447	62183 34171	   	166.41	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DMG|2MBVNT|3ZMB|4AART|56VULN|7FEWX|8DUR|9RCR|aASPD
448	62431 36324	   	166.40	DCR|2VULN|2DMG|3DUR|1ZMB|1ASPD	18DMG|2MBVNT|368DUR|4DUST|5ASPD|78VULN|8BPWR|9RCR|aZMB
449	62431 76324	   	166.40	DCR|2VULN|2DMG|3DUR|1ZMB|1ASPD	18DMG|2MBVNT|378DUR|4DUST|5ASPD|68VULN|8BPWR|9RCR|aZMB
450	62183 24512	   	166.38	DCR|2AART|2VULN|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|46AART|5aVULN|7FEWX|8RCR|9CGEN
451	62183 34513	   	166.38	DCR|2AART|2VULN|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|4aAART|56VULN|7FEWX|8RCR|9CGEN
452	62182 41171	   	166.31	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	16DMG|2MBVNT|3ZMB|4AART|5DUST|7VULN|8DUR|9RCR|aASPD
453	62183 33171	   	166.31	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DMG|2MBVNT|3ZMB|4AART|56VULN|7DUST|8DUR|9RCR|aASPD
454	62182 41513	   	166.28	DCR|2AART|2DMG|1VULN|1ZMB	16DMG|2MBVNT|3ZMB|4aAART|5DUST|7VULN|8RCR|9CGEN
455	62183 33513	   	166.28	DCR|2AART|2VULN|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|4aAART|56VULN|7DUST|8RCR|9CGEN
456	62183 23512	   	166.28	DCR|2AART|2VULN|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|46AART|5aVULN|7DUST|8RCR|9CGEN
457	62183 23531	   	166.28	DCR|2AART|2DMG|1VULN|1ZMB	1aDMG|2MBVNT|3ZMB|46AART|5VULN|7DUST|8RCR|9LIT
458	62162 73331	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4RCR|56VULN|7FEWX|89MLV|9BPWR|aCDMG
459	62162 42531	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4RCR|58VULN|6CGEN|79BEXP|9BPWR|aCDMG
460	62162 44531	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4RCR|58VULN|6CGEN|79FEWX|9BPWR|aCDMG
461	63142 11421	 * 	166.22	ACR|2VULN|2DMG|3ZMB	19DMG|278ZMB|3LWND|4RCR|59VULN|69MLV|9BPWR|aFEWX
462	63142 11422	   	166.22	ACR|2VULN|2DMG|3ZMB	19DMG|278ZMB|3LWND|4RCR|59VULN|69MLV|9BPWR|aLIT
463	63342 11421	   	166.22	ACR|2VULN|2DMG|3ZMB	19DMG|278ZMB|3LHND|4RCR|59VULN|69MLV|9BPWR|aFEWX
464	63342 11422	   	166.22	ACR|2VULN|2DMG|3ZMB	19DMG|278ZMB|3LHND|4RCR|59VULN|69MLV|9BPWR|aLIT
465	63342 23343	   	166.22	ACR|2VULN|2DMG|3ZMB	19DMG|269ZMB|38LHND|4RCR|5aVULN|79FEWX|9BPWR
466	62163 84123	 * 	166.20	ACR|2DMG|2AART|1VULN|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5LHND|7VULN|8RMIN|9aAART
467	62764 44341	   	166.20	ACR|2VULN|2DMG|2CDMG|1ZMB	14DMG|2MBVNT|34CDMG|4BPWR|5RCR|6LWND|7aVULN|8RMIN|9ZMB
468	62183 15221	   	166.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2MBVNT|3ZMB|4AART|5VULN|6MLV|8CDMG|9RCR|aFEWX
469	62183 15222	   	166.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2MBVNT|3ZMB|4AART|5VULN|6MLV|8CDMG|9RCR|aLIT
470	62183 15223	   	166.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2MBVNT|3ZMB|4AART|5VULN|6MLV|8CDMG|9RCR|aRPLT
471	62183 15224	   	166.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2MBVNT|3ZMB|4AART|5VULN|6MLV|8CDMG|9RCR|aBEXP
472	62183 35244	   	166.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7BEXP|8LIT|9RCR|aCDMG
473	62187 21244	   	166.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2MBVNT|3ZMB|4AART|6BEXP|7VULN|8LIT|9RCR|aCDMG
474	62187 41221	   	166.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2MBVNT|3ZMB|4AART|6MLV|7CDMG|8VULN|9RCR|aFEWX
475	62187 41222	   	166.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2MBVNT|3ZMB|4AART|6MLV|7CDMG|8VULN|9RCR|aLIT
476	62187 41223	   	166.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2MBVNT|3ZMB|4AART|6MLV|7CDMG|8VULN|9RCR|aRPLT
477	62187 41224	   	166.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2MBVNT|3ZMB|4AART|6MLV|7CDMG|8VULN|9RCR|aBEXP
478	62162 24224	   	166.14	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DMG|2MBVNT|36ZMB|4RCR|57VULN|8AART|9LWND|aDUR
479	62162 24234	   	166.14	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DMG|2MBVNT|36ZMB|4RCR|57VULN|8AART|9LHND|aDUR
480	62162 24274	   	166.14	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DMG|2MBVNT|36ZMB|4RCR|57VULN|8AART|9BEXP|aDUR
481	62162 71331	   	166.14	ACR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4RCR|56VULN|7DUST|89MLV|9BPWR|aCDMG
482	63342 25233	   	166.14	ACR|2VULN|2DMG|2ZMB|1CDMG	1aDMG|26ZMB|3LHND|4RCR|57VULN|8DMSP|9CDMG
483	61142 21421	   	166.12	ACR|2VULN|2DMG|3ZMB	19DMG|2TLV|39LWND|4RCR|59VULN|678ZMB|9BPWR|aFEWX
484	61142 21422	   	166.12	ACR|2VULN|2DMG|3ZMB	19DMG|2TLV|39LWND|4RCR|59VULN|678ZMB|9BPWR|aLIT
485	61342 21421	   	166.12	ACR|2VULN|2DMG|3ZMB	19DMG|2TLV|39LHND|4RCR|59VULN|678ZMB|9BPWR|aFEWX
486	61342 21422	   	166.12	ACR|2VULN|2DMG|3ZMB	19DMG|2TLV|39LHND|4RCR|59VULN|678ZMB|9BPWR|aLIT
