0	Index      	 *	Score 	Summary	Detail	
1	15611 12621	 * 	189.49	DCR|2VULN|1AART|1DMG|2ASPD|2DUR|1ZMB|2RCVC	18ASPD|26RCVC|38VULN|4AART|58DUR|7RCR|8BPWR|9DMG|aZMB
322	11232 62626	   	168.47	DCR|3VULN|1AART|2ASPD|1ZMB	18ASPD|28DUST|38aVULN|4RCVC|5DMSP|6AART|7RCR|8BPWR|9ZMB
323	31414 13133	   	168.44	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR|1ASPD	1ERES|2DUST|3DUR|4RCR|5ASPD|6CDMG|7AART|8FLTHEA|9VULN|aDMG
324	14652 23322	 * 	168.34	DCR|3DMG|1AART|1CDMG|1DUR|1ASPD	1ASPD|2AART|3FEWX|49aDMG|5CDMG|6LIT|7DUR|8RCR
325	12611 22113	   	168.27	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3VULN|4AART|56DUR|7RCR|8CDMG|9RPLT|aDMG
326	12611 22153	   	168.27	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3VULN|4AART|56DUR|7RCR|8CDMG|9DMG|aCGEN
327	12611 22154	   	168.27	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3VULN|4AART|56DUR|7RCR|8CDMG|9DMG|aMGNSTR
328	12611 22156	   	168.27	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3VULN|4AART|56DUR|7RCR|8CDMG|9DMG|aLIT
329	12111 22152	   	168.27	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3LHND|4AART|56DUR|7RCR|8CDMG|9DMG|aVULN
330	12111 22162	   	168.27	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3LHND|4AART|56DUR|7RCR|8CDMG|9VULN|aDMG
331	12533 24152	   	168.25	DCR|2DMG|1VULN|3ASPD|2CDMG|1ZMB	127ASPD|37CDMG|4MLV|5VULN|67DMG|7BPWR|8RCR|9ZMB|aLHND
332	23215 22345	   	168.22	ACR|2VULN|1AART|1CDMG|1FLTHEA|2DUR	1MLV|28DUR|37VULN|4RCR|5AART|6RCVC|9FLTHEA|aCDMG
333	55162 21211	   	168.22	DCR|3DMG|2VULN|1CDMG	1RCVC|245DMG|34LHND|4BPWR|6aVULN|7CDMG|8RCR|9LIT
334	24345 32313	   	168.21	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	14MLV|2AART|34ASPD|4BPWR|5CGEN|6VULN|7RCR|8DUR|9aDMG
335	53614 32121	   	168.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|25TLV|36VULN|4AART|7RCR|8DUR|9DMG|aZMB
336	12611 22152	   	168.17	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3VULN|4AART|56DUR|7RCR|8CDMG|9DMG|aTLV
337	23215 52511	   	168.17	ACR|4VULN|1AART|2DUR	1MLV|26DUR|378aVULN|4RCR|5AART|9BELT
338	12533 24151	   	168.15	DCR|2DMG|1VULN|3ASPD|2CDMG|1ZMB	127ASPD|37CDMG|4MLV|5VULN|67DMG|7BPWR|8RCR|9ZMB|aLEGI
339	14315 23521	   	168.14	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	13ASPD|2AART|4BEXP|5ZMB|6AIRHEL|7RCR|8CDMG|9VULN|aDMG
340	12611 12321	   	168.13	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	12ASPD|3VULN|4AART|58DUR|6RCVC|7RCR|9DMG|aZMB
341	33215 22345	   	168.12	ACR|2VULN|1AART|1FLTHEA|1CDMG|2DUR	1ERES|28DUR|37VULN|4RCR|5AART|6RCVC|9FLTHEA|aCDMG
342	14311 52513	   	168.11	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	13ASPD|2AART|46BEXP|5DUR|7RCR|8VULN|9aDMG
343	55611 12123	   	168.04	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD|2RCVC	16RCVC|2DMG|3VULN|4AART|59DUR|7RCR|8CDMG|aASPD
344	14561 12123	   	168.04	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2AART|3VULN|49DUR|56RCVC|7RCR|8CDMG|aDMG
345	54611 12123	   	168.04	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD|2RCVC	16RCVC|2ASPD|3VULN|4AART|59DUR|7RCR|8CDMG|aDMG
346	23135 51126	   	168.03	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2DUR|3ZMB|4CDMG|5RCR|678VULN|9BEXP|aAART
347	14325 32313	   	168.01	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	13ASPD|2AART|4TLV|5CGEN|6VULN|7RCR|8DUR|9aDMG
348	14333 32316	   	168.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13ASPD|2AART|4CGEN|5ERES|6aVULN|7RCR|8DUR|9DMG
349	14261 21523	   	167.95	DCR|3VULN|2AART|2ASPD|1DUR	18ASPD|25AART|38CANHEL|4DMSP|678VULN|8BPWR|9DUR|aRCR
350	33135 51126	   	167.93	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|678VULN|9BEXP|aAART
351	23214 45312	   	167.92	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD	17MLV|27DUR|38VULN|4RCR|5ASPD|67ZMB|7BPWR|9DMG|aCDMG
352	11214 51211	 * 	167.89	ACR|3VULN|3ASPD|1DMG|2DUR	158ASPD|2DUST|368VULN|4RCR|78DUR|8BPWR|9BEXP|aDMG
353	11214 51251	   	167.89	ACR|3VULN|3ASPD|1DMG|2DUR	158ASPD|2DUST|368VULN|4RCR|78DUR|8BPWR|9FEWX|aDMG
354	35616 32121	   	167.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15ERES|2RCVC|36VULN|4AART|7RCR|8DUR|9DMG|aZMB
355	21211 21133	   	167.87	ACR|2VULN|2DMG|1AART|1ASPD	19MLV|2DUST|39VULN|4RCR|5LIT|6ASPD|79DMG|8BELT|9BPWR|aAART
356	12611 22511	   	167.80	DCR|3VULN|1AART|2ASPD|2DUR	12ASPD|38aVULN|4AART|56DUR|7RCR|9BELT
357	33216 51342	   	167.79	ACR|3VULN|1DMG|2CDMG|2DUR	159ERES|27DUR|369VULN|4RCR|89CDMG|9BPWR|aDMG
358	43413 32521	   	167.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15CGEN|2DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aZMB
359	15611 12123	   	167.74	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD|2RCVC	1ASPD|26RCVC|3VULN|4AART|59DUR|7RCR|8CDMG|aDMG
360	15611 12151	   	167.74	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD|2RCVC	1ASPD|26RCVC|3VULN|4AART|5aDUR|7RCR|8CDMG|9DMG
361	33214 45312	   	167.72	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD	17ERES|27DUR|38VULN|4RCR|5ASPD|67ZMB|7BPWR|9DMG|aCDMG
362	23215 52136	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	1MLV|26DUR|37aVULN|4RCR|5AART|8CDMG|9RMIN
363	11414 25323	   	167.65	ACR|3VULN|3ASPD|1DMG|2DUR|1SELL	157ASPD|2DUST|37DUR|4RCR|67aVULN|7BPWR|8SELL|9DMG
364	33215 52136	   	167.62	ACR|3VULN|1AART|1CDMG|2DUR	1ERES|26DUR|37aVULN|4RCR|5AART|8CDMG|9RMIN
365	33416 32521	   	167.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15ERES|2DUR|3RCVC|4AART|68VULN|7RCR|9DMG|aZMB
366	23211 52513	   	167.56	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1MLV|2DUR|36aVULN|4RCR|5LIT|7CDMG|8AART|9ASPD
367	43211 52513	   	167.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|2DUR|36aVULN|4RCR|5LIT|7CDMG|8AART|9ASPD
368	12612 12616	   	167.51	DCR|2VULN|1AART|3ASPD|1CDMG|2DUR	128ASPD|37VULN|4AART|58BEXP|68DUR|8BPWR|9RCR|aCDMG
369	12612 52152	   	167.49	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	12ASPD|3VULN|4aAART|56BEXP|7RCR|8CDMG|9DMG
370	33211 52513	   	167.46	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1ERES|2DUR|36aVULN|4RCR|5LIT|7CDMG|8AART|9ASPD
371	12613 12616	   	167.31	DCR|2VULN|1AART|3ASPD|1CDMG|2DUR	128ASPD|37VULN|4AART|58DUST|68DUR|8BPWR|9RCR|aCDMG
372	12611 32616	   	167.31	DCR|2VULN|1AART|3ASPD|1CDMG|2DUR	128ASPD|37VULN|4AART|58DUR|68DUST|8BPWR|9RCR|aCDMG
373	12613 62152	   	167.29	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	12ASPD|3VULN|4aAART|56DUST|7RCR|8CDMG|9DMG
374	34531 22152	   	167.27	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1ERES|24AART|3FEWX|56DUR|7RCR|8CDMG|9DMG|aVULN
375	34531 22162	   	167.27	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1ERES|24AART|3FEWX|56DUR|7RCR|8CDMG|9VULN|aDMG
376	43221 53243	   	167.10	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	159CGEN|28DUR|39VULN|4ZMB|6CDMG|79DMG|9BPWR|aRCR
377	21215 64312	   	167.09	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DUST|3VULN|4RCR|5AART|6ASPD|7CDMG|8ZMB|9DUR|aDMG
378	23212 32321	   	167.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1MLV|2aDUR|38VULN|4RCR|5FEWX|6DMG|7ZMB|9AART
379	23212 32421	   	167.08	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1MLV|2aDUR|3VULN|4RCR|5FEWX|68DMG|7ZMB|9AART
380	43212 32321	   	167.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CGEN|2aDUR|38VULN|4RCR|5FEWX|6DMG|7ZMB|9AART
381	43212 32421	   	167.08	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1CGEN|2aDUR|3VULN|4RCR|5FEWX|68DMG|7ZMB|9AART
382	12632 62123	   	167.07	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3VULN|49DUR|5DMSP|6AART|7RCR|8CDMG|aDMG
383	12632 62151	   	167.07	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3VULN|4aDUR|5DMSP|6AART|7RCR|8CDMG|9DMG
384	12615 11411	   	167.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	12ASPD|3VULN|4AART|5ZMB|6BEXP|7RCR|8CDMG|9DMG|aRMIN
385	12615 11413	   	167.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	12ASPD|3VULN|4AART|5ZMB|6BEXP|7RCR|8CDMG|9DMG|aRPLT
386	12115 11415	   	167.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	12ASPD|3LHND|4AART|5ZMB|6BEXP|7RCR|8CDMG|9DMG|aVULN
387	14561 22121	   	167.01	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	1ASPD|2AART|3aVULN|469DUR|5RCVC|7RCR|8CDMG
388	54611 22121	   	167.01	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	1RCVC|2ASPD|3aVULN|4AART|569DUR|7RCR|8CDMG
389	14362 11411	   	167.00	DCR|2DMG|1AART|2ASPD|1CDMG|2DUR	13ASPD|2AART|4aDUR|59DMG|6BEXP|7RCR|8CDMG
390	31215 64312	   	166.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DUST|3VULN|4RCR|5AART|6ASPD|7CDMG|8ZMB|9DUR|aDMG
391	33212 32321	   	166.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ERES|2aDUR|38VULN|4RCR|5FEWX|6DMG|7ZMB|9AART
392	33212 32421	   	166.98	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1ERES|2aDUR|3VULN|4RCR|5FEWX|68DMG|7ZMB|9AART
393	12615 31411	   	166.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	12ASPD|3VULN|4AART|5ZMB|6DUST|7RCR|8CDMG|9DMG|aRMIN
394	12615 31413	   	166.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	12ASPD|3VULN|4AART|5ZMB|6DUST|7RCR|8CDMG|9DMG|aRPLT
395	12115 31415	   	166.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	12ASPD|3LHND|4AART|5ZMB|6DUST|7RCR|8CDMG|9DMG|aVULN
396	11412 63252	   	166.93	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2DUST|3DUR|4RCR|5FEWX|67AART|8VULN|9CDMG|aDMG
397	12612 32523	   	166.91	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	12ASPD|3VULN|4AART|5BEXP|6LHND|7RCR|8aDMG|9DUR
398	12612 52313	   	166.91	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	12ASPD|3VULN|4AART|56BEXP|7RCR|8DUR|9aDMG
399	14362 31411	   	166.90	DCR|2DMG|1AART|2ASPD|1CDMG|2DUR	13ASPD|2AART|4aDUR|59DMG|6DUST|7RCR|8CDMG
400	23215 52122	   	166.88	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	1MLV|269DUR|37VULN|4RCR|5AART|8CDMG|aZMB
401	23215 52352	   	166.88	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	1MLV|268DUR|37VULN|4RCR|5AART|9CDMG|aZMB
402	43215 52122	   	166.88	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	1CGEN|269DUR|37VULN|4RCR|5AART|8CDMG|aZMB
403	23215 12333	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|9MGNSTR|aDMG
404	43215 12333	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|9MGNSTR|aDMG
405	14361 32413	   	166.82	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	13ASPD|2AART|45DUR|6VULN|7RCR|8ZMB|9FEWX|aDMG
406	14361 32433	   	166.82	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	13ASPD|2AART|45DUR|6VULN|7RCR|8ZMB|9BEXP|aDMG
407	14362 11121	   	166.82	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	13ASPD|2AART|4aDUR|5DMG|6BEXP|7RCR|8ZMB|9VULN
408	14362 41121	   	166.82	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	13ASPD|2AART|4aDUR|5DMG|6FEWX|7RCR|8ZMB|9VULN
409	14362 51121	   	166.82	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	13ASPD|2AART|4aDUR|5DMG|6LHND|7RCR|8ZMB|9VULN
410	12613 32523	   	166.81	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	12ASPD|3VULN|4AART|5DUST|6LHND|7RCR|8aDMG|9DUR
411	12614 62313	   	166.81	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	12ASPD|3VULN|4AART|5TLV|6CGEN|7RCR|8DUR|9aDMG
412	55111 12162	   	166.81	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|2RCVC	16RCVC|2DMG|3LHND|4AART|5DUR|7RCR|8CDMG|9ZMB|aVULN
413	33215 52122	   	166.78	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	1ERES|269DUR|37VULN|4RCR|5AART|8CDMG|aZMB
414	33215 52352	   	166.78	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	1ERES|268DUR|37VULN|4RCR|5AART|9CDMG|aZMB
415	63611 12521	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2TLV|38VULN|4AART|5DUR|6RCVC|7RCR|9DMG|aZMB
416	21215 12562	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MLV|2DUST|3VULN|4RCR|5AART|6FEWX|7CDMG|8ASPD|9aDMG
417	21215 52333	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUST|38VULN|4RCR|5AART|6DUR|7CDMG|9MGNSTR|aDMG
418	23215 12366	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|9DUST|aDMG
419	23215 62333	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUR|38VULN|4RCR|5AART|6DUST|7CDMG|9MGNSTR|aDMG
420	41215 52333	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUST|38VULN|4RCR|5AART|6DUR|7CDMG|9MGNSTR|aDMG
421	43215 62333	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|38VULN|4RCR|5AART|6DUST|7CDMG|9MGNSTR|aDMG
422	21215 12416	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUST|38VULN|4RCR|5AART|6FEWX|7CDMG|9DUR|aDMG
423	14362 31121	   	166.72	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	13ASPD|2AART|4aDUR|5DMG|6DUST|7RCR|8ZMB|9VULN
424	23135 51362	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3ZMB|4CDMG|5RCR|67VULN|8DUST|9aDMG
425	33135 31632	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6aDMG|79VULN|8LWND
426	12613 62313	   	166.71	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	12ASPD|3VULN|4AART|56DUST|7RCR|8DUR|9aDMG
427	15611 22121	   	166.71	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	1ASPD|2RCVC|3aVULN|4AART|569DUR|7RCR|8CDMG
428	15611 22351	   	166.71	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	1ASPD|2RCVC|3aVULN|4AART|568DUR|7RCR|9CDMG
429	23215 22413	   	166.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DUR|37VULN|4RCR|5AART|6RCVC|8ZMB|9FEWX|aDMG
430	43215 22413	   	166.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DUR|37VULN|4RCR|5AART|6RCVC|8ZMB|9FEWX|aDMG
431	14351 12152	   	166.68	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	13ASPD|2AART|4LHND|5DUR|6RCVC|7RCR|8CDMG|9DMG|aVULN
432	14351 12162	   	166.68	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	13ASPD|2AART|4LHND|5DUR|6RCVC|7RCR|8CDMG|9VULN|aDMG
433	54111 12513	   	166.68	DCR|2DMG|1AART|1VULN|1ASPD|1DUR|2RCVC	16RCVC|2ASPD|3LHND|4AART|5DUR|7RCR|8VULN|9aDMG
434	11653 22213	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2DUST|3BEXP|4AART|5LHND|6RCR|78VULN|9ZMB|aDMG
435	12611 12155	   	166.66	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|5DUR|6aRCVC|7RCR|8CDMG|9DMG
436	21215 52362	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|29DUST|38VULN|4RCR|5AART|6DUR|7CDMG|aDMG
437	23215 62362	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUR|38VULN|4RCR|5AART|69DUST|7CDMG|aDMG
438	31215 12562	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2DUST|3VULN|4RCR|5AART|6FEWX|7CDMG|8ASPD|9aDMG
439	33215 12366	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|9DUST|aDMG
440	31215 12416	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DUST|38VULN|4RCR|5AART|6FEWX|7CDMG|9DUR|aDMG
441	33135 31332	   	166.62	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6aDMG|79VULN|8DUST
442	33135 31532	   	166.62	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6aDMG|79VULN|8MBVNT
443	33135 51362	   	166.62	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|67VULN|8DUST|9aDMG
444	65162 22322	   	166.61	DCR|3DMG|2VULN|1CDMG	1DMSP|245DMG|34LHND|4BPWR|68VULN|7RCR|9RMIN|aCDMG
445	21215 23113	   	166.59	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MLV|2DUST|3VULN|4RCR|5AART|6RCVC|7ASPD|8ZMB|9aDMG
446	33215 22613	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DUR|37VULN|4RCR|5AART|6RCVC|8LWND|9DMG|aZMB
447	41215 23113	   	166.59	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2DUST|3VULN|4RCR|5AART|6RCVC|7ASPD|8ZMB|9aDMG
448	21215 22423	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DUST|37VULN|4RCR|5AART|6RCVC|8ZMB|9DUR|aDMG
449	41215 22423	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DUST|37VULN|4RCR|5AART|6RCVC|8ZMB|9DUR|aDMG
450	23214 26112	   	166.57	ACR|4VULN|1AART|1DUR|1ASPD|1SELL	1MLV|2DUR|3689VULN|4RCR|5ASPD|7SELL|aAART
451	43214 26112	   	166.57	ACR|4VULN|1AART|1ASPD|1DUR|1SELL	1CGEN|2DUR|3689VULN|4RCR|5ASPD|7SELL|aAART
452	31215 52362	   	166.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|29DUST|38VULN|4RCR|5AART|6DUR|7CDMG|aDMG
453	31215 63412	   	166.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	17ERES|2DUST|3VULN|4RCR|5AART|6ASPD|8CDMG|9aDMG
454	33215 62362	   	166.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DUR|38VULN|4RCR|5AART|69DUST|7CDMG|aDMG
455	55111 22513	 * 	166.48	DCR|2DMG|1AART|1VULN|3DUR	1RCVC|29DMG|3LHND|4AART|56aDUR|7RCR|8VULN
456	33214 26112	   	166.47	ACR|4VULN|1AART|1DUR|1ASPD|1SELL	1ERES|2DUR|3689VULN|4RCR|5ASPD|7SELL|aAART
457	12633 13533	 * 	166.43	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1FLTHEA|1DUR	12ASPD|3VULN|4DUR|5FLTHEA|6FEWX|7DMG|8CDMG|9AART|aRCR
458	15611 12522	   	166.38	DCR|2VULN|1AART|1DMG|1ASPD|1DUR|2RCVC	1ASPD|26RCVC|38VULN|4AART|5DUR|7RCR|9DMG|aFEWX
459	15111 12513	   	166.38	DCR|2DMG|1AART|1VULN|1ASPD|1DUR|2RCVC	1ASPD|26RCVC|3LHND|4AART|5DUR|7RCR|8VULN|9aDMG
460	23214 11126	   	166.36	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1MLV|2DUR|378VULN|4RCR|5ASPD|6CDMG|9BEXP|aAART
461	33135 33253	   	166.31	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB|1ASPD	1ERES|28DUR|3ZMB|4CDMG|5RCR|69DMG|7AART|aASPD
462	15611 12523	   	166.28	DCR|2VULN|1AART|1DMG|1DUR|1ASPD|2RCVC	1ASPD|26RCVC|38VULN|4AART|5DUR|7RCR|9DMG|aERES
463	33214 11126	   	166.26	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1ERES|2DUR|378VULN|4RCR|5ASPD|6CDMG|9BEXP|aAART
464	11211 52516	   	166.24	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DUST|36VULN|4RCR|5LIT|7CDMG|8AART|9DMG|aRCVC
465	21215 22613	   	166.24	ACR|2VULN|2DMG|1AART	1MLV|2DUST|37VULN|4RCR|5AART|6RCVC|8LWND|9aDMG
466	21215 25213	   	166.24	ACR|2VULN|2DMG|1AART	1MLV|2DUST|38VULN|4RCR|5AART|6RCVC|7BEXP|9aDMG
467	41215 22613	   	166.24	ACR|2VULN|2DMG|1AART	1CGEN|2DUST|37VULN|4RCR|5AART|6RCVC|8LWND|9aDMG
468	41215 25213	   	166.24	ACR|2VULN|2DMG|1AART	1CGEN|2DUST|38VULN|4RCR|5AART|6RCVC|7BEXP|9aDMG
469	12622 62152	   	166.19	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	12ASPD|3VULN|4DUST|5DMSP|6aAART|7RCR|8CDMG|9DMG
470	15611 22611	   	166.18	DCR|2VULN|1AART|3ASPD|3DUR	189ASPD|2RCVC|38VULN|4AART|568DUR|7RCR|8BPWR|aBEXP
471	15611 22613	   	166.18	DCR|2VULN|1AART|3ASPD|3DUR	189ASPD|2RCVC|38VULN|4AART|568DUR|7RCR|8BPWR|aRPLT
472	61843 71113	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DMSP|2MBVNT|3DUR|4VULN|5AART|6RCVC|7RCR|8ZMB|9aDMG
473	15611 22612	   	166.08	DCR|2VULN|1AART|3ASPD|3DUR	189ASPD|2RCVC|38VULN|4AART|568DUR|7RCR|8BPWR|aERES
474	63233 24343	 * 	165.97	DCR|3VULN|3DMG|1SELL	1DMSP|279TLV|3RMIN|4SELL|579VULN|679DMG|79BPWR|8RCR|aMLV
475	14631 12152	   	165.96	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2AART|3FEWX|4RCVC|56DUR|7RCR|8CDMG|9DMG|aVULN
476	14631 12162	   	165.96	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2AART|3FEWX|4RCVC|56DUR|7RCR|8CDMG|9VULN|aDMG
477	23215 53622	 * 	165.81	ACR|2VULN|1AART|2ASPD|1FLTHEA|2DUR	18MLV|26DUR|38VULN|4RCR|5AART|78ASPD|8BPWR|9RPLT|aFLTHEA
478	12611 22166	   	165.80	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	12ASPD|3aVULN|4AART|56DUR|7RCR|8CDMG|9MLV
