0	Code 	Date      	Index      	 *	Score 	Summary	Detail	Bounty	
291	4RF5S	15918_07_06	65212 21252	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13479VULN|24TLV|479BPWR|579DUR|679DMG|8RCR|aLIT	10
292	5B4OM	17324_10_08	51263 22622	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13478VULN|24TLV|478BPWR|578DMG|678DUR|9LIT|aRCR	5
293	5PVOZ	18656_06_05	35612 23622	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	12479VULN|347DMG|479BPWR|579DUR|6RCR|89TLV|aLIT	1
294	68U16	19997_05_12	21655 13122	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	178DMG|24TLV|34678VULN|478BPWR|578DUR|9ASPD|aRCR	7
295	7OVJJ	24308_02_19	21334 41231	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	178DMG|25TLV|34578VULN|578BPWR|678DUR|9LIT|aRCR	8
296	7VJME	24902_10_01	64311 16232	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15679VULN|29TLV|379DMG|467DUR|679BPWR|8RCR|aASPD	3
297	7VJME	24902_10_01	64321 16232	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15679VULN|29TLV|379DMG|467DUR|679BPWR|8RCR|aASPD	4
298	8K8NU	26756_01_27	31441 13351	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15689VULN|29TLV|389DMG|458DUR|589BPWR|7RCR|aASPD	6
299	9E6BS	29082_01_06	32314 52361	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15679VULN|29TLV|379DUR|467DMG|679BPWR|8RCR|aLIT	10
300	9KAQJ	29632_10_24	51121 21252	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15789VULN|29TLV|378DMG|478DUR|6RCR|789BPWR|aASPD	5
301	ACEIK	31796_07_04	23225 12351	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13578VULN|23TLV|378BPWR|478DMG|678DUR|9RCR|aASPD	6
302	AM6PH	32671_11_04	13612 34622	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	189DUR|25TLV|34589VULN|589BPWR|689DMG|7RCR|aLIT	4
303	BRM9R	36034_10_22	21455 11122	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	167DUR|28TLV|378DMG|45678VULN|678BPWR|9RCR|aASPD	7
304	BRM9R	36034_10_22	21455 12122	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	167DUR|28TLV|378DMG|45678VULN|678BPWR|9RCR|aASPD	6
305	DPQQJ	41609_11_12	31411 24213	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13789VULN|23TLV|389BPWR|489DUR|589DMG|6RCR|aLIT	10
306	EQHR7	44545_04_22	36133 11365	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	157DUR|28TLV|378DMG|45789VULN|578BPWR|6RCR|aLIT	2
307	EQHR7	44545_04_22	36133 11366	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	157DUR|28TLV|378DMG|45789VULN|578BPWR|6RCR|aASPD	2
308	H9VAI	51670_08_22	16343 33621	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13678VULN|28TLV|478DMG|567DUR|678BPWR|9RCR|aLIT	10
309	IVRTH	56505_09_27	41541 32233	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	178DUR|24TLV|34578VULN|478BPWR|678DMG|9ASPD|aRCR	9
310	K5M52	59898_10_10	25312 36321	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15689VULN|29TLV|389DMG|468DUR|689BPWR|7RCR|aASPD	9
311	K5M52	59898_10_10	25312 36321	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15689VULN|29TLV|389DMG|468DUR|689BPWR|7RCR|aASPD	8
312	K5M52	59898_10_10	25312 36326	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15689VULN|29TLV|389DMG|468DUR|689BPWR|7RCR|aLIT	8
313	K5M52	59898_10_10	25312 36326	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15689VULN|29TLV|389DMG|468DUR|689BPWR|7RCR|aLIT	9
314	KS58K	61914_11_21	41223 43632	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	189DUR|25TLV|34589VULN|589BPWR|689DMG|7RCR|aLIT	7
315	N1KVU	68149_05_15	26122 31115	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	189DMG|24TLV|34789VULN|489BPWR|589DUR|6RCR|aASPD	2
316	N2KI2	68237_11_14	26323 54123	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15678VULN|28TLV|378DMG|467DUR|678BPWR|9RCR|aASPD	3
317	NCZ4H	69077_10_08	35132 45113	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	178DUR|25TLV|34578VULN|578BPWR|678DMG|9ASPD|aRCR	10
318	OFHL8	72266_12_12	41112 16121	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	12489VULN|34TLV|489BPWR|589DUR|6RCR|789DMG|aLIT	6
319	OFHL8	72266_12_12	41112 16123	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	12489VULN|34TLV|489BPWR|589DUR|6RCR|789DMG|aASPD	6
320	PMKL7	75774_04_08	15211 34521	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15689VULN|29TLV|389DMG|458DUR|589BPWR|7RCR|aASPD	7
321	PMKL7	75774_04_08	23261 34521	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	158DUR|29TLV|389DMG|45689VULN|589BPWR|7RCR|aASPD	7
322	PUIB5	76485_07_03	23515 31111	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13478VULN|23TLV|378BPWR|578DUR|678DMG|9RCR|aASPD	2
323	PUIB5	76485_07_03	23515 31114	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13478VULN|23TLV|378BPWR|578DUR|678DMG|9RCR|aLIT	2
324	Q1KAE	76760_03_13	54241 33132	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	14678VULN|28TLV|378DUR|567DMG|678BPWR|9RCR|aASPD	8
325	UZ8JF	88121_03_30	21665 33223	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	137DMG|23579VULN|379BPWR|479DUR|6RCR|89TLV|aLIT	2
326	UZ8JF	88121_03_30	23665 33223	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	137DMG|23579VULN|379BPWR|479DUR|6RCR|89TLV|aLIT	1
327	UHRIV	89699_08_20	11511 22235	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	14689VULN|29TLV|389DUR|568DMG|689BPWR|7RCR|aASPD	9
328	USE47	90648_10_08	33113 62155	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13489VULN|23TLV|389BPWR|589DMG|6RCR|789DUR|aLIT	1
329	VNBCB	93063_05_25	26132 42235	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	14679VULN|29TLV|379DUR|567DMG|679BPWR|8RCR|aLIT	8
330	ZZE2M	2009_06_27	52313 53513	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	178DUR|24TLV|3478aVULN|478BPWR|578DMG|6RCR|9LIT	3
331	DNOSP	41425_01_07	32314 12663	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	179DUR|24TLV|34789VULN|479BPWR|579DMG|6RCR|aLIT	4
332	DNOSP	41425_01_07	32324 12663	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	179DUR|24TLV|34789VULN|479BPWR|579DMG|6RCR|aLIT	3
333	9S4NO	30333_06_21	32236 32563	   	364.44	DCR|5VULN|2TLV|3DUR|2DMG|3ASPD	1379aVULN|29aASPD|47TLV|57DMG|6RCR|79aBPWR|89aDUR	4
334	HFKAE	52178_01_31	15136 23333	 * 	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	167DUR|278DMG|3aTLV|48aCDMG|578aVULN|78aBPWR|9RCR	10
335	4DJDC	14674_05_12	61341 43131	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	127DUR|378aVULN|4aTLV|58aCDMG|678DMG|78aBPWR|9RCR	3
336	5PBBO	18599_04_13	22333 62321	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	167DMG|279aVULN|3aTLV|49aCDMG|579DUR|79aBPWR|8RCR	3
337	7T5SM	24684_08_12	32232 56232	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	157DUR|29aCDMG|37TLV|479aVULN|6RCR|79aBPWR|89aDMG	1
338	KTUS5	62076_05_27	26311 64323	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	137DUR|278aVULN|4aTLV|58aCDMG|678DMG|78aBPWR|9RCR	5
339	NQ37I	70342_06_20	11231 65152	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	178DUR|28aCDMG|378aVULN|457DMG|6RCR|78aBPWR|9aTLV	9
340	Z4DMH	2367_04_15	21313 26263	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	1789VULN|257DUR|39TLV|489CDMG|678DMG|789BPWR|aRCR	4
341	Z4DMH	2367_04_15	21314 26263	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	1789VULN|257DUR|39TLV|489CDMG|678DMG|789BPWR|aRCR	5
342	ZO9NA	4150_06_15	44213 23262	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	179DUR|279aVULN|38aCDMG|4aTLV|579DMG|6RCR|79aBPWR	10
343	ZVENT	4792_07_14	35116 43221	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	137DUR|2789VULN|49TLV|589CDMG|678DMG|789BPWR|aRCR	10
344	7K3E5	23870_04_17	13341 24611	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	157DUR|28aCDMG|378aVULN|478DMG|6RCR|78aBPWR|9aTLV	8
345	7K3E5	23870_04_17	13341 24621	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	157DUR|28aCDMG|378aVULN|478DMG|6RCR|78aBPWR|9aTLV	9
346	H853F	51507_05_31	12226 35363	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	179DMG|257DUR|3aTLV|49aCDMG|679aVULN|79aBPWR|8RCR	3
347	KCT6O	60546_07_23	11423 23515	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	189aVULN|258DUR|3aTLV|49aCDMG|689DMG|7RCR|89aBPWR	2
348	O2A6S	71079_10_04	61421 32632	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	179aVULN|279DUR|36aCDMG|4aTLV|579DMG|79aBPWR|8RCR	3
349	RA7U5	80403_10_28	42233 53116	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	148DUR|289aVULN|3aTLV|59aCDMG|689DMG|7RCR|89aBPWR	10
350	T9Z3B	86033_12_09	16221 63333	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	179aVULN|257DUR|3aTLV|49aCDMG|679DMG|79aBPWR|8RCR	9
351	TDU4F	86477_01_03	46132 31322	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	179DMG|259aVULN|37TLV|47aCDMG|6RCR|79aBPWR|89aDUR	6
352	TDU4F	86477_01_03	46132 35322	   	364.17	DCR|4VULN|3DMG|2TLV|3DUR|3CDMG	179DMG|259aVULN|37TLV|47aCDMG|6RCR|79aBPWR|89aDUR	7
353	6VISQ	22029_08_07	22362 13442	   	363.98	DCR|4VULN|3DMG|2TLV|3DUR|2ASPD	178DUR|2789VULN|39TLV|49ASPD|578DMG|6RCR|789BPWR|aAART	6
354	ZAOH7	2935_12_15	35144 21333	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1379aVULN|29aTLV|47CDMG|57DUR|6RCR|79aBPWR|89aDMG	3
355	ZAOH7	2935_12_15	35461 21333	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1479aVULN|29aTLV|37DUR|57CDMG|6RCR|79aBPWR|89aDMG	2
356	8KBST	26764_12_01	12333 55422	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1357aVULN|23aDMG|37aBPWR|47TLV|67DUR|8aCDMG|9RCR	9
357	G96DV	48729_12_12	23362 24224	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1479aVULN|29aTLV|37DUR|57CDMG|6RCR|79aBPWR|89aDMG	4
358	TNBZO	87320_07_28	22222 23356	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1357aVULN|23aDMG|37aBPWR|47TLV|67DUR|8RCR|9aCDMG	8
359	TNBZO	87320_07_28	22241 23356	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1347aVULN|23aDMG|37aBPWR|57TLV|67DUR|8RCR|9aCDMG	8
360	29H2J	8567_02_20	21222 23466	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1378aVULN|23aDMG|38aBPWR|48DUR|58TLV|6RCR|9aCDMG	5
361	4B29Z	14446_11_19	53132 12216	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1347aVULN|237DMG|37aBPWR|57TLV|6RCR|8aDUR|9aCDMG	3
362	5U5VQ	19032_10_18	26211 34361	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	157DMG|2aDUR|37TLV|4567aVULN|57aBPWR|8RCR|9aCDMG	9
363	6HMSK	20784_10_11	42324 34223	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1679aVULN|279DMG|3aDUR|4aCDMG|579TLV|79aBPWR|8RCR	4
364	9EENA	29105_06_13	31353 42632	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1789aVULN|289DMG|3aDUR|4aCDMG|589TLV|6RCR|89aBPWR	6
365	9RFOT	30274_09_11	62412 53313	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1247aVULN|347DMG|47aBPWR|57DUR|6RCR|8aCDMG|9aTLV	10
366	ABPDE	31737_03_06	34242 31122	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	178DMG|2678aVULN|3aDUR|4aCDMG|578TLV|78aBPWR|9RCR	6
367	BICEI	35199_09_29	52244 11131	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	13679VULN|239DMG|379BPWR|47TLV|57DUR|89CDMG|aRCR	2
368	BICEI	35199_09_29	52344 11131	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	13679VULN|239DMG|379BPWR|47TLV|57DUR|89CDMG|aRCR	3
369	CISC4	38115_04_17	11233 51165	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1679aVULN|279TLV|3aDUR|4aCDMG|579DMG|79aBPWR|8RCR	10
370	DQBUT	41657_11_26	21332 34142	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1489aVULN|289TLV|3aDUR|5aCDMG|689DMG|7RCR|89aBPWR	10
371	EK2AP	43963_07_09	22512 25521	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|3LIT	1379aVULN|29aDMG|47TLV|57DUR|6RCR|79aBPWR|89aLIT	1
372	F8K3J	45807_09_02	54136 33333	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1379aVULN|23aDMG|37aBPWR|47DUR|57TLV|6RCR|8aCDMG	5
373	GEFKR	49204_05_11	53335 22633	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	178TLV|2789aVULN|3aDUR|4aCDMG|578DMG|6RCR|78aBPWR	3
374	HC4BR	51864_03_15	34121 51133	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1389aVULN|289TLV|4aDUR|5aCDMG|6RCR|789DMG|89aBPWR	9
375	J7QR7	57220_06_16	33456 13221	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1379aVULN|23aDMG|37aBPWR|47TLV|57DUR|6RCR|8aCDMG	1
376	JP133	58763_02_20	11121 43146	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1279aVULN|379DMG|4aCDMG|5aDUR|679TLV|79aBPWR|8RCR	1
377	LP7MS	64523_07_02	66213 63223	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1378aVULN|23aDMG|38aBPWR|48TLV|58DUR|6RCR|9aCDMG	2
378	NOQRG	70229_04_07	32133 21546	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	158DMG|2aCDMG|38TLV|4578aVULN|58aBPWR|6RCR|9aDUR	5
379	QDUBB	77864_11_25	31132 43535	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	189DMG|2389aVULN|4aCDMG|5aDUR|6RCR|789TLV|89aBPWR	7
380	S2ADK	82563_12_18	31313 63421	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	178DMG|278TLV|39CDMG|49DUR|56789VULN|789BPWR|aRCR	9
381	VZ5A3	90982_11_30	52313 46111	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1347aVULN|237DMG|37aBPWR|57DUR|6RCR|8aTLV|9aCDMG	2
382	V4TE8	91409_06_06	16323 14112	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	158DMG|2aCDMG|38DUR|4568aVULN|58aBPWR|7RCR|9aTLV	7
383	V9PP8	91847_10_04	32242 52511	   	363.15	DCR|5VULN|3DMG|2TLV|2DUR|2CDMG	1348aVULN|23aDMG|38aBPWR|58TLV|6RCR|78DUR|9aCDMG	7
384	9EENA	29105_06_13	31353 41622	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1789aVULN|278DMG|3aDUR|4aCDMG|578TLV|6RCR|78aBPWR	6
385	CJNQI	38192_04_02	32223 61641	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1378aVULN|2aCDMG|478TLV|578DMG|6RCR|78aBPWR|9aDUR	5
386	EUEB9	44894_05_12	52133 55221	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	178TLV|2789aVULN|3aCDMG|4aDUR|578DMG|6RCR|78aBPWR	6
387	KN2DG	61458_04_29	11321 26311	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1489aVULN|289DMG|3aCDMG|5aDUR|6RCR|789TLV|89aBPWR	4
388	N3OMG	68339_03_11	33613 12625	   	363.15	DCR|5VULN|3DMG|3TLV|2DUR|2CDMG	1378aVULN|2aCDMG|478TLV|578DMG|6RCR|78aBPWR|9aDUR	5
389	1LH9G	6773_06_06	33111 66241	   	362.72	DCR|4VULN|3DMG|2TLV|3DUR|1CDMG	1NUKE|2478VULN|34TLV|478BPWR|578DMG|678DUR|9CDMG|aRCR	8
390	9FVRU	29243_03_25	31623 25211	   	362.72	DCR|4VULN|3DMG|2TLV|3DUR|1CDMG	1NUKE|278DMG|39TLV|4789VULN|578DUR|6RCR|789BPWR|aCDMG	2
391	9FVRU	29243_03_25	36623 25211	   	362.72	DCR|4VULN|3DMG|2TLV|3DUR|1CDMG	1NUKE|278DMG|39TLV|4789VULN|578DUR|6RCR|789BPWR|aCDMG	1
392	CZ7BD	36441_06_20	61142 36311	   	362.72	DCR|4VULN|3DMG|2TLV|3DUR|1CDMG	1379VULN|23TLV|379BPWR|479DUR|5NUKE|679DMG|8RCR|aCDMG	8
393	JB52I	57518_04_15	23221 35143	   	362.72	DCR|4VULN|3DMG|2TLV|3DUR|1CDMG	178DUR|24TLV|3478VULN|478BPWR|5NUKE|678DMG|9RCR|aCDMG	3
394	RL9D7	81394_10_26	63343 13522	   	362.72	DCR|4VULN|3DMG|2TLV|3DUR|1CDMG	1378VULN|23TLV|378BPWR|4NUKE|578DMG|678DUR|9RCR|aCDMG	10
395	SJUHO	84145_07_25	22422 31114	   	362.69	DCR|4VULN|3DMG|2TLV|3DUR|2LIT	178DMG|2789VULN|39LIT|49TLV|578DUR|6RCR|789BPWR|aAART	2
396	ZTS8S	4651_01_14	31261 16333	   	361.75	DCR|4VULN|3DMG|2TLV|3DUR|3ASPD	178DMG|278DUR|359ASPD|49TLV|6789VULN|789BPWR|aRCR	9
397	4IBMF	15101_04_23	32242 35132	   	361.75	DCR|4VULN|3DMG|2TLV|3DUR|3ASPD	1789VULN|278DUR|39TLV|49aASPD|578DMG|6RCR|789BPWR	10
398	D9UPA	40185_07_07	21252 33463	   	361.75	DCR|4VULN|3DMG|2TLV|3DUR|3ASPD	147DMG|29aASPD|37TLV|579aVULN|6RCR|79aBPWR|89aDUR	6
