0	Index      	 *	Score 	Summary	Detail	
1	21252 13536	 * 	207.13	ACR|2AART|2VULN|2DMG|1CDMG|1ZMB	1aAART|2RCR|3MLV|46VULN|5ZMB|78DMG|9CDMG
342	15625 32233	   	178.78	ACR|2VULN|2DMG|1AART|2ASPD	19ASPD|29DMG|3RCR|4aLHND|5RMIN|6FEWX|7AART|89VULN|9BPWR
343	15636 22231	   	178.78	ACR|2VULN|2DMG|1AART|2ASPD	19ASPD|29DMG|3RCR|4RMIN|5BEXP|6LWND|7AART|89VULN|9BPWR|aRCVC
344	15636 22233	   	178.78	ACR|2VULN|2DMG|1AART|2ASPD	19ASPD|29DMG|3RCR|4RMIN|5BEXP|6LWND|7AART|89VULN|9BPWR|aLHND
345	21112 13215	   	178.77	ACR|2AART|2DMG|1VULN|1ASPD|1DUR	13AART|2RCR|4LWND|5LHND|6VULN|79DMG|8DUR|aASPD
346	21114 13212	   	178.77	ACR|2AART|2DMG|1VULN|1DUR|1ASPD	13AART|2RCR|4LWND|5FEWX|6VULN|79DMG|8DUR|aASPD
347	21152 13432	   	178.77	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	13AART|2RCR|46VULN|5LHND|7DMG|8BEXP|9DUR|aASPD
348	21154 13432	   	178.77	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	13AART|2RCR|46VULN|5FEWX|7DMG|8BEXP|9DUR|aASPD
349	21156 31313	   	178.67	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	13AART|2RCR|46VULN|5NUKE|6BPWR|7DMG|8ASPD|9DUR|aRPLT
350	21156 31315	   	178.67	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	13AART|2RCR|46VULN|5NUKE|6BPWR|7DMG|8ASPD|9DUR|aCGEN
351	21156 31316	   	178.67	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	13AART|2RCR|46VULN|5NUKE|6BPWR|7DMG|8ASPD|9DUR|aRMIN
352	21152 13332	   	178.67	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	13AART|2RCR|46VULN|5LHND|7DMG|8DUST|9DUR|aASPD
353	21152 63212	   	178.67	ACR|2AART|2DMG|1VULN|1ASPD|1DUR	13AART|2RCR|4VULN|5LHND|6DUST|79DMG|8DUR|aASPD
354	21154 63212	   	178.67	ACR|2AART|2DMG|1VULN|1ASPD|1DUR	13AART|2RCR|4VULN|5FEWX|6DUST|79DMG|8DUR|aASPD
355	21623 22423	   	178.64	ACR|2AART|2VULN|1DMG|1CDMG	1aAART|2RCR|3FEWX|46LIT|56VULN|6BPWR|7LWND|8DMG|9CDMG
356	21623 23423	   	178.64	ACR|2AART|2VULN|1DMG|1CDMG	1aAART|2RCR|3FEWX|46LIT|56VULN|6BPWR|7BEXP|8DMG|9CDMG
357	15631 42231	   	178.58	ACR|2VULN|2DMG|1AART|2ASPD	19ASPD|29DMG|3RCR|4RMIN|5LEGI|6MBVNT|7AART|89VULN|9BPWR|aRCVC
358	15631 42233	   	178.58	ACR|2VULN|2DMG|1AART|2ASPD	19ASPD|29DMG|3RCR|4RMIN|5LEGI|6MBVNT|7AART|89VULN|9BPWR|aLHND
359	21156 31311	   	178.57	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	13AART|2RCR|46VULN|5NUKE|6BPWR|7DMG|8ASPD|9DUR|aBASHEA
360	21152 11531	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5LHND|7RCVC|8DMG|9CDMG|aBEXP
361	21152 11532	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5LHND|7RCVC|8DMG|9CDMG|aFEWX
362	21152 11535	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5LHND|7RCVC|8DMG|9CDMG|aCGEN
363	21152 11553	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5LHND|7RCVC|8DMG|9RPLT|aCDMG
364	21152 13213	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5LHND|7DMG|8BELT|9LWND|aCDMG
365	21152 13236	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5LHND|7DMG|8BELT|9RMIN|aCDMG
366	21152 13263	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5LHND|7DMG|8BELT|9FEWX|aCDMG
367	21152 13462	   	178.54	ACR|2AART|2VULN|1DMG|1FLTHEA	13AART|2RCR|46VULN|5LHND|7DMG|8BEXP|9FLTHEA|aRMIN
368	21154 13231	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5FEWX|7DMG|8RCVC|9CDMG|aBEXP
369	21154 13232	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5aFEWX|7DMG|8RCVC|9CDMG
370	21154 13235	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5FEWX|7DMG|8RCVC|9CDMG|aCGEN
371	21154 13236	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5FEWX|7DMG|8RCVC|9CDMG|aDMSP
372	21112 13562	   	178.54	ACR|2AART|2VULN|1DMG|1FLTHEA	13AART|2RCR|4LWND|5LHND|68VULN|7DMG|9FLTHEA|aRMIN
373	21112 13564	   	178.54	ACR|2AART|2VULN|1DMG|1FLTHEA	13AART|2RCR|4LWND|5LHND|68VULN|7DMG|9FLTHEA|aFEWX
374	21112 13566	   	178.54	ACR|2AART|2VULN|1DMG|1FLTHEA	13AART|2RCR|4LWND|5LHND|68VULN|7DMG|9FLTHEA|aBEXP
375	21113 22534	   	178.54	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4LWND|5CGEN|68DMG|7RMIN|9CDMG|aVULN
376	21113 23234	   	178.54	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4LWND|5CGEN|67DMG|8RMIN|9CDMG|aVULN
377	21113 63534	   	178.54	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4LWND|5CGEN|6MLV|78DMG|9CDMG|aVULN
378	21123 16521	   	178.54	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4RPLT|5RCVC|6VULN|7CDMG|89DMG|aBEXP
379	21123 16522	   	178.54	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4RPLT|5RCVC|6VULN|7CDMG|89DMG|aFEWX
380	21123 16525	   	178.54	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4RPLT|5RCVC|6VULN|7CDMG|89DMG|aLWND
381	21123 16562	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|4RPLT|5RCVC|6aVULN|7CDMG|8DMG|9BEXP
382	21124 36326	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|4RPLT|5LIT|6CDMG|7DMG|8aVULN|9BEXP
383	21151 32422	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|4aVULN|5LIT|6FEWX|7LWND|8DMG|9CDMG
384	21151 33422	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|4aVULN|5LIT|6FEWX|7BEXP|8DMG|9CDMG
385	21165 23234	   	178.54	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4CGEN|5LWND|67DMG|8RMIN|9CDMG|aVULN
386	21231 43534	   	178.54	ACR|2AART|2DMG|1VULN|1CDMG	14AART|2RCR|3MLV|5CGEN|6FEWX|78DMG|9CDMG|aVULN
387	21315 24143	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	19AART|2RCR|3LHND|4BELT|5CDMG|67VULN|8FEWX|aDMG
388	21623 21423	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	1aAART|2RCR|3FEWX|46LIT|56VULN|6BPWR|7LEGI|8DMG|9CDMG
389	21623 62423	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	1aAART|2RCR|3FEWX|4LIT|56VULN|7LWND|8DMG|9CDMG
390	21623 63423	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	1aAART|2RCR|3FEWX|4LIT|56VULN|7BEXP|8DMG|9CDMG
391	15631 42234	   	178.48	ACR|2VULN|2DMG|1AART|2ASPD	19ASPD|29DMG|3RCR|4RMIN|5LEGI|6MBVNT|7AART|89VULN|9BPWR|aDUST
392	21153 26531	   	178.44	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4VULN|5CGEN|6ERES|78DMG|9CDMG|aBEXP
393	21153 26532	   	178.44	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4VULN|5CGEN|6ERES|78DMG|9CDMG|aFEWX
394	21153 63531	   	178.44	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4VULN|5CGEN|6TLV|78DMG|9CDMG|aBEXP
395	21153 63532	   	178.44	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4VULN|5CGEN|6TLV|78DMG|9CDMG|aFEWX
396	21156 31163	   	178.44	ACR|2AART|2VULN|1DMG|1FLTHEA	13AART|2RCR|46VULN|5NUKE|6BPWR|7DMG|8RPLT|9FLTHEA|aMLV
397	21156 32531	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5NUKE|6BPWR|7MLV|8DMG|9CDMG|aBEXP
398	21156 32532	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5NUKE|6BPWR|7MLV|8DMG|9CDMG|aFEWX
399	21152 11533	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5LHND|7RCVC|8DMG|9CDMG|aDUST
400	21152 11534	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5LHND|7RCVC|8DMG|9CDMG|aERES
401	21152 13243	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5LHND|7DMG|8BELT|9DUST|aCDMG
402	21152 13362	   	178.44	ACR|2AART|2VULN|1DMG|1FLTHEA	13AART|2RCR|46VULN|5LHND|7DMG|8DUST|9FLTHEA|aRMIN
403	21152 13364	   	178.44	ACR|2AART|2VULN|1DMG|1FLTHEA	13AART|2RCR|46VULN|5LHND|7DMG|8DUST|9FLTHEA|aFEWX
404	21154 13233	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5FEWX|7DMG|8RCVC|9CDMG|aERES
405	21154 13412	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5FEWX|7DMG|8BEXP|9DUST|aCDMG
406	21112 13565	   	178.44	ACR|2AART|2VULN|1DMG|1FLTHEA	13AART|2RCR|4LWND|5LHND|68VULN|7DMG|9FLTHEA|aDUST
407	21113 25534	   	178.44	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4LWND|5CGEN|68DMG|7ERES|9CDMG|aVULN
408	21123 16523	   	178.44	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4RPLT|5RCVC|6VULN|7CDMG|89DMG|aDUST
409	21123 16532	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|4RPLT|5RCVC|6aVULN|7CDMG|8DMG|9MBVNT
410	21123 16542	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|4RPLT|5RCVC|6aVULN|7CDMG|8DMG|9LEGI
411	21151 31422	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|4aVULN|5LIT|6FEWX|7LEGI|8DMG|9CDMG
412	21153 21534	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|4aVULN|5CGEN|6ERES|7RCVC|8DMG|9CDMG
413	21343 13366	   	178.44	ACR|2AART|2DMG|1VULN|1FLTHEA	18AART|2RCR|34LHND|5DUST|6VULN|7aDMG|9FLTHEA
414	21623 61423	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1aAART|2RCR|3FEWX|4LIT|56VULN|7LEGI|8DMG|9CDMG
415	21113 23531	   	178.43	ACR|3DMG|2AART|1ZMB|1DUR	13AART|2RCR|4LWND|5CGEN|678DMG|9DUR|aZMB
416	21165 23531	   	178.43	ACR|3DMG|2AART|1ZMB|1DUR	13AART|2RCR|4CGEN|5LWND|678DMG|9DUR|aZMB
417	21235 23541	   	178.43	ACR|3DMG|2AART|1ZMB|1DUR	14AART|2RCR|3MLV|5LWND|678DMG|9DUR|aZMB
418	21153 22534	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|4aVULN|5CGEN|67ERES|8DMG|9CDMG
419	21153 26533	   	178.34	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4VULN|5CGEN|6ERES|78DMG|9CDMG|aDUST
420	21153 63533	   	178.34	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4VULN|5CGEN|6TLV|78DMG|9CDMG|aDUST
421	21156 23234	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|4aVULN|5NUKE|6ERES|7DMG|8RCVC|9CDMG
422	21156 23531	   	178.34	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4VULN|5NUKE|6ERES|78DMG|9CDMG|aBEXP
423	21156 23532	   	178.34	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4VULN|5NUKE|6ERES|78DMG|9CDMG|aFEWX
424	21156 32533	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	13AART|2RCR|46VULN|5NUKE|6BPWR|7MLV|8DMG|9CDMG|aDUST
425	21152 13365	   	178.34	ACR|2AART|2VULN|1DMG|1FLTHEA	13AART|2RCR|46VULN|5LHND|7DMG|8aDUST|9FLTHEA
426	21232 23534	   	178.34	ACR|2AART|2DMG|1VULN|1CDMG	14AART|2RCR|3MLV|5DUST|6ERES|78DMG|9CDMG|aVULN
427	13535 32151	   	178.33	ACR|2DMG|1AART|1VULN|2ASPD|2DUR|1ZMB	17ASPD|2LHND|37DUR|47DMG|5RCR|6LEGI|7BPWR|8VULN|9AART|aZMB
428	21252 13432	   	178.33	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2RCR|3MLV|46VULN|5ZMB|7DMG|8BEXP|9DUR|aASPD
429	21212 13212	   	178.33	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1AART|2RCR|3MLV|4LWND|5ZMB|6VULN|79DMG|8DUR|aASPD
430	21252 43212	   	178.33	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|2RCR|3MLV|4VULN|5ZMB|6BEXP|79DMG|8DUR|aASPD
431	21352 13212	   	178.33	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1AART|2RCR|3LHND|4CGEN|5ZMB|6VULN|79DMG|8DUR|aASPD
432	21412 13212	   	178.33	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1AART|2RCR|3CGEN|4LWND|5ZMB|6VULN|79DMG|8DUR|aASPD
433	21432 13212	   	178.33	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|2RCR|3CGEN|4FEWX|5ZMB|6VULN|79DMG|8DUR|aASPD
434	21452 43212	   	178.33	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|2RCR|3CGEN|4VULN|5ZMB|6BEXP|79DMG|8DUR|aASPD
435	21135 23541	   	178.33	ACR|3DMG|2AART|1ZMB|1DUR	13AART|2RCR|4TLV|5LWND|678DMG|9DUR|aZMB
436	21114 13162	   	178.30	ACR|2AART|2VULN|1DMG|1CDMG|1SELL	13AART|2RCR|4LWND|5FEWX|6aVULN|7DMG|8SELL|9CDMG
437	21156 23533	   	178.24	ACR|2AART|2DMG|1VULN|1CDMG	13AART|2RCR|4VULN|5NUKE|6ERES|78DMG|9CDMG|aDUST
438	21662 13232	   	178.23	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|2RCR|3FEWX|4NUKE|5ZMB|68VULN|7DMG|9DUR|aASPD
439	21252 63212	   	178.23	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|2RCR|3MLV|4VULN|5ZMB|6DUST|79DMG|8DUR|aASPD
440	21332 13212	   	178.23	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|2RCR|3LHND|4ERES|5ZMB|6VULN|79DMG|8DUR|aASPD
441	21632 13212	   	178.23	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|2RCR|3FEWX|4ERES|5ZMB|6VULN|79DMG|8DUR|aASPD
442	21652 13212	   	178.23	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|2RCR|3FEWX|4TLV|5ZMB|6VULN|79DMG|8DUR|aASPD
443	21156 31162	   	178.20	ACR|2AART|2VULN|1DMG|1FLTHEA|1SELL	13AART|2RCR|46VULN|5NUKE|6BPWR|7DMG|8RPLT|9FLTHEA|aSELL
444	34235 12226	   	178.17	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1LWND|2ZMB|3BEXP|4ASPD|5RCR|69DMG|7AART|8aVULN
445	21252 13231	   	178.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|7DMG|8RCVC|9CDMG|aBEXP
446	21252 13232	   	178.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|7DMG|8RCVC|9CDMG|aFEWX
447	21252 13235	   	178.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|7DMG|8RCVC|9CDMG|aCGEN
448	21452 13231	   	178.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|3CGEN|46VULN|5ZMB|7DMG|8RCVC|9CDMG|aBEXP
449	21452 13232	   	178.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|3CGEN|46VULN|5ZMB|7DMG|8RCVC|9CDMG|aFEWX
450	21452 23234	   	178.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|36CGEN|4aVULN|5ZMB|7DMG|8RCVC|9CDMG
451	21452 23531	   	178.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCR|36CGEN|4VULN|5ZMB|78DMG|9CDMG|aBEXP
452	21452 23532	   	178.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCR|36CGEN|4VULN|5ZMB|78DMG|9CDMG|aFEWX
453	21212 11424	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3MLV|4LWND|5ZMB|67VULN|8FLTHEA|9DMG|aFEWX
454	21212 11426	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3MLV|4LWND|5ZMB|67VULN|8FLTHEA|9DMG|aBEXP
455	21212 11462	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|39MLV|4LWND|5ZMB|67VULN|8FLTHEA|aDMG
456	21352 11424	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3LHND|4CGEN|5ZMB|67VULN|8FLTHEA|9DMG|aFEWX
457	21352 11426	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3LHND|4CGEN|5ZMB|67VULN|8FLTHEA|9DMG|aBEXP
458	21412 11424	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3CGEN|4LWND|5ZMB|67VULN|8FLTHEA|9DMG|aFEWX
459	21412 11426	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3CGEN|4LWND|5ZMB|67VULN|8FLTHEA|9DMG|aBEXP
460	21412 11452	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|39CGEN|4LWND|5ZMB|67VULN|8FLTHEA|aDMG
461	21416 23334	   	178.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCR|35CGEN|4LWND|67DMG|8ZMB|9CDMG|aVULN
462	21425 23334	   	178.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCR|34CGEN|5LWND|67DMG|8ZMB|9CDMG|aVULN
463	21432 11424	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3CGEN|4aFEWX|5ZMB|67VULN|8FLTHEA|9DMG
464	21432 11452	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|39CGEN|4FEWX|5ZMB|67VULN|8FLTHEA|aDMG
465	21432 11462	   	178.10	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3CGEN|4FEWX|5ZMB|67VULN|8FLTHEA|9DMSP|aDMG
466	21252 13233	   	178.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|7DMG|8RCVC|9CDMG|aDUST
467	21252 13234	   	178.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|7DMG|8RCVC|9CDMG|aERES
468	21252 61423	   	178.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3MLV|47VULN|5ZMB|6DUST|8FLTHEA|9DMG|aRPLT
469	21332 11424	   	178.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3LHND|4ERES|5ZMB|67VULN|8FLTHEA|9DMG|aFEWX
470	21332 11426	   	178.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3LHND|4ERES|5ZMB|67VULN|8FLTHEA|9DMG|aBEXP
471	21452 13233	   	178.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|3CGEN|46VULN|5ZMB|7DMG|8RCVC|9CDMG|aDUST
472	21452 23533	   	178.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCR|36CGEN|4VULN|5ZMB|78DMG|9CDMG|aDUST
473	21632 11424	   	178.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3aFEWX|4ERES|5ZMB|67VULN|8FLTHEA|9DMG
474	21662 13252	   	178.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|3FEWX|4NUKE|5ZMB|68VULN|7DMG|9BEXP|aCDMG
475	21252 41422	   	178.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3MLV|47VULN|5ZMB|6BEXP|8FLTHEA|9DMG|aDUST
476	21641 51322	   	178.00	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1AART|2RCR|3FEWX|4LHND|59DMG|6aASPD|7VULN|8ZMB
477	21212 11422	   	178.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3MLV|4LWND|5ZMB|67VULN|8FLTHEA|9DMG|aDUST
478	21315 24323	   	178.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCR|3LHND|4BELT|5CDMG|67VULN|8ERES|9ZMB|aDMG
479	21352 11422	   	178.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3LHND|4CGEN|5ZMB|67VULN|8FLTHEA|9DMG|aDUST
480	21412 11422	   	178.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3CGEN|4LWND|5ZMB|67VULN|8FLTHEA|9DMG|aDUST
481	21432 11422	   	178.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3CGEN|4FEWX|5ZMB|67VULN|8FLTHEA|9DMG|aDUST
482	21432 11425	   	178.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3CGEN|4FEWX|5ZMB|67VULN|8FLTHEA|9DMG|aTLV
483	21216 13216	   	177.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3MLV|4LWND|5CGEN|6aVULN|79DMG|8DUR
484	21222 13216	   	177.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3MLV|4CGEN|5LHND|6aVULN|79DMG|8DUR
485	21224 13216	   	177.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3MLV|4CGEN|5FEWX|6aVULN|79DMG|8DUR
486	21262 13626	   	177.97	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2RCR|3MLV|4ASPD|5LHND|6aVULN|79DMG|8BEXP
487	21344 13216	   	177.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|34LHND|5FEWX|6aVULN|79DMG|8DUR
488	21353 13216	   	177.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3LHND|4CGEN|5MLV|6aVULN|79DMG|8DUR
489	21413 13216	   	177.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3CGEN|4LWND|5MLV|6aVULN|79DMG|8DUR
490	21433 13216	   	177.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3CGEN|4FEWX|5MLV|6aVULN|79DMG|8DUR
491	21642 13216	   	177.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3FEWX|45LHND|6aVULN|79DMG|8DUR
492	21256 13522	   	177.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|39MLV|46VULN|5CGEN|78DMG|aDUR
493	21453 13522	   	177.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3CGEN|46VULN|59MLV|78DMG|aDUR
494	21252 61422	   	177.90	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3MLV|47VULN|5ZMB|6aDUST|8FLTHEA|9DMG
495	21332 11422	   	177.90	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3LHND|4ERES|5ZMB|67VULN|8FLTHEA|9DMG|aDUST
496	21632 11422	   	177.90	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3FEWX|4ERES|5ZMB|67VULN|8FLTHEA|9DMG|aDUST
497	21632 11425	   	177.90	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3FEWX|4ERES|5ZMB|67VULN|8FLTHEA|9DMG|aTLV
498	21652 11422	   	177.90	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3FEWX|4TLV|5ZMB|67VULN|8FLTHEA|9DMG|aDUST
499	21662 13262	   	177.90	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|2RCR|3FEWX|4NUKE|5ZMB|68VULN|7DMG|9FLTHEA|aDUST
500	21333 13216	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3LHND|4ERES|5MLV|6aVULN|79DMG|8DUR
501	21336 13216	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3LHND|4ERES|5CGEN|6aVULN|79DMG|8DUR
502	21343 13216	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|34LHND|5DUST|6aVULN|79DMG|8DUR
503	21633 13216	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3FEWX|4ERES|5MLV|6aVULN|79DMG|8DUR
