0	Index      	 *	Score 	Summary	Detail	
1	12456 13121	 * 	197.43	DCR|2AART|2DMG|1VULN|2CDMG|2ZMB|1DUR	17CDMG|27ZMB|37DMG|45AART|6RPLT|7BPWR|8RCR|9DUR|aVULN
326	12451 31342	   	170.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3DMG|4AART|57VULN|6LHND|8CGEN|9DUR|aRCR
327	41322 16232	   	170.76	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	1AART|26ASPD|3DUST|4LWND|567VULN|6BPWR|8DUR|9CDMG|aRCR
328	41332 16232	   	170.76	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	1AART|26ASPD|3DUST|4LHND|567VULN|6BPWR|8DUR|9CDMG|aRCR
329	41352 15332	   	170.76	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	1AART|26ASPD|3DUST|4FEWX|568VULN|6BPWR|7DUR|9CDMG|aRCR
330	41412 16232	   	170.76	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	1AART|26ASPD|3LHND|4DUST|567VULN|6BPWR|8DUR|9CDMG|aRCR
331	13325 26532	   	170.73	DCR|3DMG|1AART|1VULN|1CDMG	1CDMG|256DMG|3LWND|4AART|7VULN|8AIRHEL|9RCR|aDUST
332	12325 11112	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LWND|4AART|5DMG|6DUR|79VULN|8ERES|aRCR
333	12325 11152	   	170.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LWND|4AART|59DMG|6DUR|7VULN|8ERES|aRCR
334	12451 11132	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3DMG|4AART|57VULN|6DUR|8ERES|9LWND|aRCR
335	12451 11332	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3DMG|4AART|57VULN|6DUR|8CGEN|9DUST|aRCR
336	12451 31142	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3DMG|4AART|57VULN|6LHND|8ERES|9DUR|aRCR
337	12451 33112	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3DMG|4AART|59VULN|6LHND|7DUR|8ERES|aRCR
338	12451 33152	   	170.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|39DMG|4AART|5VULN|6LHND|7DUR|8ERES|aRCR
339	12451 63112	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3DMG|4AART|59VULN|6FEWX|7DUR|8ERES|aRCR
340	25263 12161	   	170.67	DCR|3VULN|3DMG|1SELL	1LIT|248DMG|3LHND|57aVULN|6RCR|9SELL
341	43521 62323	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|3MLV|46VULN|5RCR|7DUR|89DMG|aERES
342	12451 53112	   	170.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3DMG|4AART|59VULN|6DUST|7DUR|8ERES|aRCR
343	36232 32142	   	170.61	ACR|2VULN|1AART|2ASPD|1CDMG|2DUR	19ASPD|2RCR|3LWND|49VULN|5AART|6MLV|7BEXP|89DUR|9BPWR|aCDMG
344	36232 36142	   	170.61	ACR|2VULN|1AART|2ASPD|1CDMG|2DUR	19ASPD|2RCR|3LWND|49VULN|5AART|6MLV|7FEWX|89DUR|9BPWR|aCDMG
345	11251 61513	   	170.54	DCR|2AART|2VULN|1DMG|2CDMG	13CDMG|2DUST|48AART|57VULN|6BEXP|9DMG|aRCR
346	25123 43242	   	170.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1LIT|27DMG|3AART|4VULN|56DUR|8RCR|9LWND|aCDMG
347	25123 43262	   	170.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1LIT|27DMG|3AART|4VULN|56DUR|8RCR|9LHND|aCDMG
348	12622 72341	   	170.47	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR|1SELL	1CDMG|2ZMB|3SELL|4MBVNT|5DUR|67DMG|8AART|9RCR|aVULN
349	13352 12363	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|26DMG|3LWND|45VULN|7BELT|8AART|9RCR|aFEWX
350	36214 31133	   	170.46	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	16ASPD|2RCR|3LWND|4CDMG|5LIT|7AART|8DMG|9ZMB|aVULN
351	25123 43222	   	170.41	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1LIT|27DMG|3AART|4VULN|56DUR|8RCR|9DUST|aCDMG
352	25123 43232	   	170.41	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1LIT|27DMG|3AART|4VULN|56DUR|8RCR|9TLV|aCDMG
353	13325 42512	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|25DMG|3LWND|4AART|6FEWX|7DUST|89VULN|aRCR
354	13352 12366	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|26DMG|3LWND|45VULN|7BELT|8AART|9RCR|aDUST
355	36212 38316	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|3LWND|4CDMG|59VULN|6MBVNT|7AART|8DMSP|aDMG
356	36312 38416	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|3BEXP|4CDMG|59VULN|6MBVNT|7AART|8RCVC|aDMG
357	12456 13113	   	170.33	DCR|2AART|2DMG|2CDMG|2ZMB	17CDMG|27ZMB|37DMG|45AART|6RPLT|7BPWR|8RCR|9FEWX|aDUST
358	25421 21143	 * 	170.33	DCR|3VULN|2AART|1DMG	1LIT|2DMG|3ERES|4MBVNT|56AART|79aVULN|8RCR
359	64213 42332	   	170.26	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ZMB|2DMG|3ASPD|46DUR|5RCVC|7RCR|8AART|9VULN|aCDMG
360	24613 12143	 * 	170.22	DCR|3DMG|2VULN|2ZMB	1aLIT|2TLV|38aDMG|4CGEN|57VULN|6RCR|9aZMB|aBPWR
361	13322 28416	   	170.18	DCR|2AART|1DMG|2CDMG|1VULN|2DUR	17CDMG|2DMG|37LWND|4aAART|5MBVNT|67DUR|7BPWR|8RCR|9VULN
362	13251 43423	   	170.16	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|28DMG|3ERES|4AART|59VULN|6CANSTR|7MBVNT|aRCR
363	36214 51133	   	170.16	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1ASPD|2RCR|3LWND|46CDMG|5LIT|7AART|8DMG|9ZMB|aVULN
364	24633 12143	   	170.12	DCR|3DMG|2VULN|2ZMB	1aLIT|2TLV|38aDMG|4ERES|57VULN|6RCR|9aZMB|aBPWR
365	36242 11232	 * 	170.08	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1ASPD|2RCR|3LWND|4LHND|57AART|6FLTHEA|8VULN|9ZMB|aCDMG
366	25231 12426	 * 	170.08	DCR|3VULN|2DMG|2ZMB|1SELL	1aLIT|2aDMG|3LHND|457VULN|6RCR|8aZMB|9SELL|aBPWR
367	36232 11422	   	170.06	ACR|2AART|2VULN|1CDMG|1ASPD|1DUR	1ASPD|2RCR|36LWND|46VULN|58AART|6BPWR|7RCVC|9DUR|aCDMG
368	36315 23512	   	169.96	ACR|2VULN|2AART|1CDMG|1ASPD|1DUR	1ASPD|2RCR|3BEXP|4CDMG|58AART|6DUR|79VULN|aRMIN
369	36315 23513	   	169.96	ACR|2VULN|2AART|1CDMG|1ASPD|1DUR	1ASPD|2RCR|3aBEXP|4CDMG|58AART|6DUR|79VULN
370	66323 22151	   	169.86	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1ZMB|2RCR|3BEXP|4DMG|5CDMG|67ASPD|8AART|9RPLT|aVULN
371	36332 62122	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|3BEXP|46VULN|5DMSP|7DMG|8AART|9MLV|aCDMG
372	43521 63333	 * 	169.79	ACR|4VULN|1AART|1CDMG	1AART|28LIT|3MLV|468aVULN|5RCR|78CGEN|8BPWR|9CDMG
373	64621 21113	   	169.78	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1ZMB|29DMG|3RPLT|4aVULN|57DUR|6RCR|8ASPD
374	13322 28484	   	169.74	DCR|1AART|1DMG|2CDMG|1VULN|2DUR|1ZMB	17CDMG|2DMG|37LWND|4AART|5MBVNT|67DUR|7BPWR|8RCR|9ZMB|aVULN
375	36332 62132	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|3BEXP|46VULN|5DMSP|7DMG|8AART|9TLV|aCDMG
376	66321 61312	   	169.69	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2RCR|3BEXP|4DMG|59AART|6ASPD|7DUR|8SNIHEL|aVULN
377	36232 11234	   	169.61	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2RCR|36LWND|46VULN|5AART|6BPWR|7RCVC|8DUR|9CDMG|aZMB
378	36212 16224	   	169.59	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2RCR|3LWND|4CDMG|5VULN|6ZMB|7CGEN|8DMG|9AART|aDUR
379	36312 16224	   	169.59	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2RCR|3BEXP|4CDMG|5VULN|6ZMB|7CGEN|8DMG|9AART|aDUR
380	43521 61333	   	169.59	ACR|4VULN|1AART|1CDMG	1AART|28LIT|3MLV|468aVULN|5RCR|78ERES|8BPWR|9CDMG
381	66321 53312	   	169.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCR|3BEXP|4DMG|57AART|6LWND|8VULN|9FEWX|aCDMG
382	36631 22633	   	169.53	ACR|2AART|2VULN|2ASPD|1CDMG	19ASPD|2RCR|3ERES|4FEWX|56AART|7CDMG|8aVULN
383	36232 52152	   	169.51	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2RCR|3LWND|49VULN|5AART|6ZMB|7BEXP|8DUR|aCDMG
384	36232 53252	   	169.51	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2RCR|3LWND|49VULN|5AART|6ZMB|7DUR|8BEXP|aCDMG
385	36232 53312	   	169.51	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2RCR|3LWND|48VULN|5AART|6ZMB|7DUR|9FEWX|aCDMG
386	36633 21224	   	169.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2RCR|3ERES|4FEWX|5CDMG|6VULN|7ZMB|8DMG|9AART|aDUR
387	36243 51232	   	169.48	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1ASPD|2RCR|3LWND|4LHND|5FLTHEA|67AART|8VULN|9ZMB|aCDMG
388	43521 42321	   	169.48	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1AART|2LIT|3MLV|4VULN|5RCR|67DUR|89DMG|aZMB
389	43521 62331	   	169.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2LIT|3MLV|46VULN|5RCR|79DUR|8DMG|aZMB
390	24121 12253	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	1aLIT|2TLV|3AART|4aVULN|5RCR|68DUST|7DUR|9aDMG|aBPWR
391	24121 32453	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	1aLIT|26TLV|3AART|4aVULN|5RCR|7DUR|8DUST|9aDMG|aBPWR
392	66221 23321	   	169.46	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCR|3LWND|4DMG|56AART|7ERES|8RPLT|9CDMG|aVULN
393	66221 24221	   	169.46	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB	1ZMB|2RCR|3LWND|4DMG|56AART|7CDMG|8AIRHEL|9VULN|aLIT
394	66321 23321	   	169.46	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCR|3BEXP|4DMG|56AART|7ERES|8RPLT|9CDMG|aVULN
395	66321 24221	   	169.46	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCR|3BEXP|4DMG|56AART|7CDMG|8AIRHEL|9VULN|aLIT
396	25111 52253	   	169.42	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1LIT|2DMG|3AART|46ZMB|5DUR|7ASPD|8RCR|9CDMG|aVULN
397	43321 42521	   	169.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1AART|2LIT|3ERES|4VULN|5RCR|67DUR|89DMG|aZMB
398	25142 22243	 * 	169.38	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	149LIT|29DMG|3AART|5LWND|6ZMB|79ASPD|8RCR|9BPWR|aVULN
399	24121 32526	   	169.37	ACR|2VULN|2DMG|1AART|1DUR	1LIT|26TLV|3AART|4aVULN|5RCR|7DUR|89DMG
400	24121 62523	   	169.37	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2TLV|3AART|46VULN|5RCR|7DUR|89DMG|aERES
401	66221 24222	   	169.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCR|3LWND|4DMG|56AART|7CDMG|8AIRHEL|9VULN|aERES
402	66321 24222	   	169.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCR|3BEXP|4DMG|56AART|7CDMG|8AIRHEL|9VULN|aERES
403	66323 26233	 * 	169.36	ACR|2DMG|1VULN|2CDMG|2ASPD|1ZMB	1ZMB|2RCR|3BEXP|48DMG|57CDMG|6aASPD|9VULN
404	66323 22233	 * 	169.36	ACR|2DMG|1VULN|3ASPD|1CDMG|1ZMB	1ZMB|2RCR|3BEXP|48DMG|5CDMG|67aASPD|9VULN
405	62223 62133	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2FEWX|3LWND|4DMG|5CDMG|6RCR|79aVULN|8ASPD
406	66221 24223	   	169.21	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB|1SELL	1ZMB|2RCR|3LWND|4DMG|56AART|7CDMG|8AIRHEL|9VULN|aSELL
407	66321 24223	   	169.21	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1ZMB|2RCR|3BEXP|4DMG|56AART|7CDMG|8AIRHEL|9VULN|aSELL
408	61223 62133	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2DUST|3LWND|4DMG|5CDMG|6RCR|79aVULN|8ASPD
409	33232 14231	   	169.17	DCR|4VULN|1AART|2ASPD	16ASPD|2LHND|3LWND|469aVULN|5AART|6BPWR|7RCR|8RMIN
410	33232 14431	   	169.17	DCR|4VULN|1AART|2ASPD	16ASPD|2LHND|3LWND|469aVULN|5AART|6BPWR|7RCR|8MLV
411	33332 14231	   	169.17	DCR|4VULN|1AART|2ASPD	16ASPD|2LHND|3BEXP|469aVULN|5AART|6BPWR|7RCR|8RMIN
412	33332 14431	   	169.17	DCR|4VULN|1AART|2ASPD	16ASPD|2LHND|3BEXP|469aVULN|5AART|6BPWR|7RCR|8MLV
413	35532 14231	   	169.17	DCR|4VULN|1AART|2ASPD	16ASPD|2LWND|3BEXP|469aVULN|5AART|6BPWR|7RCR|8RMIN
414	42112 14362	   	169.14	DCR|3VULN|2AART|1ASPD|1DUR	1aAART|26LHND|3DUST|4ASPD|568VULN|6BPWR|7RCR|9DUR
415	42312 14362	   	169.14	DCR|3VULN|2AART|1ASPD|1DUR	1aAART|26LHND|3ASPD|4DUST|568VULN|6BPWR|7RCR|9DUR
416	31232 14311	   	169.07	DCR|4VULN|1AART|2ASPD	16ASPD|2DUST|3LWND|468aVULN|5AART|6BPWR|7RCR|9CGEN
417	31232 14431	   	169.07	DCR|4VULN|1AART|2ASPD	16ASPD|2DUST|3LWND|469aVULN|5AART|6BPWR|7RCR|8MLV
418	36633 22225	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2RCR|3ERES|4FEWX|5CDMG|6VULN|7TLV|8aDMG|9AART
419	36212 32468	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|3LWND|4CDMG|57VULN|6MBVNT|8DUST|9AART|aDMG
420	13325 43416	   	169.02	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|25DMG|3LWND|4aAART|6FEWX|7MBVNT|8RCR|9VULN
421	44311 11263	   	169.01	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|34FEWX|578VULN|68DUR|8BPWR|9MLV|aRCR
422	36232 21142	   	168.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2RCR|3LWND|4VULN|5AART|6BELT|7FEWX|8ZMB|9aDMG
423	36232 21146	   	168.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RCR|3LWND|4aVULN|5AART|6BELT|7FEWX|8ZMB|9DMG
424	36232 52315	   	168.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RCR|3LWND|48VULN|5AART|6ZMB|7BEXP|9FEWX|aDMG
425	66221 31131	   	168.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2RCR|3LWND|4DMG|5AART|6CGEN|7RCVC|8ASPD|9aVULN
426	66321 33121	   	168.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|47DMG|5AART|6CGEN|8ASPD|9MLV|aVULN
427	66321 33132	   	168.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|47DMG|5AART|6CGEN|8ASPD|9VULN|aFEWX
428	66321 33133	   	168.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|47DMG|5AART|6aCGEN|8ASPD|9VULN
429	66321 33136	   	168.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|47DMG|5AART|6CGEN|8ASPD|9VULN|aLIT
430	66321 33151	   	168.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|47DMG|5AART|6CGEN|8ASPD|9LHND|aVULN
431	66321 33421	   	168.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2RCR|3BEXP|47DMG|5AART|6CGEN|8DMSP|9DUR|aVULN
432	66321 33621	   	168.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2RCR|3BEXP|47DMG|5AART|68CGEN|9DUR|aVULN
433	53632 14321	   	168.97	DCR|4VULN|1AART|2ASPD	16DUST|2LWND|39ASPD|468aVULN|5AART|6BPWR|7RCR
434	11122 16415	   	168.96	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|278DUST|35VULN|46DMG|9RCR|aAART
435	11122 56215	   	168.96	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|267DUST|35VULN|48DMG|9RCR|aAART
436	36212 16222	   	168.96	ACR|1AART|1DMG|2CDMG|1VULN|1ZMB|1ASPD	1ASPD|2RCR|3LWND|4aCDMG|5VULN|6ZMB|7CGEN|8DMG|9AART
437	36312 16222	   	168.96	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2RCR|3BEXP|4aCDMG|5VULN|6ZMB|7CGEN|8DMG|9AART
438	13322 41317	   	168.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2DMG|3LWND|46AART|5MBVNT|7AIRHEA|8RCR|9aVULN
439	13325 22424	   	168.92	DCR|3DMG|1AART|2CDMG|1DUR	1aCDMG|256DMG|3LWND|4AART|7RCR|8BEXP|9DUR
440	25231 12122	   	168.91	DCR|3VULN|2DMG|1CDMG	1LIT|28DMG|3LHND|457VULN|6RCR|9CDMG|aCGEN
441	25231 12123	   	168.91	DCR|3VULN|2DMG|1CDMG	1aLIT|28DMG|3LHND|457VULN|6RCR|9CDMG
442	25231 12124	   	168.91	DCR|3VULN|2DMG|1CDMG	1LIT|28DMG|3LHND|457VULN|6RCR|9CDMG|aRCVC
443	25231 12126	   	168.91	DCR|3VULN|2DMG|1CDMG	1LIT|28DMG|3LHND|457VULN|6RCR|9CDMG|aBEXP
444	25231 12162	   	168.91	DCR|3VULN|2DMG|1CDMG	1LIT|28DMG|3LHND|457VULN|6RCR|9RMIN|aCDMG
445	36232 22142	   	168.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2RCR|3LWND|4VULN|5AART|6BELT|7DUST|8ZMB|9aDMG
446	36232 22146	   	168.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RCR|3LWND|4aVULN|5AART|6BELT|7DUST|8ZMB|9DMG
447	66221 41131	   	168.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2RCR|3LWND|4DMG|5AART|6TLV|7RCVC|8ASPD|9aVULN
448	66221 53131	   	168.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2RCR|36LWND|4DMG|5AART|7ERES|8ASPD|9aVULN
449	66321 31136	   	168.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2RCR|3BEXP|4aDMG|5AART|6CGEN|7DUR|8DUST|9VULN
450	66321 31332	   	168.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2RCR|3BEXP|49DMG|5AART|6CGEN|7DUR|8VENICY|aVULN
451	66321 32325	   	168.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|4aDMG|5AART|6CGEN|7DUST|8VULN|9ASPD
452	66321 43121	   	168.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|47DMG|5AART|6TLV|8ASPD|9MLV|aVULN
453	66321 43132	   	168.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|47DMG|5AART|6TLV|8ASPD|9VULN|aFEWX
454	66321 43133	   	168.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|47DMG|5AART|6TLV|8ASPD|9VULN|aCGEN
455	66321 43221	   	168.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|47DMG|5AART|6TLV|8FEWX|9ASPD|aVULN
456	66321 33134	   	168.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|47DMG|5AART|6CGEN|8ASPD|9VULN|aTLV
457	36633 21222	   	168.86	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2RCR|3ERES|4FEWX|5aCDMG|6VULN|7ZMB|8DMG|9AART
458	64213 52332	   	168.82	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	16ZMB|2DMG|3ASPD|4DUR|5RCVC|7RCR|8AART|9VULN|aCDMG
459	13325 22234	   	168.82	DCR|3DMG|1AART|2CDMG|1DUR	1aCDMG|256DMG|3LWND|4AART|7RCR|8DUST|9DUR
460	25231 12112	   	168.81	DCR|3VULN|2DMG|1CDMG	1LIT|28DMG|3LHND|457VULN|6RCR|9ERES|aCDMG
461	52231 12162	   	168.81	DCR|3VULN|2DMG|1CDMG	1DUST|2LIT|3MLV|457VULN|6RCR|89DMG|aCDMG
462	52311 12162	   	168.81	DCR|3VULN|2DMG|1CDMG	1DUST|2LIT|357VULN|4MLV|6RCR|89DMG|aCDMG
463	64235 32321	   	168.81	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ZMB|26DMG|3ASPD|4TLV|5CGEN|7RCR|8AART|9DUR|aVULN
464	66221 42131	   	168.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2RCR|3LWND|4DMG|5AART|67TLV|8ASPD|9aVULN
465	66321 41332	   	168.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2RCR|3BEXP|49DMG|5AART|6TLV|7DUR|8VENICY|aVULN
466	11154 23362	 * 	168.78	DCR|4VULN|1AART|2CDMG	17CDMG|2DUST|357aVULN|4BELT|67ERES|7BPWR|8AART|9RCR
467	11155 23362	   	168.78	DCR|4VULN|1AART|2CDMG	17CDMG|25DUST|357aVULN|4BELT|57BPWR|67ERES|8AART|9RCR
468	41533 32411	 * 	168.77	DCR|3VULN|3AART|1ASPD	138AART|2ASPD|4ERES|5CGEN|6RCR|79aVULN
469	66321 33135	   	168.74	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1ZMB|2RCR|3BEXP|47DMG|5AART|6CGEN|8ASPD|9VULN|aSELL
470	13153 41523	   	168.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17CDMG|27DMG|3CGEN|4AART|5DUR|67MLV|7BPWR|8LIT|9RCR|aVULN
471	25311 61511	   	168.72	DCR|3VULN|3DMG	19LIT|268DMG|3BEXP|49LHND|59aVULN|7RCR|9BPWR
472	25321 61511	   	168.72	DCR|3VULN|3DMG	19LIT|268DMG|3BEXP|49LWND|59aVULN|7RCR|9BPWR
473	12326 21213	   	168.72	DCR|2AART|2VULN|2CDMG|1ZMB|1DUR	17CDMG|2ZMB|37LWND|48AART|57VULN|6RCVC|7BPWR|9DUR|aRCR
474	42112 14135	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|26LHND|38DUST|4ASPD|56VULN|6BPWR|7RCR|9CDMG|aDMG
475	42312 14135	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|26LHND|3ASPD|48DUST|56VULN|6BPWR|7RCR|9CDMG|aDMG
476	36333 52251	   	168.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|3BEXP|47VULN|5FEWX|6CDMG|8DMG|9BELT|aAART
477	36312 22251	   	168.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|3BEXP|4CDMG|57VULN|6FEWX|8DMG|9BELT|aAART
478	13253 41523	   	168.63	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17CDMG|27DMG|3ERES|4AART|5DUR|67MLV|7BPWR|8LIT|9RCR|aVULN
479	25211 31511	   	168.62	DCR|3VULN|3DMG	19LIT|268DMG|39LHND|4LEGI|59aVULN|7RCR|9BPWR
480	31232 14332	   	168.62	DCR|3VULN|1AART|2ASPD|1CDMG	16ASPD|2DUST|3LWND|468VULN|5AART|6BPWR|7RCR|9CDMG|aRMIN
481	31232 14333	   	168.62	DCR|3VULN|1AART|2ASPD|1CDMG	16ASPD|2DUST|3LWND|468VULN|5AART|6BPWR|7RCR|9CDMG|aBEXP
482	36212 62252	 * 	168.61	ACR|2VULN|1AART|3ASPD|2CDMG	178ASPD|2RCR|3LWND|48CDMG|58VULN|6RCVC|8BPWR|9AART|aBEXP
483	23521 74323	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2MBVNT|3ZMB|4LWND|5VULN|69DMG|7RCR|8AART|aCDMG
