0	Index      	 *	Score 	Summary	Detail	
1	12234 34324	 * 	205.48	ACR|3VULN|1AART|1DMG|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aDMG
330	12163 41242	   	182.93	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1RCR|2DUR|3aCGEN|49CDMG|5ZMB|6aVULN|7BEXP|8aDMG|aBPWR
331	12232 31266	   	182.92	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1RCR|28DUR|3ZMB|48VULN|578ERES|6AART|8BPWR|9DMG|aASPD
332	12234 33236	   	182.76	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ZMB|49VULN|5ASPD|67AART|8CGEN|aCDMG
333	12234 33316	   	182.76	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ZMB|48VULN|5ASPD|67AART|9CGEN|aCDMG
334	12234 33436	   	182.76	ACR|2VULN|2AART|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|49VULN|5ASPD|67AART|8RMIN|aCDMG
335	13224 33634	   	182.76	ACR|2VULN|2AART|1FLTHEA|1ZMB|1DUR|1ASPD	1RCR|2FEWX|3ZMB|4aVULN|5ASPD|67AART|8DUR|9FLTHEA
336	23254 53223	   	182.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	158FEWX|2ZMB|38DMG|48VULN|6RCR|7AART|8BPWR|9DUR|aRMIN
337	12621 13615	   	182.73	ACR|2VULN|2DMG|3ASPD|1ZMB|1DUR	1RCR|2DUR|37aASPD|4ERES|5LHND|6aVULN|8ZMB|9aDMG|aBPWR
338	12234 33356	   	182.66	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ZMB|48VULN|5ASPD|67AART|9ERES|aCDMG
339	23254 53221	   	182.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	158FEWX|2ZMB|38DMG|48VULN|6RCR|7AART|8BPWR|9DUR|aERES
340	23254 53222	   	182.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	158FEWX|2ZMB|38DMG|48VULN|6RCR|7AART|8BPWR|9DUR|aDUST
341	16125 22241	   	182.65	ACR|3VULN|1AART|1DMG|2ZMB	1RCR|29VENICY|359VULN|4ERES|6DMG|7AART|89ZMB|9BPWR|aDMSP
342	16125 22242	   	182.65	ACR|3VULN|1AART|1DMG|2ZMB	1RCR|29VENICY|359VULN|4ERES|6DMG|7AART|89ZMB|9BPWR|aRCVC
343	13361 26313	   	182.65	ACR|3DMG|1AART|1VULN|1CDMG	1RCR|2FEWX|3CDMG|4DUST|5AART|6LIT|78aDMG|9VULN
344	12231 15163	   	182.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|47VULN|5LWND|6LIT|8CDMG|9AART|aDMG
345	12233 55163	   	182.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|47VULN|5LIT|6LHND|8CDMG|9AART|aDMG
346	12233 65163	   	182.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|47VULN|5LIT|6LWND|8CDMG|9AART|aDMG
347	12243 12251	   	182.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4LWND|58DMG|6VULN|7CDMG|9AART|aLHND
348	12243 12254	   	182.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4LWND|58DMG|6VULN|7CDMG|9AART|aRCVC
349	12243 12551	   	182.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4LWND|5DMG|68VULN|7CDMG|9AART|aLHND
350	13226 15123	   	182.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2FEWX|3ZMB|47VULN|5DUR|6LIT|8CDMG|9AART|aDMG
351	13411 32346	   	182.60	ACR|4VULN|1AART|1DMG	1RCR|29FEWX|3NUKE|4RCVC|5789VULN|6AART|9BPWR|aDMG
352	12243 12252	   	182.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4LWND|58DMG|6VULN|7CDMG|9AART|aCANHEL
353	12243 12253	   	182.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4LWND|58DMG|6VULN|7CDMG|9AART|aERES
354	12243 12255	   	182.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4LWND|58DMG|6VULN|7CDMG|9AART|aVENICY
355	12243 12552	   	182.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4LWND|5DMG|68VULN|7CDMG|9AART|aCANHEL
356	12243 12553	   	182.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4LWND|5DMG|68VULN|7CDMG|9AART|aERES
357	13424 34133	   	182.50	ACR|4VULN|1AART|3ASPD	1RCR|27FEWX|3NUKE|479aVULN|578ASPD|6AART|7BPWR
358	13411 32316	   	182.50	ACR|4VULN|1AART|1DMG	1RCR|2FEWX|3NUKE|4RCVC|5789VULN|6AART|aDMG
359	12434 34112	   	182.44	ACR|2VULN|1AART|3ASPD|3DUR|1FLTHEA	1RCR|279DUR|3NUKE|47VULN|578ASPD|6AART|7BPWR|aFLTHEA
360	12234 13624	   	182.42	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1RCR|28DUR|3ZMB|46VULN|5ASPD|7AART|9LWND|aDMG
361	12265 16322	   	182.26	ACR|2VULN|3ZMB|1AART|1CDMG|1DUR	1RCR|2DUR|378ZMB|4CDMG|5AART|6DUST|9aVULN
362	13224 33324	   	182.23	ACR|2VULN|2AART|1DMG|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|48VULN|5ASPD|67AART|9LWND|aDMG
363	32221 52351	 * 	182.23	DCR|3VULN|3CDMG|1AART|2ZMB|1SELL	128VULN|28BPWR|3SELL|48ZMB|578CDMG|6RCR|9AART|aLHND
364	34221 52351	 * 	182.23	DCR|3VULN|3CDMG|1AART|2ZMB|1SELL	128VULN|3SELL|48ZMB|578CDMG|6RCR|8BPWR|9AART|aLHND
365	12234 13631	   	182.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD|1SELL	1RCR|28DUR|3ZMB|46VULN|5ASPD|7AART|9SELL|aDMG
366	32221 52352	 * 	182.13	DCR|3VULN|3CDMG|1AART|2ZMB|1SELL	128VULN|28BPWR|3SELL|48ZMB|578CDMG|6RCR|9AART|aCANHEL
367	32221 52353	 * 	182.13	DCR|3VULN|3CDMG|1AART|2ZMB|1SELL	128VULN|28BPWR|3SELL|48ZMB|578CDMG|6RCR|9AART|aERES
368	32221 52355	 * 	182.13	DCR|3VULN|3CDMG|1AART|2ZMB|1SELL	128VULN|28BPWR|3SELL|48ZMB|578CDMG|6RCR|9AART|aVENICY
369	34221 52352	 * 	182.13	DCR|3VULN|3CDMG|1AART|2ZMB|1SELL	128VULN|3SELL|48ZMB|578CDMG|6RCR|8BPWR|9AART|aCANHEL
370	34221 52353	 * 	182.13	DCR|3VULN|3CDMG|1AART|2ZMB|1SELL	128VULN|3SELL|48ZMB|578CDMG|6RCR|8BPWR|9AART|aERES
371	13224 33331	   	181.99	ACR|2VULN|2AART|1DMG|1ZMB|1ASPD|1SELL	1RCR|2FEWX|3ZMB|48VULN|5ASPD|67AART|9SELL|aDMG
372	12643 23136	   	181.97	ACR|3DMG|1AART|2ASPD|1CDMG|1DUR	1RCR|2DUR|38ASPD|4LWND|569DMG|7AART|aCDMG
373	12232 36522	 * 	181.93	ACR|2AART|3ZMB|1VULN|1DMG|1DUR	1RCR|2DUR|378ZMB|4VULN|5ERES|6aAART|9DMG
374	12146 12252	   	181.92	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1RCR|29DUR|3aCGEN|4LWND|5ZMB|6aVULN|7CDMG|8aDMG|aBPWR
375	12163 41252	   	181.92	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1RCR|29DUR|3aCGEN|4CDMG|5ZMB|6aVULN|7BEXP|8aDMG|aBPWR
376	12124 11313	   	181.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2DUR|3CGEN|46VULN|5ASPD|7LHND|89DMG|aAART
377	12124 16315	   	181.91	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1RCR|2DUR|3CGEN|46VULN|5ASPD|7BEXP|89DMG|aAART
378	12144 16313	   	181.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2DUR|3CGEN|4LWND|5ASPD|67VULN|89DMG|aAART
379	12631 56313	   	181.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2DUR|3ASPD|47VULN|5LWND|6RMIN|89DMG|aAART
380	13124 13313	   	181.91	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1RCR|2FEWX|3CGEN|46VULN|5ASPD|7DUR|89DMG|aAART
381	13424 34331	   	181.90	ACR|3VULN|1AART|1DMG|2ASPD|1SELL	1RCR|27FEWX|3NUKE|478VULN|57ASPD|6AART|7BPWR|9SELL|aDMG
382	16144 32311	   	181.90	ACR|4VULN|1AART|1DMG	1RCR|2VENICY|3569VULN|4LHND|7AART|8DMG|aDMSP
383	16144 32312	   	181.90	ACR|4VULN|1AART|1DMG	1RCR|2VENICY|3569VULN|4LHND|7AART|8DMG|aRCVC
384	15225 26333	 * 	181.83	ACR|2DMG|3ZMB|1AART|1VULN	1RCR|28ERES|3CGEN|48DMG|5AART|6BELT|789ZMB|8BPWR|aVULN
385	12124 12313	   	181.81	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1RCR|2DUR|3CGEN|46VULN|5ASPD|7DUST|89DMG|aAART
386	12124 56313	   	181.81	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1RCR|2DUR|3CGEN|47VULN|5ASPD|6DUST|89DMG|aAART
387	12631 26313	   	181.81	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2DUR|3ASPD|47VULN|5LWND|6TLV|89DMG|aAART
388	12632 11315	   	181.81	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2DUR|3ASPD|46VULN|5ERES|7LHND|89DMG|aAART
389	12632 16315	   	181.81	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2DUR|3ASPD|46VULN|5ERES|7BEXP|89DMG|aAART
390	15124 13315	   	181.81	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2ERES|3FEWX|46VULN|5ASPD|7DUR|89DMG|aAART
391	15324 11315	   	181.81	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2ERES|3DUR|46VULN|5ASPD|7LHND|89DMG|aAART
392	16144 32322	   	181.80	ACR|4VULN|1AART|1DMG	1RCR|2VENICY|356aVULN|4LHND|7AART|8DMG|9ERES
393	15363 41222	   	181.72	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1RCR|29ERES|3aDUR|4CDMG|5ZMB|6aVULN|7BEXP|8aDMG|aBPWR
394	12632 12315	   	181.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2DUR|3ASPD|46VULN|5ERES|7DUST|89DMG|aAART
395	15324 12315	   	181.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2ERES|3DUR|46VULN|5ASPD|7DUST|89DMG|aAART
396	12434 13324	   	181.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUR|3NUKE|468VULN|5ASPD|7AART|9LWND|aDMG
397	43321 41211	   	181.66	DCR|4VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2CGEN|3579VULN|4DMG|6AART|8DUR|aRCR
398	13211 44126	   	181.65	ACR|3VULN|1AART|1DMG|2ZMB	1RCR|2FEWX|36ZMB|4RCVC|568VULN|6BPWR|7DMSP|9AART|aDMG
399	16511 34333	   	181.65	ACR|3DMG|2AART|1VULN	1RCR|2VENICY|39AART|468DMG|5VULN|7CGEN|aMLV
400	16511 42211	   	181.65	ACR|3VULN|2AART|1DMG	1RCR|2VENICY|36AART|4DMG|579VULN|8LWND|aDMSP
401	16511 42212	   	181.65	ACR|3VULN|2AART|1DMG	1RCR|2VENICY|36AART|4DMG|579VULN|8LWND|aRCVC
402	12236 42126	   	181.61	ACR|2VULN|3ZMB|1DMG|1CDMG|2DUR	1RCR|25DUR|369ZMB|46VULN|6BPWR|7RMIN|8DMG|aCDMG
403	13323 16213	   	181.58	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2FEWX|3CDMG|4RPLT|59DMG|67VULN|8TLV|aAART
404	16511 42222	   	181.55	ACR|3VULN|2AART|1DMG	1RCR|2VENICY|36AART|4DMG|57aVULN|8LWND|9ERES
405	16113 13626	   	181.48	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2VENICY|38VULN|4BEXP|59DMG|6CDMG|7SNIHEL|aAART
406	16133 61335	   	181.48	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2VENICY|39VULN|4DUST|5CDMG|69DMG|7LWND|89ERES|9BPWR|aAART
407	16511 42312	   	181.45	ACR|3VULN|2AART|1DMG	1RCR|2VENICY|36AART|4DMG|57aVULN|8TLV|9MBVNT
408	16511 42321	   	181.45	ACR|3VULN|2AART|1DMG	1RCR|29VENICY|36AART|4DMG|579VULN|89TLV|9BPWR|aNUKE
409	16511 42322	   	181.45	ACR|3VULN|2AART|1DMG	1RCR|29VENICY|36AART|4DMG|579VULN|89TLV|9BPWR|aDUST
410	16511 42323	   	181.45	ACR|3VULN|2AART|1DMG	1RCR|29VENICY|36AART|4DMG|579VULN|89TLV|9BPWR|aERES
411	12335 43134	   	181.44	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1RCR|2DUR|3CDMG|48ASPD|57AART|6RPLT|9DMG|aVULN
412	12434 13331	   	181.43	ACR|3VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1RCR|2DUR|3NUKE|468VULN|5ASPD|7AART|9SELL|aDMG
413	12341 22114	   	181.43	ACR|3VULN|1AART|2CDMG|2DUR	1RCR|29DUR|37CDMG|49aVULN|5AART|69LIT|8RCVC|9BPWR
414	12234 14211	   	181.43	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|46aVULN|5ASPD|7CDMG|8RPLT|9DMG
415	12234 14611	   	181.43	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|468VULN|5ASPD|7CDMG|9RCVC|aDMG
416	12262 16511	   	181.43	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|4CDMG|5RPLT|67aVULN|8ASPD|9DMG
417	12324 16611	   	181.43	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3CDMG|4RPLT|5ASPD|67aVULN|8ZMB|9DMG
418	12332 16611	   	181.43	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3CDMG|4ASPD|5RPLT|67aVULN|8ZMB|9DMG
419	12341 35115	   	181.33	ACR|3VULN|1AART|2CDMG|2DUR	1RCR|28DUR|38CDMG|48aVULN|5AART|6BELT|7LEGI|8BPWR|9RCVC
420	45143 23333	   	181.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2RCR|3FEWX|4LWND|56DMG|7AART|8aVULN|9DUR
421	36122 33134	   	181.26	DCR|2VULN|2DMG|1AART|1FLTHEA	1aVULN|2AART|3RMIN|4LHND|5BEXP|6RCR|78DMG|9FLTHEA
422	36232 33134	   	181.26	DCR|2VULN|2DMG|1AART|1FLTHEA	1aVULN|2AART|3LWND|4RMIN|5BEXP|6RCR|78DMG|9FLTHEA
423	36236 33134	   	181.26	DCR|2VULN|2DMG|1AART|1FLTHEA	1aVULN|2AART|3LWND|4RMIN|5LHND|6RCR|78DMG|9FLTHEA
424	13224 34531	   	181.21	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD|1SELL	1RCR|27FEWX|38ZMB|47VULN|57ASPD|6AART|7BPWR|9SELL|aDMG
425	11222 41616	   	181.20	ACR|4VULN|1AART|2CDMG	1RCR|2LIT|3TLV|459aVULN|67CDMG|8AART
426	36553 12311	   	181.18	DCR|4VULN|1AART|1DMG|1ZMB	1789VULN|2AART|3DMG|4RMIN|5ZMB|6FEWX|aRCR
427	12335 66323	   	181.15	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1RCR|2DUR|39CDMG|4ASPD|58AART|6BELT|7DMG|aVULN
428	16511 25211	   	181.10	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|3AART|4DMG|579VULN|6ERES|8ZMB|aDMSP
429	16511 25212	   	181.10	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2VENICY|3AART|4DMG|579VULN|6ERES|8ZMB|aRCVC
430	13335 25623	   	181.07	ACR|3VULN|2AART|1CDMG|1ASPD	1RCR|2FEWX|3CDMG|4ASPD|59AART|6LWND|78aVULN
431	12234 13524	   	180.98	ACR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	1RCR|2DUR|38ZMB|46VULN|5ASPD|7AART|9LWND|aDMG
432	16352 52331	   	180.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|29VENICY|3LHND|4AART|59CDMG|6DMG|7MLV|89VULN|9BPWR|aDUR
433	33253 53313	   	180.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2ZMB|3CGEN|5LWND|6RCR|7DUR|89DMG|aAART
434	13263 31311	   	180.75	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RCR|26FEWX|38ZMB|4CDMG|5VULN|7AART|9aDMG
435	13263 51311	   	180.75	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RCR|2FEWX|38ZMB|4CDMG|5VULN|6DMSP|7AART|9aDMG
436	12234 13531	   	180.73	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR|1SELL	1RCR|2DUR|38ZMB|46VULN|5ASPD|7AART|9SELL|aDMG
437	12232 14651	 * 	180.70	ACR|3VULN|1DMG|2CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|468VULN|5ERES|79CDMG|aDMG
438	12331 41153	   	180.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	1RCR|25DUR|3CDMG|4ASPD|69aVULN|7AART|8LWND
439	32412 51313	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	12VULN|2BPWR|3ZMB|4ASPD|5DUST|6RCR|7LHND|89DMG|aAART
440	32413 52313	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	12VULN|2BPWR|3ZMB|4ASPD|5LWND|6RCR|7DUST|89DMG|aAART
441	33125 53315	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	15VULN|2ZMB|3FEWX|45ERES|5BPWR|6RCR|7DUR|89DMG|aAART
442	34412 51313	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	12VULN|3ZMB|4ASPD|5DUST|6RCR|7LHND|89DMG|aAART
443	34413 52313	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	12VULN|3ZMB|4ASPD|5LWND|6RCR|7DUST|89DMG|aAART
444	16125 22353	   	180.64	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|35VULN|4ERES|68DMG|7AART|9FEWX|aZMB
445	12341 53353	   	180.63	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2DUR|3CDMG|49aVULN|5AART|6FEWX|7ZMB|8RCVC
446	23254 53133	   	180.62	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	15FEWX|2ZMB|3DMG|49aVULN|6RCR|7AART|8ASPD
447	12234 11353	   	180.62	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|46VULN|5ASPD|7LHND|8DMG|aAART
448	36534 21211	   	180.61	DCR|3VULN|2DMG|1AART|1DUR	179VULN|2AART|35DMG|4DMSP|6LHND|8DUR|aRCR
449	12432 31261	   	180.53	ACR|3VULN|1AART|1DMG|2DUR	1RCR|28DUR|3NUKE|48aVULN|578ERES|6AART|8BPWR|9DMG
450	12261 41123	   	180.52	ACR|2VULN|2AART|1CDMG|2DUR|1ZMB	1RCR|25DUR|3ZMB|4CDMG|6aVULN|79AART|8LWND
451	12321 62355	   	180.49	ACR|3VULN|1AART|2CDMG|2DUR|1SELL	1RCR|25DUR|35CDMG|4RPLT|5BPWR|6AART|79aVULN|8SELL
452	13341 22216	   	180.40	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|289FEWX|37CDMG|489VULN|5AART|689LIT|89BPWR|aZMB
453	12553 13224	   	180.33	ACR|3VULN|1AART|1DMG|2DUR	1RCR|28DUR|3RCVC|468VULN|58BEXP|7AART|8BPWR|9LWND|aDMG
454	12341 32314	   	180.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2DUR|38CDMG|49VULN|5AART|6BELT|7LSRHEA|aDMG
455	12361 26512	   	180.25	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|2DUR|3aCDMG|4DUST|5AART|6LIT|78DMG|9VULN
456	12213 64141	   	180.23	ACR|4VULN|2CDMG|2DUR|1ZMB	1RCR|2aDUR|3ZMB|4BELT|5NUKE|679aVULN|8aCDMG|aBPWR
457	13341 22266	   	180.20	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|28FEWX|37CDMG|489VULN|5AART|68LIT|8BPWR|aZMB
458	13341 24221	   	180.20	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|28FEWX|3aCDMG|478VULN|5AART|68LIT|8BPWR|9ZMB
459	12526 31224	   	180.13	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	1RCR|28DUR|3RCVC|4MLV|58ZMB|6AART|78VULN|8BPWR|9LWND|aDMG
460	13224 34235	   	180.13	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1RCR|27FEWX|3ZMB|479VULN|57ASPD|6AART|7BPWR|8CGEN|aDUR
461	13224 34315	   	180.13	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1RCR|27FEWX|3ZMB|478VULN|57ASPD|6AART|7BPWR|9CGEN|aDUR
462	13224 34323	   	180.13	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1RCR|27FEWX|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aDUR
463	13224 34342	   	180.13	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1RCR|27FEWX|3ZMB|478VULN|57ASPD|6AART|7BPWR|9DUR|aLIT
464	24125 32224	   	180.12	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	18FEWX|248VULN|3CGEN|5AART|6ZMB|78DUR|8BPWR|9RCR|aDMG
465	31125 32224	   	180.12	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	148VULN|28CGEN|3FEWX|5AART|6ZMB|78DUR|8BPWR|9RCR|aDMG
466	13224 34341	   	180.03	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1RCR|27FEWX|3ZMB|478VULN|57ASPD|6AART|7BPWR|9DUR|aERES
467	12232 36224	   	179.93	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	1RCR|28DUR|37ZMB|48VULN|58ERES|6AART|8BPWR|9LWND|aDMG
468	12234 34111	   	179.90	ACR|2VULN|1AART|3ASPD|3DUR|1ZMB	1RCR|279DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|aCGEN
469	13224 13234	   	179.88	ACR|4VULN|1AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|469aVULN|5ASPD|7AART|8CGEN
470	13224 13314	   	179.88	ACR|4VULN|1AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|468aVULN|5ASPD|7AART|9CGEN
471	13224 13351	   	179.88	ACR|4VULN|1AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|4689VULN|5ASPD|7AART|aLIT
472	13224 13353	   	179.88	ACR|4VULN|1AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|4689VULN|5ASPD|7AART|aRCVC
473	13224 13354	   	179.88	ACR|4VULN|1AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|4689VULN|5ASPD|7AART|aRMIN
474	13224 13355	   	179.88	ACR|4VULN|1AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|4689VULN|5ASPD|7AART|aBELT
475	13224 13433	   	179.88	ACR|4VULN|1AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|469aVULN|5ASPD|7AART|8RMIN
476	13331 41352	 * 	179.88	ACR|2DMG|1AART|2CDMG|2ZMB|1ASPD|1DUR	1RCR|2FEWX|3aCDMG|4ASPD|5DUR|6aDMG|7BEXP|8aZMB|9AART|aBPWR
477	32214 41241	 * 	179.87	DCR|4VULN|1AART|2CDMG|2DUR|1SELL	1279VULN|29BPWR|3SELL|4LWND|59CDMG|6AART|89DUR|aRCR
478	12335 34334	   	179.85	ACR|2VULN|1AART|1CDMG|1FLTHEA|2DUR|1ASPD	1RCR|26DUR|3CDMG|4ASPD|5AART|7RPLT|8aVULN|9FLTHEA
479	11422 26162	   	179.85	ACR|3VULN|1AART|1DMG|2ASPD	1RCR|28LIT|38ASPD|458VULN|6RCVC|7RMIN|8BPWR|9DMG|aAART
480	13342 41362	 * 	179.85	ACR|2VULN|2DMG|2CDMG|2ZMB	1RCR|2FEWX|3aCDMG|49VULN|5CGEN|6aDMG|7BEXP|8aZMB|aBPWR
481	13343 42362	   	179.85	ACR|2VULN|2DMG|2CDMG|2ZMB	1RCR|2FEWX|3aCDMG|49VULN|5LWND|6aDMG|7CGEN|8aZMB|aBPWR
482	15336 31262	   	179.83	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	1RCR|248ERES|3aDUR|58ZMB|6AART|78VULN|8BPWR|9DMG
483	11441 62113	   	179.80	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1RCR|2LIT|38ASPD|4CDMG|5DMG|6ZMB|7AART|9VULN|aDUR
484	12232 31262	   	179.80	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	1RCR|28aDUR|3ZMB|48VULN|578ERES|6AART|8BPWR|9DMG
485	12234 34114	   	179.80	ACR|2VULN|1AART|3ASPD|3DUR|1ZMB	1RCR|279DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|aTLV
486	12434 34113	   	179.80	ACR|2VULN|1AART|3ASPD|3DUR|1ZMB	1RCR|279DUR|3NUKE|47VULN|578ASPD|6AART|7BPWR|aZMB
487	13224 13352	   	179.78	ACR|4VULN|1AART|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|4689VULN|5ASPD|7AART|aERES
488	13424 13363	   	179.78	ACR|4VULN|1AART|1ZMB|1ASPD	1RCR|2FEWX|3NUKE|468aVULN|5ASPD|7AART|9ZMB
489	13424 13533	   	179.78	ACR|4VULN|1AART|1ZMB|1ASPD	1RCR|2FEWX|3NUKE|469aVULN|5ASPD|7AART|8ZMB
490	13331 43352	   	179.78	ACR|2DMG|1AART|2CDMG|2ZMB|1ASPD|1DUR	1RCR|2FEWX|3aCDMG|4ASPD|5DUR|6aDMG|7DUST|8aZMB|9AART|aBPWR
