0	Index      	 *	Score 	Summary	Detail	
1	23361 31344	 * 	188.28	DCR|2VULN|2DMG|1AART|3ASPD	1AART|2aCGEN|3RMIN|4aDMG|589ASPD|6RCR|7aVULN|aBPWR
341	25342 13243	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2CDMG|3LEGI|57VULN|6RMIN|8LIT|9RCR|aDMG
342	25633 13623	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	15AART|2CDMG|3LWND|4DUST|6RMIN|78VULN|9RCR|aDMG
343	26512 22343	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2LHND|3LIT|56VULN|7TLV|8CDMG|9RCR|aDMG
344	51633 34131	   	168.37	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BEXP|2RCR|37DUR|4AART|5VENICY|6CDMG|89VULN|aZMB
345	25333 13623	   	168.32	DCR|2AART|2VULN|1DMG|1CDMG	15AART|2CDMG|3LEGI|4DUST|6RMIN|78VULN|9RCR|aDMG
346	25342 12623	   	168.32	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2CDMG|3LEGI|58VULN|6RMIN|7DUST|9RCR|aDMG
347	25342 23243	   	168.32	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2CDMG|3LEGI|56VULN|7ERES|8LIT|9RCR|aDMG
348	22511 52513	   	168.25	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ERES|37VULN|49RCVC|5ASPD|6ZMB|8RCR|aDMG
349	51616 33132	   	168.23	ACR|2VULN|2AART|1DMG|1DUR	1BEXP|2RCR|3DUR|49VULN|5CGEN|6DMG|7aAART|8RPLT
350	26641 32321	   	168.21	DCR|2VULN|2DMG|1AART	1AART|2LHND|3BELT|4aDMG|5RPLT|6RCR|7FEWX|89VULN
351	51315 25423	   	168.13	ACR|2VULN|2AART|1DMG|1DUR	1BEXP|2RCR|3LWND|4aVULN|5MBVNT|6DUR|79AART|8DMG
352	51614 33132	   	168.13	ACR|2VULN|2AART|1DMG|1DUR	1BEXP|2RCR|3DUR|49VULN|5ERES|6DMG|7aAART|8RPLT
353	51631 26221	 * 	168.10	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|7CDMG|8aASPD|9ERES
354	15621 25332	 * 	168.00	ACR|3DMG|3ASPD|3DUR|1CDMG	1CGEN|29aDUR|3RCR|4LIT|5CDMG|69aASPD|7FEWX|89aDMG|9aBPWR
355	25231 21526	   	167.99	DCR|2DMG|1AART|1VULN|2CDMG	1AART|29CDMG|3DUST|4MBVNT|5BEXP|6VULN|7RCR|8aDMG
356	53351 26231	   	167.92	DCR|2VULN|2DMG|1AART|1ZMB	16BEXP|2LSRICY|3ZMB|4AART|56DMG|6BPWR|79VULN|8RPLT|aRCR
357	51231 26421	   	167.90	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|79CDMG|8DUR|aASPD
358	51631 12421	   	167.90	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|69CDMG|7LHND|8DMG|aASPD
359	51231 15421	   	167.90	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|69CDMG|7DUR|8DMG|aASPD
360	51232 26621	   	167.90	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|6DMG|79CDMG|8VULN|aASPD
361	16523 12313	   	167.87	DCR|4VULN|2AART	1CGEN|24AART|357aVULN|6DUST|8RCR|9RCVC
362	22524 42332	   	167.83	DCR|3AART|1VULN|1DMG|2DUR|1ASPD	145AART|2ERES|3VULN|6RCR|7aDUR|8DMG|9ASPD
363	51631 13226	   	167.82	ACR|3VULN|1AART|1CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|58aVULN|6CDMG|7LIT|9MLV
364	51631 26121	   	167.80	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|79CDMG|8DUST|aASPD
365	51631 26223	   	167.80	ACR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|7aCDMG|8ASPD|9ERES
366	42331 31424	   	167.79	DCR|2VULN|1AART|1DMG|2CDMG	1RPLT|2AART|3aVULN|4aLHND|5CGEN|6RMIN|7RCR|8DMG|9aCDMG|aBPWR
367	23542 42322	   	167.75	DCR|4VULN|1AART|2DUR	1AART|2CGEN|3567VULN|49DUR|8RCR|aLHND
368	51631 13236	   	167.72	ACR|3VULN|1AART|1CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|58aVULN|6CDMG|7LIT|9ERES
369	51231 15613	   	167.72	ACR|3VULN|1AART|1CDMG|1DUR	1BEXP|2RCR|3FEWX|4AART|58aVULN|6CDMG|7DUR|9DUST
370	51231 15623	   	167.72	ACR|3VULN|1AART|1CDMG|1DUR	1BEXP|2RCR|3FEWX|4AART|58aVULN|6CDMG|7DUR|9ERES
371	51235 22225	   	167.68	ACR|2AART|2VULN|1CDMG|1ZMB	1BEXP|2RCR|3FEWX|45AART|6LIT|78VULN|9ZMB|aCDMG
372	23542 42321	   	167.65	DCR|4VULN|1AART|2DUR	1AART|2CGEN|3567VULN|49DUR|8RCR|aDUST
373	23622 32315	   	167.62	DCR|2AART|2VULN|1DMG|1DUR	16AART|2CGEN|3RCVC|47VULN|5DUR|8RCR|9BELT|aDMG
374	23622 32353	   	167.62	DCR|2AART|2VULN|1DMG|1DUR	16AART|29CGEN|3RCVC|47VULN|5DUR|8RCR|aDMG
375	15612 53132	   	167.53	ACR|2AART|2VULN|1DMG|1DUR	18CGEN|2DUR|3RCR|4aAART|57VULN|6DMG|9ERES
376	51231 23624	   	167.50	ACR|3VULN|1AART|1DMG	1aBEXP|2RCR|3FEWX|4AART|58aVULN|6DMG|7LHND|9aCGEN|aBPWR
377	15622 33332	 * 	167.42	ACR|3DMG|3CDMG|3DUR|1ASPD	1CGEN|29aDUR|3RCR|4LIT|5FEWX|69aCDMG|7ASPD|89aDMG|9aBPWR
378	65622 33332	   	167.32	ACR|3DMG|3CDMG|3DUR|1ASPD	1TLV|29aDUR|3RCR|4LIT|5FEWX|69aCDMG|7ASPD|89aDMG|9aBPWR
379	23512 32315	   	167.32	DCR|2AART|2VULN|1DMG|1DUR	16AART|2CGEN|37VULN|4RCVC|5DUR|8RCR|9BELT|aDMG
380	23512 32353	   	167.32	DCR|2AART|2VULN|1DMG|1DUR	16AART|29CGEN|37VULN|4RCVC|5DUR|8RCR|aDMG
381	51231 23425	   	167.30	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3FEWX|4AART|59aVULN|6DMG|7LHND|8MGNSTR
382	51231 23611	   	167.30	ACR|3VULN|1AART|1DMG	1aBEXP|2RCR|3FEWX|4AART|589VULN|6DMG|7LHND
383	51231 23612	   	167.30	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3aFEWX|4AART|589VULN|6DMG|7LHND
384	51231 23615	   	167.30	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3FEWX|4AART|589VULN|6DMG|7LHND|aDMSP
385	51231 23636	   	167.30	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3FEWX|4AART|58aVULN|6DMG|7LHND|9LWND
386	51231 33613	   	167.30	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3FEWX|4AART|589VULN|6LHND|7RMIN|aDMG
387	51231 35611	   	167.30	ACR|3VULN|1AART|1DMG	1aBEXP|2RCR|3FEWX|4AART|589VULN|6LHND|7DMG
388	51231 35612	   	167.30	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3aFEWX|4AART|589VULN|6LHND|7DMG
389	51233 23636	   	167.30	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3FEWX|4AART|5LWND|6DMG|7LHND|89aVULN
390	51231 25611	   	167.20	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3aFEWX|4AART|589VULN|6DMG|7DUST
391	51231 25612	   	167.20	ACR|3VULN|1AART|1DMG	1aBEXP|2RCR|3FEWX|4AART|589VULN|6DMG|7DUST
392	51231 25623	   	167.20	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3FEWX|4AART|58aVULN|6DMG|7DUST|9CGEN
393	51231 25633	   	167.20	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3FEWX|4AART|58aVULN|6DMG|7DUST|9LWND
394	23361 31321	   	167.18	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1AART|2CGEN|3RMIN|4DMG|58ASPD|6RCR|7VULN|9CDMG|aDUR
395	25622 22243	   	167.12	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3LWND|4RCVC|56VULN|7ASPD|8LIT|9RCR|aDMG
396	51112 62413	   	167.10	ACR|3VULN|1AART|1DMG	1BEXP|2RCR|3TLV|4AART|569VULN|7MBVNT|8FEWX|aDMG
397	15611 23241	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DUR|3RCR|4AART|5NUKE|6LIT|78VULN|9DMG|aZMB
398	25322 22243	   	167.02	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3LEGI|4RCVC|56VULN|7ASPD|8LIT|9RCR|aDMG
399	16622 32315	   	167.02	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|26AART|3RCVC|47VULN|5DUR|8RCR|9BELT|aDMG
400	16622 32353	   	167.02	DCR|2AART|2VULN|1DMG|1DUR	19CGEN|26AART|3RCVC|47VULN|5DUR|8RCR|aDMG
401	23523 32311	   	166.97	DCR|4VULN|2AART	14AART|2CGEN|357aVULN|6LHND|8RCR|9BELT
402	23522 35314	 * 	166.95	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	146AART|2CGEN|3VULN|5DUR|7RCR|8DMG|9BEXP|aCDMG
403	23522 35324	   	166.95	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	146AART|2CGEN|3VULN|5DUR|7RCR|8DMG|9FEWX|aCDMG
404	23522 35341	   	166.95	DCR|3AART|1DMG|1VULN|1CDMG|1DUR	146AART|2CGEN|3VULN|5DUR|7RCR|8DMG|9CDMG|aLWND
405	23522 35343	   	166.95	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	146AART|2CGEN|3VULN|5DUR|7RCR|8DMG|9CDMG|aMLV
406	23362 22414	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2CGEN|3RMIN|46DMG|59DUR|7VULN|8CDMG|aRCR
407	23523 12353	   	166.87	DCR|4VULN|2AART	14AART|29CGEN|357aVULN|6DUST|8RCR
408	23523 32365	   	166.87	DCR|4VULN|2AART	14AART|2CGEN|357aVULN|6LHND|8RCR|9ERES
409	23522 35332	   	166.85	DCR|3AART|1VULN|1DMG|2ASPD|1DUR	146AART|2CGEN|3VULN|5DUR|7RCR|8DMG|9aASPD
410	21332 22414	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2TLV|3RMIN|46DMG|59DUR|7VULN|8CDMG|aRCR
411	21332 43414	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2TLV|3RMIN|4DMG|59DUR|67VULN|8CDMG|aRCR
412	21333 63414	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2TLV|3RMIN|4DMG|57VULN|69DUR|8CDMG|aRCR
413	22362 22414	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2ERES|3RMIN|46DMG|59DUR|7VULN|8CDMG|aRCR
414	23523 12365	   	166.77	DCR|4VULN|2AART	14AART|2CGEN|357aVULN|6DUST|8RCR|9ERES
415	11362 55132	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2TLV|3LIT|4RCR|5AART|69DMG|7CDMG|8ASPD|aVULN
416	16512 32315	   	166.72	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|26AART|37VULN|4RCVC|5DUR|8RCR|9BELT|aDMG
417	16512 32353	   	166.72	DCR|2AART|2VULN|1DMG|1DUR	19CGEN|26AART|37VULN|4RCVC|5DUR|8RCR|aDMG
418	23522 62315	   	166.72	DCR|2AART|2VULN|1DMG|1DUR	14AART|2CGEN|37VULN|5DUR|6RCVC|8RCR|9BELT|aDMG
419	23522 62353	   	166.72	DCR|2AART|2VULN|1DMG|1DUR	14AART|29CGEN|37VULN|5DUR|6RCVC|8RCR|aDMG
420	31635 61312	   	166.68	ACR|2AART|2VULN|2DMG|1DUR|2MSE	1aMSE|2RCR|3DUR|45AART|6RCVC|7aVULN|8BELT|9aDMG|aBPWR
421	23522 42362	   	166.64	DCR|3VULN|2AART|1DUR|1ASPD	14AART|2CGEN|367VULN|5DUR|8RCR|9ERES|aASPD
422	23542 32362	   	166.64	DCR|3VULN|2AART|1DUR|1ASPD	16AART|2CGEN|357VULN|4DUR|8RCR|9ERES|aASPD
423	26412 23412	   	166.60	ACR|3VULN|1AART|1DMG	1AART|2LHND|3RCR|4ERES|57aVULN|6CGEN|8BELT|9DMG
424	16361 31321	   	166.58	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1CGEN|2AART|3RMIN|4DMG|58ASPD|6RCR|7VULN|9CDMG|aDUR
425	25231 21562	   	166.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1aAART|2CDMG|3DUST|4MBVNT|5BEXP|6VULN|7RCR|8DMG|9ZMB
426	22623 21533	   	166.52	DCR|2VULN|2DMG|1AART	1AART|27ERES|3RCVC|45VULN|6aDMG|8RCR|9TLV
427	23523 32342	   	166.51	DCR|3VULN|2AART|1CDMG	14AART|2CGEN|357VULN|6LHND|8RCR|9LIT|aCDMG
428	23523 62342	   	166.51	DCR|3VULN|2AART|1CDMG	14AART|2CGEN|357VULN|6FEWX|8RCR|9LIT|aCDMG
429	25142 22121	   	166.48	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	14AART|2CDMG|3RPLT|5DUR|6DMG|7LIT|8VULN|9ZMB|aRCR
430	23311 26154	 * 	166.45	DCR|2AART|2VULN|2CDMG|1ASPD|1DUR	14AART|29CGEN|3RMIN|59CDMG|6ASPD|7DUR|89VULN|9BPWR|aRCR
431	23523 12342	   	166.41	DCR|3VULN|2AART|1CDMG	14AART|2CGEN|357VULN|6DUST|8RCR|9LIT|aCDMG
432	23523 32332	   	166.41	DCR|3VULN|2AART|1CDMG	14AART|2CGEN|357VULN|6LHND|8RCR|9CDMG|aERES
433	23523 32335	   	166.41	DCR|3VULN|2AART|1CDMG	14AART|2CGEN|357VULN|6LHND|8RCR|9CDMG|aLEGI
434	16523 32311	   	166.37	DCR|4VULN|2AART	1CGEN|24AART|357aVULN|6LHND|8RCR|9BELT
435	23623 62313	   	166.36	DCR|3VULN|1AART|1DMG	1AART|2CGEN|39RCVC|457VULN|6FEWX|8RCR|aDMG
436	22622 42253	   	166.36	DCR|4VULN|1AART|2DUR	1AART|29ERES|3RCVC|4679VULN|59DUR|8RPLT|9BPWR|aRCR
437	25652 22323	   	166.29	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD|1DUR	1AART|25CDMG|3LWND|4DUR|6VULN|78ASPD|9RCR|aDMG
438	22524 15312	   	166.27	DCR|3VULN|3AART|1DUR	145AART|2ERES|389VULN|6TLV|7RCR|aDUR
439	16523 12353	   	166.27	DCR|4VULN|2AART	19CGEN|24AART|357aVULN|6DUST|8RCR
440	21311 26154	   	166.25	DCR|2AART|2VULN|2CDMG|1DUR|1ASPD	14AART|29TLV|3RMIN|59CDMG|6ASPD|7DUR|89VULN|9BPWR|aRCR
441	22311 26154	   	166.25	DCR|2AART|2VULN|2CDMG|1DUR|1ASPD	14AART|29ERES|3RMIN|59CDMG|6ASPD|7DUR|89VULN|9BPWR|aRCR
442	16522 35332	   	166.25	DCR|3AART|1VULN|1DMG|2ASPD|1DUR	1CGEN|246AART|3VULN|5DUR|7RCR|8DMG|9aASPD
443	26235 23334	 * 	166.22	DCR|2AART|2DMG|1VULN|1CDMG	17AART|24LHND|34FEWX|4BPWR|56DMG|8VULN|9CDMG|aRCR
444	22513 21533	   	166.22	DCR|2VULN|2DMG|1AART	1AART|27ERES|35VULN|4RCVC|6aDMG|8RCR|9TLV
445	23315 22434	   	166.12	DCR|2AART|2DMG|1VULN|1CDMG	14AART|2CGEN|3RMIN|56DMG|7VULN|8LHND|9CDMG|aRCR
446	23523 23434	   	166.12	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2CGEN|35VULN|6DMG|7MLV|8LHND|9CDMG|aRCR
447	51631 13632	   	166.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RCR|3DUR|49AART|5VULN|6CDMG|7LIT|8FEWX|aDMG
448	51231 16362	   	166.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RCR|3FEWX|47AART|5VULN|6CDMG|8DUR|9LIT|aDMG
449	51232 13232	   	166.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RCR|3FEWX|49AART|5DUR|6CDMG|7LIT|8VULN|aDMG
450	23361 31441	   	166.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2CGEN|3RMIN|4DMG|59ASPD|6RCR|7aVULN|8RCVC
451	15612 12335	 * 	166.08	ACR|4VULN|1AART|1DUR	17CGEN|2DUR|3RCR|4AART|578aVULN|679BEXP|7BPWR
452	23513 62313	   	166.06	DCR|3VULN|1AART|1DMG	1AART|2CGEN|357VULN|49RCVC|6FEWX|8RCR|aDMG
453	22512 42253	   	166.06	DCR|4VULN|1AART|2DUR	1AART|29ERES|3679VULN|4RCVC|59DUR|8RPLT|9BPWR|aRCR
454	13511 31424	   	166.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1CGEN|2DMG|3ERES|4DUR|57VULN|6aCDMG|8AART|9RCR
455	22523 23434	   	166.02	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2ERES|35VULN|6DMG|7MLV|8LHND|9CDMG|aRCR
456	21315 21334	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	14AART|2TLV|3RMIN|56DMG|7LWND|8VULN|9CDMG|aRCR
457	21315 22434	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	14AART|2TLV|3RMIN|56DMG|7VULN|8LHND|9CDMG|aRCR
458	21333 26434	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	17AART|2TLV|3RMIN|46DMG|5VULN|8LHND|9CDMG|aRCR
459	21334 21334	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	15AART|2TLV|3RMIN|46DMG|7LWND|8VULN|9CDMG|aRCR
460	21334 22434	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	15AART|2TLV|3RMIN|46DMG|7VULN|8LHND|9CDMG|aRCR
461	21336 31334	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	16AART|2TLV|3RMIN|45DMG|7LWND|8VULN|9CDMG|aRCR
462	21336 32434	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	16AART|2TLV|3RMIN|45DMG|7VULN|8LHND|9CDMG|aRCR
463	22315 22434	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	14AART|2ERES|3RMIN|56DMG|7VULN|8LHND|9CDMG|aRCR
464	23523 21434	   	166.02	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2CGEN|35VULN|6DMG|7ERES|8LHND|9CDMG|aRCR
465	23523 22533	   	166.02	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2CGEN|35VULN|6DMG|7BEXP|8ERES|9CDMG|aRCR
466	51634 13232	   	165.99	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RCR|3DUR|49AART|5DUST|6CDMG|7LIT|8VULN|aDMG
467	51231 15162	   	165.99	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RCR|3FEWX|4aAART|5VULN|6CDMG|7DUR|8ERES|9DMG
468	51231 16326	   	165.99	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RCR|3FEWX|47AART|5VULN|6CDMG|8DUR|9ERES|aDMG
469	21331 31441	   	165.98	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2TLV|3RMIN|4DMG|59ASPD|6RCR|7aVULN|8RCVC
470	22361 31441	   	165.98	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2ERES|3RMIN|4DMG|59ASPD|6RCR|7aVULN|8RCVC
471	23323 42333	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CGEN|3RMIN|4TLV|567VULN|8RCR|9CDMG|aZMB
472	23553 42333	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2CGEN|367VULN|4TLV|5MLV|8RCR|9CDMG|aZMB
473	25342 43123	 * 	165.96	DCR|3AART|1VULN|1DMG|2CDMG|1ASPD	146AART|28CDMG|3LEGI|5VULN|7DMG|9ASPD|aRCR
474	22523 22434	   	165.92	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2ERES|35VULN|6DMG|7TLV|8LHND|9CDMG|aRCR
475	16523 32342	   	165.91	DCR|3VULN|2AART|1CDMG	1CGEN|24AART|357VULN|6LHND|8RCR|9LIT|aCDMG
476	23622 42311	   	165.86	DCR|4VULN|1AART|1DUR	1AART|2CGEN|3RCVC|467aVULN|5DUR|8RCR|9BELT
477	23622 42331	   	165.86	DCR|4VULN|1AART|1DUR	1AART|2CGEN|3RCVC|467aVULN|5DUR|8RCR|9MLV
478	23523 26512	   	165.82	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2CGEN|35VULN|6DMG|7ASPD|8RCR|9RCVC|aLHND
479	16523 12342	   	165.81	DCR|3VULN|2AART|1CDMG	1CGEN|24AART|357VULN|6DUST|8RCR|9LIT|aCDMG
480	16523 32332	   	165.81	DCR|3VULN|2AART|1CDMG	1CGEN|24AART|357VULN|6LHND|8RCR|9CDMG|aERES
481	16523 32335	   	165.81	DCR|3VULN|2AART|1CDMG	1CGEN|24AART|357VULN|6LHND|8RCR|9CDMG|aLEGI
482	16623 62313	   	165.76	DCR|3VULN|1AART|1DMG	1CGEN|2AART|39RCVC|457VULN|6FEWX|8RCR|aDMG
483	22523 26512	   	165.72	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2ERES|35VULN|6DMG|7ASPD|8RCR|9RCVC|aLHND
484	23523 26511	   	165.72	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2CGEN|35VULN|6DMG|7ASPD|8RCR|9RCVC|aDUST
485	22314 52163	   	165.68	DCR|2AART|2VULN|1DMG|1ZMB	14AART|28ERES|3RMIN|57VULN|6ZMB|9RCR|aDMG
486	51631 12335	   	165.65	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6CDMG|7LHND|8ZMB|9LWND|aDMG
487	51631 26312	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|7CDMG|8RPLT|9ZMB|aLHND
488	51231 11246	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7ZMB|8ASPD|9RMIN|aDMG
489	51231 11262	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7ZMB|8ASPD|9LIT|aDMG
490	51231 11435	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7ZMB|8DUR|9LWND|aDMG
491	51231 12451	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7LHND|8DMG|9ZMB|aASPD
492	51231 12452	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7LHND|8DMG|9ZMB|aDUR
493	51231 15335	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7DUR|8ZMB|9LWND|aDMG
494	51232 11635	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|6CDMG|7ZMB|8VULN|9LWND|aDMG
495	51232 12453	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|6CDMG|7LHND|8DMG|9ZMB|aVULN
496	51232 26313	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|6DMG|7CDMG|8RPLT|9ZMB|aVULN
497	51233 11251	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|5LWND|6CDMG|7ZMB|8ASPD|9VULN|aDMG
498	51236 11251	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|5LHND|6CDMG|7ZMB|8ASPD|9VULN|aDMG
499	51313 31414	   	165.63	ACR|2VULN|2DMG|1AART	1BEXP|2RCR|3LWND|47VULN|5RPLT|69DMG|8RMIN|aAART
500	51313 31514	   	165.63	ACR|2VULN|2DMG|1AART	1BEXP|2RCR|3LWND|47VULN|5RPLT|69DMG|8MLV|aAART
501	15612 12215	   	165.62	ACR|3VULN|1AART|1CDMG|1DUR	17CGEN|2DUR|3RCR|4AART|57aVULN|67BEXP|7BPWR|8BELT|9CDMG
502	22523 26511	   	165.62	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2ERES|35VULN|6DMG|7ASPD|8RCR|9RCVC|aDUST
503	23512 42311	   	165.56	DCR|4VULN|1AART|1DUR	1AART|2CGEN|367aVULN|4RCVC|5DUR|8RCR|9BELT
504	23512 42331	   	165.56	DCR|4VULN|1AART|1DUR	1AART|2CGEN|367aVULN|4RCVC|5DUR|8RCR|9MLV
505	51231 26151	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|7CDMG|8DUST|9ZMB|aASPD
506	51631 11135	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6CDMG|7ZMB|8DUST|9LWND|aDMG
507	51631 26311	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|7CDMG|8RPLT|9ZMB|aTLV
508	51633 35133	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3DUR|4AART|5VENICY|6CDMG|7DMG|8CGEN|9VULN|aZMB
509	51231 11211	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7ZMB|8ASPD|9DUST|aDMG
510	51231 11226	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7ZMB|8ASPD|9ERES|aDMG
