0	Index      	 *	Score 	Summary	Detail	
1	11631 11651	 * 	199.65	ACR|3VULN|2DMG|1AART|2ZMB	19aVULN|2AART|3RCVC|4RCR|59ZMB|6AIRHEL|7LHND|89DMG|9BPWR
318	13123 53144	   	172.03	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2RCVC|36TLV|4AART|567DMG|6BPWR|8CDMG|9LEGI|aRCR
319	11222 22165	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	14aVULN|2AART|34DUST|4BPWR|5RMIN|6LHND|7DMG|8CDMG|9RCR
320	22331 54216	   	172.02	DCR|2VULN|2AART|1DMG|1CDMG	1RMIN|2DMG|3DMSP|4ERES|5CDMG|6RCR|7aAART|89VULN
321	11633 32123	   	171.94	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2AART|3RCVC|4RCR|5DUR|6TLV|7aDMG|8CDMG|9RPLT
322	11633 32126	   	171.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2AART|3RCVC|4RCR|5DUR|6TLV|7DMG|8CDMG|9RPLT
323	11633 32156	   	171.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2AART|3RCVC|4RCR|5DUR|6TLV|7DMG|8CDMG|9MLV
324	11633 32162	   	171.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2AART|3RCVC|4RCR|5DUR|6TLV|7DMG|8CDMG|aLWND
325	11633 32163	   	171.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2AART|3RCVC|4RCR|5DUR|6TLV|7DMG|8CDMG|aRPLT
326	11633 32165	   	171.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2AART|3RCVC|4RCR|5DUR|6TLV|7DMG|8CDMG|aLHND
327	11224 32165	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	14aVULN|2AART|34DUST|4BPWR|5LHND|6TLV|7DMG|8CDMG|9RCR
328	11633 24736	   	171.89	ACR|3VULN|2AART|2DUR	179VULN|28AART|3aRCVC|4RCR|57DUR|6MBVNT|7BPWR
329	11465 23311	 * 	171.86	DCR|2AART|2VULN|2DMG	17VULN|25AART|3LIT|46LWND|8aDMG|9RCR
330	11632 32164	   	171.84	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	19VULN|2AART|3RCVC|4RCR|5DUST|6TLV|7DMG|8CDMG|aASPD
331	11633 32112	   	171.84	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2AART|3RCVC|4RCR|5DUR|6TLV|7DMG|8CDMG|9CANHEL
332	11633 32115	   	171.84	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2AART|3RCVC|4RCR|5DUR|6TLV|7aDMG|8CDMG|9CANHEL
333	11633 32145	   	171.84	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2AART|3RCVC|4RCR|5DUR|6TLV|7DMG|8CDMG|9LEGI
334	11633 32342	   	171.84	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2AART|3RCVC|4RCR|5DUR|6TLV|79DMG|8ERES|aCDMG
335	11633 36334	   	171.82	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	179VULN|2AART|3RCVC|4RCR|5DUR|6TLV|8ZMB|aASPD
336	11221 32112	   	171.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	14VULN|2AART|34DUST|4BPWR|5ZMB|6DUR|7DMG|8CDMG|9BASICY|aRCR
337	58144 51231	   	171.77	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|3ERES|4RCR|59DMG|6CDMG|7DUR|89VULN|9BPWR|aLWND
338	58144 51233	   	171.77	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|3ERES|4RCR|59DMG|6CDMG|7DUR|89VULN|9BPWR|aBEXP
339	21663 41223	   	171.71	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR|1ASPD	1RMIN|2AART|3DMG|4VULN|58DUR|6FLTHEA|7CDMG|9RCR|aASPD
340	11631 26132	   	171.69	ACR|3VULN|1AART|1CDMG|1ZMB	178VULN|2AART|3RCVC|4RCR|5ZMB|6LHND|9LWND|aCDMG
341	11631 56122	   	171.69	ACR|3VULN|1AART|1CDMG|1ZMB	178VULN|2AART|3RCVC|4RCR|5ZMB|6LWND|9LHND|aCDMG
342	11636 14122	   	171.69	ACR|3VULN|1AART|1CDMG|1ZMB	158VULN|2AART|3RCVC|4RCR|6BEXP|7ZMB|9LHND|aCDMG
343	58144 51232	   	171.67	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|3ERES|4RCR|59DMG|6CDMG|7DUR|89VULN|9BPWR|aDUST
344	58144 51234	   	171.67	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|3aERES|4RCR|59DMG|6CDMG|7DUR|89VULN|9BPWR
345	34211 63411	   	171.56	DCR|2VULN|2DMG|1AART|2ASPD	1CGEN|25ASPD|34VULN|6AART|7aDMG|8LIT|9RCR
346	11126 41511	   	171.49	DCR|3VULN|1AART|1DMG|1ZMB	145VULN|2AART|34BEXP|4BPWR|6LIT|7ZMB|8RCVC|9RCR|aDMG
347	11313 31164	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2AART|3DLOT|48DMG|5TLV|7MLV|9CDMG|aRCR
348	21662 23112	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|2AART|37DMG|47VULN|57DUST|6MBVNT|7BPWR|8CDMG|9BASICY|aRCR
349	52287 24213	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2DUR|3CGEN|48VULN|59DMG|6RCR|7AART|aLHND
350	52287 24214	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2DUR|3CGEN|48VULN|59DMG|6RCR|7AART|aRMIN
351	52487 24213	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2DUR|3RMIN|48VULN|59DMG|6RCR|7AART|aLHND
352	52487 24243	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2DUR|3RMIN|48VULN|5aDMG|6RCR|7AART|9CGEN
353	15263 46213	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	13VULN|2DMSP|4DUR|5MBVNT|6RCR|7AART|8LHND|9aDMG
354	11121 16621	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2AART|348BEXP|4BPWR|5ZMB|6AIRHEL|7aDMG|9RCR
355	52187 24213	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2DUR|3TLV|48VULN|59DMG|6RCR|7AART|aLHND
356	52187 24214	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2DUR|3TLV|48VULN|59DMG|6RCR|7AART|aRMIN
357	52187 24243	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2DUR|3TLV|48VULN|5aDMG|6RCR|7AART|9CGEN
358	52287 24243	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2DUR|3CGEN|48VULN|5aDMG|6RCR|7AART|9ERES
359	52487 24214	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2DUR|3RMIN|48VULN|59DMG|6RCR|7AART|aDUST
360	53847 24213	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2ERES|38VULN|4DUR|59DMG|6RCR|7AART|aLHND
361	53847 24214	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2ERES|38VULN|4DUR|59DMG|6RCR|7AART|aRMIN
362	53847 24243	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2ERES|38VULN|4DUR|5aDMG|6RCR|7AART|9CGEN
363	53871 24213	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2ERES|38VULN|49DMG|5DUR|6RCR|7AART|aLHND
364	53871 24214	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2ERES|38VULN|49DMG|5DUR|6RCR|7AART|aRMIN
365	53871 24243	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2ERES|38VULN|4aDMG|5DUR|6RCR|7AART|9CGEN
366	11631 11254	 * 	171.34	ACR|2AART|2VULN|2ZMB|2ASPD	19VULN|2aAART|3RCVC|4RCR|59ZMB|6AIRHEL|7LHND|89ASPD|9BPWR
367	11226 41511	   	171.29	DCR|3VULN|1AART|1DMG|1ZMB	145VULN|2AART|34DUST|4BPWR|6LIT|7ZMB|8RCVC|9RCR|aDMG
368	13263 46844	   	171.22	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2RCVC|4DUR|5MBVNT|6RCR|7AART|8CDMG|9LWND|aDMG
369	11632 32161	   	171.21	ACR|2VULN|1AART|1DMG|2CDMG	19VULN|2AART|3RCVC|4RCR|5DUST|6TLV|7DMG|8aCDMG
370	31211 82472	   	171.17	DCR|3VULN|2DMG|1AART	1CGEN|2RPLT|3MBVNT|459VULN|6AART|78DMG|aRCR
371	53284 22236	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1MBVNT|29ERES|3FEWX|49DMG|5ASPD|6RCR|7CDMG|89VULN|9BPWR|aZMB
372	54242 23166	   	171.02	DCR|2AART|2VULN|2DMG|1SELL	1MBVNT|2SELL|36AART|47DMG|57VULN|7BPWR|8RMIN|9RCR|aLHND
373	54242 23168	   	171.02	DCR|2AART|2VULN|2DMG|1SELL	1MBVNT|2SELL|36AART|47DMG|57VULN|7BPWR|8RMIN|9RCR|aCGEN
374	11633 41212	 * 	170.92	ACR|2VULN|1AART|1CDMG|1FLTHEA|2DUR	1aVULN|2AART|3RCVC|4RCR|58DUR|6FLTHEA|7CDMG|9LWND
375	11633 41232	   	170.92	ACR|2VULN|1AART|1CDMG|1FLTHEA|2DUR	1aVULN|2AART|3RCVC|4RCR|58DUR|6FLTHEA|7CDMG|9LHND
376	22114 22425	   	170.92	DCR|3VULN|3DMG	1RMIN|289DMG|3TLV|48aVULN|5MBVNT|6RCR|78CGEN|8BPWR
377	54242 14163	   	170.92	DCR|2AART|2VULN|2DMG|1SELL	1MBVNT|2SELL|37AART|46DMG|5aVULN|8RMIN|9RCR
378	54242 23164	   	170.92	DCR|2AART|2VULN|2DMG|1SELL	1MBVNT|2SELL|36AART|47DMG|57VULN|7BPWR|8RMIN|9RCR|aERES
379	11633 41262	   	170.82	ACR|2VULN|1AART|1CDMG|1FLTHEA|2DUR	1aVULN|2AART|3RCVC|4RCR|58DUR|6FLTHEA|7CDMG|9MBVNT
380	11631 32125	   	170.75	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6aDUR|7DMG|8CDMG|9RPLT
381	11633 24731	   	170.72	ACR|3VULN|2AART|2DUR	179VULN|28AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|aFEWX
382	11633 24734	   	170.72	ACR|3VULN|2AART|2DUR	179VULN|28AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|aLHND
383	11633 24737	   	170.72	ACR|3VULN|2AART|2DUR	179VULN|28AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|aLIT
384	11633 51111	   	170.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	18VULN|2AART|3RCVC|4RCR|56DUR|7ASPD|9LIT|aDMG
385	11633 24526	   	170.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8ASPD|9RMIN|aDMG
386	11633 24533	   	170.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8ASPD|9BEXP|aDMG
387	11633 24546	   	170.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8ASPD|9CGEN|aDMG
388	11633 24553	   	170.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8ASPD|9DMG|aLHND
389	11633 24732	   	170.62	ACR|3VULN|2AART|2DUR	179VULN|28AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|aERES
390	11633 24733	   	170.62	ACR|3VULN|2AART|2DUR	179VULN|28AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|aLEGI
391	11631 61115	   	170.56	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2AART|3aRCVC|4RCR|5ZMB|6ASPD|7DMG|9LIT
392	11631 61215	   	170.56	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	19VULN|2AART|3aRCVC|4RCR|5ZMB|6ASPD|7DMG|8RPLT
393	11126 22413	   	170.56	DCR|4VULN|1AART|1ZMB|1ASPD	1457VULN|2AART|34BEXP|4BPWR|6ASPD|8LIT|9RCR|aZMB
394	11633 24513	   	170.52	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8ASPD|9DUST|aDMG
395	11633 24554	   	170.52	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8ASPD|9DMG|aDUST
396	11633 32634	   	170.52	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2AART|3RCVC|4RCR|58DUR|6TLV|7DMG|aASPD
397	11633 41511	 * 	170.49	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1VULN|29AART|3RCVC|4RCR|5DUR|6FLTHEA|7CDMG|8CGEN|aZMB
398	16422 21223	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2BEXP|3CDMG|4RPLT|5ZMB|6RCR|7BELT|9AART|aDMG
399	54242 15162	   	170.47	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1MBVNT|2SELL|3AART|46DMG|57VULN|8RMIN|9RCR|aZMB
400	22222 23321	   	170.46	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1RMIN|2DMG|38VULN|4CDMG|5LIT|6FLTHEA|7DUR|9AART|aRCR
401	26112 41125	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|2MGNLIT|37VULN|4aDMG|5CDMG|6BEXP|8AART|9RCR
402	26112 51125	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|2MGNLIT|37VULN|4aDMG|5CDMG|6FEWX|8AART|9RCR
403	54242 81346	   	170.37	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1MBVNT|2SELL|3AART|47DMG|57VULN|67ERES|7BPWR|8TLV|9RCR|aZMB
404	22225 41125	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|2aDMG|37VULN|4CDMG|5BASHEA|6BEXP|8AART|9RCR
405	22225 51125	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|2aDMG|37VULN|4CDMG|5BASHEA|6FEWX|8AART|9RCR
406	21663 24621	   	170.35	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2AART|37DMG|47VULN|57DUR|6MBVNT|7BPWR|8BEXP|9LHND|aRCR
407	21431 34422	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2AART|3CDMG|47LIT|5RCR|68VULN|9DMG|aZMB
408	11631 36142	   	170.28	ACR|3VULN|1AART|2DUR|1ZMB	178VULN|2AART|3RCVC|4RCR|5ZMB|69DUR|aLHND
409	11633 24247	   	170.28	ACR|3VULN|1AART|2DUR|1ZMB	17aVULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8LHND|9ZMB
410	11633 62162	   	170.28	ACR|3VULN|1AART|2DUR|1ZMB	179VULN|2AART|3RCVC|4RCR|58DUR|6RPLT|aZMB
411	21212 23525	   	170.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2AART|35VULN|4CDMG|6LSRREG|7ASPD|8DUR|9RCR|aDMG
412	11512 23525	   	170.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	15VULN|2AART|3RMIN|4CDMG|6LSRREG|7ASPD|8DUR|9RCR|aDMG
413	21663 24421	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2AART|37DMG|47VULN|57DUR|6MBVNT|7BPWR|8DUST|9LHND|aRCR
414	21663 24471	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2AART|37DMG|47VULN|57DUR|6MBVNT|7BPWR|8DUST|9FEWX|aRCR
415	21663 24631	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2AART|37DMG|47VULN|57DUR|6MBVNT|7BPWR|8BEXP|9DUST|aRCR
416	11124 41222	   	170.23	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	14VULN|2AART|34BEXP|4BPWR|5LHND|6FLTHEA|7CDMG|8LWND|9RCR|aDMG
417	11124 41322	   	170.23	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	14VULN|2AART|34BEXP|4BPWR|5LHND|6FLTHEA|7CDMG|8FEWX|9RCR|aDMG
418	11433 23322	   	170.18	DCR|4VULN|1AART|1DMG	1578VULN|2AART|38LIT|48ERES|6RPLT|8BPWR|9DMG|aRCR
419	11631 36141	   	170.18	ACR|3VULN|1AART|2DUR|1ZMB	178VULN|2AART|3RCVC|4RCR|5ZMB|69DUR|aMBVNT
420	11631 36143	   	170.18	ACR|3VULN|1AART|2DUR|1ZMB	178VULN|2AART|3RCVC|4RCR|5ZMB|69DUR|aTLV
421	52872 24214	   	170.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MBVNT|2aDUR|3LHND|4DMG|5ZMB|6RCR|7AART|89VULN
422	52282 24216	   	170.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MBVNT|2aDUR|3CGEN|48VULN|5ZMB|6RCR|7AART|9DMG
423	52482 24216	   	170.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MBVNT|2aDUR|3RMIN|48VULN|5ZMB|6RCR|7AART|9DMG
424	21626 41122	   	170.13	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1RMIN|2AART|3DMG|48BEXP|5aVULN|6FLTHEA|7CDMG|9RCR
425	11633 22551	   	170.09	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1VULN|27AART|3RCVC|4RCR|5DUR|6MBVNT|8ASPD|9DMG|aZMB
426	11433 23422	   	170.08	DCR|4VULN|1AART|1DMG	1578VULN|2AART|3LIT|4ERES|6RPLT|9DMG|aRCR
427	52182 24216	   	170.06	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MBVNT|2aDUR|3TLV|48VULN|5ZMB|6RCR|7AART|9DMG
428	53842 24216	   	170.06	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MBVNT|2ERES|38VULN|4aDUR|5ZMB|6RCR|7AART|9DMG
429	11224 41142	   	170.03	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	14VULN|2AART|34DUST|4BPWR|5LHND|6FLTHEA|7CDMG|8BEXP|9RCR|aDMG
430	11224 41342	   	170.03	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	14VULN|2AART|34DUST|4BPWR|5LHND|6FLTHEA|7CDMG|8LWND|9RCR|aDMG
431	11433 12262	   	170.02	DCR|3VULN|1AART|1DMG|1ASPD	15aVULN|2AART|3LIT|4ERES|6TLV|7RCR|8ASPD|9DMG
432	11412 53613	   	169.93	DCR|3VULN|2AART|1DMG	157VULN|2aAART|36LIT|4LHND|8DMG|9RCR
433	11462 23313	   	169.93	DCR|3VULN|2AART|1DMG	157VULN|2aAART|3LIT|46LWND|8DMG|9RCR
434	11462 53313	   	169.93	DCR|3VULN|2AART|1DMG	157VULN|2aAART|36LIT|4LWND|8DMG|9RCR
435	21213 56341	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2AART|37VULN|4CDMG|5CGEN|6RPLT|8RCR|9DMG|aZMB
436	11136 42352	   	169.86	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1VULN|2AART|3BEXP|4DUST|567DMG|8DUR|9ASPD|aRCR
437	11633 12213	   	169.84	ACR|2AART|2DMG|1VULN|1DUR	1VULN|27AART|3RCVC|4RCR|5DUR|6BEXP|8LHND|9aDMG
438	11633 12216	   	169.84	ACR|2AART|2VULN|1DMG|1DUR	1aVULN|27AART|3RCVC|4RCR|5DUR|6BEXP|8LHND|9DMG
439	11443 13613	   	169.83	DCR|3VULN|2AART|1DMG	157VULN|2aAART|3LIT|4CGEN|6TLV|8DMG|9RCR
440	11632 52213	   	169.74	ACR|2AART|2DMG|1VULN|1DUR	1VULN|27AART|3RCVC|4RCR|5DUST|6DUR|8LHND|9aDMG
441	11632 52216	   	169.74	ACR|2AART|2VULN|1DMG|1DUR	1aVULN|27AART|3RCVC|4RCR|5DUST|6DUR|8LHND|9DMG
442	11632 52513	   	169.74	ACR|2AART|2DMG|1VULN|1DUR	1VULN|27AART|3RCVC|4RCR|5DUST|6DUR|8BEXP|9aDMG
443	11633 22213	   	169.74	ACR|2AART|2DMG|1VULN|1DUR	1VULN|27AART|3RCVC|4RCR|5DUR|6MBVNT|8LHND|9aDMG
444	11633 22217	   	169.74	ACR|2AART|2VULN|1DMG|1DUR	1aVULN|27AART|3RCVC|4RCR|5DUR|6MBVNT|8LHND|9DMG
445	11633 22613	   	169.74	ACR|2AART|2DMG|1VULN|1DUR	1VULN|27AART|3RCVC|4RCR|5DUR|6MBVNT|8BEXP|9aDMG
446	11433 13613	   	169.73	DCR|3VULN|2AART|1DMG	157VULN|2aAART|3LIT|4ERES|6TLV|8DMG|9RCR
447	11433 64213	   	169.73	DCR|3VULN|2AART|1DMG	156VULN|2aAART|3LIT|4ERES|7DMG|8TLV|9RCR
448	22234 47447	   	169.72	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|27DMG|37VULN|47CGEN|5MBVNT|6RPLT|7BPWR|8RCR|9AART|aZMB
449	11633 42432	 * 	169.70	ACR|3VULN|1AART|1FLTHEA|1DUR	18aVULN|2AART|37RCVC|4RCR|5DUR|6FLTHEA|9RPLT
450	11215 36621	   	169.67	ACR|4VULN|1AART|2DUR	189aVULN|2AART|3DUST|48AIRHEA|5RCR|68DUR|7RCVC|8BPWR
