0	Index      	 *	Score 	Summary	Detail	
1	15262 24321	 * 	190.35	DCR|2VULN|2DMG|1AART|2ASPD|1FLTHEA|1DUR	13ASPD|23DMG|3BPWR|4DUST|5AART|69VULN|7DUR|8FLTHEA|aRCR
317	15232 44223	   	162.86	DCR|2VULN|2DMG|1AART|2ASPD|1DUR|1MSE	13ASPD|23DMG|3BPWR|4MSE|5AART|6RCR|7DUR|89VULN|aBEXP
318	15222 63253	   	162.78	ACR|2DMG|1VULN|1CDMG|2ASPD|1ZMB|1DUR	13ASPD|23DMG|3BPWR|4CGEN|5RCR|6VULN|7TLV|8CDMG|9ZMB|aDUR
319	15222 66223	   	162.78	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB|1DUR	13ASPD|23DMG|3BPWR|4CGEN|5RCR|6VULN|7ZMB|8CDMG|9ERES|aDUR
320	15232 44222	   	162.76	DCR|2VULN|2DMG|1AART|2ASPD|1DUR|1MSE	13ASPD|23DMG|3BPWR|4MSE|5AART|6RCR|7DUR|89VULN|aERES
321	12522 43225	   	162.67	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|24BEXP|3DMG|5aAART|6RCR|7CGEN|8CDMG|9VULN
322	12522 41225	   	162.57	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|24BEXP|3DMG|5aAART|6RCR|7ERES|8CDMG|9VULN
323	15222 23246	   	162.54	ACR|2DMG|1AART|3ASPD|2ZMB|1DUR	136ASPD|23DMG|3BPWR|4CGEN|5RCR|7DUR|89ZMB|aAART
324	15222 13123	   	162.53	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	13ASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8AART|9LWND|aDUR
325	15222 13145	   	162.53	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	13ASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8AART|9DUR|aBEXP
326	15222 13146	   	162.53	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	13ASPD|23DMG|3BPWR|4aCGEN|5RCR|6AIRHEA|7VULN|8AART|9DUR
327	15222 13153	   	162.53	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	13ASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8AART|9FEWX|aDUR
328	22222 13141	   	162.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8AART|9DUR|aCDMG
329	13532 16211	   	162.52	DCR|2VULN|2AART|1DMG|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5aAART|6LIT|78VULN|9RCR
330	53143 11211	   	162.48	DCR|2AART|2DMG|1VULN	13AART|2LHND|4FEWX|5RCVC|6LIT|7RCR|8VULN|9aDMG
331	13532 44232	   	162.44	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2FEWX|3DMG|4aRCVC|5AART|6RCR|7DUR|8VULN|9CDMG
332	15222 13142	   	162.43	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	13ASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8AART|9DUR|aDUST
333	15222 63211	   	162.43	ACR|2VULN|2DMG|2ASPD|1CDMG	13ASPD|23DMG|3BPWR|4CGEN|5RCR|69VULN|7TLV|8CDMG|aLIT
334	15222 63212	   	162.43	ACR|2VULN|2DMG|2ASPD|1CDMG	13ASPD|23DMG|3BPWR|4CGEN|5RCR|69VULN|7TLV|8CDMG|aLWND
335	15222 63215	   	162.43	ACR|2VULN|2DMG|2ASPD|1CDMG	13ASPD|23DMG|3BPWR|4CGEN|5RCR|69VULN|7TLV|8CDMG|aLHND
336	45111 31253	   	162.43	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1TLV|2DMG|3ZMB|4aDUR|5AART|6VULN|7RCVC|8CDMG|9RCR
337	11532 16211	   	162.42	DCR|2VULN|2AART|1DMG|1ASPD	1ASPD|2DUST|3DMG|4RCVC|5aAART|6LIT|78VULN|9RCR
338	52543 11211	   	162.38	DCR|2AART|2DMG|1VULN	13AART|2DUST|4FEWX|5RCVC|6LIT|7RCR|8VULN|9aDMG
339	52563 11211	   	162.38	DCR|2AART|2DMG|1VULN	13AART|2DUST|4LHND|5RCVC|6LIT|7RCR|8VULN|9aDMG
340	15332 66212	   	162.36	ACR|2VULN|1DMG|2CDMG|2ASPD|1ZMB	1aASPD|2DMG|34aCGEN|5RCR|69VULN|7ZMB|8aCDMG|aBPWR
341	11532 44232	   	162.34	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2DUST|3DMG|4aRCVC|5AART|6RCR|7DUR|8VULN|9CDMG
342	15222 63213	   	162.33	ACR|2VULN|2DMG|2ASPD|1CDMG	13ASPD|23DMG|3BPWR|4CGEN|5RCR|69VULN|7TLV|8CDMG|aERES
343	53161 42243	 * 	162.31	DCR|3AART|1VULN|1DMG|1CDMG	137AART|24LHND|5CDMG|6RCR|8MBVNT|9DMG|aVULN
344	15262 43231	   	162.30	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7aCGEN|8CDMG|9DUR
345	15262 43233	   	162.30	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7CGEN|8CDMG|9DUR|aRMIN
346	12522 43222	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|24BEXP|3DMG|5AART|6RCR|7CGEN|8CDMG|9VULN|aZMB
347	13532 23321	   	162.22	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5AART|69VULN|7DUST|8FLTHEA|aRCR
348	13532 66221	   	162.22	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5AART|6DUST|7FLTHEA|89VULN|aRCR
349	15262 41231	   	162.20	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7ERES|8CDMG|9DUR|aCGEN
350	15222 23153	   	162.13	ACR|2VULN|2DMG|3ASPD|1DUR	136ASPD|23DMG|3BPWR|4CGEN|5RCR|7DUR|8LIT|9aVULN
351	12522 44221	   	162.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|24BEXP|3DMG|5AART|6RCR|7DUR|89VULN|aRPLT
352	22253 11512	   	162.10	DCR|3VULN|2DMG|1DUR	15RMIN|23DMG|3BPWR|4NUKE|6RCR|78aVULN|9DUR
353	22253 15522	   	162.10	DCR|3VULN|2DMG|1DUR	15RMIN|23DMG|3BPWR|4NUKE|6RCR|7DUR|89aVULN
354	22255 11512	   	162.10	DCR|3VULN|2DMG|1DUR	1RMIN|23DMG|3BPWR|4NUKE|5DMSP|6RCR|78aVULN|9DUR
355	15111 66121	   	162.09	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1ASPD|28DMG|3ZMB|4DUR|5DMSP|69VULN|7RCR|aBEXP
356	15111 66123	   	162.09	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1ASPD|28DMG|3ZMB|4DUR|5DMSP|69VULN|7RCR|aFEWX
357	13532 16212	   	162.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5AART|6LIT|78VULN|9RCR|aZMB
358	11131 56352	   	162.03	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	14ASPD|2DUST|3LWND|5AART|6RCR|7VULN|8DMG|9ZMB|aDUR
359	46221 11412	   	162.02	DCR|4VULN|2CDMG|1DUR	1aTLV|2DUR|3RCVC|4RMIN|589aVULN|6RCR|7aCDMG|aBPWR
360	15222 25226	   	162.01	ACR|2DMG|1AART|3ASPD|1VULN	136ASPD|23DMG|3BPWR|4CGEN|5RCR|7BELT|8AART|9BEXP|aVULN
361	15222 25236	   	162.01	ACR|2DMG|1AART|3ASPD|1VULN	136ASPD|23DMG|3BPWR|4CGEN|5RCR|7BELT|8AART|9LHND|aVULN
362	15222 25261	   	162.01	ACR|2DMG|1AART|3ASPD|1VULN	136ASPD|23DMG|3BPWR|4CGEN|5RCR|7BELT|8AART|9VULN|aLHND
363	15222 25262	   	162.01	ACR|2DMG|1AART|3ASPD|1VULN	136ASPD|23DMG|3BPWR|4CGEN|5RCR|7BELT|8AART|9VULN|aFEWX
364	15222 25263	   	162.01	ACR|2DMG|1AART|3ASPD|1VULN	136ASPD|23DMG|3BPWR|4CGEN|5RCR|7BELT|8AART|9VULN|aLWND
365	12522 44222	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|24BEXP|3DMG|5AART|6RCR|7DUR|89VULN|aERES
366	52352 13235	   	162.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2DUST|3LHND|49VULN|5FEWX|6DUR|7RCR|8ASPD|aDMG
367	52353 13235	   	162.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2DUST|3LHND|49VULN|5BEXP|6DUR|7RCR|8ASPD|aDMG
368	52513 33214	   	161.97	DCR|2AART|2DMG|1VULN	13AART|2DUST|4LIT|5BEXP|6RCR|7RPLT|8VULN|9aDMG
369	56113 33214	   	161.97	DCR|2AART|2DMG|1VULN	13AART|2LIT|4DUST|5BEXP|6RCR|7RPLT|8VULN|9aDMG
370	11532 16212	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2DUST|3DMG|4RCVC|5AART|6LIT|78VULN|9RCR|aZMB
371	15222 13623	   	161.93	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	13ASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8LHND|9AART|aDUR
372	15222 13124	   	161.91	ACR|2DMG|1AART|3ASPD|1VULN	13aASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8AART|9LWND
373	15222 13154	   	161.91	ACR|2DMG|1AART|3ASPD|1VULN	13aASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8AART|9FEWX
374	22222 36146	 * 	161.88	ACR|3DMG|3ZMB|1VULN	1RMIN|238DMG|38BPWR|4CGEN|5RCR|68FEWX|789ZMB|aVULN
375	22222 33114	   	161.84	ACR|3DMG|2VULN|1ZMB|1SELL	1RMIN|23aDMG|3aBPWR|4aCGEN|5RCR|6FEWX|7SELL|8ZMB|9aVULN
376	15641 33212	   	161.81	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|2DMG|3LWND|4CGEN|59AART|6aVULN|7MLV|8RCR
377	15222 13133	   	161.81	ACR|2DMG|1AART|3ASPD|1VULN	13aASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8AART|9DUST
378	22222 66253	   	161.80	ACR|3DMG|1VULN|2ZMB|1CDMG	1RMIN|23aDMG|3BPWR|4CGEN|5RCR|6VULN|79ZMB|8CDMG
379	15222 36242	   	161.80	ACR|3DMG|1VULN|2ZMB|2ASPD	13ASPD|238DMG|3BPWR|4CGEN|5RCR|6LHND|79ZMB|aVULN
380	22252 66222	   	161.79	ACR|3DMG|2VULN|1ZMB	1RMIN|238DMG|3BPWR|4NUKE|5RCR|6aVULN|7ZMB|9DMSP
381	22252 66232	   	161.79	ACR|3DMG|2VULN|1ZMB	1RMIN|238DMG|3BPWR|4NUKE|5RCR|6aVULN|7ZMB|9LHND
382	15222 36114	 * 	161.78	ACR|3DMG|3ZMB|3ASPD	138ASPD|238DMG|38BPWR|4CGEN|5RCR|6LHND|78aZMB|9BEXP
383	11624 63422	   	161.76	DCR|2VULN|2DMG|2ASPD|1ZMB	1aASPD|2DUST|3MBVNT|4RMIN|5aDMG|6LIT|7RCR|8ZMB|9aVULN|aBPWR
384	51326 63213	   	161.76	DCR|2AART|2VULN|1CDMG|1ZMB	19AART|2CGEN|3DUST|4LWND|57VULN|6ZMB|8RCR|aCDMG
385	22252 66212	   	161.69	ACR|3DMG|2VULN|1ZMB	1RMIN|238DMG|3BPWR|4NUKE|5RCR|6aVULN|7ZMB|9LEGI
386	15262 41312	   	161.68	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7ERES|8CGEN|9BEXP|aVULN
387	15262 42211	   	161.68	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7LEGI|8VULN|9DMSP|aRPLT
388	15262 42213	   	161.68	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7LEGI|8VULN|9DMSP|aBEXP
389	15262 42221	   	161.68	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7LEGI|8VULN|9FEWX|aLIT
390	15262 42222	   	161.68	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7LEGI|8VULN|9FEWX|aMLV
391	15262 42223	   	161.68	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7LEGI|8VULN|9FEWX|aRPLT
392	52332 38634	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|3LHND|4MBVNT|5FEWX|69VULN|7RCR|8DMG|aCDMG
393	22311 36251	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2DMG|3aCGEN|4DUR|5AART|67VULN|8CDMG|9RCR
394	22311 36252	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2DMG|3CGEN|4DUR|5AART|67VULN|8CDMG|9RCR|aRPLT
395	22311 36253	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aRMIN|2DMG|3CGEN|4DUR|5AART|67VULN|8CDMG|9RCR
396	12522 16215	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|24BEXP|3DMG|5AART|6LIT|78VULN|9RCR|aCDMG
397	15213 42252	   	161.61	DCR|3DMG|2VULN|2ASPD	13ASPD|238DMG|3BPWR|4DMSP|5MBVNT|6aVULN|7LWND|9RCR
398	15213 44547	   	161.61	DCR|3VULN|2DMG|2ASPD	13ASPD|23DMG|3BPWR|4DMSP|5MBVNT|68aVULN|7RPLT|9RCR
399	15213 45252	   	161.61	DCR|3DMG|2VULN|2ASPD	13ASPD|238DMG|3BPWR|4DMSP|5MBVNT|6aVULN|7BEXP|9RCR
400	15213 46252	   	161.61	DCR|3DMG|2VULN|2ASPD	13ASPD|238DMG|3BPWR|4DMSP|5MBVNT|6aVULN|7LHND|9RCR
401	15163 13112	   	161.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|28DMG|3ZMB|4CDMG|58CANSTR|6BEXP|78VULN|8BPWR|9MLV|aRCR
402	15262 41332	   	161.58	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7ERES|8CGEN|9LEGI|aVULN
403	15262 42212	   	161.58	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7LEGI|8VULN|9DMSP|aERES
404	46221 11413	   	161.57	DCR|3VULN|1DMG|1CDMG|1DUR	1TLV|2DUR|3RCVC|4RMIN|589VULN|6RCR|7CDMG|aDMG
405	15321 36251	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3aCGEN|4DUST|5AART|67VULN|8CDMG|9RCR
406	15321 36253	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3CGEN|4DUST|5AART|67VULN|8CDMG|9RCR|aRMIN
407	12522 21254	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|24BEXP|3aDMG|5AART|6VULN|7ERES|8CDMG|9RCR
408	15213 41252	   	161.51	DCR|3DMG|2VULN|2ASPD	13ASPD|238DMG|3BPWR|4DMSP|5MBVNT|6aVULN|7DUST|9RCR
409	15213 43525	   	161.50	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	13ASPD|23DMG|3BPWR|4DMSP|5MBVNT|69VULN|7DUR|8ZMB|aRCR
410	53251 33225	   	161.48	DCR|3VULN|1AART|1DMG	1AART|2LHND|3LWND|46aVULN|5DMG|7MLV|8RCR|9LIT
411	15212 11216	   	161.40	DCR|2VULN|2DMG|2ASPD|1DUR	13ASPD|23DMG|3BPWR|4DMSP|5ERES|6RCR|78VULN|9DUR|aRCVC
412	51353 23412	   	161.38	DCR|3VULN|1AART|1DMG	1AART|2CGEN|3DUST|4BEXP|5DMG|67aVULN|8RCR|9DMSP
413	52261 23412	   	161.38	DCR|3VULN|1AART|1DMG	1AART|2DUST|3FEWX|47aVULN|5DMG|6CGEN|8RCR|9DMSP
414	52261 23422	   	161.38	DCR|3VULN|1AART|1DMG	1AART|2DUST|39FEWX|47aVULN|5DMG|6CGEN|8RCR
415	26251 11131	 * 	161.38	DCR|2VULN|1AART|2CDMG|3DUR	1RMIN|239DUR|4CGEN|59VULN|6RCR|79CDMG|8BELT|9BPWR|aAART
416	33151 55231	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12LHND|3ZMB|48VULN|5DUR|6LIT|7RCR|9AART|aDMG
417	15222 13624	   	161.31	ACR|2DMG|1AART|3ASPD|1VULN	13aASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8LHND|9AART
418	52613 23412	   	161.28	DCR|3VULN|1AART|1DMG	1AART|2DUST|3BEXP|4ERES|5DMG|67aVULN|8RCR|9DMSP
419	16221 14114	 * 	161.28	DCR|2VULN|1AART|3ASPD|3DUR	178ASPD|238DUR|4RMIN|58VULN|6RCR|8BPWR|9FEWX|aAART
420	13532 44233	   	161.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2FEWX|3DMG|4RCVC|5AART|6RCR|7DUR|8VULN|9CDMG|aBEXP
421	13532 46323	   	161.27	DCR|1AART|1DMG|1VULN|1FLTHEA|1ASPD|1DUR	1ASPD|2FEWX|3DMG|4RCVC|5AART|6RCR|7FLTHEA|8LWND|9VULN|aDUR
422	22112 62146	   	161.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1RMIN|28DMG|3ZMB|47DUR|5BEXP|6VULN|9RCR|aAART
423	35422 11431	   	161.21	DCR|3VULN|1AART|1CDMG|1ASPD	1LHND|238VULN|4TLV|5ASPD|6RCR|7CDMG|9DUST|aAART
424	22222 66216	   	161.19	ACR|2VULN|2DMG|1CDMG|1ZMB	1RMIN|23DMG|3BPWR|4CGEN|5RCR|69VULN|7ZMB|8CDMG|aRCVC
425	16221 14135	   	161.18	DCR|2VULN|1AART|3ASPD|3DUR	178ASPD|238DUR|4RMIN|58VULN|6RCR|8BPWR|9LEGI|aAART
426	11532 44233	   	161.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2DUST|3DMG|4RCVC|5AART|6RCR|7DUR|8VULN|9CDMG|aBEXP
427	22163 13112	   	161.08	DCR|2VULN|2DMG|2CDMG|1ZMB	1RMIN|28DMG|3ZMB|48CDMG|5CANSTR|6BEXP|78VULN|8BPWR|9MLV|aRCR
428	11531 56321	   	161.02	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ASPD|2DUST|3DMG|4RCVC|59VULN|6BEXP|7AART|8FLTHEA|aRCR
429	15211 42141	   	161.01	ACR|2VULN|2DMG|2ASPD|2DUR	13ASPD|23DMG|3BPWR|4DMSP|5RCR|6LSRREG|78DUR|9aVULN
430	15211 63431	   	161.01	ACR|2VULN|2DMG|2ASPD|2DUR	13ASPD|23DMG|3BPWR|4DMSP|5RCR|67DUR|8aVULN|9VENICY
431	13532 46321	   	160.94	DCR|1AART|1DMG|1VULN|2ASPD|1FLTHEA	1aASPD|2FEWX|3DMG|4RCVC|5AART|6RCR|7FLTHEA|8LWND|9VULN
432	15262 26312	   	160.89	DCR|2DMG|1AART|3ASPD|1VULN	137ASPD|23DMG|3BPWR|4DUST|5AART|6VULN|8LWND|9RCR|aCGEN
433	15262 26313	   	160.89	DCR|2DMG|1AART|3ASPD|1VULN	137ASPD|23DMG|3BPWR|4DUST|5AART|6VULN|8LWND|9RCR|aBEXP
434	11532 46231	   	160.84	DCR|1AART|1VULN|1DMG|2ASPD|1FLTHEA	1aASPD|2DUST|3DMG|4RCVC|5AART|6RCR|7FLTHEA|8VULN|9FEWX
435	11532 46321	   	160.84	DCR|1AART|1DMG|1VULN|2ASPD|1FLTHEA	1aASPD|2DUST|3DMG|4RCVC|5AART|6RCR|7FLTHEA|8LWND|9VULN
436	35348 34534	   	160.81	DCR|2VULN|2DMG|1AART	1aLHND|2aVULN|3MBVNT|4CANHEL|5AART|67DUST|8RCR|9aDMG|aBPWR
437	15262 26311	   	160.79	DCR|2DMG|1AART|3ASPD|1VULN	137ASPD|23DMG|3BPWR|4aDUST|5AART|6VULN|8LWND|9RCR
438	53251 33262	   	160.78	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LHND|3LWND|46VULN|5DMG|7MLV|8RCR|9CDMG|aRCVC
439	26131 61111	   	160.61	DCR|2VULN|2AART|1DMG|1DUR	1RMIN|2DUR|3LWND|46VULN|5LIT|79AART|8RCR|aDMG
440	32231 61111	   	160.61	DCR|2VULN|2AART|1DMG|1DUR	1LHND|2RMIN|3DUR|46VULN|5LIT|79AART|8RCR|aDMG
441	35461 11111	   	160.61	DCR|2VULN|2AART|1DMG|1ASPD	1LHND|23VULN|4BEXP|5LIT|6ASPD|79AART|8RCR|aDMG
442	35652 11111	   	160.61	DCR|2VULN|2AART|1DMG|1ASPD	1LHND|24VULN|3LIT|5FEWX|6ASPD|79AART|8RCR|aDMG
443	15222 62134	   	160.60	ACR|3DMG|1VULN|2ASPD|1CDMG	13ASPD|238DMG|3BPWR|4CGEN|5RCR|6VULN|7LWND|9BEXP|aCDMG
444	15222 62141	   	160.60	ACR|3DMG|1VULN|2ASPD|1CDMG	13ASPD|238DMG|3BPWR|4CGEN|5RCR|6VULN|7LWND|9MLV|aCDMG
445	15222 62251	   	160.60	ACR|3DMG|1VULN|2ASPD|1CDMG	13ASPD|239DMG|3BPWR|4CGEN|5RCR|6VULN|7LWND|8MLV|aCDMG
446	13532 41223	   	160.54	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5AART|6RCR|7ERES|8aCDMG|9VULN
447	13532 22252	   	160.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5AART|6VULN|7DMSP|8RCR|9CDMG|aZMB
448	25163 31111	   	160.51	DCR|2DMG|2AART|1VULN|1DUR	1RMIN|2LIT|3aDMG|4ERES|5VULN|6DUR|79AART|8RCR
449	35633 61113	   	160.51	DCR|2VULN|2AART|1DMG|1ASPD	1LHND|25VULN|3LIT|4DMG|6DUST|79AART|8RCR|aASPD
450	15212 15313	   	160.50	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	13ASPD|23DMG|3BPWR|4DMSP|5ERES|6RCR|7DUR|8AART|9BEXP|aCDMG
451	15212 15333	   	160.50	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	13ASPD|23DMG|3BPWR|4DMSP|5ERES|6RCR|7DUR|8AART|9LWND|aCDMG
452	15222 63151	   	160.50	ACR|3DMG|1VULN|2ASPD|1CDMG	13ASPD|239DMG|3BPWR|4CGEN|5RCR|6VULN|7TLV|8LWND|aCDMG
453	15222 16523	   	160.46	ACR|2DMG|1AART|3ASPD|1VULN|1SELL	137ASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|8SELL|9VULN|aAART
454	53352 13531	   	160.46	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LHND|3BEXP|49VULN|5FEWX|6aDUR|7RCR|8DMG
455	11532 41223	   	160.44	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|2DUST|3DMG|4RCVC|5AART|6RCR|7ERES|8aCDMG|9VULN
456	43631 13311	   	160.43	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|2FEWX|3ZMB|4RCVC|5VULN|6RCR|7LIT|8AART|9aDMG
457	16131 36253	   	160.40	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	14ASPD|2aDUR|3LWND|5AART|67VULN|8CDMG|9RCR
458	52352 13531	   	160.36	DCR|2VULN|1AART|1DMG|2DUR	1AART|2DUST|3LHND|49VULN|5FEWX|6aDUR|7RCR|8DMG
459	52353 13531	   	160.36	DCR|2VULN|1AART|1DMG|2DUR	1AART|2DUST|3LHND|49VULN|5BEXP|6aDUR|7RCR|8DMG
