0	Index      	 *	Score 	Summary	Detail	
1	22365 21325	 * 	190.52	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aDMG|26CDMG|3aVULN|4ASPD|5AART|7RCR|8LIT|9aLHND|aBPWR
323	64353 12232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2BEXP|3DUR|4DMG|5DUST|6RCR|7FEWX|9CDMG|aAART
324	21412 13326	   	165.66	DCR|4VULN|1DMG|1ASPD|1DUR	1DMG|2BEXP|3DUR|489aVULN|5FEWX|6RCR|7ASPD
325	24116 13326	   	165.66	DCR|4VULN|1DMG|1ASPD|1DUR	1DMG|2DUR|3LHND|489aVULN|5BEXP|6RCR|7ASPD
326	62163 12232	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3DMG|4LEGI|5DUST|6RCR|7BEXP|9CDMG|aAART
327	64163 11232	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2BEXP|3DMG|4LEGI|5DUST|6RCR|7DUR|9CDMG|aAART
328	21412 13166	   	165.60	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	19DMG|2BEXP|3aDUR|4VULN|5FEWX|6RCR|7ASPD|8AART
329	22311 11718	   	165.53	DCR|3DMG|2VULN|2CDMG	167DMG|24CDMG|39VULN|5MBVNT|8BELT|aRCR
330	22311 31326	   	165.53	DCR|3DMG|2VULN|2CDMG	179DMG|24CDMG|38VULN|5MBVNT|6RCVC|aRCR
331	22311 61326	   	165.53	DCR|3DMG|2VULN|2CDMG	179DMG|24CDMG|38VULN|5MBVNT|6DMSP|aRCR
332	62152 13135	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	19VULN|28DUR|39DMG|4LWND|5FEWX|6RCR|79TLV|9BPWR|aCDMG
333	63531 23123	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LHND|3AART|4RCR|5DUR|6ZMB|8LWND|9RMIN|aDMG
334	63531 23523	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2LHND|3AART|4RCR|5DUR|6ZMB|8MLV|9LWND|aDMG
335	24318 32283	   	165.25	DCR|2VULN|2DMG|1AART|1DUR	1aDMG|2DUR|3MBVNT|47VULN|5AART|6BASHEA|8DUST|9RCR
336	24216 13325	   	165.20	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DMG|2DUR|3LWND|489VULN|5BEXP|6RCR|7ASPD|aCDMG
337	66222 33363	   	165.17	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	17aVULN|2SELL|3ASPD|4BELT|5BEXP|6AART|8RCR|9DMG
338	66223 33363	   	165.17	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	17aVULN|2SELL|3ASPD|4BELT|5FEWX|6AART|8RCR|9DMG
339	11314 11535	   	165.05	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD|1ZMB	18ASPD|28BEXP|3MBVNT|4VULN|5ZMB|6AART|78CDMG|8BPWR|9DMG|aRCR
340	13216 62236	   	165.04	ACR|3DMG|1AART|1VULN|1ASPD	1ASPD|2LIT|34aDMG|5RCR|6DUST|7AART|8TLV|9VULN
341	13216 62336	   	165.04	ACR|3DMG|1AART|1VULN|1ASPD	1ASPD|2LIT|34aDMG|5RCR|6DUST|7AART|8ERES|9VULN
342	23216 62236	   	165.04	ACR|3DMG|1AART|1VULN|1ASPD	14aDMG|2LIT|3ASPD|5RCR|6DUST|7AART|8TLV|9VULN
343	23216 62336	   	165.04	ACR|3DMG|1AART|1VULN|1ASPD	14aDMG|2LIT|3ASPD|5RCR|6DUST|7AART|8ERES|9VULN
344	63533 22362	   	165.03	ACR|2VULN|2DMG|1AART	18VULN|25LHND|3AART|4RCR|6LWND|7BELT|9aDMG
345	61433 11432	   	165.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	18VULN|2RMIN|3DUR|4NUKE|58FEWX|6AART|78CDMG|8BPWR|9DMG|aRCR
346	63532 21121	   	164.99	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9RPLT|aBEXP
347	63532 21123	   	164.99	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9RPLT|aLIT
348	63532 21125	   	164.99	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9RPLT|aFEWX
349	63532 21131	   	164.99	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9aCGEN
350	63532 21132	   	164.99	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9CGEN|aLIT
351	63532 21134	   	164.99	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9CGEN|aFEWX
352	63532 21136	   	164.99	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9CGEN|aRMIN
353	63532 21151	   	164.99	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9aRCVC
354	63532 21152	   	164.99	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9RCVC|aRMIN
355	63532 21153	   	164.99	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9RCVC|aFEWX
356	36135 15321	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2CDMG|3LHND|4AART|5RCR|6aVULN|7DUR|8ERES|9DMG
357	55362 13222	 * 	164.91	ACR|2AART|2DMG|1CDMG|2DUR	19LIT|2CGEN|37AART|4RCR|59DMG|6RPLT|89DUR|9BPWR|aCDMG
358	63532 21111	   	164.89	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9ERES|aCGEN
359	63532 21112	   	164.89	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9ERES|aRMIN
360	63532 21113	   	164.89	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9ERES|aBEXP
361	63532 21114	   	164.89	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9ERES|aFEWX
362	63532 21133	   	164.89	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9CGEN|aNUKE
363	63532 21135	   	164.89	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9CGEN|aERES
364	63532 21142	   	164.89	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9LWND|aERES
365	23312 14536	   	164.87	DCR|3DMG|1AART|1CDMG|1ZMB	15aDMG|2LIT|3AART|4LWND|6RPLT|7ZMB|8RCR|9CDMG
366	23334 44112	   	164.87	DCR|3DMG|1AART|1CDMG|1ZMB	145DMG|2LIT|3AART|6CDMG|7ZMB|8RCR|9BEXP|aRPLT
367	23363 35353	   	164.82	DCR|3DMG|1AART|1VULN|1ASPD	178DMG|25LIT|3AART|4RMIN|6ASPD|9RCR|aVULN
368	63532 21115	   	164.79	ACR|2VULN|2DMG|1AART|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68DMG|7BELT|8BPWR|9aERES
369	23331 14536	   	164.77	DCR|3DMG|1AART|1CDMG|1ZMB	14aDMG|2LIT|3AART|5DUST|6RPLT|7ZMB|8RCR|9CDMG
370	23334 44132	   	164.77	DCR|3DMG|1AART|1CDMG|1ZMB	145DMG|2LIT|3AART|6CDMG|7ZMB|8RCR|9MBVNT|aRPLT
371	23334 44133	   	164.77	DCR|3DMG|1AART|1CDMG|1ZMB	145DMG|2LIT|3AART|6CDMG|7ZMB|8RCR|9MBVNT|aBEXP
372	13216 33411	 * 	164.76	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2LIT|34aDMG|5RCR|6DMSP|78VULN|9DUR
373	23216 33411	   	164.76	ACR|3DMG|2VULN|1DUR|1ASPD	14aDMG|2LIT|3ASPD|5RCR|6DMSP|78VULN|9DUR
374	12421 11285	   	164.73	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	18ASPD|2CDMG|348FEWX|5MBVNT|68DMG|7AART|8BPWR|9VULN|aRCR
375	12361 15412	   	164.73	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	18ASPD|2CDMG|38VULN|4DMG|5LWND|68BEXP|7AART|8BPWR|9ERES|aRCR
376	23332 34153	   	164.73	DCR|3DMG|1AART|1CDMG|1ZMB|1SELL	146DMG|26LIT|3AART|5SELL|6BPWR|7ZMB|8RCR|9CDMG|aLHND
377	23332 34155	   	164.73	DCR|3DMG|1AART|1CDMG|1ZMB|1SELL	146DMG|26LIT|3AART|5SELL|6BPWR|7ZMB|8RCR|9CDMG|aCGEN
378	23334 44122	   	164.67	DCR|3DMG|1AART|1CDMG|1ZMB	145DMG|2LIT|3AART|6CDMG|7ZMB|8RCR|9LSRHEA|aDUST
379	35313 21663	   	164.67	DCR|4VULN|2DMG	1RPLT|2aDMG|356aVULN|4LHND|7DUST|8RCR|9aLWND|aBPWR
380	23236 26126	 * 	164.63	ACR|3DMG|2VULN|2ASPD	19aDMG|2aLIT|34ASPD|5RCR|6LHND|7aVULN|8RPLT|aBPWR
381	21413 13163	   	164.61	DCR|2DMG|2AART|1VULN|1DUR	1aDMG|2BEXP|3DUR|4VULN|5DUST|6RCR|7TLV|89AART
382	21413 13164	   	164.61	DCR|2VULN|2AART|1DMG|1DUR	1DMG|2BEXP|3DUR|4aVULN|5DUST|6RCR|7TLV|89AART
383	26413 13163	   	164.61	DCR|2DMG|2AART|1VULN|1DUR	1aDMG|2FEWX|3DUR|4VULN|5DUST|6RCR|7TLV|89AART
384	42113 13163	   	164.61	DCR|2DMG|2AART|1VULN|1DUR	1FEWX|2DUR|3aDMG|4VULN|5DUST|6RCR|7TLV|89AART
385	42113 13164	   	164.61	DCR|2VULN|2AART|1DMG|1DUR	1FEWX|2DUR|3DMG|4aVULN|5DUST|6RCR|7TLV|89AART
386	62252 13163	   	164.61	DCR|2DMG|2AART|1VULN|1DUR	1VULN|2DUR|3DUST|4aDMG|5FEWX|6RCR|7TLV|89AART
387	63112 11633	 * 	164.61	DCR|2VULN|2DMG|3DUR|1CDMG	19VULN|2LHND|39DMG|4TLV|5FEWX|679DUR|8RCR|9BPWR|aCDMG
388	23332 34156	   	164.48	DCR|3DMG|1AART|1CDMG|1ZMB|2SELL	146DMG|26LIT|3AART|5aSELL|6BPWR|7ZMB|8RCR|9CDMG
389	35223 21643	   	164.47	DCR|4VULN|2DMG	1RPLT|2aDMG|3LHND|456aVULN|7aDUST|8RCR|9LEGI|aBPWR
390	62622 16122	   	164.46	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	168VULN|2DUR|3CDMG|46CGEN|5SELL|6BPWR|7AART|9ZMB|aRCR
391	32246 13423	   	164.44	DCR|3VULN|2DMG|1ASPD|1DUR	1RPLT|2LIT|36DMG|456VULN|6BPWR|7ASPD|8RCR|9FEWX|aDUR
392	36135 12523	   	164.41	ACR|2VULN|1AART|1DMG|2CDMG	1RPLT|28CDMG|3LHND|4AART|5RCR|68VULN|78ERES|8BPWR|9LWND|aDMG
393	36235 12513	   	164.41	ACR|2VULN|1AART|1DMG|2CDMG	1RPLT|28CDMG|3LWND|4AART|5RCR|68VULN|78ERES|8BPWR|9LHND|aDMG
394	32246 13433	   	164.34	DCR|3VULN|2DMG|1ASPD|1DUR	1RPLT|2LIT|36DMG|456VULN|6BPWR|7ASPD|8RCR|9DUST|aDUR
395	36235 12533	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	1RPLT|28CDMG|3LWND|4AART|5RCR|68VULN|78ERES|8BPWR|9DUST|aDMG
396	22335 44123	   	164.27	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DMG|2CDMG|39VULN|4SELL|5ERES|6LWND|7RCR|8AART|aDUR
397	63531 23243	   	164.27	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	17VULN|2LHND|3AART|4RCR|58DUR|6ZMB|9BEXP|aCDMG
398	63531 23263	   	164.27	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	17VULN|2LHND|3AART|4RCR|58DUR|6ZMB|9LWND|aCDMG
399	22332 24265	 * 	164.27	DCR|2VULN|2DMG|2ASPD|1CDMG|1SELL	1aDMG|2CDMG|3aVULN|4SELL|5FEWX|6CGEN|7RCR|8aASPD|9LEGI|aBPWR
400	22336 51263	   	164.22	DCR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1aDMG|2CDMG|3aVULN|4SELL|5RPLT|6RCR|7LHND|8ZMB|9aLWND|aBPWR
401	35152 22336	   	164.21	DCR|3DMG|2VULN|2ASPD	1RPLT|24aDMG|3aASPD|5FEWX|67LIT|8RCR|9aVULN|aBPWR
402	14314 11135	   	164.16	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ASPD|28DUR|3MBVNT|4VULN|5ZMB|6AART|7CDMG|9DMG|aRCR
403	23213 33336	   	164.11	DCR|3DMG|2VULN|2ASPD	14aDMG|2aLIT|37ASPD|5RPLT|6DUST|8RCR|9aVULN|aBPWR
404	32246 13413	   	164.11	DCR|3VULN|2DMG|2ASPD	1RPLT|2LIT|36DMG|456VULN|6BPWR|79ASPD|8RCR|aLHND
405	63533 52111	   	164.08	ACR|4VULN|1AART|1ASPD	1678VULN|25LHND|3AART|4RCR|9BEXP|aASPD
406	32246 13411	   	164.01	DCR|3VULN|2DMG|2ASPD	1RPLT|2LIT|36DMG|456VULN|6BPWR|79ASPD|8RCR|aDUST
407	12311 18737	   	164.01	DCR|2VULN|2DMG|2CDMG|1ASPD	1ASPD|24CDMG|3aVULN|5MBVNT|69DMG|7RCR|8MLV
408	63121 35215	   	163.92	DCR|3VULN|3DMG	14aVULN|2LHND|38aDMG|5BEXP|6MLV|7aFEWX|9RCR|aBPWR
409	26116 13844	   	163.91	DCR|2VULN|2DMG|1AART	1aDMG|2FEWX|3LHND|49VULN|5LWND|6RCR|7MBVNT|8AART
410	26216 13844	   	163.91	DCR|2VULN|2DMG|1AART	1aDMG|2FEWX|3LWND|49VULN|5LHND|6RCR|7MBVNT|8AART
411	43116 13844	   	163.91	DCR|2VULN|2DMG|1AART	1FEWX|2LHND|3aDMG|49VULN|5LWND|6RCR|7MBVNT|8AART
412	44113 15122	   	163.91	DCR|2VULN|2DMG|1AART	1FEWX|2BEXP|39DMG|4aVULN|5DUST|6RCR|7CGEN|8AART
413	63152 13844	   	163.91	DCR|2VULN|2DMG|1AART	19VULN|2LHND|3aDMG|4LWND|5FEWX|6RCR|7MBVNT|8AART
414	21324 67348	   	163.88	DCR|3DMG|1AART|1VULN	19aDMG|2aBEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|8aLHND|aBPWR
415	23433 63226	 * 	163.88	DCR|3DMG|3CDMG|1VULN	18aDMG|2aLIT|3VULN|4BEXP|5DMSP|6RCR|79aCDMG|aBPWR
416	21338 31245	 * 	163.86	DCR|3DMG|3ZMB|1AART|1SELL	18aDMG|28aBEXP|3MBVNT|4DMSP|58aZMB|6SELL|7AART|8aBPWR|9RCR
417	26338 31245	 * 	163.86	DCR|3DMG|3ZMB|1AART|1SELL	18aDMG|28aFEWX|3MBVNT|4DMSP|58aZMB|6SELL|7AART|8aBPWR|9RCR
418	44113 13124	   	163.81	DCR|2VULN|2DMG|1AART	1FEWX|2BEXP|39DMG|4aVULN|5DUST|6RCR|7TLV|8AART
419	62122 32635	 * 	163.81	DCR|4VULN|3DMG|1DUR|3MSE	149aVULN|2DUR|39aDMG|5LHND|6MLV|79aMSE|8RCR|9aBPWR
420	63512 35311	   	163.75	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1aVULN|2LHND|3AART|49DUR|5ZMB|6BASHEA|7RCR|8CDMG
421	25513 11422	   	163.74	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	19DMG|29ZMB|3LWND|4ASPD|5BELT|69VULN|7DMSP|8RCR|9BPWR|aDUR
422	25513 12422	   	163.74	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	19DMG|29ZMB|37LWND|4ASPD|5BELT|69VULN|8RCR|9BPWR|aDUR
423	22234 16135	 * 	163.72	DCR|2VULN|2DMG|2CDMG|2ASPD	18DMG|28CDMG|3LIT|47ASPD|58VULN|6RCVC|8BPWR|9CGEN|aRCR
424	23335 41162	   	163.70	DCR|3DMG|1AART|1CDMG|2DUR	14aDMG|2LIT|3AART|5CDMG|68DUR|7MGNSTR|9RCR
425	35324 31325	   	163.62	DCR|3VULN|1AART|1DMG|1DUR	1RPLT|2DMG|34aVULN|5AART|6LWND|7BELT|8DUR|9RCR
426	23425 31161	   	163.62	DCR|3VULN|3DMG	15aDMG|2LIT|36aVULN|4CGEN|7ERES|8aBASICY|9RCR|aBPWR
427	26314 33414	   	163.62	DCR|3VULN|3DMG	156DMG|2FEWX|3MBVNT|48aVULN|7RPLT|9RCR
428	24318 14144	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2DUR|3MBVNT|46aVULN|5AART|7LHND|8LWND|9RCR
429	12311 63524	   	163.47	DCR|3VULN|3CDMG|2ASPD|1ZMB	17ASPD|247CDMG|379VULN|5MBVNT|6DMSP|7BPWR|8RCR|aZMB
430	26116 13234	   	163.31	DCR|2VULN|2DMG|1AART	1aDMG|2FEWX|3LHND|48VULN|5LWND|6RCR|7MBVNT|9AART
431	26216 13234	   	163.31	DCR|2VULN|2DMG|1AART	1aDMG|2FEWX|3LWND|48VULN|5LHND|6RCR|7MBVNT|9AART
432	43116 13234	   	163.31	DCR|2VULN|2DMG|1AART	1FEWX|2LHND|3aDMG|48VULN|5LWND|6RCR|7MBVNT|9AART
433	63152 13234	   	163.31	DCR|2VULN|2DMG|1AART	18VULN|2LHND|3aDMG|4LWND|5FEWX|6RCR|7MBVNT|9AART
434	63156 13234	   	163.31	DCR|2VULN|2DMG|1AART	18VULN|2LHND|3aDMG|4LWND|5BEXP|6RCR|7MBVNT|9AART
435	13352 62362	   	163.27	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2LIT|37AART|4SNIHEL|5ZMB|6DUR|8RCR|9VULN|aDMG
436	23352 62363	   	163.27	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DMG|2LIT|37AART|4SNIHEL|5ZMB|6DUR|8RCR|9VULN|aASPD
437	63153 13234	   	163.21	DCR|2VULN|2DMG|1AART	18VULN|2LHND|3aDMG|4LWND|5DUST|6RCR|7MBVNT|9AART
438	22332 24363	   	163.17	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DMG|2CDMG|38VULN|4SELL|5FEWX|6CGEN|7RCR|9DUR|aAART
439	35324 31331	   	163.15	DCR|2VULN|2DMG|1AART|1DUR	1RPLT|29DMG|34VULN|5AART|6LWND|7BELT|8DUR|aRCR
440	25331 46332	   	163.12	DCR|3VULN|2DMG|2ZMB	18DMG|28ZMB|3CGEN|47aVULN|58BEXP|6BELT|8BPWR|9RCR
441	24351 61123	   	163.11	DCR|3DMG|1AART|1CDMG|1DUR	19aDMG|2DUR|3MBVNT|4CDMG|5RPLT|6RCR|7AART|8LHND
442	24351 61323	   	163.11	DCR|3DMG|1AART|1CDMG|1DUR	19aDMG|2DUR|3MBVNT|4CDMG|5RPLT|6RCR|7AART|8FEWX
443	63533 52332	   	163.10	ACR|3VULN|1AART|1DMG	167VULN|258LHND|3AART|4RCR|9DMG|aRMIN
444	22332 44363	   	163.07	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DMG|2CDMG|38VULN|4SELL|5FEWX|6ERES|7RCR|9DUR|aAART
445	22335 14363	   	163.07	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DMG|2CDMG|38VULN|4SELL|5ERES|6BEXP|7RCR|9DUR|aAART
446	22335 34363	   	163.07	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DMG|2CDMG|38VULN|4SELL|5ERES|6FEWX|7RCR|9DUR|aAART
447	62622 36132	   	163.06	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1SELL	18VULN|26DUR|3CDMG|4CGEN|5SELL|7AART|9DMG|aRCR
448	23352 11344	   	163.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMG|2LIT|39AART|4SNIHEL|5ZMB|6RCVC|7VULN|8RCR|aCDMG
449	51331 14133	   	163.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3aAART|4DMG|5VULN|6RPLT|7CDMG|8RCR|9MBVNT
450	51332 13532	   	163.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2ZMB|37AART|4DMG|5DUST|6RPLT|8RCR|9CDMG|aVULN
451	51332 13562	   	163.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2ZMB|37AART|4DMG|5DUST|6RPLT|8RCR|9VULN|aCDMG
452	24318 83244	   	163.01	DCR|2DMG|1AART|3CDMG|1VULN|2DUR|1MSE	19DMG|29DUR|3MBVNT|4VULN|5AART|6RCR|7MSE|89aCDMG|9BPWR
453	63533 52333	   	163.00	ACR|3VULN|1AART|1DMG	167VULN|258LHND|3AART|4RCR|9DMG|aERES
454	36135 11633	 * 	162.96	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB	1RPLT|2CDMG|3LHND|49AART|5RCR|6VULN|7ZMB|8LWND|aDMG
455	36235 11133	   	162.96	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB	1RPLT|2CDMG|3LWND|49AART|5RCR|6VULN|7ZMB|8LHND|aDMG
456	21432 33625	   	162.90	DCR|3VULN|2DMG|2DUR	1aDMG|2BEXP|3aDUR|4DMSP|5LHND|6MLV|79aVULN|8RCR|aBPWR
457	12312 63135	 * 	162.83	DCR|2VULN|3CDMG|1AART|3ASPD	167ASPD|247CDMG|37VULN|5RCVC|7BPWR|8AART|9CGEN|aRCR
458	35221 26623	   	162.80	DCR|3DMG|2VULN|2DUR	1RPLT|26aDMG|3LHND|4aVULN|5LWND|7DUST|8RCR|9aDUR|aBPWR
459	35223 53623	   	162.80	DCR|3VULN|2DMG|2DUR	1RPLT|2aDMG|3LHND|45aVULN|6DUST|7LWND|8RCR|9aDUR|aBPWR
460	24133 26243	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2DUR|3LHND|4AART|5DUST|6RCR|7VULN|8CDMG|9ZMB|aMLV
461	24233 26235	   	162.73	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DMG|2DUR|3LWND|4AART|5DUST|6RCR|7VULN|8CDMG|9CGEN|aZMB
462	24233 26243	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2DUR|3LWND|4AART|5DUST|6RCR|7VULN|8CDMG|9ZMB|aMLV
463	12421 11445	   	162.72	DCR|3DMG|1AART|2ASPD|1CDMG	1aASPD|2CDMG|34aFEWX|5MBVNT|68aDMG|7AART|9RCR|aBPWR
464	12431 11445	   	162.72	DCR|3DMG|1AART|2ASPD|1CDMG	1aASPD|2CDMG|3aFEWX|4DMSP|5MBVNT|68aDMG|7AART|9RCR|aBPWR
465	12451 11445	   	162.72	DCR|3DMG|1AART|2ASPD|1CDMG	1aASPD|2CDMG|3aFEWX|4RCVC|5MBVNT|68aDMG|7AART|9RCR|aBPWR
466	21351 61327	   	162.68	DCR|3DMG|1AART|2CDMG	19aDMG|2BEXP|3MBVNT|4aCDMG|5RPLT|6RCR|7AART|8aFEWX|aBPWR
467	35341 12316	   	162.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2DMG|38VULN|4CDMG|5DUST|6AART|7CGEN|9ZMB|aRCR
468	23312 14561	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	15DMG|2LIT|3AART|4LWND|6RPLT|7ZMB|8RCR|9VULN|aDUR
469	51331 12563	   	162.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2ZMB|3AART|4DMG|59VULN|6RPLT|7DMSP|8RCR|aDUR
470	13236 12633	 * 	162.53	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	14ASPD|2LIT|3DMG|5RCR|6CGEN|7DUR|8AART|9aVULN
471	23236 12633	   	162.53	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1DMG|2LIT|34ASPD|5RCR|6CGEN|7DUR|8AART|9aVULN
472	63521 15132	   	162.52	DCR|3VULN|1AART|1DMG|1DUR	158VULN|25LHND|3AART|46DMSP|5BPWR|7DUR|9DMG|aRCR
473	24351 62123	   	162.51	DCR|3DMG|1AART|1CDMG|1DUR	19aDMG|2DUR|3MBVNT|4CDMG|5RPLT|6RCR|7LHND|8AART
474	23331 14561	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14DMG|2LIT|3AART|5DUST|6RPLT|7ZMB|8RCR|9VULN|aDUR
475	23352 11312	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2LIT|3AART|4SNIHEL|5ZMB|6RCVC|7VULN|8RCR|9DUR
476	51353 11312	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2ZMB|3AART|4SNIHEL|5aDMG|6RCVC|7VULN|8RCR|9DUR
477	62122 63116	   	162.42	DCR|4VULN|1DMG|1ZMB|1DUR	147aVULN|2DUR|3DMG|5LHND|6ZMB|8DUST|9RCR
478	22266 12633	   	162.39	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DMG|2CDMG|3LIT|4SELL|5RCR|6CGEN|7DUR|8AART|9aVULN
479	24318 84444	   	162.37	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DMG|2DUR|3MBVNT|4VULN|58AART|6RCR|7LEGI|9NUKE|aCDMG
480	51332 42353	   	162.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LIT|2ZMB|3AART|49DMG|5DUST|6VULN|7CANHEL|8RCR|aASPD
481	52225 43212	   	162.32	DCR|3DMG|1AART|1VULN|1ASPD	14LIT|2BASICY|356DMG|7AART|8VULN|9RCR|aASPD
482	52235 43212	   	162.32	DCR|3DMG|1AART|1VULN|1ASPD	1LIT|2BASICY|356DMG|4DMSP|7AART|8VULN|9RCR|aASPD
483	63524 22132	   	162.32	DCR|3VULN|1AART|1DMG|1ASPD	178VULN|2LHND|3AART|4DMSP|5ERES|6ASPD|9DMG|aRCR
484	24233 21363	   	162.26	DCR|3DMG|1AART|1ZMB|1DUR	19aDMG|2DUR|3LWND|4AART|5DUST|6RCR|7ZMB|8FEWX
485	63532 51133	 * 	162.26	ACR|2VULN|1AART|1DMG|2ZMB|1SELL	18VULN|28LHND|3AART|4RCR|5SELL|68ZMB|7BELT|8BPWR|9CGEN|aDMG
