0	Index      	 *	Score 	Summary	Detail	
1	14552 33123	 * 	178.07	DCR|4VULN|3ZMB|2CDMG	13aLWND|236ZMB|36aBPWR|4DMSP|569aVULN|7RCR|8aCDMG
329	55433 13133	   	156.39	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2DMG|3RCVC|4RCR|5AART|6DUR|7aVULN|8DUST|9MLV
330	61161 32324	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8DUST|9BEXP|aAART
331	36513 23824	   	156.30	ACR|3VULN|1AART|1DMG	1DUST|2FEWX|349VULN|5RCR|6MBVNT|7CGEN|8DMG|aAART
332	61221 12424	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|3TLV|49VULN|5DMG|6BEXP|7RCR|8MBVNT|aAART
333	61221 32424	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|3TLV|49VULN|5DMG|6LWND|7RCR|8MBVNT|aAART
334	51221 14424	   	156.18	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3TLV|49VULN|5DMG|6BEXP|7RCR|8MBVNT|aAART
335	51221 34424	   	156.18	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3TLV|49VULN|5DMG|6LWND|7RCR|8MBVNT|aAART
336	61221 52424	   	156.18	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|3TLV|49VULN|5DMG|6DUST|7RCR|8MBVNT|aAART
337	61221 22416	   	156.13	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1CGEN|2CDMG|3TLV|4VULN|58DMG|6SELL|7RCR|9LWND|aAART
338	53433 11633	   	156.11	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3aRCVC|4RCR|57AART|6DUR|8DMG|9CDMG
339	41134 61233	   	156.06	DCR|2VULN|1AART|1DMG|2DUR	12DUR|3aVULN|4LEGI|5LHND|6MBVNT|7RCR|8AART|9DMG
340	51221 22416	   	156.03	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1ERES|2CDMG|3TLV|4VULN|58DMG|6SELL|7RCR|9LWND|aAART
341	21132 24266	   	156.00	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1FEWX|2DUR|3AART|4BEXP|57VULN|6ASPD|8aCDMG|9RCR
342	21433 13364	 * 	155.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	146FEWX|2DUR|3DMG|56ZMB|6BPWR|7VULN|8CDMG|9RCR|aAART
343	41163 33512	   	155.93	DCR|3VULN|3ZMB|2DUR	12DUR|368VULN|456ZMB|6BPWR|7RCR|9BEXP|aLIT
344	41163 33513	   	155.93	DCR|3VULN|3ZMB|2DUR	12DUR|368VULN|456ZMB|6BPWR|7RCR|9BEXP|aFEWX
345	41163 33521	   	155.93	DCR|3VULN|3ZMB|2DUR	12DUR|368VULN|456ZMB|6BPWR|7RCR|9LWND|aBELT
346	41163 33533	   	155.93	DCR|3VULN|3ZMB|2DUR	12DUR|368VULN|456ZMB|6BPWR|7RCR|9RMIN|aCGEN
347	11121 31363	   	155.91	DCR|3VULN|1AART|1CDMG|1DUR	1LWND|2DUR|3AART|4CDMG|5CGEN|678VULN|9LSRHEA|aRCR
348	11122 35363	   	155.91	DCR|3VULN|1AART|1CDMG|1DUR	1LWND|2DUR|3AART|4CDMG|568VULN|7CGEN|9LSRHEA|aRCR
349	31132 24266	   	155.90	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1DUST|2DUR|3AART|4BEXP|57VULN|6ASPD|8aCDMG|9RCR
350	46512 32322	   	155.89	DCR|2VULN|2DMG|1CDMG|2DUR	16DUR|2FEWX|34VULN|56DMG|6BPWR|7ERES|8CDMG|9RPLT|aRCR
351	41163 33423	   	155.83	DCR|3VULN|3ZMB|2DUR	12DUR|369VULN|456ZMB|6BPWR|7RCR|8ERES|aCGEN
352	41163 33522	   	155.83	DCR|3VULN|3ZMB|2DUR	12DUR|368VULN|456ZMB|6BPWR|7RCR|9LWND|aERES
353	41163 33523	   	155.83	DCR|3VULN|3ZMB|2DUR	12DUR|368VULN|456ZMB|6BPWR|7RCR|9LWND|aTLV
354	11122 31462	   	155.81	DCR|3VULN|1AART|1CDMG|1DUR	1LWND|2DUR|3AART|4CDMG|567VULN|8DLOT|9TLV|aRCR
355	11122 31663	   	155.81	DCR|3VULN|1AART|1CDMG|1DUR	1LWND|2DUR|3AART|4CDMG|567VULN|8TLV|9LSRHEA|aRCR
356	41132 32322	   	155.79	DCR|2DMG|2VULN|1CDMG|2DUR	12DUR|36VULN|4LEGI|56DMG|6BPWR|7ERES|8CDMG|9RPLT|aRCR
357	31512 64221	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|349VULN|5DMG|6CDMG|7RCR|8FEWX|aLIT
358	31512 64222	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|349VULN|5DMG|6CDMG|7RCR|8FEWX|aLHND
359	31512 64223	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|349VULN|5DMG|6CDMG|7RCR|8FEWX|aMLV
360	31512 64313	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|34aVULN|5DMG|6CDMG|7RCR|8RPLT|9LHND
361	24136 31232	   	155.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1FEWX|2ZMB|3TLV|4DUR|5VULN|6LHND|7RCR|8aAART|9DMG
362	41163 33531	   	155.69	DCR|3VULN|3ZMB|2DUR|1SELL	12DUR|368VULN|456ZMB|6BPWR|7RCR|9RMIN|aSELL
363	11553 23234	   	155.68	ACR|2DMG|1AART|1VULN|2DUR	18LWND|28DUR|3VULN|4CGEN|5RCR|6AART|78LIT|8BPWR|9aDMG
364	31512 64322	   	155.67	DCR|3VULN|1DMG|1CDMG|1DUR	1aDUST|2DUR|349VULN|5DMG|6CDMG|7RCR|8RPLT
365	21413 15411	 * 	155.64	DCR|1AART|1VULN|1DMG|3DUR|2ZMB	16FEWX|249DUR|3DMG|56ZMB|6BPWR|7AART|8RCR|aVULN
366	34136 31232	   	155.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|2ZMB|3TLV|4DUR|5VULN|6LHND|7RCR|8aAART|9DMG
367	16513 21428	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|34VULN|5RCR|6MBVNT|7RMIN|8AART|9CDMG|aDMG
368	16513 23428	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|34VULN|5RCR|6MBVNT|7CGEN|8AART|9CDMG|aDMG
369	41163 33421	   	155.59	DCR|3VULN|3ZMB|2DUR|1SELL	12DUR|369VULN|456ZMB|6BPWR|7RCR|8ERES|aSELL
370	11523 64323	   	155.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|36VULN|4MGNLIT|5ZMB|7RCR|8AART|9CDMG|aCGEN
371	41163 33131	   	155.53	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9RCVC|aLIT
372	41163 33132	   	155.53	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9RCVC|aLHND
373	41163 33133	   	155.53	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9RCVC|aMLV
374	41163 33136	   	155.53	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9RCVC|aFEWX
375	35513 23428	   	155.49	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2BEXP|34VULN|5RCR|6MBVNT|7CGEN|8AART|9CDMG|aDMG
376	36513 23428	   	155.49	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2FEWX|34VULN|5RCR|6MBVNT|7CGEN|8AART|9CDMG|aDMG
377	11513 11266	   	155.48	ACR|2VULN|1AART|1DMG|2DUR	1LWND|29DUR|34VULN|5RCR|6RCVC|7TLV|8DMG|aAART
378	11523 64321	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|36VULN|4MGNLIT|5ZMB|7RCR|8AART|9CDMG|aERES
379	11523 64322	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|36VULN|4MGNLIT|5ZMB|7RCR|8AART|9CDMG|aDUST
380	43133 64323	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2CANSTR|36VULN|4LHND|5ZMB|7RCR|8AART|9CDMG|aCGEN
381	31413 15411	   	155.44	DCR|1AART|1VULN|1DMG|3DUR|2ZMB	16DUST|249DUR|3DMG|56ZMB|6BPWR|7AART|8RCR|aVULN
382	11513 55231	 * 	155.42	ACR|3VULN|2AART|1DUR	1LWND|2DUR|347VULN|5RCR|6LIT|8FEWX|9aAART
383	11513 28416	   	155.38	ACR|3VULN|1AART|1ZMB|1DUR	1LWND|2DUR|34aVULN|5RCR|6MBVNT|7ZMB|8AART|9ERES
384	31513 32283	   	155.38	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2DUR|34aVULN|5RCR|6LHND|7MBVNT|8AART|9ZMB
385	43133 64321	   	155.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2CANSTR|36VULN|4LHND|5ZMB|7RCR|8AART|9CDMG|aERES
386	43133 64322	   	155.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2CANSTR|36VULN|4LHND|5ZMB|7RCR|8AART|9CDMG|aDUST
387	41163 33134	   	155.29	DCR|2VULN|3ZMB|1CDMG|2DUR|1SELL	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9RCVC|aSELL
388	21512 34361	 * 	155.10	DCR|3DMG|2VULN|1DUR	167FEWX|2DUR|34VULN|56aDMG|6BPWR|8RMIN|9RCR
389	21512 34363	   	155.10	DCR|3VULN|2DMG|1DUR	167FEWX|2DUR|34aVULN|56DMG|6BPWR|8RMIN|9RCR
390	21513 31533	 * 	155.09	ACR|3VULN|1DMG|2ZMB|1DUR	1FEWX|2DUR|348VULN|5RCR|6LHND|79ZMB|aDMG
391	31513 31533	   	154.99	ACR|3VULN|1DMG|2ZMB|1DUR	1DUST|2DUR|348VULN|5RCR|6LHND|79ZMB|aDMG
392	53433 11631	   	154.94	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3RCVC|4RCR|57AART|6DUR|8DMG|9CDMG|aMLV
393	53433 21633	   	154.94	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3RCVC|4RCR|57AART|6FEWX|8DMG|9CDMG|aDUR
394	53433 11133	   	154.94	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3RCVC|4RCR|57AART|6DUR|8CGEN|9CDMG|aVULN
395	35512 32126	   	154.91	DCR|2VULN|2DMG|1AART	1DUST|2BEXP|34VULN|59DMG|6CGEN|7AART|8RMIN|aRCR
396	31512 33361	   	154.80	DCR|3DMG|2VULN|1DUR	167DUST|2DUR|34VULN|56aDMG|6BPWR|8RMIN|9RCR
397	31512 33363	   	154.80	DCR|3VULN|2DMG|1DUR	167DUST|2DUR|34aVULN|56DMG|6BPWR|8RMIN|9RCR
398	31512 33561	   	154.80	DCR|3DMG|2VULN|1DUR	167DUST|2DUR|34VULN|56aDMG|6BPWR|8CGEN|9RCR
399	31512 33563	   	154.80	DCR|3VULN|2DMG|1DUR	167DUST|2DUR|34aVULN|56DMG|6BPWR|8CGEN|9RCR
400	11553 24232	   	154.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|37VULN|4CGEN|5RCR|6AART|8CDMG|9ZMB|aFEWX
401	11553 22233	   	154.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	17LWND|2DUR|3aVULN|4CGEN|5RCR|6AART|8CDMG|9ZMB
402	11553 24231	   	154.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|37VULN|4CGEN|5RCR|6AART|8CDMG|9ZMB|aDUST
403	21512 23123	 * 	154.67	DCR|3VULN|1DMG|2ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6BEXP|7aZMB|8RCR
404	46512 23123	   	154.67	DCR|3VULN|1DMG|2ZMB|1DUR	1DUR|2FEWX|349VULN|5DMG|6BEXP|7aZMB|8RCR
405	21512 43123	   	154.57	DCR|3VULN|1DMG|2ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6DUST|7aZMB|8RCR
406	31512 23123	   	154.57	DCR|3VULN|1DMG|2ZMB|1DUR	1DUST|2DUR|349VULN|5DMG|6BEXP|7aZMB|8RCR
407	11513 12433	   	154.52	ACR|3VULN|1AART|1DUR|1ASPD	1LWND|2DUR|34aVULN|5RCR|6RCVC|7AART|8ASPD|9DUST
408	21513 12433	   	154.52	ACR|3VULN|1AART|1ASPD|1DUR	1FEWX|2DUR|34aVULN|5RCR|6RCVC|7AART|8ASPD|9DUST
409	51221 33433	   	154.48	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3TLV|4aVULN|5DMG|6LWND|7RMIN|8RCR|9AART
410	41425 11311	   	154.45	DCR|2DMG|1AART|1CDMG|2DUR	12DUR|3RCVC|4CDMG|5LIT|6RCR|79DMG|8MLV|aAART
411	21513 31553	   	154.38	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|2DUR|348VULN|5RCR|6LHND|7ZMB|9LIT|aAART
412	53433 13225	   	154.37	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1ERES|2ZMB|3RCVC|4RCR|5AART|6DUR|7aVULN|8DMSP|9ASPD
413	11513 21123	   	154.34	ACR|4VULN|2CDMG|1DUR	1aLWND|2DUR|349aVULN|5RCR|6MBVNT|7RMIN|8aCDMG|aBPWR
414	55433 12333	   	154.32	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DMG|38RCVC|4RCR|5AART|6DUR|7CGEN|9CDMG|aVULN
415	31513 31553	   	154.28	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2DUR|348VULN|5RCR|6LHND|7ZMB|9LIT|aAART
416	53433 13433	   	154.27	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1ERES|2ZMB|3RCVC|4RCR|5AART|6DUR|7aVULN|8ASPD|9DUST
417	65421 32332	   	154.24	DCR|2AART|1DMG|1VULN|1CDMG	1CGEN|2DMG|3RCVC|4CDMG|5LWND|6VULN|7RCR|8DUST|9aAART
418	31132 66223	   	154.22	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2DUR|3AART|4BEXP|5VULN|6LWND|7RCR|8ASPD|9ZMB|aDMG
419	21212 63121	   	154.21	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	13FEWX|23DUR|3BPWR|4BEXP|5DMG|69VULN|7ZMB|8RCR|aCDMG
420	21212 63152	   	154.21	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	13FEWX|23DUR|3BPWR|4BEXP|5DMG|6aVULN|7ZMB|8RCR|9CDMG
421	21232 63152	   	154.21	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	13FEWX|23DUR|3BPWR|4LHND|5DMG|6aVULN|7ZMB|8RCR|9CDMG
422	46212 63121	   	154.21	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|23FEWX|3BPWR|4BEXP|5DMG|69VULN|7ZMB|8RCR|aCDMG
423	21122 64236	 * 	154.20	DCR|2AART|2VULN|1CDMG|1DUR	1FEWX|2DUR|37AART|4CDMG|5aVULN|6MGNLIT|8BELT|9RCR
424	41632 63121	   	154.11	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3BEXP|4FEWX|5DMG|69VULN|7ZMB|8RCR|aCDMG
425	11512 23154	   	154.11	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LWND|2aDUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG
426	11411 63152	   	154.11	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LWND|24DUR|3DMG|5BEXP|6aVULN|7ZMB|8RCR|9CDMG
427	21411 63121	   	154.11	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|24DUR|3DMG|5BEXP|69VULN|7ZMB|8RCR|aCDMG
428	21411 63152	   	154.11	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|24DUR|3DMG|5BEXP|6aVULN|7ZMB|8RCR|9CDMG
429	21412 63152	   	154.11	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|24DUR|3DMG|5LWND|6aVULN|7ZMB|8RCR|9CDMG
430	55432 33221	   	154.09	ACR|2DMG|1AART|1VULN|1ASPD	1ERES|26DMG|3RCVC|4RCR|56CGEN|6BPWR|7NUKE|8ASPD|9AART|aVULN
431	41133 32233	   	154.08	ACR|2VULN|1AART|1DMG|2DUR	12DUR|3aVULN|4LEGI|5RCR|6LHND|7MBVNT|8AART|9DMG
432	41112 43121	   	154.01	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|39VULN|4BEXP|5DMG|6DUST|7ZMB|8RCR|aCDMG
433	41112 43152	   	154.01	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3aVULN|4BEXP|5DMG|6DUST|7ZMB|8RCR|9CDMG
434	41132 23121	   	154.01	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|39VULN|4LEGI|5DMG|6BEXP|7ZMB|8RCR|aCDMG
435	41132 23152	   	154.01	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3aVULN|4LEGI|5DMG|6BEXP|7ZMB|8RCR|9CDMG
436	21213 61514	   	153.99	ACR|3VULN|1AART|3DUR	136FEWX|23aDUR|3aBPWR|4aBEXP|5RCR|79aVULN|8AART
437	11152 36121	   	153.96	DCR|2VULN|1AART|1DMG|1DUR	16LWND|2DUR|3AART|45VULN|7RCR|8RMIN|9DMG|aLHND
438	11152 36321	   	153.96	DCR|2VULN|1AART|1DMG|1DUR	16LWND|2DUR|3AART|45VULN|7RCR|8CGEN|9DMG|aLHND
439	21123 23415	   	153.94	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1FEWX|2DUR|3AART|46CDMG|5BELT|7DMG|8RCR|9LIT|aVULN
440	21123 23424	   	153.94	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1FEWX|2DUR|3AART|46CDMG|5BELT|7DMG|8RCR|9MLV|aVULN
441	21123 23444	   	153.94	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1FEWX|2DUR|3AART|46CDMG|5BELT|7DMG|8RCR|9CGEN|aVULN
442	41163 33111	   	153.93	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9LHND|aCGEN
443	41163 33113	   	153.93	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9LHND|aRMIN
444	41163 33114	   	153.93	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9LHND|aBEXP
445	41163 33141	   	153.93	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9LIT|aLWND
446	41163 33151	   	153.93	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9CGEN|aMLV
447	51164 32233	   	153.92	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CDMG|3FEWX|4DMG|5RCVC|68VULN|7RCR|9ZMB|aDUR
448	41132 43121	   	153.91	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|39VULN|4LEGI|5DMG|6DUST|7ZMB|8RCR|aCDMG
449	41132 43152	   	153.91	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3aVULN|4LEGI|5DMG|6DUST|7ZMB|8RCR|9CDMG
450	21513 35123	 * 	153.88	ACR|3VULN|2CDMG|2ASPD|1DUR	1aFEWX|2DUR|34aVULN|5RCR|6LHND|79ASPD|8aCDMG|aBPWR
451	21513 35243	   	153.88	ACR|3VULN|2CDMG|2ASPD|1DUR	1aFEWX|2DUR|34aVULN|5RCR|6LHND|78ASPD|9aCDMG|aBPWR
452	11152 36123	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	16LWND|2DUR|3AART|45VULN|7RCR|8RMIN|9DMG|aERES
453	11152 36323	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	16LWND|2DUR|3AART|45VULN|7RCR|8CGEN|9DMG|aERES
454	13551 22423	 * 	153.86	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	13LWND|23ASPD|3BPWR|4DMSP|58DMG|6DUR|7RCR|9VULN|aCDMG
455	31123 23424	   	153.84	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUST|2DUR|3AART|46CDMG|5BELT|7DMG|8RCR|9MLV|aVULN
456	31123 23444	   	153.84	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUST|2DUR|3AART|46CDMG|5BELT|7DMG|8RCR|9CGEN|aVULN
457	41163 33142	   	153.83	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9LIT|aTLV
458	41163 33143	   	153.83	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9LIT|aLSRHEA
459	41163 33153	   	153.83	DCR|2VULN|3ZMB|1CDMG|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8CDMG|9CGEN|aTLV
460	41163 33214	 * 	153.83	DCR|2VULN|3ZMB|2ASPD|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8aASPD|9LHND
461	41163 33234	   	153.83	DCR|2VULN|3ZMB|2ASPD|2DUR	12DUR|36VULN|456ZMB|6BPWR|7RCR|8aASPD|9FEWX
462	16513 26124	   	153.78	ACR|3VULN|1DMG|1CDMG|1ASPD	1LWND|2FEWX|349VULN|5RCR|6MBVNT|7ASPD|8CDMG|aDMG
463	21513 24354	 * 	153.78	ACR|3VULN|1DMG|1FLTHEA|1DUR	1FEWX|2DUR|34aVULN|5RCR|6MBVNT|7FLTHEA|8LIT|9DMG
464	43151 31314	   	153.76	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2CANSTR|3aVULN|4LIT|5ERES|6RCR|7AART|8DMG|9LWND
465	55433 13322	 * 	153.76	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1ERES|2DMG|3RCVC|4RCR|5AART|6DUR|7VULN|8RPLT|9aZMB
466	26132 32526	   	153.71	DCR|2VULN|2DMG|1AART	12FEWX|36VULN|4LEGI|56DMG|6BPWR|7ERES|8CGEN|9AART|aRCR
467	21152 11526	   	153.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2DUR|3AART|45VULN|67CGEN|8DMG|9ASPD|aRCR
468	21153 13526	   	153.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	15FEWX|2DUR|3AART|47VULN|6CGEN|8DMG|9ASPD|aRCR
469	31513 24357	   	153.68	ACR|3VULN|1DMG|1FLTHEA|1DUR	1DUST|2DUR|34aVULN|5RCR|6MBVNT|7FLTHEA|8LIT|9DMG
470	31513 35123	   	153.68	ACR|3VULN|2CDMG|2ASPD|1DUR	1aDUST|2DUR|34aVULN|5RCR|6LHND|79ASPD|8aCDMG|aBPWR
471	31513 35243	   	153.68	ACR|3VULN|2CDMG|2ASPD|1DUR	1aDUST|2DUR|34aVULN|5RCR|6LHND|78ASPD|9aCDMG|aBPWR
472	21132 54262	   	153.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4BEXP|57VULN|6NUKE|8CDMG|9RCR|aZMB
473	11152 32246	   	153.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	16LWND|2DUR|3AART|45VULN|7DMG|8ASPD|9ERES|aRCR
474	31152 11526	   	153.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2DUR|3AART|45VULN|67CGEN|8DMG|9ASPD|aRCR
475	31232 34336	 * 	153.56	DCR|2DMG|1AART|3DUR|1FLTHEA	13DUST|23aDUR|3BPWR|4LHND|59DMG|6FLTHEA|7RCR|8AART
476	31412 34336	   	153.56	DCR|2DMG|1AART|3DUR|1FLTHEA	1DUST|24aDUR|39DMG|5LWND|6FLTHEA|7RCR|8AART
477	11122 34672	   	153.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|3AART|4CDMG|56VULN|7MBVNT|8ERES|9RCR|aZMB
478	31132 54262	   	153.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2DUR|3AART|4BEXP|57VULN|6NUKE|8CDMG|9RCR|aZMB
479	31152 24262	   	153.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2DUR|3AART|45VULN|6BEXP|7NUKE|8CDMG|9RCR|aZMB
480	11513 28421	   	153.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7ZMB|8AART|9CDMG|aCGEN
481	11513 28424	   	153.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7ZMB|8AART|9CDMG|aFEWX
482	11513 28425	   	153.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7ZMB|8AART|9CDMG|aBELT
483	11513 21422	   	153.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7RMIN|8AART|9CDMG|aZMB
484	11512 26152	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1LWND|2DUR|34aVULN|5DMG|6BEXP|7RMIN|8RCR|9CDMG
485	21512 26121	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|349VULN|5DMG|6BEXP|7RMIN|8RCR|aCDMG
486	21512 26152	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|34aVULN|5DMG|6BEXP|7RMIN|8RCR|9CDMG
487	31122 34672	   	153.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2DUR|3AART|4CDMG|56VULN|7MBVNT|8ERES|9RCR|aZMB
488	16123 52444	   	153.38	DCR|2DMG|1AART|1VULN|1CDMG	1LWND|2FEWX|3AART|4CDMG|5BELT|6MBVNT|78DMG|9VULN|aRCR
489	11513 28426	   	153.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7ZMB|8AART|9CDMG|aERES
490	11512 25152	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1LWND|2DUR|34aVULN|5DMG|6BEXP|7TLV|8RCR|9CDMG
491	21512 25121	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|349VULN|5DMG|6BEXP|7TLV|8RCR|aCDMG
492	21512 25152	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|34aVULN|5DMG|6BEXP|7TLV|8RCR|9CDMG
