0	Index      	 *	Score 	Summary	Detail	
1	42331 33143	 * 	185.73	DCR|3VULN|2AART|1DMG|1CDMG|1SELL	1CDMG|29AART|3SELL|4DMG|56aVULN|7LSRICY|8RCR
315	42513 32234	   	158.06	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CDMG|2AART|3BELT|4aDUR|5DMG|6VULN|7MGNSTR|8ASPD|9RCR
316	24424 54124	   	158.02	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1ASPD|2LIT|3MBVNT|45DMG|6AART|7ZMB|8SELL|9RCR|aVULN
317	23313 21181	 * 	157.99	ACR|2DMG|1VULN|3ASPD|1FLTHEA|1DUR	126ASPD|2BPWR|3MBVNT|4DUR|5RCR|7FLTHEA|8VULN|9aDMG
318	23313 28814	 * 	157.99	ACR|2VULN|3ASPD|1DMG|1CDMG|1DUR	126ASPD|2BPWR|3MBVNT|4DUR|5RCR|7CDMG|8DMG|9aVULN
319	23313 28844	 * 	157.99	ACR|2DMG|1VULN|3ASPD|1CDMG|1DUR	126ASPD|2BPWR|3MBVNT|4DUR|5RCR|7CDMG|89DMG|aVULN
320	42313 35214	   	157.94	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD|1SELL	1CDMG|2AART|3SELL|4ASPD|5DUST|6VULN|78ZMB|9DMG|aRCR
321	23313 62257	   	157.89	ACR|2DMG|1AART|3ASPD|3DUR	127ASPD|27BPWR|3MBVNT|467DUR|5RCR|8AART|9aDMG
322	21434 13116	   	157.78	DCR|3DMG|1VULN|2ASPD|1CDMG	16ASPD|234FEWX|56aDMG|6BPWR|7VULN|8CDMG|9RCR
323	22552 63344	   	157.77	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CGEN|3RPLT|4VULN|5aAART|6DMG|7MBVNT|8RCR|9CDMG
324	41632 33311	   	157.75	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|2DUST|37DUR|46VULN|5AART|8ZMB|9RCR|aCGEN
325	41632 35312	   	157.75	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|2DUST|3aDUR|46VULN|5AART|7RCVC|8ZMB|9RCR
326	41632 33313	   	157.65	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|2DUST|37DUR|46VULN|5AART|8ZMB|9RCR|aBASICY
327	41632 33314	   	157.65	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|2DUST|37DUR|46VULN|5AART|8ZMB|9RCR|aLEGI
328	42125 13222	   	157.63	DCR|1AART|1VULN|2CDMG|1DMG|2DUR	1aCDMG|2AART|3MLV|4aLIT|5VULN|6DMG|7aDUR|8BELT|9RCR|aBPWR
329	23333 14181	 * 	157.57	ACR|2DMG|1VULN|3ASPD|2FLTHEA	127ASPD|27BPWR|3MBVNT|47FEWX|5RCR|67FLTHEA|8VULN|9aDMG
330	42342 21421	 * 	157.54	DCR|2DMG|1AART|2CDMG|2ZMB|1SELL	1aCDMG|2AART|3SELL|4RCVC|5LIT|6aZMB|7aDMG|8RPLT|9RCR|aBPWR
331	42352 21421	 * 	157.54	DCR|2DMG|1AART|2CDMG|2ZMB|1SELL	1aCDMG|2AART|3SELL|4DMSP|5LIT|6aZMB|7aDMG|8RPLT|9RCR|aBPWR
332	21335 44113	 * 	157.53	DCR|3VULN|3ASPD|3DUR|1ZMB	168ASPD|2FEWX|3MBVNT|478VULN|568DUR|68BPWR|9RCR|aZMB
333	12313 62552	   	157.47	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR	1RMIN|2DUR|3CDMG|45ZMB|6RCR|7VULN|8aDMG|9LHND
334	21323 27247	   	157.40	ACR|2DMG|1AART|3ASPD|2ZMB	16aASPD|2FEWX|3MBVNT|4DMSP|5RCR|7AART|8aZMB|9aDMG|aBPWR
335	23373 14181	   	157.37	ACR|2DMG|1VULN|3ASPD|2FLTHEA	127ASPD|27BPWR|3MBVNT|47DUST|5RCR|67FLTHEA|8VULN|9aDMG
336	42123 13265	   	157.34	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1CDMG|2AART|3MLV|4LIT|57aDUR|6DMG|8RCR|9VULN
337	42223 13265	   	157.34	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1CDMG|2AART|3CGEN|4LIT|57aDUR|6DMG|8RCR|9VULN
338	21353 25416	   	157.33	ACR|2DMG|1AART|2ZMB|2ASPD|1DUR	1aASPD|2FEWX|3MBVNT|4aDMG|5RCR|6DUR|7AIRHEA|8AART|9aZMB|aBPWR
339	24523 25223	   	157.31	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	15ASPD|2LIT|3BEXP|45DMG|5BPWR|6DUR|7NUKE|8AART|9VULN|aRCR
340	24323 25223	   	157.21	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	15ASPD|2LIT|3DUST|45DMG|5BPWR|6DUR|7NUKE|8AART|9VULN|aRCR
341	42612 34332	   	157.15	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|2AART|3FEWX|48DUR|5CANSTR|69VULN|7ZMB|aRCR
342	12436 15231	   	157.06	DCR|3VULN|1AART|1ZMB|1DUR	1RMIN|2DUR|356FEWX|46aVULN|6BPWR|7RCR|8ZMB|9AART
343	24523 41232	   	157.00	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	15ASPD|2LIT|3aBEXP|45DMG|5BPWR|6AART|7CDMG|8RCR|9DUR
344	23313 11125	   	156.97	ACR|2DMG|1VULN|2ASPD|1FLTHEA|2DUR	12ASPD|2BPWR|3MBVNT|47DUR|5RCR|6FLTHEA|8aDMG|9VULN
345	11532 34324	   	156.96	DCR|3VULN|1AART|1ZMB|1DUR	1RMIN|2ZMB|3RPLT|46aVULN|5AART|7CGEN|8RCR|9DUR
346	42311 33141	   	156.95	DCR|2AART|2VULN|1CDMG|1ASPD|1SELL	1CDMG|29AART|3SELL|4ASPD|56VULN|7LSRICY|8RCR|aBELT
347	42311 63143	   	156.95	DCR|2AART|2VULN|1CDMG|1ASPD|1SELL	1CDMG|29AART|3SELL|4ASPD|5aVULN|6DMSP|7LSRICY|8RCR
348	42312 13143	   	156.95	DCR|2AART|2VULN|1CDMG|1ASPD|1SELL	1CDMG|29AART|3SELL|4ASPD|5RCVC|6aVULN|7LSRICY|8RCR
349	23135 15362	   	156.90	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	12ASPD|2BPWR|38VULN|4FEWX|5RPLT|6DUR|7RCR|9CDMG|aAART
350	24323 41232	   	156.90	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	15ASPD|2LIT|3DUST|45DMG|5BPWR|6AART|7CDMG|8RCR|9DUR|aBEXP
351	24323 41233	   	156.90	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	15ASPD|2LIT|3DUST|45DMG|5BPWR|6AART|7CDMG|8RCR|9DUR|aLHND
352	24323 41234	   	156.90	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	15ASPD|2LIT|3DUST|45DMG|5BPWR|6AART|7CDMG|8RCR|9DUR|aFEWX
353	24523 41231	   	156.90	DCR|2DMG|1AART|1CDMG|2ASPD|1DUR	15ASPD|2LIT|3BEXP|45DMG|5BPWR|6AART|7CDMG|8RCR|9DUR|aLSRREG
354	24523 41233	   	156.90	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	15ASPD|2LIT|3BEXP|45DMG|5BPWR|6AART|7CDMG|8RCR|9DUR|aERES
355	23313 31274	 * 	156.89	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	12ASPD|2BPWR|3MBVNT|4DUR|5RCR|6BEXP|7aAART|8VULN|9DMG
356	23313 41274	   	156.89	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	12ASPD|2BPWR|3MBVNT|4DUR|5RCR|6FEWX|7aAART|8VULN|9DMG
357	23333 61274	   	156.89	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	12ASPD|2BPWR|3MBVNT|4FEWX|5RCR|6DUR|7aAART|8VULN|9DMG
358	21323 14124	   	156.87	ACR|1AART|1DMG|1VULN|2FLTHEA|2ASPD	17ASPD|27FEWX|3MBVNT|4DMSP|5RCR|67FLTHEA|7BPWR|8DMG|9VULN|aAART
359	42113 44131	   	156.87	DCR|3VULN|1AART|1CDMG	1CDMG|2AART|3MLV|48RCVC|5FEWX|69aVULN|7RCR
360	42213 44131	   	156.87	DCR|3VULN|1AART|1CDMG	1CDMG|2AART|3CGEN|48RCVC|5FEWX|69aVULN|7RCR
361	42213 44331	   	156.87	DCR|3VULN|1AART|1CDMG	1CDMG|2AART|38CGEN|4RCVC|5FEWX|69aVULN|7RCR
362	11532 36324	   	156.86	DCR|3VULN|1AART|1ZMB|1DUR	1RMIN|2ZMB|3RPLT|46aVULN|5AART|7ERES|8RCR|9DUR
363	42311 33142	   	156.85	DCR|2AART|2VULN|1CDMG|1ASPD|1SELL	1CDMG|29AART|3SELL|4ASPD|56VULN|7LSRICY|8RCR|aERES
364	42311 33145	   	156.85	DCR|2AART|2VULN|1CDMG|1ASPD|1SELL	1CDMG|29AART|3SELL|4ASPD|56VULN|7LSRICY|8RCR|aTLV
365	24323 41231	   	156.80	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	15ASPD|2LIT|3DUST|45DMG|5BPWR|6AART|7CDMG|8RCR|9DUR|aLSRREG
366	24323 41236	   	156.80	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	15ASPD|2LIT|3DUST|45DMG|5BPWR|6AART|7CDMG|8RCR|9DUR|aTLV
367	21353 33881	 * 	156.79	ACR|2DMG|1AART|1VULN|2ASPD	19ASPD|289FEWX|3MBVNT|49DMG|5RCR|6AART|7LEGI|9BPWR|aVULN
368	23373 61274	   	156.79	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	12ASPD|2BPWR|3MBVNT|4DUST|5RCR|6DUR|7aAART|8VULN|9DMG
369	42112 44131	   	156.77	DCR|3VULN|1AART|1CDMG	1CDMG|2AART|3MLV|48RCVC|5DUST|69aVULN|7RCR
370	42212 44131	   	156.77	DCR|3VULN|1AART|1CDMG	1CDMG|2AART|3CGEN|48RCVC|5DUST|69aVULN|7RCR
371	42212 44331	   	156.77	DCR|3VULN|1AART|1CDMG	1CDMG|2AART|38CGEN|4RCVC|5DUST|69aVULN|7RCR
372	23326 16152	   	156.74	DCR|2VULN|3ASPD|2CDMG|2ZMB	129ASPD|29BPWR|3MBVNT|49CDMG|5LIT|6RCR|7aVULN|89ZMB
373	42522 33235	   	156.68	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	14CDMG|2AART|3BELT|4BPWR|5ASPD|6DMG|7DUR|8VULN|9BEXP|aRCR
374	44115 31231	   	156.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3LWND|4ZMB|5RCR|68RCVC|7AART|9DMG|aVULN
375	42321 36321	   	156.62	DCR|3VULN|1AART|1CDMG|1SELL	1CDMG|2AART|3SELL|4CGEN|568VULN|7RCR|9FEWX|aLWND
376	42321 36341	   	156.62	DCR|3VULN|1AART|1CDMG|1SELL	1CDMG|2AART|3SELL|4CGEN|568VULN|7RCR|9LHND|aLWND
377	42321 36351	   	156.62	DCR|3VULN|1AART|1CDMG|1SELL	1CDMG|2AART|3SELL|4CGEN|568VULN|7RCR|9BEXP|aLWND
378	23313 31635	 * 	156.62	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	12ASPD|2BPWR|3MBVNT|4DUR|5RCR|6BEXP|7AART|8CDMG|9aVULN
379	23313 41635	   	156.62	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	12ASPD|2BPWR|3MBVNT|4DUR|5RCR|6FEWX|7AART|8CDMG|9aVULN
380	23333 61635	   	156.62	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	12ASPD|2BPWR|3MBVNT|4FEWX|5RCR|6DUR|7AART|8CDMG|9aVULN
381	24611 21272	   	156.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|28LIT|3DUR|45VULN|6MBVNT|7RCR|9DMG|aAART
382	23232 14431	   	156.58	DCR|3VULN|1AART|3ASPD	126ASPD|26BPWR|3LHND|4FEWX|56aVULN|7DMSP|8RCR|9AART
383	42522 33225	   	156.58	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	14CDMG|2AART|3BELT|4BPWR|5ASPD|6DMG|7DUR|8VULN|9DUST|aRCR
384	21353 38142	 * 	156.55	ACR|2VULN|1AART|1DMG|2ASPD|1SELL	1aASPD|2aFEWX|3MBVNT|4DMG|5RCR|6AART|7DUST|8SELL|9aVULN|aBPWR
385	42321 36331	   	156.52	DCR|3VULN|1AART|1CDMG|1SELL	1CDMG|2AART|3SELL|4CGEN|568VULN|7RCR|9DUST|aLWND
386	42311 33132	   	156.51	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1CDMG|2AART|3SELL|4ASPD|56VULN|7LSRICY|8RCR|9BEXP|aZMB
387	42412 31152	   	156.51	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|2AART|3BEXP|4DUR|5CANSTR|678VULN|9CGEN|aRCR
388	42612 31152	   	156.51	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|2AART|3FEWX|4DUR|5CANSTR|678VULN|9CGEN|aRCR
389	42612 31632	   	156.51	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|2AART|3FEWX|4DUR|5CANSTR|679VULN|8CGEN|aRCR
390	42412 31112	   	156.41	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|2AART|3BEXP|4DUR|5CANSTR|678VULN|9ERES|aRCR
391	42612 31112	   	156.41	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|2AART|3FEWX|4DUR|5CANSTR|678VULN|9ERES|aRCR
392	42321 36325	   	156.38	DCR|3VULN|1AART|1CDMG|2SELL	1CDMG|2AART|3aSELL|4CGEN|568VULN|7RCR|9FEWX
393	23122 44116	   	156.38	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|2BPWR|3VULN|4CDMG|5FEWX|6DUR|7AART|8RCVC|9RCR|aDMG
394	42163 34132	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2AART|35MLV|4RPLT|6VULN|7aDMG|8NUKE|9RCR
395	14462 21331	   	156.37	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2CDMG|3LIT|4BELT|5ASPD|6RCR|7DUR|8AART|9DMG|aVULN
396	31241 63161	   	156.37	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LIT|2CGEN|3ASPD|4AART|5CDMG|6DMG|7RCR|8VULN|9DUR|aLWND
397	15223 31322	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RPLT|3AART|4FEWX|5aVULN|6RCR|7ASPD|8BEXP|9DMG
398	15223 32622	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RPLT|3AART|4FEWX|5aVULN|6RCR|7BEXP|8DMG|9ASPD
399	42321 36335	   	156.28	DCR|3VULN|1AART|1CDMG|2SELL	1CDMG|2AART|3aSELL|4CGEN|568VULN|7RCR|9DUST
400	21345 51372	   	156.28	DCR|2VULN|1AART|1DMG|2ASPD	15ASPD|2FEWX|3MBVNT|4LIT|68VULN|7RCR|9DMG|aAART
401	24323 41215	   	156.28	DCR|2DMG|1AART|2CDMG|2ASPD	15ASPD|2LIT|3DUST|45DMG|5BPWR|6AART|7aCDMG|8RCR|9MLV
402	33212 41362	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|23DUST|4CDMG|5RPLT|68VULN|7RCR|9DMG|aAART
403	12313 61616	   	156.27	DCR|2AART|1DMG|2ZMB|1CDMG|1DUR	19RMIN|2DUR|3CDMG|45ZMB|6RCR|7aAART|8DMG
404	12313 61662	   	156.27	DCR|2AART|1DMG|2ZMB|1CDMG|1DUR	1RMIN|2DUR|3CDMG|45ZMB|6RCR|79AART|8DMG|aLWND
405	12313 61663	   	156.27	DCR|2AART|1DMG|2ZMB|1CDMG|1DUR	1RMIN|2DUR|3CDMG|45ZMB|6RCR|79AART|8DMG|aMLV
406	12313 61236	   	156.27	DCR|2AART|1DMG|2ZMB|1CDMG|1DUR	1RMIN|2DUR|3CDMG|45ZMB|6RCR|7aAART|8RCVC|9DMG
407	14313 61236	   	156.27	DCR|2AART|1DMG|2ZMB|1CDMG|1DUR	1RMIN|2CDMG|3DUR|45ZMB|6RCR|7aAART|8RCVC|9DMG
408	31241 63163	   	156.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CGEN|3ASPD|4AART|5CDMG|6DMG|7RCR|8VULN|9DUR|aERES
409	15223 31122	   	156.26	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RPLT|3AART|4FEWX|5aVULN|6RCR|7ASPD|8DUST|9DMG
410	42166 23131	   	156.20	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	17CDMG|2AART|3MLV|4RPLT|5ZMB|6VULN|8DMG|9RCR|aRCVC
411	42166 23133	   	156.20	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	17CDMG|2AART|3MLV|4RPLT|5ZMB|6VULN|8DMG|9RCR|aLIT
412	23313 28135	 * 	156.19	ACR|2AART|1VULN|3ASPD|1CDMG|1DUR	126ASPD|2BPWR|3MBVNT|4DUR|5RCR|7CDMG|89AART|aVULN
413	44336 12121	   	156.18	ACR|3VULN|2CDMG|3DUR|1ASPD	1aCDMG|2ASPD|368DUR|4aDUST|5RCR|79aVULN|aBPWR
414	44336 22121	   	156.18	ACR|3VULN|2CDMG|3DUR|1ASPD	1aCDMG|2ASPD|389DUR|4aDUST|5RCR|67aVULN|aBPWR
415	24314 21372	   	156.18	DCR|2VULN|1AART|1DMG|2ASPD	15ASPD|2LIT|3DUST|48VULN|6MBVNT|7RCR|9DMG|aAART
416	24141 63131	   	156.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2LIT|3ERES|4AART|5CDMG|6DMG|7RCR|8VULN|9CANSTR|aDUR
417	12313 65531	 * 	156.15	DCR|2DMG|2CDMG|2ZMB|2DUR|1ASPD	1RMIN|29DUR|39CDMG|45ZMB|6RCR|7LWND|89DMG|9BPWR|aASPD
418	21323 27748	   	156.09	ACR|2DMG|1AART|1VULN|2ASPD	16ASPD|2FEWX|3MBVNT|4DMSP|5RCR|7AART|89DMG|aVULN
419	46252 33311	 * 	156.08	ACR|2VULN|3CDMG|1DMG|2DUR	16aCDMG|234LWND|5RCR|6aBPWR|7DMG|8aDUR|9aVULN
420	21353 24328	   	156.07	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2FEWX|3MBVNT|47DMG|5RCR|6DUR|8VULN|9ZMB|aCDMG
421	21353 24267	   	156.07	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2FEWX|3MBVNT|47DMG|5RCR|6DUR|8CDMG|9ZMB|aVULN
422	21353 27128	   	156.07	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2FEWX|3MBVNT|4DMG|5RCR|6DUR|78VULN|9ZMB|aCDMG
423	21353 27282	   	156.07	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2FEWX|3MBVNT|4aDMG|5RCR|6DUR|7VULN|8CDMG|9ZMB
424	44315 11423	   	156.07	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2ASPD|3DUR|4ZMB|5RCR|6MBVNT|79VULN|8FEWX|aDMG
425	31241 63241	   	156.04	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG	1LIT|2CGEN|38ASPD|4AART|5CDMG|6DMG|7RCR|9VULN|aLWND
426	31241 63243	   	156.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1LIT|2CGEN|38ASPD|4AART|5CDMG|6DMG|7RCR|9VULN|aBEXP
427	42321 31482	   	156.03	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|2AART|3SELL|4CGEN|56VULN|7DUST|8MBVNT|9RCR|aDMG
428	31241 63242	   	155.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1LIT|2CGEN|38ASPD|4AART|5CDMG|6DMG|7RCR|9VULN|aBASHEA
429	21335 16211	   	155.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2FEWX|3MBVNT|4aVULN|5DUR|6ERES|7AART|8RCR|9DMG
430	46113 63313	 * 	155.89	ACR|2AART|2DMG|2CDMG	18CDMG|28LWND|3RCVC|4aAART|5RCR|68DMG|7RPLT|8BPWR|9DUST
431	24423 44417	   	155.87	DCR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|25LIT|3MBVNT|456DMG|5BPWR|7RCR|8FEWX|9VULN|aCDMG
432	24423 44482	   	155.87	DCR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|25LIT|3MBVNT|456DMG|5BPWR|7RCR|8FEWX|9CDMG|aVULN
433	21353 84151	   	155.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2FEWX|3MBVNT|4DMG|5RCR|6CGEN|7aVULN|8AART|9DUR
434	41231 45323	 * 	155.78	DCR|2VULN|3CDMG|1DMG|2ZMB	18aCDMG|2DUST|38LWND|46VULN|5DMG|78ZMB|8BPWR|9RCR
435	14632 25211	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2CDMG|3aVULN|4DUST|5BEXP|6RPLT|7AART|8RCR|9DMG
436	14633 25211	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2CDMG|3aVULN|4DUST|5FEWX|6RPLT|7AART|8RCR|9DMG
437	24323 65111	   	155.77	DCR|3DMG|3ASPD|1CDMG|1DUR	156ASPD|28LIT|3DUST|456DMG|56BPWR|7RCR|9CDMG|aDUR
438	24424 44417	   	155.77	DCR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2LIT|3MBVNT|456DMG|7RCR|8FEWX|9VULN|aCDMG
439	24424 44482	   	155.77	DCR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2LIT|3MBVNT|456DMG|7RCR|8FEWX|9CDMG|aVULN
