0	Index      	 *	Score 	Summary	Detail	
1	32141 54113	 * 	181.73	DCR|2VULN|1AART|1DMG|3DUR|1CDMG|1ZMB	123DUR|4CDMG|5AART|6DMG|78VULN|9RCR|aZMB
330	32464 11123	   	153.05	DCR|3VULN|1AART|2DUR	12DUR|345VULN|6RCR|7RPLT|8CGEN|9LHND|aAART
331	32141 54312	   	153.04	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	123DUR|4CDMG|5AART|6DMG|7VULN|8RCVC|9RCR|aDUST
332	33115 46232	   	153.01	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2DUST|3LHND|4RCR|5ASPD|6AART|7aVULN|8LIT|9CDMG
333	65231 31225	   	152.96	DCR|3VULN|2DMG	1aLIT|28MLV|36aVULN|4ERES|5LWND|7RCR|9aDMG|aBPWR
334	66222 31131	   	152.96	DCR|3VULN|2DMG	15aLIT|26aVULN|3DUST|4LWND|7RCR|8aDMG|9RMIN|aBPWR
335	66224 31131	   	152.96	DCR|3VULN|2DMG	1aLIT|26aVULN|3DUST|4LWND|5RCVC|7RCR|8aDMG|9RMIN|aBPWR
336	66241 31131	   	152.96	DCR|3VULN|2DMG	1aLIT|26aVULN|3DUST|45FEWX|7RCR|8aDMG|9RMIN|aBPWR
337	31654 44281	   	152.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2ERES|3MBVNT|4AART|5CDMG|68VULN|7LIT|9RCR|aZMB
338	32525 22135	 * 	152.89	ACR|1VULN|1DMG|1FLTHEA|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5VULN|6DUST|7LIT|8DMG|9ZMB|aFLTHEA
339	32526 23135	   	152.89	ACR|1VULN|1DMG|1FLTHEA|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5LIT|6VULN|7DMG|8DUST|9ZMB|aFLTHEA
340	11222 46812	   	152.89	DCR|2AART|1VULN|1DMG|1ZMB	1CGEN|2BASICY|3MBVNT|4BEXP|57AART|6RCR|8VULN|9DMG|aZMB
341	21654 26132	   	152.87	DCR|2AART|2VULN|1DMG	1LHND|2ERES|3MBVNT|4aAART|5DMG|68VULN|7RPLT|9RCR
342	32523 42631	   	152.86	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|5CGEN|6ASPD|7RMIN|89VULN|aDMG
343	32523 52521	   	152.86	ACR|2DMG|1VULN|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|57CGEN|6VULN|8ASPD|9aDMG
344	33116 44131	   	152.84	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1DUR|2DUST|3LHND|4RCR|5ZMB|6AART|7LWND|8ASPD|9DMG|aVULN
345	33116 46132	   	152.84	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2DUST|3LHND|4RCR|5ZMB|6AART|7VULN|8ASPD|9DMG|aRPLT
346	33116 46133	   	152.84	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2DUST|3LHND|4RCR|5ZMB|6AART|7VULN|8ASPD|9DMG|aFEWX
347	32525 13324	   	152.76	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|57VULN|6SNIHEL|8ASPD|9DMSP|aDMG
348	32525 13352	   	152.76	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|57VULN|6SNIHEL|8ASPD|9DMG|aLIT
349	22115 41323	   	152.76	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1LHND|26DUR|3LEGI|4RCR|5ASPD|7aVULN|8CDMG|9DMG
350	32521 43631	   	152.76	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|5ERES|6ASPD|7CGEN|89VULN|aDMG
351	32521 45231	   	152.76	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|5ERES|6ASPD|7MLV|89VULN|aDMG
352	32523 41631	   	152.76	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|5CGEN|6ASPD|7ERES|89VULN|aDMG
353	32524 42231	   	152.76	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|5TLV|6ASPD|7RMIN|89VULN|aDMG
354	53513 21315	   	152.75	ACR|2VULN|1AART|1DMG|1ZMB	14DUST|2ZMB|37VULN|5RCR|6LWND|8AART|9SNIHEL|aDMG
355	53513 31315	   	152.75	ACR|2VULN|1AART|1DMG|1ZMB	14DUST|2ZMB|37VULN|5RCR|6LHND|8AART|9SNIHEL|aDMG
356	36122 53533	   	152.68	ACR|2AART|1VULN|1DMG|1DUR|1ASPD	1DUR|2BELT|3ERES|4RCR|5ASPD|6VULN|79AART|8CGEN|aDMG
357	26416 21123	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2DMSP|3aVULN|4DLOT|5AART|6DUR|7RCR|8DMG|9RPLT
358	32521 41621	   	152.66	ACR|2DMG|1VULN|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|57ERES|6ASPD|8VULN|9aDMG
359	32524 41231	   	152.66	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|5TLV|6ASPD|7ERES|89VULN|aDMG
360	32525 13353	   	152.66	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|57VULN|6SNIHEL|8ASPD|9DMG|aDUST
361	32525 12123	   	152.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|5VULN|6SNIHEL|7LWND|8AART|9RMIN|aDMG
362	33116 53133	   	152.62	ACR|3VULN|1CDMG|2DUR|1ZMB	19DUR|2DUST|39LHND|4RCR|5ZMB|6CDMG|79aVULN|8RMIN|9BPWR
363	22233 41151	   	152.57	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUR|3ZMB|4BEXP|5RCR|67AART|8LWND|9aVULN
364	22233 41651	   	152.57	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUR|3ZMB|4BEXP|5RCR|67AART|89VULN|aMLV
365	22233 41652	   	152.57	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUR|3ZMB|4aBEXP|5RCR|67AART|89VULN
366	22233 41653	   	152.57	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUR|3ZMB|4BEXP|5RCR|67AART|89VULN|aFEWX
367	23123 41151	   	152.57	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2ZMB|3BEXP|4DUR|5RCR|67AART|8LWND|9aVULN
368	23123 41651	   	152.57	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2ZMB|3BEXP|4DUR|5RCR|67AART|89VULN|aMLV
369	23123 41652	   	152.57	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2ZMB|3aBEXP|4DUR|5RCR|67AART|89VULN
370	23123 41653	   	152.57	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2ZMB|3BEXP|4DUR|5RCR|67AART|89VULN|aFEWX
371	22233 43615	   	152.57	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUR|3ZMB|4BEXP|5RCR|69AART|7RCVC|8aVULN
372	23123 43615	   	152.57	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2ZMB|3BEXP|4DUR|5RCR|69AART|7RCVC|8aVULN
373	32522 36235	   	152.52	ACR|3VULN|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|67BEXP|89aVULN
374	32522 53335	   	152.52	ACR|3VULN|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|69aVULN|78LHND
375	32525 32235	   	152.52	ACR|3VULN|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|58aVULN|6MLV|7CGEN|9ZMB
376	53553 21321	   	152.49	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LWND|8AART|9FEWX|aMLV
377	53553 21322	   	152.49	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LWND|8AART|9FEWX|aBEXP
378	53553 21323	   	152.49	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LWND|8AART|9aFEWX
379	53553 21332	   	152.49	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LWND|8AART|9RCVC|aBEXP
380	53553 21333	   	152.49	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LWND|8AART|9RCVC|aLIT
381	53553 31321	   	152.49	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LHND|8AART|9FEWX|aMLV
382	53553 31322	   	152.49	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LHND|8AART|9FEWX|aBEXP
383	53553 31323	   	152.49	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LHND|8AART|9aFEWX
384	53553 31332	   	152.49	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LHND|8AART|9RCVC|aBEXP
385	53553 31333	   	152.49	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LHND|8AART|9RCVC|aLIT
386	22233 41251	   	152.47	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUR|3ZMB|4BEXP|5RCR|67AART|8DUST|9aVULN
387	22233 41661	   	152.47	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUR|3ZMB|4BEXP|5RCR|67AART|8aVULN|9LEGI
388	23113 41351	   	152.47	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2ZMB|3BEXP|4DUST|5RCR|67AART|8DUR|9aVULN
389	23123 41251	   	152.47	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2ZMB|3BEXP|4DUR|5RCR|67AART|8DUST|9aVULN
390	23123 41661	   	152.47	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2ZMB|3BEXP|4DUR|5RCR|67AART|8aVULN|9LEGI
391	32124 13366	   	152.43	DCR|1AART|1DMG|1VULN|3DUR|1ASPD	123DUR|4CGEN|5ASPD|6RCR|7AART|8LWND|9VULN|aDMG
392	32521 52235	   	152.42	ACR|3VULN|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ERES|68aVULN|7CGEN|9ZMB
393	32522 15235	   	152.42	ACR|3VULN|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|6ERES|7MLV|89aVULN
394	32522 52335	   	152.42	ACR|3VULN|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|69aVULN|7CGEN|8ERES
395	53553 21311	   	152.39	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LWND|8AART|9SNIHEL|aRCVC
396	53553 21313	   	152.39	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LWND|8AART|9SNIHEL|aCGEN
397	53553 31311	   	152.39	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LHND|8AART|9SNIHEL|aRCVC
398	53553 31313	   	152.39	ACR|3VULN|1AART|2ZMB	1DUST|24ZMB|347VULN|4BPWR|5RCR|6LHND|8AART|9SNIHEL|aCGEN
399	32134 13366	   	152.33	DCR|1AART|1VULN|1DMG|3DUR|1ASPD	123DUR|4TLV|5ASPD|6RCR|7AART|8LWND|9VULN|aDMG
400	32124 13513	   	152.33	DCR|1AART|1VULN|2CDMG|3DUR|1ASPD	123DUR|4CGEN|5ASPD|6RCR|7AART|89CDMG|aVULN
401	33363 42135	   	152.32	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DUST|3BEXP|4VULN|5TLV|6AART|7RCR|8ASPD|9DMG|aZMB
402	53553 21312	   	152.29	ACR|3VULN|1AART|2ZMB	1aDUST|24ZMB|347VULN|4BPWR|5RCR|6LWND|8AART|9SNIHEL
403	53553 31312	   	152.29	ACR|3VULN|1AART|2ZMB	1aDUST|24ZMB|347VULN|4BPWR|5RCR|6LHND|8AART|9SNIHEL
404	32525 13262	   	152.27	ACR|3VULN|3DUR|1CDMG|1ASPD	129DUR|3CDMG|4RCR|579VULN|69SNIHEL|8RPLT|9BPWR|aASPD
405	32462 13322	   	152.24	DCR|2VULN|1AART|1CDMG|2DUR	12DUR|34VULN|5DMSP|6RCR|7MLV|8AART|9CDMG|aBEXP
406	32462 13323	   	152.24	DCR|2VULN|1AART|1CDMG|2DUR	12DUR|34VULN|5DMSP|6RCR|7MLV|8AART|9CDMG|aRCVC
407	32462 13324	   	152.24	DCR|2VULN|1AART|1CDMG|2DUR	12DUR|34VULN|5DMSP|6RCR|7MLV|8AART|9CDMG|aLIT
408	32462 13326	   	152.24	DCR|2VULN|1AART|1CDMG|2DUR	12DUR|34VULN|5DMSP|6RCR|7aMLV|8AART|9CDMG
409	32462 13321	   	152.14	DCR|2VULN|1AART|1CDMG|2DUR	12DUR|34VULN|5DMSP|6RCR|7MLV|8AART|9CDMG|aERES
410	32523 12611	   	152.14	ACR|2DMG|1VULN|2CDMG|2DUR	12DUR|37CDMG|4RCR|5CGEN|6ERES|8VULN|9aDMG
411	32523 12615	   	152.14	ACR|2VULN|1DMG|2CDMG|2DUR	12DUR|37CDMG|4RCR|5CGEN|6ERES|8aVULN|9DMG
412	32524 22231	   	152.14	ACR|2VULN|1DMG|2CDMG|2DUR	12DUR|37CDMG|4RCR|5TLV|6FEWX|89VULN|aDMG
413	23216 23425	   	152.07	DCR|2AART|2VULN|2ZMB	1aLHND|2aZMB|3CGEN|4DLOT|56AART|7RCR|8ERES|9aVULN|aBPWR
414	32524 12611	   	152.04	ACR|2DMG|1VULN|2CDMG|2DUR	12DUR|37CDMG|4RCR|5TLV|6ERES|8VULN|9aDMG
415	33363 42263	   	151.96	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2DUST|3BEXP|49VULN|5TLV|6AART|7RCR|8LIT|aDMG
416	22416 24141	   	151.88	ACR|2VULN|1AART|1DMG|1DUR	16LHND|2DUR|3LWND|4RCR|5aVULN|7AART|8MBVNT|9DMG
417	22416 34141	   	151.88	ACR|2VULN|1AART|1DMG|1DUR	1LHND|2DUR|3LWND|4RCR|5aVULN|6RCVC|7AART|8MBVNT|9DMG
418	33363 42521	   	151.86	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2DUST|3BEXP|4aVULN|5TLV|6AART|7RCR|8DMG|9ERES
419	32525 62213	   	151.85	ACR|3VULN|2CDMG|3DUR	128DUR|38CDMG|4RCR|58aVULN|6RPLT|7RCVC|8BPWR|9LHND
420	32525 61211	   	151.85	ACR|3VULN|2CDMG|3DUR	128DUR|38CDMG|4RCR|578VULN|6RPLT|8BPWR|9LHND|aCGEN
421	32525 61212	   	151.85	ACR|3VULN|2CDMG|3DUR	128DUR|38CDMG|4RCR|578VULN|6RPLT|8BPWR|9LHND|aLWND
422	23551 63223	   	151.84	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1LHND|2ZMB|3aVULN|4ASPD|5BELT|6RCR|7AART|8DUR|9FEWX
423	66122 42131	   	151.84	DCR|2VULN|2DMG|2DUR	1aLIT|2aVULN|3RMIN|45DUST|6RCR|78DMG|9aDUR|aBPWR
424	11222 51726	   	151.83	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2BASICY|3MBVNT|4BEXP|5AART|6aVULN|7DMG|8ZMB|9RCR
425	11232 51726	   	151.83	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2BASICY|3MBVNT|4FEWX|5AART|6aVULN|7DMG|8ZMB|9RCR
426	32525 61221	   	151.75	ACR|3VULN|2CDMG|3DUR	128DUR|38CDMG|4RCR|578VULN|6RPLT|8BPWR|9TLV|aLIT
427	32525 61222	   	151.75	ACR|3VULN|2CDMG|3DUR	128DUR|38CDMG|4RCR|578VULN|6RPLT|8BPWR|9TLV|aFEWX
428	32525 61223	   	151.75	ACR|3VULN|2CDMG|3DUR	128DUR|38CDMG|4RCR|578VULN|6RPLT|8BPWR|9TLV|aBEXP
429	32525 61231	   	151.75	ACR|3VULN|2CDMG|3DUR	128DUR|38CDMG|4RCR|578VULN|6RPLT|8BPWR|9ERES|aLIT
430	32525 61232	   	151.75	ACR|3VULN|2CDMG|3DUR	128DUR|38CDMG|4RCR|578VULN|6RPLT|8BPWR|9ERES|aFEWX
431	32525 61233	   	151.75	ACR|3VULN|2CDMG|3DUR	128DUR|38CDMG|4RCR|578VULN|6RPLT|8BPWR|9ERES|aBEXP
