0	Index      	 *	Score 	Summary	Detail	
1	31832 54274	 * 	189.87	DCR|3DMG|1AART|1VULN|2ZMB|2DUR	149DMG|2MBVNT|3RPLT|59DUR|6RCR|7AART|89ZMB|9BPWR|aVULN
331	32133 35534	   	165.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DMG|2ZMB|3VULN|4LIT|5FEWX|6RCR|7aDUR|8CDMG|9AART
332	31452 14736	   	165.11	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1aDMG|2MBVNT|3AIRHEL|4SELL|56VULN|7DUR|8RCR|9AART
333	31423 17746	   	164.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2MBVNT|3AIRHEL|4FEWX|6CDMG|7VULN|8RCR|9ZMB|aAART
334	32123 53514	   	164.88	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1DMG|2ZMB|39VULN|4BEXP|5MBVNT|67ASPD|8RCR|aAART
335	31832 52123	   	164.86	DCR|3DMG|1VULN|2ZMB|2DUR	148DMG|2MBVNT|3RPLT|58DUR|6RCR|78ZMB|8BPWR|9VULN|aRMIN
336	31832 52126	   	164.86	DCR|3DMG|1VULN|2ZMB|2DUR	148DMG|2MBVNT|3RPLT|58DUR|6RCR|78ZMB|8BPWR|9VULN|aRCVC
337	32143 53514	   	164.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1DMG|2ZMB|39VULN|4DUST|5MBVNT|67ASPD|8RCR|aAART
338	36335 13336	   	164.78	DCR|3DMG|2FLTHEA|1VULN|1DUR	18aDMG|2VULN|3aBEXP|4DUR|5CGEN|6RCR|7RMIN|9aFLTHEA|aBPWR
339	31832 54251	   	164.77	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	14DMG|2MBVNT|3RPLT|5DUR|6RCR|7AART|8ZMB|9aCDMG
340	31832 52124	   	164.76	DCR|3DMG|1VULN|2ZMB|2DUR	148DMG|2MBVNT|3RPLT|58DUR|6RCR|78ZMB|8BPWR|9VULN|aDUST
341	36331 13336	   	164.68	DCR|3DMG|1VULN|2FLTHEA|1DUR	18aDMG|2VULN|3aBEXP|4DUR|5TLV|6RCR|7RMIN|9aFLTHEA|aBPWR
342	31832 52125	   	164.62	DCR|3DMG|1VULN|2ZMB|2DUR|1SELL	148DMG|2MBVNT|3RPLT|58DUR|6RCR|78ZMB|8BPWR|9VULN|aSELL
343	12531 56223	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2CGEN|3DUR|4RMIN|5CDMG|6DMG|7RCR|8AART|9aVULN
344	65342 13321	   	164.58	DCR|2AART|2VULN|1DMG|1ZMB	1ZMB|2DLOT|37AART|4MGNLIT|58VULN|6DMG|9RCR|aLWND
345	65342 13322	   	164.58	DCR|2AART|2VULN|1DMG|1ZMB	1ZMB|2DLOT|37AART|4MGNLIT|58VULN|6DMG|9RCR|aLHND
346	62331 53353	 * 	164.52	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	12ZMB|3DUST|4ASPD|5CDMG|6DMG|7AART|8DUR|9RCR|aVULN
347	32133 12265	   	164.50	DCR|2VULN|2DMG|2ZMB|2DUR	1aDMG|26ZMB|3aVULN|4LIT|5FEWX|7RCR|8aDUR|9RCVC|aBPWR
348	32133 22245	   	164.50	DCR|2VULN|2DMG|2ZMB|2DUR	1aDMG|29ZMB|3aVULN|4LIT|5FEWX|6RCVC|7RCR|8aDUR|aBPWR
349	42231 21311	 * 	164.47	DCR|3DMG|2AART|1ZMB	15FEWX|2RPLT|349DMG|6RCR|7ZMB|8aAART
350	36334 12115	   	164.47	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DMG|2VULN|3BEXP|4DUR|5ZMB|6RCR|7DUST|8ASPD|9aAART
351	32133 22235	   	164.46	DCR|2VULN|2DMG|3DUR|1ZMB	1aDMG|2ZMB|3aVULN|4LIT|5FEWX|6RCVC|7RCR|89aDUR|aBPWR
352	31113 12634	   	164.45	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3aLWND|4LHND|5ASPD|6RMIN|7AART|8aVULN|9RCR|aBPWR
353	31123 18634	   	164.45	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3aLWND|4BEXP|5ASPD|6RMIN|7AART|8aVULN|9RCR|aBPWR
354	32253 12136	   	164.38	DCR|2VULN|2AART|1DMG|1ZMB	1DMG|2ZMB|356ERES|49VULN|7aAART|8RCR
355	32133 33145	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2ZMB|39VULN|4LIT|5FEWX|6RCR|7CGEN|8AART|aASPD
356	31173 18634	   	164.35	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3aLWND|4DUST|5ASPD|6RMIN|7AART|8aVULN|9RCR|aBPWR
357	36122 12131	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	18DMG|2VULN|3LWND|4AART|5LHND|6DUST|7RCR|9ZMB|aASPD
358	36122 12136	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18DMG|2VULN|3LWND|4AART|5LHND|6DUST|7RCR|9ZMB|aDUR
359	36122 12331	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|28VULN|3LWND|4AART|5LHND|6DUST|7RCR|9ZMB|aASPD
360	36122 12336	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|28VULN|3LWND|4AART|5LHND|6DUST|7RCR|9ZMB|aDUR
361	36123 22131	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	18DMG|2VULN|3LWND|4AART|5DUST|6BEXP|7RCR|9ZMB|aASPD
362	36123 22136	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18DMG|2VULN|3LWND|4AART|5DUST|6BEXP|7RCR|9ZMB|aDUR
363	36123 42131	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	18DMG|2VULN|3LWND|4AART|5DUST|6LHND|7RCR|9ZMB|aASPD
364	36123 42136	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18DMG|2VULN|3LWND|4AART|5DUST|6LHND|7RCR|9ZMB|aDUR
365	36123 42331	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|28VULN|3LWND|4AART|5DUST|6LHND|7RCR|9ZMB|aASPD
366	36123 42336	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|28VULN|3LWND|4AART|5DUST|6LHND|7RCR|9ZMB|aDUR
367	66122 12121	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|29VULN|3LWND|4AART|5LHND|6DUST|7RCR|8DMG|aASPD
368	66122 12126	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|29VULN|3LWND|4AART|5LHND|6DUST|7RCR|8DMG|aDUR
369	66122 42121	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|29VULN|3LWND|4AART|5LHND|6LEGI|7RCR|8DMG|aASPD
370	66126 22121	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|29VULN|3LWND|4AART|5DUST|6BEXP|7RCR|8DMG|aASPD
371	36124 42122	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18DMG|2VULN|3LWND|4AART|5DUR|6LHND|7RCR|9AIRHEL|aZMB
372	36124 42322	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|28VULN|3LWND|4AART|5DUR|6LHND|7RCR|9AIRHEL|aZMB
373	32121 14312	   	164.26	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4BEXP|5LHND|6RCR|7CGEN|aFLTHEA
374	32125 14312	   	164.26	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4BEXP|5FEWX|6RCR|7CGEN|aFLTHEA
375	36314 14312	   	164.26	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|29VULN|3BEXP|4LHND|5ZMB|6RCR|7CGEN|aFLTHEA
376	62153 62121	   	164.18	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3TLV|4AART|5DUR|6LHND|7RCR|8DMG|9VULN|aCDMG
377	66124 12123	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2VULN|3LWND|4AART|5DUR|6DUST|7RCR|8aDMG|9AIRHEA
378	32141 16116	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	19DMG|2ZMB|37VULN|4DUST|5LHND|6RCR|8BEXP|aCDMG
379	32122 12161	   	164.16	DCR|2VULN|2DMG|2ASPD|1ZMB	19DMG|2ZMB|39VULN|4BEXP|5LEGI|6RCR|7DUST|89ASPD|9BPWR|aRPLT
380	32122 12163	   	164.16	DCR|2VULN|2DMG|2ASPD|1ZMB	19DMG|2ZMB|39VULN|4aBEXP|5LEGI|6RCR|7DUST|89ASPD|9BPWR
381	32122 12164	   	164.16	DCR|2VULN|2DMG|2ASPD|1ZMB	19DMG|2ZMB|39VULN|4BEXP|5LEGI|6RCR|7DUST|89ASPD|9BPWR|aFEWX
382	32122 12165	   	164.16	DCR|2VULN|2DMG|2ASPD|1ZMB	19DMG|2ZMB|39VULN|4BEXP|5LEGI|6RCR|7DUST|89ASPD|9BPWR|aLIT
383	31818 54211	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	17DMG|2MBVNT|3RPLT|4RMIN|5ZMB|6RCR|8CDMG|9aVULN
384	32121 16312	   	164.16	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4BEXP|5LHND|6RCR|7TLV|aFLTHEA
385	32122 14312	   	164.16	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4BEXP|5LEGI|6RCR|7CGEN|aFLTHEA
386	32123 65312	   	164.16	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4BEXP|5MBVNT|6RCR|7CGEN|aFLTHEA
387	32123 68312	   	164.16	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4BEXP|5MBVNT|6RCR|7MLV|aFLTHEA
388	32125 16312	   	164.16	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4BEXP|5FEWX|6RCR|7TLV|aFLTHEA
389	32133 36516	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	19DMG|2ZMB|3aVULN|4LIT|5FEWX|6RCR|7DUST|8CDMG
390	32141 14312	   	164.16	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4DUST|5LHND|6RCR|7CGEN|aFLTHEA
391	32145 14312	   	164.16	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4DUST|5FEWX|6RCR|7CGEN|aFLTHEA
392	36114 14312	   	164.16	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|29VULN|3LWND|4LEGI|5ZMB|6RCR|7CGEN|aFLTHEA
393	36314 16312	   	164.16	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|29VULN|3BEXP|4LHND|5ZMB|6RCR|7TLV|aFLTHEA
394	61834 54211	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2MBVNT|3RPLT|47DMG|5MLV|6RCR|8CDMG|9aVULN
395	63145 13112	   	164.16	DCR|2VULN|2DMG|2ASPD|1ZMB	1ZMB|2aASPD|39VULN|4DUST|5aFEWX|6RCR|7VENICY|8aDMG|aBPWR
396	31412 73217	   	164.14	DCR|3VULN|2DMG|1DUR|1ASPD	1aDMG|2MBVNT|3AIRHEL|4aTLV|5ASPD|6DUR|79aVULN|8RCR|aBPWR
397	32123 72157	   	164.07	DCR|3DMG|2VULN|1ZMB	16aDMG|2ZMB|3aVULN|468BEXP|5MBVNT|6aBPWR|7RCR|9aLWND
398	36151 21361	   	164.07	DCR|3VULN|2DMG|1ZMB	18DMG|28aVULN|3LWND|4CGEN|58LHND|6RPLT|7RCR|8BPWR|9ZMB
399	36153 21361	   	164.07	DCR|3VULN|2DMG|1ZMB	18DMG|28aVULN|3LWND|4CGEN|58FEWX|6RPLT|7RCR|8BPWR|9ZMB
400	36315 21361	   	164.07	DCR|3VULN|2DMG|1ZMB	18DMG|28aVULN|3BEXP|4LHND|58CGEN|6RPLT|7RCR|8BPWR|9ZMB
401	36351 21361	   	164.07	DCR|3VULN|2DMG|1ZMB	18DMG|28aVULN|3BEXP|4CGEN|58LHND|6RPLT|7RCR|8BPWR|9ZMB
402	36521 21361	   	164.07	DCR|3VULN|2DMG|1ZMB	18DMG|28aVULN|3CGEN|4BEXP|58LHND|6RPLT|7RCR|8BPWR|9ZMB
403	32122 16312	   	164.06	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4BEXP|5LEGI|6RCR|7TLV|aFLTHEA
404	32123 67312	   	164.06	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4BEXP|5MBVNT|6RCR|7TLV|aFLTHEA
405	32142 14312	   	164.06	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4DUST|5LEGI|6RCR|7CGEN|aFLTHEA
406	32142 16116	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	19DMG|2ZMB|37VULN|4DUST|5LEGI|6RCR|8BEXP|aCDMG
407	32143 65312	   	164.06	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|2ZMB|39VULN|4DUST|5MBVNT|6RCR|7CGEN|aFLTHEA
408	32143 67323	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2ZMB|37VULN|4DUST|5MBVNT|6RCR|8CDMG|9CGEN
409	36114 16312	   	164.06	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18DMG|29VULN|3LWND|4LEGI|5ZMB|6RCR|7TLV|aFLTHEA
410	32122 12166	   	164.06	DCR|2VULN|2DMG|2ASPD|1ZMB	19DMG|2ZMB|39VULN|4BEXP|5LEGI|6RCR|7DUST|89ASPD|9BPWR|aERES
411	65322 12142	   	164.02	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|2DLOT|38AART|4aDUR|5VULN|6BEXP|7RCR|9DMG
412	36621 21361	   	163.97	DCR|3VULN|2DMG|1ZMB	18DMG|28aVULN|3TLV|4BEXP|58LHND|6RPLT|7RCR|8BPWR|9ZMB
413	31833 14267	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	14DMG|2MBVNT|3RPLT|5ASPD|6BEXP|7RCR|8CDMG|9AART|aVULN
414	31833 54247	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	14DMG|2MBVNT|3RPLT|5ASPD|6LHND|7RCR|8CDMG|9AART|aVULN
415	36122 12522	   	163.91	DCR|2VULN|2DMG|1AART	19DMG|2aVULN|3LWND|4AART|5LHND|6DUST|7RCR|8LIT
416	36122 42132	   	163.91	DCR|2VULN|2DMG|1AART	18DMG|29VULN|3LWND|4AART|5LHND|6LEGI|7RCR|aBEXP
417	36122 42135	   	163.91	DCR|2VULN|2DMG|1AART	18DMG|29VULN|3LWND|4AART|5LHND|6LEGI|7RCR|aFEWX
418	36122 42136	   	163.91	DCR|2VULN|2DMG|1AART	18DMG|29VULN|3LWND|4AART|5LHND|6LEGI|7RCR|aCGEN
419	36122 42522	   	163.91	DCR|2VULN|2DMG|1AART	19DMG|2aVULN|3LWND|4AART|5LHND|6LEGI|7RCR|8LIT
420	36123 22522	   	163.91	DCR|2VULN|2DMG|1AART	19DMG|2aVULN|3LWND|4AART|5DUST|6BEXP|7RCR|8LIT
421	36123 42522	   	163.91	DCR|2VULN|2DMG|1AART	19DMG|2aVULN|3LWND|4AART|5DUST|6LHND|7RCR|8LIT
422	32123 72167	   	163.87	DCR|3DMG|2VULN|1ZMB	16aDMG|2ZMB|3aVULN|468BEXP|5MBVNT|6aBPWR|7RCR|9aDUST
423	32123 72417	   	163.87	DCR|3VULN|2DMG|1ZMB	16DMG|2ZMB|39aVULN|46BEXP|5MBVNT|6BPWR|7RCR|8CGEN
424	36141 21361	   	163.87	DCR|3VULN|2DMG|1ZMB	18DMG|28aVULN|3LWND|4LHND|58TLV|6RPLT|7RCR|8BPWR|9ZMB
425	36311 21361	   	163.87	DCR|3VULN|2DMG|1ZMB	18DMG|28aVULN|3BEXP|4LHND|58TLV|6RPLT|7RCR|8BPWR|9ZMB
426	32133 22634	   	163.86	DCR|3DMG|3ZMB|1VULN	19aDMG|289ZMB|3VULN|4LIT|59FEWX|6RCVC|7RCR|9BPWR
427	36122 42133	   	163.81	DCR|2DMG|2VULN|1AART	18DMG|29VULN|3LWND|4AART|5LHND|6LEGI|7RCR|aERES
428	36122 42134	   	163.81	DCR|2VULN|2DMG|1AART	18DMG|29VULN|3LWND|4AART|5LHND|6LEGI|7RCR|aNUKE
429	36122 42324	   	163.81	DCR|2VULN|2DMG|1AART	1aDMG|28VULN|3LWND|4AART|5LHND|6LEGI|7RCR|9AIRHEL
430	66124 12322	   	163.81	DCR|3VULN|1AART|2ZMB|1DUR	18ZMB|289VULN|3LWND|4AART|5DUR|68DUST|7RCR|8BPWR|aBEXP
431	66121 31153	   	163.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2VULN|3LWND|4AART|57DMG|6BELT|8TLV|9CDMG|aRCR
432	35141 22124	   	163.77	DCR|3DMG|2VULN|1ZMB	135DMG|2DLOT|4ZMB|69VULN|7RCR|8FEWX|aRMIN
433	35141 22125	   	163.77	DCR|3DMG|2VULN|1ZMB	135DMG|2DLOT|4ZMB|69VULN|7RCR|8FEWX|aLWND
434	35141 22126	   	163.77	DCR|3DMG|2VULN|1ZMB	135DMG|2DLOT|4ZMB|69VULN|7RCR|8aFEWX
435	35141 22341	   	163.77	DCR|3DMG|2VULN|1ZMB	135DMG|2DLOT|4ZMB|6aVULN|7RCR|8RPLT|9BELT
436	32123 72617	   	163.77	DCR|3VULN|2DMG|1ZMB	16DMG|2ZMB|39aVULN|46BEXP|5MBVNT|6BPWR|7RCR|8TLV
437	36161 21361	   	163.77	DCR|3VULN|2DMG|1ZMB	18DMG|28aVULN|3LWND|4DUST|58TLV|6RPLT|7RCR|8BPWR|9ZMB
438	36411 21361	   	163.77	DCR|3VULN|2DMG|1ZMB	18DMG|28aVULN|3DUST|4LHND|58TLV|6RPLT|7RCR|8BPWR|9ZMB
439	31835 14121	   	163.76	DCR|3DMG|3ZMB|1VULN	148DMG|2MBVNT|3RPLT|58aZMB|68BEXP|7RCR|8BPWR|9VULN
440	31835 44121	   	163.76	DCR|3DMG|3ZMB|1VULN	148DMG|2MBVNT|3RPLT|58aZMB|68LHND|7RCR|8BPWR|9VULN
441	61848 11344	 * 	163.72	ACR|2VULN|2DMG|3ZMB	19aZMB|2MBVNT|3RPLT|46LIT|5RCR|7aVULN|8aDMG|aBPWR
442	66124 12323	   	163.71	DCR|3VULN|1AART|2ZMB|1DUR	18ZMB|289VULN|3LWND|4AART|5DUR|68DUST|7RCR|8BPWR|aERES
443	32133 35536	   	163.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DMG|2aZMB|3VULN|4LIT|5FEWX|6RCR|7DUR|8CDMG|9AART
444	36334 16112	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2aVULN|3BEXP|4DUR|5ZMB|6RCR|7TLV|8LIT|9AART
445	32143 72273	   	163.67	DCR|3DMG|2VULN|1ZMB	16aDMG|2ZMB|39VULN|46DUST|5MBVNT|6BPWR|7RCR|8LIT
446	35141 22123	   	163.67	DCR|3DMG|2VULN|1ZMB	135DMG|2DLOT|4ZMB|69VULN|7RCR|8FEWX|aTLV
447	35141 22523	   	163.67	DCR|3DMG|2VULN|1ZMB	135DMG|2DLOT|4ZMB|69VULN|7RCR|8LWND|aTLV
448	65141 22123	   	163.67	DCR|3DMG|2VULN|1ZMB	1ZMB|2DLOT|345DMG|69VULN|7RCR|8FEWX|aTLV
449	31842 15228	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	1aDMG|2MBVNT|3RPLT|4aERES|5DUR|6LHND|7aVULN|8AART|9RCR|aBPWR
450	31261 47484	   	163.64	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	19DMG|2MBVNT|3DMSP|49VULN|5ASPD|6CGEN|79ZMB|8RCR|9BPWR|aDUR
451	35141 22234	 * 	163.58	DCR|3DMG|1VULN|2ZMB|1CDMG	135DMG|2DLOT|49ZMB|6VULN|7RCR|8ERES|aCDMG
452	31832 52261	   	163.57	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	14DMG|2MBVNT|3RPLT|5DUR|6RCR|7ZMB|8aCDMG|9AART
453	31261 37484	   	163.54	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	19DMG|2MBVNT|3DMSP|49VULN|5ASPD|6ERES|79ZMB|8RCR|9BPWR|aDUR
454	35141 62122	   	163.51	DCR|3DMG|2VULN|1ZMB|1ASPD	135DMG|2DLOT|4ZMB|6DMSP|7ASPD|89VULN|aRCR
455	62324 62121	   	163.48	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3DUST|4DUR|5AART|6ERES|7RCR|8DMG|9VULN|aCDMG
456	14113 23314	   	163.48	DCR|3VULN|1AART|1DMG|1ZMB	1RCVC|239VULN|4ZMB|5DMG|6BELT|7LWND|8AART|aRCR
457	65342 12321	   	163.27	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DLOT|3aAART|4MGNLIT|5VULN|6DMG|7ASPD|8RCR|9DUR
458	11531 53623	   	163.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCVC|2BEXP|3ZMB|4ASPD|5CDMG|6DMG|7AART|8RCR|9VULN|aDUR
459	36233 43314	   	163.15	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|29VULN|3DMSP|4ASPD|5AART|6BELT|7FEWX|aRCR
460	31228 18621	   	163.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3DMSP|4DUR|5RCR|6LWND|7AART|89VULN|aCDMG
461	31228 35412	   	163.12	ACR|3VULN|2DMG|2DUR	1aDMG|2MBVNT|3DMSP|4aDUR|5RCR|6CGEN|7ERES|89aVULN|aBPWR
462	31832 52633	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14DMG|2MBVNT|3RPLT|5DUR|6RCR|7ZMB|8VULN|9LHND|aAART
463	31225 33214	   	163.05	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2MBVNT|3DMSP|4DUR|5AART|78VULN|9RCVC|aRCR
464	32133 34265	   	163.05	DCR|2VULN|2DMG|2DUR|1ZMB	1aDMG|2ZMB|3aVULN|4LIT|57FEWX|6RCR|8aDUR|9RCVC|aBPWR
465	32133 35265	   	163.05	DCR|2VULN|2DMG|2DUR|1ZMB	1aDMG|2ZMB|3aVULN|4LIT|5FEWX|6RCR|7aDUR|89RCVC|aBPWR
466	63141 13116	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|39VULN|4DUST|5LHND|6RCR|7VENICY|8DMG|aAART
467	14433 12224	   	162.87	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1RCVC|2VULN|3DMG|4aASPD|5AART|6CDMG|78DUR|9RCR
468	14633 12224	   	162.87	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1RCVC|2VULN|3aASPD|4DMG|5AART|6CDMG|78DUR|9RCR
469	36233 12224	   	162.87	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	1DMG|2VULN|3DMSP|4aASPD|5AART|6CDMG|78DUR|9RCR
470	32533 33524	   	162.86	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	1DMG|2aZMB|3LEGI|4LIT|5FEWX|6RCR|7aDUR|8CDMG|9aVULN|aBPWR
471	35161 63222	   	162.82	DCR|3DMG|1AART|1VULN|1ASPD	135DMG|2DLOT|4ASPD|6DMSP|7VULN|8RCR|9AIRHEA|aAART
472	36131 14312	   	162.81	DCR|2VULN|2DMG|1AART	18DMG|29VULN|3LWND|4RMIN|5LHND|6RCR|7CGEN|aAART
473	62111 53523	   	162.80	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3TLV|4RCR|5CDMG|6DMG|7AART|8BEXP|9VULN|aDUR
474	65323 12112	   	162.80	DCR|2DMG|1AART|2ZMB|2ASPD|2DUR	18ZMB|2DLOT|3AART|48DUR|5LSRREG|6aDMG|78ASPD|8BPWR|9RCR
475	35122 22236	   	162.78	DCR|3DMG|1AART|1VULN|1ZMB	137DMG|2DLOT|4BELT|5ZMB|6CGEN|8VULN|9AART|aRCR
476	31832 52644	   	162.75	DCR|2VULN|2DMG|2DUR|1ZMB	14DMG|2MBVNT|3RPLT|5aDUR|6RCR|7ZMB|89VULN
477	36131 16312	   	162.71	DCR|2VULN|2DMG|1AART	18DMG|29VULN|3LWND|4RMIN|5LHND|6RCR|7TLV|aAART
478	61458 23344	   	162.68	DCR|3DMG|2VULN|2ZMB|1SELL	1aZMB|2MBVNT|3AIRHEL|4SELL|58aDMG|6DMSP|7aVULN|9RCR|aBPWR
479	31434 73436	 * 	162.59	DCR|2DMG|1AART|1VULN|2CDMG	1aDMG|2MBVNT|3AIRHEL|4LHND|57CDMG|6AART|8RCR|9VULN
480	31833 14125	   	162.58	DCR|3DMG|1VULN|2ASPD|1CDMG	148DMG|2MBVNT|3RPLT|58ASPD|68BEXP|7RCR|8BPWR|9VULN|aCDMG
481	31833 54125	   	162.58	DCR|3DMG|1VULN|2ASPD|1CDMG	148DMG|2MBVNT|3RPLT|58ASPD|68LHND|7RCR|8BPWR|9VULN|aCDMG
482	31833 84125	   	162.58	DCR|3DMG|1VULN|2ASPD|1CDMG	148DMG|2MBVNT|3RPLT|58ASPD|68FEWX|7RCR|8BPWR|9VULN|aCDMG
483	31831 54624	   	162.48	DCR|3DMG|1AART|2CDMG	14aDMG|2MBVNT|3RPLT|5FEWX|6RCR|7AART|8aCDMG|9aBASHEA|aBPWR
484	32251 35325	   	162.48	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	18DMG|2ZMB|3ERES|4VULN|57ASPD|6CGEN|9RCR|aAART
485	36336 12112	   	162.41	DCR|2VULN|2AART|1DMG|1DUR	1DMG|26VULN|39BEXP|4DUR|5LIT|7RCR|8aAART
486	36336 12122	   	162.41	DCR|2VULN|2AART|1DMG|1DUR	1DMG|26VULN|3BEXP|4DUR|59LIT|7RCR|8aAART
487	14155 13122	 * 	162.31	DCR|3VULN|2AART|1CDMG	17RCVC|23aVULN|45AART|6RPLT|8CDMG|9RCR
488	36331 14312	   	162.30	DCR|3DMG|2VULN|1DUR	18aDMG|29VULN|3aBEXP|4DUR|5TLV|6RCR|7aCGEN|aBPWR
489	36331 16312	   	162.30	DCR|3DMG|2VULN|1DUR	18aDMG|29VULN|3aBEXP|4DUR|5TLV|6RCR|7aMLV|aBPWR
490	31214 82353	 * 	162.25	DCR|3DMG|3ZMB|3DUR	19aDMG|2MBVNT|3DMSP|4TLV|5BELT|6RCR|79aZMB|89aDUR|9aBPWR
