0	Index      	 *	Score 	Summary	Detail	
1	56311 32531	 * 	186.49	ACR|4VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4ERES|569aVULN|7ZMB|8CDMG
327	36336 42425	   	163.68	DCR|3VULN|1DMG|2ZMB|1CDMG	15aVULN|29ZMB|3MBVNT|4CGEN|6DMG|7RCR|8CDMG
328	36343 12436	   	163.68	DCR|3VULN|1DMG|2ZMB|1CDMG	159VULN|26ZMB|3MBVNT|4LHND|7RCR|8CDMG|aDMG
329	36383 42425	   	163.68	DCR|3VULN|1DMG|2ZMB|1CDMG	14aVULN|29ZMB|3MBVNT|5CGEN|6DMG|7RCR|8CDMG
330	22353 42884	   	163.67	DCR|2VULN|1AART|1DMG|2ASPD|1DUR|1SELL	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8SELL|9AART|aDUR
331	32316 42483	   	163.67	DCR|3DMG|2VULN|1ZMB	15VULN|2ERES|3MBVNT|4MLV|689DMG|7RCR|aZMB
332	62327 42483	   	163.67	DCR|3DMG|2VULN|1ZMB	1MLV|24VULN|3MBVNT|5ERES|689DMG|7RCR|aZMB
333	36313 72483	 * 	163.66	DCR|3DMG|3ZMB|1VULN	1VULN|25aZMB|3MBVNT|45MLV|5BPWR|689DMG|7RCR
334	32384 34458	   	163.62	DCR|3VULN|1AART|1FLTHEA|1CDMG	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8AIRHEA|9RCR|aCDMG
335	36323 22474	   	163.57	DCR|3VULN|1AART|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9AART|aLWND
336	36323 22478	   	163.57	DCR|3VULN|1AART|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9AART|aCGEN
337	32384 34167	   	163.47	DCR|3VULN|1AART|1FLTHEA|1ZMB	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9ZMB|aLIT
338	32384 34168	   	163.47	DCR|3VULN|1AART|1FLTHEA|1ZMB	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9ZMB|aRMIN
339	32384 34188	   	163.47	DCR|3VULN|1AART|1FLTHEA|1ZMB	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9CGEN|aZMB
340	36323 22475	   	163.47	DCR|3VULN|1AART|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9AART|aLEGI
341	36323 22476	   	163.47	DCR|3VULN|1AART|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9AART|aDUST
342	56313 34333	   	163.44	ACR|4VULN|1AART	1DMSP|2RCR|3AART|4ERES|5BEXP|678aVULN|9RCVC
343	62314 17211	   	163.41	DCR|2VULN|2DMG|1AART	146MLV|29VULN|3MBVNT|5AART|7RCR|89DMG|9BPWR|aLHND
344	62314 17212	   	163.41	DCR|2VULN|2DMG|1AART	146MLV|29VULN|3MBVNT|5AART|7RCR|89DMG|9BPWR|aBEXP
345	62314 17213	   	163.41	DCR|2VULN|2DMG|1AART	146MLV|29VULN|3MBVNT|5AART|7RCR|89DMG|9BPWR|aDMSP
346	62314 17215	   	163.41	DCR|2VULN|2DMG|1AART	146MLV|29VULN|3MBVNT|5AART|7RCR|89DMG|9BPWR|aBELT
347	62314 17217	   	163.41	DCR|2VULN|2DMG|1AART	146MLV|29VULN|3MBVNT|5AART|7RCR|89DMG|9BPWR|aCGEN
348	62314 17218	   	163.41	DCR|2VULN|2DMG|1AART	146MLV|29VULN|3MBVNT|5AART|7RCR|89DMG|9BPWR|aLWND
349	36354 43421	 * 	163.40	DCR|3VULN|3ZMB|2CDMG|1ASPD	189VULN|279ZMB|3MBVNT|4ASPD|5MGNLIT|69CDMG|9BPWR|aRCR
350	32384 34163	   	163.37	DCR|3VULN|1AART|1FLTHEA|1ZMB	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9ZMB|aTLV
351	32384 34164	   	163.37	DCR|3VULN|1AART|1FLTHEA|1ZMB	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9ZMB|aDUST
352	32384 34166	   	163.37	DCR|3VULN|1AART|1FLTHEA|1ZMB	146VULN|2aERES|3MBVNT|5AART|7FLTHEA|8RCR|9ZMB
353	22233 62542	 * 	163.31	DCR|2VULN|2DMG|3CDMG	1CGEN|25VULN|3RPLT|45aCDMG|5BPWR|69DMG|7RCR|8FEWX
354	36353 43421	   	163.30	DCR|3VULN|3ZMB|2CDMG|1ASPD	189VULN|279ZMB|3MBVNT|4ASPD|5LSRREG|69CDMG|9BPWR|aRCR
355	36323 12477	 * 	163.22	DCR|2VULN|2AART|2ZMB|1CDMG	15VULN|26ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9aAART
356	22411 15215	   	163.21	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|29aVULN|3AART|4LIT|5DUR|6RPLT|7RCR|8CDMG
357	31411 15215	   	163.21	DCR|3VULN|1AART|1CDMG|1DUR	19aVULN|2CGEN|3AART|4LIT|5DUR|6RPLT|7RCR|8CDMG
358	33426 22512	   	163.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2DUST|3CDMG|4AART|5RCVC|6ZMB|7RCR|8DMG|9BEXP|aDUR
359	33426 22513	   	163.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2DUST|3CDMG|4AART|5RCVC|6ZMB|7RCR|8DMG|9BEXP|aASPD
360	36372 13137	   	163.10	DCR|2VULN|2DMG|3ZMB	1aVULN|26aZMB|3MBVNT|45DUST|7LIT|8RCR|9aDMG|aBPWR
361	22353 42848	   	163.07	DCR|2VULN|1AART|1DMG|2ASPD|1DUR|1SELL	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8SELL|9DUR|aAART
362	22233 62613	   	162.89	DCR|2VULN|1AART|1DMG|2CDMG	18CGEN|25VULN|3RPLT|45CDMG|5BPWR|6DMG|7RCR|9DMSP|aAART
363	22233 62623	   	162.89	DCR|2VULN|1AART|1DMG|2CDMG	189CGEN|25VULN|3RPLT|45CDMG|5BPWR|6DMG|7RCR|aAART
364	22233 62653	   	162.89	DCR|2VULN|1AART|1DMG|2CDMG	18CGEN|25VULN|3RPLT|45CDMG|5BPWR|6DMG|7RCR|9FEWX|aAART
365	31233 62543	   	162.89	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|25CGEN|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8FEWX|aAART
366	62233 62313	   	162.89	DCR|2VULN|1AART|1DMG|2CDMG	18MLV|25VULN|3RPLT|45CDMG|5BPWR|6DMG|7RCR|9DMSP|aAART
367	62233 62353	   	162.89	DCR|2VULN|1AART|1DMG|2CDMG	18MLV|25VULN|3RPLT|45CDMG|5BPWR|6DMG|7RCR|9FEWX|aAART
368	36343 22166	   	162.87	DCR|3VULN|1AART|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8TLV|9CDMG|aAART
369	62235 62333	   	162.79	DCR|2VULN|1AART|2CDMG|1DMG	18MLV|25VULN|3RPLT|49CDMG|6DMG|7RCR|aAART
370	22413 15214	   	162.78	DCR|3VULN|1AART|2CDMG	1aCGEN|29aVULN|3AART|4LIT|5BEXP|6RPLT|7RCR|8aCDMG|aBPWR
371	31413 15214	   	162.78	DCR|3VULN|1AART|2CDMG	19aVULN|2aCGEN|3AART|4LIT|5BEXP|6RPLT|7RCR|8aCDMG|aBPWR
372	32233 62543	   	162.69	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|25ERES|3RPLT|45CDMG|5BPWR|69DMG|7RCR|8FEWX|aAART
373	22461 12512	   	162.68	DCR|3VULN|1AART|1DMG	1CGEN|245VULN|3AART|6RPLT|7RCR|8DMG|9BEXP|aBELT
374	22461 12513	   	162.68	DCR|3VULN|1AART|1DMG	1CGEN|245VULN|3AART|6RPLT|7RCR|8DMG|9BEXP|aRMIN
375	31461 12512	   	162.68	DCR|3VULN|1AART|1DMG	145VULN|2CGEN|3AART|6RPLT|7RCR|8DMG|9BEXP|aBELT
376	31461 12513	   	162.68	DCR|3VULN|1AART|1DMG	145VULN|2CGEN|3AART|6RPLT|7RCR|8DMG|9BEXP|aRMIN
377	36314 72436	   	162.63	DCR|3DMG|1VULN|1CDMG|1ZMB	1VULN|2ZMB|3MBVNT|4MLV|5RCVC|68aDMG|7RCR|9CDMG
378	36343 81434	 * 	162.58	DCR|4VULN|2CDMG|1ZMB	1579VULN|2ZMB|3MBVNT|4LHND|6RCR|8aCDMG
379	22461 12314	   	162.58	DCR|3VULN|1AART|1DMG	1CGEN|245VULN|3AART|6RPLT|7RCR|8LWND|9DUST|aDMG
380	22461 12533	   	162.58	DCR|3VULN|1AART|1DMG	1CGEN|245VULN|3AART|6RPLT|7RCR|8DMG|9MLV|aERES
381	31461 12314	   	162.58	DCR|3VULN|1AART|1DMG	145VULN|2CGEN|3AART|6RPLT|7RCR|8LWND|9DUST|aDMG
382	31461 12533	   	162.58	DCR|3VULN|1AART|1DMG	145VULN|2CGEN|3AART|6RPLT|7RCR|8DMG|9MLV|aERES
383	32461 12512	   	162.58	DCR|3VULN|1AART|1DMG	145VULN|2ERES|3AART|6RPLT|7RCR|8DMG|9BEXP|aBELT
384	32461 12513	   	162.58	DCR|3VULN|1AART|1DMG	145VULN|2ERES|3AART|6RPLT|7RCR|8DMG|9BEXP|aRMIN
385	22461 12214	   	162.48	DCR|3VULN|1AART|1DMG	1CGEN|245VULN|3AART|6RPLT|7RCR|8LEGI|9DUST|aDMG
386	31461 12214	   	162.48	DCR|3VULN|1AART|1DMG	145VULN|2CGEN|3AART|6RPLT|7RCR|8LEGI|9DUST|aDMG
387	32421 12562	   	162.48	DCR|3VULN|1AART|1DMG	159VULN|24ERES|3AART|6RPLT|7RCR|8DMG|aBEXP
388	32461 12314	   	162.48	DCR|3VULN|1AART|1DMG	145VULN|2ERES|3AART|6RPLT|7RCR|8LWND|9DUST|aDMG
389	32461 12533	   	162.48	DCR|3VULN|1AART|1DMG	145VULN|2aERES|3AART|6RPLT|7RCR|8DMG|9MLV
390	31353 42436	   	162.48	DCR|3DMG|1VULN|2ASPD|1CDMG	1VULN|25CGEN|3MBVNT|45ASPD|5BPWR|69aDMG|7RCR|8CDMG
391	32421 12561	   	162.38	DCR|3VULN|1AART|1DMG	159VULN|24ERES|3AART|6RPLT|7RCR|8DMG|aDUST
392	32461 12214	   	162.38	DCR|3VULN|1AART|1DMG	145VULN|2ERES|3AART|6RPLT|7RCR|8LEGI|9DUST|aDMG
393	32353 42436	   	162.28	DCR|3DMG|1VULN|2ASPD|1CDMG	1VULN|25ERES|3MBVNT|45ASPD|5BPWR|69aDMG|7RCR|8CDMG
394	36323 81235	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6RCR|8LIT|9DMG|aCDMG
395	36323 81244	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6RCR|8LIT|9CDMG|aDMG
396	36323 81441	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6RCR|8CDMG|9DMG|aLIT
397	36323 81443	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6RCR|8CDMG|9DMG|aLHND
398	36323 81445	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6RCR|8CDMG|9DMG|aMLV
399	36323 81446	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6RCR|8CDMG|9DMG|aDMSP
400	36343 81235	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4LHND|6RCR|8LIT|9DMG|aCDMG
401	36343 81441	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4LHND|6RCR|8CDMG|9DMG|aLIT
402	36343 81443	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4aLHND|6RCR|8CDMG|9DMG
403	36343 81445	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4LHND|6RCR|8CDMG|9DMG|aMLV
404	36343 81448	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4LHND|6RCR|8CDMG|9DMG|aRMIN
405	36363 81441	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4BEXP|6RCR|8CDMG|9DMG|aLIT
406	36363 81443	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4BEXP|6RCR|8CDMG|9DMG|aLHND
407	35611 22133	   	162.22	DCR|3VULN|1AART|1ZMB|1ASPD|1SELL	149VULN|2SELL|3AART|5LHND|6ZMB|7RCR|8RCVC|aASPD
408	36615 12332	 * 	162.18	ACR|3ZMB|1AART|1VULN|1DMG|1DUR	1VULN|267ZMB|3RMIN|4RCR|5CGEN|8AART|9DUR|aDMG
409	36323 81447	   	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6RCR|8CDMG|9DMG|aDUST
410	36323 87414	   	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	159VULN|2ZMB|3MBVNT|4FEWX|6RCR|7CDMG|8BASHEA|aDMG
411	36343 81444	   	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4LHND|6RCR|8CDMG|9DMG|aERES
412	36343 81474	   	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4LHND|6RCR|8CDMG|9BASICY|aDMG
413	22356 42415	   	162.08	DCR|3VULN|1DMG|2CDMG|1ASPD	1CGEN|25aVULN|3MBVNT|4ASPD|6DMG|7RCR|89CDMG
414	22386 42415	   	162.08	DCR|3VULN|1DMG|2CDMG|1ASPD	1CGEN|24aVULN|3MBVNT|5ASPD|6DMG|7RCR|89CDMG
415	31356 42415	   	162.08	DCR|3VULN|1DMG|2CDMG|1ASPD	15aVULN|2CGEN|3MBVNT|4ASPD|6DMG|7RCR|89CDMG
416	31386 42415	   	162.08	DCR|3VULN|1DMG|2CDMG|1ASPD	14aVULN|2CGEN|3MBVNT|5ASPD|6DMG|7RCR|89CDMG
417	31345 13611	 * 	162.01	DCR|5VULN|2FLTHEA	1589aVULN|2CGEN|3MBVNT|48FLTHEA|68TLV|7RCR|8BPWR
418	32356 42415	   	161.98	DCR|3VULN|1DMG|2CDMG|1ASPD	15aVULN|2ERES|3MBVNT|4ASPD|6DMG|7RCR|89CDMG
419	32386 42415	   	161.98	DCR|3VULN|1DMG|2CDMG|1ASPD	14aVULN|2ERES|3MBVNT|5ASPD|6DMG|7RCR|89CDMG
420	46383 12442	   	161.91	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1DUR|26ZMB|3MBVNT|45VULN|7RCR|8CDMG|9DMG|aASPD
421	56311 33336	   	161.84	ACR|4VULN|1AART	1DMSP|2RCR|3AART|4ERES|568aVULN|7LWND|9BELT
422	56311 33353	   	161.84	ACR|4VULN|1AART	19DMSP|2RCR|3AART|4ERES|568aVULN|7LWND
423	36316 72412	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	15VULN|2ZMB|3MBVNT|4MLV|68DMG|7RCR|9DMSP|aCDMG
424	36316 72431	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	15VULN|2ZMB|3MBVNT|4MLV|68DMG|7RCR|9CDMG|aLHND
425	36316 72434	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	15VULN|2ZMB|3MBVNT|4MLV|68DMG|7RCR|9CDMG|aLIT
426	36373 84313	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	19VULN|2ZMB|3MBVNT|49DUST|59DMG|6BELT|7RCR|8RMIN|9BPWR|aCDMG
427	33432 25324	 * 	161.76	DCR|5VULN|2CDMG|1SELL	1689aVULN|2DUST|39CDMG|4SELL|59TLV|7RCR|9BPWR
428	56311 33323	   	161.74	ACR|4VULN|1AART	1DMSP|2RCR|3AART|49ERES|568aVULN|7LWND
429	56311 34212	   	161.74	ACR|4VULN|1AART	1DMSP|2RCR|3AART|478ERES|568aVULN|8BPWR|9CGEN
430	56311 35323	   	161.74	ACR|4VULN|1AART	1DMSP|2RCR|3AART|49ERES|568aVULN|7LHND
431	56313 34323	   	161.74	ACR|4VULN|1AART	1DMSP|2RCR|3AART|49ERES|5BEXP|678aVULN
432	35633 23124	   	161.67	DCR|2VULN|2DMG|1AART|1SELL	17VULN|2SELL|3AART|4FEWX|57LHND|67DMG|7BPWR|8RCVC|9RCR|aDMSP
433	35633 23125	   	161.67	DCR|2VULN|2DMG|1AART|1SELL	17VULN|2SELL|3AART|4FEWX|57LHND|67DMG|7BPWR|8RCVC|9RCR|aBEXP
434	32384 34443	   	161.67	DCR|4VULN|1AART|1FLTHEA	1469VULN|2ERES|3MBVNT|5AART|7FLTHEA|8AIRHEA|aRCR
435	36316 72432	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	15VULN|2ZMB|3MBVNT|4MLV|68DMG|7RCR|9CDMG|aTLV
436	36316 72433	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	15VULN|2ZMB|3MBVNT|4MLV|68DMG|7RCR|9CDMG|aCANHEL
437	36336 42474	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	15VULN|2ZMB|3MBVNT|4CGEN|6aDMG|7RCR|8CDMG|9CANHEL
438	36383 42474	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	14VULN|2ZMB|3MBVNT|5CGEN|6aDMG|7RCR|8CDMG|9CANHEL
439	35611 22532	   	161.64	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	14VULN|2SELL|3AART|5LHND|6aZMB|7RCR|8DMG|9MLV
440	62324 82118	   	161.62	DCR|4VULN|1AART|1ZMB	18MLV|246aVULN|3MBVNT|5AART|7ZMB|9RCR
441	62324 82215	   	161.62	DCR|4VULN|1AART|1ZMB	1MLV|246aVULN|3MBVNT|5AART|7ZMB|8LIT|9RCR
442	53626 21123	 * 	161.62	DCR|3VULN|3DMG	1DMSP|279LHND|379DMG|48FEWX|5ERES|679VULN|79BPWR|aRCR
443	56331 11331	   	161.61	ACR|3VULN|1AART|1DUR|1ASPD	1DMSP|2RCR|3AART|4DUST|5LWND|6DUR|78aVULN|9ASPD
444	56351 11131	   	161.61	ACR|3VULN|1AART|1DUR|1ASPD	1DMSP|2RCR|3AART|47aVULN|5LWND|6DUR|8DUST|9ASPD
445	56352 31131	   	161.61	ACR|3VULN|1AART|1ASPD|1DUR	1DMSP|2RCR|3AART|47aVULN|5DUR|6LHND|8DUST|9ASPD
446	35633 23123	   	161.57	DCR|2VULN|2DMG|1AART|1SELL	17VULN|2SELL|3AART|4FEWX|57LHND|67DMG|7BPWR|8RCVC|9RCR|aERES
447	56343 33312	   	161.57	ACR|3VULN|1AART|2DUR	1DMSP|2RCR|3AART|47DUR|57MLV|678VULN|7BPWR|9FEWX|aRCVC
448	36382 42136	   	161.56	DCR|2VULN|2DMG|1CDMG|1ZMB	14VULN|2ZMB|3MBVNT|58TLV|6aDMG|7RCR|9CDMG
449	25153 25311	   	161.47	DCR|3VULN|2AART|1ZMB	15CGEN|2ZMB|3LHND|456VULN|5BPWR|7RCR|8TLV|9aAART
450	36323 22466	   	161.43	DCR|3VULN|1DMG|1CDMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9RCVC|aDMG
451	36381 22436	   	161.43	DCR|3VULN|1DMG|1CDMG|1ZMB	146VULN|2ZMB|3MBVNT|5LWND|7RCR|8CDMG|9RCVC|aDMG
452	36384 34282	   	161.40	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	146VULN|2ZMB|3MBVNT|5AART|7ASPD|8RMIN|9RCR|aDUR
453	56311 33315	   	161.39	ACR|3VULN|1AART|1CDMG	1DMSP|2RCR|3AART|4ERES|568VULN|7LWND|9FEWX|aCDMG
454	56333 34331	   	161.39	ACR|3VULN|1AART|1CDMG	1DMSP|2RCR|3AART|4DUST|5MLV|678VULN|9CDMG|aLHND
455	56333 34332	   	161.39	ACR|3VULN|1AART|1CDMG	1DMSP|2RCR|3AART|4DUST|5MLV|678VULN|9CDMG|aCGEN
456	56333 34333	   	161.39	ACR|3VULN|1AART|1CDMG	1DMSP|2RCR|3AART|4DUST|5MLV|678VULN|9CDMG|aFEWX
457	56311 11531	   	161.39	ACR|3VULN|1AART|1CDMG	1DMSP|2RCR|3AART|4ERES|59aVULN|67MLV|8CDMG
458	62314 17236	   	161.38	DCR|3VULN|1AART|1DMG	146MLV|29aVULN|3MBVNT|5AART|7RCR|8DMG
459	36323 23134	   	161.37	DCR|3VULN|2DMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7LIT|8RCR|9aDMG
460	36323 36134	   	161.37	DCR|3VULN|2DMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6LIT|8RCR|9aDMG
461	36343 23134	   	161.37	DCR|3VULN|2DMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7LIT|8RCR|9aDMG
462	36343 36134	   	161.37	DCR|3VULN|2DMG|1ZMB	157VULN|2ZMB|3MBVNT|4LHND|6LIT|8RCR|9aDMG
463	36381 23134	   	161.37	DCR|3VULN|2DMG|1ZMB	146VULN|2ZMB|3MBVNT|5LWND|7LIT|8RCR|9aDMG
464	36381 36134	   	161.37	DCR|3VULN|2DMG|1ZMB	147VULN|2ZMB|3MBVNT|5LWND|6LIT|8RCR|9aDMG
465	56311 34222	   	161.29	ACR|3VULN|1AART|1CDMG	1DMSP|2RCR|3AART|478ERES|568VULN|8BPWR|9LWND|aCDMG
466	56112 33136	   	161.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DMSP|2RCR|3ZMB|4LIT|5DUR|6CDMG|7AART|8MBVNT|9aVULN
467	36384 23512	   	161.17	DCR|3VULN|1AART|1CDMG|1ZMB	148VULN|2ZMB|3MBVNT|5AART|6LIT|7CGEN|9RCR|aCDMG
468	62324 82212	   	161.17	DCR|3VULN|1AART|1CDMG|1ZMB	1MLV|246VULN|3MBVNT|5AART|7ZMB|8LIT|9RCR|aCDMG
469	32356 44252	   	161.15	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|69DMG|7RPLT|8AART|aRCR
470	32386 44252	   	161.15	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|69DMG|7RPLT|8AART|aRCR
471	22441 12532	   	161.13	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|25VULN|3AART|4RCVC|6RPLT|7RCR|8DMG|9MLV|aZMB
472	31441 12532	   	161.13	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2CGEN|3AART|4RCVC|6RPLT|7RCR|8DMG|9MLV|aZMB
473	35123 23124	   	161.07	DCR|2VULN|2DMG|1AART|1SELL	17VULN|2SELL|3FEWX|4AART|57LHND|67DMG|7BPWR|8RCVC|9RCR|aDMSP
474	35123 23125	   	161.07	DCR|2VULN|2DMG|1AART|1SELL	17VULN|2SELL|3FEWX|4AART|57LHND|67DMG|7BPWR|8RCVC|9RCR|aBEXP
475	32461 24221	   	161.06	DCR|4VULN|1AART|1DUR	1459VULN|2ERES|3AART|6TLV|7DUR|8RCR|aCGEN
476	32441 12532	   	161.03	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2ERES|3AART|4RCVC|6RPLT|7RCR|8DMG|9MLV|aZMB
477	33121 34414	   	161.01	DCR|2VULN|2DMG|1AART	1aVULN|2DUST|35aFEWX|4LIT|6TLV|7RCR|8aDMG|9AART|aBPWR
478	35123 23123	   	160.97	DCR|2VULN|2DMG|1AART|1SELL	17VULN|2SELL|3FEWX|4AART|57LHND|67DMG|7BPWR|8RCVC|9RCR|aERES
479	32461 24222	   	160.96	DCR|4VULN|1AART|1DUR	1459VULN|2aERES|3AART|6TLV|7DUR|8RCR
480	32461 24223	   	160.96	DCR|4VULN|1AART|1DUR	1459VULN|2ERES|3AART|6aTLV|7DUR|8RCR
481	62347 84242	 * 	160.95	ACR|4VULN|1DMG|1CDMG	1MLV|267aVULN|3MBVNT|4LIT|5RCR|8DMG|9CDMG
482	62334 54124	   	160.88	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1MLV|2VULN|3MBVNT|4RCVC|56AART|7FLTHEA|8RCR|9DUR|aDMG
483	62324 84128	   	160.81	DCR|3VULN|1AART|1FLTHEA|1DUR	1MLV|246VULN|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aRCVC
484	46383 22431	   	160.81	DCR|4VULN|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MBVNT|4569VULN|7RCR|8CDMG|aLHND
485	46383 22434	   	160.81	DCR|4VULN|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MBVNT|4569VULN|7RCR|8CDMG|aLIT
486	62353 31483	   	160.77	DCR|2VULN|3ASPD|1DMG|1CDMG|2DUR	17MLV|25VULN|3MBVNT|457ASPD|57BPWR|67DUR|8DMG|9RCR|aCDMG
487	56133 16322	 * 	160.76	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1DMSP|2RCR|3aZMB|4CGEN|5CDMG|6DMG|7AART|8BELT|9VULN
488	32384 34123	   	160.71	DCR|3VULN|1AART|1FLTHEA|1DUR	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aRCVC
489	46383 22432	   	160.71	DCR|4VULN|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MBVNT|4569VULN|7RCR|8CDMG|aTLV
490	46383 22433	   	160.71	DCR|4VULN|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MBVNT|4569VULN|7RCR|8CDMG|aBASICY
491	36333 42448	   	160.68	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|1DUR	1VULN|25ZMB|3MBVNT|45CGEN|5BPWR|6DMG|7RCR|8CDMG|9DUR|aAART
492	56133 16132	   	160.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1DMSP|2RCR|3aZMB|4CGEN|5CDMG|6DMG|7AART|8DUST|9VULN
493	43426 33223	   	160.66	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2DUST|3CDMG|4AART|5RCVC|69VULN|7RCR|8FEWX|aZMB
494	36333 42484	 * 	160.66	DCR|1AART|1DMG|2CDMG|1VULN|2ZMB	1VULN|25ZMB|3MBVNT|45CGEN|5BPWR|6DMG|7RCR|8aCDMG|9AART
495	32414 63313	   	160.61	DCR|3VULN|1AART|1CDMG|1DUR	169VULN|27ERES|3AART|4LIT|5CDMG|8RCR|aDUR
496	51332 21534	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|24CGEN|3DUST|5DMG|6RCR|7AART|8CDMG|9aVULN
497	51612 21533	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2CGEN|3ERES|4RMIN|5aDMG|6RCR|7AART|8CDMG|9VULN
498	32384 54162	   	160.57	DCR|2AART|2VULN|1FLTHEA|1ZMB	14VULN|2ERES|3MBVNT|56AART|7FLTHEA|8RCR|9ZMB|aRCVC
